Orthogroup	Syao	Prai
OG0001191	Syao.g_02449	Prai.g_01895
OG0001192	Syao.g_02367	Prai.g_01899
OG0001193	Syao.g_02284	Prai.g_01909
OG0001194	Syao.g_02285	Prai.g_01910
OG0001195	Syao.g_02286	Prai.g_01911
OG0001196	Syao.g_02341	Prai.g_01924
OG0001197	Syao.g_02343	Prai.g_01925
OG0001198	Syao.g_02158	Prai.g_01933
OG0001199	Syao.g_02623	Prai.g_00074
OG0001200	Syao.g_02625	Prai.g_00076
OG0001201	Syao.g_02601	Prai.g_00108
OG0001202	Syao.g_02461	Prai.g_00210
OG0001203	Syao.g_00296, Syao.g_01705	Prai.g_00249
OG0001204	Syao.g_02117	Prai.g_00256
OG0001205	Syao.g_01620	Prai.g_00476
OG0001206	Syao.g_02701, Syao.g_02702	Prai.g_00493
OG0001207	Syao.g_00035	Prai.g_00507
OG0001208	Syao.g_00026	Prai.g_00512
OG0001209	Syao.g_01415	Prai.g_00563
OG0001210	Syao.g_00882	Prai.g_00568
OG0001211	Syao.g_00861	Prai.g_00578
OG0001212	Syao.g_01001	Prai.g_00624
OG0001213	Syao.g_01322	Prai.g_00658
OG0001214	Syao.g_00896	Prai.g_00666
OG0001215	Syao.g_00700	Prai.g_00719
OG0001216	Syao.g_00492	Prai.g_00750
OG0001218	Syao.g_00092	Prai.g_00887
OG0001219	Syao.g_00651	Prai.g_00858
OG0001220	Syao.g_00393	Prai.g_00795
OG0001221	Syao.g_01657	Prai.g_01035
OG0001222	Syao.g_00687	Prai.g_00997
OG0001223	Syao.g_00820	Prai.g_00971
OG0001224	Syao.g_00427	Prai.g_00922
OG0001226	Syao.g_02633	Prai.g_01083
OG0001227	Syao.g_01047	Prai.g_01101
OG0001228	Syao.g_02256	Prai.g_01218
OG0001229	Syao.g_00220	Prai.g_01368
OG0001230	Syao.g_01503	Prai.g_01455
OG0001231	Syao.g_02254	Prai.g_01560
OG0001232	Syao.g_01664	Prai.g_01661
OG0001233	Syao.g_01643	Prai.g_01681
OG0001234	Syao.g_02035	Prai.g_01716
OG0001235	Syao.g_01863	Prai.g_01726
OG0001236	Syao.g_02261	Prai.g_01816
OG0001237	Syao.g_02265	Prai.g_01820
OG0001238	Syao.g_02451	Prai.g_01896
OG0001239	Syao.g_02620	Prai.g_00071
OG0001240	Syao.g_02669	Prai.g_00093
OG0001242	Syao.g_02576	Prai.g_00119
OG0001243	Syao.g_02584	Prai.g_00125
OG0001244	Syao.g_02477	Prai.g_00141
OG0001245	Syao.g_00362	Prai.g_00392
OG0001247	Syao.g_00390	Prai.g_00712
OG0001249	Syao.g_01882	Prai.g_00869
OG0001250	Syao.g_00556	Prai.g_00806
OG0001252	Syao.g_00507	Prai.g_00927
OG0001253	Syao.g_01220	Prai.g_01102
OG0001254	Syao.g_01426	Prai.g_01145
OG0001255	Syao.g_00920	Prai.g_01156
OG0001256	Syao.g_01572	Prai.g_01553
OG0001258	Syao.g_01561	Prai.g_01635
OG0001259	Syao.g_01645	Prai.g_01679
OG0001260	Syao.g_01623	Prai.g_01695
OG0001261	Syao.g_01814	Prai.g_01769
OG0001262	Syao.g_02213	Prai.g_01879
OG0001263	Syao.g_02541	Prai.g_00128
OG0001265	Syao.g_02574	Prai.g_00118
OG0001266	Syao.g_02465	Prai.g_00214
OG0001267	Syao.g_02063	Prai.g_00293
OG0001268	Syao.g_01871	Prai.g_00352
OG0001270	Syao.g_01733	Prai.g_00465
OG0001271	Syao.g_02685	Prai.g_00502
OG0001272	Syao.g_00120	Prai.g_00516
OG0001275	Syao.g_00806	Prai.g_00961
OG0001276	Syao.g_00450	Prai.g_00942
OG0001277	Syao.g_01334	Prai.g_01090
OG0001278	Syao.g_00265	Prai.g_01223
OG0001279	Syao.g_01528	Prai.g_01583
OG0001281	Syao.g_01454	Prai.g_01340
OG0001282	Syao.g_00037	Prai.g_01371
OG0001284	Syao.g_01587	Prai.g_01532
OG0001285	Syao.g_01010	Prai.g_01664
OG0001286	Syao.g_01835	Prai.g_01786
OG0001288	Syao.g_02187	Prai.g_01849
OG0001289	Syao.g_02649	Prai.g_00087
OG0001291	Syao.g_02551	Prai.g_00135
OG0001292	Syao.g_02111	Prai.g_00261
OG0001293	Syao.g_02091	Prai.g_00274
OG0001294	Syao.g_00948	Prai.g_00389
OG0001295	Syao.g_00878	Prai.g_00498
OG0001296	Syao.g_00163	Prai.g_00539
OG0001298	Syao.g_01043	Prai.g_00605
OG0001299	Syao.g_00942	Prai.g_00695
OG0001302	Syao.g_02711	Prai.g_00860
OG0001304	Syao.g_00466	Prai.g_00933
OG0001305	Syao.g_00382	Prai.g_00914
OG0001306	Syao.g_00141	Prai.g_01158
OG0001308	Syao.g_01500	Prai.g_01473
OG0001310	Syao.g_01681	Prai.g_01650
OG0001312	Syao.g_00635	Prai.g_01008
OG0001314	Syao.g_01276	Prai.g_00439
OG0001315	Syao.g_01853	Prai.g_00061
OG0001317	Syao.g_01701	Prai.g_00245
OG0001318	Syao.g_02099	Prai.g_00269
OG0001323	Syao.g_01392	Prai.g_00548
OG0001325	Syao.g_00487	Prai.g_00753
OG0001327	Syao.g_00953	Prai.g_01075
OG0001328	Syao.g_00198	Prai.g_01100
OG0001330	Syao.g_01444	Prai.g_01309
OG0001331	Syao.g_00042	Prai.g_01376
OG0001332	Syao.g_01244	Prai.g_01504
OG0001333	Syao.g_01649	Prai.g_01675
OG0001335	Syao.g_01913	Prai.g_01807
OG0001336	Syao.g_02336	Prai.g_01921
OG0001340	Syao.g_01892	Prai.g_00341
OG0001341	Syao.g_00602	Prai.g_00897
OG0001343	Syao.g_01235	Prai.g_01062
OG0001345	Syao.g_00179	Prai.g_01190
OG0001349	Syao.g_01074	Prai.g_01407
OG0001351	Syao.g_00060	Prai.g_00485
OG0001353	Syao.g_00439	Prai.g_00815
OG0001358	Syao.g_01343	Prai.g_00649
OG0001359	Syao.g_01234	Prai.g_01061
OG0001360	Syao.g_00177	Prai.g_01103
OG0001361	Syao.g_00182	Prai.g_01187
OG0001364	Syao.g_01969	Prai.g_01809
OG0001365	Syao.g_02441	Prai.g_01889
OG0001369	Syao.g_02668	Prai.g_00092
OG0001371	Syao.g_02638	Prai.g_00708
OG0001372	Syao.g_00368	Prai.g_00909
OG0001375	Syao.g_01236	Prai.g_01063
OG0001376	Syao.g_00617	Prai.g_01069
OG0001377	Syao.g_00618	Prai.g_01070
OG0001378	Syao.g_01732	Prai.g_01112
OG0001382	Syao.g_00766	Prai.g_01575
OG0001394	Syao.g_00983	Prai.g_01031
OG0001395	Syao.g_00470	Prai.g_00931
OG0001398	Syao.g_02641	Prai.g_01601
OG0001399	Syao.g_01861	Prai.g_01718
OG0001403	Syao.g_02235	Prai.g_00030
OG0001405	Syao.g_01911	Prai.g_00339
OG0001406	Syao.g_00616	Prai.g_01068
OG0001407	Syao.g_00519	Prai.g_01081
OG0001408	Syao.g_01384	Prai.g_01086
OG0001411	Syao.g_01079, Syao.g_02007	Prai.g_01422, Prai.g_01391
OG0001415	Syao.g_00999	Prai.g_00242
OG0001416	Syao.g_01223	Prai.g_00490
OG0001417	Syao.g_00657	Prai.g_00500
OG0001418	Syao.g_00212	Prai.g_00713
OG0001419	Syao.g_00520	Prai.g_01082
OG0001420	Syao.g_01403	Prai.g_01122
OG0001422	Syao.g_00284	Prai.g_01585
OG0001432	Syao.g_01219	Prai.g_01545
OG0001436	Syao.g_01102	Prai.g_01402
OG0001437	Syao.g_00998	Prai.g_00241
OG0001438	Syao.g_02049	Prai.g_00306
OG0001439	Syao.g_02026	Prai.g_00320
OG0001441	Syao.g_01394	Prai.g_00550
OG0001443	Syao.g_02369	Prai.g_01602
OG0001447	Syao.g_02585	Prai.g_00126
OG0001449	Syao.g_01691	Prai.g_00413
OG0001452	Syao.g_02104	Prai.g_01058
OG0001453	Syao.g_00814	Prai.g_00967
OG0001454	Syao.g_01295	Prai.g_01096
OG0001459	Syao.g_00583	Prai.g_01552
OG0001462	Syao.g_02228	Prai.g_00034
OG0001467	Syao.g_01225	Prai.g_00868
OG0001468	Syao.g_00604	Prai.g_01073
OG0001471	Syao.g_02031	Prai.g_01548
OG0001473	Syao.g_00621	Prai.g_01857
OG0001474	Syao.g_01870	Prai.g_00353
OG0001475	Syao.g_02177	Prai.g_00152
OG0001477	Syao.g_00408	Prai.g_01254
OG0001486	Syao.g_00125	Prai.g_01169
OG0001492	Syao.g_00268	Prai.g_01220
OG0001493	Syao.g_00260	Prai.g_01228
OG0001495	Syao.g_01803	Prai.g_01723
OG0001496	Syao.g_00410	Prai.g_01252
OG0001497	Syao.g_00409	Prai.g_01253
OG0001502	Syao.g_00526	Prai.g_00877
OG0001505	Syao.g_01138	Prai.g_01394
OG0001507	Syao.g_00874	Prai.g_01245
OG0001508	Syao.g_02174	Prai.g_01432
OG0001514	Syao.g_00411	Prai.g_01251
OG0001520	Syao.g_01044	Prai.g_00406
OG0001522	Syao.g_00568	Prai.g_00814
OG0001526	Syao.g_02559	Prai.g_01699
OG0001527	Syao.g_00846	Prai.g_00591
OG0001532	Syao.g_00226	Prai.g_01199
OG0001547	Syao.g_00570	Prai.g_00875
OG0001553	Syao.g_01510	Prai.g_01460
OG0001554	Syao.g_00323	Prai.g_01555
OG0001562	Syao.g_00795	Prai.g_00949
OG0001566	Syao.g_01198	Prai.g_00705
OG0001567	Syao.g_00571	Prai.g_00876
OG0001568	Syao.g_00569	Prai.g_00874
OG0001570	Syao.g_00286	Prai.g_01255
OG0001584	Syao.g_00746	Prai.g_01016
OG0001587	Syao.g_01693	Prai.g_01697
OG0001588	Syao.g_01998	Prai.g_00778
OG0001605	Syao.g_01284	Prai.g_00950
OG0001613	Syao.g_01854	Prai.g_01801
OG0001625	Syao.g_02097	Prai.g_00271
OG0001627	Syao.g_01698	Prai.g_00889
OG0001634	Syao.g_00945	Prai.g_01582
OG0001647	Syao.g_02073	Prai.g_00285
OG0001669	Syao.g_01817	Prai.g_00043
OG0001701	Syao.g_02561	Prai.g_01700
OG0001712	Syao.g_00712	Prai.g_00427
OG0001775	Syao.g_00655	Prai.g_01084
OG0001782	Syao.g_01965	Prai.g_01732
OG0001924	Syao.g_01347	Prai.g_01283
OG0001925	Syao.g_01348	Prai.g_01284
OG0001926	Syao.g_01349	Prai.g_01285
OG0001927	Syao.g_01350	Prai.g_01286
OG0001993	Syao.g_01345	Prai.g_01281
OG0001994	Syao.g_01346	Prai.g_01282
OG0002019	Syao.g_02146	Prai.g_01304
OG0002092	Syao.g_01357	Prai.g_01240
OG0002244	Syao.g_00551	Prai.g_01244
OG0002363	Syao.g_02272	Prai.g_00459
OG0002375	Syao.g_01082	Prai.g_01408
OG0002396	Syao.g_01785	Prai.g_01745
OG0002486	Syao.g_01966	Prai.g_01731
OG0002582	Syao.g_02270	Prai.g_01319
OG0002699	Syao.g_02002	Prai.g_01440
OG0002721	Syao.g_00603	Prai.g_01320
OG0002722	Syao.g_01112, Syao.g_01111, Syao.g_01996, Syao.g_01986	Prai.g_01401
OG0002723	Syao.g_01078	Prai.g_01409
OG0003010	Syao.g_01980	Prai.g_01397
OG0003027	Syao.g_01992	Prai.g_01414
OG0003067	Syao.g_01557	Prai.g_00430
OG0003222	Syao.g_01114	Prai.g_01399, Prai.g_01410
OG0003223	Syao.g_02001	Prai.g_01406
OG0003224	Syao.g_01215	Prai.g_01625
OG0003346	Syao.g_01133	Prai.g_01398
OG0003793	Syao.g_01103	Prai.g_01441
OG0004605	Syao.g_01125	Prai.g_00744, Prai.g_00773
OG0004606	Syao.g_01113	Prai.g_01400
OG0004607	Syao.g_02003	Prai.g_01858
OG0005501	Syao.g_01101	Prai.g_00415
