Orthogroup	Syao	Prag
OG0001186	Syao.g_02173	Prag.g_01879
OG0001187	Syao.g_02171	Prag.g_01883
OG0001188	Syao.g_02169	Prag.g_01885
OG0001189	Syao.g_02215	Prag.g_01902
OG0001190	Syao.g_02436	Prag.g_01906
OG0001191	Syao.g_02449	Prag.g_01916
OG0001192	Syao.g_02367	Prag.g_01921
OG0001193	Syao.g_02284	Prag.g_01931
OG0001194	Syao.g_02285	Prag.g_01932
OG0001195	Syao.g_02286	Prag.g_01933
OG0001196	Syao.g_02341	Prag.g_01946
OG0001197	Syao.g_02343	Prag.g_01947
OG0001198	Syao.g_02158	Prag.g_01954
OG0001199	Syao.g_02623	Prag.g_00068
OG0001200	Syao.g_02625	Prag.g_00070
OG0001201	Syao.g_02601	Prag.g_00101
OG0001202	Syao.g_02461	Prag.g_00192
OG0001203	Syao.g_00296, Syao.g_01705	Prag.g_00231
OG0001204	Syao.g_02117	Prag.g_00236
OG0001205	Syao.g_01620	Prag.g_00424
OG0001206	Syao.g_02701, Syao.g_02702	Prag.g_00441
OG0001207	Syao.g_00035	Prag.g_00456
OG0001208	Syao.g_00026	Prag.g_00461
OG0001209	Syao.g_01415	Prag.g_00514
OG0001210	Syao.g_00882	Prag.g_00519
OG0001211	Syao.g_00861	Prag.g_00529
OG0001212	Syao.g_01001	Prag.g_00574
OG0001213	Syao.g_01322	Prag.g_00607
OG0001214	Syao.g_00896	Prag.g_00615
OG0001215	Syao.g_00700	Prag.g_00668
OG0001216	Syao.g_00492	Prag.g_00694
OG0001218	Syao.g_00092	Prag.g_00752
OG0001219	Syao.g_00651	Prag.g_00795
OG0001220	Syao.g_00393	Prag.g_00856
OG0001221	Syao.g_01657	Prag.g_00917
OG0001222	Syao.g_00687	Prag.g_00956
OG0001223	Syao.g_00820	Prag.g_00982
OG0001224	Syao.g_00427	Prag.g_01032
OG0001226	Syao.g_02633	Prag.g_01060
OG0001227	Syao.g_01047	Prag.g_01079
OG0001228	Syao.g_02256	Prag.g_01198
OG0001229	Syao.g_00220	Prag.g_01387
OG0001230	Syao.g_01503	Prag.g_01480
OG0001231	Syao.g_02254	Prag.g_01585
OG0001232	Syao.g_01664	Prag.g_01692
OG0001233	Syao.g_01643	Prag.g_01712
OG0001234	Syao.g_02035	Prag.g_01747
OG0001235	Syao.g_01863	Prag.g_01756
OG0001236	Syao.g_02261	Prag.g_01838
OG0001237	Syao.g_02265	Prag.g_01842
OG0001238	Syao.g_02451	Prag.g_01917
OG0001239	Syao.g_02620	Prag.g_00065
OG0001242	Syao.g_02576	Prag.g_00112
OG0001243	Syao.g_02584	Prag.g_00118
OG0001244	Syao.g_02477	Prag.g_00134
OG0001245	Syao.g_00362	Prag.g_00373
OG0001247	Syao.g_00390	Prag.g_00661
OG0001249	Syao.g_01882	Prag.g_00784
OG0001250	Syao.g_00556	Prag.g_00845
OG0001251	Syao.g_00641	Prag.g_00893
OG0001252	Syao.g_00507	Prag.g_01027
OG0001253	Syao.g_01220	Prag.g_01080
OG0001254	Syao.g_01426	Prag.g_01122
OG0001255	Syao.g_00920	Prag.g_01137
OG0001256	Syao.g_01572	Prag.g_01578
OG0001258	Syao.g_01561	Prag.g_01666
OG0001259	Syao.g_01645	Prag.g_01710
OG0001260	Syao.g_01623	Prag.g_01727
OG0001261	Syao.g_01814	Prag.g_01796
OG0001262	Syao.g_02213	Prag.g_01900
OG0001263	Syao.g_02541	Prag.g_00121
OG0001265	Syao.g_02574	Prag.g_00111
OG0001266	Syao.g_02465	Prag.g_00196
OG0001267	Syao.g_02063	Prag.g_00271
OG0001268	Syao.g_01871	Prag.g_00334
OG0001270	Syao.g_01733	Prag.g_00413
OG0001271	Syao.g_02685	Prag.g_00451
OG0001272	Syao.g_00120	Prag.g_00465
OG0001274	Syao.g_02401	Prag.g_00681
OG0001275	Syao.g_00806	Prag.g_00992
OG0001276	Syao.g_00450	Prag.g_01011
OG0001277	Syao.g_01334	Prag.g_01068
OG0001278	Syao.g_00265	Prag.g_01203
OG0001279	Syao.g_01528	Prag.g_01302
OG0001281	Syao.g_01454	Prag.g_01360
OG0001282	Syao.g_00037	Prag.g_01390
OG0001284	Syao.g_01587	Prag.g_01560
OG0001285	Syao.g_01010	Prag.g_01695
OG0001286	Syao.g_01835	Prag.g_01808
OG0001288	Syao.g_02187	Prag.g_01872
OG0001289	Syao.g_02649	Prag.g_00081
OG0001291	Syao.g_02551	Prag.g_00128
OG0001292	Syao.g_02111	Prag.g_00241
OG0001293	Syao.g_02091	Prag.g_00252
OG0001294	Syao.g_00948	Prag.g_00371
OG0001295	Syao.g_00878	Prag.g_00446
OG0001296	Syao.g_00163	Prag.g_00488
OG0001297	Syao.g_00159	Prag.g_00493
OG0001298	Syao.g_01043	Prag.g_00555
OG0001299	Syao.g_00942	Prag.g_00644
OG0001302	Syao.g_02711	Prag.g_00793
OG0001303	Syao.g_00649	Prag.g_00996
OG0001304	Syao.g_00466	Prag.g_01021
OG0001305	Syao.g_00382	Prag.g_01040
OG0001306	Syao.g_00141	Prag.g_01139
OG0001308	Syao.g_01500	Prag.g_01500
OG0001310	Syao.g_01681	Prag.g_01681
OG0001312	Syao.g_00635	Prag.g_00945
OG0001313	Syao.g_02692	Prag.g_01293, Prag.g_01295, Prag.g_01251
OG0001314	Syao.g_01276	Prag.g_00735
OG0001315	Syao.g_01853	Prag.g_00055
OG0001317	Syao.g_01701	Prag.g_00227
OG0001318	Syao.g_02099	Prag.g_00248
OG0001319	Syao.g_02075	Prag.g_00263
OG0001323	Syao.g_01392	Prag.g_00498
OG0001325	Syao.g_00487	Prag.g_00697
OG0001326	Syao.g_02293	Prag.g_00881
OG0001327	Syao.g_00953	Prag.g_01051
OG0001328	Syao.g_00198	Prag.g_01078
OG0001329	Syao.g_00876	Prag.g_01113
OG0001330	Syao.g_01444	Prag.g_01327
OG0001331	Syao.g_00042	Prag.g_01395
OG0001332	Syao.g_01244	Prag.g_01533
OG0001333	Syao.g_01649	Prag.g_01706
OG0001335	Syao.g_01913	Prag.g_01829
OG0001336	Syao.g_02336	Prag.g_01943
OG0001340	Syao.g_01892	Prag.g_00319
OG0001341	Syao.g_00602	Prag.g_00742
OG0001343	Syao.g_01235	Prag.g_00890
OG0001345	Syao.g_00179	Prag.g_01172
OG0001347	Syao.g_02725	Prag.g_01276
OG0001349	Syao.g_01074	Prag.g_01489
OG0001351	Syao.g_00060	Prag.g_00433
OG0001353	Syao.g_00439	Prag.g_00837
OG0001354	Syao.g_00833	Prag.g_00974
OG0001358	Syao.g_01343	Prag.g_00598
OG0001359	Syao.g_01234	Prag.g_00891
OG0001360	Syao.g_00177	Prag.g_01081
OG0001361	Syao.g_00182	Prag.g_01169
OG0001364	Syao.g_01969	Prag.g_01831
OG0001365	Syao.g_02441	Prag.g_01910
OG0001369	Syao.g_02668	Prag.g_00086
OG0001371	Syao.g_02638	Prag.g_00657
OG0001372	Syao.g_00368	Prag.g_00751
OG0001373	Syao.g_02291, Syao.g_02292	Prag.g_00880
OG0001374	Syao.g_02300	Prag.g_00888
OG0001375	Syao.g_01236	Prag.g_00889
OG0001376	Syao.g_00617	Prag.g_01045
OG0001377	Syao.g_00618	Prag.g_01046
OG0001378	Syao.g_01732	Prag.g_01090
OG0001379	Syao.g_01441	Prag.g_01349
OG0001380	Syao.g_00360	Prag.g_01377
OG0001382	Syao.g_00766	Prag.g_01599
OG0001385	Syao.g_02288	Prag.g_00877
OG0001386	Syao.g_02289	Prag.g_00878
OG0001387	Syao.g_02290	Prag.g_00879
OG0001388	Syao.g_02294	Prag.g_00882
OG0001389	Syao.g_02295	Prag.g_00883
OG0001390	Syao.g_02296	Prag.g_00884
OG0001391	Syao.g_02297	Prag.g_00885
OG0001392	Syao.g_02298	Prag.g_00886
OG0001393	Syao.g_02299	Prag.g_00887
OG0001395	Syao.g_00470	Prag.g_01023
OG0001396	Syao.g_02726	Prag.g_01277
OG0001398	Syao.g_02641	Prag.g_01612
OG0001399	Syao.g_01861	Prag.g_01749
OG0001401	Syao.g_00434	Prag.g_01280
OG0001402	Syao.g_01338	Prag.g_00759
OG0001403	Syao.g_02235	Prag.g_00030
OG0001405	Syao.g_01911	Prag.g_00317
OG0001406	Syao.g_00616	Prag.g_01044
OG0001407	Syao.g_00519	Prag.g_01058
OG0001408	Syao.g_01384	Prag.g_01063
OG0001411	Syao.g_01079, Syao.g_02007	Prag.g_01426
OG0001415	Syao.g_00999	Prag.g_00224
OG0001416	Syao.g_01223	Prag.g_00438
OG0001417	Syao.g_00657	Prag.g_00448
OG0001418	Syao.g_00212	Prag.g_00662
OG0001419	Syao.g_00520	Prag.g_01059
OG0001420	Syao.g_01403	Prag.g_01098
OG0001422	Syao.g_00284	Prag.g_01604
OG0001425	Syao.g_02366	Prag.g_01920
OG0001429	Syao.g_00648	Prag.g_00796
OG0001432	Syao.g_01219	Prag.g_01573
OG0001433	Syao.g_00300	Prag.g_00768
OG0001434	Syao.g_00988	Prag.g_00925
OG0001437	Syao.g_00998	Prag.g_00223
OG0001438	Syao.g_02049	Prag.g_00284
OG0001439	Syao.g_02026	Prag.g_00298
OG0001441	Syao.g_01394	Prag.g_00500
OG0001442	Syao.g_00738	Prag.g_00733
OG0001443	Syao.g_02369	Prag.g_01652
OG0001447	Syao.g_02585	Prag.g_00119
OG0001449	Syao.g_01691	Prag.g_00388
OG0001452	Syao.g_02104	Prag.g_00894
OG0001453	Syao.g_00814	Prag.g_00986
OG0001454	Syao.g_01295	Prag.g_01074
OG0001456	Syao.g_00708	Prag.g_01130
OG0001457	Syao.g_00709	Prag.g_01131
OG0001458	Syao.g_00710	Prag.g_01132
OG0001459	Syao.g_00583	Prag.g_01312
OG0001460	Syao.g_00299	Prag.g_00767
OG0001462	Syao.g_02228	Prag.g_00034
OG0001467	Syao.g_01225	Prag.g_00785
OG0001468	Syao.g_00604	Prag.g_01049
OG0001471	Syao.g_02031	Prag.g_01575
OG0001473	Syao.g_00621	Prag.g_01880
OG0001474	Syao.g_01870	Prag.g_00335
OG0001477	Syao.g_00408	Prag.g_01256
OG0001479	Syao.g_01873	Prag.g_00332
OG0001486	Syao.g_00125	Prag.g_01151
OG0001492	Syao.g_00268	Prag.g_01200
OG0001493	Syao.g_00260	Prag.g_01208
OG0001496	Syao.g_00410	Prag.g_01254
OG0001497	Syao.g_00409	Prag.g_01255
OG0001502	Syao.g_00526	Prag.g_00776
OG0001505	Syao.g_01138	Prag.g_01417
OG0001507	Syao.g_00874	Prag.g_01632
OG0001514	Syao.g_00411	Prag.g_01253
OG0001525	Syao.g_00881	Prag.g_01589
OG0001526	Syao.g_02559	Prag.g_01422
OG0001546	Syao.g_01397	Prag.g_00503
OG0001547	Syao.g_00570	Prag.g_00778
OG0001553	Syao.g_01510	Prag.g_01485
OG0001554	Syao.g_00323	Prag.g_01580
OG0001556	Syao.g_00311	Prag.g_00761
OG0001558	Syao.g_02251	Prag.g_01283
OG0001564	Syao.g_00883	Prag.g_01435
OG0001566	Syao.g_01198	Prag.g_00654
OG0001567	Syao.g_00571	Prag.g_00777
OG0001568	Syao.g_00569	Prag.g_00779
OG0001587	Syao.g_01693	Prag.g_01729
OG0001605	Syao.g_01284	Prag.g_01004
OG0001613	Syao.g_01854	Prag.g_01823
OG0001627	Syao.g_01698	Prag.g_00749
OG0001635	Syao.g_02183	Prag.g_01634
OG0001647	Syao.g_02073	Prag.g_00264
OG0001652	Syao.g_02253	Prag.g_01281
OG0001671	Syao.g_02387	Prag.g_01288
OG0001700	Syao.g_00307	Prag.g_00766
OG0001701	Syao.g_02561	Prag.g_01731
OG0001775	Syao.g_00655	Prag.g_01061
OG0001782	Syao.g_01965	Prag.g_00326
OG0001792	Syao.g_00275	Prag.g_01441
OG0002244	Syao.g_00551	Prag.g_01631
OG0002363	Syao.g_02272	Prag.g_00407
OG0002416	Syao.g_00367	Prag.g_01214
OG0002486	Syao.g_01966	Prag.g_00325
OG0002778	Syao.g_01967	Prag.g_00324
