Orthogroup	Syao	Prbc
OG0001135	Syao.g_01424	Prbc.g_00899
OG0001136	Syao.g_00126	Prbc.g_01449
OG0001137	Syao.g_00194	Prbc.g_01436
OG0001138	Syao.g_00227	Prbc.g_01416
OG0001139	Syao.g_00225	Prbc.g_01414
OG0001140	Syao.g_00224	Prbc.g_01413
OG0001141	Syao.g_00254	Prbc.g_01412
OG0001142	Syao.g_00253	Prbc.g_01411
OG0001143	Syao.g_00243	Prbc.g_01404
OG0001144	Syao.g_00276	Prbc.g_01399
OG0001145	Syao.g_01446	Prbc.g_00558
OG0001146	Syao.g_01455	Prbc.g_00570
OG0001147	Syao.g_00095	Prbc.g_00589
OG0001148	Syao.g_00038	Prbc.g_00659
OG0001149	Syao.g_00039	Prbc.g_00660
OG0001150	Syao.g_00040	Prbc.g_00661
OG0001151	Syao.g_02706	Prbc.g_00672
OG0001152	Syao.g_02707	Prbc.g_00673
OG0001153	Syao.g_00083	Prbc.g_00739
OG0001154	Syao.g_00084	Prbc.g_00740
OG0001155	Syao.g_01747	Prbc.g_00756
OG0001156	Syao.g_01744	Prbc.g_00759
OG0001157	Syao.g_01743	Prbc.g_00760
OG0001158	Syao.g_01742	Prbc.g_00761
OG0001159	Syao.g_01741	Prbc.g_00762
OG0001160	Syao.g_01579	Prbc.g_00787
OG0001161	Syao.g_02373	Prbc.g_01485
OG0001162	Syao.g_02650	Prbc.g_00799
OG0001163	Syao.g_01571	Prbc.g_00825
OG0001164	Syao.g_01564	Prbc.g_00829
OG0001165	Syao.g_01559	Prbc.g_00831
OG0001166	Syao.g_01673	Prbc.g_00849
OG0001167	Syao.g_01006	Prbc.g_00867
OG0001168	Syao.g_01648	Prbc.g_00868
OG0001169	Syao.g_01646	Prbc.g_00870
OG0001170	Syao.g_01644	Prbc.g_00872
OG0001171	Syao.g_01632	Prbc.g_00882
OG0001172	Syao.g_01914	Prbc.g_00937
OG0001173	Syao.g_01915	Prbc.g_00938
OG0001174	Syao.g_01923	Prbc.g_00946
OG0001175	Syao.g_01924	Prbc.g_00947
OG0001176	Syao.g_01799	Prbc.g_00959
OG0001177	Syao.g_01802	Prbc.g_00957
OG0001178	Syao.g_01541	Prbc.g_01309
OG0001179	Syao.g_01768	Prbc.g_00301
OG0001180	Syao.g_01833	Prbc.g_00278
OG0001181	Syao.g_01829	Prbc.g_00274
OG0001182	Syao.g_01820	Prbc.g_00266
OG0001183	Syao.g_01851	Prbc.g_00247
OG0001184	Syao.g_02264	Prbc.g_00231
OG0001185	Syao.g_02147	Prbc.g_00216
OG0001186	Syao.g_02173	Prbc.g_00189
OG0001187	Syao.g_02171	Prbc.g_00966
OG0001188	Syao.g_02169	Prbc.g_00968
OG0001189	Syao.g_02215	Prbc.g_00985
OG0001190	Syao.g_02436	Prbc.g_00990
OG0001191	Syao.g_02449	Prbc.g_01000
OG0001192	Syao.g_02367	Prbc.g_01005
OG0001193	Syao.g_02284	Prbc.g_01018
OG0001194	Syao.g_02285	Prbc.g_01019
OG0001195	Syao.g_02286	Prbc.g_01020
OG0001196	Syao.g_02341	Prbc.g_01054
OG0001197	Syao.g_02343	Prbc.g_01056
OG0001198	Syao.g_02158	Prbc.g_01066
OG0001199	Syao.g_02623	Prbc.g_00499
OG0001200	Syao.g_02625	Prbc.g_00497
OG0001201	Syao.g_02601	Prbc.g_00465
OG0001202	Syao.g_02461	Prbc.g_00372
OG0001203	Syao.g_00296, Syao.g_01705	Prbc.g_00332
OG0001204	Syao.g_02117	Prbc.g_01141
OG0001205	Syao.g_01620	Prbc.g_01506
OG0001206	Syao.g_02701, Syao.g_02702	Prbc.g_01525
OG0001207	Syao.g_00035	Prbc.g_01536
OG0001208	Syao.g_00026	Prbc.g_01542
OG0001209	Syao.g_01415	Prbc.g_01614
OG0001210	Syao.g_00882	Prbc.g_01619
OG0001211	Syao.g_00861	Prbc.g_01630
OG0001212	Syao.g_01001	Prbc.g_01672
OG0001213	Syao.g_01322	Prbc.g_01706
OG0001214	Syao.g_00896	Prbc.g_01714
OG0001215	Syao.g_00700	Prbc.g_01772
OG0001216	Syao.g_00492	Prbc.g_01789
OG0001218	Syao.g_00092	Prbc.g_01829
OG0001219	Syao.g_00651	Prbc.g_02005
OG0001220	Syao.g_00393	Prbc.g_01913
OG0001221	Syao.g_01657	Prbc.g_01989
OG0001222	Syao.g_00687	Prbc.g_01936
OG0001223	Syao.g_00820	Prbc.g_02053
OG0001224	Syao.g_00427	Prbc.g_02109
OG0001226	Syao.g_02633	Prbc.g_00930
OG0001227	Syao.g_01047	Prbc.g_02133
OG0001228	Syao.g_02256	Prbc.g_01396
OG0001229	Syao.g_00220	Prbc.g_00138
OG0001230	Syao.g_01503	Prbc.g_00700
OG0001231	Syao.g_02254	Prbc.g_01833
OG0001232	Syao.g_01664	Prbc.g_00853
OG0001233	Syao.g_01643	Prbc.g_00873
OG0001234	Syao.g_02035	Prbc.g_00949
OG0001235	Syao.g_01863	Prbc.g_00953
OG0001236	Syao.g_02261	Prbc.g_00234
OG0001237	Syao.g_02265	Prbc.g_00230
OG0001238	Syao.g_02451	Prbc.g_01001
OG0001239	Syao.g_02620	Prbc.g_00502
OG0001240	Syao.g_02669	Prbc.g_00480
OG0001242	Syao.g_02576	Prbc.g_00452
OG0001243	Syao.g_02584	Prbc.g_00445
OG0001244	Syao.g_02477	Prbc.g_00429
OG0001245	Syao.g_00362	Prbc.g_01317
OG0001247	Syao.g_00390	Prbc.g_01765
OG0001249	Syao.g_01882	Prbc.g_01230
OG0001251	Syao.g_00641	Prbc.g_00923
OG0001252	Syao.g_00507	Prbc.g_02104
OG0001253	Syao.g_01220	Prbc.g_00804
OG0001254	Syao.g_01426	Prbc.g_00898
OG0001255	Syao.g_00920	Prbc.g_01463
OG0001256	Syao.g_01572	Prbc.g_00795
OG0001259	Syao.g_01645	Prbc.g_00871
OG0001260	Syao.g_01623	Prbc.g_00888
OG0001261	Syao.g_01814	Prbc.g_00293
OG0001262	Syao.g_02213	Prbc.g_00983
OG0001263	Syao.g_02541	Prbc.g_00442
OG0001277	Syao.g_01334	Prbc.g_01042
OG0001279	Syao.g_01528	Prbc.g_00133
OG0001282	Syao.g_00037	Prbc.g_00658
OG0001283	Syao.g_02335	Prbc.g_01050
OG0001284	Syao.g_01587	Prbc.g_00781
OG0001285	Syao.g_01010	Prbc.g_00856
OG0001286	Syao.g_01835	Prbc.g_00280
OG0001288	Syao.g_02187	Prbc.g_00198
OG0001289	Syao.g_02649	Prbc.g_00486
OG0001294	Syao.g_00948	Prbc.g_00646, Prbc.g_01483
OG0001295	Syao.g_00878	Prbc.g_01471
OG0001296	Syao.g_00163	Prbc.g_01589
OG0001297	Syao.g_00159	Prbc.g_01594
OG0001299	Syao.g_00942	Prbc.g_01744
OG0001302	Syao.g_02711	Prbc.g_02003
OG0001303	Syao.g_00649	Prbc.g_00092
OG0001304	Syao.g_00466	Prbc.g_02095
OG0001305	Syao.g_00382	Prbc.g_01931
OG0001306	Syao.g_00141	Prbc.g_01461
OG0001308	Syao.g_01500	Prbc.g_00719
OG0001310	Syao.g_01681	Prbc.g_00843
OG0001311	Syao.g_00452	Prbc.g_02087
OG0001312	Syao.g_00635	Prbc.g_02014
OG0001314	Syao.g_01276	Prbc.g_01137
OG0001315	Syao.g_01853	Prbc.g_00249
OG0001317	Syao.g_01701	Prbc.g_00336
OG0001318	Syao.g_02099	Prbc.g_01152
OG0001325	Syao.g_00487	Prbc.g_01792
OG0001326	Syao.g_02293	Prbc.g_00915
OG0001327	Syao.g_00953	Prbc.g_01966
OG0001328	Syao.g_00198	Prbc.g_01985
OG0001329	Syao.g_00876	Prbc.g_00803
OG0001330	Syao.g_01444	Prbc.g_00559
OG0001331	Syao.g_00042	Prbc.g_00663
OG0001332	Syao.g_01244	Prbc.g_00754
OG0001335	Syao.g_01913	Prbc.g_00243
OG0001336	Syao.g_02336	Prbc.g_01051
OG0001337	Syao.g_01893	Prbc.g_01224
OG0001340	Syao.g_01892	Prbc.g_01225
OG0001341	Syao.g_00602	Prbc.g_00539
OG0001343	Syao.g_01235	Prbc.g_01956, Prbc.g_01957
OG0001345	Syao.g_00179	Prbc.g_01425
OG0001347	Syao.g_02725	Prbc.g_00181
OG0001351	Syao.g_00060	Prbc.g_01515
OG0001354	Syao.g_00833	Prbc.g_02046
OG0001357	Syao.g_00369	Prbc.g_01294
OG0001358	Syao.g_01343	Prbc.g_01697
OG0001359	Syao.g_01234	Prbc.g_01958
OG0001360	Syao.g_00177	Prbc.g_01423
OG0001365	Syao.g_02441	Prbc.g_00994
OG0001368	Syao.g_02118	Prbc.g_00149, Prbc.g_00130
OG0001369	Syao.g_02668	Prbc.g_00481
OG0001371	Syao.g_02638	Prbc.g_01760
OG0001372	Syao.g_00368	Prbc.g_01116
OG0001373	Syao.g_02291, Syao.g_02292	Prbc.g_00914
OG0001374	Syao.g_02300	Prbc.g_00922
OG0001375	Syao.g_01236	Prbc.g_01955
OG0001376	Syao.g_00617	Prbc.g_01943
OG0001377	Syao.g_00618	Prbc.g_01944
OG0001378	Syao.g_01732	Prbc.g_01495
OG0001380	Syao.g_00360	Prbc.g_01470
OG0001385	Syao.g_02288	Prbc.g_00911
OG0001386	Syao.g_02289	Prbc.g_00912
OG0001387	Syao.g_02290	Prbc.g_00913
OG0001388	Syao.g_02294	Prbc.g_00916
OG0001389	Syao.g_02295	Prbc.g_00917
OG0001390	Syao.g_02296	Prbc.g_00918
OG0001391	Syao.g_02297	Prbc.g_00919
OG0001392	Syao.g_02298	Prbc.g_00920
OG0001393	Syao.g_02299	Prbc.g_00921
OG0001394	Syao.g_00983	Prbc.g_01993
OG0001395	Syao.g_00470	Prbc.g_02098
OG0001398	Syao.g_02641	Prbc.g_01806
OG0001401	Syao.g_00434	Prbc.g_01896
OG0001402	Syao.g_01338	Prbc.g_01701
OG0001403	Syao.g_02235	Prbc.g_01100
OG0001405	Syao.g_01911	Prbc.g_01218
OG0001406	Syao.g_00616	Prbc.g_01942
OG0001407	Syao.g_00519	Prbc.g_01947
OG0001408	Syao.g_01384	Prbc.g_02187
OG0001412	Syao.g_02122	Prbc.g_00182
OG0001415	Syao.g_00999	Prbc.g_00340
OG0001417	Syao.g_00657	Prbc.g_01482
OG0001418	Syao.g_00212	Prbc.g_01766
OG0001419	Syao.g_00520	Prbc.g_01825
OG0001420	Syao.g_01403	Prbc.g_00119
OG0001422	Syao.g_00284	Prbc.g_02129
OG0001425	Syao.g_02366	Prbc.g_01004
OG0001429	Syao.g_00648	Prbc.g_02006
OG0001432	Syao.g_01219	Prbc.g_02076
OG0001433	Syao.g_00300	Prbc.g_00602
OG0001434	Syao.g_00988	Prbc.g_01998
OG0001435	Syao.g_00961	Prbc.g_01973
OG0001437	Syao.g_00998	Prbc.g_00341
OG0001439	Syao.g_02026	Prbc.g_01199
OG0001441	Syao.g_01394	Prbc.g_01601
OG0001442	Syao.g_00738	Prbc.g_00689
OG0001443	Syao.g_02369	Prbc.g_00905
OG0001445	Syao.g_02275	Prbc.g_02191, Prbc.g_00550
OG0001447	Syao.g_02585	Prbc.g_00444
OG0001453	Syao.g_00814	Prbc.g_02056
OG0001454	Syao.g_01295	Prbc.g_01310
OG0001456	Syao.g_00708	Prbc.g_01489
OG0001457	Syao.g_00709	Prbc.g_01488
OG0001458	Syao.g_00710	Prbc.g_01487
OG0001460	Syao.g_00299	Prbc.g_00601
OG0001461	Syao.g_00788	Prbc.g_00014
OG0001467	Syao.g_01225	Prbc.g_00514
OG0001468	Syao.g_00604	Prbc.g_01954
OG0001471	Syao.g_02031	Prbc.g_01484
OG0001473	Syao.g_00621	Prbc.g_00642
OG0001474	Syao.g_01870	Prbc.g_01251
OG0001475	Syao.g_02177	Prbc.g_00185
OG0001476	Syao.g_00324	Prbc.g_01438
OG0001477	Syao.g_00408	Prbc.g_00010
OG0001486	Syao.g_00125	Prbc.g_01448
OG0001487	Syao.g_00091	Prbc.g_00747
OG0001488	Syao.g_00190	Prbc.g_01432
OG0001489	Syao.g_01823	Prbc.g_00269
OG0001495	Syao.g_01803	Prbc.g_00956
OG0001496	Syao.g_00410	Prbc.g_00008
OG0001497	Syao.g_00409	Prbc.g_00009
OG0001498	Syao.g_01717	Prbc.g_01269
OG0001507	Syao.g_00874	Prbc.g_00117
OG0001508	Syao.g_02174	Prbc.g_00188
OG0001510	Syao.g_01944	Prbc.g_00205
OG0001511	Syao.g_02593	Prbc.g_00461
OG0001512	Syao.g_01707	Prbc.g_00820
OG0001513	Syao.g_02457	Prbc.g_01112
OG0001514	Syao.g_00411	Prbc.g_00007
OG0001515	Syao.g_00626	Prbc.g_01774
OG0001517	Syao.g_01876	Prbc.g_01247
OG0001518	Syao.g_02365	Prbc.g_01003
OG0001519	Syao.g_02371	Prbc.g_01008
OG0001522	Syao.g_00568	Prbc.g_01892
OG0001526	Syao.g_02559	Prbc.g_02000
OG0001528	Syao.g_02176	Prbc.g_00186
OG0001529	Syao.g_02222	Prbc.g_01119
OG0001530	Syao.g_02591	Prbc.g_00462
OG0001532	Syao.g_00226	Prbc.g_01415
OG0001534	Syao.g_00467	Prbc.g_02096
OG0001535	Syao.g_00448	Prbc.g_02084
OG0001536	Syao.g_00679	Prbc.g_02032
OG0001537	Syao.g_00977	Prbc.g_01990
OG0001538	Syao.g_00761	Prbc.g_01863
OG0001539	Syao.g_00956	Prbc.g_01968
OG0001540	Syao.g_02543	Prbc.g_00440
OG0001541	Syao.g_02518	Prbc.g_00392
OG0001542	Syao.g_02527	Prbc.g_00386
OG0001543	Syao.g_02382	Prbc.g_01939
OG0001544	Syao.g_02370	Prbc.g_01007
OG0001545	Syao.g_02312	Prbc.g_01041
OG0001553	Syao.g_01510	Prbc.g_00706
OG0001557	Syao.g_00984	Prbc.g_01994
OG0001559	Syao.g_02590	Prbc.g_00463
OG0001560	Syao.g_02595	Prbc.g_00473
OG0001561	Syao.g_00454	Prbc.g_02089
OG0001562	Syao.g_00795	Prbc.g_02078
OG0001563	Syao.g_01841	Prbc.g_00285
OG0001566	Syao.g_01198	Prbc.g_01756
OG0001570	Syao.g_00286	Prbc.g_00639
OG0001572	Syao.g_00721	Prbc.g_00019, Prbc.g_00096
OG0001575	Syao.g_00843	Prbc.g_01645
OG0001576	Syao.g_01474	Prbc.g_00578
OG0001577	Syao.g_00128	Prbc.g_01451
OG0001578	Syao.g_02304	Prbc.g_00003
OG0001579	Syao.g_01907	Prbc.g_01222
OG0001584	Syao.g_00746	Prbc.g_01848
OG0001589	Syao.g_01639, Syao.g_01640	Prbc.g_00875
OG0001591	Syao.g_00950	Prbc.g_01751
OG0001605	Syao.g_01284	Prbc.g_02144
OG0001613	Syao.g_01854	Prbc.g_00250
OG0001623	Syao.g_01889, Syao.g_00405	Prbc.g_01226
OG0001634	Syao.g_00945	Prbc.g_01747
OG0001635	Syao.g_02183	Prbc.g_01559
OG0001642	Syao.g_00233	Prbc.g_00597
OG0001644	Syao.g_00474	Prbc.g_01802
OG0001656	Syao.g_01908	Prbc.g_01221
OG0001659	Syao.g_00020	Prbc.g_01419
OG0001673	Syao.g_02713	Prbc.g_00338
OG0001676	Syao.g_01895	Prbc.g_01223
OG0001691	Syao.g_00729	Prbc.g_02099
OG0001692	Syao.g_01508	Prbc.g_00704
OG0001694	Syao.g_02061	Prbc.g_01174
OG0001695	Syao.g_02308	Prbc.g_01024
OG0001703	Syao.g_00034	Prbc.g_01537
OG0001715	Syao.g_00278	Prbc.g_00154
OG0001738	Syao.g_02011	Prbc.g_01212
OG0001739	Syao.g_02306	Prbc.g_01023
OG0001740	Syao.g_02310	Prbc.g_01026
OG0001769	Syao.g_00916	Prbc.g_01372
OG0001775	Syao.g_00655	Prbc.g_00520
OG0001816	Syao.g_00952	Prbc.g_01965
OG0001915	Syao.g_02195	Prbc.g_01058
OG0001917	Syao.g_00449	Prbc.g_02085
OG0001923	Syao.g_01982, Syao.g_02124	Prbc.g_00515
OG0001954	Syao.g_00921	Prbc.g_00145
OG0001955	Syao.g_00609	Prbc.g_00547
OG0001956	Syao.g_01376	Prbc.g_01918
OG0001974	Syao.g_00320	Prbc.g_00534
OG0001990	Syao.g_02311	Prbc.g_00535
OG0002018	Syao.g_02309	Prbc.g_01025
OG0002020	Syao.g_02320	Prbc.g_01028
OG0002021	Syao.g_02322	Prbc.g_01030
OG0002022	Syao.g_02323	Prbc.g_01031
OG0002023	Syao.g_02324	Prbc.g_01032
OG0002024	Syao.g_02317	Prbc.g_01034
OG0002054	Syao.g_02318	Prbc.g_01035
OG0002055	Syao.g_02315	Prbc.g_01040
OG0002131	Syao.g_02321	Prbc.g_01029
OG0002132	Syao.g_02314	Prbc.g_01033
OG0002133	Syao.g_02316	Prbc.g_01039
OG0002178	Syao.g_02313	Prbc.g_01038
OG0002229	Syao.g_02126	Prbc.g_00191
OG0002347	Syao.g_01659	Prbc.g_00859
OG0002506	Syao.g_00332	Prbc.g_00179, Prbc.g_01950
OG0002591	Syao.g_01806	Prbc.g_00906
OG0002629	Syao.g_01267	Prbc.g_00024
OG0003089	Syao.g_01856	Prbc.g_00252, Prbc.g_01232
OG0003797	Syao.g_01264	Prbc.g_00140
OG0003819	Syao.g_02319	Prbc.g_01027
