Orthogroup	Syao	Prar
OG0001190	Syao.g_02436	Prar.g_00697
OG0001191	Syao.g_02449	Prar.g_00707
OG0001192	Syao.g_02367	Prar.g_00074
OG0001193	Syao.g_02284	Prar.g_00064
OG0001194	Syao.g_02285	Prar.g_00063
OG0001195	Syao.g_02286	Prar.g_00062
OG0001196	Syao.g_02341	Prar.g_00049
OG0001197	Syao.g_02343	Prar.g_00048
OG0001198	Syao.g_02158	Prar.g_00041
OG0001199	Syao.g_02623	Prar.g_00254
OG0001200	Syao.g_02625	Prar.g_00252
OG0001201	Syao.g_02601	Prar.g_00220
OG0001202	Syao.g_02461	Prar.g_00128
OG0001203	Syao.g_00296, Syao.g_01705	Prar.g_00089
OG0001204	Syao.g_02117	Prar.g_00084
OG0001205	Syao.g_01620	Prar.g_00493
OG0001206	Syao.g_02701, Syao.g_02702	Prar.g_00511
OG0001207	Syao.g_00035	Prar.g_00527
OG0001208	Syao.g_00026	Prar.g_00532
OG0001209	Syao.g_01415	Prar.g_01365
OG0001210	Syao.g_00882	Prar.g_01370
OG0001211	Syao.g_00861	Prar.g_01380
OG0001212	Syao.g_01001	Prar.g_01426
OG0001213	Syao.g_01322	Prar.g_01459
OG0001214	Syao.g_00896	Prar.g_01467
OG0001215	Syao.g_00700	Prar.g_01520
OG0001216	Syao.g_00492	Prar.g_01601
OG0001219	Syao.g_00651	Prar.g_01672
OG0001220	Syao.g_00393	Prar.g_01735
OG0001221	Syao.g_01657	Prar.g_01787
OG0001222	Syao.g_00687	Prar.g_01825
OG0001223	Syao.g_00820	Prar.g_01851
OG0001224	Syao.g_00427	Prar.g_01900
OG0001226	Syao.g_02633	Prar.g_01928
OG0001227	Syao.g_01047	Prar.g_01947
OG0001228	Syao.g_02256	Prar.g_01218
OG0001229	Syao.g_00220	Prar.g_00913
OG0001230	Syao.g_01503	Prar.g_00347
OG0001231	Syao.g_02254	Prar.g_00751
OG0001232	Syao.g_01664	Prar.g_01120
OG0001233	Syao.g_01643	Prar.g_00599
OG0001234	Syao.g_02035	Prar.g_01099
OG0001235	Syao.g_01863	Prar.g_01089
OG0001236	Syao.g_02261	Prar.g_00631
OG0001237	Syao.g_02265	Prar.g_00635
OG0001238	Syao.g_02451	Prar.g_00708
OG0001239	Syao.g_02620	Prar.g_00547
OG0001240	Syao.g_02669	Prar.g_00235
OG0001242	Syao.g_02576	Prar.g_00209
OG0001243	Syao.g_02584	Prar.g_00203
OG0001244	Syao.g_02477	Prar.g_00187
OG0001245	Syao.g_00362	Prar.g_00441
OG0001247	Syao.g_00390	Prar.g_01513
OG0001249	Syao.g_01882	Prar.g_01661
OG0001250	Syao.g_00556	Prar.g_01724
OG0001251	Syao.g_00641	Prar.g_01760
OG0001252	Syao.g_00507	Prar.g_01895
OG0001253	Syao.g_01220	Prar.g_01948
OG0001254	Syao.g_01426	Prar.g_01294
OG0001255	Syao.g_00920	Prar.g_01279
OG0001256	Syao.g_01572	Prar.g_00758
OG0001258	Syao.g_01561	Prar.g_01146
OG0001259	Syao.g_01645	Prar.g_00597
OG0001260	Syao.g_01623	Prar.g_00613
OG0001261	Syao.g_01814	Prar.g_01035
OG0001262	Syao.g_02213	Prar.g_00691
OG0001263	Syao.g_02541	Prar.g_00200
OG0001265	Syao.g_02574	Prar.g_00210
OG0001266	Syao.g_02465	Prar.g_00124
OG0001267	Syao.g_02063	Prar.g_00307
OG0001268	Syao.g_01871	Prar.g_00399
OG0001270	Syao.g_01733	Prar.g_00482
OG0001271	Syao.g_02685	Prar.g_00522
OG0001272	Syao.g_00120	Prar.g_00536
OG0001274	Syao.g_02401	Prar.g_01533
OG0001275	Syao.g_00806	Prar.g_01860
OG0001276	Syao.g_00450	Prar.g_01879
OG0001277	Syao.g_01334	Prar.g_01937
OG0001278	Syao.g_00265	Prar.g_01213
OG0001281	Syao.g_01454	Prar.g_00950
OG0001282	Syao.g_00037	Prar.g_00910
OG0001283	Syao.g_02335	Prar.g_00891
OG0001284	Syao.g_01587	Prar.g_00777
OG0001285	Syao.g_01010	Prar.g_01966
OG0001288	Syao.g_02187	Prar.g_00663
OG0001289	Syao.g_02649	Prar.g_00241
OG0001291	Syao.g_02551	Prar.g_00193
OG0001292	Syao.g_02111	Prar.g_00079
OG0001293	Syao.g_02091	Prar.g_00326
OG0001294	Syao.g_00948	Prar.g_00439
OG0001295	Syao.g_00878	Prar.g_00516
OG0001296	Syao.g_00163	Prar.g_01340
OG0001298	Syao.g_01043	Prar.g_01406
OG0001299	Syao.g_00942	Prar.g_01496
OG0001302	Syao.g_02711	Prar.g_01670
OG0001303	Syao.g_00649	Prar.g_01864
OG0001304	Syao.g_00466	Prar.g_01889
OG0001305	Syao.g_00382	Prar.g_01908
OG0001306	Syao.g_00141	Prar.g_01277
OG0001308	Syao.g_01500	Prar.g_00837
OG0001310	Syao.g_01681	Prar.g_01131
OG0001311	Syao.g_00452	Prar.g_01881
OG0001312	Syao.g_00635	Prar.g_01814
OG0001315	Syao.g_01853	Prar.g_00556
OG0001317	Syao.g_01701	Prar.g_00093
OG0001318	Syao.g_02099	Prar.g_00331
OG0001319	Syao.g_02075	Prar.g_00315
OG0001323	Syao.g_01392	Prar.g_01349
OG0001325	Syao.g_00487	Prar.g_01604
OG0001326	Syao.g_02293	Prar.g_01547
OG0001327	Syao.g_00953	Prar.g_01920
OG0001328	Syao.g_00198	Prar.g_01946
OG0001329	Syao.g_00876	Prar.g_01302
OG0001330	Syao.g_01444	Prar.g_00977
OG0001331	Syao.g_00042	Prar.g_00905
OG0001332	Syao.g_01244	Prar.g_00804
OG0001333	Syao.g_01649	Prar.g_01958
OG0001335	Syao.g_01913	Prar.g_00622
OG0001336	Syao.g_02336	Prar.g_00052
OG0001340	Syao.g_01892	Prar.g_00259
OG0001341	Syao.g_00602	Prar.g_01636
OG0001343	Syao.g_01235	Prar.g_01757
OG0001345	Syao.g_00179	Prar.g_01244
OG0001349	Syao.g_01074	Prar.g_00867
OG0001351	Syao.g_00060	Prar.g_00502
OG0001358	Syao.g_01343	Prar.g_01450
OG0001359	Syao.g_01234	Prar.g_01758
OG0001360	Syao.g_00177	Prar.g_01949
OG0001361	Syao.g_00182	Prar.g_01247
OG0001364	Syao.g_01969	Prar.g_00624
OG0001365	Syao.g_02441	Prar.g_00701
OG0001369	Syao.g_02668	Prar.g_00236
OG0001371	Syao.g_02638	Prar.g_01509
OG0001372	Syao.g_00368	Prar.g_01644
OG0001373	Syao.g_02291, Syao.g_02292	Prar.g_01548
OG0001374	Syao.g_02300	Prar.g_01540
OG0001375	Syao.g_01236	Prar.g_01756
OG0001376	Syao.g_00617	Prar.g_01914
OG0001377	Syao.g_00618	Prar.g_01915
OG0001378	Syao.g_01732	Prar.g_01325
OG0001380	Syao.g_00360	Prar.g_00923
OG0001382	Syao.g_00766	Prar.g_00738
OG0001385	Syao.g_02288	Prar.g_01551
OG0001386	Syao.g_02289	Prar.g_01550
OG0001387	Syao.g_02290	Prar.g_01549
OG0001388	Syao.g_02294	Prar.g_01546
OG0001389	Syao.g_02295	Prar.g_01545
OG0001390	Syao.g_02296	Prar.g_01544
OG0001391	Syao.g_02297	Prar.g_01543
OG0001392	Syao.g_02298	Prar.g_01542
OG0001393	Syao.g_02299	Prar.g_01541
OG0001395	Syao.g_00470	Prar.g_01891
OG0001399	Syao.g_01861	Prar.g_01097
OG0001403	Syao.g_02235	Prar.g_00008
OG0001405	Syao.g_01911	Prar.g_00261
OG0001406	Syao.g_00616	Prar.g_01913
OG0001407	Syao.g_00519	Prar.g_01926
OG0001408	Syao.g_01384	Prar.g_01932, Prar.g_01931
OG0001411	Syao.g_01079, Syao.g_02007	Prar.g_00869
OG0001415	Syao.g_00999	Prar.g_00096
OG0001416	Syao.g_01223	Prar.g_00507
OG0001417	Syao.g_00657	Prar.g_00518, Prar.g_00519
OG0001418	Syao.g_00212	Prar.g_01514
OG0001419	Syao.g_00520	Prar.g_01927
OG0001420	Syao.g_01403	Prar.g_01316
OG0001422	Syao.g_00284	Prar.g_00734
OG0001423	Syao.g_00722	Prar.g_01560
OG0001429	Syao.g_00648	Prar.g_01673
OG0001432	Syao.g_01219	Prar.g_00764
OG0001433	Syao.g_00300	Prar.g_01180
OG0001435	Syao.g_00961	Prar.g_01772
OG0001437	Syao.g_00998	Prar.g_00097
OG0001438	Syao.g_02049	Prar.g_00294
OG0001439	Syao.g_02026	Prar.g_00280
OG0001441	Syao.g_01394	Prar.g_01351
OG0001442	Syao.g_00738	Prar.g_01629
OG0001447	Syao.g_02585	Prar.g_00202
OG0001452	Syao.g_02104	Prar.g_01762
OG0001453	Syao.g_00814	Prar.g_01854
OG0001454	Syao.g_01295	Prar.g_01942
OG0001456	Syao.g_00708	Prar.g_01286
OG0001457	Syao.g_00709	Prar.g_01285
OG0001458	Syao.g_00710	Prar.g_01284
OG0001459	Syao.g_00583	Prar.g_00996
OG0001462	Syao.g_02228	Prar.g_00003
OG0001467	Syao.g_01225	Prar.g_01662
OG0001468	Syao.g_00604	Prar.g_01918
OG0001471	Syao.g_02031	Prar.g_00762
OG0001473	Syao.g_00621	Prar.g_00671
OG0001474	Syao.g_01870	Prar.g_00400
OG0001475	Syao.g_02177	Prar.g_00887
OG0001479	Syao.g_01873	Prar.g_00397
OG0001486	Syao.g_00125	Prar.g_01265
OG0001492	Syao.g_00268	Prar.g_01216
OG0001493	Syao.g_00260	Prar.g_01208
OG0001502	Syao.g_00526	Prar.g_01657
OG0001507	Syao.g_00874	Prar.g_00714
OG0001508	Syao.g_02174	Prar.g_00890
OG0001520	Syao.g_01044	Prar.g_00454, Prar.g_00455
OG0001522	Syao.g_00568	Prar.g_01716
OG0001526	Syao.g_02559	Prar.g_01116
OG0001528	Syao.g_02176	Prar.g_00888
OG0001546	Syao.g_01397	Prar.g_01354
OG0001553	Syao.g_01510	Prar.g_00342
OG0001554	Syao.g_00323	Prar.g_00756
OG0001566	Syao.g_01198	Prar.g_01506
OG0001572	Syao.g_00721	Prar.g_01192
OG0001584	Syao.g_00746	Prar.g_01806
OG0001587	Syao.g_01693	Prar.g_01118
OG0001588	Syao.g_01998	Prar.g_00363
OG0001605	Syao.g_01284	Prar.g_01872
OG0001613	Syao.g_01854	Prar.g_00616
OG0001625	Syao.g_02097	Prar.g_00329
OG0001627	Syao.g_01698	Prar.g_01643
OG0001647	Syao.g_02073	Prar.g_00314
OG0001701	Syao.g_02561	Prar.g_01115
OG0001712	Syao.g_00712	Prar.g_00472
OG0001775	Syao.g_00655	Prar.g_01929
OG0001924	Syao.g_01347	Prar.g_01574
OG0001925	Syao.g_01348	Prar.g_01573
OG0001926	Syao.g_01349	Prar.g_01572
OG0001927	Syao.g_01350	Prar.g_01571
OG0001993	Syao.g_01345	Prar.g_01576
OG0001994	Syao.g_01346	Prar.g_01575
OG0002111	Syao.g_00600	Prar.g_01421
OG0002156	Syao.g_01358	Prar.g_00583, Prar.g_00582
OG0002364	Syao.g_00647	Prar.g_01674
OG0002628	Syao.g_01958	Prar.g_01538
OG0002896	Syao.g_01170	Prar.g_00878
OG0003027	Syao.g_01992	Prar.g_00848
