Orthogroup	Syao	Prac
OG0001190	Syao.g_02436	Prac.g_00085
OG0001191	Syao.g_02449	Prac.g_00095
OG0001192	Syao.g_02367	Prac.g_00099
OG0001193	Syao.g_02284	Prac.g_00109
OG0001194	Syao.g_02285	Prac.g_00110
OG0001195	Syao.g_02286	Prac.g_00111
OG0001196	Syao.g_02341	Prac.g_00124
OG0001197	Syao.g_02343	Prac.g_00125
OG0001198	Syao.g_02158	Prac.g_01950
OG0001199	Syao.g_02623	Prac.g_01857
OG0001200	Syao.g_02625	Prac.g_01855
OG0001201	Syao.g_02601	Prac.g_01823
OG0001202	Syao.g_02461	Prac.g_01731
OG0001203	Syao.g_00296, Syao.g_01705	Prac.g_01692
OG0001204	Syao.g_02117	Prac.g_01687
OG0001205	Syao.g_01620	Prac.g_01102
OG0001206	Syao.g_02701, Syao.g_02702	Prac.g_01083
OG0001207	Syao.g_00035	Prac.g_01067
OG0001208	Syao.g_00026	Prac.g_01062
OG0001209	Syao.g_01415	Prac.g_00837
OG0001210	Syao.g_00882	Prac.g_00832
OG0001211	Syao.g_00861	Prac.g_00822
OG0001212	Syao.g_01001	Prac.g_00776
OG0001213	Syao.g_01322	Prac.g_00742
OG0001214	Syao.g_00896	Prac.g_00734
OG0001215	Syao.g_00700	Prac.g_00681
OG0001216	Syao.g_00492	Prac.g_01558
OG0001219	Syao.g_00651	Prac.g_01487
OG0001220	Syao.g_00393	Prac.g_01424
OG0001221	Syao.g_01657	Prac.g_01373
OG0001222	Syao.g_00687	Prac.g_01335
OG0001223	Syao.g_00820	Prac.g_01309
OG0001224	Syao.g_00427	Prac.g_01260
OG0001226	Syao.g_02633	Prac.g_01232
OG0001227	Syao.g_01047	Prac.g_01213
OG0001228	Syao.g_02256	Prac.g_00940
OG0001229	Syao.g_00220	Prac.g_00215
OG0001230	Syao.g_01503	Prac.g_00419
OG0001231	Syao.g_02254	Prac.g_00315
OG0001232	Syao.g_01664	Prac.g_00602
OG0001233	Syao.g_01643	Prac.g_00582
OG0001234	Syao.g_02035	Prac.g_00491
OG0001235	Syao.g_01863	Prac.g_00501
OG0001236	Syao.g_02261	Prac.g_00019
OG0001237	Syao.g_02265	Prac.g_00023
OG0001238	Syao.g_02451	Prac.g_00096
OG0001239	Syao.g_02620	Prac.g_01860
OG0001240	Syao.g_02669	Prac.g_01838
OG0001242	Syao.g_02576	Prac.g_01812
OG0001243	Syao.g_02584	Prac.g_01806
OG0001244	Syao.g_02477	Prac.g_01790
OG0001245	Syao.g_00362	Prac.g_01153
OG0001247	Syao.g_00390	Prac.g_00688
OG0001249	Syao.g_01882	Prac.g_01498
OG0001250	Syao.g_00556	Prac.g_01435
OG0001251	Syao.g_00641	Prac.g_01400
OG0001252	Syao.g_00507	Prac.g_01265
OG0001253	Syao.g_01220	Prac.g_01212
OG0001254	Syao.g_01426	Prac.g_01016
OG0001255	Syao.g_00920	Prac.g_01001
OG0001256	Syao.g_01572	Prac.g_00322
OG0001258	Syao.g_01561	Prac.g_00628
OG0001259	Syao.g_01645	Prac.g_00584
OG0001260	Syao.g_01623	Prac.g_00568
OG0001261	Syao.g_01814	Prac.g_00540
OG0001262	Syao.g_02213	Prac.g_00079
OG0001263	Syao.g_02541	Prac.g_01803
OG0001265	Syao.g_02574	Prac.g_01813
OG0001266	Syao.g_02465	Prac.g_01727
OG0001267	Syao.g_02063	Prac.g_01651
OG0001268	Syao.g_01871	Prac.g_01195
OG0001270	Syao.g_01733	Prac.g_01113
OG0001271	Syao.g_02685	Prac.g_01072
OG0001272	Syao.g_00120	Prac.g_01058
OG0001274	Syao.g_02401	Prac.g_00668
OG0001275	Syao.g_00806	Prac.g_01300
OG0001276	Syao.g_00450	Prac.g_01281
OG0001277	Syao.g_01334	Prac.g_01223
OG0001278	Syao.g_00265	Prac.g_00935
OG0001281	Syao.g_01454	Prac.g_00180
OG0001282	Syao.g_00037	Prac.g_00218
OG0001283	Syao.g_02335	Prac.g_00237
OG0001284	Syao.g_01587	Prac.g_00341
OG0001285	Syao.g_01010	Prac.g_00599
OG0001288	Syao.g_02187	Prac.g_00051
OG0001289	Syao.g_02649	Prac.g_01844
OG0001291	Syao.g_02551	Prac.g_01796
OG0001292	Syao.g_02111	Prac.g_01682
OG0001293	Syao.g_02091	Prac.g_01670
OG0001294	Syao.g_00948	Prac.g_01155
OG0001295	Syao.g_00878	Prac.g_01078
OG0001296	Syao.g_00163	Prac.g_00862
OG0001298	Syao.g_01043	Prac.g_00796
OG0001299	Syao.g_00942	Prac.g_00705
OG0001302	Syao.g_02711	Prac.g_01489
OG0001303	Syao.g_00649	Prac.g_01296
OG0001304	Syao.g_00466	Prac.g_01271
OG0001305	Syao.g_00382	Prac.g_01252
OG0001306	Syao.g_00141	Prac.g_00999
OG0001308	Syao.g_01500	Prac.g_00401
OG0001310	Syao.g_01681	Prac.g_00613
OG0001311	Syao.g_00452	Prac.g_01279
OG0001312	Syao.g_00635	Prac.g_01346
OG0001315	Syao.g_01853	Prac.g_01869
OG0001317	Syao.g_01701	Prac.g_01696
OG0001318	Syao.g_02099	Prac.g_01675
OG0001319	Syao.g_02075	Prac.g_01659
OG0001323	Syao.g_01392	Prac.g_00853
OG0001325	Syao.g_00487	Prac.g_01555
OG0001326	Syao.g_02293	Prac.g_00647
OG0001327	Syao.g_00953	Prac.g_01240
OG0001328	Syao.g_00198	Prac.g_01214
OG0001329	Syao.g_00876	Prac.g_01024
OG0001330	Syao.g_01444	Prac.g_00153
OG0001331	Syao.g_00042	Prac.g_00223
OG0001332	Syao.g_01244	Prac.g_00368
OG0001333	Syao.g_01649	Prac.g_00588
OG0001335	Syao.g_01913	Prac.g_00010
OG0001336	Syao.g_02336	Prac.g_00121
OG0001340	Syao.g_01892	Prac.g_01603
OG0001341	Syao.g_00602	Prac.g_01523
OG0001343	Syao.g_01235	Prac.g_01403
OG0001345	Syao.g_00179	Prac.g_00966
OG0001349	Syao.g_01074	Prac.g_00261
OG0001351	Syao.g_00060	Prac.g_01093
OG0001358	Syao.g_01343	Prac.g_00751
OG0001359	Syao.g_01234	Prac.g_01402
OG0001360	Syao.g_00177	Prac.g_01211
OG0001361	Syao.g_00182	Prac.g_00969
OG0001364	Syao.g_01969	Prac.g_00012
OG0001365	Syao.g_02441	Prac.g_00089
OG0001369	Syao.g_02668	Prac.g_01839
OG0001371	Syao.g_02638	Prac.g_00692
OG0001372	Syao.g_00368	Prac.g_01515
OG0001373	Syao.g_02291, Syao.g_02292	Prac.g_00646
OG0001374	Syao.g_02300	Prac.g_00654
OG0001375	Syao.g_01236	Prac.g_01404
OG0001376	Syao.g_00617	Prac.g_01246
OG0001377	Syao.g_00618	Prac.g_01245
OG0001378	Syao.g_01732	Prac.g_01047
OG0001380	Syao.g_00360	Prac.g_00205
OG0001382	Syao.g_00766	Prac.g_00302
OG0001385	Syao.g_02288	Prac.g_00643
OG0001386	Syao.g_02289	Prac.g_00644
OG0001387	Syao.g_02290	Prac.g_00645
OG0001388	Syao.g_02294	Prac.g_00648
OG0001389	Syao.g_02295	Prac.g_00649
OG0001390	Syao.g_02296	Prac.g_00650
OG0001391	Syao.g_02297	Prac.g_00651
OG0001392	Syao.g_02298	Prac.g_00652
OG0001393	Syao.g_02299	Prac.g_00653
OG0001395	Syao.g_00470	Prac.g_01269
OG0001399	Syao.g_01861	Prac.g_00493
OG0001403	Syao.g_02235	Prac.g_01917
OG0001405	Syao.g_01911	Prac.g_01605
OG0001406	Syao.g_00616	Prac.g_01247
OG0001407	Syao.g_00519	Prac.g_01234
OG0001408	Syao.g_01384	Prac.g_01228, Prac.g_01229
OG0001411	Syao.g_01079, Syao.g_02007	Prac.g_00259
OG0001415	Syao.g_00999	Prac.g_01699
OG0001416	Syao.g_01223	Prac.g_01088, Prac.g_01087
OG0001417	Syao.g_00657	Prac.g_01076, Prac.g_01075
OG0001418	Syao.g_00212	Prac.g_00687
OG0001419	Syao.g_00520	Prac.g_01233
OG0001420	Syao.g_01403	Prac.g_01038
OG0001422	Syao.g_00284	Prac.g_00297
OG0001423	Syao.g_00722	Prac.g_00634
OG0001429	Syao.g_00648	Prac.g_01486
OG0001432	Syao.g_01219	Prac.g_00328
OG0001433	Syao.g_00300	Prac.g_00899
OG0001435	Syao.g_00961	Prac.g_01388
OG0001437	Syao.g_00998	Prac.g_01700
OG0001438	Syao.g_02049	Prac.g_01638
OG0001439	Syao.g_02026	Prac.g_01624
OG0001441	Syao.g_01394	Prac.g_00851
OG0001442	Syao.g_00738	Prac.g_01530
OG0001447	Syao.g_02585	Prac.g_01805
OG0001452	Syao.g_02104	Prac.g_01398
OG0001453	Syao.g_00814	Prac.g_01306
OG0001454	Syao.g_01295	Prac.g_01218
OG0001456	Syao.g_00708	Prac.g_01008
OG0001457	Syao.g_00709	Prac.g_01007
OG0001458	Syao.g_00710	Prac.g_01006
OG0001459	Syao.g_00583	Prac.g_00134
OG0001462	Syao.g_02228	Prac.g_01912
OG0001467	Syao.g_01225	Prac.g_01497
OG0001468	Syao.g_00604	Prac.g_01242
OG0001471	Syao.g_02031	Prac.g_00326
OG0001473	Syao.g_00621	Prac.g_00059
OG0001474	Syao.g_01870	Prac.g_01194
OG0001475	Syao.g_02177	Prac.g_00241
OG0001479	Syao.g_01873	Prac.g_01197
OG0001486	Syao.g_00125	Prac.g_00987
OG0001492	Syao.g_00268	Prac.g_00938
OG0001493	Syao.g_00260	Prac.g_00930
OG0001502	Syao.g_00526	Prac.g_01502
OG0001507	Syao.g_00874	Prac.g_00278
OG0001508	Syao.g_02174	Prac.g_00238
OG0001520	Syao.g_01044	Prac.g_01141, Prac.g_01140
OG0001522	Syao.g_00568	Prac.g_01443
OG0001526	Syao.g_02559	Prac.g_00474
OG0001528	Syao.g_02176	Prac.g_00240
OG0001546	Syao.g_01397	Prac.g_00848
OG0001553	Syao.g_01510	Prac.g_00414
OG0001554	Syao.g_00323	Prac.g_00320
OG0001566	Syao.g_01198	Prac.g_00695
OG0001572	Syao.g_00721	Prac.g_00911
OG0001584	Syao.g_00746	Prac.g_01354
OG0001587	Syao.g_01693	Prac.g_00472
OG0001588	Syao.g_01998	Prac.g_00435
OG0001605	Syao.g_01284	Prac.g_01288
OG0001613	Syao.g_01854	Prac.g_00004
OG0001625	Syao.g_02097	Prac.g_01673
OG0001627	Syao.g_01698	Prac.g_01516
OG0001647	Syao.g_02073	Prac.g_01658
OG0001701	Syao.g_02561	Prac.g_00475
OG0001712	Syao.g_00712	Prac.g_01123
OG0001775	Syao.g_00655	Prac.g_01231
OG0001924	Syao.g_01347	Prac.g_01585
OG0001925	Syao.g_01348	Prac.g_01586
OG0001926	Syao.g_01349	Prac.g_01587
OG0001927	Syao.g_01350	Prac.g_01588
OG0001993	Syao.g_01345	Prac.g_01583
OG0001994	Syao.g_01346	Prac.g_01584
OG0002111	Syao.g_00600	Prac.g_00781
OG0002156	Syao.g_01358	Prac.g_01895, Prac.g_01894
OG0002364	Syao.g_00647	Prac.g_01485
OG0002559	Syao.g_01196	Prac.g_00916
OG0002628	Syao.g_01958	Prac.g_00663
OG0002896	Syao.g_01170	Prac.g_00250
OG0003027	Syao.g_01992	Prac.g_00465
