Orthogroup	Syao	Prbi
OG0001138	Syao.g_00227	Prbi.g_01233
OG0001139	Syao.g_00225	Prbi.g_01234
OG0001140	Syao.g_00224	Prbi.g_01235
OG0001141	Syao.g_00254	Prbi.g_01236
OG0001142	Syao.g_00253	Prbi.g_01237
OG0001143	Syao.g_00243	Prbi.g_01244
OG0001144	Syao.g_00276	Prbi.g_01249
OG0001145	Syao.g_01446	Prbi.g_01383
OG0001146	Syao.g_01455	Prbi.g_01395
OG0001147	Syao.g_00095	Prbi.g_01425
OG0001148	Syao.g_00038	Prbi.g_01441
OG0001149	Syao.g_00039	Prbi.g_01442
OG0001150	Syao.g_00040	Prbi.g_01443
OG0001151	Syao.g_02706	Prbi.g_01454
OG0001152	Syao.g_02707	Prbi.g_01455
OG0001153	Syao.g_00083	Prbi.g_01622
OG0001154	Syao.g_00084	Prbi.g_01623
OG0001155	Syao.g_01747	Prbi.g_01635
OG0001156	Syao.g_01744	Prbi.g_01638
OG0001157	Syao.g_01743	Prbi.g_01639
OG0001158	Syao.g_01742	Prbi.g_01640
OG0001159	Syao.g_01741	Prbi.g_01641
OG0001160	Syao.g_01579	Prbi.g_01665
OG0001161	Syao.g_02373	Prbi.g_01678
OG0001162	Syao.g_02650	Prbi.g_01689
OG0001163	Syao.g_01571	Prbi.g_01779
OG0001164	Syao.g_01564	Prbi.g_01783
OG0001166	Syao.g_01673	Prbi.g_01806
OG0001167	Syao.g_01006	Prbi.g_01823
OG0001168	Syao.g_01648	Prbi.g_01825
OG0001169	Syao.g_01646	Prbi.g_01827
OG0001170	Syao.g_01644	Prbi.g_01829
OG0001171	Syao.g_01632	Prbi.g_01838
OG0001172	Syao.g_01914	Prbi.g_01851
OG0001173	Syao.g_01915	Prbi.g_01852
OG0001174	Syao.g_01923	Prbi.g_01860
OG0001175	Syao.g_01924	Prbi.g_01861
OG0001176	Syao.g_01799	Prbi.g_01869
OG0001177	Syao.g_01802	Prbi.g_01872
OG0001178	Syao.g_01541	Prbi.g_01877
OG0001179	Syao.g_01768	Prbi.g_01922
OG0001180	Syao.g_01833	Prbi.g_01944
OG0001181	Syao.g_01829	Prbi.g_01948
OG0001182	Syao.g_01820	Prbi.g_01955
OG0001183	Syao.g_01851	Prbi.g_01959
OG0001184	Syao.g_02264	Prbi.g_01975
OG0001185	Syao.g_02147	Prbi.g_01989
OG0001186	Syao.g_02173	Prbi.g_02012
OG0001187	Syao.g_02171	Prbi.g_02028
OG0001188	Syao.g_02169	Prbi.g_02031
OG0001189	Syao.g_02215	Prbi.g_02048
OG0001190	Syao.g_02436	Prbi.g_02052
OG0001191	Syao.g_02449	Prbi.g_02062
OG0001192	Syao.g_02367	Prbi.g_02067
OG0001193	Syao.g_02284	Prbi.g_02077
OG0001194	Syao.g_02285	Prbi.g_02078
OG0001195	Syao.g_02286	Prbi.g_02079
OG0001196	Syao.g_02341	Prbi.g_02092
OG0001197	Syao.g_02343	Prbi.g_02093
OG0001198	Syao.g_02158	Prbi.g_02100
OG0001199	Syao.g_02623	Prbi.g_00081
OG0001200	Syao.g_02625	Prbi.g_00083
OG0001201	Syao.g_02601	Prbi.g_00115
OG0001202	Syao.g_02461	Prbi.g_00223
OG0001203	Syao.g_00296, Syao.g_01705	Prbi.g_00262
OG0001204	Syao.g_02117	Prbi.g_00267
OG0001205	Syao.g_01620	Prbi.g_00446
OG0001206	Syao.g_02701, Syao.g_02702	Prbi.g_00464
OG0001207	Syao.g_00035	Prbi.g_00480
OG0001208	Syao.g_00026	Prbi.g_00485
OG0001209	Syao.g_01415	Prbi.g_00538
OG0001210	Syao.g_00882	Prbi.g_00543
OG0001211	Syao.g_00861	Prbi.g_00553
OG0001212	Syao.g_01001	Prbi.g_00598
OG0001213	Syao.g_01322	Prbi.g_00631
OG0001214	Syao.g_00896	Prbi.g_00640
OG0001215	Syao.g_00700	Prbi.g_00693
OG0001216	Syao.g_00492	Prbi.g_00747
OG0001218	Syao.g_00092	Prbi.g_00800
OG0001219	Syao.g_00651	Prbi.g_00835
OG0001220	Syao.g_00393	Prbi.g_00899
OG0001221	Syao.g_01657	Prbi.g_00962
OG0001222	Syao.g_00687	Prbi.g_01001
OG0001223	Syao.g_00820	Prbi.g_01027
OG0001224	Syao.g_00427	Prbi.g_01082
OG0001226	Syao.g_02633	Prbi.g_01111
OG0001227	Syao.g_01047	Prbi.g_01130
OG0001228	Syao.g_02256	Prbi.g_01252
OG0001229	Syao.g_00220	Prbi.g_01437
OG0001230	Syao.g_01503	Prbi.g_01581
OG0001231	Syao.g_02254	Prbi.g_01687
OG0001232	Syao.g_01664	Prbi.g_01810
OG0001233	Syao.g_01643	Prbi.g_01830
OG0001234	Syao.g_02035	Prbi.g_01864
OG0001235	Syao.g_01863	Prbi.g_01874
OG0001236	Syao.g_02261	Prbi.g_01972
OG0001237	Syao.g_02265	Prbi.g_01976
OG0001238	Syao.g_02451	Prbi.g_02063
OG0001239	Syao.g_02620	Prbi.g_00078
OG0001240	Syao.g_02669	Prbi.g_00100
OG0001242	Syao.g_02576	Prbi.g_00127
OG0001243	Syao.g_02584	Prbi.g_00133
OG0001244	Syao.g_02477	Prbi.g_00149
OG0001245	Syao.g_00362	Prbi.g_00404
OG0001247	Syao.g_00390	Prbi.g_00686
OG0001249	Syao.g_01882	Prbi.g_00825
OG0001250	Syao.g_00556	Prbi.g_00888
OG0001251	Syao.g_00641	Prbi.g_00935
OG0001252	Syao.g_00507	Prbi.g_01077
OG0001253	Syao.g_01220	Prbi.g_01131
OG0001254	Syao.g_01426	Prbi.g_01176
OG0001255	Syao.g_00920	Prbi.g_01191
OG0001256	Syao.g_01572	Prbi.g_01680
OG0001258	Syao.g_01561	Prbi.g_01784
OG0001259	Syao.g_01645	Prbi.g_01828
OG0001260	Syao.g_01623	Prbi.g_01844
OG0001261	Syao.g_01814	Prbi.g_01930
OG0001262	Syao.g_02213	Prbi.g_02046
OG0001263	Syao.g_02541	Prbi.g_00136
OG0001265	Syao.g_02574	Prbi.g_00126
OG0001266	Syao.g_02465	Prbi.g_00227
OG0001267	Syao.g_02063	Prbi.g_00304
OG0001268	Syao.g_01871	Prbi.g_00363
OG0001270	Syao.g_01733	Prbi.g_00435
OG0001271	Syao.g_02685	Prbi.g_00475
OG0001272	Syao.g_00120	Prbi.g_00489
OG0001274	Syao.g_02401	Prbi.g_00707
OG0001275	Syao.g_00806	Prbi.g_01037
OG0001276	Syao.g_00450	Prbi.g_01061
OG0001277	Syao.g_01334	Prbi.g_01119
OG0001278	Syao.g_00265	Prbi.g_01257
OG0001279	Syao.g_01528	Prbi.g_01332
OG0001281	Syao.g_01454	Prbi.g_01396
OG0001282	Syao.g_00037	Prbi.g_01440
OG0001283	Syao.g_02335	Prbi.g_01459
OG0001284	Syao.g_01587	Prbi.g_01660
OG0001285	Syao.g_01010	Prbi.g_01813
OG0001286	Syao.g_01835	Prbi.g_01942
OG0001288	Syao.g_02187	Prbi.g_02005
OG0001289	Syao.g_02649	Prbi.g_00094
OG0001291	Syao.g_02551	Prbi.g_00143
OG0001292	Syao.g_02111	Prbi.g_00272
OG0001293	Syao.g_02091	Prbi.g_00285
OG0001294	Syao.g_00948	Prbi.g_00402
OG0001295	Syao.g_00878	Prbi.g_00469
OG0001296	Syao.g_00163	Prbi.g_00512
OG0001297	Syao.g_00159	Prbi.g_00517
OG0001298	Syao.g_01043	Prbi.g_00579
OG0001299	Syao.g_00942	Prbi.g_00669
OG0001302	Syao.g_02711	Prbi.g_00834
OG0001303	Syao.g_00649	Prbi.g_01041
OG0001304	Syao.g_00466	Prbi.g_01071
OG0001305	Syao.g_00382	Prbi.g_01090
OG0001306	Syao.g_00141	Prbi.g_01193
OG0001308	Syao.g_01500	Prbi.g_01601
OG0001310	Syao.g_01681	Prbi.g_01799
OG0001311	Syao.g_00452	Prbi.g_01063
OG0001312	Syao.g_00635	Prbi.g_00990
OG0001314	Syao.g_01276	Prbi.g_00723, Prbi.g_00783
OG0001315	Syao.g_01853	Prbi.g_00068
OG0001317	Syao.g_01701	Prbi.g_00258
OG0001318	Syao.g_02099	Prbi.g_00280
OG0001319	Syao.g_02075	Prbi.g_00296
OG0001323	Syao.g_01392	Prbi.g_00522
OG0001325	Syao.g_00487	Prbi.g_00750
OG0001326	Syao.g_02293	Prbi.g_00923
OG0001327	Syao.g_00953	Prbi.g_01102
OG0001328	Syao.g_00198	Prbi.g_01129
OG0001329	Syao.g_00876	Prbi.g_01169
OG0001330	Syao.g_01444	Prbi.g_01362
OG0001331	Syao.g_00042	Prbi.g_01445
OG0001332	Syao.g_01244	Prbi.g_01633
OG0001333	Syao.g_01649	Prbi.g_01824
OG0001335	Syao.g_01913	Prbi.g_01963
OG0001336	Syao.g_02336	Prbi.g_02089
OG0001340	Syao.g_01892	Prbi.g_00352
OG0001341	Syao.g_00602	Prbi.g_00790
OG0001343	Syao.g_01235	Prbi.g_00932
OG0001345	Syao.g_00179	Prbi.g_01226
OG0001349	Syao.g_01074	Prbi.g_01590
OG0001351	Syao.g_00060	Prbi.g_00455
OG0001353	Syao.g_00439	Prbi.g_00879
OG0001354	Syao.g_00833	Prbi.g_01019
OG0001358	Syao.g_01343	Prbi.g_00622
OG0001359	Syao.g_01234	Prbi.g_00933
OG0001360	Syao.g_00177	Prbi.g_01132
OG0001361	Syao.g_00182	Prbi.g_01223
OG0001364	Syao.g_01969	Prbi.g_01965
OG0001365	Syao.g_02441	Prbi.g_02056
OG0001369	Syao.g_02668	Prbi.g_01522, Prbi.g_00099
OG0001371	Syao.g_02638	Prbi.g_00682
OG0001372	Syao.g_00368	Prbi.g_00799
OG0001373	Syao.g_02291, Syao.g_02292	Prbi.g_00922
OG0001374	Syao.g_02300	Prbi.g_00930
OG0001375	Syao.g_01236	Prbi.g_00931
OG0001376	Syao.g_00617	Prbi.g_01096
OG0001377	Syao.g_00618	Prbi.g_01097
OG0001378	Syao.g_01732	Prbi.g_01141
OG0001379	Syao.g_01441	Prbi.g_01385
OG0001380	Syao.g_00360	Prbi.g_01427
OG0001382	Syao.g_00766	Prbi.g_01699
OG0001385	Syao.g_02288	Prbi.g_00919
OG0001386	Syao.g_02289	Prbi.g_00920
OG0001387	Syao.g_02290	Prbi.g_00921
OG0001388	Syao.g_02294	Prbi.g_00924
OG0001389	Syao.g_02295	Prbi.g_00925
OG0001390	Syao.g_02296	Prbi.g_00926
OG0001391	Syao.g_02297	Prbi.g_00927
OG0001392	Syao.g_02298	Prbi.g_00928
OG0001393	Syao.g_02299	Prbi.g_00929
OG0001394	Syao.g_00983	Prbi.g_00966
OG0001395	Syao.g_00470	Prbi.g_01073
OG0001399	Syao.g_01861	Prbi.g_01866
OG0001402	Syao.g_01338	Prbi.g_00808
OG0001403	Syao.g_02235	Prbi.g_00030
OG0001405	Syao.g_01911	Prbi.g_00350
OG0001406	Syao.g_00616	Prbi.g_01095
OG0001407	Syao.g_00519	Prbi.g_01109
OG0001408	Syao.g_01384	Prbi.g_01114
OG0001411	Syao.g_01079, Syao.g_02007	Prbi.g_01491
OG0001415	Syao.g_00999	Prbi.g_00255
OG0001416	Syao.g_01223	Prbi.g_00460
OG0001417	Syao.g_00657	Prbi.g_00471
OG0001418	Syao.g_00212	Prbi.g_00687
OG0001419	Syao.g_00520	Prbi.g_01110
OG0001420	Syao.g_01403	Prbi.g_01150
OG0001422	Syao.g_00284	Prbi.g_01705
OG0001423	Syao.g_00722	Prbi.g_01567, Prbi.g_02024
OG0001425	Syao.g_02366	Prbi.g_02066
OG0001429	Syao.g_00648	Prbi.g_00836
OG0001432	Syao.g_01219	Prbi.g_01673
OG0001433	Syao.g_00300	Prbi.g_01302
OG0001435	Syao.g_00961	Prbi.g_00947
OG0001437	Syao.g_00998	Prbi.g_00254
OG0001438	Syao.g_02049	Prbi.g_00317
OG0001439	Syao.g_02026	Prbi.g_00331
OG0001441	Syao.g_01394	Prbi.g_00524
OG0001442	Syao.g_00738	Prbi.g_00781
OG0001447	Syao.g_02585	Prbi.g_00134
OG0001449	Syao.g_01691	Prbi.g_00421
OG0001452	Syao.g_02104	Prbi.g_00937
OG0001453	Syao.g_00814	Prbi.g_01031
OG0001454	Syao.g_01295	Prbi.g_01125
OG0001456	Syao.g_00708	Prbi.g_01184
OG0001457	Syao.g_00709	Prbi.g_01185
OG0001458	Syao.g_00710	Prbi.g_01186
OG0001459	Syao.g_00583	Prbi.g_01344
OG0001460	Syao.g_00299	Prbi.g_01303
OG0001461	Syao.g_00788	Prbi.g_01545
OG0001462	Syao.g_02228	Prbi.g_00034
OG0001467	Syao.g_01225	Prbi.g_00826
OG0001468	Syao.g_00604	Prbi.g_01100
OG0001471	Syao.g_02031	Prbi.g_01676
OG0001473	Syao.g_00621	Prbi.g_02013
OG0001474	Syao.g_01870	Prbi.g_00364
OG0001475	Syao.g_02177	Prbi.g_01472
OG0001479	Syao.g_01873	Prbi.g_00361
OG0001486	Syao.g_00125	Prbi.g_01205
OG0001492	Syao.g_00268	Prbi.g_01254
OG0001493	Syao.g_00260	Prbi.g_01262
OG0001495	Syao.g_01803	Prbi.g_01871
OG0001502	Syao.g_00526	Prbi.g_00817
OG0001505	Syao.g_01138	Prbi.g_01509
OG0001507	Syao.g_00874	Prbi.g_01739
OG0001508	Syao.g_02174	Prbi.g_01473
OG0001513	Syao.g_02457	Prbi.g_01761
OG0001520	Syao.g_01044	Prbi.g_00416
OG0001522	Syao.g_00568	Prbi.g_00880
OG0001526	Syao.g_02559	Prbi.g_01278
OG0001546	Syao.g_01397	Prbi.g_00527
OG0001547	Syao.g_00570	Prbi.g_00819
OG0001553	Syao.g_01510	Prbi.g_01586
OG0001554	Syao.g_00323	Prbi.g_01682
OG0001557	Syao.g_00984	Prbi.g_00967
OG0001564	Syao.g_00883	Prbi.g_01485
OG0001566	Syao.g_01198	Prbi.g_00679
OG0001567	Syao.g_00571	Prbi.g_00818
OG0001568	Syao.g_00569	Prbi.g_00820
OG0001570	Syao.g_00286	Prbi.g_01152
OG0001572	Syao.g_00721	Prbi.g_01326
OG0001584	Syao.g_00746	Prbi.g_00982
OG0001587	Syao.g_01693	Prbi.g_01846
OG0001590	Syao.g_00889	Prbi.g_01538
OG0001605	Syao.g_01284	Prbi.g_01054
OG0001613	Syao.g_01854	Prbi.g_01957
OG0001625	Syao.g_02097	Prbi.g_00282
OG0001627	Syao.g_01698	Prbi.g_00797
OG0001647	Syao.g_02073	Prbi.g_00297
OG0001695	Syao.g_02308	Prbi.g_01299, Prbi.g_01550
OG0001701	Syao.g_02561	Prbi.g_01279
OG0001740	Syao.g_02310	Prbi.g_01298, Prbi.g_01551
OG0001775	Syao.g_00655	Prbi.g_01112
OG0001782	Syao.g_01965	Prbi.g_00739
OG0002001	Syao.g_02352	Prbi.g_00771
OG0002020	Syao.g_02320	Prbi.g_01297, Prbi.g_01552
OG0002021	Syao.g_02322	Prbi.g_01295, Prbi.g_01554
OG0002022	Syao.g_02323	Prbi.g_01294, Prbi.g_01555
OG0002023	Syao.g_02324	Prbi.g_01293, Prbi.g_01556
OG0002024	Syao.g_02317	Prbi.g_01289, Prbi.g_01560
OG0002054	Syao.g_02318	Prbi.g_01288, Prbi.g_01561
OG0002055	Syao.g_02315	Prbi.g_01291, Prbi.g_01558
OG0002131	Syao.g_02321	Prbi.g_01296, Prbi.g_01553
OG0002132	Syao.g_02314	Prbi.g_01292, Prbi.g_01557
OG0002133	Syao.g_02316	Prbi.g_01290, Prbi.g_01559
OG0002178	Syao.g_02313	Prbi.g_01286, Prbi.g_01563
OG0002295	Syao.g_00719	Prbi.g_01533
OG0002364	Syao.g_00647	Prbi.g_00837
OG0002416	Syao.g_00367	Prbi.g_01269
OG0002486	Syao.g_01966	Prbi.g_00738
OG0002692	Syao.g_00365	Prbi.g_01722
OG0002722	Syao.g_01112, Syao.g_01111, Syao.g_01996, Syao.g_01986	Prbi.g_00742
OG0002778	Syao.g_01967	Prbi.g_00737
OG0002896	Syao.g_01170	Prbi.g_01468
OG0003086	Syao.g_00718	Prbi.g_00733, Prbi.g_01532
OG0005701	Syao.g_00720	Prbi.g_00156
