Orthogroup	Praa	Syad
OG0001167	Praa.g_01672	Syad.g_02486
OG0001168	Praa.g_01674	Syad.g_02488
OG0001169	Praa.g_01676	Syad.g_02490
OG0001170	Praa.g_01678	Syad.g_02492
OG0001171	Praa.g_01688	Syad.g_02503
OG0001172	Praa.g_01702	Syad.g_00594
OG0001173	Praa.g_01703	Syad.g_00595
OG0001174	Praa.g_01711	Syad.g_00603
OG0001175	Praa.g_01712	Syad.g_00604
OG0001176	Praa.g_01719	Syad.g_00644
OG0001177	Praa.g_01722	Syad.g_00641
OG0001178	Praa.g_01727	Syad.g_02629
OG0001179	Praa.g_01759	Syad.g_00675
OG0001180	Praa.g_01781	Syad.g_00700
OG0001181	Praa.g_01785	Syad.g_00704
OG0001182	Praa.g_01792	Syad.g_00712
OG0001183	Praa.g_01797	Syad.g_00717
OG0001184	Praa.g_01813	Syad.g_00378
OG0001185	Praa.g_01827	Syad.g_00354
OG0001186	Praa.g_01850	Syad.g_00247
OG0001187	Praa.g_01854	Syad.g_00245
OG0001188	Praa.g_01857	Syad.g_00238
OG0001189	Praa.g_01874	Syad.g_00217
OG0001190	Praa.g_01878	Syad.g_03034
OG0001192	Praa.g_01892	Syad.g_00013
OG0001193	Praa.g_01902	Syad.g_00072
OG0001194	Praa.g_01903	Syad.g_00075
OG0001195	Praa.g_01904	Syad.g_00076
OG0001196	Praa.g_01917	Syad.g_00144
OG0001197	Praa.g_01918	Syad.g_00146
OG0001198	Praa.g_01925	Syad.g_00159
OG0001199	Praa.g_00074	Syad.g_02735
OG0001200	Praa.g_00076	Syad.g_02737
OG0001201	Praa.g_00108	Syad.g_02802
OG0001202	Praa.g_00199	Syad.g_02945
OG0001203	Praa.g_00238	Syad.g_00821
OG0001204	Praa.g_00243	Syad.g_00577
OG0001205	Praa.g_00444	Syad.g_02440
OG0001206	Praa.g_00462	Syad.g_02385
OG0001207	Praa.g_00477	Syad.g_00893
OG0001208	Praa.g_00482	Syad.g_00906
OG0001209	Praa.g_00535	Syad.g_00980
OG0001210	Praa.g_00540	Syad.g_00993
OG0001212	Praa.g_00596	Syad.g_01082
OG0001213	Praa.g_00629	Syad.g_02163
OG0001214	Praa.g_00637	Syad.g_02150
OG0001215	Praa.g_00690	Syad.g_01366
OG0001216	Praa.g_00713	Syad.g_01816
OG0001218	Praa.g_00758	Syad.g_02328
OG0001219	Praa.g_00791	Syad.g_01653
OG0001220	Praa.g_00856	Syad.g_01195
OG0001221	Praa.g_00918	Syad.g_01950
OG0001222	Praa.g_00956	Syad.g_01770
OG0001223	Praa.g_00982	Syad.g_01715
OG0001224	Praa.g_01035	Syad.g_01286
OG0001225	Praa.g_01037	Syad.g_01288
OG0001226	Praa.g_01064	Syad.g_02100
OG0001227	Praa.g_01083	Syad.g_00029
OG0001228	Praa.g_01204	Syad.g_02460
OG0001229	Praa.g_01364	Syad.g_01314
OG0001231	Praa.g_01574	Syad.g_00179
OG0001232	Praa.g_01658	Syad.g_02658
OG0001233	Praa.g_01679	Syad.g_02493
OG0001234	Praa.g_01714	Syad.g_00608
OG0001235	Praa.g_01724	Syad.g_00633
OG0001236	Praa.g_01810	Syad.g_00412
OG0001237	Praa.g_01814	Syad.g_00376
OG0001238	Praa.g_01889	Syad.g_00007
OG0001239	Praa.g_00071	Syad.g_02732
OG0001240	Praa.g_00093	Syad.g_02785
OG0001241	Praa.g_00101	Syad.g_02795
OG0001242	Praa.g_00119	Syad.g_02827
OG0001243	Praa.g_00125	Syad.g_02841
OG0001244	Praa.g_00141	Syad.g_02873
OG0001245	Praa.g_00379	Syad.g_02223
OG0001246	Praa.g_00504	Syad.g_00933
OG0001247	Praa.g_00683	Syad.g_01837
OG0001248	Praa.g_00685	Syad.g_01843
OG0001249	Praa.g_00780	Syad.g_00756
OG0001250	Praa.g_00845	Syad.g_01227
OG0001251	Praa.g_00893	Syad.g_00083
OG0001252	Praa.g_01030	Syad.g_01279
OG0001253	Praa.g_01084	Syad.g_02037
OG0001254	Praa.g_01129	Syad.g_01528
OG0001255	Praa.g_01144	Syad.g_02224
OG0001256	Praa.g_01567	Syad.g_02609
OG0001257	Praa.g_01573	Syad.g_02210
OG0001258	Praa.g_01632	Syad.g_02619
OG0001260	Praa.g_01694	Syad.g_02514
OG0001261	Praa.g_01767	Syad.g_00684
OG0001262	Praa.g_01872	Syad.g_00219
OG0001265	Praa.g_00118	Syad.g_02825
OG0001266	Praa.g_00203	Syad.g_02949
OG0001267	Praa.g_00280	Syad.g_00523
OG0001268	Praa.g_00339	Syad.g_00767
OG0001270	Praa.g_00434	Syad.g_02453
OG0001271	Praa.g_00472	Syad.g_02356
OG0001272	Praa.g_00486	Syad.g_00910
OG0001273	Praa.g_00631	Syad.g_02157
OG0001274	Praa.g_00703	Syad.g_02988
OG0001275	Praa.g_00992	Syad.g_01699
OG0001276	Praa.g_01014	Syad.g_01683
OG0001277	Praa.g_01072	Syad.g_00127
OG0001278	Praa.g_01209	Syad.g_01445
OG0001279	Praa.g_01257	Syad.g_02248
OG0001280	Praa.g_01317	Syad.g_02402
OG0001281	Praa.g_01323	Syad.g_02413
OG0001282	Praa.g_01367	Syad.g_00890
OG0001283	Praa.g_01386	Syad.g_00138
OG0001284	Praa.g_01547	Syad.g_02585
OG0001285	Praa.g_01661	Syad.g_02043
OG0001286	Praa.g_01779	Syad.g_00698
OG0001287	Praa.g_01834	Syad.g_00346
OG0001288	Praa.g_01843	Syad.g_00326
OG0001289	Praa.g_00087	Syad.g_02767
OG0001290	Praa.g_00100	Syad.g_02794
OG0001291	Praa.g_00135	Syad.g_02854
OG0001292	Praa.g_00248	Syad.g_00572
OG0001293	Praa.g_00261	Syad.g_00549
OG0001294	Praa.g_00377	Syad.g_01597
OG0001295	Praa.g_00467	Syad.g_00997
OG0001296	Praa.g_00509	Syad.g_00939
OG0001297	Praa.g_00514	Syad.g_00943
OG0001298	Praa.g_00577	Syad.g_01055
OG0001299	Praa.g_00666	Syad.g_01591
OG0001300	Praa.g_00693	Syad.g_01339
OG0001301	Praa.g_00696	Syad.g_01303
OG0001302	Praa.g_00789	Syad.g_02123
OG0001303	Praa.g_00996	Syad.g_01655
OG0001304	Praa.g_01024	Syad.g_01669
OG0001305	Praa.g_01043	Syad.g_01296
OG0001306	Praa.g_01146	Syad.g_01119
OG0001307	Praa.g_01349	Syad.g_00626
OG0001309	Praa.g_01571	Syad.g_00950
OG0001310	Praa.g_01647	Syad.g_02638
OG0001315	Praa.g_00062	Syad.g_00715
OG0001316	Praa.g_00140	Syad.g_02861
OG0001317	Praa.g_00234	Syad.g_00814
OG0001318	Praa.g_00256	Syad.g_00557
OG0001321	Praa.g_00450	Syad.g_02423
OG0001322	Praa.g_00451	Syad.g_02422
OG0001323	Praa.g_00519	Syad.g_00953
OG0001324	Praa.g_00694	Syad.g_01338
OG0001325	Praa.g_00716	Syad.g_01811
OG0001326	Praa.g_00881	Syad.g_00092
OG0001327	Praa.g_01055	Syad.g_01605
OG0001328	Praa.g_01082	Syad.g_01638
OG0001329	Praa.g_01123	Syad.g_00866
OG0001330	Praa.g_01289	Syad.g_02395
OG0001332	Praa.g_01519	Syad.g_02535
OG0001333	Praa.g_01673	Syad.g_02487
OG0001334	Praa.g_01800	Syad.g_00725
OG0001335	Praa.g_01801	Syad.g_00726
OG0001336	Praa.g_01914	Syad.g_00139
OG0001339	Praa.g_00103	Syad.g_02797
OG0001340	Praa.g_00328	Syad.g_00742
OG0001341	Praa.g_00749	Syad.g_01312
OG0001343	Praa.g_00890	Syad.g_00079
OG0001344	Praa.g_01163	Syad.g_01157
OG0001345	Praa.g_01178	Syad.g_01188
OG0001346	Praa.g_01319	Syad.g_02406
OG0001347	Praa.g_01429	Syad.g_00454, Syad.g_00308
OG0001348	Praa.g_01595	Syad.g_01250
OG0001352	Praa.g_00680	Syad.g_00969
OG0001353	Praa.g_00836	Syad.g_01244
OG0001354	Praa.g_00974	Syad.g_01728
OG0001355	Praa.g_01605	Syad.g_02116
OG0001358	Praa.g_00620	Syad.g_02179
OG0001359	Praa.g_00891	Syad.g_00078
OG0001360	Praa.g_01085	Syad.g_01191
OG0001361	Praa.g_01175	Syad.g_01185
OG0001362	Praa.g_01490	Syad.g_02294
OG0001363	Praa.g_01492	Syad.g_02296
OG0001364	Praa.g_01803	Syad.g_00431
OG0001369	Praa.g_00092	Syad.g_02784
OG0001370	Praa.g_00459	Syad.g_02045, Syad.g_02124
OG0001373	Praa.g_00880	Syad.g_00091
OG0001374	Praa.g_00888	Syad.g_00099
OG0001375	Praa.g_00889	Syad.g_00080
OG0001376	Praa.g_01049	Syad.g_00015
OG0001377	Praa.g_01050	Syad.g_00014
OG0001378	Praa.g_01094	Syad.g_02454
OG0001379	Praa.g_01312	Syad.g_02397
OG0001381	Praa.g_01360	Syad.g_01266, Syad.g_00614
OG0001385	Praa.g_00877	Syad.g_00088
OG0001386	Praa.g_00878	Syad.g_00089
OG0001387	Praa.g_00879	Syad.g_00090
OG0001388	Praa.g_00882	Syad.g_00093
OG0001389	Praa.g_00883	Syad.g_00094
OG0001390	Praa.g_00884	Syad.g_00095
OG0001391	Praa.g_00885	Syad.g_00096
OG0001392	Praa.g_00886	Syad.g_00097
OG0001393	Praa.g_00887	Syad.g_00098
OG0001394	Praa.g_00922	Syad.g_01920
OG0001395	Praa.g_01026	Syad.g_01792
OG0001396	Praa.g_01430	Syad.g_00309, Syad.g_00455
OG0001397	Praa.g_01491	Syad.g_02295
OG0001398	Praa.g_01601	Syad.g_01977
OG0001399	Praa.g_01716	Syad.g_02336
OG0001403	Praa.g_00030	Syad.g_00197
OG0001404	Praa.g_00068	Syad.g_02727
OG0001405	Praa.g_00326	Syad.g_00728
OG0001407	Praa.g_01062	Syad.g_00970
OG0001408	Praa.g_01067	Syad.g_01431
OG0001410	Praa.g_01350	Syad.g_00627
OG0001412	Praa.g_01428	Syad.g_00307, Syad.g_00453
OG0001413	Praa.g_01562	Syad.g_02113
OG0001414	Praa.g_00229	Syad.g_00615
OG0001416	Praa.g_00458	Syad.g_02410
OG0001417	Praa.g_00469	Syad.g_01729
OG0001419	Praa.g_01063	Syad.g_00971
OG0001420	Praa.g_01103	Syad.g_00963
OG0001421	Praa.g_01568	Syad.g_02105, Syad.g_02039
OG0001428	Praa.g_00172	Syad.g_02906
OG0001429	Praa.g_00792	Syad.g_01656
OG0001430	Praa.g_01284	Syad.g_03026
OG0001431	Praa.g_01287	Syad.g_00393
OG0001432	Praa.g_01560	Syad.g_01382
OG0001438	Praa.g_00293	Syad.g_00507
OG0001439	Praa.g_00307	Syad.g_00476
OG0001442	Praa.g_00741	Syad.g_01906
OG0001447	Praa.g_00126	Syad.g_02842
OG0001448	Praa.g_00366	Syad.g_02723
OG0001449	Praa.g_00393	Syad.g_00583
OG0001452	Praa.g_00894	Syad.g_00563
OG0001453	Praa.g_00986	Syad.g_01709
OG0001454	Praa.g_01078	Syad.g_02101
OG0001456	Praa.g_01137	Syad.g_00101
OG0001457	Praa.g_01138	Syad.g_00102
OG0001458	Praa.g_01139	Syad.g_00103
OG0001459	Praa.g_01273	Syad.g_01550
OG0001462	Praa.g_00034	Syad.g_00204
OG0001463	Praa.g_00286	Syad.g_01264
OG0001464	Praa.g_00329	Syad.g_00743
OG0001465	Praa.g_00702	Syad.g_01830
OG0001470	Praa.g_01404	Syad.g_02462
OG0001471	Praa.g_01563	Syad.g_00484
OG0001473	Praa.g_01851	Syad.g_02127
OG0001479	Praa.g_00337	Syad.g_00765
OG0001480	Praa.g_00368	Syad.g_01194
OG0001482	Praa.g_00456	Syad.g_01719
OG0001492	Praa.g_01206	Syad.g_01448
OG0001493	Praa.g_01214	Syad.g_01439
OG0001494	Praa.g_01422	Syad.g_00267
OG0001499	Praa.g_00061	Syad.g_02081
OG0001502	Praa.g_00772	Syad.g_01202
OG0001504	Praa.g_01274	Syad.g_01535
OG0001505	Praa.g_01411	Syad.g_00259
OG0001520	Praa.g_00388	Syad.g_01039
OG0001522	Praa.g_00837	Syad.g_01243
OG0001525	Praa.g_01579	Syad.g_00036
OG0001547	Praa.g_00774	Syad.g_01963
OG0001548	Praa.g_00778	Syad.g_02092
OG0001551	Praa.g_01136	Syad.g_01256
OG0001554	Praa.g_01569	Syad.g_03031
OG0001555	Praa.g_01583	Syad.g_01923
OG0001567	Praa.g_00773	Syad.g_01965
OG0001568	Praa.g_00775	Syad.g_01961
OG0001570	Praa.g_01106	Syad.g_01985
OG0001582	Praa.g_00468	Syad.g_02086
OG0001585	Praa.g_01262	Syad.g_02678
OG0001602	Praa.g_00701	Syad.g_01831
OG0001625	Praa.g_00258	Syad.g_00555
OG0001647	Praa.g_00273	Syad.g_00531
OG0001666	Praa.g_01272	Syad.g_01536
OG0001780	Praa.g_01438	Syad.g_00288
OG0001923	Praa.g_01389	Syad.g_00251, Syad.g_00317
OG0002092	Praa.g_01227	Syad.g_02549
OG0002321	Praa.g_01439	Syad.g_00278
OG0002369	Praa.g_01403	Syad.g_00284
OG0002416	Praa.g_01219	Syad.g_02044
OG0002421	Praa.g_01440, Praa.g_01417	Syad.g_00276
OG0002480	Praa.g_01416	Syad.g_00290
OG0002618	Praa.g_00404	Syad.g_00382
OG0002772	Praa.g_01442	Syad.g_00287
OG0002773	Praa.g_01451	Syad.g_00275
OG0002774	Praa.g_01452	Syad.g_00274
OG0002775	Praa.g_01453	Syad.g_00273
OG0003013	Praa.g_01444	Syad.g_00280
OG0003614	Praa.g_00054, Praa.g_00056	Syad.g_01577
OG0003629	Praa.g_01443	Syad.g_00580
OG0004011	Praa.g_01450	Syad.g_00277
OG0004012	Praa.g_01454	Syad.g_00272
