Orthogroup	Praa	Syah
OG0001165	Praa.g_01634	Syah.g_02381
OG0001166	Praa.g_01654	Syah.g_02410
OG0001167	Praa.g_01672	Syah.g_02259
OG0001168	Praa.g_01674	Syah.g_02261
OG0001169	Praa.g_01676	Syah.g_02263
OG0001170	Praa.g_01678	Syah.g_02265
OG0001171	Praa.g_01688	Syah.g_02276
OG0001172	Praa.g_01702	Syah.g_00692
OG0001173	Praa.g_01703	Syah.g_00693
OG0001174	Praa.g_01711	Syah.g_00701
OG0001175	Praa.g_01712	Syah.g_00702
OG0001176	Praa.g_01719	Syah.g_00738
OG0001177	Praa.g_01722	Syah.g_00736
OG0001178	Praa.g_01727	Syah.g_02390
OG0001179	Praa.g_01759	Syah.g_00767
OG0001180	Praa.g_01781	Syah.g_00792
OG0001181	Praa.g_01785	Syah.g_00796
OG0001182	Praa.g_01792	Syah.g_00805
OG0001183	Praa.g_01797	Syah.g_00810
OG0001184	Praa.g_01813	Syah.g_00192
OG0001185	Praa.g_01827	Syah.g_00244
OG0001186	Praa.g_01850	Syah.g_00294
OG0001187	Praa.g_01854	Syah.g_00289
OG0001188	Praa.g_01857	Syah.g_00299
OG0001189	Praa.g_01874	Syah.g_00316
OG0001190	Praa.g_01878	Syah.g_00512
OG0001191	Praa.g_01888	Syah.g_00491
OG0001192	Praa.g_01892	Syah.g_00485
OG0001193	Praa.g_01902	Syah.g_00456
OG0001194	Praa.g_01903	Syah.g_00454
OG0001195	Praa.g_01904	Syah.g_00453
OG0001196	Praa.g_01917	Syah.g_00390
OG0001197	Praa.g_01918	Syah.g_00388
OG0001198	Praa.g_01925	Syah.g_00376
OG0001199	Praa.g_00074	Syah.g_02488
OG0001200	Praa.g_00076	Syah.g_02490
OG0001201	Praa.g_00108	Syah.g_02538
OG0001202	Praa.g_00199	Syah.g_00594
OG0001203	Praa.g_00238	Syah.g_00909
OG0001204	Praa.g_00243	Syah.g_00676
OG0001205	Praa.g_00444	Syah.g_02222
OG0001206	Praa.g_00462	Syah.g_01208
OG0001207	Praa.g_00477	Syah.g_00987
OG0001208	Praa.g_00482	Syah.g_00999
OG0001209	Praa.g_00535	Syah.g_01067
OG0001210	Praa.g_00540	Syah.g_01074
OG0001211	Praa.g_00551	Syah.g_01092
OG0001212	Praa.g_00596	Syah.g_01150
OG0001213	Praa.g_00629	Syah.g_01946
OG0001214	Praa.g_00637	Syah.g_01933
OG0001215	Praa.g_00690	Syah.g_01996
OG0001216	Praa.g_00713	Syah.g_01727
OG0001217	Praa.g_00751	Syah.g_01869
OG0001218	Praa.g_00758	Syah.g_01244
OG0001219	Praa.g_00791	Syah.g_01578
OG0001220	Praa.g_00856	Syah.g_02113
OG0001221	Praa.g_00918	Syah.g_01816
OG0001223	Praa.g_00982	Syah.g_01654
OG0001224	Praa.g_01035	Syah.g_02034
OG0001225	Praa.g_01037	Syah.g_02032
OG0001226	Praa.g_01064	Syah.g_01887
OG0001227	Praa.g_01083	Syah.g_00472
OG0001228	Praa.g_01204	Syah.g_02228
OG0001229	Praa.g_01364	Syah.g_02009
OG0001230	Praa.g_01468	Syah.g_01302
OG0001231	Praa.g_01574	Syah.g_00356
OG0001232	Praa.g_01658	Syah.g_02422
OG0001233	Praa.g_01679	Syah.g_02266
OG0001234	Praa.g_01714	Syah.g_00706
OG0001236	Praa.g_01810	Syah.g_00189
OG0001237	Praa.g_01814	Syah.g_00201
OG0001238	Praa.g_01889	Syah.g_00490
OG0001240	Praa.g_00093	Syah.g_02523
OG0001241	Praa.g_00101	Syah.g_02532
OG0001242	Praa.g_00119	Syah.g_00011
OG0001243	Praa.g_00125	Syah.g_00017
OG0001244	Praa.g_00141	Syah.g_00049
OG0001245	Praa.g_00379	Syah.g_01848
OG0001246	Praa.g_00504	Syah.g_01025
OG0001247	Praa.g_00683	Syah.g_01741
OG0001248	Praa.g_00685	Syah.g_01744
OG0001249	Praa.g_00780	Syah.g_00849
OG0001250	Praa.g_00845	Syah.g_02090
OG0001251	Praa.g_00893	Syah.g_00448
OG0001252	Praa.g_01030	Syah.g_02041
OG0001253	Praa.g_01084	Syah.g_01849
OG0001254	Praa.g_01129	Syah.g_01438
OG0001255	Praa.g_01144	Syah.g_00919
OG0001256	Praa.g_01567	Syah.g_02369
OG0001257	Praa.g_01573	Syah.g_01237
OG0001258	Praa.g_01632	Syah.g_02379
OG0001259	Praa.g_01677	Syah.g_02264
OG0001260	Praa.g_01694	Syah.g_02286
OG0001262	Praa.g_01872	Syah.g_00314
OG0001265	Praa.g_00118	Syah.g_00009
OG0001266	Praa.g_00203	Syah.g_00590
OG0001267	Praa.g_00280	Syah.g_00624
OG0001268	Praa.g_00339	Syah.g_00864
OG0001269	Praa.g_00358	Syah.g_00916
OG0001270	Praa.g_00434	Syah.g_02238
OG0001271	Praa.g_00472	Syah.g_01218
OG0001272	Praa.g_00486	Syah.g_01003
OG0001273	Praa.g_00631	Syah.g_01940
OG0001274	Praa.g_00703	Syah.g_00537
OG0001275	Praa.g_00992	Syah.g_01669
OG0001276	Praa.g_01014	Syah.g_01685
OG0001277	Praa.g_01072	Syah.g_00404
OG0001278	Praa.g_01209	Syah.g_01390
OG0001279	Praa.g_01257	Syah.g_01323
OG0001280	Praa.g_01317	Syah.g_02197
OG0001281	Praa.g_01323	Syah.g_02207
OG0001282	Praa.g_01367	Syah.g_00985
OG0001283	Praa.g_01386	Syah.g_00395
OG0001284	Praa.g_01547	Syah.g_02348
OG0001286	Praa.g_01779	Syah.g_00790
OG0001287	Praa.g_01834	Syah.g_00252
OG0001288	Praa.g_01843	Syah.g_00266
OG0001289	Praa.g_00087	Syah.g_02508
OG0001291	Praa.g_00135	Syah.g_00032
OG0001292	Praa.g_00248	Syah.g_00671
OG0001293	Praa.g_00261	Syah.g_00650
OG0001294	Praa.g_00377	Syah.g_01507
OG0001295	Praa.g_00467	Syah.g_01076
OG0001296	Praa.g_00509	Syah.g_01030
OG0001297	Praa.g_00514	Syah.g_01034
OG0001298	Praa.g_00577	Syah.g_01128
OG0001299	Praa.g_00666	Syah.g_01501
OG0001300	Praa.g_00693	Syah.g_02005
OG0001301	Praa.g_00696	Syah.g_02018
OG0001302	Praa.g_00789	Syah.g_01901
OG0001303	Praa.g_00996	Syah.g_01580
OG0001304	Praa.g_01024	Syah.g_01698
OG0001305	Praa.g_01043	Syah.g_02024
OG0001306	Praa.g_01146	Syah.g_02179
OG0001307	Praa.g_01349	Syah.g_00724
OG0001309	Praa.g_01571	Syah.g_01040
OG0001310	Praa.g_01647	Syah.g_02402
OG0001315	Praa.g_00062	Syah.g_00808
OG0001316	Praa.g_00140	Syah.g_00039
OG0001317	Praa.g_00234	Syah.g_00905
OG0001318	Praa.g_00256	Syah.g_00658
OG0001319	Praa.g_00272	Syah.g_00635
OG0001321	Praa.g_00450	Syah.g_02216
OG0001322	Praa.g_00451	Syah.g_02215
OG0001323	Praa.g_00519	Syah.g_01043
OG0001324	Praa.g_00694	Syah.g_02006
OG0001325	Praa.g_00716	Syah.g_01723
OG0001326	Praa.g_00881	Syah.g_00443
OG0001327	Praa.g_01055	Syah.g_01519
OG0001328	Praa.g_01082	Syah.g_01822
OG0001329	Praa.g_01123	Syah.g_01906
OG0001330	Praa.g_01289	Syah.g_02190
OG0001332	Praa.g_01519	Syah.g_02308
OG0001333	Praa.g_01673	Syah.g_02260
OG0001334	Praa.g_01800	Syah.g_00818
OG0001335	Praa.g_01801	Syah.g_00819
OG0001336	Praa.g_01914	Syah.g_00394
OG0001340	Praa.g_00328	Syah.g_00838
OG0001341	Praa.g_00749	Syah.g_02011
OG0001343	Praa.g_00890	Syah.g_00450
OG0001344	Praa.g_01163	Syah.g_02153
OG0001345	Praa.g_01178	Syah.g_02124
OG0001346	Praa.g_01319	Syah.g_02200
OG0001347	Praa.g_01429	Syah.g_00284
OG0001348	Praa.g_01595	Syah.g_02073
OG0001352	Praa.g_00680	Syah.g_01058
OG0001353	Praa.g_00836	Syah.g_02079
OG0001354	Praa.g_00974	Syah.g_01641
OG0001355	Praa.g_01605	Syah.g_01077
OG0001358	Praa.g_00620	Syah.g_01963
OG0001359	Praa.g_00891	Syah.g_00451
OG0001360	Praa.g_01085	Syah.g_02122
OG0001361	Praa.g_01175	Syah.g_02127
OG0001362	Praa.g_01490	Syah.g_01275
OG0001363	Praa.g_01492	Syah.g_01273
OG0001364	Praa.g_01803	Syah.g_00174
OG0001370	Praa.g_00459	Syah.g_01732, Syah.g_00429
OG0001372	Praa.g_00757	Syah.g_01055
OG0001373	Praa.g_00880	Syah.g_00444
OG0001374	Praa.g_00888	Syah.g_00436
OG0001375	Praa.g_00889	Syah.g_00449
OG0001376	Praa.g_01049	Syah.g_00483
OG0001377	Praa.g_01050	Syah.g_00484
OG0001378	Praa.g_01094	Syah.g_02239
OG0001379	Praa.g_01312	Syah.g_02192
OG0001381	Praa.g_01360	Syah.g_00717
OG0001382	Praa.g_01587	Syah.g_00258
OG0001385	Praa.g_00877	Syah.g_00447
OG0001386	Praa.g_00878	Syah.g_00446
OG0001387	Praa.g_00879	Syah.g_00445
OG0001388	Praa.g_00882	Syah.g_00442
OG0001389	Praa.g_00883	Syah.g_00441
OG0001390	Praa.g_00884	Syah.g_00440
OG0001391	Praa.g_00885	Syah.g_00439
OG0001392	Praa.g_00886	Syah.g_00438
OG0001393	Praa.g_00887	Syah.g_00437
OG0001394	Praa.g_00922	Syah.g_01810
OG0001395	Praa.g_01026	Syah.g_01705
OG0001396	Praa.g_01430	Syah.g_00286, Syah.g_00149
OG0001397	Praa.g_01491	Syah.g_01274
OG0001398	Praa.g_01601	Syah.g_01563
OG0001403	Praa.g_00030	Syah.g_00341
OG0001404	Praa.g_00068	Syah.g_02482
OG0001405	Praa.g_00326	Syah.g_00821
OG0001406	Praa.g_01048	Syah.g_00482
OG0001407	Praa.g_01062	Syah.g_01059
OG0001408	Praa.g_01067	Syah.g_01378
OG0001410	Praa.g_01350	Syah.g_00725
OG0001412	Praa.g_01428	Syah.g_00151
OG0001413	Praa.g_01562	Syah.g_01894
OG0001414	Praa.g_00229	Syah.g_00718
OG0001416	Praa.g_00458	Syah.g_02204
OG0001417	Praa.g_00469	Syah.g_01640
OG0001419	Praa.g_01063	Syah.g_01060
OG0001420	Praa.g_01103	Syah.g_01053
OG0001421	Praa.g_01568	Syah.g_01851
OG0001428	Praa.g_00172	Syah.g_00081
OG0001430	Praa.g_01284	Syah.g_00518
OG0001432	Praa.g_01560	Syah.g_01348
OG0001438	Praa.g_00293	Syah.g_00102
OG0001439	Praa.g_00307	Syah.g_00128
OG0001442	Praa.g_00741	Syah.g_01795
OG0001446	Praa.g_00079	Syah.g_01731
OG0001447	Praa.g_00126	Syah.g_00018
OG0001448	Praa.g_00366	Syah.g_01540
OG0001449	Praa.g_00393	Syah.g_00679
OG0001452	Praa.g_00894	Syah.g_00663
OG0001454	Praa.g_01078	Syah.g_01888
OG0001456	Praa.g_01137	Syah.g_00434
OG0001457	Praa.g_01138	Syah.g_00433
OG0001458	Praa.g_01139	Syah.g_00432
OG0001459	Praa.g_01273	Syah.g_01456
OG0001462	Praa.g_00034	Syah.g_00335
OG0001465	Praa.g_00702	Syah.g_01737
OG0001468	Praa.g_01053	Syah.g_01899
OG0001470	Praa.g_01404	Syah.g_02242
OG0001471	Praa.g_01563	Syah.g_00123
OG0001473	Praa.g_01851	Syah.g_01903
OG0001479	Praa.g_00337	Syah.g_00862
OG0001480	Praa.g_00368	Syah.g_02114
OG0001481	Praa.g_00372	Syah.g_01703
OG0001482	Praa.g_00456	Syah.g_01650
OG0001484	Praa.g_01296	Syah.g_00435
OG0001492	Praa.g_01206	Syah.g_01393
OG0001493	Praa.g_01214	Syah.g_01385
OG0001494	Praa.g_01422	Syah.g_00325
OG0001495	Praa.g_01721	Syah.g_00735
OG0001499	Praa.g_00061	Syah.g_01463, Syah.g_01462
OG0001502	Praa.g_00772	Syah.g_02109
OG0001504	Praa.g_01274	Syah.g_01455
OG0001507	Praa.g_01619	Syah.g_02464
OG0001520	Praa.g_00388	Syah.g_01115
OG0001522	Praa.g_00837	Syah.g_02080
OG0001546	Praa.g_00524	Syah.g_01047
OG0001547	Praa.g_00774	Syah.g_01565
OG0001548	Praa.g_00778	Syah.g_01882
OG0001549	Praa.g_00863	Syah.g_02121
OG0001551	Praa.g_01136	Syah.g_02068
OG0001567	Praa.g_00773	Syah.g_01564
OG0001568	Praa.g_00775	Syah.g_01567
OG0001570	Praa.g_01106	Syah.g_01553
OG0001572	Praa.g_01251	Syah.g_01333
OG0001582	Praa.g_00468	Syah.g_02442
OG0001585	Praa.g_01262	Syah.g_01840
OG0001586	Praa.g_01336	Syah.g_00218
OG0001602	Praa.g_00701	Syah.g_01738
OG0001625	Praa.g_00258	Syah.g_00656
OG0001633	Praa.g_01363	Syah.g_01551
OG0001666	Praa.g_01272	Syah.g_01450
OG0001667	Praa.g_01292	Syah.g_02458
OG0001718	Praa.g_00362	Syah.g_02043
OG0002092	Praa.g_01227	Syah.g_02152, Syah.g_02320, Syah.g_02321
OG0002369	Praa.g_01403	Syah.g_00222
OG0002767	Praa.g_00053	Syah.g_01192
OG0003339	Praa.g_01337	Syah.g_00228
