Orthogroup	Prbl	Prag
OG0001138	Prbl.g_00986	Prag.g_01792
OG0001139	Prbl.g_00987	Prag.g_01793
OG0001140	Prbl.g_00988	Prag.g_01794
OG0001141	Prbl.g_00991	Prag.g_01796
OG0001142	Prbl.g_00992	Prag.g_01797
OG0001143	Prbl.g_00993	Prag.g_01798
OG0001144	Prbl.g_00995	Prag.g_01800
OG0001145	Prbl.g_00997	Prag.g_01802
OG0001146	Prbl.g_00998	Prag.g_01803
OG0001147	Prbl.g_01127	Prag.g_01805
OG0001148	Prbl.g_01128	Prag.g_01806
OG0001149	Prbl.g_01131	Prag.g_01807
OG0001150	Prbl.g_01134	Prag.g_01810
OG0001151	Prbl.g_01135	Prag.g_01811
OG0001152	Prbl.g_01136	Prag.g_01812
OG0001153	Prbl.g_01137	Prag.g_01813
OG0001154	Prbl.g_01138	Prag.g_01814
OG0001155	Prbl.g_01139	Prag.g_01815
OG0001156	Prbl.g_01140	Prag.g_01816
OG0001157	Prbl.g_01142	Prag.g_01818
OG0001158	Prbl.g_01144	Prag.g_01819
OG0001159	Prbl.g_01146	Prag.g_01820
OG0001160	Prbl.g_01147	Prag.g_01821
OG0001161	Prbl.g_01174	Prag.g_01824
OG0001162	Prbl.g_01175	Prag.g_01825
OG0001163	Prbl.g_01177	Prag.g_01826
OG0001164	Prbl.g_01178	Prag.g_01827
OG0001165	Prbl.g_01179	Prag.g_01828
OG0001166	Prbl.g_01180	Prag.g_01829
OG0001167	Prbl.g_01181	Prag.g_01830
OG0001168	Prbl.g_00863	Prag.g_01832
OG0001169	Prbl.g_00859	Prag.g_01833
OG0001170	Prbl.g_00856	Prag.g_01835
OG0001171	Prbl.g_00855	Prag.g_01836
OG0001172	Prbl.g_00853	Prag.g_01837
OG0001173	Prbl.g_00851	Prag.g_01839
OG0001174	Prbl.g_00848	Prag.g_01841
OG0001175	Prbl.g_00844	Prag.g_01843
OG0001176	Prbl.g_00842	Prag.g_01844
OG0001177	Prbl.g_00840	Prag.g_01846
OG0001178	Prbl.g_00839	Prag.g_01847
OG0001179	Prbl.g_00838	Prag.g_01848
OG0001180	Prbl.g_01307	Prag.g_01849
OG0001181	Prbl.g_01306	Prag.g_01850
OG0001182	Prbl.g_01305	Prag.g_01851
OG0001183	Prbl.g_01304	Prag.g_01852
OG0001184	Prbl.g_01303	Prag.g_01853
OG0001185	Prbl.g_01302	Prag.g_01854
OG0001186	Prbl.g_01291	Prag.g_01855
OG0001187	Prbl.g_01290	Prag.g_01856
OG0001188	Prbl.g_01289	Prag.g_01857
OG0001189	Prbl.g_01287	Prag.g_01859
OG0001190	Prbl.g_01286	Prag.g_01860
OG0001191	Prbl.g_01284	Prag.g_01862
OG0001192	Prbl.g_02638	Prag.g_01864
OG0001193	Prbl.g_02637	Prag.g_01865
OG0001194	Prbl.g_02636	Prag.g_01866
OG0001195	Prbl.g_01235	Prag.g_01867
OG0001196	Prbl.g_02063	Prag.g_01869
OG0001197	Prbl.g_02059	Prag.g_01872
OG0001198	Prbl.g_02058	Prag.g_01873
OG0001199	Prbl.g_02057	Prag.g_01874
OG0001200	Prbl.g_02056	Prag.g_01875
OG0001201	Prbl.g_02055	Prag.g_01876
OG0001202	Prbl.g_02054	Prag.g_01877
OG0001203	Prbl.g_02026	Prag.g_01879
OG0001204	Prbl.g_02023	Prag.g_01882
OG0001205	Prbl.g_02022	Prag.g_01883
OG0001206	Prbl.g_02021	Prag.g_01884
OG0001207	Prbl.g_02018	Prag.g_01885
OG0001208	Prbl.g_02017	Prag.g_01886
OG0001209	Prbl.g_02016	Prag.g_01887
OG0001210	Prbl.g_02014	Prag.g_01888
OG0001211	Prbl.g_02012	Prag.g_01889
OG0001212	Prbl.g_02011	Prag.g_01890
OG0001213	Prbl.g_02009	Prag.g_01891
OG0001214	Prbl.g_02008	Prag.g_01892
OG0001215	Prbl.g_02007	Prag.g_01893
OG0001216	Prbl.g_02006	Prag.g_01894
OG0001217	Prbl.g_02005	Prag.g_01895
OG0001218	Prbl.g_02004	Prag.g_01896
OG0001219	Prbl.g_02002	Prag.g_01897
OG0001220	Prbl.g_02001	Prag.g_01898
OG0001221	Prbl.g_02000	Prag.g_01899
OG0001222	Prbl.g_01998	Prag.g_01901
OG0001223	Prbl.g_01994	Prag.g_01903
OG0001224	Prbl.g_01992	Prag.g_01904
OG0001225	Prbl.g_02239	Prag.g_01906
OG0001226	Prbl.g_02238	Prag.g_01907
OG0001227	Prbl.g_02237	Prag.g_01908
OG0001228	Prbl.g_02236	Prag.g_01909
OG0001229	Prbl.g_02234	Prag.g_01910
OG0001230	Prbl.g_02233	Prag.g_01911
OG0001231	Prbl.g_02232	Prag.g_01912
OG0001232	Prbl.g_02230	Prag.g_01914
OG0001233	Prbl.g_02228	Prag.g_01915
OG0001234	Prbl.g_02226	Prag.g_01916
OG0001235	Prbl.g_02225	Prag.g_01917
OG0001236	Prbl.g_02224	Prag.g_01918
OG0001237	Prbl.g_02219	Prag.g_01921
OG0001238	Prbl.g_02214	Prag.g_01922
OG0001239	Prbl.g_02192	Prag.g_01925
OG0001240	Prbl.g_02189	Prag.g_01926
OG0001241	Prbl.g_02188	Prag.g_01927
OG0001242	Prbl.g_02186	Prag.g_01928
OG0001243	Prbl.g_02185	Prag.g_01929
OG0001244	Prbl.g_02182	Prag.g_01930
OG0001245	Prbl.g_02181	Prag.g_01931
OG0001246	Prbl.g_02175	Prag.g_01932
OG0001247	Prbl.g_02174	Prag.g_01933
OG0001248	Prbl.g_02173	Prag.g_01934
OG0001249	Prbl.g_02160	Prag.g_01935
OG0001250	Prbl.g_02151	Prag.g_01936
OG0001251	Prbl.g_02150	Prag.g_01937
OG0001252	Prbl.g_02149	Prag.g_01938
OG0001253	Prbl.g_02148	Prag.g_01939
OG0001254	Prbl.g_02146	Prag.g_01941
OG0001255	Prbl.g_02145	Prag.g_01942
OG0001256	Prbl.g_02141	Prag.g_01944
OG0001257	Prbl.g_02139	Prag.g_01945
OG0001258	Prbl.g_02138	Prag.g_01946
OG0001259	Prbl.g_02134	Prag.g_01948
OG0001260	Prbl.g_02132	Prag.g_01949
OG0001261	Prbl.g_02131	Prag.g_01950
OG0001262	Prbl.g_02129	Prag.g_01951
OG0001263	Prbl.g_02127	Prag.g_01952
OG0001264	Prbl.g_02125	Prag.g_01953
OG0001265	Prbl.g_02124	Prag.g_01954
OG0001266	Prbl.g_02123	Prag.g_01955
OG0001267	Prbl.g_02122	Prag.g_01956
OG0001268	Prbl.g_02121	Prag.g_01957
OG0001269	Prbl.g_00569	Prag.g_00086
OG0001270	Prbl.g_00812	Prag.g_00131
OG0001271	Prbl.g_00298	Prag.g_00143
OG0001272	Prbl.g_01452	Prag.g_00272
OG0001273	Prbl.g_01200	Prag.g_00328
OG0001274	Prbl.g_00513	Prag.g_00461
OG0001275	Prbl.g_00532	Prag.g_00477
OG0001276	Prbl.g_01776	Prag.g_00568
OG0001278	Prbl.g_01562	Prag.g_00855
OG0001279	Prbl.g_02408	Prag.g_00905
OG0001280	Prbl.g_02536	Prag.g_01012
OG0001281	Prbl.g_01704	Prag.g_01060
OG0001282	Prbl.g_02390	Prag.g_01078
OG0001283	Prbl.g_01705	Prag.g_01083
OG0001285	Prbl.g_00036	Prag.g_01137
OG0001286	Prbl.g_02082	Prag.g_01150
OG0001288	Prbl.g_01808	Prag.g_01530
OG0001289	Prbl.g_00449	Prag.g_01541
OG0001290	Prbl.g_01833	Prag.g_01581
OG0001291	Prbl.g_00787	Prag.g_01582
OG0001292	Prbl.g_00048	Prag.g_01587
OG0001293	Prbl.g_01370	Prag.g_01604
OG0001294	Prbl.g_02379	Prag.g_01616
OG0001296	Prbl.g_00406	Prag.g_01661
OG0001297	Prbl.g_00401	Prag.g_01665
OG0001298	Prbl.g_00398	Prag.g_01668
OG0001301	Prbl.g_00845	Prag.g_01842
OG0001302	Prbl.g_02060	Prag.g_01871
OG0001303	Prbl.g_01996	Prag.g_01902
OG0001304	Prbl.g_02136	Prag.g_01947
OG0001305	Prbl.g_01026, Prbl.g_01386	Prag.g_01637
OG0001306	Prbl.g_00651	Prag.g_00416
OG0001307	Prbl.g_01976	Prag.g_00030
OG0001308	Prbl.g_00605	Prag.g_00065
OG0001309	Prbl.g_00602	Prag.g_00068
OG0001310	Prbl.g_00600	Prag.g_00070
OG0001312	Prbl.g_01322	Prag.g_00112
OG0001313	Prbl.g_00828	Prag.g_00118
OG0001314	Prbl.g_00095	Prag.g_00192
OG0001315	Prbl.g_02667	Prag.g_00236
OG0001317	Prbl.g_00627	Prag.g_00367
OG0001318	Prbl.g_01641	Prag.g_00615
OG0001319	Prbl.g_00716	Prag.g_00752
OG0001320	Prbl.g_00936	Prag.g_01027
OG0001321	Prbl.g_00931	Prag.g_01032
OG0001322	Prbl.g_02152	Prag.g_01068
OG0001323	Prbl.g_01993	Prag.g_01102
OG0001325	Prbl.g_01694	Prag.g_01111
OG0001326	Prbl.g_01115	Prag.g_01181
OG0001327	Prbl.g_00724	Prag.g_01373
OG0001328	Prbl.g_01957	Prag.g_01585
OG0001329	Prbl.g_00366	Prag.g_01692
OG0001330	Prbl.g_00315	Prag.g_01727
OG0001331	Prbl.g_00852	Prag.g_01838
OG0001333	Prbl.g_00197	Prag.g_00231
OG0001334	Prbl.g_00748	Prag.g_00446
OG0001337	Prbl.g_01813	Prag.g_01086
OG0001338	Prbl.g_01712	Prag.g_01327
OG0001339	Prbl.g_01728	Prag.g_01360
OG0001343	Prbl.g_00400	Prag.g_01666
OG0001344	Prbl.g_00339	Prag.g_01716
OG0001345	Prbl.g_01132	Prag.g_01808
OG0001347	Prbl.g_01999	Prag.g_01900
OG0001348	Prbl.g_00826	Prag.g_00121
OG0001349	Prbl.g_01324	Prag.g_00111
OG0001351	Prbl.g_00099	Prag.g_00196
OG0001352	Prbl.g_01512	Prag.g_00241
OG0001353	Prbl.g_01489	Prag.g_00252
OG0001354	Prbl.g_01453	Prag.g_00271
OG0001355	Prbl.g_01207	Prag.g_00334
OG0001356	Prbl.g_01393	Prag.g_00371
OG0001357	Prbl.g_00654	Prag.g_00413
OG0001358	Prbl.g_01343	Prag.g_00451
OG0001359	Prbl.g_00517	Prag.g_00465
OG0001361	Prbl.g_00793	Prag.g_00493
OG0001362	Prbl.g_01791	Prag.g_00555
OG0001363	Prbl.g_01263	Prag.g_00681
OG0001365	Prbl.g_01546	Prag.g_00845
OG0001367	Prbl.g_02518	Prag.g_00992
OG0001368	Prbl.g_02535	Prag.g_01011
OG0001371	Prbl.g_02592	Prag.g_01203
OG0001372	Prbl.g_00156	Prag.g_01302
OG0001375	Prbl.g_00349	Prag.g_01706
OG0001376	Prbl.g_01164, Prbl.g_01151	Prag.g_01749
OG0001377	Prbl.g_02061	Prag.g_01870
OG0001382	Prbl.g_00816	Prag.g_00128
OG0001385	Prbl.g_01463	Prag.g_00263
OG0001388	Prbl.g_02064	Prag.g_01272, Prag.g_01640
OG0001389	Prbl.g_00624	Prag.g_00433
OG0001391	Prbl.g_00803	Prag.g_00483
OG0001393	Prbl.g_00784	Prag.g_00498
OG0001404	Prbl.g_02437	Prag.g_00996
OG0001421	Prbl.g_02448	Prag.g_00945
OG0001425	Prbl.g_01182	Prag.g_00317
OG0001427	Prbl.g_00782	Prag.g_00500
OG0001436	Prbl.g_02571	Prag.g_01599
OG0001437	Prbl.g_01243	Prag.g_01606
OG0001438	Prbl.g_02142	Prag.g_01943
OG0001441	Prbl.g_02494	Prag.g_00974
OG0001442	Prbl.g_01084	Prag.g_01004
OG0001446	Prbl.g_02208	Prag.g_00769
OG0001447	Prbl.g_01355, Prbl.g_01354	Prag.g_01293, Prag.g_01295, Prag.g_01251
OG0001448	Prbl.g_01615	Prag.g_00598
OG0001450	Prbl.g_01079	Prag.g_01113
OG0001456	Prbl.g_01692	Prag.g_01612
OG0001458	Prbl.g_02222	Prag.g_01920
OG0001459	Prbl.g_00003	Prag.g_01623
OG0001464	Prbl.g_01893	Prag.g_00538
OG0001465	Prbl.g_01777	Prag.g_00567
OG0001468	Prbl.g_01537	Prag.g_00837
OG0001476	Prbl.g_00245	Prag.g_01485
OG0001480	Prbl.g_00307	Prag.g_00686, Prag.g_01218
OG0001482	Prbl.g_00900	Prag.g_00311
OG0001484	Prbl.g_02291	Prag.g_00395
OG0001485	Prbl.g_01846	Prag.g_00866
OG0001488	Prbl.g_02215	Prag.g_01044
OG0001489	Prbl.g_02216	Prag.g_01045
OG0001490	Prbl.g_02217	Prag.g_01046
OG0001491	Prbl.g_00031	Prag.g_01052
OG0001492	Prbl.g_01104	Prag.g_01081
OG0001493	Prbl.g_00661	Prag.g_01090
OG0001494	Prbl.g_00182	Prag.g_01169
OG0001496	Prbl.g_01714	Prag.g_01349
OG0001500	Prbl.g_02362	Prag.g_00925
OG0001501	Prbl.g_01620	Prag.g_00759
OG0001505	Prbl.g_02358	Prag.g_00733
OG0001511	Prbl.g_02172	Prag.g_00877
OG0001512	Prbl.g_02171	Prag.g_00878
OG0001513	Prbl.g_02170	Prag.g_00879
OG0001514	Prbl.g_02169	Prag.g_00880
OG0001515	Prbl.g_02168	Prag.g_00881
OG0001516	Prbl.g_02167	Prag.g_00882
OG0001517	Prbl.g_02166	Prag.g_00883
OG0001518	Prbl.g_02165	Prag.g_00884
OG0001519	Prbl.g_02164	Prag.g_00885
OG0001520	Prbl.g_02163	Prag.g_00886
OG0001521	Prbl.g_02162	Prag.g_00887
OG0001522	Prbl.g_02161	Prag.g_00888
OG0001527	Prbl.g_01807	Prag.g_01589
OG0001540	Prbl.g_01725	Prag.g_00438
OG0001547	Prbl.g_01983	Prag.g_00034
OG0001557	Prbl.g_01949	Prag.g_01595
OG0001561	Prbl.g_01541	Prag.g_01280
OG0001600	Prbl.g_00408	Prag.g_01652
OG0001602	Prbl.g_01438	Prag.g_00284
OG0001605	Prbl.g_01940	Prag.g_00388
OG0001621	Prbl.g_01168, Prbl.g_01167	Prag.g_01642
OG0001634	Prbl.g_00012	Prag.g_01253
OG0001635	Prbl.g_01205	Prag.g_00332
OG0001645	Prbl.g_00395	Prag.g_01643
OG0001647	Prbl.g_00013	Prag.g_01254
OG0001648	Prbl.g_00016	Prag.g_01255
OG0001649	Prbl.g_00017	Prag.g_01256
OG0001691	Prbl.g_01002	Prag.g_01276
OG0001716	Prbl.g_00508, Prbl.g_00063	Prag.g_00760
OG0001821	Prbl.g_01456	Prag.g_01430
OG0001851	Prbl.g_01960	Prag.g_01283
OG0001869	Prbl.g_00085	Prag.g_01609
OG0001877	Prbl.g_01814	Prag.g_01634
OG0001912	Prbl.g_01958	Prag.g_01281
OG0001913	Prbl.g_01959	Prag.g_01282
OG0001914	Prbl.g_01248	Prag.g_01288
OG0002075	Prbl.g_00071	Prag.g_01299
OG0002270	Prbl.g_02581	Prag.g_01441
OG0002391	Prbl.g_01533	Prag.g_00724
