Orthogroup	Prbl	Prba
OG0001137	Prbl.g_00985	Prba.g_00416
OG0001138	Prbl.g_00986	Prba.g_00417
OG0001139	Prbl.g_00987	Prba.g_00418
OG0001140	Prbl.g_00988	Prba.g_00419
OG0001141	Prbl.g_00991	Prba.g_00421
OG0001142	Prbl.g_00992	Prba.g_00422
OG0001143	Prbl.g_00993	Prba.g_00423
OG0001144	Prbl.g_00995	Prba.g_00425
OG0001145	Prbl.g_00997	Prba.g_00427
OG0001146	Prbl.g_00998	Prba.g_00428
OG0001147	Prbl.g_01127	Prba.g_00430
OG0001148	Prbl.g_01128	Prba.g_00431
OG0001149	Prbl.g_01131	Prba.g_00432
OG0001150	Prbl.g_01134	Prba.g_00435
OG0001151	Prbl.g_01135	Prba.g_00436
OG0001152	Prbl.g_01136	Prba.g_00437
OG0001153	Prbl.g_01137	Prba.g_00438
OG0001154	Prbl.g_01138	Prba.g_01048
OG0001155	Prbl.g_01139	Prba.g_01049
OG0001156	Prbl.g_01140	Prba.g_01050
OG0001157	Prbl.g_01142	Prba.g_01052
OG0001158	Prbl.g_01144	Prba.g_01053
OG0001159	Prbl.g_01146	Prba.g_01054
OG0001160	Prbl.g_01147	Prba.g_01055
OG0001161	Prbl.g_01174	Prba.g_01059
OG0001162	Prbl.g_01175	Prba.g_01060
OG0001163	Prbl.g_01177	Prba.g_01061
OG0001164	Prbl.g_01178	Prba.g_01062
OG0001165	Prbl.g_01179	Prba.g_01063
OG0001166	Prbl.g_01180	Prba.g_01064
OG0001167	Prbl.g_01181	Prba.g_01065
OG0001168	Prbl.g_00863	Prba.g_01067
OG0001169	Prbl.g_00859	Prba.g_01068
OG0001170	Prbl.g_00856	Prba.g_01070
OG0001171	Prbl.g_00855	Prba.g_01071
OG0001172	Prbl.g_00853	Prba.g_01072
OG0001173	Prbl.g_00851	Prba.g_01074
OG0001174	Prbl.g_00848	Prba.g_01076
OG0001175	Prbl.g_00844	Prba.g_01078
OG0001176	Prbl.g_00842	Prba.g_01079
OG0001177	Prbl.g_00840	Prba.g_00753
OG0001178	Prbl.g_00839	Prba.g_00754
OG0001179	Prbl.g_00838	Prba.g_00755
OG0001180	Prbl.g_01307	Prba.g_00756
OG0001181	Prbl.g_01306	Prba.g_00757
OG0001182	Prbl.g_01305	Prba.g_00758
OG0001183	Prbl.g_01304	Prba.g_00759
OG0001184	Prbl.g_01303	Prba.g_00760
OG0001185	Prbl.g_01302	Prba.g_00761
OG0001186	Prbl.g_01291	Prba.g_00762
OG0001187	Prbl.g_01290	Prba.g_00763
OG0001188	Prbl.g_01289	Prba.g_00764
OG0001189	Prbl.g_01287	Prba.g_00766
OG0001190	Prbl.g_01286	Prba.g_00767
OG0001191	Prbl.g_01284	Prba.g_00769
OG0001192	Prbl.g_02638	Prba.g_00771
OG0001193	Prbl.g_02637	Prba.g_00772
OG0001194	Prbl.g_02636	Prba.g_00773
OG0001195	Prbl.g_01235	Prba.g_00774
OG0001196	Prbl.g_02063	Prba.g_00776
OG0001197	Prbl.g_02059	Prba.g_00779
OG0001198	Prbl.g_02058	Prba.g_00780
OG0001199	Prbl.g_02057	Prba.g_00781
OG0001200	Prbl.g_02056	Prba.g_00782
OG0001201	Prbl.g_02055	Prba.g_00783
OG0001202	Prbl.g_02054	Prba.g_00784
OG0001203	Prbl.g_02026	Prba.g_00786
OG0001204	Prbl.g_02023	Prba.g_00789
OG0001205	Prbl.g_02022	Prba.g_00790
OG0001206	Prbl.g_02021	Prba.g_00792
OG0001207	Prbl.g_02018	Prba.g_00793
OG0001208	Prbl.g_02017	Prba.g_00794
OG0001209	Prbl.g_02016	Prba.g_00795
OG0001210	Prbl.g_02014	Prba.g_00796
OG0001211	Prbl.g_02012	Prba.g_00797
OG0001212	Prbl.g_02011	Prba.g_00798
OG0001213	Prbl.g_02009	Prba.g_00799
OG0001214	Prbl.g_02008	Prba.g_00800
OG0001215	Prbl.g_02007	Prba.g_00801
OG0001216	Prbl.g_02006	Prba.g_00802
OG0001217	Prbl.g_02005	Prba.g_00803
OG0001218	Prbl.g_02004	Prba.g_00804
OG0001219	Prbl.g_02002	Prba.g_00805
OG0001220	Prbl.g_02001	Prba.g_00806
OG0001221	Prbl.g_02000	Prba.g_00807
OG0001222	Prbl.g_01998	Prba.g_00809
OG0001223	Prbl.g_01994	Prba.g_00811
OG0001224	Prbl.g_01992	Prba.g_00812
OG0001225	Prbl.g_02239	Prba.g_00814
OG0001226	Prbl.g_02238	Prba.g_00815
OG0001227	Prbl.g_02237	Prba.g_00816
OG0001228	Prbl.g_02236	Prba.g_00817
OG0001229	Prbl.g_02234	Prba.g_00818
OG0001230	Prbl.g_02233	Prba.g_00819
OG0001231	Prbl.g_02232	Prba.g_00820
OG0001232	Prbl.g_02230	Prba.g_00822
OG0001233	Prbl.g_02228	Prba.g_00823
OG0001234	Prbl.g_02226	Prba.g_00824
OG0001235	Prbl.g_02225	Prba.g_00825
OG0001236	Prbl.g_02224	Prba.g_00826
OG0001237	Prbl.g_02219	Prba.g_00829
OG0001238	Prbl.g_02214	Prba.g_00830
OG0001239	Prbl.g_02192	Prba.g_00833
OG0001240	Prbl.g_02189	Prba.g_00834
OG0001241	Prbl.g_02188	Prba.g_00835
OG0001242	Prbl.g_02186	Prba.g_00836
OG0001243	Prbl.g_02185	Prba.g_00837
OG0001244	Prbl.g_02182	Prba.g_00838
OG0001245	Prbl.g_02181	Prba.g_00839
OG0001246	Prbl.g_02175	Prba.g_00840
OG0001247	Prbl.g_02174	Prba.g_00841
OG0001248	Prbl.g_02173	Prba.g_00842
OG0001249	Prbl.g_02160	Prba.g_00843
OG0001250	Prbl.g_02151	Prba.g_00844
OG0001251	Prbl.g_02150	Prba.g_00845
OG0001252	Prbl.g_02149	Prba.g_00846
OG0001253	Prbl.g_02148	Prba.g_00847
OG0001254	Prbl.g_02146	Prba.g_01777
OG0001255	Prbl.g_02145	Prba.g_01778
OG0001256	Prbl.g_02141	Prba.g_01780
OG0001257	Prbl.g_02139	Prba.g_01781
OG0001258	Prbl.g_02138	Prba.g_01782
OG0001259	Prbl.g_02134	Prba.g_01784
OG0001260	Prbl.g_02132	Prba.g_01785
OG0001261	Prbl.g_02131	Prba.g_01786
OG0001262	Prbl.g_02129	Prba.g_01787
OG0001263	Prbl.g_02127	Prba.g_01788
OG0001264	Prbl.g_02125	Prba.g_01789
OG0001265	Prbl.g_02124	Prba.g_01790
OG0001266	Prbl.g_02123	Prba.g_01791
OG0001267	Prbl.g_02122	Prba.g_01792
OG0001268	Prbl.g_02121	Prba.g_01793
OG0001269	Prbl.g_00569	Prba.g_01880
OG0001270	Prbl.g_00812	Prba.g_01926
OG0001271	Prbl.g_00298	Prba.g_01938
OG0001272	Prbl.g_01452	Prba.g_00498
OG0001273	Prbl.g_01200	Prba.g_00549
OG0001274	Prbl.g_00513	Prba.g_00979
OG0001275	Prbl.g_00532	Prba.g_00963
OG0001276	Prbl.g_01776	Prba.g_01727
OG0001278	Prbl.g_01562	Prba.g_01448
OG0001279	Prbl.g_02408	Prba.g_01396
OG0001280	Prbl.g_02536	Prba.g_01288
OG0001281	Prbl.g_01704	Prba.g_01240
OG0001282	Prbl.g_02390	Prba.g_01223
OG0001283	Prbl.g_01705	Prba.g_01218
OG0001285	Prbl.g_00036	Prba.g_00080
OG0001286	Prbl.g_02082	Prba.g_00067
OG0001288	Prbl.g_01808	Prba.g_00348
OG0001289	Prbl.g_00449	Prba.g_00337
OG0001290	Prbl.g_01833	Prba.g_00295
OG0001291	Prbl.g_00787	Prba.g_00294
OG0001292	Prbl.g_00048	Prba.g_00289
OG0001293	Prbl.g_01370	Prba.g_00272
OG0001294	Prbl.g_02379	Prba.g_00262
OG0001296	Prbl.g_00406	Prba.g_00234
OG0001297	Prbl.g_00401	Prba.g_00230
OG0001298	Prbl.g_00398	Prba.g_00227
OG0001301	Prbl.g_00845	Prba.g_01077
OG0001302	Prbl.g_02060	Prba.g_00778
OG0001303	Prbl.g_01996	Prba.g_00810
OG0001304	Prbl.g_02136	Prba.g_01783
OG0001306	Prbl.g_00651	Prba.g_01024
OG0001307	Prbl.g_01976	Prba.g_01823
OG0001308	Prbl.g_00605	Prba.g_01859
OG0001309	Prbl.g_00602	Prba.g_01862
OG0001310	Prbl.g_00600	Prba.g_01864
OG0001311	Prbl.g_00568	Prba.g_01881
OG0001312	Prbl.g_01322	Prba.g_01907
OG0001313	Prbl.g_00828	Prba.g_01913
OG0001314	Prbl.g_00095	Prba.g_00655
OG0001315	Prbl.g_02667	Prba.g_00462
OG0001316	Prbl.g_01505	Prba.g_00471
OG0001317	Prbl.g_00627	Prba.g_00867
OG0001318	Prbl.g_01641	Prba.g_01680
OG0001319	Prbl.g_00716	Prba.g_01547
OG0001320	Prbl.g_00936	Prba.g_01273
OG0001321	Prbl.g_00931	Prba.g_01268
OG0001322	Prbl.g_02152	Prba.g_01232
OG0001323	Prbl.g_01993	Prba.g_00735
OG0001325	Prbl.g_01694	Prba.g_00724
OG0001326	Prbl.g_01115	Prba.g_00035
OG0001327	Prbl.g_00724	Prba.g_00212
OG0001328	Prbl.g_01957	Prba.g_00291
OG0001329	Prbl.g_00366	Prba.g_00597
OG0001330	Prbl.g_00315	Prba.g_00563
OG0001331	Prbl.g_00852	Prba.g_01073
OG0001333	Prbl.g_00197	Prba.g_00457
OG0001334	Prbl.g_00748	Prba.g_00994
OG0001337	Prbl.g_01813	Prba.g_01215
OG0001338	Prbl.g_01712	Prba.g_01166
OG0001339	Prbl.g_01728	Prba.g_01197
OG0001340	Prbl.g_02143	Prba.g_00176
OG0001343	Prbl.g_00400	Prba.g_00229
OG0001345	Prbl.g_01132	Prba.g_00433
OG0001347	Prbl.g_01999	Prba.g_00808
OG0001348	Prbl.g_00826	Prba.g_01916
OG0001349	Prbl.g_01324	Prba.g_01906
OG0001351	Prbl.g_00099	Prba.g_00659
OG0001352	Prbl.g_01512	Prba.g_00467
OG0001353	Prbl.g_01489	Prba.g_00479
OG0001354	Prbl.g_01453	Prba.g_00497
OG0001355	Prbl.g_01207	Prba.g_00555
OG0001356	Prbl.g_01393	Prba.g_00872
OG0001357	Prbl.g_00654	Prba.g_01027
OG0001358	Prbl.g_01343	Prba.g_00989
OG0001359	Prbl.g_00517	Prba.g_00975
OG0001361	Prbl.g_00793	Prba.g_00947
OG0001362	Prbl.g_01791	Prba.g_01739
OG0001363	Prbl.g_01263	Prba.g_01614
OG0001365	Prbl.g_01546	Prba.g_01458
OG0001367	Prbl.g_02518	Prba.g_01309
OG0001368	Prbl.g_02535	Prba.g_01289
OG0001371	Prbl.g_02592	Prba.g_00013
OG0001372	Prbl.g_00156	Prba.g_01136
OG0001375	Prbl.g_00349	Prba.g_00583
OG0001376	Prbl.g_01164, Prbl.g_01151	Prba.g_00374
OG0001377	Prbl.g_02061	Prba.g_00777
OG0001378	Prbl.g_02537	Prba.g_01287
OG0001382	Prbl.g_00816	Prba.g_01923
OG0001385	Prbl.g_01463	Prba.g_00490
OG0001389	Prbl.g_00624	Prba.g_01007
OG0001391	Prbl.g_00803	Prba.g_00957
OG0001393	Prbl.g_00784	Prba.g_00942
OG0001404	Prbl.g_02437	Prba.g_01305
OG0001421	Prbl.g_02448	Prba.g_01356
OG0001422	Prbl.g_01006, Prbl.g_02631, Prbl.g_01937, Prbl.g_02612	Prba.g_00002
OG0001425	Prbl.g_01182	Prba.g_00542
OG0001427	Prbl.g_00782	Prba.g_00940
OG0001436	Prbl.g_02571	Prba.g_00277
OG0001438	Prbl.g_02142	Prba.g_01779
OG0001441	Prbl.g_02494	Prba.g_01327
OG0001442	Prbl.g_01084	Prba.g_01296
OG0001446	Prbl.g_02208	Prba.g_01535
OG0001448	Prbl.g_01615	Prba.g_01697
OG0001450	Prbl.g_01079	Prba.g_00721, Prba.g_00104
OG0001456	Prbl.g_01692	Prba.g_00265
OG0001458	Prbl.g_02222	Prba.g_00828
OG0001459	Prbl.g_00003	Prba.g_00254
OG0001463	Prbl.g_01077, Prbl.g_01071	Prba.g_01046, Prba.g_00921
OG0001464	Prbl.g_01893	Prba.g_01756
OG0001468	Prbl.g_01537	Prba.g_01467
OG0001476	Prbl.g_00245	Prba.g_00716
OG0001480	Prbl.g_00307	Prba.g_01609, Prba.g_01083
OG0001481	Prbl.g_01821, Prbl.g_00745, Prbl.g_01022	Prba.g_01118
OG0001482	Prbl.g_00900	Prba.g_00536
OG0001484	Prbl.g_02291	Prba.g_01042
OG0001485	Prbl.g_01846	Prba.g_01437
OG0001488	Prbl.g_02215	Prba.g_01255
OG0001489	Prbl.g_02216	Prba.g_01254
OG0001490	Prbl.g_02217	Prba.g_01253
OG0001491	Prbl.g_00031	Prba.g_01247
OG0001492	Prbl.g_01104	Prba.g_01220
OG0001493	Prbl.g_00661	Prba.g_00750
OG0001494	Prbl.g_00182	Prba.g_00047
OG0001496	Prbl.g_01714	Prba.g_01186
OG0001500	Prbl.g_02362	Prba.g_01376
OG0001501	Prbl.g_01620	Prba.g_01540
OG0001505	Prbl.g_02358	Prba.g_01564
OG0001508	Prbl.g_00458	Prba.g_01470
OG0001511	Prbl.g_02172	Prba.g_01426
OG0001512	Prbl.g_02171	Prba.g_01425
OG0001513	Prbl.g_02170	Prba.g_01424
OG0001514	Prbl.g_02169	Prba.g_01423
OG0001515	Prbl.g_02168	Prba.g_01422
OG0001516	Prbl.g_02167	Prba.g_01421
OG0001517	Prbl.g_02166	Prba.g_01420
OG0001518	Prbl.g_02165	Prba.g_01419
OG0001519	Prbl.g_02164	Prba.g_01418
OG0001520	Prbl.g_02163	Prba.g_01417
OG0001521	Prbl.g_02162	Prba.g_01416
OG0001522	Prbl.g_02161	Prba.g_01415
OG0001527	Prbl.g_01807	Prba.g_00286
OG0001540	Prbl.g_01725	Prba.g_01002
OG0001547	Prbl.g_01983	Prba.g_01827
OG0001557	Prbl.g_01949	Prba.g_00281
OG0001605	Prbl.g_01940	Prba.g_00896
OG0001630	Prbl.g_02030	Prba.g_00162
OG0001632	Prbl.g_01162	Prba.g_01542
OG0001635	Prbl.g_01205	Prba.g_00553
OG0001720	Prbl.g_02027	Prba.g_00174
OG0001857	Prbl.g_00052	Prba.g_00903
OG0001872	Prbl.g_02283	Prba.g_00917
OG0001873	Prbl.g_02425	Prba.g_00914
OG0001877	Prbl.g_01814	Prba.g_00244
OG0002031	Prbl.g_01906	Prba.g_01119
OG0002126	Prbl.g_00837	Prba.g_00156
OG0002203	Prbl.g_00836	Prba.g_00127
