Orthogroup	Prar	Praj
OG0001140	Prar.g_01012	Praj.g_01969
OG0001141	Prar.g_01011	Praj.g_01970
OG0001142	Prar.g_00617	Praj.g_01975
OG0001143	Prar.g_00618	Praj.g_01976
OG0001144	Prar.g_00619	Praj.g_01977
OG0001145	Prar.g_00620	Praj.g_01978
OG0001146	Prar.g_00621	Praj.g_01979
OG0001147	Prar.g_00622	Praj.g_01980
OG0001148	Prar.g_00623	Praj.g_01981
OG0001149	Prar.g_00625	Praj.g_01982
OG0001150	Prar.g_00626	Praj.g_01983
OG0001151	Prar.g_00628	Praj.g_01986
OG0001152	Prar.g_00629	Praj.g_01987
OG0001153	Prar.g_00630	Praj.g_01988
OG0001154	Prar.g_00632	Praj.g_01990
OG0001155	Prar.g_00634	Praj.g_01992
OG0001156	Prar.g_00636	Praj.g_01994
OG0001157	Prar.g_00637	Praj.g_01996
OG0001158	Prar.g_00639	Praj.g_01998
OG0001159	Prar.g_00640	Praj.g_01999
OG0001160	Prar.g_00641	Praj.g_02000
OG0001161	Prar.g_00642	Praj.g_02001
OG0001162	Prar.g_00643	Praj.g_02002
OG0001163	Prar.g_00644	Praj.g_02003
OG0001164	Prar.g_00645	Praj.g_02004
OG0001165	Prar.g_00646	Praj.g_02005
OG0001166	Prar.g_00647	Praj.g_02006
OG0001167	Prar.g_00648	Praj.g_02007
OG0001168	Prar.g_00649	Praj.g_02008
OG0001169	Prar.g_00650	Praj.g_02009
OG0001170	Prar.g_00651	Praj.g_02010
OG0001171	Prar.g_00652	Praj.g_02011
OG0001172	Prar.g_00654	Praj.g_02013
OG0001173	Prar.g_00656	Praj.g_02015
OG0001174	Prar.g_00657	Praj.g_02016
OG0001175	Prar.g_00658	Praj.g_02017
OG0001176	Prar.g_00659	Praj.g_02019
OG0001177	Prar.g_00661	Praj.g_02021
OG0001178	Prar.g_00663	Praj.g_02025
OG0001179	Prar.g_00664	Praj.g_02026
OG0001180	Prar.g_00665	Praj.g_02027
OG0001181	Prar.g_00666	Praj.g_02028
OG0001182	Prar.g_00667	Praj.g_02030
OG0001183	Prar.g_00668	Praj.g_02031
OG0001184	Prar.g_00670	Praj.g_02046
OG0001185	Prar.g_00673	Praj.g_02059
OG0001186	Prar.g_00674	Praj.g_02060
OG0001187	Prar.g_00675	Praj.g_02061
OG0001188	Prar.g_00676	Praj.g_02062
OG0001189	Prar.g_00677	Praj.g_02063
OG0001190	Prar.g_00678	Praj.g_02064
OG0001191	Prar.g_00679	Praj.g_02065
OG0001192	Prar.g_00680	Praj.g_02066
OG0001193	Prar.g_00681	Praj.g_02067
OG0001194	Prar.g_00682	Praj.g_02068
OG0001195	Prar.g_00683	Praj.g_02069
OG0001196	Prar.g_00684	Praj.g_02070
OG0001197	Prar.g_00685	Praj.g_02071
OG0001198	Prar.g_00686	Praj.g_02072
OG0001199	Prar.g_00687	Praj.g_02073
OG0001200	Prar.g_00688	Praj.g_02074
OG0001201	Prar.g_00689	Praj.g_02075
OG0001202	Prar.g_00690	Praj.g_02076
OG0001203	Prar.g_00692	Praj.g_02078
OG0001204	Prar.g_00694	Praj.g_02080
OG0001205	Prar.g_00695	Praj.g_02082
OG0001206	Prar.g_00696	Praj.g_02083
OG0001207	Prar.g_00697	Praj.g_02084
OG0001208	Prar.g_00698	Praj.g_02085
OG0001209	Prar.g_00699	Praj.g_02086
OG0001210	Prar.g_00700	Praj.g_02087
OG0001211	Prar.g_00701	Praj.g_02088
OG0001212	Prar.g_00702	Praj.g_02089
OG0001213	Prar.g_00703	Praj.g_02090
OG0001214	Prar.g_00705	Praj.g_02092
OG0001215	Prar.g_00706	Praj.g_02093
OG0001216	Prar.g_00707	Praj.g_02094
OG0001217	Prar.g_00708	Praj.g_02095
OG0001218	Prar.g_00709	Praj.g_02096
OG0001219	Prar.g_00074	Praj.g_02099
OG0001220	Prar.g_00073	Praj.g_02100
OG0001221	Prar.g_00070	Praj.g_02105
OG0001222	Prar.g_00069	Praj.g_02106
OG0001223	Prar.g_00068	Praj.g_02107
OG0001224	Prar.g_00067	Praj.g_02109
OG0001225	Prar.g_00066	Praj.g_02110
OG0001226	Prar.g_00065	Praj.g_02111
OG0001227	Prar.g_00064	Praj.g_02112
OG0001228	Prar.g_00063	Praj.g_02113
OG0001229	Prar.g_00062	Praj.g_02114
OG0001230	Prar.g_00061	Praj.g_02115
OG0001231	Prar.g_00060	Praj.g_02116
OG0001232	Prar.g_00059	Praj.g_02124
OG0001233	Prar.g_00058	Praj.g_02125
OG0001234	Prar.g_00057	Praj.g_02126
OG0001235	Prar.g_00056	Praj.g_02127
OG0001236	Prar.g_00054	Praj.g_02129
OG0001237	Prar.g_00053	Praj.g_02130
OG0001238	Prar.g_00051	Praj.g_02134
OG0001239	Prar.g_00050	Praj.g_02135
OG0001240	Prar.g_00049	Praj.g_02136
OG0001241	Prar.g_00047	Praj.g_02139
OG0001242	Prar.g_00046	Praj.g_02141
OG0001243	Prar.g_00045	Praj.g_02142
OG0001244	Prar.g_00044	Praj.g_02143
OG0001245	Prar.g_00043	Praj.g_02144
OG0001246	Prar.g_00042	Praj.g_02145
OG0001247	Prar.g_00041	Praj.g_02146
OG0001248	Prar.g_00040	Praj.g_02147
OG0001249	Prar.g_00039	Praj.g_02148
OG0001250	Prar.g_00038	Praj.g_02149
OG0001251	Prar.g_00236	Praj.g_00130
OG0001252	Prar.g_00190	Praj.g_00178
OG0001253	Prar.g_00177	Praj.g_00190
OG0001254	Prar.g_00306	Praj.g_00316
OG0001255	Prar.g_00393	Praj.g_00379
OG0001256	Prar.g_00978	Praj.g_01187
OG0001257	Prar.g_00532	Praj.g_00475
OG0001258	Prar.g_01329	Praj.g_00490
OG0001259	Prar.g_01419	Praj.g_00577
OG0001260	Prar.g_01637	Praj.g_00982, Praj.g_01392
OG0001261	Prar.g_01718	Praj.g_00805
OG0001262	Prar.g_01734	Praj.g_01326
OG0001263	Prar.g_01755	Praj.g_00864
OG0001264	Prar.g_01775	Praj.g_00886
OG0001265	Prar.g_01880	Praj.g_00997
OG0001267	Prar.g_01279	Praj.g_01477
OG0001268	Prar.g_01266	Praj.g_01463
OG0001269	Prar.g_00928	Praj.g_01547
OG0001270	Prar.g_00807	Praj.g_01673
OG0001271	Prar.g_00796	Praj.g_01685
OG0001272	Prar.g_00755	Praj.g_01327, Praj.g_00851
OG0001273	Prar.g_00754	Praj.g_00510
OG0001274	Prar.g_00749	Praj.g_01723
OG0001275	Prar.g_00734	Praj.g_01041
OG0001276	Prar.g_00722, Prar.g_01158	Praj.g_01726
OG0001277	Prar.g_00715	Praj.g_01735, Praj.g_01844
OG0001278	Prar.g_01151	Praj.g_01761
OG0001279	Prar.g_01147	Praj.g_01765
OG0001280	Prar.g_01144	Praj.g_01767
OG0001281	Prar.g_01111	Praj.g_01872
OG0001282	Prar.g_01086	Praj.g_01236
OG0001283	Prar.g_00635	Praj.g_01993
OG0001284	Prar.g_00662	Praj.g_02024
OG0001285	Prar.g_00693	Praj.g_02079
OG0001286	Prar.g_00048	Praj.g_02138
OG0001287	Prar.g_01007, Prar.g_01155, Prar.g_01561	Praj.g_01139
OG0001288	Prar.g_00485	Praj.g_00431
OG0001290	Prar.g_00008	Praj.g_00030
OG0001291	Prar.g_00547	Praj.g_00109
OG0001292	Prar.g_00254	Praj.g_00112
OG0001293	Prar.g_00252	Praj.g_00114
OG0001294	Prar.g_00235	Praj.g_00131
OG0001295	Prar.g_00209	Praj.g_00159
OG0001296	Prar.g_00203	Praj.g_00166
OG0001297	Prar.g_00128	Praj.g_00239
OG0001298	Prar.g_00084	Praj.g_00284
OG0001300	Prar.g_00434	Praj.g_01031
OG0001301	Prar.g_01467	Praj.g_00625
OG0001304	Prar.g_01895	Praj.g_01015
OG0001305	Prar.g_01900	Praj.g_01020
OG0001306	Prar.g_01937	Praj.g_02123
OG0001307	Prar.g_01946	Praj.g_00895
OG0001308	Prar.g_01315	Praj.g_01025
OG0001309	Prar.g_01314	Praj.g_02081
OG0001310	Prar.g_01304	Praj.g_01205
OG0001311	Prar.g_01235	Praj.g_01429
OG0001312	Prar.g_00927	Praj.g_01548
OG0001313	Prar.g_00751	Praj.g_00744
OG0001314	Prar.g_01120	Praj.g_01789
OG0001315	Prar.g_00613	Praj.g_01824
OG0001316	Prar.g_00631	Praj.g_01989
OG0001318	Prar.g_00187	Praj.g_00182
OG0001319	Prar.g_00089	Praj.g_00278
OG0001320	Prar.g_00516	Praj.g_01485
OG0001322	Prar.g_01664	Praj.g_00733
OG0001323	Prar.g_01920	Praj.g_00876
OG0001324	Prar.g_01954	Praj.g_01378
OG0001325	Prar.g_01311	Praj.g_01277
OG0001326	Prar.g_00979	Praj.g_01165
OG0001327	Prar.g_00977	Praj.g_01521
OG0001328	Prar.g_00950	Praj.g_01533
OG0001329	Prar.g_00891	Praj.g_02132
OG0001330	Prar.g_00758	Praj.g_01719
OG0001332	Prar.g_00602	Praj.g_01813
OG0001334	Prar.g_00655	Praj.g_02014
OG0001335	Prar.g_00691	Praj.g_02077
OG0001336	Prar.g_00200	Praj.g_00169
OG0001338	Prar.g_00183	Praj.g_01059
OG0001344	Prar.g_00439	Praj.g_01497, Praj.g_01564
OG0001348	Prar.g_01335	Praj.g_00496
OG0001349	Prar.g_01340	Praj.g_00501
OG0001352	Prar.g_01512	Praj.g_00674
OG0001356	Prar.g_01757	Praj.g_00867
OG0001359	Prar.g_01292	Praj.g_01837
OG0001360	Prar.g_01291	Praj.g_01838
OG0001363	Prar.g_00871	Praj.g_02035
OG0001364	Prar.g_00777	Praj.g_01705
OG0001365	Prar.g_01116	Praj.g_00910
OG0001369	Prar.g_01881	Praj.g_00998
OG0001371	Prar.g_00551	Praj.g_00105
OG0001372	Prar.g_00550	Praj.g_00106
OG0001373	Prar.g_00253	Praj.g_00113
OG0001374	Prar.g_00241	Praj.g_00125
OG0001376	Prar.g_00093	Praj.g_00274
OG0001377	Prar.g_00331	Praj.g_00295
OG0001379	Prar.g_00422	Praj.g_01671
OG0001381	Prar.g_00502	Praj.g_00448
OG0001382	Prar.g_00509	Praj.g_00456
OG0001383	Prar.g_01342	Praj.g_00503
OG0001385	Prar.g_01496	Praj.g_00655
OG0001386	Prar.g_01504	Praj.g_00665
OG0001387	Prar.g_01506	Praj.g_00667
OG0001388	Prar.g_01516	Praj.g_00679
OG0001389	Prar.g_01604	Praj.g_00703
OG0001390	Prar.g_01636	Praj.g_00069
OG0001391	Prar.g_01669	Praj.g_00912
OG0001392	Prar.g_01756	Praj.g_00866
OG0001393	Prar.g_01758	Praj.g_00868
OG0001394	Prar.g_01781	Praj.g_00892
OG0001395	Prar.g_01784	Praj.g_00896
OG0001396	Prar.g_01864	Praj.g_01344
OG0001397	Prar.g_01889	Praj.g_01006
OG0001398	Prar.g_01908	Praj.g_00842
OG0001399	Prar.g_01918	Praj.g_00865
OG0001400	Prar.g_01926	Praj.g_00858
OG0001401	Prar.g_01934	Praj.g_01094
OG0001402	Prar.g_01277	Praj.g_01475
OG0001403	Prar.g_00954	Praj.g_01529
OG0001404	Prar.g_00920	Praj.g_01073
OG0001405	Prar.g_00910	Praj.g_01576
OG0001406	Prar.g_00808	Praj.g_01672
OG0001407	Prar.g_00805	Praj.g_01676
OG0001408	Prar.g_00757	Praj.g_01720
OG0001409	Prar.g_00744	Praj.g_01096
OG0001410	Prar.g_00732	Praj.g_01082
OG0001412	Prar.g_01814	Praj.g_00924
OG0001414	Prar.g_00556	Praj.g_01974
OG0001415	Prar.g_00261	Praj.g_00361
OG0001416	Prar.g_01351	Praj.g_00513
OG0001417	Prar.g_01505	Praj.g_00666
OG0001418	Prar.g_01647	Praj.g_01138
OG0001419	Prar.g_01673	Praj.g_00916
OG0001420	Prar.g_01760	Praj.g_01858
OG0001421	Prar.g_01765	Praj.g_00873
OG0001422	Prar.g_01923	Praj.g_00725
OG0001423	Prar.g_01290	Praj.g_01181
OG0001424	Prar.g_01201	Praj.g_01840
OG0001426	Prar.g_00052	Praj.g_02133
OG0001427	Prar.g_00433	Praj.g_01741
OG0001430	Prar.g_01872	Praj.g_01056
OG0001431	Prar.g_01924	Praj.g_00857
OG0001432	Prar.g_01927	Praj.g_00736
OG0001433	Prar.g_01000	Praj.g_01146
OG0001434	Prar.g_00934	Praj.g_01377, Praj.g_01228
OG0001435	Prar.g_00746	Praj.g_01069
OG0001436	Prar.g_01181	Praj.g_01119
OG0001438	Prar.g_01450	Praj.g_00608
OG0001441	Prar.g_01319	Praj.g_01319
OG0001442	Prar.g_01302	Praj.g_01727
OG0001443	Prar.g_01280	Praj.g_01478
OG0001444	Prar.g_01244	Praj.g_01441
OG0001445	Prar.g_00987	Praj.g_01570
OG0001446	Prar.g_00985	Praj.g_01571
OG0001447	Prar.g_00984	Praj.g_01572
OG0001451	Prar.g_01560	Praj.g_01598
OG0001453	Prar.g_01169, Prar.g_01194, Prar.g_01161, Prar.g_00718	Praj.g_01322
OG0001456	Prar.g_01418	Praj.g_00374
OG0001458	Prar.g_01635	Praj.g_01230
OG0001459	Prar.g_01662	Praj.g_00098
OG0001461	Prar.g_01806	Praj.g_00759
OG0001464	Prar.g_01922	Praj.g_00977, Praj.g_01394
OG0001465	Prar.g_00982	Praj.g_00856
OG0001467	Prar.g_00342	Praj.g_01629
OG0001472	Prar.g_01746	Praj.g_00837
OG0001473	Prar.g_01754	Praj.g_00911
OG0001474	Prar.g_01551	Praj.g_01846
OG0001475	Prar.g_01913	Praj.g_00853
OG0001476	Prar.g_01914	Praj.g_00854
OG0001477	Prar.g_01915	Praj.g_00855
OG0001478	Prar.g_01921	Praj.g_01600
OG0001479	Prar.g_01949	Praj.g_01439
OG0001480	Prar.g_01325	Praj.g_00428
OG0001482	Prar.g_01582, Prar.g_00711	Praj.g_00453
OG0001491	Prar.g_01659	Praj.g_01061
OG0001492	Prar.g_01716	Praj.g_00803
OG0001493	Prar.g_01550	Praj.g_01847
OG0001494	Prar.g_01549	Praj.g_01848
OG0001495	Prar.g_01548	Praj.g_01849
OG0001496	Prar.g_01547	Praj.g_01850
OG0001497	Prar.g_01546	Praj.g_01851
OG0001498	Prar.g_01545	Praj.g_01852
OG0001499	Prar.g_01544	Praj.g_01853
OG0001500	Prar.g_01543	Praj.g_01854
OG0001501	Prar.g_01542	Praj.g_01855
OG0001502	Prar.g_01541	Praj.g_01856
OG0001503	Prar.g_01540	Praj.g_01857
OG0001505	Prar.g_01196	Praj.g_01238
OG0001507	Prar.g_01281	Praj.g_01479
OG0001510	Prar.g_00616	Praj.g_01973
OG0001511	Prar.g_01193	Praj.g_01372, Praj.g_01287, Praj.g_01374
OG0001515	Prar.g_01641	Praj.g_01733, Praj.g_01295
OG0001516	Prar.g_01854	Praj.g_00967
OG0001517	Prar.g_01932, Prar.g_01931	Praj.g_00082
OG0001520	Prar.g_01180	Praj.g_01118
OG0001523	Prar.g_00557	Praj.g_00093
OG0001524	Prar.g_00437	Praj.g_01207
OG0001526	Prar.g_01763	Praj.g_00871
OG0001527	Prar.g_01321	Praj.g_01270
OG0001528	Prar.g_01001	Praj.g_01738
OG0001529	Prar.g_00998	Praj.g_01260
OG0001533	Prar.g_01552	Praj.g_01208
OG0001536	Prar.g_01323	Praj.g_01052
OG0001538	Prar.g_00980	Praj.g_01544
OG0001539	Prar.g_00968	Praj.g_01219
OG0001540	Prar.g_00967	Praj.g_01186
OG0001543	Prar.g_00733	Praj.g_01215
OG0001544	Prar.g_01188	Praj.g_01168
OG0001545	Prar.g_01772	Praj.g_00883
OG0001549	Prar.g_00202	Praj.g_00167
OG0001550	Prar.g_00280	Praj.g_00342
OG0001552	Prar.g_00429	Praj.g_01173
OG0001553	Prar.g_00451	Praj.g_01225
OG0001554	Prar.g_00452	Praj.g_01034
OG0001555	Prar.g_00505	Praj.g_01044
OG0001556	Prar.g_00519	Praj.g_01496
OG0001557	Prar.g_01507	Praj.g_00668
OG0001559	Prar.g_01642	Praj.g_01150
OG0001560	Prar.g_01655	Praj.g_00983
OG0001561	Prar.g_01748	Praj.g_01299
OG0001562	Prar.g_01870	Praj.g_00729
OG0001563	Prar.g_01929	Praj.g_00092
OG0001564	Prar.g_01930	Praj.g_01028
OG0001565	Prar.g_01933	Praj.g_00737
OG0001566	Prar.g_01936	Praj.g_01043
OG0001567	Prar.g_01942	Praj.g_01237
OG0001568	Prar.g_01326	Praj.g_00081
OG0001569	Prar.g_01322	Praj.g_01137
OG0001570	Prar.g_01316	Praj.g_01142
OG0001571	Prar.g_01308	Praj.g_01172
OG0001572	Prar.g_01300	Praj.g_01216
OG0001573	Prar.g_01297	Praj.g_01058
OG0001575	Prar.g_00990	Praj.g_01296
OG0001576	Prar.g_00975	Praj.g_01164
OG0001577	Prar.g_00914	Praj.g_01866
OG0001578	Prar.g_00912	Praj.g_01574
OG0001582	Prar.g_00764	Praj.g_00988
OG0001583	Prar.g_00763	Praj.g_00745
OG0001584	Prar.g_00762	Praj.g_01498
OG0001585	Prar.g_00752	Praj.g_01724
OG0001586	Prar.g_00671	Praj.g_01560
OG0001591	Prar.g_00423	Praj.g_01095
OG0001593	Prar.g_00508	Praj.g_01193
OG0001594	Prar.g_00517	Praj.g_01494
OG0001595	Prar.g_01536	Praj.g_01241
OG0001597	Prar.g_01750	Praj.g_01350
OG0001599	Prar.g_01287	Praj.g_01843
OG0001600	Prar.g_01286	Praj.g_01503
OG0001601	Prar.g_01285	Praj.g_01502
OG0001602	Prar.g_01284	Praj.g_01501
OG0001603	Prar.g_00714	Praj.g_01140
OG0001604	Prar.g_01130	Praj.g_01349
OG0001606	Prar.g_00400	Praj.g_00385
OG0001609	Prar.g_00428	Praj.g_01740
OG0001612	Prar.g_01660	Praj.g_00741
OG0001615	Prar.g_00996	Praj.g_01123
OG0001616	Prar.g_00993	Praj.g_01330
OG0001626	Prar.g_00995	Praj.g_01124
OG0001695	Prar.g_00887	Praj.g_02052
OG0001713	Prar.g_00890	Praj.g_02053
OG0001730	Prar.g_00889	Praj.g_02057
OG0001797	Prar.g_00559	Praj.g_01179
OG0001816	Prar.g_01911	Praj.g_00863
OG0001819	Prar.g_00467	Praj.g_01567
OG0001821	Prar.g_01077	Praj.g_01906
OG0001829	Prar.g_00721	Praj.g_01292
OG0001830	Prar.g_00888	Praj.g_02056
OG0001871	Prar.g_01178	Praj.g_01268
OG0001874	Prar.g_01177	Praj.g_01074
OG0001877	Prar.g_00456	Praj.g_01385
OG0001965	Prar.g_00560	Praj.g_01088
OG0002031	Prar.g_01578	Praj.g_01729
OG0002056	Prar.g_00961	Praj.g_01190
OG0002194	Prar.g_01583	Praj.g_01303
OG0002261	Prar.g_01186	Praj.g_01361
OG0002358	Prar.g_00380	Praj.g_02043
