Orthogroup	Prbi	Syao
OG0001126	Prbi.g_01075	Syao.g_00504
OG0001127	Prbi.g_01076	Syao.g_00505
OG0001128	Prbi.g_01078	Syao.g_00508
OG0001129	Prbi.g_01079	Syao.g_00510
OG0001130	Prbi.g_01080	Syao.g_00511
OG0001131	Prbi.g_01117	Syao.g_01387
OG0001132	Prbi.g_01127	Syao.g_01221
OG0001133	Prbi.g_01161	Syao.g_01333
OG0001134	Prbi.g_01174	Syao.g_01428
OG0001135	Prbi.g_01177	Syao.g_01424
OG0001136	Prbi.g_01204	Syao.g_00126
OG0001137	Prbi.g_01215	Syao.g_00194
OG0001138	Prbi.g_01233	Syao.g_00227
OG0001139	Prbi.g_01234	Syao.g_00225
OG0001140	Prbi.g_01235	Syao.g_00224
OG0001141	Prbi.g_01236	Syao.g_00254
OG0001142	Prbi.g_01237	Syao.g_00253
OG0001143	Prbi.g_01244	Syao.g_00243
OG0001144	Prbi.g_01249	Syao.g_00276
OG0001145	Prbi.g_01383	Syao.g_01446
OG0001146	Prbi.g_01395	Syao.g_01455
OG0001147	Prbi.g_01425	Syao.g_00095
OG0001148	Prbi.g_01441	Syao.g_00038
OG0001149	Prbi.g_01442	Syao.g_00039
OG0001150	Prbi.g_01443	Syao.g_00040
OG0001151	Prbi.g_01454	Syao.g_02706
OG0001152	Prbi.g_01455	Syao.g_02707
OG0001153	Prbi.g_01622	Syao.g_00083
OG0001154	Prbi.g_01623	Syao.g_00084
OG0001155	Prbi.g_01635	Syao.g_01747
OG0001156	Prbi.g_01638	Syao.g_01744
OG0001157	Prbi.g_01639	Syao.g_01743
OG0001158	Prbi.g_01640	Syao.g_01742
OG0001159	Prbi.g_01641	Syao.g_01741
OG0001160	Prbi.g_01665	Syao.g_01579
OG0001161	Prbi.g_01678	Syao.g_02373
OG0001162	Prbi.g_01689	Syao.g_02650
OG0001163	Prbi.g_01779	Syao.g_01571
OG0001164	Prbi.g_01783	Syao.g_01564
OG0001166	Prbi.g_01806	Syao.g_01673
OG0001167	Prbi.g_01823	Syao.g_01006
OG0001168	Prbi.g_01825	Syao.g_01648
OG0001169	Prbi.g_01827	Syao.g_01646
OG0001170	Prbi.g_01829	Syao.g_01644
OG0001171	Prbi.g_01838	Syao.g_01632
OG0001172	Prbi.g_01851	Syao.g_01914
OG0001173	Prbi.g_01852	Syao.g_01915
OG0001174	Prbi.g_01860	Syao.g_01923
OG0001175	Prbi.g_01861	Syao.g_01924
OG0001176	Prbi.g_01869	Syao.g_01799
OG0001177	Prbi.g_01872	Syao.g_01802
OG0001178	Prbi.g_01877	Syao.g_01541
OG0001179	Prbi.g_01922	Syao.g_01768
OG0001180	Prbi.g_01944	Syao.g_01833
OG0001181	Prbi.g_01948	Syao.g_01829
OG0001182	Prbi.g_01955	Syao.g_01820
OG0001183	Prbi.g_01959	Syao.g_01851
OG0001184	Prbi.g_01975	Syao.g_02264
OG0001185	Prbi.g_01989	Syao.g_02147
OG0001186	Prbi.g_02012	Syao.g_02173
OG0001187	Prbi.g_02028	Syao.g_02171
OG0001188	Prbi.g_02031	Syao.g_02169
OG0001189	Prbi.g_02048	Syao.g_02215
OG0001190	Prbi.g_02052	Syao.g_02436
OG0001191	Prbi.g_02062	Syao.g_02449
OG0001192	Prbi.g_02067	Syao.g_02367
OG0001193	Prbi.g_02077	Syao.g_02284
OG0001194	Prbi.g_02078	Syao.g_02285
OG0001195	Prbi.g_02079	Syao.g_02286
OG0001196	Prbi.g_02092	Syao.g_02341
OG0001197	Prbi.g_02093	Syao.g_02343
OG0001198	Prbi.g_02100	Syao.g_02158
OG0001199	Prbi.g_00081	Syao.g_02623
OG0001200	Prbi.g_00083	Syao.g_02625
OG0001201	Prbi.g_00115	Syao.g_02601
OG0001202	Prbi.g_00223	Syao.g_02461
OG0001203	Prbi.g_00262	Syao.g_00296, Syao.g_01705
OG0001204	Prbi.g_00267	Syao.g_02117
OG0001205	Prbi.g_00446	Syao.g_01620
OG0001206	Prbi.g_00464	Syao.g_02701, Syao.g_02702
OG0001207	Prbi.g_00480	Syao.g_00035
OG0001208	Prbi.g_00485	Syao.g_00026
OG0001209	Prbi.g_00538	Syao.g_01415
OG0001210	Prbi.g_00543	Syao.g_00882
OG0001211	Prbi.g_00553	Syao.g_00861
OG0001212	Prbi.g_00598	Syao.g_01001
OG0001213	Prbi.g_00631	Syao.g_01322
OG0001214	Prbi.g_00640	Syao.g_00896
OG0001215	Prbi.g_00693	Syao.g_00700
OG0001216	Prbi.g_00747	Syao.g_00492
OG0001218	Prbi.g_00800	Syao.g_00092
OG0001219	Prbi.g_00835	Syao.g_00651
OG0001220	Prbi.g_00899	Syao.g_00393
OG0001221	Prbi.g_00962	Syao.g_01657
OG0001222	Prbi.g_01001	Syao.g_00687
OG0001223	Prbi.g_01027	Syao.g_00820
OG0001224	Prbi.g_01082	Syao.g_00427
OG0001226	Prbi.g_01111	Syao.g_02633
OG0001227	Prbi.g_01130	Syao.g_01047
OG0001228	Prbi.g_01252	Syao.g_02256
OG0001229	Prbi.g_01437	Syao.g_00220
OG0001230	Prbi.g_01581	Syao.g_01503
OG0001231	Prbi.g_01687	Syao.g_02254
OG0001232	Prbi.g_01810	Syao.g_01664
OG0001233	Prbi.g_01830	Syao.g_01643
OG0001234	Prbi.g_01864	Syao.g_02035
OG0001235	Prbi.g_01874	Syao.g_01863
OG0001236	Prbi.g_01972	Syao.g_02261
OG0001237	Prbi.g_01976	Syao.g_02265
OG0001238	Prbi.g_02063	Syao.g_02451
OG0001239	Prbi.g_00078	Syao.g_02620
OG0001240	Prbi.g_00100	Syao.g_02669
OG0001242	Prbi.g_00127	Syao.g_02576
OG0001243	Prbi.g_00133	Syao.g_02584
OG0001244	Prbi.g_00149	Syao.g_02477
OG0001245	Prbi.g_00404	Syao.g_00362
OG0001247	Prbi.g_00686	Syao.g_00390
OG0001249	Prbi.g_00825	Syao.g_01882
OG0001250	Prbi.g_00888	Syao.g_00556
OG0001251	Prbi.g_00935	Syao.g_00641
OG0001252	Prbi.g_01077	Syao.g_00507
OG0001253	Prbi.g_01131	Syao.g_01220
OG0001254	Prbi.g_01176	Syao.g_01426
OG0001255	Prbi.g_01191	Syao.g_00920
OG0001256	Prbi.g_01680	Syao.g_01572
OG0001257	Prbi.g_01686	Syao.g_00414
OG0001258	Prbi.g_01784	Syao.g_01561
OG0001259	Prbi.g_01828	Syao.g_01645
OG0001260	Prbi.g_01844	Syao.g_01623
OG0001261	Prbi.g_01930	Syao.g_01814
OG0001262	Prbi.g_02046	Syao.g_02213
OG0001263	Prbi.g_00136	Syao.g_02541
OG0001265	Prbi.g_00126	Syao.g_02574
OG0001266	Prbi.g_00227	Syao.g_02465
OG0001267	Prbi.g_00304	Syao.g_02063
OG0001268	Prbi.g_00363	Syao.g_01871
OG0001270	Prbi.g_00435	Syao.g_01733
OG0001271	Prbi.g_00475	Syao.g_02685
OG0001272	Prbi.g_00489	Syao.g_00120
OG0001274	Prbi.g_00707	Syao.g_02401
OG0001275	Prbi.g_01037	Syao.g_00806
OG0001276	Prbi.g_01061	Syao.g_00450
OG0001277	Prbi.g_01119	Syao.g_01334
OG0001278	Prbi.g_01257	Syao.g_00265
OG0001279	Prbi.g_01332	Syao.g_01528
OG0001281	Prbi.g_01396	Syao.g_01454
OG0001282	Prbi.g_01440	Syao.g_00037
OG0001283	Prbi.g_01459	Syao.g_02335
OG0001284	Prbi.g_01660	Syao.g_01587
OG0001285	Prbi.g_01813	Syao.g_01010
OG0001286	Prbi.g_01942	Syao.g_01835
OG0001288	Prbi.g_02005	Syao.g_02187
OG0001289	Prbi.g_00094	Syao.g_02649
OG0001291	Prbi.g_00143	Syao.g_02551
OG0001292	Prbi.g_00272	Syao.g_02111
OG0001293	Prbi.g_00285	Syao.g_02091
OG0001294	Prbi.g_00402	Syao.g_00948
OG0001295	Prbi.g_00469	Syao.g_00878
OG0001296	Prbi.g_00512	Syao.g_00163
OG0001297	Prbi.g_00517	Syao.g_00159
OG0001298	Prbi.g_00579	Syao.g_01043
OG0001299	Prbi.g_00669	Syao.g_00942
OG0001302	Prbi.g_00834	Syao.g_02711
OG0001303	Prbi.g_01041	Syao.g_00649
OG0001304	Prbi.g_01071	Syao.g_00466
OG0001305	Prbi.g_01090	Syao.g_00382
OG0001306	Prbi.g_01193	Syao.g_00141
OG0001308	Prbi.g_01601	Syao.g_01500
OG0001310	Prbi.g_01799	Syao.g_01681
OG0001311	Prbi.g_01063	Syao.g_00452
OG0001312	Prbi.g_00990	Syao.g_00635
OG0001314	Prbi.g_00723, Prbi.g_00783	Syao.g_01276
OG0001315	Prbi.g_00068	Syao.g_01853
OG0001317	Prbi.g_00258	Syao.g_01701
OG0001318	Prbi.g_00280	Syao.g_02099
OG0001319	Prbi.g_00296	Syao.g_02075
OG0001323	Prbi.g_00522	Syao.g_01392
OG0001325	Prbi.g_00750	Syao.g_00487
OG0001326	Prbi.g_00923	Syao.g_02293
OG0001327	Prbi.g_01102	Syao.g_00953
OG0001328	Prbi.g_01129	Syao.g_00198
OG0001329	Prbi.g_01169	Syao.g_00876
OG0001330	Prbi.g_01362	Syao.g_01444
OG0001331	Prbi.g_01445	Syao.g_00042
OG0001332	Prbi.g_01633	Syao.g_01244
OG0001333	Prbi.g_01824	Syao.g_01649
OG0001335	Prbi.g_01963	Syao.g_01913
OG0001336	Prbi.g_02089	Syao.g_02336
OG0001340	Prbi.g_00352	Syao.g_01892
OG0001341	Prbi.g_00790	Syao.g_00602
OG0001343	Prbi.g_00932	Syao.g_01235
OG0001345	Prbi.g_01226	Syao.g_00179
OG0001351	Prbi.g_00455	Syao.g_00060
OG0001353	Prbi.g_00879	Syao.g_00439
OG0001354	Prbi.g_01019	Syao.g_00833
OG0001356	Prbi.g_01301	Syao.g_00301
OG0001358	Prbi.g_00622	Syao.g_01343
OG0001359	Prbi.g_00933	Syao.g_01234
OG0001360	Prbi.g_01132	Syao.g_00177
OG0001361	Prbi.g_01223	Syao.g_00182
OG0001364	Prbi.g_01965	Syao.g_01969
OG0001365	Prbi.g_02056	Syao.g_02441
OG0001369	Prbi.g_01522, Prbi.g_00099	Syao.g_02668
OG0001371	Prbi.g_00682	Syao.g_02638
OG0001372	Prbi.g_00799	Syao.g_00368
OG0001373	Prbi.g_00922	Syao.g_02291, Syao.g_02292
OG0001374	Prbi.g_00930	Syao.g_02300
OG0001375	Prbi.g_00931	Syao.g_01236
OG0001376	Prbi.g_01096	Syao.g_00617
OG0001377	Prbi.g_01097	Syao.g_00618
OG0001378	Prbi.g_01141	Syao.g_01732
OG0001379	Prbi.g_01385	Syao.g_01441
OG0001380	Prbi.g_01427	Syao.g_00360
OG0001382	Prbi.g_01699	Syao.g_00766
OG0001385	Prbi.g_00919	Syao.g_02288
OG0001386	Prbi.g_00920	Syao.g_02289
OG0001387	Prbi.g_00921	Syao.g_02290
OG0001388	Prbi.g_00924	Syao.g_02294
OG0001389	Prbi.g_00925	Syao.g_02295
OG0001390	Prbi.g_00926	Syao.g_02296
OG0001391	Prbi.g_00927	Syao.g_02297
OG0001392	Prbi.g_00928	Syao.g_02298
OG0001393	Prbi.g_00929	Syao.g_02299
OG0001394	Prbi.g_00966	Syao.g_00983
OG0001395	Prbi.g_01073	Syao.g_00470
OG0001399	Prbi.g_01866	Syao.g_01861
OG0001402	Prbi.g_00808	Syao.g_01338
OG0001403	Prbi.g_00030	Syao.g_02235
OG0001405	Prbi.g_00350	Syao.g_01911
OG0001406	Prbi.g_01095	Syao.g_00616
OG0001407	Prbi.g_01109	Syao.g_00519
OG0001408	Prbi.g_01114	Syao.g_01384
OG0001415	Prbi.g_00255	Syao.g_00999
OG0001416	Prbi.g_00460	Syao.g_01223
OG0001417	Prbi.g_00471	Syao.g_00657
OG0001418	Prbi.g_00687	Syao.g_00212
OG0001419	Prbi.g_01110	Syao.g_00520
OG0001420	Prbi.g_01150	Syao.g_01403
OG0001422	Prbi.g_01705	Syao.g_00284
OG0001423	Prbi.g_01567, Prbi.g_02024	Syao.g_00722
OG0001425	Prbi.g_02066	Syao.g_02366
OG0001429	Prbi.g_00836	Syao.g_00648
OG0001432	Prbi.g_01673	Syao.g_01219
OG0001433	Prbi.g_01302	Syao.g_00300
OG0001435	Prbi.g_00947	Syao.g_00961
OG0001437	Prbi.g_00254	Syao.g_00998
OG0001438	Prbi.g_00317	Syao.g_02049
OG0001439	Prbi.g_00331	Syao.g_02026
OG0001441	Prbi.g_00524	Syao.g_01394
OG0001442	Prbi.g_00781	Syao.g_00738
OG0001447	Prbi.g_00134	Syao.g_02585
OG0001449	Prbi.g_00421	Syao.g_01691
OG0001452	Prbi.g_00937	Syao.g_02104
OG0001453	Prbi.g_01031	Syao.g_00814
OG0001454	Prbi.g_01125	Syao.g_01295
OG0001456	Prbi.g_01184	Syao.g_00708
OG0001457	Prbi.g_01185	Syao.g_00709
OG0001458	Prbi.g_01186	Syao.g_00710
OG0001459	Prbi.g_01344	Syao.g_00583
OG0001460	Prbi.g_01303	Syao.g_00299
OG0001461	Prbi.g_01545	Syao.g_00788
OG0001462	Prbi.g_00034	Syao.g_02228
OG0001467	Prbi.g_00826	Syao.g_01225
OG0001468	Prbi.g_01100	Syao.g_00604
OG0001471	Prbi.g_01676	Syao.g_02031
OG0001473	Prbi.g_02013	Syao.g_00621
OG0001474	Prbi.g_00364	Syao.g_01870
OG0001475	Prbi.g_01472	Syao.g_02177
OG0001479	Prbi.g_00361	Syao.g_01873
OG0001486	Prbi.g_01205	Syao.g_00125
OG0001492	Prbi.g_01254	Syao.g_00268
OG0001493	Prbi.g_01262	Syao.g_00260
OG0001495	Prbi.g_01871	Syao.g_01803
OG0001502	Prbi.g_00817	Syao.g_00526
OG0001507	Prbi.g_01739	Syao.g_00874
OG0001508	Prbi.g_01473	Syao.g_02174
OG0001513	Prbi.g_01761	Syao.g_02457
OG0001520	Prbi.g_00416	Syao.g_01044
OG0001522	Prbi.g_00880	Syao.g_00568
OG0001526	Prbi.g_01278	Syao.g_02559
OG0001546	Prbi.g_00527	Syao.g_01397
OG0001547	Prbi.g_00819	Syao.g_00570
OG0001553	Prbi.g_01586	Syao.g_01510
OG0001554	Prbi.g_01682	Syao.g_00323
OG0001557	Prbi.g_00967	Syao.g_00984
OG0001564	Prbi.g_01485	Syao.g_01231, Syao.g_00883
OG0001566	Prbi.g_00679	Syao.g_01198
OG0001567	Prbi.g_00818	Syao.g_00571
OG0001568	Prbi.g_00820	Syao.g_00569
OG0001570	Prbi.g_01152	Syao.g_00286
OG0001572	Prbi.g_01326	Syao.g_00721
OG0001584	Prbi.g_00982	Syao.g_00746
OG0001587	Prbi.g_01846	Syao.g_01693
OG0001590	Prbi.g_01538	Syao.g_00889
OG0001605	Prbi.g_01054	Syao.g_01284
OG0001613	Prbi.g_01957	Syao.g_01854
OG0001625	Prbi.g_00282	Syao.g_02097
OG0001627	Prbi.g_00797	Syao.g_01698
OG0001647	Prbi.g_00297	Syao.g_02073
OG0001695	Prbi.g_01299, Prbi.g_01550	Syao.g_02308
OG0001701	Prbi.g_01279	Syao.g_02561
OG0001740	Prbi.g_01298, Prbi.g_01551	Syao.g_02310
OG0001775	Prbi.g_01112	Syao.g_00655
OG0001782	Prbi.g_00739	Syao.g_01965
OG0002001	Prbi.g_00771	Syao.g_02677, Syao.g_02352
OG0002020	Prbi.g_01297, Prbi.g_01552	Syao.g_02320
OG0002021	Prbi.g_01295, Prbi.g_01554	Syao.g_02322
OG0002022	Prbi.g_01294, Prbi.g_01555	Syao.g_02323
OG0002023	Prbi.g_01293, Prbi.g_01556	Syao.g_02324
OG0002024	Prbi.g_01289, Prbi.g_01560	Syao.g_02317
OG0002054	Prbi.g_01288, Prbi.g_01561	Syao.g_02318
OG0002055	Prbi.g_01291, Prbi.g_01558	Syao.g_02315
OG0002131	Prbi.g_01296, Prbi.g_01553	Syao.g_02321
OG0002132	Prbi.g_01292, Prbi.g_01557	Syao.g_02314
OG0002133	Prbi.g_01290, Prbi.g_01559	Syao.g_02316
OG0002178	Prbi.g_01286, Prbi.g_01563	Syao.g_02313
OG0002295	Prbi.g_01533	Syao.g_00719
OG0002295	Prbi.g_01284, Prbi.g_01565	Syao.g_02357
OG0002364	Prbi.g_00837	Syao.g_00647
OG0002416	Prbi.g_01269	Syao.g_00367
OG0002486	Prbi.g_00738	Syao.g_01966
OG0002692	Prbi.g_01722	Syao.g_00365
OG0002722	Prbi.g_00742	Syao.g_01111, Syao.g_01996, Syao.g_01986, Syao.g_01112
OG0002778	Prbi.g_00737	Syao.g_01967
OG0002896	Prbi.g_01468	Syao.g_01170
OG0003086	Prbi.g_00733, Prbi.g_01532	Syao.g_00718
OG0005701	Prbi.g_00156	Syao.g_00720
