Orthogroup	Prbi	Syag
OG0001119	Prbi.g_01024	Syag.g_00837
OG0001120	Prbi.g_01026	Syag.g_00841
OG0001121	Prbi.g_01172, Prbi.g_01029	Syag.g_01584
OG0001122	Prbi.g_01058	Syag.g_00867
OG0001123	Prbi.g_01062	Syag.g_00875
OG0001124	Prbi.g_01064	Syag.g_00877
OG0001125	Prbi.g_01065	Syag.g_00879
OG0001126	Prbi.g_01075	Syag.g_00957
OG0001127	Prbi.g_01076	Syag.g_00958
OG0001128	Prbi.g_01078	Syag.g_00961
OG0001129	Prbi.g_01079	Syag.g_00963
OG0001130	Prbi.g_01080	Syag.g_00964
OG0001131	Prbi.g_01117	Syag.g_00624
OG0001132	Prbi.g_01127	Syag.g_00096
OG0001133	Prbi.g_01161	Syag.g_00380
OG0001134	Prbi.g_01174	Syag.g_02164
OG0001135	Prbi.g_01177	Syag.g_00147
OG0001136	Prbi.g_01204	Syag.g_01144
OG0001137	Prbi.g_01215	Syag.g_01123
OG0001138	Prbi.g_01233	Syag.g_01090
OG0001139	Prbi.g_01234	Syag.g_01088
OG0001140	Prbi.g_01235	Syag.g_01087
OG0001141	Prbi.g_01236	Syag.g_01086
OG0001142	Prbi.g_01237	Syag.g_01085
OG0001143	Prbi.g_01244	Syag.g_01077
OG0001144	Prbi.g_01249	Syag.g_01064
OG0001145	Prbi.g_01383	Syag.g_01169
OG0001146	Prbi.g_01395	Syag.g_01218
OG0001147	Prbi.g_01425	Syag.g_01360
OG0001148	Prbi.g_01441	Syag.g_01539
OG0001149	Prbi.g_01442	Syag.g_01540
OG0001150	Prbi.g_01443	Syag.g_01541
OG0001151	Prbi.g_01454	Syag.g_01554
OG0001152	Prbi.g_01455	Syag.g_01555
OG0001153	Prbi.g_01622	Syag.g_01375
OG0001154	Prbi.g_01623	Syag.g_01374
OG0001155	Prbi.g_01635	Syag.g_01616
OG0001156	Prbi.g_01638	Syag.g_01619
OG0001157	Prbi.g_01639	Syag.g_01620
OG0001158	Prbi.g_01640	Syag.g_01621
OG0001159	Prbi.g_01641	Syag.g_01622, Syag.g_01625
OG0001160	Prbi.g_01665	Syag.g_01666
OG0001161	Prbi.g_01678	Syag.g_02163
OG0001162	Prbi.g_01689	Syag.g_01238
OG0001163	Prbi.g_01779	Syag.g_01674
OG0001164	Prbi.g_01783	Syag.g_01680
OG0001166	Prbi.g_01806	Syag.g_01715
OG0001167	Prbi.g_01823	Syag.g_02383
OG0001168	Prbi.g_01825	Syag.g_01740
OG0001169	Prbi.g_01827	Syag.g_01742
OG0001170	Prbi.g_01829	Syag.g_01744
OG0001171	Prbi.g_01838	Syag.g_01755
OG0001172	Prbi.g_01851	Syag.g_02693
OG0001173	Prbi.g_01852	Syag.g_02694
OG0001174	Prbi.g_01860	Syag.g_02703
OG0001175	Prbi.g_01861	Syag.g_02704
OG0001176	Prbi.g_01869	Syag.g_02723
OG0001177	Prbi.g_01872	Syag.g_02720
OG0001178	Prbi.g_01877	Syag.g_01694
OG0001179	Prbi.g_01922	Syag.g_02754
OG0001180	Prbi.g_01944	Syag.g_02780
OG0001181	Prbi.g_01948	Syag.g_02784
OG0001182	Prbi.g_01955	Syag.g_02793
OG0001183	Prbi.g_01959	Syag.g_02798
OG0001184	Prbi.g_01975	Syag.g_02428
OG0001185	Prbi.g_01989	Syag.g_02399
OG0001186	Prbi.g_02012	Syag.g_02364
OG0001187	Prbi.g_02028	Syag.g_02361
OG0001188	Prbi.g_02031	Syag.g_02359
OG0001189	Prbi.g_02048	Syag.g_02334
OG0001190	Prbi.g_02052	Syag.g_02126
OG0001191	Prbi.g_02062	Syag.g_02142
OG0001192	Prbi.g_02067	Syag.g_02149
OG0001193	Prbi.g_02077	Syag.g_02182
OG0001194	Prbi.g_02078	Syag.g_02185
OG0001195	Prbi.g_02079	Syag.g_02186
OG0001196	Prbi.g_02092	Syag.g_02254
OG0001197	Prbi.g_02093	Syag.g_02256
OG0001198	Prbi.g_02100	Syag.g_02269
OG0001199	Prbi.g_00081	Syag.g_01825
OG0001200	Prbi.g_00083	Syag.g_01827
OG0001201	Prbi.g_00115	Syag.g_01886
OG0001202	Prbi.g_00223	Syag.g_02032
OG0001203	Prbi.g_00262	Syag.g_01783
OG0001204	Prbi.g_00267	Syag.g_02673
OG0001206	Prbi.g_00464	Syag.g_01328
OG0001207	Prbi.g_00480	Syag.g_01536
OG0001208	Prbi.g_00485	Syag.g_01526
OG0001209	Prbi.g_00538	Syag.g_01451
OG0001210	Prbi.g_00543	Syag.g_01442
OG0001211	Prbi.g_00553	Syag.g_00272
OG0001212	Prbi.g_00598	Syag.g_00334
OG0001213	Prbi.g_00631	Syag.g_00394
OG0001214	Prbi.g_00640	Syag.g_00412
OG0001215	Prbi.g_00693	Syag.g_01014
OG0001216	Prbi.g_00747	Syag.g_00920
OG0001217	Prbi.g_00792	Syag.g_00151
OG0001218	Prbi.g_00800	Syag.g_01364
OG0001219	Prbi.g_00835	Syag.g_00767
OG0001220	Prbi.g_00899	Syag.g_00743
OG0001221	Prbi.g_00962	Syag.g_00628
OG0001222	Prbi.g_01001	Syag.g_00797
OG0001223	Prbi.g_01027	Syag.g_00843
OG0001224	Prbi.g_01082	Syag.g_00969
OG0001225	Prbi.g_01084	Syag.g_00971
OG0001226	Prbi.g_01111	Syag.g_01835
OG0001227	Prbi.g_01130	Syag.g_01240
OG0001228	Prbi.g_01252	Syag.g_00709
OG0001229	Prbi.g_01437	Syag.g_00997
OG0001230	Prbi.g_01581	Syag.g_01430
OG0001231	Prbi.g_01687	Syag.g_02289
OG0001232	Prbi.g_01810	Syag.g_01724
OG0001233	Prbi.g_01830	Syag.g_01745
OG0001234	Prbi.g_01864	Syag.g_02708
OG0001235	Prbi.g_01874	Syag.g_02715
OG0001236	Prbi.g_01972	Syag.g_02432
OG0001237	Prbi.g_01976	Syag.g_02426
OG0001238	Prbi.g_02063	Syag.g_02144
OG0001239	Prbi.g_00078	Syag.g_01822
OG0001240	Prbi.g_00100	Syag.g_01869
OG0001241	Prbi.g_00108	Syag.g_01879
OG0001243	Prbi.g_00133	Syag.g_01920
OG0001244	Prbi.g_00149	Syag.g_01948
OG0001245	Prbi.g_00404	Syag.g_00213
OG0001246	Prbi.g_00507	Syag.g_01498
OG0001247	Prbi.g_00686	Syag.g_00710
OG0001248	Prbi.g_00688	Syag.g_00175
OG0001249	Prbi.g_00825	Syag.g_02837
OG0001250	Prbi.g_00888	Syag.g_00725
OG0001251	Prbi.g_00935	Syag.g_00472
OG0001252	Prbi.g_01077	Syag.g_00960
OG0001253	Prbi.g_01131	Syag.g_00094
OG0001254	Prbi.g_01176	Syag.g_02165
OG0001255	Prbi.g_01191	Syag.g_00440
OG0001256	Prbi.g_01680	Syag.g_01673
OG0001257	Prbi.g_01686	Syag.g_00217, Syag.g_00176
OG0001258	Prbi.g_01784	Syag.g_01683
OG0001259	Prbi.g_01828	Syag.g_01743
OG0001260	Prbi.g_01844	Syag.g_01763
OG0001261	Prbi.g_01930	Syag.g_02763
OG0001262	Prbi.g_02046	Syag.g_02336
OG0001263	Prbi.g_00136	Syag.g_01923
OG0001265	Prbi.g_00126	Syag.g_01910
OG0001266	Prbi.g_00227	Syag.g_02036
OG0001267	Prbi.g_00304	Syag.g_02598
OG0001268	Prbi.g_00363	Syag.g_02850
OG0001269	Prbi.g_00383	Syag.g_00480
OG0001270	Prbi.g_00435	Syag.g_00030
OG0001271	Prbi.g_00475	Syag.g_01353
OG0001272	Prbi.g_00489	Syag.g_01522
OG0001273	Prbi.g_00634	Syag.g_00405
OG0001274	Prbi.g_00707	Syag.g_02076
OG0001275	Prbi.g_01037	Syag.g_00857
OG0001276	Prbi.g_01061	Syag.g_00874
OG0001278	Prbi.g_01257	Syag.g_01054
OG0001279	Prbi.g_01332	Syag.g_00490
OG0001280	Prbi.g_01390	Syag.g_01189
OG0001281	Prbi.g_01396	Syag.g_01219
OG0001282	Prbi.g_01440	Syag.g_01538
OG0001283	Prbi.g_01459	Syag.g_02248
OG0001284	Prbi.g_01660	Syag.g_01656
OG0001285	Prbi.g_01813	Syag.g_00142, Syag.g_02205
OG0001286	Prbi.g_01942	Syag.g_02778
OG0001287	Prbi.g_01996	Syag.g_02391
OG0001288	Prbi.g_02005	Syag.g_02373
OG0001289	Prbi.g_00094	Syag.g_01850
OG0001290	Prbi.g_00107	Syag.g_01878
OG0001291	Prbi.g_00143	Syag.g_01933
OG0001292	Prbi.g_00272	Syag.g_02667
OG0001293	Prbi.g_00285	Syag.g_02625
OG0001294	Prbi.g_00402	Syag.g_00593
OG0001295	Prbi.g_00469	Syag.g_00968
OG0001296	Prbi.g_00512	Syag.g_01492
OG0001297	Prbi.g_00517	Syag.g_01488
OG0001298	Prbi.g_00579	Syag.g_00309
OG0001299	Prbi.g_00669	Syag.g_00582
OG0001300	Prbi.g_00696	Syag.g_01003
OG0001301	Prbi.g_00699	Syag.g_00987
OG0001302	Prbi.g_00834	Syag.g_00442
OG0001303	Prbi.g_01041	Syag.g_00769
OG0001304	Prbi.g_01071	Syag.g_00890
OG0001305	Prbi.g_01090	Syag.g_00981
OG0001306	Prbi.g_01193	Syag.g_01160
OG0001307	Prbi.g_01422	Syag.g_00577
OG0001308	Prbi.g_01601	Syag.g_01406
OG0001309	Prbi.g_01684	Syag.g_01482
OG0001311	Prbi.g_01063	Syag.g_00876
OG0001312	Prbi.g_00990	Syag.g_00779
OG0001314	Prbi.g_00723, Prbi.g_00783	Syag.g_00118
OG0001315	Prbi.g_00068	Syag.g_02796
OG0001316	Prbi.g_00148	Syag.g_01940
OG0001317	Prbi.g_00258	Syag.g_01787
OG0001318	Prbi.g_00280	Syag.g_02633
OG0001319	Prbi.g_00296	Syag.g_02609
OG0001321	Prbi.g_00452	Syag.g_00050
OG0001322	Prbi.g_00453	Syag.g_00051
OG0001323	Prbi.g_00522	Syag.g_01479
OG0001324	Prbi.g_00697	Syag.g_01002
OG0001325	Prbi.g_00750	Syag.g_00916
OG0001326	Prbi.g_00923	Syag.g_02190, Syag.g_02195
OG0001328	Prbi.g_01129	Syag.g_00620
OG0001329	Prbi.g_01169	Syag.g_00498
OG0001330	Prbi.g_01362	Syag.g_01181
OG0001331	Prbi.g_01445	Syag.g_01543
OG0001332	Prbi.g_01633	Syag.g_01611
OG0001333	Prbi.g_01824	Syag.g_01739
OG0001334	Prbi.g_01962	Syag.g_02807
OG0001335	Prbi.g_01963	Syag.g_02808
OG0001336	Prbi.g_02089	Syag.g_02249
OG0001339	Prbi.g_00110	Syag.g_01881
OG0001341	Prbi.g_00790	Syag.g_00233
OG0001343	Prbi.g_00932	Syag.g_00562
OG0001344	Prbi.g_01211	Syag.g_01136
OG0001345	Prbi.g_01226	Syag.g_01108
OG0001346	Prbi.g_01392	Syag.g_01193
OG0001348	Prbi.g_01707	Syag.g_00941
OG0001349	Prbi.g_01590	Syag.g_02479
OG0001351	Prbi.g_00455	Syag.g_00055
OG0001352	Prbi.g_00683	Syag.g_01459
OG0001353	Prbi.g_00879	Syag.g_00716
OG0001354	Prbi.g_01019	Syag.g_00830
OG0001356	Prbi.g_01301	Syag.g_00942
OG0001358	Prbi.g_00622	Syag.g_00374
OG0001359	Prbi.g_00933	Syag.g_00561
OG0001360	Prbi.g_01132	Syag.g_01106
OG0001361	Prbi.g_01223	Syag.g_01111
OG0001364	Prbi.g_01965	Syag.g_02448
OG0001365	Prbi.g_02056	Syag.g_02131
OG0001369	Prbi.g_01522, Prbi.g_00099	Syag.g_01868
OG0001370	Prbi.g_00461	Syag.g_01660, Syag.g_01395, Syag.g_02204
OG0001373	Prbi.g_00922	Syag.g_02194
OG0001374	Prbi.g_00930	Syag.g_02202
OG0001375	Prbi.g_00931	Syag.g_00563
OG0001376	Prbi.g_01096	Syag.g_02153
OG0001377	Prbi.g_01097	Syag.g_02152
OG0001378	Prbi.g_01141	Syag.g_00028
OG0001379	Prbi.g_01385	Syag.g_01183
OG0001380	Prbi.g_01427	Syag.g_00252
OG0001385	Prbi.g_00919	Syag.g_02191
OG0001386	Prbi.g_00920	Syag.g_02192
OG0001387	Prbi.g_00921	Syag.g_02193
OG0001388	Prbi.g_00924	Syag.g_02196
OG0001389	Prbi.g_00925	Syag.g_02197
OG0001390	Prbi.g_00926	Syag.g_02198
OG0001391	Prbi.g_00927	Syag.g_02199
OG0001392	Prbi.g_00928	Syag.g_02200
OG0001393	Prbi.g_00929	Syag.g_02201
OG0001394	Prbi.g_00966	Syag.g_00635
OG0001395	Prbi.g_01073	Syag.g_00898
OG0001402	Prbi.g_00808	Syag.g_00379
OG0001403	Prbi.g_00030	Syag.g_02308
OG0001404	Prbi.g_00075	Syag.g_01818
OG0001405	Prbi.g_00350	Syag.g_02810
OG0001406	Prbi.g_01095	Syag.g_02154
OG0001408	Prbi.g_01114	Syag.g_00450
OG0001409	Prbi.g_01214	Syag.g_01125
OG0001410	Prbi.g_01423	Syag.g_00576
OG0001413	Prbi.g_01675	Syag.g_00224
OG0001416	Prbi.g_00460	Syag.g_01198
OG0001417	Prbi.g_00471	Syag.g_00829
OG0001419	Prbi.g_01110	Syag.g_01466
OG0001420	Prbi.g_01150	Syag.g_01465
OG0001425	Prbi.g_02066	Syag.g_02148
OG0001428	Prbi.g_00196	Syag.g_01981
OG0001429	Prbi.g_00836	Syag.g_00770
OG0001432	Prbi.g_01673	Syag.g_00448
OG0001433	Prbi.g_01302	Syag.g_00943
OG0001435	Prbi.g_00947	Syag.g_00605
OG0001438	Prbi.g_00317	Syag.g_02583
OG0001439	Prbi.g_00331	Syag.g_02554
OG0001442	Prbi.g_00781	Syag.g_00648
OG0001447	Prbi.g_00134	Syag.g_01921
OG0001448	Prbi.g_00391	Syag.g_01350
OG0001449	Prbi.g_00421	Syag.g_02676
OG0001452	Prbi.g_00937	Syag.g_02638
OG0001453	Prbi.g_01031	Syag.g_00849
OG0001454	Prbi.g_01125	Syag.g_00204
OG0001456	Prbi.g_01184	Syag.g_02212
OG0001457	Prbi.g_01185	Syag.g_02213
OG0001458	Prbi.g_01186	Syag.g_02214
OG0001459	Prbi.g_01344	Syag.g_00535
OG0001460	Prbi.g_01303	Syag.g_00944
OG0001461	Prbi.g_01545	Syag.g_00521
OG0001462	Prbi.g_00034	Syag.g_02315
OG0001465	Prbi.g_00706	Syag.g_00940
OG0001467	Prbi.g_00826	Syag.g_01322
OG0001471	Prbi.g_01676	Syag.g_02563
OG0001472	Prbi.g_01683	Syag.g_00104
OG0001473	Prbi.g_02013	Syag.g_00471
OG0001474	Prbi.g_00364	Syag.g_02851
OG0001475	Prbi.g_01472	Syag.g_02418
OG0001479	Prbi.g_00361	Syag.g_02848
OG0001480	Prbi.g_00393	Syag.g_00451
OG0001482	Prbi.g_00458	Syag.g_00839
OG0001484	Prbi.g_01369	Syag.g_02203
OG0001486	Prbi.g_01205	Syag.g_01143
OG0001492	Prbi.g_01254	Syag.g_01057
OG0001493	Prbi.g_01262	Syag.g_01045
OG0001494	Prbi.g_01512	Syag.g_02489
OG0001495	Prbi.g_01871	Syag.g_02719
OG0001502	Prbi.g_00817	Syag.g_00739
OG0001504	Prbi.g_01345	Syag.g_00534
OG0001507	Prbi.g_01739	Syag.g_01794, Syag.g_00083
OG0001508	Prbi.g_01473	Syag.g_02421
OG0001513	Prbi.g_01761	Syag.g_02427
OG0001520	Prbi.g_00416	Syag.g_00294
OG0001546	Prbi.g_00527	Syag.g_01473
OG0001547	Prbi.g_00819	Syag.g_00753
OG0001551	Prbi.g_01183	Syag.g_01019
OG0001553	Prbi.g_01586	Syag.g_01424
OG0001554	Prbi.g_01682	Syag.g_02124
OG0001557	Prbi.g_00967	Syag.g_00636
OG0001564	Prbi.g_01485	Syag.g_02208
OG0001567	Prbi.g_00818	Syag.g_00752
OG0001568	Prbi.g_00820	Syag.g_00754
OG0001572	Prbi.g_01326	Syag.g_00086
OG0001582	Prbi.g_00470	Syag.g_00198
OG0001590	Prbi.g_01538	Syag.g_00404, Syag.g_00519, Syag.g_00497
OG0001602	Prbi.g_00705	Syag.g_00939
OG0001625	Prbi.g_00282	Syag.g_02631
OG0001633	Prbi.g_01436	Syag.g_01608
OG0001647	Prbi.g_00297	Syag.g_02607
OG0001695	Prbi.g_01299, Prbi.g_01550	Syag.g_02232
OG0001704	Prbi.g_02023	Syag.g_02512
OG0001709	Prbi.g_01498	Syag.g_02478
OG0001740	Prbi.g_01298, Prbi.g_01551	Syag.g_02235
OG0001758	Prbi.g_01756	Syag.g_00524
OG0001770	Prbi.g_01537	Syag.g_00523
OG0001875	Prbi.g_01757	Syag.g_00525
OG0001876	Prbi.g_01758	Syag.g_00526
OG0001919	Prbi.g_00418	Syag.g_00444
OG0002020	Prbi.g_01297, Prbi.g_01552	Syag.g_02228
OG0002021	Prbi.g_01295, Prbi.g_01554	Syag.g_02226
OG0002022	Prbi.g_01294, Prbi.g_01555	Syag.g_02225
OG0002023	Prbi.g_01293, Prbi.g_01556	Syag.g_02224
OG0002024	Prbi.g_01289, Prbi.g_01560	Syag.g_02217
OG0002054	Prbi.g_01288, Prbi.g_01561	Syag.g_02216
OG0002055	Prbi.g_01291, Prbi.g_01558	Syag.g_02219
OG0002131	Prbi.g_01296, Prbi.g_01553	Syag.g_02227
OG0002132	Prbi.g_01292, Prbi.g_01557	Syag.g_02220
OG0002133	Prbi.g_01290, Prbi.g_01559	Syag.g_02218
OG0002178	Prbi.g_01286, Prbi.g_01563	Syag.g_02222
OG0002380	Prbi.g_00425	Syag.g_01603
OG0002416	Prbi.g_01269	Syag.g_00454
OG0002785	Prbi.g_00725	Syag.g_00924
OG0002794	Prbi.g_01481	Syag.g_02490
