Orthogroup	Prbi	Syal
OG0001115	Prbi.g_01020	Syal.g_01972
OG0001116	Prbi.g_01021	Syal.g_01970
OG0001117	Prbi.g_01022	Syal.g_01969
OG0001118	Prbi.g_01023	Syal.g_01968
OG0001119	Prbi.g_01024	Syal.g_01966
OG0001120	Prbi.g_01026	Syal.g_01962
OG0001121	Prbi.g_01172, Prbi.g_01029	Syal.g_02960
OG0001122	Prbi.g_01058	Syal.g_01921
OG0001123	Prbi.g_01062	Syal.g_01913
OG0001124	Prbi.g_01064	Syal.g_01911
OG0001125	Prbi.g_01065	Syal.g_01909
OG0001126	Prbi.g_01075	Syal.g_01837
OG0001127	Prbi.g_01076	Syal.g_01836
OG0001128	Prbi.g_01078	Syal.g_01833
OG0001129	Prbi.g_01079	Syal.g_01831
OG0001130	Prbi.g_01080	Syal.g_01830
OG0001131	Prbi.g_01117	Syal.g_02260
OG0001132	Prbi.g_01127	Syal.g_02553
OG0001133	Prbi.g_01161	Syal.g_02710
OG0001134	Prbi.g_01174	Syal.g_02506
OG0001135	Prbi.g_01177	Syal.g_02505
OG0001136	Prbi.g_01204	Syal.g_01650
OG0001137	Prbi.g_01215	Syal.g_01673
OG0001138	Prbi.g_01233	Syal.g_01709
OG0001139	Prbi.g_01234	Syal.g_01711
OG0001140	Prbi.g_01235	Syal.g_01712
OG0001141	Prbi.g_01236	Syal.g_01713
OG0001142	Prbi.g_01237	Syal.g_01714
OG0001143	Prbi.g_01244	Syal.g_01722
OG0001144	Prbi.g_01249	Syal.g_01736
OG0001145	Prbi.g_01383	Syal.g_01614
OG0001146	Prbi.g_01395	Syal.g_01593
OG0001147	Prbi.g_01425	Syal.g_00458
OG0001148	Prbi.g_01441	Syal.g_02886
OG0001149	Prbi.g_01442	Syal.g_02885
OG0001150	Prbi.g_01443	Syal.g_02884
OG0001151	Prbi.g_01454	Syal.g_02872
OG0001152	Prbi.g_01455	Syal.g_02871
OG0001153	Prbi.g_01622	Syal.g_00421
OG0001154	Prbi.g_01623	Syal.g_00422
OG0001155	Prbi.g_01635	Syal.g_02969
OG0001156	Prbi.g_01638	Syal.g_02972
OG0001157	Prbi.g_01639	Syal.g_02973
OG0001158	Prbi.g_01640	Syal.g_02974
OG0001159	Prbi.g_01641	Syal.g_02975
OG0001160	Prbi.g_01665	Syal.g_00564
OG0001161	Prbi.g_01678	Syal.g_01104
OG0001162	Prbi.g_01689	Syal.g_01577
OG0001163	Prbi.g_01779	Syal.g_00573
OG0001164	Prbi.g_01783	Syal.g_00579
OG0001166	Prbi.g_01806	Syal.g_00613
OG0001167	Prbi.g_01823	Syal.g_00638
OG0001168	Prbi.g_01825	Syal.g_00640
OG0001169	Prbi.g_01827	Syal.g_00642
OG0001170	Prbi.g_01829	Syal.g_00644
OG0001172	Prbi.g_01851	Syal.g_00198
OG0001173	Prbi.g_01852	Syal.g_00199
OG0001174	Prbi.g_01860	Syal.g_00207
OG0001175	Prbi.g_01861	Syal.g_00208
OG0001176	Prbi.g_01869	Syal.g_00226
OG0001177	Prbi.g_01872	Syal.g_00224
OG0001178	Prbi.g_01877	Syal.g_00592
OG0001179	Prbi.g_01922	Syal.g_00256
OG0001180	Prbi.g_01944	Syal.g_00282
OG0001182	Prbi.g_01955	Syal.g_00295
OG0001183	Prbi.g_01959	Syal.g_00302
OG0001184	Prbi.g_01975	Syal.g_01359
OG0001185	Prbi.g_01989	Syal.g_01453
OG0001186	Prbi.g_02012	Syal.g_00179
OG0001187	Prbi.g_02028	Syal.g_00175
OG0001188	Prbi.g_02031	Syal.g_00172
OG0001189	Prbi.g_02048	Syal.g_00152
OG0001190	Prbi.g_02052	Syal.g_01067
OG0001191	Prbi.g_02062	Syal.g_01083
OG0001192	Prbi.g_02067	Syal.g_01090
OG0001193	Prbi.g_02077	Syal.g_01128
OG0001194	Prbi.g_02078	Syal.g_01130
OG0001195	Prbi.g_02079	Syal.g_01131
OG0001196	Prbi.g_02092	Syal.g_00078
OG0001197	Prbi.g_02093	Syal.g_00080
OG0001198	Prbi.g_02100	Syal.g_00093
OG0001199	Prbi.g_00081	Syal.g_00757
OG0001200	Prbi.g_00083	Syal.g_00759
OG0001201	Prbi.g_00115	Syal.g_00821
OG0001202	Prbi.g_00223	Syal.g_00956
OG0001203	Prbi.g_00262	Syal.g_00683
OG0001204	Prbi.g_00267	Syal.g_01201
OG0001205	Prbi.g_00446	Syal.g_00515
OG0001206	Prbi.g_00464	Syal.g_00490
OG0001207	Prbi.g_00480	Syal.g_02889
OG0001208	Prbi.g_00485	Syal.g_02899
OG0001209	Prbi.g_00538	Syal.g_02835
OG0001210	Prbi.g_00543	Syal.g_02827
OG0001211	Prbi.g_00553	Syal.g_02811
OG0001212	Prbi.g_00598	Syal.g_02754
OG0001213	Prbi.g_00631	Syal.g_02701
OG0001214	Prbi.g_00640	Syal.g_02634
OG0001215	Prbi.g_00693	Syal.g_01786
OG0001216	Prbi.g_00747	Syal.g_01861
OG0001217	Prbi.g_00792	Syal.g_02067
OG0001218	Prbi.g_00800	Syal.g_00429
OG0001219	Prbi.g_00835	Syal.g_02036
OG0001220	Prbi.g_00899	Syal.g_02494
OG0001221	Prbi.g_00962	Syal.g_02258
OG0001222	Prbi.g_01001	Syal.g_02006
OG0001223	Prbi.g_01027	Syal.g_01960
OG0001224	Prbi.g_01082	Syal.g_01827
OG0001225	Prbi.g_01084	Syal.g_01825
OG0001226	Prbi.g_01111	Syal.g_00767
OG0001227	Prbi.g_01130	Syal.g_01575
OG0001228	Prbi.g_01252	Syal.g_02451
OG0001229	Prbi.g_01437	Syal.g_01801
OG0001230	Prbi.g_01581	Syal.g_00029
OG0001231	Prbi.g_01687	Syal.g_00114
OG0001232	Prbi.g_01810	Syal.g_00622
OG0001233	Prbi.g_01830	Syal.g_00645
OG0001234	Prbi.g_01864	Syal.g_00212
OG0001236	Prbi.g_01972	Syal.g_01352
OG0001237	Prbi.g_01976	Syal.g_01362
OG0001238	Prbi.g_02063	Syal.g_01085
OG0001239	Prbi.g_00078	Syal.g_00754
OG0001240	Prbi.g_00100	Syal.g_00804
OG0001241	Prbi.g_00108	Syal.g_00814
OG0001242	Prbi.g_00127	Syal.g_00844
OG0001243	Prbi.g_00133	Syal.g_00852
OG0001244	Prbi.g_00149	Syal.g_00882
OG0001245	Prbi.g_00404	Syal.g_02522
OG0001246	Prbi.g_00507	Syal.g_02927
OG0001247	Prbi.g_00686	Syal.g_01126
OG0001248	Prbi.g_00688	Syal.g_01778
OG0001249	Prbi.g_00825	Syal.g_00337
OG0001250	Prbi.g_00888	Syal.g_02469
OG0001251	Prbi.g_00935	Syal.g_02576
OG0001252	Prbi.g_01077	Syal.g_01834
OG0001253	Prbi.g_01131	Syal.g_02521
OG0001254	Prbi.g_01176	Syal.g_02507
OG0001255	Prbi.g_01191	Syal.g_02609
OG0001256	Prbi.g_01680	Syal.g_00571
OG0001257	Prbi.g_01686	Syal.g_02262
OG0001258	Prbi.g_01784	Syal.g_00582
OG0001259	Prbi.g_01828	Syal.g_00643
OG0001260	Prbi.g_01844	Syal.g_00665
OG0001261	Prbi.g_01930	Syal.g_00265
OG0001262	Prbi.g_02046	Syal.g_00154
OG0001263	Prbi.g_00136	Syal.g_00856
OG0001265	Prbi.g_00126	Syal.g_00842
OG0001266	Prbi.g_00227	Syal.g_00960
OG0001267	Prbi.g_00304	Syal.g_01263
OG0001268	Prbi.g_00363	Syal.g_00353
OG0001269	Prbi.g_00383	Syal.g_02116, Syal.g_02567
OG0001270	Prbi.g_00435	Syal.g_00528
OG0001271	Prbi.g_00475	Syal.g_00466
OG0001272	Prbi.g_00489	Syal.g_02903
OG0001273	Prbi.g_00634	Syal.g_02641
OG0001274	Prbi.g_00707	Syal.g_01007
OG0001275	Prbi.g_01037	Syal.g_01932
OG0001276	Prbi.g_01061	Syal.g_01914
OG0001277	Prbi.g_01119	Syal.g_02963
OG0001278	Prbi.g_01257	Syal.g_01766
OG0001279	Prbi.g_01332	Syal.g_02565
OG0001280	Prbi.g_01390	Syal.g_01604
OG0001281	Prbi.g_01396	Syal.g_01592
OG0001282	Prbi.g_01440	Syal.g_02887
OG0001283	Prbi.g_01459	Syal.g_01179
OG0001284	Prbi.g_01660	Syal.g_03007
OG0001285	Prbi.g_01813	Syal.g_00625
OG0001286	Prbi.g_01942	Syal.g_00280
OG0001287	Prbi.g_01996	Syal.g_01461
OG0001288	Prbi.g_02005	Syal.g_01513
OG0001289	Prbi.g_00094	Syal.g_00781
OG0001290	Prbi.g_00107	Syal.g_00813
OG0001291	Prbi.g_00143	Syal.g_00866
OG0001292	Prbi.g_00272	Syal.g_01206
OG0001293	Prbi.g_00285	Syal.g_01236
OG0001294	Prbi.g_00402	Syal.g_02207
OG0001295	Prbi.g_00469	Syal.g_01828
OG0001296	Prbi.g_00512	Syal.g_02933
OG0001298	Prbi.g_00579	Syal.g_02777
OG0001299	Prbi.g_00669	Syal.g_02200
OG0001300	Prbi.g_00696	Syal.g_01795
OG0001301	Prbi.g_00699	Syal.g_01941, Syal.g_01810
OG0001302	Prbi.g_00834	Syal.g_02607
OG0001303	Prbi.g_01041	Syal.g_02033
OG0001304	Prbi.g_01071	Syal.g_01899
OG0001305	Prbi.g_01090	Syal.g_01817
OG0001306	Prbi.g_01193	Syal.g_01626
OG0001307	Prbi.g_01422	Syal.g_02195
OG0001308	Prbi.g_01601	Syal.g_00392
OG0001309	Prbi.g_01684	Syal.g_02943
OG0001310	Prbi.g_01799	Syal.g_00605
OG0001311	Prbi.g_01063	Syal.g_01912
OG0001312	Prbi.g_00990	Syal.g_02024
OG0001315	Prbi.g_00068	Syal.g_00300
OG0001316	Prbi.g_00148	Syal.g_00872
OG0001317	Prbi.g_00258	Syal.g_00687
OG0001318	Prbi.g_00280	Syal.g_01228
OG0001319	Prbi.g_00296	Syal.g_01252
OG0001321	Prbi.g_00452	Syal.g_00508
OG0001322	Prbi.g_00453	Syal.g_00507
OG0001323	Prbi.g_00522	Syal.g_02946
OG0001324	Prbi.g_00697	Syal.g_01796
OG0001325	Prbi.g_00750	Syal.g_01865
OG0001326	Prbi.g_00923	Syal.g_02405, Syal.g_01138
OG0001327	Prbi.g_01102	Syal.g_02296
OG0001328	Prbi.g_01129	Syal.g_02266
OG0001329	Prbi.g_01169	Syal.g_01188
OG0001330	Prbi.g_01362	Syal.g_01611
OG0001332	Prbi.g_01633	Syal.g_02965
OG0001333	Prbi.g_01824	Syal.g_00639
OG0001334	Prbi.g_01962	Syal.g_00311
OG0001335	Prbi.g_01963	Syal.g_00312
OG0001336	Prbi.g_02089	Syal.g_01180
OG0001339	Prbi.g_00110	Syal.g_00816
OG0001340	Prbi.g_00352	Syal.g_00328
OG0001341	Prbi.g_00790	Syal.g_02538
OG0001343	Prbi.g_00932	Syal.g_01190
OG0001344	Prbi.g_01211	Syal.g_01658
OG0001345	Prbi.g_01226	Syal.g_01694
OG0001346	Prbi.g_01392	Syal.g_01600
OG0001348	Prbi.g_01707	Syal.g_01849
OG0001351	Prbi.g_00455	Syal.g_00501
OG0001353	Prbi.g_00879	Syal.g_02457
OG0001354	Prbi.g_01019	Syal.g_01973
OG0001358	Prbi.g_00622	Syal.g_02715
OG0001359	Prbi.g_00933	Syal.g_01189
OG0001360	Prbi.g_01132	Syal.g_01696
OG0001361	Prbi.g_01223	Syal.g_01691
OG0001362	Prbi.g_01605	Syal.g_00397
OG0001363	Prbi.g_01607	Syal.g_00399
OG0001364	Prbi.g_01965	Syal.g_01342
OG0001365	Prbi.g_02056	Syal.g_01072
OG0001369	Prbi.g_01522, Prbi.g_00099	Syal.g_00803
OG0001373	Prbi.g_00922	Syal.g_01137
OG0001374	Prbi.g_00930	Syal.g_01145
OG0001375	Prbi.g_00931	Syal.g_01191
OG0001376	Prbi.g_01096	Syal.g_01095
OG0001377	Prbi.g_01097	Syal.g_01094
OG0001378	Prbi.g_01141	Syal.g_00529
OG0001379	Prbi.g_01385	Syal.g_01609
OG0001382	Prbi.g_01699	Syal.g_00220
OG0001385	Prbi.g_00919	Syal.g_01134
OG0001386	Prbi.g_00920	Syal.g_01135
OG0001387	Prbi.g_00921	Syal.g_01136
OG0001388	Prbi.g_00924	Syal.g_01139
OG0001389	Prbi.g_00925	Syal.g_01140
OG0001390	Prbi.g_00926	Syal.g_01141
OG0001391	Prbi.g_00927	Syal.g_01142
OG0001392	Prbi.g_00928	Syal.g_01143
OG0001393	Prbi.g_00929	Syal.g_01144
OG0001394	Prbi.g_00966	Syal.g_02250
OG0001395	Prbi.g_01073	Syal.g_00001, Syal.g_02432
OG0001397	Prbi.g_01606	Syal.g_00398
OG0001399	Prbi.g_01866	Syal.g_00434
OG0001402	Prbi.g_00808	Syal.g_02711
OG0001404	Prbi.g_00075	Syal.g_00750
OG0001405	Prbi.g_00350	Syal.g_00314
OG0001406	Prbi.g_01095	Syal.g_01096
OG0001407	Prbi.g_01109	Syal.g_01774
OG0001408	Prbi.g_01114	Syal.g_02589
OG0001409	Prbi.g_01214	Syal.g_01671
OG0001410	Prbi.g_01423	Syal.g_02194
OG0001413	Prbi.g_01675	Syal.g_02570
OG0001416	Prbi.g_00460	Syal.g_01595
OG0001417	Prbi.g_00471	Syal.g_01974
OG0001419	Prbi.g_01110	Syal.g_01775
OG0001420	Prbi.g_01150	Syal.g_02955
OG0001423	Prbi.g_01567, Prbi.g_02024	Syal.g_00726
OG0001425	Prbi.g_02066	Syal.g_01089
OG0001428	Prbi.g_00196	Syal.g_00915
OG0001430	Prbi.g_01356	Syal.g_01055
OG0001432	Prbi.g_01673	Syal.g_02578
OG0001433	Prbi.g_01302	Syal.g_02212
OG0001435	Prbi.g_00947	Syal.g_02290
OG0001438	Prbi.g_00317	Syal.g_01278
OG0001439	Prbi.g_00331	Syal.g_01306
OG0001442	Prbi.g_00781	Syal.g_02234
OG0001447	Prbi.g_00134	Syal.g_00853
OG0001448	Prbi.g_00391	Syal.g_02552
OG0001449	Prbi.g_00421	Syal.g_01198
OG0001452	Prbi.g_00937	Syal.g_01223
OG0001454	Prbi.g_01125	Syal.g_02566
OG0001456	Prbi.g_01184	Syal.g_01146
OG0001457	Prbi.g_01185	Syal.g_01147
OG0001458	Prbi.g_01186	Syal.g_01148
OG0001459	Prbi.g_01344	Syal.g_01493, Syal.g_02104
OG0001460	Prbi.g_01303	Syal.g_02211
OG0001461	Prbi.g_01545	Syal.g_02091
OG0001462	Prbi.g_00034	Syal.g_00138
OG0001471	Prbi.g_01676	Syal.g_01301
OG0001473	Prbi.g_02013	Syal.g_02571
OG0001474	Prbi.g_00364	Syal.g_00354
OG0001475	Prbi.g_01472	Syal.g_00184
OG0001479	Prbi.g_00361	Syal.g_00351
OG0001480	Prbi.g_00393	Syal.g_02599
OG0001481	Prbi.g_00397	Syal.g_00504
OG0001482	Prbi.g_00458	Syal.g_01964
OG0001486	Prbi.g_01205	Syal.g_01651
OG0001492	Prbi.g_01254	Syal.g_01769
OG0001493	Prbi.g_01262	Syal.g_01760
OG0001495	Prbi.g_01871	Syal.g_00223
OG0001499	Prbi.g_00067	Syal.g_00086
OG0001502	Prbi.g_00817	Syal.g_02489
OG0001504	Prbi.g_01345	Syal.g_02103, Syal.g_01492
OG0001507	Prbi.g_01739	Syal.g_02094
OG0001508	Prbi.g_01473	Syal.g_00180
OG0001513	Prbi.g_01761	Syal.g_01361, Syal.g_00298
OG0001520	Prbi.g_00416	Syal.g_02790
OG0001546	Prbi.g_00527	Syal.g_02950
OG0001547	Prbi.g_00819	Syal.g_02050
OG0001551	Prbi.g_01183	Syal.g_01781
OG0001554	Prbi.g_01682	Syal.g_01065
OG0001555	Prbi.g_01695	Syal.g_02484
OG0001557	Prbi.g_00967	Syal.g_02249
OG0001567	Prbi.g_00818	Syal.g_02051
OG0001568	Prbi.g_00820	Syal.g_02049
OG0001570	Prbi.g_01152	Syal.g_02053
OG0001572	Prbi.g_01326	Syal.g_03017
OG0001582	Prbi.g_00470	Syal.g_02644
OG0001585	Prbi.g_01336	Syal.g_00712
OG0001590	Prbi.g_01538	Syal.g_02642, Syal.g_02511
OG0001625	Prbi.g_00282	Syal.g_01230
OG0001647	Prbi.g_00297	Syal.g_01254
OG0001667	Prbi.g_01365	Syal.g_02863
OG0001695	Prbi.g_01299, Prbi.g_01550	Syal.g_01165
OG0001704	Prbi.g_02023	Syal.g_01020
OG0001719	Prbi.g_00414	Syal.g_01472
OG0001722	Prbi.g_00938	Syal.g_00730
OG0001740	Prbi.g_01298, Prbi.g_01551	Syal.g_01167
OG0001744	Prbi.g_01377	Syal.g_00735
OG0001745	Prbi.g_01672	Syal.g_02530
OG0001770	Prbi.g_01537	Syal.g_02501
OG0001995	Prbi.g_01411	Syal.g_01208
OG0002020	Prbi.g_01297, Prbi.g_01552	Syal.g_01161
OG0002021	Prbi.g_01295, Prbi.g_01554	Syal.g_01159
OG0002022	Prbi.g_01294, Prbi.g_01555	Syal.g_01158
OG0002023	Prbi.g_01293, Prbi.g_01556	Syal.g_01157
OG0002024	Prbi.g_01289, Prbi.g_01560	Syal.g_01151
OG0002032	Prbi.g_02065	Syal.g_02367
OG0002054	Prbi.g_01288, Prbi.g_01561	Syal.g_01150
OG0002055	Prbi.g_01291, Prbi.g_01558	Syal.g_01153
OG0002125	Prbi.g_00163, Prbi.g_00717	Syal.g_00456
OG0002131	Prbi.g_01296, Prbi.g_01553	Syal.g_01160
OG0002132	Prbi.g_01292, Prbi.g_01557	Syal.g_01154
OG0002133	Prbi.g_01290, Prbi.g_01559	Syal.g_01152
OG0002178	Prbi.g_01286, Prbi.g_01563	Syal.g_01156
OG0002249	Prbi.g_00732	Syal.g_02368, Syal.g_02383, Syal.g_00722
OG0002380	Prbi.g_00425	Syal.g_00701
OG0002445	Prbi.g_01879, Prbi.g_00712, Prbi.g_00164	Syal.g_00455
OG0002631	Prbi.g_01889	Syal.g_00791
OG0002722	Prbi.g_00742	Syal.g_01381
OG0002785	Prbi.g_00725	Syal.g_01857
OG0003214	Prbi.g_00720	Syal.g_00448
