Orthogroup	Prbi	Prah
OG0001119	Prbi.g_01024	Prah.g_00818
OG0001120	Prbi.g_01026	Prah.g_00821
OG0001122	Prbi.g_01058	Prah.g_00849
OG0001123	Prbi.g_01062	Prah.g_00856
OG0001124	Prbi.g_01064	Prah.g_00858
OG0001125	Prbi.g_01065	Prah.g_00860
OG0001126	Prbi.g_01075	Prah.g_00903
OG0001127	Prbi.g_01076	Prah.g_00904
OG0001128	Prbi.g_01078	Prah.g_00907
OG0001129	Prbi.g_01079	Prah.g_00908
OG0001130	Prbi.g_01080	Prah.g_00909
OG0001131	Prbi.g_01117	Prah.g_00893
OG0001132	Prbi.g_01127	Prah.g_00539
OG0001133	Prbi.g_01161	Prah.g_00521
OG0001134	Prbi.g_01174	Prah.g_02524
OG0001135	Prbi.g_01177	Prah.g_02526
OG0001136	Prbi.g_01204	Prah.g_01324
OG0001137	Prbi.g_01215	Prah.g_01305
OG0001138	Prbi.g_01233	Prah.g_01253
OG0001139	Prbi.g_01234	Prah.g_01251
OG0001140	Prbi.g_01235	Prah.g_01250
OG0001141	Prbi.g_01236	Prah.g_01249
OG0001142	Prbi.g_01237	Prah.g_01248
OG0001143	Prbi.g_01244	Prah.g_01264
OG0001144	Prbi.g_01249	Prah.g_01273
OG0001145	Prbi.g_01383	Prah.g_01353
OG0001146	Prbi.g_01395	Prah.g_01369
OG0001147	Prbi.g_01425	Prah.g_00323
OG0001148	Prbi.g_01441	Prah.g_01577
OG0001149	Prbi.g_01442	Prah.g_01578
OG0001150	Prbi.g_01443	Prah.g_01579
OG0001151	Prbi.g_01454	Prah.g_01591
OG0001152	Prbi.g_01455	Prah.g_01592
OG0001153	Prbi.g_01622	Prah.g_00366
OG0001154	Prbi.g_01623	Prah.g_00365
OG0001155	Prbi.g_01635	Prah.g_01617
OG0001156	Prbi.g_01638	Prah.g_01620
OG0001157	Prbi.g_01639	Prah.g_00538
OG0001158	Prbi.g_01640	Prah.g_01621
OG0001159	Prbi.g_01641	Prah.g_01622
OG0001160	Prbi.g_01665	Prah.g_01651
OG0001161	Prbi.g_01678	Prah.g_00541
OG0001162	Prbi.g_01689	Prah.g_01050
OG0001163	Prbi.g_01779	Prah.g_01665
OG0001164	Prbi.g_01783	Prah.g_01670
OG0001166	Prbi.g_01806	Prah.g_01699
OG0001167	Prbi.g_01823	Prah.g_01725
OG0001168	Prbi.g_01825	Prah.g_01727
OG0001169	Prbi.g_01827	Prah.g_01729
OG0001170	Prbi.g_01829	Prah.g_01731
OG0001171	Prbi.g_01838	Prah.g_01742
OG0001172	Prbi.g_01851	Prah.g_02068
OG0001173	Prbi.g_01852	Prah.g_02067
OG0001174	Prbi.g_01860	Prah.g_02059
OG0001175	Prbi.g_01861	Prah.g_02058
OG0001176	Prbi.g_01869	Prah.g_02042
OG0001177	Prbi.g_01872	Prah.g_02044
OG0001178	Prbi.g_01877	Prah.g_01682
OG0001179	Prbi.g_01922	Prah.g_02013
OG0001180	Prbi.g_01944	Prah.g_01988
OG0001181	Prbi.g_01948	Prah.g_01984
OG0001182	Prbi.g_01955	Prah.g_01976
OG0001183	Prbi.g_01959	Prah.g_01965
OG0001184	Prbi.g_01975	Prah.g_02239
OG0001185	Prbi.g_01989	Prah.g_00156
OG0001186	Prbi.g_02012	Prah.g_00088
OG0001187	Prbi.g_02028	Prah.g_00085
OG0001188	Prbi.g_02031	Prah.g_00080
OG0001189	Prbi.g_02048	Prah.g_00057
OG0001190	Prbi.g_02052	Prah.g_02490
OG0001191	Prbi.g_02062	Prah.g_02503
OG0001192	Prbi.g_02067	Prah.g_02508
OG0001193	Prbi.g_02077	Prah.g_02548
OG0001194	Prbi.g_02078	Prah.g_02550
OG0001195	Prbi.g_02079	Prah.g_02551
OG0001196	Prbi.g_02092	Prah.g_02587
OG0001197	Prbi.g_02093	Prah.g_02589
OG0001198	Prbi.g_02100	Prah.g_02601
OG0001199	Prbi.g_00081	Prah.g_01844
OG0001200	Prbi.g_00083	Prah.g_01846
OG0001201	Prbi.g_00115	Prah.g_01898
OG0001202	Prbi.g_00223	Prah.g_02359
OG0001204	Prbi.g_00267	Prah.g_02077
OG0001205	Prbi.g_00446	Prah.g_00240
OG0001206	Prbi.g_00464	Prah.g_00291
OG0001207	Prbi.g_00480	Prah.g_01575
OG0001208	Prbi.g_00485	Prah.g_01564
OG0001209	Prbi.g_00538	Prah.g_01498
OG0001210	Prbi.g_00543	Prah.g_01484
OG0001211	Prbi.g_00553	Prah.g_01467
OG0001212	Prbi.g_00598	Prah.g_01407
OG0001213	Prbi.g_00631	Prah.g_00510
OG0001214	Prbi.g_00640	Prah.g_00499
OG0001215	Prbi.g_00693	Prah.g_00973
OG0001216	Prbi.g_00747	Prah.g_00885
OG0001217	Prbi.g_00792	Prah.g_01447
OG0001218	Prbi.g_00800	Prah.g_00356
OG0001219	Prbi.g_00835	Prah.g_00755
OG0001220	Prbi.g_00899	Prah.g_00575
OG0001221	Prbi.g_00962	Prah.g_00715
OG0001222	Prbi.g_01001	Prah.g_02517
OG0001223	Prbi.g_01027	Prah.g_00824
OG0001224	Prbi.g_01082	Prah.g_00911
OG0001225	Prbi.g_01084	Prah.g_00913
OG0001226	Prbi.g_01111	Prah.g_01192
OG0001227	Prbi.g_01130	Prah.g_01601
OG0001228	Prbi.g_01252	Prah.g_01278
OG0001229	Prbi.g_01437	Prah.g_01663
OG0001230	Prbi.g_01581	Prah.g_00418
OG0001231	Prbi.g_01687	Prah.g_00018
OG0001232	Prbi.g_01810	Prah.g_01704
OG0001233	Prbi.g_01830	Prah.g_01732
OG0001234	Prbi.g_01864	Prah.g_02055
OG0001235	Prbi.g_01874	Prah.g_02047
OG0001236	Prbi.g_01972	Prah.g_02235
OG0001237	Prbi.g_01976	Prah.g_02240
OG0001238	Prbi.g_02063	Prah.g_02504
OG0001239	Prbi.g_00078	Prah.g_01841
OG0001240	Prbi.g_00100	Prah.g_01881
OG0001241	Prbi.g_00108	Prah.g_01891
OG0001242	Prbi.g_00127	Prah.g_00185
OG0001243	Prbi.g_00133	Prah.g_02251
OG0001244	Prbi.g_00149	Prah.g_02279
OG0001245	Prbi.g_00404	Prah.g_01181
OG0001246	Prbi.g_00507	Prah.g_01537
OG0001247	Prbi.g_00686	Prah.g_00625
OG0001248	Prbi.g_00688	Prah.g_00981
OG0001249	Prbi.g_00825	Prah.g_01946
OG0001250	Prbi.g_00888	Prah.g_00597
OG0001252	Prbi.g_01077	Prah.g_00906
OG0001253	Prbi.g_01131	Prah.g_01176
OG0001254	Prbi.g_01176	Prah.g_02525
OG0001255	Prbi.g_01191	Prah.g_01037
OG0001256	Prbi.g_01680	Prah.g_01658
OG0001258	Prbi.g_01784	Prah.g_01671
OG0001259	Prbi.g_01828	Prah.g_01730
OG0001260	Prbi.g_01844	Prah.g_01761
OG0001261	Prbi.g_01930	Prah.g_02004
OG0001262	Prbi.g_02046	Prah.g_00060
OG0001263	Prbi.g_00136	Prah.g_02253
OG0001265	Prbi.g_00126	Prah.g_00187
OG0001266	Prbi.g_00227	Prah.g_02363
OG0001267	Prbi.g_00304	Prah.g_02134
OG0001268	Prbi.g_00363	Prah.g_01934
OG0001269	Prbi.g_00383	Prah.g_00579
OG0001270	Prbi.g_00435	Prah.g_00228
OG0001271	Prbi.g_00475	Prah.g_00309
OG0001272	Prbi.g_00489	Prah.g_01560
OG0001273	Prbi.g_00634	Prah.g_00506
OG0001274	Prbi.g_00707	Prah.g_02393
OG0001275	Prbi.g_01037	Prah.g_00837
OG0001276	Prbi.g_01061	Prah.g_00855
OG0001277	Prbi.g_01119	Prah.g_02573
OG0001278	Prbi.g_01257	Prah.g_01284
OG0001279	Prbi.g_01332	Prah.g_00431
OG0001280	Prbi.g_01390	Prah.g_01361
OG0001281	Prbi.g_01396	Prah.g_01370
OG0001283	Prbi.g_01459	Prah.g_02582
OG0001285	Prbi.g_01813	Prah.g_01709
OG0001286	Prbi.g_01942	Prah.g_01990
OG0001287	Prbi.g_01996	Prah.g_00148
OG0001288	Prbi.g_02005	Prah.g_00130
OG0001290	Prbi.g_00107	Prah.g_01890
OG0001291	Prbi.g_00143	Prah.g_02263
OG0001292	Prbi.g_00272	Prah.g_02083
OG0001293	Prbi.g_00285	Prah.g_02108
OG0001294	Prbi.g_00402	Prah.g_00443
OG0001295	Prbi.g_00469	Prah.g_01481
OG0001296	Prbi.g_00512	Prah.g_01531
OG0001297	Prbi.g_00517	Prah.g_01527
OG0001298	Prbi.g_00579	Prah.g_01435
OG0001300	Prbi.g_00696	Prah.g_00986
OG0001301	Prbi.g_00699	Prah.g_01023
OG0001302	Prbi.g_00834	Prah.g_01802
OG0001303	Prbi.g_01041	Prah.g_00756
OG0001307	Prbi.g_01422	Prah.g_00326
OG0001308	Prbi.g_01601	Prah.g_00396
OG0001309	Prbi.g_01684	Prah.g_01521
OG0001310	Prbi.g_01799	Prah.g_01693
OG0001311	Prbi.g_01063	Prah.g_00857
OG0001312	Prbi.g_00990	Prah.g_00766
OG0001316	Prbi.g_00148	Prah.g_02269
OG0001319	Prbi.g_00296	Prah.g_02124
OG0001321	Prbi.g_00452	Prah.g_00253
OG0001322	Prbi.g_00453	Prah.g_00254
OG0001323	Prbi.g_00522	Prah.g_01518
OG0001324	Prbi.g_00697	Prah.g_00987
OG0001326	Prbi.g_00923	Prah.g_02557
OG0001327	Prbi.g_01102	Prah.g_00555
OG0001328	Prbi.g_01129	Prah.g_00722
OG0001329	Prbi.g_01169	Prah.g_01213
OG0001330	Prbi.g_01362	Prah.g_01354
OG0001331	Prbi.g_01445	Prah.g_01581
OG0001332	Prbi.g_01633	Prah.g_01605
OG0001333	Prbi.g_01824	Prah.g_01726
OG0001334	Prbi.g_01962	Prah.g_01961
OG0001335	Prbi.g_01963	Prah.g_01960
OG0001336	Prbi.g_02089	Prah.g_02583
OG0001339	Prbi.g_00110	Prah.g_01893
OG0001340	Prbi.g_00352	Prah.g_01949
OG0001341	Prbi.g_00790	Prah.g_00615
OG0001344	Prbi.g_01211	Prah.g_01317
OG0001348	Prbi.g_01707	Prah.g_02412
OG0001350	Prbi.g_01748	Prah.g_01778
OG0001351	Prbi.g_00455	Prah.g_00256
OG0001352	Prbi.g_00683	Prah.g_01029
OG0001353	Prbi.g_00879	Prah.g_00606
OG0001354	Prbi.g_01019	Prah.g_00813
OG0001355	Prbi.g_01724	Prah.g_00710
OG0001356	Prbi.g_01301	Prah.g_02519, Prah.g_01163
OG0001358	Prbi.g_00622	Prah.g_00527
OG0001360	Prbi.g_01132	Prah.g_01240
OG0001361	Prbi.g_01223	Prah.g_01294
OG0001362	Prbi.g_01605	Prah.g_00390
OG0001363	Prbi.g_01607	Prah.g_00388
OG0001365	Prbi.g_02056	Prah.g_02495
OG0001369	Prbi.g_01522, Prbi.g_00099	Prah.g_01880
OG0001370	Prbi.g_00461	Prah.g_00617
OG0001371	Prbi.g_00682	Prah.g_01789
OG0001372	Prbi.g_00799	Prah.g_01812
OG0001373	Prbi.g_00922	Prah.g_02556
OG0001374	Prbi.g_00930	Prah.g_02564
OG0001376	Prbi.g_01096	Prah.g_02511
OG0001377	Prbi.g_01097	Prah.g_02510
OG0001378	Prbi.g_01141	Prah.g_00223
OG0001379	Prbi.g_01385	Prah.g_01356
OG0001380	Prbi.g_01427	Prah.g_00571
OG0001381	Prbi.g_01433	Prah.g_00895
OG0001382	Prbi.g_01699	Prah.g_00891
OG0001385	Prbi.g_00919	Prah.g_02553
OG0001386	Prbi.g_00920	Prah.g_02554
OG0001387	Prbi.g_00921	Prah.g_02555
OG0001388	Prbi.g_00924	Prah.g_02558
OG0001389	Prbi.g_00925	Prah.g_02559
OG0001390	Prbi.g_00926	Prah.g_02560
OG0001391	Prbi.g_00927	Prah.g_02561
OG0001392	Prbi.g_00928	Prah.g_02562
OG0001393	Prbi.g_00929	Prah.g_02563
OG0001394	Prbi.g_00966	Prah.g_00700
OG0001395	Prbi.g_01073	Prah.g_00868
OG0001397	Prbi.g_01606	Prah.g_00389
OG0001399	Prbi.g_01866	Prah.g_01971, Prah.g_00340
OG0001402	Prbi.g_00808	Prah.g_00522
OG0001403	Prbi.g_00030	Prah.g_00037
OG0001405	Prbi.g_00350	Prah.g_01957
OG0001406	Prbi.g_01095	Prah.g_02512
OG0001409	Prbi.g_01214	Prah.g_01307
OG0001410	Prbi.g_01423	Prah.g_00325
OG0001414	Prbi.g_00253	Prah.g_01786
OG0001415	Prbi.g_00255	Prah.g_01412
OG0001416	Prbi.g_00460	Prah.g_01367
OG0001418	Prbi.g_00687	Prah.g_02051
OG0001422	Prbi.g_01705	Prah.g_00282
OG0001423	Prbi.g_01567, Prbi.g_02024	Prah.g_01078
OG0001425	Prbi.g_02066	Prah.g_02507
OG0001431	Prbi.g_01360	Prah.g_00998
OG0001433	Prbi.g_01302	Prah.g_01162
OG0001435	Prbi.g_00947	Prah.g_00737
OG0001437	Prbi.g_00254	Prah.g_01411
OG0001438	Prbi.g_00317	Prah.g_02149
OG0001441	Prbi.g_00524	Prah.g_01516
OG0001442	Prbi.g_00781	Prah.g_00691
OG0001446	Prbi.g_00086	Prah.g_01211
OG0001449	Prbi.g_00421	Prah.g_01806
OG0001450	Prbi.g_00690	Prah.g_00965
OG0001451	Prbi.g_00908	Prah.g_00866
OG0001452	Prbi.g_00937	Prah.g_01220
OG0001455	Prbi.g_01163	Prah.g_02425
OG0001460	Prbi.g_01303	Prah.g_01161
OG0001461	Prbi.g_01545	Prah.g_00260
OG0001462	Prbi.g_00034	Prah.g_00044
OG0001463	Prbi.g_00310	Prah.g_02142
OG0001464	Prbi.g_00353	Prah.g_01948
OG0001475	Prbi.g_01472	Prah.g_00121
OG0001479	Prbi.g_00361	Prah.g_01936
OG0001484	Prbi.g_01369	Prah.g_00892
OG0001485	Prbi.g_01725	Prah.g_01609
OG0001491	Prbi.g_00832	Prah.g_01231, Prah.g_01233
OG0001494	Prbi.g_01512	Prah.g_00111
OG0001495	Prbi.g_01871	Prah.g_02045
OG0001500	Prbi.g_00287	Prah.g_01785
OG0001501	Prbi.g_00709	Prah.g_01344
OG0001503	Prbi.g_01181	Prah.g_01803
OG0001505	Prbi.g_01509	Prah.g_00100
OG0001506	Prbi.g_01631	Prah.g_01217
OG0001508	Prbi.g_01473	Prah.g_00118
OG0001513	Prbi.g_01761	Prah.g_00243, Prah.g_01194
OG0001550	Prbi.g_01166	Prah.g_01182
OG0001553	Prbi.g_01586	Prah.g_00411
OG0001555	Prbi.g_01695	Prah.g_01817
OG0001572	Prbi.g_01326	Prah.g_01101
OG0001585	Prbi.g_01336	Prah.g_01081
OG0001590	Prbi.g_01538	Prah.g_00578
OG0001598	Prbi.g_00427	Prah.g_01342
OG0001627	Prbi.g_00797	Prah.g_01613
OG0001684	Prbi.g_00591	Prah.g_01419
OG0001695	Prbi.g_01299, Prbi.g_01550	Prah.g_02568
OG0001696	Prbi.g_00909	Prah.g_00964
OG0001698	Prbi.g_01103	Prah.g_01034
OG0001740	Prbi.g_01298, Prbi.g_01551	Prah.g_02571
OG0001758	Prbi.g_01756	Prah.g_01121
OG0001875	Prbi.g_01757	Prah.g_01122
OG0001876	Prbi.g_01758	Prah.g_01123
OG0001992	Prbi.g_00806	Prah.g_00339, Prah.g_01973
OG0001995	Prbi.g_01411	Prah.g_01492
OG0002125	Prbi.g_00163, Prbi.g_00717	Prah.g_00332
OG0002273	Prbi.g_01525, Prbi.g_00166	Prah.g_00992
OG0002445	Prbi.g_01879, Prbi.g_00712, Prbi.g_00164	Prah.g_00352
OG0002898	Prbi.g_01771, Prbi.g_01272	Prah.g_00346
OG0003214	Prbi.g_00720	Prah.g_00334
OG0003404	Prbi.g_01514	Prah.g_00109
OG0003780	Prbi.g_01507	Prah.g_00102
OG0003781	Prbi.g_01506	Prah.g_00107
OG0004107	Prbi.g_00161	Prah.g_00333
