Orthogroup	Syaq	Prai
OG0001139	Syaq.g_00194	Prai.g_01200
OG0001140	Syaq.g_00193	Prai.g_01201
OG0001141	Syaq.g_00192	Prai.g_01202
OG0001142	Syaq.g_00191	Prai.g_01203
OG0001143	Syaq.g_00182	Prai.g_01210
OG0001144	Syaq.g_00166	Prai.g_01215
OG0001145	Syaq.g_00284	Prai.g_01326
OG0001146	Syaq.g_00305	Prai.g_01339
OG0001147	Syaq.g_00438	Prai.g_01357
OG0001148	Syaq.g_01761	Prai.g_01372
OG0001149	Syaq.g_01760	Prai.g_01373
OG0001150	Syaq.g_01759	Prai.g_01374
OG0001151	Syaq.g_01746	Prai.g_01385
OG0001152	Syaq.g_01745	Prai.g_01386
OG0001153	Syaq.g_00413	Prai.g_01494
OG0001154	Syaq.g_00414	Prai.g_01495
OG0001155	Syaq.g_01739	Prai.g_01507
OG0001156	Syaq.g_01729	Prai.g_01510
OG0001157	Syaq.g_01728	Prai.g_01511
OG0001158	Syaq.g_01727	Prai.g_01512
OG0001159	Syaq.g_01726	Prai.g_01513
OG0001160	Syaq.g_01693	Prai.g_01537
OG0001161	Syaq.g_01233	Prai.g_01550
OG0001162	Syaq.g_00331	Prai.g_01563
OG0001163	Syaq.g_01685	Prai.g_01630
OG0001164	Syaq.g_01679	Prai.g_01634
OG0001165	Syaq.g_01674	Prai.g_01637
OG0001166	Syaq.g_01652	Prai.g_01657
OG0001167	Syaq.g_01039	Prai.g_01674
OG0001169	Syaq.g_01620	Prai.g_01678
OG0001170	Syaq.g_01618	Prai.g_01680
OG0001171	Syaq.g_01607	Prai.g_01689
OG0001172	Syaq.g_00690	Prai.g_01704
OG0001173	Syaq.g_00689	Prai.g_01705
OG0001174	Syaq.g_00681	Prai.g_01713
OG0001175	Syaq.g_00680	Prai.g_01714
OG0001176	Syaq.g_00656	Prai.g_01721
OG0001177	Syaq.g_00658	Prai.g_01724
OG0001178	Syaq.g_01667	Prai.g_01729
OG0001179	Syaq.g_00626	Prai.g_01761
OG0001180	Syaq.g_00600	Prai.g_01788
OG0001181	Syaq.g_00596	Prai.g_01792
OG0001182	Syaq.g_00587	Prai.g_01799
OG0001183	Syaq.g_00579	Prai.g_01803
OG0001184	Syaq.g_00995	Prai.g_01819
OG0001185	Syaq.g_01022	Prai.g_01833
OG0001186	Syaq.g_01058	Prai.g_01856
OG0001187	Syaq.g_01061	Prai.g_01862
OG0001188	Syaq.g_01065	Prai.g_01864
OG0001189	Syaq.g_01095	Prai.g_01881
OG0001190	Syaq.g_01264	Prai.g_01885
OG0001191	Syaq.g_01248	Prai.g_01895
OG0001192	Syaq.g_01242	Prai.g_01899
OG0001193	Syaq.g_01217	Prai.g_01909
OG0001194	Syaq.g_01214	Prai.g_01910
OG0001195	Syaq.g_01213	Prai.g_01911
OG0001196	Syaq.g_01169	Prai.g_01924
OG0001197	Syaq.g_01167	Prai.g_01925
OG0001198	Syaq.g_01153	Prai.g_01933
OG0001199	Syaq.g_01553	Prai.g_00074
OG0001200	Syaq.g_01551	Prai.g_00076
OG0001201	Syaq.g_01486	Prai.g_00108
OG0001202	Syaq.g_01358	Prai.g_00210
OG0001203	Syaq.g_01581	Prai.g_00249
OG0001204	Syaq.g_00709	Prai.g_00256
OG0001205	Syaq.g_00491	Prai.g_00476
OG0001206	Syaq.g_00468	Prai.g_00493
OG0001207	Syaq.g_01764	Prai.g_00507
OG0001208	Syaq.g_01774	Prai.g_00512
OG0001209	Syaq.g_01841	Prai.g_00563
OG0001210	Syaq.g_01852	Prai.g_00568
OG0001211	Syaq.g_01932	Prai.g_00578
OG0001212	Syaq.g_01990	Prai.g_00624
OG0001213	Syaq.g_02072	Prai.g_00658
OG0001214	Syaq.g_02084	Prai.g_00666
OG0001215	Syaq.g_02580	Prai.g_00719
OG0001216	Syaq.g_00026	Prai.g_00750
OG0001217	Syaq.g_01885	Prai.g_00894
OG0001218	Syaq.g_00423	Prai.g_00887
OG0001219	Syaq.g_02434	Prai.g_00858
OG0001220	Syaq.g_02412	Prai.g_00795
OG0001221	Syaq.g_02300	Prai.g_01035
OG0001222	Syaq.g_02472	Prai.g_00997
OG0001223	Syaq.g_02516	Prai.g_00971
OG0001224	Syaq.g_02683	Prai.g_00922
OG0001225	Syaq.g_02681	Prai.g_00920
OG0001226	Syaq.g_01543	Prai.g_01083
OG0001227	Syaq.g_00333	Prai.g_01101
OG0001230	Syaq.g_00361	Prai.g_01455
OG0001231	Syaq.g_01133	Prai.g_01560
OG0001232	Syaq.g_01643	Prai.g_01661
OG0001233	Syaq.g_01617	Prai.g_01681
OG0001234	Syaq.g_00676	Prai.g_01716
OG0001235	Syaq.g_00665	Prai.g_01726
OG0001236	Syaq.g_00990	Prai.g_01816
OG0001237	Syaq.g_00999	Prai.g_01820
OG0001238	Syaq.g_01246	Prai.g_01896
OG0001239	Syaq.g_01556	Prai.g_00071
OG0001240	Syaq.g_01502	Prai.g_00093
OG0001241	Syaq.g_01492	Prai.g_00101
OG0001243	Syaq.g_01457	Prai.g_00125
OG0001244	Syaq.g_01430	Prai.g_00141
OG0001245	Syaq.g_01916	Prai.g_00392
OG0001246	Syaq.g_01802	Prai.g_00534
OG0001248	Syaq.g_01891	Prai.g_00714
OG0001249	Syaq.g_00563	Prai.g_00869
OG0001250	Syaq.g_02389	Prai.g_00806
OG0001252	Syaq.g_02690	Prai.g_00927
OG0001253	Syaq.g_01918	Prai.g_01102
OG0001254	Syaq.g_02214	Prai.g_01145
OG0001255	Syaq.g_02111	Prai.g_01156
OG0001256	Syaq.g_01686	Prai.g_01553
OG0001258	Syaq.g_01676	Prai.g_01635
OG0001259	Syaq.g_01619	Prai.g_01679
OG0001260	Syaq.g_01595	Prai.g_01695
OG0001261	Syaq.g_00617	Prai.g_01769
OG0001262	Syaq.g_01093	Prai.g_01879
OG0001263	Syaq.g_01454	Prai.g_00128
OG0001265	Syaq.g_01466	Prai.g_00118
OG0001266	Syaq.g_01354	Prai.g_00214
OG0001267	Syaq.g_00763	Prai.g_00293
OG0001268	Syaq.g_00553	Prai.g_00352
OG0001269	Syaq.g_01866	Prai.g_00372
OG0001270	Syaq.g_00504	Prai.g_00465
OG0001271	Syaq.g_00445	Prai.g_00502
OG0001272	Syaq.g_01778	Prai.g_00516
OG0001273	Syaq.g_02077	Prai.g_00660
OG0001275	Syaq.g_02531	Prai.g_00961
OG0001276	Syaq.g_00062	Prai.g_00942
OG0001278	Syaq.g_00155	Prai.g_01223
OG0001279	Syaq.g_01867	Prai.g_01583
OG0001280	Syaq.g_00294	Prai.g_01334
OG0001281	Syaq.g_00306	Prai.g_01340
OG0001282	Syaq.g_01762	Prai.g_01371
OG0001284	Syaq.g_01700	Prai.g_01532
OG0001285	Syaq.g_01639	Prai.g_01664
OG0001286	Syaq.g_00602	Prai.g_01786
OG0001287	Syaq.g_01030	Prai.g_01840
OG0001289	Syaq.g_01528	Prai.g_00087
OG0001290	Syaq.g_01493	Prai.g_00100
OG0001291	Syaq.g_01444	Prai.g_00135
OG0001293	Syaq.g_00736	Prai.g_00274
OG0001294	Syaq.g_02252	Prai.g_00389
OG0001296	Syaq.g_01808	Prai.g_00539
OG0001298	Syaq.g_01967	Prai.g_00605
OG0001299	Syaq.g_02246	Prai.g_00695
OG0001300	Syaq.g_02589	Prai.g_00722
OG0001301	Syaq.g_02602	Prai.g_00725
OG0001302	Syaq.g_02115	Prai.g_00860
OG0001304	Syaq.g_00049	Prai.g_00933
OG0001305	Syaq.g_02673	Prai.g_00914
OG0001306	Syaq.g_00267	Prai.g_01158
OG0001308	Syaq.g_00385	Prai.g_01473
OG0001312	Syaq.g_02449	Prai.g_01008
OG0001314	Syaq.g_00826	Prai.g_00439
OG0001315	Syaq.g_00581	Prai.g_00061
OG0001316	Syaq.g_01437	Prai.g_00140
OG0001317	Syaq.g_01576	Prai.g_00245
OG0001318	Syaq.g_00728	Prai.g_00269
OG0001321	Syaq.g_00483	Prai.g_00482
OG0001322	Syaq.g_00482	Prai.g_00483
OG0001323	Syaq.g_01820	Prai.g_00548
OG0001324	Syaq.g_02590	Prai.g_00723
OG0001325	Syaq.g_00030	Prai.g_00753
OG0001327	Syaq.g_02259	Prai.g_01075
OG0001328	Syaq.g_02280	Prai.g_01100
OG0001330	Syaq.g_00287	Prai.g_01309
OG0001331	Syaq.g_01757	Prai.g_01376
OG0001333	Syaq.g_01622	Prai.g_01675
OG0001336	Syaq.g_01174	Prai.g_01921
OG0001343	Syaq.g_00700	Prai.g_01062
OG0001345	Syaq.g_00213	Prai.g_01190
OG0001346	Syaq.g_00298	Prai.g_01336
OG0001348	Syaq.g_02703	Prai.g_01587
OG0001351	Syaq.g_00476	Prai.g_00485
OG0001352	Syaq.g_01904	Prai.g_00709
OG0001353	Syaq.g_02379	Prai.g_00815
OG0001355	Syaq.g_00797	Prai.g_01272
OG0001358	Syaq.g_02056	Prai.g_00649
OG0001359	Syaq.g_00699	Prai.g_01061
OG0001360	Syaq.g_00211	Prai.g_01103
OG0001361	Syaq.g_00216	Prai.g_01187
OG0001364	Syaq.g_00972	Prai.g_01809
OG0001365	Syaq.g_01259	Prai.g_01889
OG0001369	Syaq.g_01503	Prai.g_00092
OG0001375	Syaq.g_00701	Prai.g_01063
OG0001378	Syaq.g_00506	Prai.g_01112
OG0001382	Syaq.g_00662	Prai.g_01575
OG0001394	Syaq.g_02307	Prai.g_01031
OG0001395	Syaq.g_00045	Prai.g_00931
OG0001408	Syaq.g_02125	Prai.g_01086
OG0001409	Syaq.g_00229	Prai.g_01178
OG0001413	Syaq.g_00139, Syaq.g_02051	Prai.g_01547
OG0001416	Syaq.g_00303	Prai.g_00490
OG0001417	Syaq.g_02502	Prai.g_00500
OG0001418	Syaq.g_00243	Prai.g_00713
OG0001420	Syaq.g_01833	Prai.g_01122
OG0001428	Syaq.g_01396	Prai.g_00183
OG0001430	Syaq.g_01271	Prai.g_01271
OG0001432	Syaq.g_01862	Prai.g_01545
OG0001438	Syaq.g_00778	Prai.g_00306
OG0001439	Syaq.g_00863	Prai.g_00320
OG0001441	Syaq.g_01822	Prai.g_00550
OG0001443	Syaq.g_01236	Prai.g_01602
OG0001447	Syaq.g_01456	Prai.g_00126
OG0001448	Syaq.g_01873	Prai.g_00380
OG0001449	Syaq.g_00698	Prai.g_00413
OG0001452	Syaq.g_00723	Prai.g_01058
OG0001453	Syaq.g_02522	Prai.g_00967
OG0001454	Syaq.g_01917	Prai.g_01096
OG0001462	Syaq.g_01108	Prai.g_00034
OG0001465	Syaq.g_02704	Prai.g_00731
OG0001467	Syaq.g_00354	Prai.g_00868
OG0001470	Syaq.g_00903	Prai.g_01433
OG0001471	Syaq.g_00859	Prai.g_01548
OG0001473	Syaq.g_02134	Prai.g_01857
OG0001474	Syaq.g_00552	Prai.g_00353
OG0001475	Syaq.g_00905	Prai.g_00152
OG0001477	Syaq.g_02599	Prai.g_01254
OG0001480	Syaq.g_02121	Prai.g_00382
OG0001482	Syaq.g_02512	Prai.g_00488
OG0001484	Syaq.g_02628	Prai.g_00893
OG0001486	Syaq.g_00251	Prai.g_01169
OG0001492	Syaq.g_00158	Prai.g_01220
OG0001493	Syaq.g_00150	Prai.g_01228
OG0001495	Syaq.g_00659	Prai.g_01723
OG0001496	Syaq.g_02596	Prai.g_01252
OG0001497	Syaq.g_02598	Prai.g_01253
OG0001502	Syaq.g_02407	Prai.g_00877
OG0001505	Syaq.g_00934, Syaq.g_00906	Prai.g_01394
OG0001508	Syaq.g_00902	Prai.g_01432
OG0001514	Syaq.g_02595	Prai.g_01251
OG0001520	Syaq.g_01953	Prai.g_00406
OG0001527	Syaq.g_01946	Prai.g_00591
OG0001532	Syaq.g_00195	Prai.g_01199
OG0001547	Syaq.g_02422	Prai.g_00875
OG0001549	Syaq.g_02416	Prai.g_00788
OG0001553	Syaq.g_00368	Prai.g_01460
OG0001554	Syaq.g_01266	Prai.g_01555
OG0001562	Syaq.g_00073	Prai.g_00949
OG0001565	Syaq.g_02120	Prai.g_00447
OG0001567	Syaq.g_02421	Prai.g_00876
OG0001568	Syaq.g_02424	Prai.g_00874
OG0001570	Syaq.g_02417	Prai.g_01255
OG0001602	Syaq.g_02705	Prai.g_00730
OG0001605	Syaq.g_01892	Prai.g_00950
OG0001613	Syaq.g_00582	Prai.g_01801
OG0001625	Syaq.g_00730	Prai.g_00271
OG0001627	Syaq.g_01735	Prai.g_00889
OG0001634	Syaq.g_02249	Prai.g_01582
OG0001647	Syaq.g_00753	Prai.g_00285
OG0001726	Syaq.g_02419	Prai.g_00425
OG0001924	Syaq.g_02038	Prai.g_01283
OG0001925	Syaq.g_02037	Prai.g_01284
OG0001926	Syaq.g_02036	Prai.g_01285
OG0001927	Syaq.g_02035	Prai.g_01286
OG0001993	Syaq.g_02040	Prai.g_01281
OG0001994	Syaq.g_02039	Prai.g_01282
OG0002019	Syaq.g_00994	Prai.g_01304
OG0002112	Syaq.g_00850	Prai.g_00417
OG0002157	Syaq.g_00851	Prai.g_00418
OG0002158	Syaq.g_00849	Prai.g_00416
OG0002369	Syaq.g_00913	Prai.g_00742
OG0002375	Syaq.g_00479	Prai.g_01408
OG0002395	Syaq.g_00852	Prai.g_01628
OG0002396	Syaq.g_00642	Prai.g_01745
OG0002723	Syaq.g_00480	Prai.g_01409
OG0003224	Syaq.g_02644	Prai.g_01625
