Orthogroup	Syaq	Syap
OG0001323	Syaq.g_01820	Syap.g_00757
OG0001326	Syaq.g_01205	Syap.g_02646
OG0001333	Syaq.g_01622	Syap.g_01373
OG0001336	Syaq.g_01174	Syap.g_02602
OG0001337	Syaq.g_00564	Syap.g_00576
OG0001345	Syaq.g_00213	Syap.g_01877, Syap.g_02776
OG0001346	Syaq.g_00298	Syap.g_01484
OG0001347	Syaq.g_01063	Syap.g_02536
OG0001348	Syaq.g_02703	Syap.g_00938
OG0001351	Syaq.g_00476	Syap.g_01996
OG0001353	Syaq.g_02379	Syap.g_01849
OG0001358	Syaq.g_02056	Syap.g_00942
OG0001360	Syaq.g_00211	Syap.g_01881, Syap.g_02778
OG0001361	Syaq.g_00216	Syap.g_01792
OG0001364	Syaq.g_00972	Syap.g_01052
OG0001365	Syaq.g_01259	Syap.g_00138
OG0001366	Syaq.g_01649	Syap.g_01399
OG0001368	Syaq.g_00708	Syap.g_01576
OG0001373	Syaq.g_01206	Syap.g_02647
OG0001374	Syaq.g_01198	Syap.g_01829, Syap.g_01830
OG0001378	Syaq.g_00506	Syap.g_02055
OG0001379	Syaq.g_00289	Syap.g_01474
OG0001382	Syaq.g_00662	Syap.g_00677
OG0001383	Syaq.g_01587	Syap.g_02665
OG0001385	Syaq.g_01209	Syap.g_02650
OG0001386	Syaq.g_01208	Syap.g_02649
OG0001387	Syaq.g_01207	Syap.g_02648
OG0001388	Syaq.g_01204	Syap.g_02645
OG0001389	Syaq.g_01203	Syap.g_02644
OG0001390	Syaq.g_01202	Syap.g_02643
OG0001391	Syaq.g_01201	Syap.g_01833
OG0001392	Syaq.g_01200	Syap.g_01832
OG0001393	Syaq.g_01199	Syap.g_01831
OG0001394	Syaq.g_02307	Syap.g_00159
OG0001395	Syaq.g_00045	Syap.g_00531
OG0001396	Syaq.g_01064	Syap.g_02537
OG0001401	Syaq.g_02383	Syap.g_01844
OG0001408	Syaq.g_02125	Syap.g_01862
OG0001412	Syaq.g_01062	Syap.g_02535
OG0001418	Syaq.g_00243	Syap.g_00221
OG0001420	Syaq.g_01833	Syap.g_02736
OG0001428	Syaq.g_01396	Syap.g_01196
OG0001432	Syaq.g_01862	Syap.g_01967
OG0001433	Syaq.g_00128	Syap.g_00790
OG0001434	Syaq.g_02312	Syap.g_00167
OG0001435	Syaq.g_02265	Syap.g_01259
OG0001436	Syaq.g_00966, Syaq.g_00967	Syap.g_01711
OG0001438	Syaq.g_00778	Syap.g_01346, Syap.g_01630
OG0001439	Syaq.g_00863	Syap.g_01674
OG0001441	Syaq.g_01822	Syap.g_02749
OG0001443	Syaq.g_01236	Syap.g_01006
OG0001444	Syaq.g_01508, Syaq.g_01042	Syap.g_00761
OG0001447	Syaq.g_01456	Syap.g_02218
OG0001452	Syaq.g_00723	Syap.g_01590
OG0001453	Syaq.g_02522	Syap.g_02687
OG0001456	Syaq.g_01196	Syap.g_01828
OG0001457	Syaq.g_01195	Syap.g_01826
OG0001458	Syaq.g_01194	Syap.g_01825
OG0001460	Syaq.g_00129	Syap.g_00789
OG0001461	Syaq.g_02163	Syap.g_02707
OG0001470	Syaq.g_00903	Syap.g_01138, Syap.g_00709
OG0001474	Syaq.g_00552	Syap.g_00562
OG0001475	Syaq.g_00905	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001478	Syaq.g_00451, Syaq.g_00457	Syap.g_01790
OG0001479	Syaq.g_00555	Syap.g_00565
OG0001487	Syaq.g_00422	Syap.g_00699
OG0001488	Syaq.g_00224	Syap.g_00209
OG0001489	Syaq.g_00591, Syaq.g_02565	Syap.g_00603
OG0001492	Syaq.g_00158	Syap.g_02441
OG0001493	Syaq.g_00150	Syap.g_02433
OG0001495	Syaq.g_00659	Syap.g_01921
OG0001498	Syaq.g_00528	Syap.g_02044, Syap.g_02043
OG0001502	Syaq.g_02407	Syap.g_00833
OG0001508	Syaq.g_00902	Syap.g_01139
OG0001510	Syaq.g_01034	Syap.g_01117
OG0001511	Syaq.g_01478	Syap.g_02629, Syap.g_02676
OG0001512	Syaq.g_01583	Syap.g_01151, Syap.g_01152
OG0001515	Syaq.g_02585	Syap.g_00906
OG0001516	Syaq.g_02243	Syap.g_01964
OG0001517	Syaq.g_00558	Syap.g_00568
OG0001518	Syaq.g_01244	Syap.g_01026
OG0001519	Syaq.g_01234	Syap.g_02079
OG0001527	Syaq.g_01946	Syap.g_00287, Syap.g_00292
OG0001528	Syaq.g_00904	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001529	Syaq.g_01102	Syap.g_01809
OG0001530	Syaq.g_01480	Syap.g_02627
OG0001531	Syaq.g_01584	Syap.g_01150
OG0001533	Syaq.g_00470	Syap.g_02326
OG0001534	Syaq.g_00048	Syap.g_00534
OG0001535	Syaq.g_00065	Syap.g_01875
OG0001536	Syaq.g_02480	Syap.g_02018
OG0001537	Syaq.g_02301	Syap.g_00153
OG0001538	Syaq.g_02345	Syap.g_00199
OG0001539	Syaq.g_02261	Syap.g_02370
OG0001540	Syaq.g_01452	Syap.g_02214
OG0001541	Syaq.g_01387	Syap.g_01187
OG0001542	Syaq.g_01379	Syap.g_01177
OG0001546	Syaq.g_01825	Syap.g_02745
OG0001547	Syaq.g_02422	Syap.g_00840, Syap.g_00839
OG0001553	Syaq.g_00368	Syap.g_02121
OG0001556	Syaq.g_02654	Syap.g_00041
OG0001557	Syaq.g_02308	Syap.g_00162
OG0001558	Syaq.g_01130	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001562	Syaq.g_00073	Syap.g_02700
OG0001563	Syaq.g_00608	Syap.g_00473
OG0001564	Syaq.g_02158	Syap.g_00876
OG0001567	Syaq.g_02421	Syap.g_00838
OG0001568	Syaq.g_02424	Syap.g_00842
OG0001570	Syaq.g_02417	Syap.g_00438
OG0001574	Syaq.g_01944	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Syaq.g_00254	Syap.g_00232
OG0001580	Syaq.g_01275	Syap.g_01340, Syap.g_01341
OG0001590	Syaq.g_02076	Syap.g_00889
OG0001592	Syaq.g_01274	Syap.g_01342
OG0001613	Syaq.g_00582	Syap.g_00597
OG0001614	Syaq.g_01020	Syap.g_01101
OG0001615	Syaq.g_02404	Syap.g_01937
OG0001616	Syaq.g_00208	Syap.g_01884
OG0001618	Syaq.g_00005, Syaq.g_00786	Syap.g_02409
OG0001619	Syaq.g_02469	Syap.g_01752
OG0001620	Syaq.g_00546	Syap.g_00557
OG0001621	Syaq.g_00724	Syap.g_01592
OG0001622	Syaq.g_01176	Syap.g_02601
OG0001623	Syaq.g_00567	Syap.g_00578
OG0001623	Syaq.g_00571	Syap.g_00582, Syap.g_00585
OG0001624	Syaq.g_02116	Syap.g_02494
OG0001634	Syaq.g_02249	Syap.g_01956
OG0001636	Syaq.g_01109	Syap.g_01797
OG0001637	Syaq.g_01603	Syap.g_01945, Syap.g_01946
OG0001638	Syaq.g_01660	Syap.g_01778
OG0001639	Syaq.g_01738	Syap.g_00751
OG0001641	Syaq.g_02520	Syap.g_02685
OG0001642	Syaq.g_02411	Syap.g_00530
OG0001643	Syaq.g_02087	Syap.g_00902
OG0001647	Syaq.g_00753	Syap.g_01370
OG0001652	Syaq.g_01132	Syap.g_02634
OG0001654	Syaq.g_01736	Syap.g_00753
OG0001657	Syaq.g_01413	Syap.g_02175
OG0001658	Syaq.g_01265	Syap.g_00131
OG0001659	Syaq.g_00199	Syap.g_01892
OG0001672	Syaq.g_01545	Syap.g_02553, Syap.g_02554
OG0001673	Syaq.g_01569	Syap.g_01163
OG0001675	Syaq.g_02535	Syap.g_02698
OG0001677	Syaq.g_00578	Syap.g_00592
OG0001678	Syaq.g_00691	Syap.g_02678
OG0001679	Syaq.g_02436	Syap.g_02521
OG0001682	Syaq.g_00034	Syap.g_00516
OG0001683	Syaq.g_00923, Syaq.g_01636, Syaq.g_00117, Syaq.g_00125, Syaq.g_00787, Syaq.g_00927, Syaq.g_02006, Syaq.g_02218	Syap.g_00702
OG0001690	Syaq.g_01514	Syap.g_00647
OG0001692	Syaq.g_00366	Syap.g_02120
OG0001694	Syaq.g_00765	Syap.g_01358
OG0001700	Syaq.g_02420	Syap.g_00975
OG0001713	Syaq.g_00232	Syap.g_00349
OG0001715	Syaq.g_01875	Syap.g_00665
OG0001729	Syaq.g_01589	Syap.g_02666
OG0001730	Syaq.g_01591	Syap.g_00770
OG0001731	Syaq.g_01717	Syap.g_00029
OG0001732	Syaq.g_00173	Syap.g_02315
OG0001733	Syaq.g_02256	Syap.g_00794
OG0001735	Syaq.g_02236	Syap.g_00095
OG0001737	Syaq.g_00843	Syap.g_01637
OG0001738	Syaq.g_00879	Syap.g_01657
OG0001739	Syaq.g_01192	Syap.g_01815, Syap.g_01816
OG0001748	Syaq.g_01314	Syap.g_01911
OG0001749	Syaq.g_00959	Syap.g_02067
OG0001750	Syaq.g_01507	Syap.g_00764
OG0001751	Syaq.g_01568	Syap.g_01164
OG0001752	Syaq.g_01593	Syap.g_02670
OG0001753	Syaq.g_00080	Syap.g_02534
OG0001754	Syaq.g_01598	Syap.g_01949, Syap.g_01948
OG0001755	Syaq.g_01817	Syap.g_00250
OG0001760	Syaq.g_01336	Syap.g_02651
OG0001762	Syaq.g_02528	Syap.g_02692
OG0001764	Syaq.g_02427	Syap.g_02336
OG0001766	Syaq.g_00854	Syap.g_01328
OG0001767	Syaq.g_00965	Syap.g_01036, Syap.g_00863
OG0001768	Syaq.g_01373	Syap.g_00610, Syap.g_02273
OG0001783	Syaq.g_01025	Syap.g_01108, Syap.g_01471
OG0001786	Syaq.g_01698	Syap.g_00311, Syap.g_01210
OG0001787	Syaq.g_01837	Syap.g_01454
OG0001788	Syaq.g_01840	Syap.g_01449
OG0001789	Syaq.g_00296	Syap.g_01482, Syap.g_01481
OG0001790	Syaq.g_00260	Syap.g_00238
OG0001796	Syaq.g_00071	Syap.g_01850, Syap.g_01852
OG0001797	Syaq.g_02461	Syap.g_00947
OG0001798	Syaq.g_02064	Syap.g_01291
OG0001799	Syaq.g_02103	Syap.g_00638
OG0001800	Syaq.g_00346	Syap.g_00771
OG0001801	Syaq.g_00356	Syap.g_02110
OG0001804	Syaq.g_00527	Syap.g_02045, Syap.g_02046
OG0001806	Syaq.g_00752	Syap.g_02337
OG0001808	Syaq.g_00979	Syap.g_01055
OG0001809	Syaq.g_01441	Syap.g_00322, Syap.g_01685
OG0001811	Syaq.g_01381	Syap.g_01180
OG0001812	Syaq.g_01273	Syap.g_01343
OG0001813	Syaq.g_01230	Syap.g_02086
OG0001814	Syaq.g_01166	Syap.g_01166, Syap.g_00125
OG0001815	Syaq.g_01155	Syap.g_01801
OG0001818	Syaq.g_00922, Syaq.g_01635, Syaq.g_00116, Syaq.g_00124, Syaq.g_00788, Syaq.g_00928, Syaq.g_02007, Syaq.g_02219, Syaq.g_00835, Syaq.g_01426, Syaq.g_01896, Syaq.g_02190	Syap.g_00703
OG0001838	Syaq.g_01142	Syap.g_00064, Syap.g_00537
OG0001839	Syaq.g_01113	Syap.g_01794
OG0001840	Syaq.g_01096	Syap.g_00978
OG0001841	Syaq.g_01087	Syap.g_00987
OG0001843	Syaq.g_01019	Syap.g_01100
OG0001844	Syaq.g_01018	Syap.g_01099
OG0001845	Syaq.g_01017	Syap.g_01094
OG0001846	Syaq.g_01464	Syap.g_02228, Syap.g_02226
OG0001847	Syaq.g_01465	Syap.g_02230
OG0001848	Syaq.g_01469	Syap.g_02236
OG0001849	Syaq.g_01529	Syap.g_02364
OG0001850	Syaq.g_01542	Syap.g_02550
OG0001851	Syaq.g_01549	Syap.g_01700
OG0001852	Syaq.g_01550	Syap.g_01699
OG0001853	Syaq.g_01557	Syap.g_01691
OG0001854	Syaq.g_01578	Syap.g_01157
OG0001856	Syaq.g_01694	Syap.g_01216
OG0001857	Syaq.g_01697	Syap.g_01212
OG0001858	Syaq.g_01722	Syap.g_00025
OG0001859	Syaq.g_01753	Syap.g_02516
OG0001860	Syaq.g_01767	Syap.g_02262
OG0001861	Syaq.g_01779	Syap.g_02248
OG0001862	Syaq.g_01791	Syap.g_00276
OG0001863	Syaq.g_01797	Syap.g_00272
OG0001864	Syaq.g_01850	Syap.g_01974
OG0001865	Syaq.g_01980	Syap.g_00651
OG0001866	Syaq.g_02004	Syap.g_01522
OG0001867	Syaq.g_02019	Syap.g_01524
OG0001868	Syaq.g_00302	Syap.g_01495
OG0001869	Syaq.g_00255	Syap.g_00233
OG0001870	Syaq.g_00246	Syap.g_00224
OG0001871	Syaq.g_00240	Syap.g_00217
OG0001872	Syaq.g_00160	Syap.g_02442
OG0001873	Syaq.g_00207	Syap.g_01885
OG0001874	Syaq.g_00210	Syap.g_01882
OG0001877	Syaq.g_02586	Syap.g_00905
OG0001878	Syaq.g_02532	Syap.g_02695
OG0001879	Syaq.g_02525	Syap.g_02690
OG0001883	Syaq.g_02455	Syap.g_01741
OG0001884	Syaq.g_01869	Syap.g_01733
OG0001885	Syaq.g_02432	Syap.g_02792
OG0001886	Syaq.g_02428	Syap.g_02335
OG0001887	Syaq.g_02279	Syap.g_01245
OG0001888	Syaq.g_02314	Syap.g_00168
OG0001889	Syaq.g_02355	Syap.g_02724
OG0001890	Syaq.g_02396	Syap.g_00825
OG0001891	Syaq.g_02402	Syap.g_00832
OG0001893	Syaq.g_02065	Syap.g_01290
OG0001894	Syaq.g_02081	Syap.g_00893
OG0001895	Syaq.g_00351	Syap.g_02658
OG0001896	Syaq.g_00511	Syap.g_02053
OG0001897	Syaq.g_00549	Syap.g_00559
OG0001898	Syaq.g_00566	Syap.g_00577
OG0001899	Syaq.g_00619	Syap.g_00484
OG0001900	Syaq.g_00737	Syap.g_02355
OG0001901	Syaq.g_00738	Syap.g_02354
OG0001902	Syaq.g_00770	Syap.g_01354
OG0001903	Syaq.g_00779	Syap.g_01631
OG0001904	Syaq.g_00970	Syap.g_02063
OG0001905	Syaq.g_00982	Syap.g_01060
OG0001906	Syaq.g_01451	Syap.g_02213
OG0001908	Syaq.g_01385	Syap.g_01185
OG0001909	Syaq.g_01375	Syap.g_02279
OG0001910	Syaq.g_01311	Syap.g_01907
OG0001912	Syaq.g_01252	Syap.g_01042
OG0001913	Syaq.g_01250	Syap.g_01032
OG0001915	Syaq.g_01158	Syap.g_02313
OG0001924	Syaq.g_02038	Syap.g_00381
OG0001925	Syaq.g_02037	Syap.g_00382
OG0001926	Syaq.g_02036	Syap.g_00383
OG0001927	Syaq.g_02035	Syap.g_00384
OG0001929	Syaq.g_01080	Syap.g_00994
OG0001932	Syaq.g_01021	Syap.g_01102
OG0001935	Syaq.g_01552	Syap.g_01697
OG0001937	Syaq.g_01709	Syap.g_00037
OG0001938	Syaq.g_01769	Syap.g_00731, Syap.g_02259
OG0001942	Syaq.g_00280	Syap.g_00831
OG0001943	Syaq.g_00230	Syap.g_00645
OG0001944	Syaq.g_02418	Syap.g_02662
OG0001946	Syaq.g_02587	Syap.g_01058
OG0001947	Syaq.g_02697	Syap.g_01412
OG0001970	Syaq.g_01449	Syap.g_02212
OG0001979	Syaq.g_02581	Syap.g_00662, Syap.g_00834
OG0001991	Syaq.g_00126	Syap.g_00791
OG0001994	Syaq.g_02039	Syap.g_00380
OG0001999	Syaq.g_01624	Syap.g_01375
OG0002002	Syaq.g_00161	Syap.g_02443
OG0002005	Syaq.g_00321	Syap.g_02284, Syap.g_02283
OG0002006	Syaq.g_02698	Syap.g_01384, Syap.g_01413
OG0002009	Syaq.g_02303	Syap.g_00155
OG0002010	Syaq.g_00404	Syap.g_00002
OG0002011	Syaq.g_01903	Syap.g_02399
OG0002013	Syaq.g_01537	Syap.g_02542
OG0002015	Syaq.g_00961	Syap.g_02069
OG0002016	Syaq.g_01317	Syap.g_00102
OG0002019	Syaq.g_00994	Syap.g_01103
OG0002025	Syaq.g_00348	Syap.g_02468
OG0002029	Syaq.g_02609, Syaq.g_02652	Syap.g_00356
OG0002039	Syaq.g_00223	Syap.g_00208
OG0002046	Syaq.g_00452	Syap.g_02164
OG0002047	Syaq.g_00532	Syap.g_02039, Syap.g_02154
OG0002048	Syaq.g_00583	Syap.g_00598
OG0002049	Syaq.g_00668	Syap.g_01926
OG0002053	Syaq.g_02548	Syap.g_00836, Syap.g_00835
OG0002056	Syaq.g_00780	Syap.g_01633, Syap.g_01632
OG0002113	Syaq.g_01112	Syap.g_01795
OG0002116	Syaq.g_01704	Syap.g_00044
OG0002122	Syaq.g_02583	Syap.g_01294
OG0002129	Syaq.g_00388	Syap.g_02529
OG0002130	Syaq.g_00295	Syap.g_01480
OG0002134	Syaq.g_01011	Syap.g_01088, Syap.g_01087
OG0002135	Syaq.g_01645	Syap.g_01395, Syap.g_01402
OG0002136	Syaq.g_01646	Syap.g_01396, Syap.g_01403
OG0002137	Syaq.g_00349	Syap.g_02467
OG0002139	Syaq.g_00145	Syap.g_02429
OG0002142	Syaq.g_00357	Syap.g_02112, Syap.g_02111
OG0002143	Syaq.g_00524	Syap.g_02578
OG0002144	Syaq.g_00661	Syap.g_00772, Syap.g_00773
OG0002160	Syaq.g_02573	Syap.g_01501
OG0002167	Syaq.g_01536	Syap.g_01318
OG0002168	Syaq.g_02696	Syap.g_01411
OG0002169	Syaq.g_00533	Syap.g_02038, Syap.g_02152
OG0002171	Syaq.g_00956	Syap.g_02070
OG0002173	Syaq.g_01331	Syap.g_01420
OG0002174	Syaq.g_01219	Syap.g_02100
OG0002179	Syaq.g_00985	Syap.g_01062
OG0002180	Syaq.g_00771	Syap.g_01353
OG0002181	Syaq.g_00740	Syap.g_02350
OG0002182	Syaq.g_00722	Syap.g_00309
OG0002184	Syaq.g_01531	Syap.g_02363
OG0002185	Syaq.g_01541	Syap.g_02549
OG0002186	Syaq.g_01647	Syap.g_01404
OG0002187	Syaq.g_01648	Syap.g_01398
OG0002188	Syaq.g_01677	Syap.g_00616
OG0002189	Syaq.g_01678	Syap.g_00615
OG0002190	Syaq.g_01718	Syap.g_00028
OG0002191	Syaq.g_00507	Syap.g_02327, Syap.g_02329
OG0002192	Syaq.g_00221	Syap.g_00207
OG0002194	Syaq.g_00149	Syap.g_02432
OG0002195	Syaq.g_02274	Syap.g_01249
OG0002196	Syaq.g_02326	Syap.g_00179
OG0002197	Syaq.g_02519	Syap.g_02684
OG0002198	Syaq.g_02106	Syap.g_00644, Syap.g_00405
OG0002199	Syaq.g_02101	Syap.g_00637
OG0002200	Syaq.g_00373	Syap.g_02466
OG0002201	Syaq.g_02002	Syap.g_01520
OG0002202	Syaq.g_02001	Syap.g_01519
OG0002203	Syaq.g_02000	Syap.g_01518
OG0002204	Syaq.g_01982	Syap.g_00440
OG0002205	Syaq.g_01964	Syap.g_01315
OG0002206	Syaq.g_01952	Syap.g_01301
OG0002207	Syaq.g_01942	Syap.g_00297
OG0002208	Syaq.g_01766	Syap.g_02263
OG0002209	Syaq.g_00551	Syap.g_00561
OG0002210	Syaq.g_00574	Syap.g_00588
OG0002211	Syaq.g_00615	Syap.g_00480
OG0002212	Syaq.g_01276	Syap.g_01338
OG0002214	Syaq.g_01173	Syap.g_02604
OG0002235	Syaq.g_02321	Syap.g_00176
OG0002236	Syaq.g_02225	Syap.g_02346
OG0002238	Syaq.g_00135	Syap.g_02235, Syap.g_02000
OG0002241	Syaq.g_00453	Syap.g_02165
OG0002242	Syaq.g_00957	Syap.g_02068
OG0002247	Syaq.g_01957	Syap.g_01305
OG0002257	Syaq.g_02136	Syap.g_00660
OG0002260	Syaq.g_00144	Syap.g_02428
OG0002277	Syaq.g_01075	Syap.g_00997
OG0002292	Syaq.g_01366	Syap.g_02266
OG0002296	Syaq.g_00399	Syap.g_02008
OG0002301	Syaq.g_01888	Syap.g_00675
OG0002302	Syaq.g_01751	Syap.g_02512
OG0002306	Syaq.g_01210	Syap.g_02088
OG0002308	Syaq.g_02331	Syap.g_00624
OG0002309	Syaq.g_02384	Syap.g_01843
OG0002335	Syaq.g_00120, Syaq.g_01845	Syap.g_01161
OG0002343	Syaq.g_00713	Syap.g_01581
OG0002349	Syaq.g_01615	Syap.g_01515
OG0002352	Syaq.g_00235	Syap.g_00801
OG0002353	Syaq.g_02352	Syap.g_02729
OG0002357	Syaq.g_02133	Syap.g_01434, Syap.g_01433
OG0002358	Syaq.g_00503	Syap.g_02358
OG0002359	Syaq.g_00407	Syap.g_00006
OG0002360	Syaq.g_02684	Syap.g_01823
OG0002369	Syaq.g_00913	Syap.g_00708, Syap.g_00707, Syap.g_00730
OG0002375	Syaq.g_00479	Syap.g_00880
OG0002382	Syaq.g_01781	Syap.g_02246
OG0002389	Syaq.g_00586	Syap.g_00600
OG0002390	Syaq.g_01371, Syaq.g_01372	Syap.g_02274
OG0002391	Syaq.g_01461	Syap.g_02223
OG0002394	Syaq.g_01285	Syap.g_01329, Syap.g_02490
OG0002396	Syaq.g_00642	Syap.g_00507
OG0002406	Syaq.g_01886	Syap.g_00435
OG0002409	Syaq.g_01223	Syap.g_02093
OG0002410	Syaq.g_01180	Syap.g_02593
OG0002411	Syaq.g_02375	Syap.g_02704
OG0002412	Syaq.g_00936	Syap.g_01488, Syap.g_00686, Syap.g_02484, Syap.g_01719, Syap.g_01755, Syap.g_01756, Syap.g_00092, Syap.g_01718, Syap.g_01757, Syap.g_01869, Syap.g_00358, Syap.g_00312, Syap.g_01211
OG0002430	Syaq.g_01832	Syap.g_00317
OG0002431	Syaq.g_01831	Syap.g_02126
OG0002432	Syaq.g_00276, Syaq.g_01282	Syap.g_01335
OG0002440	Syaq.g_00064	Syap.g_01874
OG0002464	Syaq.g_01544	Syap.g_02552
OG0002466	Syaq.g_01599	Syap.g_01500
OG0002474	Syaq.g_00663	Syap.g_01855, Syap.g_02768
OG0002475	Syaq.g_00406	Syap.g_00005
OG0002492	Syaq.g_01284	Syap.g_01333
OG0002506	Syaq.g_00278	Syap.g_01555
OG0002519	Syaq.g_00989	Syap.g_00778
OG0002527	Syaq.g_00133	Syap.g_02372
OG0002528	Syaq.g_00131	Syap.g_02374
OG0002537	Syaq.g_02102	Syap.g_02270
OG0002539	Syaq.g_01247	Syap.g_01029
OG0002541	Syaq.g_00575	Syap.g_00589
OG0002543	Syaq.g_01249	Syap.g_01031
OG0002548	Syaq.g_00758	Syap.g_00409
OG0002570	Syaq.g_00706	Syap.g_02566
OG0002573	Syaq.g_01897	Syap.g_01984
OG0002580	Syaq.g_01215	Syap.g_02394, Syap.g_02538
OG0002592	Syaq.g_01279	Syap.g_01327
OG0002593	Syaq.g_01732	Syap.g_00754
OG0002611	Syaq.g_00987	Syap.g_01065
OG0002612	Syaq.g_02650	Syap.g_00353
OG0002614	Syaq.g_00829, Syaq.g_02642, Syaq.g_02670, Syaq.g_00812	Syap.g_01487
OG0002632	Syaq.g_01283	Syap.g_01334
OG0002634	Syaq.g_01582	Syap.g_01153
OG0002638	Syaq.g_02592	Syap.g_00768, Syap.g_00769
OG0002643	Syaq.g_00106	Syap.g_00320
OG0002645	Syaq.g_02092	Syap.g_01443
OG0002669	Syaq.g_00895, Syaq.g_01069	Syap.g_02105, Syap.g_02106
OG0002670	Syaq.g_00141, Syaq.g_02620	Syap.g_02305
OG0002675	Syaq.g_00664	Syap.g_01751
OG0002684	Syaq.g_01340	Syap.g_02123
OG0002687	Syaq.g_01240	Syap.g_02131
OG0002723	Syaq.g_00480	Syap.g_01265
OG0002733	Syaq.g_00011	Syap.g_01679
OG0002735	Syaq.g_02458	Syap.g_00781
OG0002736	Syaq.g_00893	Syap.g_01708
OG0002737	Syaq.g_01623	Syap.g_01374
OG0002743	Syaq.g_00130, Syaq.g_02457	Syap.g_00782
OG0002760	Syaq.g_02015	Syap.g_01472, Syap.g_01529
OG0002761	Syaq.g_02110	Syap.g_00388
OG0002763	Syaq.g_02164	Syap.g_00366, Syap.g_01973
OG0002764	Syaq.g_02607	Syap.g_01993
OG0002766	Syaq.g_00921	Syap.g_00627
OG0002771	Syaq.g_00910	Syap.g_00878
OG0002838	Syaq.g_00929, Syaq.g_01634, Syaq.g_02008	Syap.g_00629
OG0002842	Syaq.g_01281	Syap.g_01336
OG0002855	Syaq.g_02443	Syap.g_00780
OG0002868	Syaq.g_01346	Syap.g_01625
OG0002870	Syaq.g_01538	Syap.g_02543
OG0002879	Syaq.g_02291	Syap.g_02107
OG0002880	Syaq.g_01326	Syap.g_00685
OG0002881	Syaq.g_00924	Syap.g_02062
OG0002882	Syaq.g_00798, Syaq.g_02663, Syaq.g_00091, Syaq.g_02636	Syap.g_02400
OG0002935	Syaq.g_00884	Syap.g_00811
OG0002994	Syaq.g_01882	Syap.g_00676
OG0002996	Syaq.g_01912	Syap.g_00104
OG0002999	Syaq.g_00206	Syap.g_01886
OG0003000	Syaq.g_00390	Syap.g_02532
OG0003002	Syaq.g_02664	Syap.g_02302
OG0003004	Syaq.g_02285	Syap.g_00746, Syap.g_02485
OG0003005	Syaq.g_01325	Syap.g_00684
OG0003007	Syaq.g_02568	Syap.g_00777
OG0003033	Syaq.g_00945	Syap.g_01263
OG0003102	Syaq.g_00881	Syap.g_00884
OG0003127	Syaq.g_00081	Syap.g_01447
OG0003128	Syaq.g_02324	Syap.g_00177
OG0003141	Syaq.g_01197	Syap.g_01453, Syap.g_01452
OG0003149	Syaq.g_00318	Syap.g_01943
OG0003150	Syaq.g_00319	Syap.g_01944
OG0003154	Syaq.g_02290	Syap.g_02299, Syap.g_02303
OG0003257	Syaq.g_02739	Syap.g_00706, Syap.g_00728
OG0003260	Syaq.g_00101	Syap.g_02297, Syap.g_02559
OG0003263	Syaq.g_00996	Syap.g_02132
OG0003316	Syaq.g_02297	Syap.g_02301
OG0003321	Syaq.g_02631, Syaq.g_02611, Syaq.g_02656	Syap.g_00944
OG0003322	Syaq.g_02456	Syap.g_00783
OG0003325	Syaq.g_02149	Syap.g_00819
OG0003327	Syaq.g_01053	Syap.g_02540
OG0003332	Syaq.g_00259	Syap.g_00237
OG0003593	Syaq.g_00320	Syap.g_02282
OG0003599	Syaq.g_00568	Syap.g_00579
OG0003608	Syaq.g_00813	Syap.g_02396
OG0003987	Syaq.g_02226	Syap.g_00948, Syap.g_00911
OG0003993	Syaq.g_01521	Syap.g_02127
OG0003994	Syaq.g_02715, Syaq.g_00327	Syap.g_02306
OG0003995	Syaq.g_01874	Syap.g_02325
OG0003996	Syaq.g_00793	Syap.g_02405, Syap.g_02404
OG0004296	Syaq.g_01068	Syap.g_02104
OG0004429	Syaq.g_00092	Syap.g_00347
OG0004467	Syaq.g_02197	Syap.g_00379
OG0004472	Syaq.g_02625	Syap.g_00701, Syap.g_00693, Syap.g_01721
OG0004485	Syaq.g_00810, Syaq.g_02668	Syap.g_01486
OG0004486	Syaq.g_01614	Syap.g_01513
OG0004490	Syaq.g_00003, Syaq.g_00791	Syap.g_02407
OG0004491	Syaq.g_00006, Syaq.g_00785	Syap.g_02410
OG0004492	Syaq.g_00784, Syaq.g_00007	Syap.g_02411
OG0005270	Syaq.g_02205	Syap.g_02102
OG0005271	Syaq.g_02204	Syap.g_02103
OG0005272	Syaq.g_01522	Syap.g_02128
OG0005273	Syaq.g_00100	Syap.g_02298
OG0005274	Syaq.g_00801	Syap.g_02385
OG0005275	Syaq.g_00800	Syap.g_02386
OG0005276	Syaq.g_00799	Syap.g_02387
OG0005278	Syaq.g_00794	Syap.g_02402
OG0005279	Syaq.g_00792	Syap.g_02406
OG0005280	Syaq.g_00017	Syap.g_02422
OG0005281	Syaq.g_00019	Syap.g_02424
OG0005282	Syaq.g_02622	Syap.g_02541
OG0006310	Syaq.g_02627	Syap.g_00694
OG0006354	Syaq.g_00804	Syap.g_02379
OG0006355	Syaq.g_00802	Syap.g_02383
OG0006357	Syaq.g_02730	Syap.g_02397
