Orthogroup	Syaq	Prab
OG0001133	Syaq.g_02063	Prab.g_01169
OG0001134	Syaq.g_02213	Prab.g_01186
OG0001135	Syaq.g_02212	Prab.g_01189
OG0001136	Syaq.g_00252	Prab.g_01216
OG0001137	Syaq.g_00228	Prab.g_01227
OG0001138	Syaq.g_00196	Prab.g_01245
OG0001139	Syaq.g_00194	Prab.g_01246
OG0001140	Syaq.g_00193	Prab.g_01247
OG0001141	Syaq.g_00192	Prab.g_01248
OG0001142	Syaq.g_00191	Prab.g_01249
OG0001143	Syaq.g_00182	Prab.g_01256
OG0001144	Syaq.g_00166	Prab.g_01261
OG0001145	Syaq.g_00284	Prab.g_01318
OG0001146	Syaq.g_00305	Prab.g_01330
OG0001147	Syaq.g_00438	Prab.g_01347
OG0001148	Syaq.g_01761	Prab.g_01362
OG0001149	Syaq.g_01760	Prab.g_01363
OG0001150	Syaq.g_01759	Prab.g_01364
OG0001151	Syaq.g_01746	Prab.g_01375
OG0001152	Syaq.g_01745	Prab.g_01376
OG0001153	Syaq.g_00413	Prab.g_01498
OG0001154	Syaq.g_00414	Prab.g_01499
OG0001155	Syaq.g_01739	Prab.g_01511
OG0001156	Syaq.g_01729	Prab.g_01514
OG0001157	Syaq.g_01728	Prab.g_01515
OG0001158	Syaq.g_01727	Prab.g_01516
OG0001159	Syaq.g_01726	Prab.g_01517
OG0001160	Syaq.g_01693	Prab.g_01541
OG0001161	Syaq.g_01233	Prab.g_01553
OG0001162	Syaq.g_00331	Prab.g_01567
OG0001163	Syaq.g_01685	Prab.g_01661
OG0001164	Syaq.g_01679	Prab.g_01665
OG0001165	Syaq.g_01674	Prab.g_01668
OG0001166	Syaq.g_01652	Prab.g_01688
OG0001167	Syaq.g_01039	Prab.g_01705
OG0001169	Syaq.g_01620	Prab.g_01709
OG0001170	Syaq.g_01618	Prab.g_01711
OG0001171	Syaq.g_01607	Prab.g_01720
OG0001172	Syaq.g_00690	Prab.g_01734
OG0001173	Syaq.g_00689	Prab.g_01735
OG0001174	Syaq.g_00681	Prab.g_01743
OG0001175	Syaq.g_00680	Prab.g_01744
OG0001176	Syaq.g_00656	Prab.g_01751
OG0001177	Syaq.g_00658	Prab.g_01753
OG0001178	Syaq.g_01667	Prab.g_01758
OG0001179	Syaq.g_00626	Prab.g_01786
OG0001180	Syaq.g_00600	Prab.g_01808
OG0001181	Syaq.g_00596	Prab.g_01812
OG0001182	Syaq.g_00587	Prab.g_01819
OG0001183	Syaq.g_00579	Prab.g_01823
OG0001184	Syaq.g_00995	Prab.g_01838
OG0001185	Syaq.g_01022	Prab.g_01852
OG0001186	Syaq.g_01058	Prab.g_01875
OG0001187	Syaq.g_01061	Prab.g_01880
OG0001188	Syaq.g_01065	Prab.g_01882
OG0001189	Syaq.g_01095	Prab.g_01899
OG0001190	Syaq.g_01264	Prab.g_01903
OG0001191	Syaq.g_01248	Prab.g_01913
OG0001192	Syaq.g_01242	Prab.g_01918
OG0001193	Syaq.g_01217	Prab.g_01928
OG0001194	Syaq.g_01214	Prab.g_01929
OG0001195	Syaq.g_01213	Prab.g_01930
OG0001196	Syaq.g_01169	Prab.g_01943
OG0001197	Syaq.g_01167	Prab.g_01944
OG0001198	Syaq.g_01153	Prab.g_01952
OG0001199	Syaq.g_01553	Prab.g_00066
OG0001200	Syaq.g_01551	Prab.g_00068
OG0001201	Syaq.g_01486	Prab.g_00099
OG0001202	Syaq.g_01358	Prab.g_00190
OG0001204	Syaq.g_00709	Prab.g_00233
OG0001205	Syaq.g_00491	Prab.g_00448
OG0001206	Syaq.g_00468	Prab.g_00467
OG0001207	Syaq.g_01764	Prab.g_00481
OG0001208	Syaq.g_01774	Prab.g_00486
OG0001209	Syaq.g_01841	Prab.g_00539
OG0001210	Syaq.g_01852	Prab.g_00544
OG0001211	Syaq.g_01932	Prab.g_00554
OG0001212	Syaq.g_01990	Prab.g_00600
OG0001213	Syaq.g_02072	Prab.g_00634
OG0001214	Syaq.g_02084	Prab.g_00642
OG0001215	Syaq.g_02580	Prab.g_00695
OG0001216	Syaq.g_00026	Prab.g_00725
OG0001217	Syaq.g_01885	Prab.g_00768
OG0001218	Syaq.g_00423	Prab.g_00776
OG0001219	Syaq.g_02434	Prab.g_00829
OG0001220	Syaq.g_02412	Prab.g_00891
OG0001221	Syaq.g_02300	Prab.g_01057
OG0001222	Syaq.g_02472	Prab.g_01018
OG0001223	Syaq.g_02516	Prab.g_00992
OG0001225	Syaq.g_02681	Prab.g_00931
OG0001226	Syaq.g_01543	Prab.g_01120
OG0001227	Syaq.g_00333	Prab.g_01138
OG0001230	Syaq.g_00361	Prab.g_01458
OG0001231	Syaq.g_01133	Prab.g_01565
OG0001232	Syaq.g_01643	Prab.g_01692
OG0001233	Syaq.g_01617	Prab.g_01712
OG0001234	Syaq.g_00676	Prab.g_01746
OG0001235	Syaq.g_00665	Prab.g_01755
OG0001237	Syaq.g_00999	Prab.g_01839
OG0001238	Syaq.g_01246	Prab.g_01914
OG0001239	Syaq.g_01556	Prab.g_00063
OG0001240	Syaq.g_01502	Prab.g_00084
OG0001241	Syaq.g_01492	Prab.g_00092
OG0001244	Syaq.g_01430	Prab.g_00131
OG0001245	Syaq.g_01916	Prab.g_00368
OG0001246	Syaq.g_01802	Prab.g_00508
OG0001248	Syaq.g_01891	Prab.g_00690
OG0001249	Syaq.g_00563	Prab.g_00818
OG0001250	Syaq.g_02389	Prab.g_00880
OG0001251	Syaq.g_02135	Prab.g_01083
OG0001252	Syaq.g_02690	Prab.g_00938
OG0001253	Syaq.g_01918	Prab.g_01139
OG0001254	Syaq.g_02214	Prab.g_01188
OG0001255	Syaq.g_02111	Prab.g_01203
OG0001256	Syaq.g_01686	Prab.g_01558
OG0001258	Syaq.g_01676	Prab.g_01666
OG0001259	Syaq.g_01619	Prab.g_01710
OG0001260	Syaq.g_01595	Prab.g_01726
OG0001261	Syaq.g_00617	Prab.g_01794
OG0001262	Syaq.g_01093	Prab.g_01897
OG0001265	Syaq.g_01466	Prab.g_00109
OG0001266	Syaq.g_01354	Prab.g_00194
OG0001267	Syaq.g_00763	Prab.g_00268
OG0001268	Syaq.g_00553	Prab.g_00326
OG0001269	Syaq.g_01866	Prab.g_00347
OG0001270	Syaq.g_00504	Prab.g_00437
OG0001271	Syaq.g_00445	Prab.g_00476
OG0001272	Syaq.g_01778	Prab.g_00490
OG0001273	Syaq.g_02077	Prab.g_00636
OG0001274	Syaq.g_01303	Prab.g_00710
OG0001275	Syaq.g_02531	Prab.g_00982
OG0001276	Syaq.g_00062	Prab.g_00954
OG0001278	Syaq.g_00155	Prab.g_01269
OG0001279	Syaq.g_01867	Prab.g_01590
OG0001280	Syaq.g_00294	Prab.g_01325
OG0001281	Syaq.g_00306	Prab.g_01331
OG0001282	Syaq.g_01762	Prab.g_01361
OG0001283	Syaq.g_01175	Prab.g_01381
OG0001284	Syaq.g_01700	Prab.g_01536
OG0001285	Syaq.g_01639	Prab.g_01695
OG0001286	Syaq.g_00602	Prab.g_01806
OG0001287	Syaq.g_01030	Prab.g_01859
OG0001289	Syaq.g_01528	Prab.g_00079
OG0001290	Syaq.g_01493	Prab.g_00091
OG0001291	Syaq.g_01444	Prab.g_00125
OG0001293	Syaq.g_00736	Prab.g_00250
OG0001294	Syaq.g_02252	Prab.g_00366
OG0001296	Syaq.g_01808	Prab.g_00513
OG0001297	Syaq.g_01812	Prab.g_00518
OG0001298	Syaq.g_01967	Prab.g_00581
OG0001299	Syaq.g_02246	Prab.g_00671
OG0001300	Syaq.g_02589	Prab.g_00698
OG0001301	Syaq.g_02602	Prab.g_00701
OG0001302	Syaq.g_02115	Prab.g_00827
OG0001303	Syaq.g_02437	Prab.g_00749
OG0001304	Syaq.g_00049	Prab.g_00944
OG0001305	Syaq.g_02673	Prab.g_00925
OG0001306	Syaq.g_00267	Prab.g_01205
OG0001308	Syaq.g_00385	Prab.g_01476
OG0001312	Syaq.g_02449	Prab.g_01029
OG0001315	Syaq.g_00581	Prab.g_00053
OG0001316	Syaq.g_01437	Prab.g_00130
OG0001317	Syaq.g_01576	Prab.g_00225
OG0001318	Syaq.g_00728	Prab.g_00246
OG0001319	Syaq.g_00751	Prab.g_00261
OG0001321	Syaq.g_00483	Prab.g_00457
OG0001322	Syaq.g_00482	Prab.g_00458
OG0001323	Syaq.g_01820	Prab.g_00523
OG0001324	Syaq.g_02590	Prab.g_00699
OG0001325	Syaq.g_00030	Prab.g_00728
OG0001326	Syaq.g_01205	Prab.g_01095
OG0001327	Syaq.g_02259	Prab.g_01112
OG0001328	Syaq.g_02280	Prab.g_01137
OG0001329	Syaq.g_02113	Prab.g_01178
OG0001331	Syaq.g_01757	Prab.g_01366
OG0001333	Syaq.g_01622	Prab.g_01706
OG0001336	Syaq.g_01174	Prab.g_01940
OG0001343	Syaq.g_00700	Prab.g_01086
OG0001345	Syaq.g_00213	Prab.g_01238
OG0001346	Syaq.g_00298	Prab.g_01327
OG0001348	Syaq.g_02703	Prab.g_01595
OG0001349	Syaq.g_00942	Prab.g_01395
OG0001352	Syaq.g_01904	Prab.g_00685
OG0001353	Syaq.g_02379	Prab.g_00872
OG0001354	Syaq.g_02503	Prab.g_01000
OG0001356	Syaq.g_02555, Syaq.g_00127	Prab.g_00793
OG0001358	Syaq.g_02056	Prab.g_00624
OG0001359	Syaq.g_00699	Prab.g_01085
OG0001360	Syaq.g_00211	Prab.g_01140
OG0001361	Syaq.g_00216	Prab.g_01235
OG0001364	Syaq.g_00972	Prab.g_01829
OG0001365	Syaq.g_01259	Prab.g_01907
OG0001373	Syaq.g_01206	Prab.g_01096
OG0001374	Syaq.g_01198	Prab.g_01088
OG0001375	Syaq.g_00701	Prab.g_01087
OG0001378	Syaq.g_00506	Prab.g_01149
OG0001379	Syaq.g_00289	Prab.g_01320
OG0001380	Syaq.g_01915	Prab.g_01349
OG0001382	Syaq.g_00662	Prab.g_01581
OG0001385	Syaq.g_01209	Prab.g_01099
OG0001386	Syaq.g_01208	Prab.g_01098
OG0001387	Syaq.g_01207	Prab.g_01097
OG0001388	Syaq.g_01204	Prab.g_01094
OG0001389	Syaq.g_01203	Prab.g_01093
OG0001390	Syaq.g_01202	Prab.g_01092
OG0001391	Syaq.g_01201	Prab.g_01091
OG0001392	Syaq.g_01200	Prab.g_01090
OG0001393	Syaq.g_01199	Prab.g_01089
OG0001394	Syaq.g_02307	Prab.g_01053
OG0001395	Syaq.g_00045	Prab.g_00942
OG0001408	Syaq.g_02125	Prab.g_01123
OG0001409	Syaq.g_00229	Prab.g_01226
OG0001413	Syaq.g_00139, Syaq.g_02051	Prab.g_01551
OG0001416	Syaq.g_00303	Prab.g_00464
OG0001417	Syaq.g_02502	Prab.g_00474
OG0001418	Syaq.g_00243	Prab.g_00689
OG0001420	Syaq.g_01833	Prab.g_01158
OG0001428	Syaq.g_01396	Prab.g_00163
OG0001429	Syaq.g_02438	Prab.g_00830
OG0001432	Syaq.g_01862	Prab.g_01549
OG0001433	Syaq.g_00128	Prab.g_00792
OG0001434	Syaq.g_02312	Prab.g_01049
OG0001438	Syaq.g_00778	Prab.g_00281
OG0001439	Syaq.g_00863	Prab.g_00295
OG0001441	Syaq.g_01822	Prab.g_00525
OG0001442	Syaq.g_02322	Prab.g_00752
OG0001443	Syaq.g_01236	Prab.g_01604
OG0001447	Syaq.g_01456	Prab.g_00116
OG0001448	Syaq.g_01873	Prab.g_00356
OG0001449	Syaq.g_00698	Prab.g_00389
OG0001452	Syaq.g_00723	Prab.g_01081
OG0001453	Syaq.g_02522	Prab.g_00988
OG0001454	Syaq.g_01917	Prab.g_01133
OG0001456	Syaq.g_01196	Prab.g_01197
OG0001457	Syaq.g_01195	Prab.g_01198
OG0001458	Syaq.g_01194	Prab.g_01199
OG0001460	Syaq.g_00129	Prab.g_00791
OG0001461	Syaq.g_02163	Prab.g_01286
OG0001462	Syaq.g_01108	Prab.g_00034
OG0001465	Syaq.g_02704	Prab.g_00707
OG0001471	Syaq.g_00859	Prab.g_01552
OG0001473	Syaq.g_02134	Prab.g_01877
OG0001474	Syaq.g_00552	Prab.g_00327
OG0001480	Syaq.g_02121	Prab.g_00357
OG0001482	Syaq.g_02512	Prab.g_00462
OG0001484	Syaq.g_02628	Prab.g_00769
OG0001486	Syaq.g_00251	Prab.g_01217
OG0001492	Syaq.g_00158	Prab.g_01266
OG0001493	Syaq.g_00150	Prab.g_01274
OG0001502	Syaq.g_02407	Prab.g_00810
OG0001525	Syaq.g_02129	Prab.g_01570
OG0001527	Syaq.g_01946	Prab.g_00567
OG0001546	Syaq.g_01825	Prab.g_00528
OG0001547	Syaq.g_02422	Prab.g_00812
OG0001551	Syaq.g_02572	Prab.g_01196
OG0001553	Syaq.g_00368	Prab.g_01463
OG0001554	Syaq.g_01266	Prab.g_01560
OG0001556	Syaq.g_00202, Syaq.g_02654	Prab.g_00785
OG0001565	Syaq.g_02120	Prab.g_00426
OG0001567	Syaq.g_02421	Prab.g_00811
OG0001568	Syaq.g_02424	Prab.g_00813
OG0001570	Syaq.g_02417	Prab.g_01161
OG0001602	Syaq.g_02705	Prab.g_00706
OG0001605	Syaq.g_01892	Prab.g_00961
OG0001613	Syaq.g_00582	Prab.g_01821
OG0001634	Syaq.g_02249	Prab.g_01589
OG0001666	Syaq.g_02653	Prab.g_01654
OG0001700	Syaq.g_02420	Prab.g_00790
OG0001990	Syaq.g_01187	Prab.g_00410
OG0001991	Syaq.g_00123, Syaq.g_00126, Syaq.g_02278	Prab.g_00796
OG0002029	Syaq.g_02609, Syaq.g_02652	Prab.g_01655
OG0002369	Syaq.g_00913	Prab.g_01416
OG0002375	Syaq.g_00479	Prab.g_01409
OG0002771	Syaq.g_00910	Prab.g_01397
OG0003023	Syaq.g_00317, Syaq.g_00314	Prab.g_01289
