Orthogroup	Prbg	Pran
OG0001127	Prbg.g_01786	Pran.g_01106
OG0001128	Prbg.g_01787	Pran.g_01107
OG0001129	Prbg.g_01788	Pran.g_01108
OG0001130	Prbg.g_01791	Pran.g_01111
OG0001131	Prbg.g_01792	Pran.g_01112
OG0001132	Prbg.g_01793	Pran.g_01113
OG0001133	Prbg.g_01794	Pran.g_01114
OG0001134	Prbg.g_01795	Pran.g_01115
OG0001135	Prbg.g_01796	Pran.g_01116
OG0001136	Prbg.g_01797	Pran.g_01117
OG0001137	Prbg.g_01798	Pran.g_01118
OG0001138	Prbg.g_01799	Pran.g_01119
OG0001139	Prbg.g_01801	Pran.g_01120
OG0001140	Prbg.g_01802	Pran.g_01121
OG0001141	Prbg.g_01803	Pran.g_01122
OG0001142	Prbg.g_01807	Pran.g_01125
OG0001143	Prbg.g_01808	Pran.g_01126
OG0001144	Prbg.g_01809	Pran.g_01127
OG0001145	Prbg.g_01810	Pran.g_01128
OG0001146	Prbg.g_01811	Pran.g_01129
OG0001147	Prbg.g_01812	Pran.g_01130
OG0001148	Prbg.g_01813	Pran.g_01131
OG0001149	Prbg.g_01815	Pran.g_01133
OG0001150	Prbg.g_01816	Pran.g_01134
OG0001151	Prbg.g_01820	Pran.g_01136
OG0001152	Prbg.g_01821	Pran.g_01137
OG0001153	Prbg.g_01822	Pran.g_01138
OG0001154	Prbg.g_01824	Pran.g_01139
OG0001155	Prbg.g_01826	Pran.g_01141
OG0001156	Prbg.g_01828	Pran.g_01143
OG0001157	Prbg.g_01830	Pran.g_01144
OG0001158	Prbg.g_01832	Pran.g_01146
OG0001159	Prbg.g_01833	Pran.g_01147
OG0001160	Prbg.g_01834	Pran.g_01148
OG0001161	Prbg.g_01835	Pran.g_01149
OG0001162	Prbg.g_01836	Pran.g_01150
OG0001163	Prbg.g_01837	Pran.g_01151
OG0001164	Prbg.g_01838	Pran.g_01152
OG0001165	Prbg.g_01839	Pran.g_01153
OG0001166	Prbg.g_01840	Pran.g_01154
OG0001167	Prbg.g_01842	Pran.g_01155
OG0001168	Prbg.g_01843	Pran.g_01156
OG0001169	Prbg.g_01844	Pran.g_01157
OG0001170	Prbg.g_01845	Pran.g_01158
OG0001171	Prbg.g_01846	Pran.g_01159
OG0001172	Prbg.g_01848	Pran.g_01161
OG0001173	Prbg.g_01850	Pran.g_01163
OG0001174	Prbg.g_01851	Pran.g_01164
OG0001175	Prbg.g_01852	Pran.g_01165
OG0001176	Prbg.g_01854	Pran.g_01166
OG0001177	Prbg.g_01856	Pran.g_01168
OG0001178	Prbg.g_01859	Pran.g_01171
OG0001179	Prbg.g_01860	Pran.g_01172
OG0001180	Prbg.g_01861	Pran.g_01173
OG0001181	Prbg.g_01862	Pran.g_01174
OG0001182	Prbg.g_01863	Pran.g_01175
OG0001183	Prbg.g_01864	Pran.g_01176
OG0001184	Prbg.g_01866	Pran.g_01178
OG0001185	Prbg.g_01868	Pran.g_01182
OG0001186	Prbg.g_01869	Pran.g_01183
OG0001187	Prbg.g_01870	Pran.g_01184
OG0001188	Prbg.g_01871	Pran.g_01185
OG0001189	Prbg.g_01872	Pran.g_01186
OG0001190	Prbg.g_01873	Pran.g_01187
OG0001191	Prbg.g_01874	Pran.g_01188
OG0001192	Prbg.g_01875	Pran.g_01189
OG0001193	Prbg.g_01876	Pran.g_01190
OG0001194	Prbg.g_01877	Pran.g_01191
OG0001195	Prbg.g_01878	Pran.g_01192
OG0001196	Prbg.g_01879	Pran.g_01193
OG0001197	Prbg.g_01880	Pran.g_01194
OG0001198	Prbg.g_01881	Pran.g_01195
OG0001199	Prbg.g_01882	Pran.g_01196
OG0001200	Prbg.g_01883	Pran.g_01197
OG0001201	Prbg.g_01884	Pran.g_01198
OG0001202	Prbg.g_01885	Pran.g_01199
OG0001203	Prbg.g_01887	Pran.g_01201
OG0001204	Prbg.g_01889	Pran.g_01202
OG0001205	Prbg.g_01891	Pran.g_01203
OG0001206	Prbg.g_01892	Pran.g_01204
OG0001207	Prbg.g_01893	Pran.g_01205
OG0001208	Prbg.g_01894	Pran.g_01206
OG0001209	Prbg.g_01895	Pran.g_01207
OG0001210	Prbg.g_01896	Pran.g_01208
OG0001211	Prbg.g_01897	Pran.g_01209
OG0001212	Prbg.g_01898	Pran.g_01210
OG0001213	Prbg.g_01899	Pran.g_01211
OG0001214	Prbg.g_01901	Pran.g_01213
OG0001215	Prbg.g_01902	Pran.g_01214
OG0001216	Prbg.g_01903	Pran.g_01215
OG0001217	Prbg.g_01904	Pran.g_01216
OG0001218	Prbg.g_01905	Pran.g_01217
OG0001219	Prbg.g_01908	Pran.g_01220
OG0001220	Prbg.g_01909	Pran.g_01221
OG0001221	Prbg.g_01913	Pran.g_01224
OG0001222	Prbg.g_01914	Pran.g_01225
OG0001223	Prbg.g_01915	Pran.g_01226
OG0001224	Prbg.g_01917	Pran.g_01227
OG0001225	Prbg.g_01918	Pran.g_01228
OG0001226	Prbg.g_01919	Pran.g_01229
OG0001227	Prbg.g_01920	Pran.g_01230
OG0001228	Prbg.g_01921	Pran.g_01231
OG0001229	Prbg.g_01922	Pran.g_01232
OG0001230	Prbg.g_01923	Pran.g_01233
OG0001231	Prbg.g_01924	Pran.g_01234
OG0001232	Prbg.g_01927	Pran.g_01235
OG0001233	Prbg.g_01928	Pran.g_01236
OG0001234	Prbg.g_01929	Pran.g_01237
OG0001235	Prbg.g_01930	Pran.g_01238
OG0001236	Prbg.g_01932	Pran.g_01240
OG0001237	Prbg.g_01933	Pran.g_01241
OG0001238	Prbg.g_01936	Pran.g_01243
OG0001239	Prbg.g_01937	Pran.g_01244
OG0001240	Prbg.g_01938	Pran.g_01245
OG0001241	Prbg.g_00758	Pran.g_01247
OG0001242	Prbg.g_00759	Pran.g_01249
OG0001243	Prbg.g_00760	Pran.g_01250
OG0001244	Prbg.g_00761	Pran.g_01251
OG0001245	Prbg.g_00762	Pran.g_01252
OG0001246	Prbg.g_00763	Pran.g_01253
OG0001247	Prbg.g_00764	Pran.g_01254
OG0001248	Prbg.g_00765	Pran.g_01255
OG0001249	Prbg.g_00766	Pran.g_01256
OG0001250	Prbg.g_00767	Pran.g_01257
OG0001252	Prbg.g_00912	Pran.g_00296
OG0001253	Prbg.g_00927	Pran.g_00282
OG0001254	Prbg.g_00060	Pran.g_01913
OG0001255	Prbg.g_00116	Pran.g_01861
OG0001257	Prbg.g_00201	Pran.g_01696
OG0001258	Prbg.g_00217	Pran.g_01680
OG0001259	Prbg.g_00309	Pran.g_01588
OG0001260	Prbg.g_01249	Pran.g_01417
OG0001261	Prbg.g_01195	Pran.g_01309
OG0001262	Prbg.g_01212	Pran.g_01293
OG0001263	Prbg.g_01507	Pran.g_00179
OG0001264	Prbg.g_01083	Pran.g_00428
OG0001265	Prbg.g_01330	Pran.g_00544
OG0001266	Prbg.g_00358	Pran.g_00159
OG0001267	Prbg.g_01504	Pran.g_00076
OG0001268	Prbg.g_01489	Pran.g_00063
OG0001270	Prbg.g_00634	Pran.g_00693
OG0001271	Prbg.g_00647	Pran.g_00682
OG0001272	Prbg.g_00367	Pran.g_00638
OG0001273	Prbg.g_00708	Pran.g_00637
OG0001274	Prbg.g_00726	Pran.g_00632
OG0001275	Prbg.g_01561	Pran.g_00607
OG0001277	Prbg.g_01609	Pran.g_00923
OG0001278	Prbg.g_01641	Pran.g_00962
OG0001279	Prbg.g_01645	Pran.g_00966
OG0001280	Prbg.g_01648	Pran.g_00969
OG0001281	Prbg.g_01718	Pran.g_01035
OG0001282	Prbg.g_01655	Pran.g_01060
OG0001283	Prbg.g_01827	Pran.g_01142
OG0001284	Prbg.g_01858	Pran.g_01170
OG0001286	Prbg.g_01940	Pran.g_01246
OG0001287	Prbg.g_00727	Pran.g_01804
OG0001288	Prbg.g_00157	Pran.g_01743
OG0001290	Prbg.g_00843	Pran.g_00394
OG0001291	Prbg.g_00798	Pran.g_00361
OG0001292	Prbg.g_00795	Pran.g_00358
OG0001293	Prbg.g_00793	Pran.g_00356
OG0001294	Prbg.g_00863	Pran.g_00340
OG0001295	Prbg.g_00893	Pran.g_00314
OG0001297	Prbg.g_00978	Pran.g_00233
OG0001298	Prbg.g_01026	Pran.g_01949
OG0001299	Prbg.g_01035	Pran.g_01940
OG0001300	Prbg.g_00457	Pran.g_01821
OG0001301	Prbg.g_01420	Pran.g_01541
OG0001302	Prbg.g_00734, Prbg.g_01581	Pran.g_01410
OG0001303	Prbg.g_01549	Pran.g_01407
OG0001304	Prbg.g_01243	Pran.g_00559
OG0001306	Prbg.g_01926	Pran.g_00152
OG0001307	Prbg.g_00458	Pran.g_00142
OG0001308	Prbg.g_00698	Pran.g_00117
OG0001309	Prbg.g_01890	Pran.g_00115
OG0001310	Prbg.g_00007	Pran.g_00105
OG0001311	Prbg.g_01453	Pran.g_00032
OG0001313	Prbg.g_00142	Pran.g_00634
OG0001314	Prbg.g_01673	Pran.g_00993
OG0001315	Prbg.g_01708	Pran.g_01027
OG0001318	Prbg.g_00915	Pran.g_00293
OG0001320	Prbg.g_00714	Pran.g_01711
OG0001321	Prbg.g_00357	Pran.g_01405
OG0001322	Prbg.g_01535	Pran.g_01362
OG0001323	Prbg.g_01072	Pran.g_00167
OG0001324	Prbg.g_00442	Pran.g_00134
OG0001325	Prbg.g_00404	Pran.g_00112
OG0001328	Prbg.g_00482	Pran.g_00871
OG0001329	Prbg.g_01935	Pran.g_00820
OG0001330	Prbg.g_00680	Pran.g_00641
OG0001331	Prbg.g_01646	Pran.g_00967
OG0001332	Prbg.g_01697	Pran.g_01016
OG0001333	Prbg.g_01789	Pran.g_01109
OG0001334	Prbg.g_01849	Pran.g_01162
OG0001335	Prbg.g_01886	Pran.g_01200
OG0001337	Prbg.g_00892	Pran.g_00315
OG0001338	Prbg.g_00496	Pran.g_00289
OG0001339	Prbg.g_00982	Pran.g_00229
OG0001340	Prbg.g_01031	Pran.g_01944
OG0001341	Prbg.g_01044	Pran.g_01932
OG0001342	Prbg.g_00059	Pran.g_01914
OG0001343	Prbg.g_00122	Pran.g_01856
OG0001345	Prbg.g_00154	Pran.g_01746
OG0001346	Prbg.g_00191	Pran.g_01706
OG0001347	Prbg.g_00205	Pran.g_01692
OG0001349	Prbg.g_00228	Pran.g_01669
OG0001350	Prbg.g_00233	Pran.g_01664
OG0001351	Prbg.g_00295	Pran.g_01601
OG0001352	Prbg.g_01123	Pran.g_01496
OG0001353	Prbg.g_01006	Pran.g_01473
OG0001355	Prbg.g_01202	Pran.g_01303
OG0001356	Prbg.g_01060	Pran.g_00411
OG0001357	Prbg.g_01315	Pran.g_00515
OG0001358	Prbg.g_01329	Pran.g_00543
OG0001359	Prbg.g_00754	Pran.g_00089
OG0001360	Prbg.g_00755	Pran.g_00088
OG0001361	Prbg.g_01432	Pran.g_00010
OG0001362	Prbg.g_00407	Pran.g_00609
OG0001363	Prbg.g_00809	Pran.g_00808
OG0001364	Prbg.g_00666	Pran.g_00663
OG0001365	Prbg.g_00813	Pran.g_01030
OG0001366	Prbg.g_01687	Pran.g_01007
OG0001368	Prbg.g_01857	Pran.g_01169
OG0001369	Prbg.g_01331	Pran.g_00545
OG0001371	Prbg.g_00803	Pran.g_00365
OG0001372	Prbg.g_00801	Pran.g_00364
OG0001373	Prbg.g_00794	Pran.g_00357
OG0001374	Prbg.g_00783	Pran.g_00345
OG0001375	Prbg.g_00910	Pran.g_00299
OG0001376	Prbg.g_01016	Pran.g_00198
OG0001377	Prbg.g_01040	Pran.g_01936
OG0001378	Prbg.g_00052	Pran.g_01921
OG0001379	Prbg.g_00632	Pran.g_01832
OG0001380	Prbg.g_01139	Pran.g_00927
OG0001382	Prbg.g_00183	Pran.g_01718
OG0001383	Prbg.g_00230	Pran.g_01667
OG0001384	Prbg.g_00238	Pran.g_01659
OG0001385	Prbg.g_01389	Pran.g_01512
OG0001386	Prbg.g_01115	Pran.g_01504
OG0001387	Prbg.g_01117	Pran.g_01502
OG0001388	Prbg.g_01128	Pran.g_01492
OG0001389	Prbg.g_01372	Pran.g_01455
OG0001390	Prbg.g_01541	Pran.g_01418
OG0001391	Prbg.g_01253	Pran.g_01357
OG0001392	Prbg.g_01059	Pran.g_00192
OG0001393	Prbg.g_01061	Pran.g_00412
OG0001394	Prbg.g_01089	Pran.g_00434
OG0001395	Prbg.g_01092	Pran.g_00437
OG0001396	Prbg.g_01612	Pran.g_01434
OG0001397	Prbg.g_01342	Pran.g_00553
OG0001398	Prbg.g_01230	Pran.g_00572
OG0001399	Prbg.g_01051	Pran.g_00169
OG0001400	Prbg.g_01558	Pran.g_00161
OG0001401	Prbg.g_00002	Pran.g_00904
OG0001402	Prbg.g_01501	Pran.g_00074
OG0001403	Prbg.g_00478	Pran.g_00875
OG0001404	Prbg.g_01345	Pran.g_00849
OG0001405	Prbg.g_00530	Pran.g_00840
OG0001406	Prbg.g_00633	Pran.g_00694
OG0001407	Prbg.g_00636	Pran.g_00691
OG0001408	Prbg.g_00681	Pran.g_00640
OG0001409	Prbg.g_01571	Pran.g_00626
OG0001410	Prbg.g_00712	Pran.g_00604
OG0001412	Prbg.g_01267	Pran.g_00468
OG0001414	Prbg.g_01539	Pran.g_00371
OG0001417	Prbg.g_01116	Pran.g_01503
OG0001418	Prbg.g_00395	Pran.g_01404
OG0001419	Prbg.g_01259	Pran.g_01353
OG0001420	Prbg.g_01063	Pran.g_00414
OG0001421	Prbg.g_01068	Pran.g_00419
OG0001422	Prbg.g_00412	Pran.g_00164
OG0001423	Prbg.g_00416	Pran.g_00087
OG0001424	Prbg.g_00684	Pran.g_00920
OG0001425	Prbg.g_01554	Pran.g_00618
OG0001427	Prbg.g_01586	Pran.g_01822
OG0001428	Prbg.g_00563	Pran.g_00796
OG0001428	Prbg.g_00565	Pran.g_00794
OG0001429	Prbg.g_01297	Pran.g_00497
OG0001430	Prbg.g_00012	Pran.g_00536
OG0001431	Prbg.g_00004	Pran.g_00163
OG0001432	Prbg.g_01557	Pran.g_00160
OG0001435	Prbg.g_01522	Pran.g_00628
OG0001436	Prbg.g_01638	Pran.g_01390
OG0001439	Prbg.g_01192	Pran.g_01311
OG0001440	Prbg.g_01334	Pran.g_00547
OG0001444	Prbg.g_01466	Pran.g_00041
OG0001448	Prbg.g_00737	Pran.g_00596
OG0001449	Prbg.g_00553	Pran.g_00805
OG0001450	Prbg.g_01574, Prbg.g_01604	Pran.g_00592
OG0001451	Prbg.g_00429	Pran.g_01777
OG0001452	Prbg.g_01907	Pran.g_01219
OG0001454	Prbg.g_00175	Pran.g_01827
OG0001456	Prbg.g_00308	Pran.g_01589
OG0001457	Prbg.g_01148	Pran.g_01476
OG0001458	Prbg.g_00421	Pran.g_01419
OG0001460	Prbg.g_00362	Pran.g_01281
OG0001461	Prbg.g_01379	Pran.g_00460
OG0001462	Prbg.g_01526	Pran.g_00535
OG0001463	Prbg.g_00181	Pran.g_00170
OG0001466	Prbg.g_00696	Pran.g_01414
OG0001468	Prbg.g_01814	Pran.g_01132
OG0001469	Prbg.g_01488	Pran.g_00062
OG0001471	Prbg.g_00432	Pran.g_01757
OG0001473	Prbg.g_01252	Pran.g_00178
OG0001483	Prbg.g_00471	Pran.g_00882
OG0001484	Prbg.g_00808	Pran.g_00809
OG0001485	Prbg.g_01710	Pran.g_01029
OG0001486	Prbg.g_01104	Pran.g_00448
OG0001488	Prbg.g_00950	Pran.g_00260
OG0001490	Prbg.g_01712	Pran.g_01793
OG0001504	Prbg.g_01099	Pran.g_00444
OG0001506	Prbg.g_01533	Pran.g_00147
OG0001508	Prbg.g_01615	Pran.g_00629
OG0001509	Prbg.g_00375	Pran.g_01051
OG0001519	Prbg.g_00728	Pran.g_01803
OG0001520	Prbg.g_01637	Pran.g_01391
OG0001521	Prbg.g_00812	Pran.g_01031
OG0001526	Prbg.g_01066	Pran.g_00417
OG0001530	Prbg.g_01636	Pran.g_01392
OG0001558	Prbg.g_00023	Pran.g_00901
OG0001574	Prbg.g_00406	Pran.g_01768
OG0001580	Prbg.g_00555	Pran.g_00802
OG0001581	Prbg.g_00558	Pran.g_00799
OG0001587	Prbg.g_00817	Pran.g_00916
OG0001588	Prbg.g_01547	Pran.g_00595
OG0001617	Prbg.g_00573	Pran.g_00861
OG0001618	Prbg.g_00453	Pran.g_01836
OG0001694	Prbg.g_00145	Pran.g_00817
OG0001711	Prbg.g_00495, Prbg.g_01592	Pran.g_00910
OG0001795	Prbg.g_00281	Pran.g_01615
OG0001798	Prbg.g_01620	Pran.g_00934
OG0001828	Prbg.g_01587	Pran.g_00086
OG0001844	Prbg.g_00559	Pran.g_00798
OG0001908	Prbg.g_00560	Pran.g_00797
OG0001951	Prbg.g_00564	Pran.g_00795
OG0001952	Prbg.g_00556	Pran.g_00801
OG0001986	Prbg.g_00566	Pran.g_00793
OG0001987	Prbg.g_00557	Pran.g_00800
OG0002025	Prbg.g_00562	Pran.g_00757
OG0002124	Prbg.g_00520	Pran.g_00776
OG0002125	Prbg.g_00515	Pran.g_00781
OG0002126	Prbg.g_00516	Pran.g_00780
OG0002127	Prbg.g_00513	Pran.g_00779
OG0002129	Prbg.g_00449	Pran.g_01809
OG0002133	Prbg.g_00554	Pran.g_00804
OG0002136	Prbg.g_00460	Pran.g_00945
