Orthogroup	Prbg	Praz
OG0001122	Prbg.g_01777	Praz.g_00270
OG0001123	Prbg.g_01778	Praz.g_00269
OG0001124	Prbg.g_01780	Praz.g_00267
OG0001125	Prbg.g_01782	Praz.g_00265
OG0001126	Prbg.g_01783	Praz.g_00264
OG0001127	Prbg.g_01786	Praz.g_00262
OG0001128	Prbg.g_01787	Praz.g_00261
OG0001129	Prbg.g_01788	Praz.g_00260
OG0001130	Prbg.g_01791	Praz.g_00257
OG0001131	Prbg.g_01792	Praz.g_00256
OG0001132	Prbg.g_01793	Praz.g_00255
OG0001133	Prbg.g_01794	Praz.g_00254
OG0001134	Prbg.g_01795	Praz.g_00253
OG0001135	Prbg.g_01796	Praz.g_00252
OG0001136	Prbg.g_01797	Praz.g_00251
OG0001137	Prbg.g_01798	Praz.g_00250
OG0001138	Prbg.g_01799	Praz.g_00249
OG0001139	Prbg.g_01801	Praz.g_00248
OG0001140	Prbg.g_01802	Praz.g_00247
OG0001141	Prbg.g_01803	Praz.g_00246
OG0001142	Prbg.g_01807	Praz.g_00242
OG0001143	Prbg.g_01808	Praz.g_00241
OG0001144	Prbg.g_01809	Praz.g_00240
OG0001145	Prbg.g_01810	Praz.g_00239
OG0001146	Prbg.g_01811	Praz.g_00238
OG0001147	Prbg.g_01812	Praz.g_00237
OG0001148	Prbg.g_01813	Praz.g_00236
OG0001149	Prbg.g_01815	Praz.g_00234
OG0001150	Prbg.g_01816	Praz.g_00233
OG0001151	Prbg.g_01820	Praz.g_00231
OG0001152	Prbg.g_01821	Praz.g_00230
OG0001153	Prbg.g_01822	Praz.g_00229
OG0001154	Prbg.g_01824	Praz.g_00227
OG0001155	Prbg.g_01826	Praz.g_00225
OG0001156	Prbg.g_01828	Praz.g_00223
OG0001157	Prbg.g_01830	Praz.g_00222
OG0001158	Prbg.g_01832	Praz.g_00220
OG0001159	Prbg.g_01833	Praz.g_00219
OG0001160	Prbg.g_01834	Praz.g_00218
OG0001161	Prbg.g_01835	Praz.g_00217
OG0001162	Prbg.g_01836	Praz.g_00216
OG0001163	Prbg.g_01837	Praz.g_00215
OG0001164	Prbg.g_01838	Praz.g_00214
OG0001165	Prbg.g_01839	Praz.g_00213
OG0001166	Prbg.g_01840	Praz.g_00212
OG0001167	Prbg.g_01842	Praz.g_00211
OG0001168	Prbg.g_01843	Praz.g_00210
OG0001169	Prbg.g_01844	Praz.g_00209
OG0001170	Prbg.g_01845	Praz.g_00207
OG0001171	Prbg.g_01846	Praz.g_00206
OG0001172	Prbg.g_01848	Praz.g_00204
OG0001173	Prbg.g_01850	Praz.g_00202
OG0001174	Prbg.g_01851	Praz.g_00201
OG0001175	Prbg.g_01852	Praz.g_00200
OG0001176	Prbg.g_01854	Praz.g_00199
OG0001177	Prbg.g_01856	Praz.g_00197
OG0001178	Prbg.g_01859	Praz.g_00194
OG0001179	Prbg.g_01860	Praz.g_00193
OG0001180	Prbg.g_01861	Praz.g_00192
OG0001181	Prbg.g_01862	Praz.g_00191
OG0001182	Prbg.g_01863	Praz.g_00190
OG0001183	Prbg.g_01864	Praz.g_00189
OG0001184	Prbg.g_01866	Praz.g_00187
OG0001185	Prbg.g_01868	Praz.g_00184
OG0001186	Prbg.g_01869	Praz.g_00183
OG0001187	Prbg.g_01870	Praz.g_00181
OG0001188	Prbg.g_01871	Praz.g_00180
OG0001189	Prbg.g_01872	Praz.g_00179
OG0001190	Prbg.g_01873	Praz.g_00178
OG0001191	Prbg.g_01874	Praz.g_00177
OG0001192	Prbg.g_01875	Praz.g_00176
OG0001193	Prbg.g_01876	Praz.g_00175
OG0001194	Prbg.g_01877	Praz.g_00174
OG0001195	Prbg.g_01878	Praz.g_00173
OG0001196	Prbg.g_01879	Praz.g_00172
OG0001197	Prbg.g_01880	Praz.g_00171
OG0001198	Prbg.g_01881	Praz.g_00170
OG0001199	Prbg.g_01882	Praz.g_00169
OG0001200	Prbg.g_01883	Praz.g_00168
OG0001201	Prbg.g_01884	Praz.g_00167
OG0001202	Prbg.g_01885	Praz.g_00166
OG0001203	Prbg.g_01887	Praz.g_00164
OG0001204	Prbg.g_01889	Praz.g_00162
OG0001205	Prbg.g_01891	Praz.g_00161
OG0001206	Prbg.g_01892	Praz.g_00160
OG0001207	Prbg.g_01893	Praz.g_00159
OG0001208	Prbg.g_01894	Praz.g_00158
OG0001209	Prbg.g_01895	Praz.g_00157
OG0001210	Prbg.g_01896	Praz.g_00156
OG0001211	Prbg.g_01897	Praz.g_00155
OG0001212	Prbg.g_01898	Praz.g_00154
OG0001213	Prbg.g_01899	Praz.g_00153
OG0001214	Prbg.g_01901	Praz.g_00151
OG0001215	Prbg.g_01902	Praz.g_00150
OG0001216	Prbg.g_01903	Praz.g_00149
OG0001217	Prbg.g_01904	Praz.g_00148
OG0001218	Prbg.g_01905	Praz.g_00147
OG0001219	Prbg.g_01908	Praz.g_00144
OG0001220	Prbg.g_01909	Praz.g_00143
OG0001221	Prbg.g_01913	Praz.g_00140
OG0001222	Prbg.g_01914	Praz.g_00139
OG0001223	Prbg.g_01915	Praz.g_00138
OG0001224	Prbg.g_01917	Praz.g_00137
OG0001225	Prbg.g_01918	Praz.g_00136
OG0001226	Prbg.g_01919	Praz.g_00135
OG0001227	Prbg.g_01920	Praz.g_00134
OG0001228	Prbg.g_01921	Praz.g_00133
OG0001229	Prbg.g_01922	Praz.g_00132
OG0001230	Prbg.g_01923	Praz.g_00131
OG0001231	Prbg.g_01924	Praz.g_00130
OG0001232	Prbg.g_01927	Praz.g_00129
OG0001233	Prbg.g_01928	Praz.g_00128
OG0001234	Prbg.g_01929	Praz.g_00127
OG0001235	Prbg.g_01930	Praz.g_00126
OG0001236	Prbg.g_01932	Praz.g_00124
OG0001237	Prbg.g_01933	Praz.g_00123
OG0001238	Prbg.g_01936	Praz.g_00121
OG0001239	Prbg.g_01937	Praz.g_00120
OG0001240	Prbg.g_01938	Praz.g_00119
OG0001241	Prbg.g_00758	Praz.g_00117
OG0001242	Prbg.g_00759	Praz.g_00357
OG0001243	Prbg.g_00760	Praz.g_00358
OG0001244	Prbg.g_00761	Praz.g_00359
OG0001245	Prbg.g_00762	Praz.g_00360
OG0001246	Prbg.g_00763	Praz.g_00361
OG0001247	Prbg.g_00764	Praz.g_00362
OG0001248	Prbg.g_00765	Praz.g_00363
OG0001249	Prbg.g_00766	Praz.g_00364
OG0001250	Prbg.g_00767	Praz.g_00365
OG0001251	Prbg.g_00862	Praz.g_00452
OG0001252	Prbg.g_00912	Praz.g_00498
OG0001253	Prbg.g_00927	Praz.g_00510
OG0001254	Prbg.g_00060	Praz.g_00639
OG0001255	Prbg.g_00116	Praz.g_00690
OG0001257	Prbg.g_00201	Praz.g_01846
OG0001258	Prbg.g_00217	Praz.g_01830
OG0001259	Prbg.g_00309	Praz.g_01740
OG0001260	Prbg.g_01249	Praz.g_01568
OG0001261	Prbg.g_01195	Praz.g_01477
OG0001262	Prbg.g_01212	Praz.g_01461
OG0001263	Prbg.g_01507	Praz.g_01440
OG0001264	Prbg.g_01083	Praz.g_01409
OG0001265	Prbg.g_01330	Praz.g_01301
OG0001266	Prbg.g_00358	Praz.g_00090
OG0001267	Prbg.g_01504	Praz.g_00008
OG0001268	Prbg.g_01489	Praz.g_00758
OG0001269	Prbg.g_00504	Praz.g_01156
OG0001270	Prbg.g_00634	Praz.g_01001
OG0001271	Prbg.g_00647	Praz.g_00990
OG0001272	Prbg.g_00367	Praz.g_00948
OG0001273	Prbg.g_00708	Praz.g_00947
OG0001274	Prbg.g_00726	Praz.g_00942
OG0001275	Prbg.g_01561	Praz.g_00925, Praz.g_00924
OG0001276	Prbg.g_01351	Praz.g_00914
OG0001277	Prbg.g_01609	Praz.g_00903
OG0001278	Prbg.g_01641	Praz.g_00885
OG0001279	Prbg.g_01645	Praz.g_00881
OG0001280	Prbg.g_01648	Praz.g_00878
OG0001281	Prbg.g_01718	Praz.g_00332
OG0001282	Prbg.g_01655	Praz.g_00307
OG0001283	Prbg.g_01827	Praz.g_00224
OG0001284	Prbg.g_01858	Praz.g_00195
OG0001285	Prbg.g_01888	Praz.g_00163
OG0001286	Prbg.g_01940	Praz.g_00118
OG0001288	Prbg.g_00157	Praz.g_01891
OG0001290	Prbg.g_00843	Praz.g_00395
OG0001291	Prbg.g_00798	Praz.g_00431
OG0001292	Prbg.g_00795	Praz.g_00434
OG0001293	Prbg.g_00793	Praz.g_00436
OG0001294	Prbg.g_00863	Praz.g_00453
OG0001295	Prbg.g_00893	Praz.g_00479
OG0001296	Prbg.g_00900	Praz.g_00485
OG0001297	Prbg.g_00978	Praz.g_00559
OG0001298	Prbg.g_01026	Praz.g_00603
OG0001299	Prbg.g_01035	Praz.g_00612
OG0001300	Prbg.g_00457	Praz.g_00801
OG0001301	Prbg.g_01420	Praz.g_01693
OG0001302	Prbg.g_00734, Prbg.g_01581	Praz.g_01564
OG0001303	Prbg.g_01549	Praz.g_01560
OG0001304	Prbg.g_01243	Praz.g_01285
OG0001305	Prbg.g_01238	Praz.g_01280
OG0001306	Prbg.g_01926	Praz.g_00098
OG0001307	Prbg.g_00458	Praz.g_00107
OG0001308	Prbg.g_00698	Praz.g_00048
OG0001309	Prbg.g_01890	Praz.g_00046
OG0001310	Prbg.g_00007	Praz.g_00035
OG0001311	Prbg.g_01453	Praz.g_00726
OG0001312	Prbg.g_00503	Praz.g_01155
OG0001313	Prbg.g_00142	Praz.g_00944
OG0001314	Prbg.g_01673	Praz.g_00854
OG0001315	Prbg.g_01708	Praz.g_00820
OG0001316	Prbg.g_01823	Praz.g_00228
OG0001318	Prbg.g_00915	Praz.g_00501
OG0001319	Prbg.g_01020	Praz.g_00598
OG0001320	Prbg.g_00714	Praz.g_01861
OG0001321	Prbg.g_00357	Praz.g_01558
OG0001322	Prbg.g_01535	Praz.g_01531
OG0001323	Prbg.g_01072	Praz.g_00082
OG0001324	Prbg.g_00442	Praz.g_00115
OG0001325	Prbg.g_00404	Praz.g_00042
OG0001326	Prbg.g_00722	Praz.g_01208
OG0001327	Prbg.g_00697	Praz.g_01206
OG0001328	Prbg.g_00482	Praz.g_01175
OG0001329	Prbg.g_01935	Praz.g_01119
OG0001330	Prbg.g_00680	Praz.g_00951
OG0001331	Prbg.g_01646	Praz.g_00880
OG0001333	Prbg.g_01789	Praz.g_00259
OG0001334	Prbg.g_01849	Praz.g_00203
OG0001335	Prbg.g_01886	Praz.g_00165
OG0001336	Prbg.g_00902	Praz.g_00488
OG0001337	Prbg.g_00892	Praz.g_00478
OG0001338	Prbg.g_00496	Praz.g_00504
OG0001339	Prbg.g_00982	Praz.g_00563
OG0001340	Prbg.g_01031	Praz.g_00608
OG0001341	Prbg.g_01044	Praz.g_00620
OG0001342	Prbg.g_00059	Praz.g_00638
OG0001343	Prbg.g_00122	Praz.g_00341
OG0001345	Prbg.g_00154	Praz.g_01894
OG0001346	Prbg.g_00191	Praz.g_01856
OG0001347	Prbg.g_00205	Praz.g_01842
OG0001349	Prbg.g_00228	Praz.g_01819
OG0001350	Prbg.g_00233	Praz.g_01814
OG0001351	Prbg.g_00295	Praz.g_01752
OG0001352	Prbg.g_01123	Praz.g_01648
OG0001353	Prbg.g_01006	Praz.g_01627
OG0001355	Prbg.g_01202	Praz.g_01471
OG0001356	Prbg.g_01060	Praz.g_01426
OG0001357	Prbg.g_01315	Praz.g_01322
OG0001358	Prbg.g_01329	Praz.g_01302
OG0001359	Prbg.g_00754	Praz.g_00021
OG0001360	Prbg.g_00755	Praz.g_00020
OG0001361	Prbg.g_01432	Praz.g_00704
OG0001362	Prbg.g_00407	Praz.g_01236
OG0001363	Prbg.g_00809	Praz.g_01095
OG0001364	Prbg.g_00666	Praz.g_00971
OG0001365	Prbg.g_00813	Praz.g_00337
OG0001366	Prbg.g_01687	Praz.g_00840
OG0001368	Prbg.g_01857	Praz.g_00196
OG0001369	Prbg.g_01331	Praz.g_01300
OG0001371	Prbg.g_00803	Praz.g_00427
OG0001372	Prbg.g_00801	Praz.g_00428
OG0001373	Prbg.g_00794	Praz.g_00435
OG0001374	Prbg.g_00783	Praz.g_00447
OG0001375	Prbg.g_00910	Praz.g_00495
OG0001376	Prbg.g_01016	Praz.g_00594
OG0001377	Prbg.g_01040	Praz.g_00616
OG0001378	Prbg.g_00052	Praz.g_00631
OG0001379	Prbg.g_00632	Praz.g_00813
OG0001381	Prbg.g_00177	Praz.g_01874
OG0001382	Prbg.g_00183	Praz.g_01868
OG0001383	Prbg.g_00230	Praz.g_01817
OG0001384	Prbg.g_00238	Praz.g_01809
OG0001385	Prbg.g_01389	Praz.g_01664
OG0001386	Prbg.g_01115	Praz.g_01656
OG0001387	Prbg.g_01117	Praz.g_01654
OG0001388	Prbg.g_01128	Praz.g_01644
OG0001389	Prbg.g_01372	Praz.g_01602
OG0001390	Prbg.g_01541	Praz.g_01569
OG0001391	Prbg.g_01253	Praz.g_01526
OG0001392	Prbg.g_01059	Praz.g_01427
OG0001393	Prbg.g_01061	Praz.g_01425
OG0001394	Prbg.g_01089	Praz.g_01403
OG0001395	Prbg.g_01092	Praz.g_01400
OG0001396	Prbg.g_01612	Praz.g_01318
OG0001397	Prbg.g_01342	Praz.g_01291
OG0001398	Prbg.g_01230	Praz.g_00070
OG0001399	Prbg.g_01051	Praz.g_00080
OG0001400	Prbg.g_01558	Praz.g_00088
OG0001401	Prbg.g_00002	Praz.g_00095
OG0001402	Prbg.g_01501	Praz.g_00006
OG0001403	Prbg.g_00478	Praz.g_01179
OG0001404	Prbg.g_01345	Praz.g_01148
OG0001405	Prbg.g_00530	Praz.g_01138
OG0001406	Prbg.g_00633	Praz.g_01002
OG0001407	Prbg.g_00636	Praz.g_00999
OG0001408	Prbg.g_00681	Praz.g_00950
OG0001409	Prbg.g_01571	Praz.g_00936
OG0001412	Prbg.g_01267	Praz.g_01369
OG0001414	Prbg.g_01539	Praz.g_00422
OG0001417	Prbg.g_01116	Praz.g_01655
OG0001418	Prbg.g_00395	Praz.g_01557
OG0001419	Prbg.g_01259	Praz.g_01522
OG0001420	Prbg.g_01063	Praz.g_01423
OG0001421	Prbg.g_01068	Praz.g_01419
OG0001422	Prbg.g_00412	Praz.g_00085
OG0001423	Prbg.g_00416	Praz.g_00019
OG0001424	Prbg.g_00684	Praz.g_01938
OG0001425	Prbg.g_01554	Praz.g_00930
OG0001427	Prbg.g_01586	Praz.g_00802
OG0001429	Prbg.g_01297	Praz.g_01340
OG0001430	Prbg.g_00012	Praz.g_01309
OG0001431	Prbg.g_00004	Praz.g_00086
OG0001432	Prbg.g_01557	Praz.g_00089
OG0001435	Prbg.g_01522	Praz.g_00938
OG0001436	Prbg.g_01638	Praz.g_01548
OG0001439	Prbg.g_01192	Praz.g_01480
OG0001440	Prbg.g_01334	Praz.g_01298
OG0001443	Prbg.g_01505	Praz.g_00009
OG0001444	Prbg.g_01466	Praz.g_00735
OG0001445	Prbg.g_00742	Praz.g_01248
OG0001446	Prbg.g_00743	Praz.g_01246
OG0001447	Prbg.g_01512	Praz.g_01245
OG0001448	Prbg.g_00737	Praz.g_00917
OG0001449	Prbg.g_00553	Praz.g_01060
OG0001452	Prbg.g_01907	Praz.g_00145
OG0001454	Prbg.g_00175	Praz.g_00808
OG0001455	Prbg.g_00425	Praz.g_01913
OG0001457	Prbg.g_01148	Praz.g_01628
OG0001458	Prbg.g_00421	Praz.g_01570
OG0001459	Prbg.g_00524	Praz.g_01533
OG0001460	Prbg.g_00362	Praz.g_01449
OG0001461	Prbg.g_01379	Praz.g_01377
OG0001462	Prbg.g_01526	Praz.g_01310
OG0001463	Prbg.g_00181	Praz.g_00079
OG0001465	Prbg.g_01550	Praz.g_01211
OG0001468	Prbg.g_01814	Praz.g_00235
OG0001469	Prbg.g_01488	Praz.g_00757
OG0001471	Prbg.g_00432	Praz.g_01909
OG0001473	Prbg.g_01252	Praz.g_01441
OG0001482	Prbg.g_00748	Praz.g_00892
OG0001483	Prbg.g_00471	Praz.g_01186
OG0001484	Prbg.g_00808	Praz.g_01094
OG0001485	Prbg.g_01710	Praz.g_00339
OG0001486	Prbg.g_01104	Praz.g_01389
OG0001487	Prbg.g_00344	Praz.g_01553
OG0001488	Prbg.g_00950	Praz.g_00532
OG0001489	Prbg.g_01740	Praz.g_00799
OG0001490	Prbg.g_01712	Praz.g_00771
OG0001492	Prbg.g_01193	Praz.g_01479
OG0001506	Prbg.g_01533	Praz.g_00102
OG0001508	Prbg.g_01615	Praz.g_00939
OG0001509	Prbg.g_00375	Praz.g_00317
OG0001519	Prbg.g_00728	Praz.g_00785
OG0001520	Prbg.g_01637	Praz.g_01549
OG0001521	Prbg.g_00812	Praz.g_00336
OG0001530	Prbg.g_01636	Praz.g_01550
OG0001535	Prbg.g_01224	Praz.g_01453
OG0001541	Prbg.g_00039	Praz.g_01106
OG0001579	Prbg.g_00567	Praz.g_01061
OG0001580	Prbg.g_00555	Praz.g_01085
OG0001581	Prbg.g_00558	Praz.g_01082
OG0001617	Prbg.g_00573	Praz.g_01165
OG0001618	Prbg.g_00453	Praz.g_01163
OG0001627	Prbg.g_01563	Praz.g_01162
OG0001631	Prbg.g_00353	Praz.g_00696
OG0001637	Prbg.g_00439	Praz.g_01575
OG0001843	Prbg.g_00038	Praz.g_01109
OG0001844	Prbg.g_00559	Praz.g_01084
OG0001981	Prbg.g_00570	Praz.g_01063, Praz.g_01090
