Orthogroup	Prbg	Prac
OG0001115	Prbg.g_01769	Prac.g_00533
OG0001116	Prbg.g_01770	Prac.g_00534
OG0001117	Prbg.g_01771	Prac.g_00535
OG0001118	Prbg.g_01772	Prac.g_00536
OG0001119	Prbg.g_01773	Prac.g_00537
OG0001120	Prbg.g_01774	Prac.g_00538
OG0001121	Prbg.g_01776	Prac.g_00540
OG0001122	Prbg.g_01777	Prac.g_00541
OG0001123	Prbg.g_01778	Prac.g_00542
OG0001124	Prbg.g_01780	Prac.g_00544
OG0001125	Prbg.g_01782	Prac.g_00546
OG0001126	Prbg.g_01783	Prac.g_00547
OG0001127	Prbg.g_01786	Prac.g_00549
OG0001128	Prbg.g_01787	Prac.g_00550
OG0001129	Prbg.g_01788	Prac.g_00551
OG0001130	Prbg.g_01791	Prac.g_00553
OG0001131	Prbg.g_01792	Prac.g_00554
OG0001132	Prbg.g_01793	Prac.g_00555
OG0001133	Prbg.g_01794	Prac.g_00556
OG0001134	Prbg.g_01795	Prac.g_00557
OG0001135	Prbg.g_01796	Prac.g_00558
OG0001136	Prbg.g_01797	Prac.g_00559
OG0001137	Prbg.g_01798	Prac.g_00560
OG0001138	Prbg.g_01799	Prac.g_00561
OG0001139	Prbg.g_01801	Prac.g_00562
OG0001140	Prbg.g_01802	Prac.g_00563
OG0001141	Prbg.g_01803	Prac.g_00564
OG0001142	Prbg.g_01807	Prac.g_00005
OG0001143	Prbg.g_01808	Prac.g_00006
OG0001144	Prbg.g_01809	Prac.g_00007
OG0001145	Prbg.g_01810	Prac.g_00008
OG0001146	Prbg.g_01811	Prac.g_00009
OG0001147	Prbg.g_01812	Prac.g_00010
OG0001148	Prbg.g_01813	Prac.g_00011
OG0001149	Prbg.g_01815	Prac.g_00013
OG0001150	Prbg.g_01816	Prac.g_00014
OG0001151	Prbg.g_01820	Prac.g_00016
OG0001152	Prbg.g_01821	Prac.g_00017
OG0001153	Prbg.g_01822	Prac.g_00018
OG0001154	Prbg.g_01824	Prac.g_00020
OG0001155	Prbg.g_01826	Prac.g_00022
OG0001156	Prbg.g_01828	Prac.g_00024
OG0001157	Prbg.g_01830	Prac.g_00025
OG0001158	Prbg.g_01832	Prac.g_00027
OG0001159	Prbg.g_01833	Prac.g_00028
OG0001160	Prbg.g_01834	Prac.g_00029
OG0001161	Prbg.g_01835	Prac.g_00030
OG0001162	Prbg.g_01836	Prac.g_00031
OG0001163	Prbg.g_01837	Prac.g_00032
OG0001164	Prbg.g_01838	Prac.g_00033
OG0001165	Prbg.g_01839	Prac.g_00034
OG0001166	Prbg.g_01840	Prac.g_00035
OG0001167	Prbg.g_01842	Prac.g_00036
OG0001168	Prbg.g_01843	Prac.g_00037
OG0001169	Prbg.g_01844	Prac.g_00038
OG0001170	Prbg.g_01845	Prac.g_00039
OG0001171	Prbg.g_01846	Prac.g_00040
OG0001172	Prbg.g_01848	Prac.g_00042
OG0001173	Prbg.g_01850	Prac.g_00044
OG0001174	Prbg.g_01851	Prac.g_00045
OG0001175	Prbg.g_01852	Prac.g_00046
OG0001176	Prbg.g_01854	Prac.g_00047
OG0001177	Prbg.g_01856	Prac.g_00049
OG0001178	Prbg.g_01859	Prac.g_00051
OG0001179	Prbg.g_01860	Prac.g_00052
OG0001180	Prbg.g_01861	Prac.g_00053
OG0001181	Prbg.g_01862	Prac.g_00054
OG0001182	Prbg.g_01863	Prac.g_00055
OG0001183	Prbg.g_01864	Prac.g_00056
OG0001184	Prbg.g_01866	Prac.g_00058
OG0001185	Prbg.g_01868	Prac.g_00061
OG0001186	Prbg.g_01869	Prac.g_00062
OG0001187	Prbg.g_01870	Prac.g_00063
OG0001188	Prbg.g_01871	Prac.g_00064
OG0001189	Prbg.g_01872	Prac.g_00065
OG0001190	Prbg.g_01873	Prac.g_00066
OG0001191	Prbg.g_01874	Prac.g_00067
OG0001192	Prbg.g_01875	Prac.g_00068
OG0001193	Prbg.g_01876	Prac.g_00069
OG0001194	Prbg.g_01877	Prac.g_00070
OG0001195	Prbg.g_01878	Prac.g_00071
OG0001196	Prbg.g_01879	Prac.g_00072
OG0001197	Prbg.g_01880	Prac.g_00073
OG0001198	Prbg.g_01881	Prac.g_00074
OG0001199	Prbg.g_01882	Prac.g_00075
OG0001200	Prbg.g_01883	Prac.g_00076
OG0001201	Prbg.g_01884	Prac.g_00077
OG0001202	Prbg.g_01885	Prac.g_00078
OG0001203	Prbg.g_01887	Prac.g_00080
OG0001204	Prbg.g_01889	Prac.g_00082
OG0001205	Prbg.g_01891	Prac.g_00083
OG0001206	Prbg.g_01892	Prac.g_00084
OG0001207	Prbg.g_01893	Prac.g_00085
OG0001208	Prbg.g_01894	Prac.g_00086
OG0001209	Prbg.g_01895	Prac.g_00087
OG0001210	Prbg.g_01896	Prac.g_00088
OG0001211	Prbg.g_01897	Prac.g_00089
OG0001212	Prbg.g_01898	Prac.g_00090
OG0001213	Prbg.g_01899	Prac.g_00091
OG0001214	Prbg.g_01901	Prac.g_00093
OG0001215	Prbg.g_01902	Prac.g_00094
OG0001216	Prbg.g_01903	Prac.g_00095
OG0001217	Prbg.g_01904	Prac.g_00096
OG0001218	Prbg.g_01905	Prac.g_00097
OG0001219	Prbg.g_01908	Prac.g_00099
OG0001220	Prbg.g_01909	Prac.g_00100
OG0001221	Prbg.g_01913	Prac.g_00103
OG0001222	Prbg.g_01914	Prac.g_00104
OG0001223	Prbg.g_01915	Prac.g_00105
OG0001224	Prbg.g_01917	Prac.g_00106
OG0001225	Prbg.g_01918	Prac.g_00107
OG0001226	Prbg.g_01919	Prac.g_00108
OG0001227	Prbg.g_01920	Prac.g_00109
OG0001228	Prbg.g_01921	Prac.g_00110
OG0001229	Prbg.g_01922	Prac.g_00111
OG0001230	Prbg.g_01923	Prac.g_00112
OG0001231	Prbg.g_01924	Prac.g_00113
OG0001232	Prbg.g_01927	Prac.g_00114
OG0001233	Prbg.g_01928	Prac.g_00115
OG0001234	Prbg.g_01929	Prac.g_00116
OG0001235	Prbg.g_01930	Prac.g_00117
OG0001236	Prbg.g_01932	Prac.g_00119
OG0001237	Prbg.g_01933	Prac.g_00120
OG0001238	Prbg.g_01936	Prac.g_00122
OG0001239	Prbg.g_01937	Prac.g_00123
OG0001240	Prbg.g_01938	Prac.g_00124
OG0001241	Prbg.g_00758	Prac.g_00126
OG0001242	Prbg.g_00759	Prac.g_00127
OG0001243	Prbg.g_00760	Prac.g_00128
OG0001244	Prbg.g_00761	Prac.g_00129
OG0001245	Prbg.g_00762	Prac.g_00130
OG0001246	Prbg.g_00763	Prac.g_00131
OG0001247	Prbg.g_00764	Prac.g_01950
OG0001248	Prbg.g_00765	Prac.g_01949
OG0001249	Prbg.g_00766	Prac.g_01948
OG0001250	Prbg.g_00767	Prac.g_01947
OG0001251	Prbg.g_00862	Prac.g_01839
OG0001252	Prbg.g_00912	Prac.g_01793
OG0001253	Prbg.g_00927	Prac.g_01780
OG0001254	Prbg.g_00060	Prac.g_01650
OG0001255	Prbg.g_00116	Prac.g_01201
OG0001257	Prbg.g_00201	Prac.g_01062
OG0001258	Prbg.g_00217	Prac.g_00873
OG0001259	Prbg.g_00309	Prac.g_00783
OG0001260	Prbg.g_01249	Prac.g_01522
OG0001261	Prbg.g_01195	Prac.g_01441
OG0001262	Prbg.g_01212	Prac.g_01425
OG0001263	Prbg.g_01507	Prac.g_01405
OG0001264	Prbg.g_01083	Prac.g_01385
OG0001265	Prbg.g_01330	Prac.g_01280
OG0001266	Prbg.g_00358	Prac.g_01232
OG0001267	Prbg.g_01504	Prac.g_01001
OG0001268	Prbg.g_01489	Prac.g_00988
OG0001269	Prbg.g_00504	Prac.g_00200
OG0001270	Prbg.g_00634	Prac.g_00371
OG0001271	Prbg.g_00647	Prac.g_00360
OG0001272	Prbg.g_00367	Prac.g_00319
OG0001273	Prbg.g_00708	Prac.g_00318
OG0001274	Prbg.g_00726	Prac.g_00313
OG0001275	Prbg.g_01561	Prac.g_00297
OG0001276	Prbg.g_01351	Prac.g_00285, Prac.g_00878
OG0001277	Prbg.g_01609	Prac.g_00279
OG0001278	Prbg.g_01641	Prac.g_00633
OG0001279	Prbg.g_01645	Prac.g_00629
OG0001280	Prbg.g_01648	Prac.g_00626
OG0001281	Prbg.g_01718	Prac.g_00479
OG0001282	Prbg.g_01655	Prac.g_00504
OG0001283	Prbg.g_01827	Prac.g_00023
OG0001284	Prbg.g_01858	Prac.g_00050
OG0001285	Prbg.g_01888	Prac.g_00081
OG0001286	Prbg.g_01940	Prac.g_00125
OG0001287	Prbg.g_00727	Prac.g_00875, Prac.g_01598
OG0001288	Prbg.g_00157	Prac.g_01110
OG0001290	Prbg.g_00843	Prac.g_01917
OG0001291	Prbg.g_00798	Prac.g_01860
OG0001292	Prbg.g_00795	Prac.g_01857
OG0001293	Prbg.g_00793	Prac.g_01855
OG0001294	Prbg.g_00863	Prac.g_01838
OG0001295	Prbg.g_00893	Prac.g_01812
OG0001296	Prbg.g_00900	Prac.g_01806
OG0001297	Prbg.g_00978	Prac.g_01731
OG0001298	Prbg.g_01026	Prac.g_01687
OG0001300	Prbg.g_00457	Prac.g_01160
OG0001301	Prbg.g_01420	Prac.g_00734
OG0001304	Prbg.g_01243	Prac.g_01265
OG0001305	Prbg.g_01238	Prac.g_01260
OG0001306	Prbg.g_01926	Prac.g_01223
OG0001307	Prbg.g_00458	Prac.g_01214
OG0001308	Prbg.g_00698	Prac.g_01037
OG0001309	Prbg.g_01890	Prac.g_01036
OG0001310	Prbg.g_00007	Prac.g_01026
OG0001311	Prbg.g_01453	Prac.g_00957
OG0001312	Prbg.g_00503	Prac.g_00201
OG0001313	Prbg.g_00142	Prac.g_00315
OG0001314	Prbg.g_01673	Prac.g_00602
OG0001315	Prbg.g_01708	Prac.g_00568
OG0001316	Prbg.g_01823	Prac.g_00019
OG0001318	Prbg.g_00915	Prac.g_01790
OG0001319	Prbg.g_01020	Prac.g_01692
OG0001320	Prbg.g_00714	Prac.g_01078
OG0001321	Prbg.g_00357	Prac.g_01513
OG0001322	Prbg.g_01535	Prac.g_01495
OG0001323	Prbg.g_01072	Prac.g_01240
OG0001324	Prbg.g_00442	Prac.g_01206
OG0001325	Prbg.g_00404	Prac.g_01033
OG0001326	Prbg.g_00722	Prac.g_00151
OG0001327	Prbg.g_00697	Prac.g_00153
OG0001328	Prbg.g_00482	Prac.g_00180
OG0001329	Prbg.g_01935	Prac.g_00237
OG0001330	Prbg.g_00680	Prac.g_00322
OG0001331	Prbg.g_01646	Prac.g_00628
OG0001332	Prbg.g_01697	Prac.g_00579
OG0001334	Prbg.g_01849	Prac.g_00043
OG0001335	Prbg.g_01886	Prac.g_00079
OG0001336	Prbg.g_00902	Prac.g_01803
OG0001337	Prbg.g_00892	Prac.g_01813
OG0001338	Prbg.g_00496	Prac.g_01786
OG0001339	Prbg.g_00982	Prac.g_01727
OG0001340	Prbg.g_01031	Prac.g_01682
OG0001341	Prbg.g_01044	Prac.g_01670
OG0001342	Prbg.g_00059	Prac.g_01651
OG0001343	Prbg.g_00122	Prac.g_01195
OG0001345	Prbg.g_00154	Prac.g_01113
OG0001346	Prbg.g_00191	Prac.g_01072
OG0001347	Prbg.g_00205	Prac.g_01058
OG0001349	Prbg.g_00228	Prac.g_00862
OG0001351	Prbg.g_00295	Prac.g_00796
OG0001352	Prbg.g_01123	Prac.g_00689
OG0001353	Prbg.g_01006	Prac.g_00668
OG0001354	Prbg.g_01250	Prac.g_01903
OG0001355	Prbg.g_01202	Prac.g_01435
OG0001356	Prbg.g_01060	Prac.g_01403
OG0001357	Prbg.g_01315	Prac.g_01300
OG0001358	Prbg.g_01329	Prac.g_01281
OG0001359	Prbg.g_00754	Prac.g_01014
OG0001360	Prbg.g_00755	Prac.g_01013
OG0001361	Prbg.g_01432	Prac.g_00935
OG0001363	Prbg.g_00809	Prac.g_00257
OG0001364	Prbg.g_00666	Prac.g_00341
OG0001365	Prbg.g_00813	Prac.g_00474
OG0001366	Prbg.g_01687	Prac.g_00588
OG0001369	Prbg.g_01331	Prac.g_01279
OG0001371	Prbg.g_00803	Prac.g_01864
OG0001372	Prbg.g_00801	Prac.g_01863
OG0001373	Prbg.g_00794	Prac.g_01856
OG0001374	Prbg.g_00783	Prac.g_01844
OG0001375	Prbg.g_00910	Prac.g_01796
OG0001376	Prbg.g_01016	Prac.g_01696
OG0001377	Prbg.g_01040	Prac.g_01675
OG0001378	Prbg.g_00052	Prac.g_01659
OG0001379	Prbg.g_00632	Prac.g_01172
OG0001381	Prbg.g_00177	Prac.g_01093
OG0001382	Prbg.g_00183	Prac.g_01085
OG0001383	Prbg.g_00230	Prac.g_00860
OG0001384	Prbg.g_00238	Prac.g_00853
OG0001385	Prbg.g_01389	Prac.g_00705
OG0001386	Prbg.g_01115	Prac.g_00697
OG0001387	Prbg.g_01117	Prac.g_00695
OG0001388	Prbg.g_01128	Prac.g_00685
OG0001389	Prbg.g_01372	Prac.g_01555
OG0001390	Prbg.g_01541	Prac.g_01523
OG0001391	Prbg.g_01253	Prac.g_01490
OG0001392	Prbg.g_01059	Prac.g_01404
OG0001393	Prbg.g_01061	Prac.g_01402
OG0001394	Prbg.g_01089	Prac.g_01379
OG0001395	Prbg.g_01092	Prac.g_01376
OG0001396	Prbg.g_01612	Prac.g_01296
OG0001397	Prbg.g_01342	Prac.g_01271
OG0001398	Prbg.g_01230	Prac.g_01252
OG0001399	Prbg.g_01051	Prac.g_01242
OG0001400	Prbg.g_01558	Prac.g_01234
OG0001401	Prbg.g_00002	Prac.g_01226
OG0001402	Prbg.g_01501	Prac.g_00999
OG0001403	Prbg.g_00478	Prac.g_00176
OG0001404	Prbg.g_01345	Prac.g_00208
OG0001405	Prbg.g_00530	Prac.g_00218
OG0001406	Prbg.g_00633	Prac.g_00372
OG0001407	Prbg.g_00636	Prac.g_00369
OG0001408	Prbg.g_00681	Prac.g_00321
OG0001409	Prbg.g_01571	Prac.g_00308
OG0001410	Prbg.g_00712	Prac.g_00295
OG0001412	Prbg.g_01267	Prac.g_01346
OG0001414	Prbg.g_01539	Prac.g_01869
OG0001417	Prbg.g_01116	Prac.g_00696
OG0001418	Prbg.g_00395	Prac.g_01512
OG0001419	Prbg.g_01259	Prac.g_01486
OG0001420	Prbg.g_01063	Prac.g_01400
OG0001421	Prbg.g_01068	Prac.g_01395
OG0001422	Prbg.g_00412	Prac.g_01237
OG0001423	Prbg.g_00416	Prac.g_01012
OG0001424	Prbg.g_00684	Prac.g_00923
OG0001425	Prbg.g_01554	Prac.g_00302
OG0001427	Prbg.g_01586	Prac.g_01161
OG0001430	Prbg.g_00012	Prac.g_01288
OG0001431	Prbg.g_00004	Prac.g_01236
OG0001432	Prbg.g_01557	Prac.g_01233
OG0001434	Prbg.g_01610, Prbg.g_00719	Prac.g_00196
OG0001435	Prbg.g_01522	Prac.g_00310
OG0001436	Prbg.g_01638	Prac.g_00900
OG0001440	Prbg.g_01334	Prac.g_01277
OG0001443	Prbg.g_01505	Prac.g_01002
OG0001444	Prbg.g_01466	Prac.g_00966
OG0001445	Prbg.g_00742	Prac.g_00143
OG0001446	Prbg.g_00743	Prac.g_00145
OG0001447	Prbg.g_01512	Prac.g_00146
OG0001449	Prbg.g_00553	Prac.g_00261
OG0001451	Prbg.g_00429	Prac.g_00634
OG0001454	Prbg.g_00175	Prac.g_01167
OG0001456	Prbg.g_00308	Prac.g_01965
OG0001457	Prbg.g_01148	Prac.g_00669
OG0001458	Prbg.g_00421	Prac.g_01524
OG0001459	Prbg.g_00524	Prac.g_01497
OG0001460	Prbg.g_00362	Prac.g_01413
OG0001461	Prbg.g_01379	Prac.g_01354
OG0001462	Prbg.g_01526	Prac.g_01289
OG0001463	Prbg.g_00181	Prac.g_01243
OG0001465	Prbg.g_01550	Prac.g_00148
OG0001468	Prbg.g_01814	Prac.g_00012
OG0001469	Prbg.g_01488	Prac.g_00987
OG0001471	Prbg.g_00432	Prac.g_01120
OG0001473	Prbg.g_01252	Prac.g_01406
OG0001482	Prbg.g_00748	Prac.g_01577, Prac.g_00275
OG0001484	Prbg.g_00808	Prac.g_00259
OG0001485	Prbg.g_01710	Prac.g_00472
OG0001488	Prbg.g_00950	Prac.g_01758
OG0001489	Prbg.g_01740	Prac.g_01158
OG0001490	Prbg.g_01712	Prac.g_01132
OG0001492	Prbg.g_01193	Prac.g_01443
OG0001505	Prbg.g_00732	Prac.g_00915
OG0001506	Prbg.g_01533	Prac.g_01219
OG0001509	Prbg.g_00375	Prac.g_00494
OG0001519	Prbg.g_00728	Prac.g_01146
OG0001520	Prbg.g_01637	Prac.g_00899
OG0001521	Prbg.g_00812	Prac.g_00475
OG0001526	Prbg.g_01066	Prac.g_01397
OG0001544	Prbg.g_00731	Prac.g_00907
OG0001545	Prbg.g_01080	Prac.g_01388
OG0001574	Prbg.g_00406	Prac.g_00911
OG0001579	Prbg.g_00567	Prac.g_00260
OG0001580	Prbg.g_00555	Prac.g_00264
OG0001581	Prbg.g_00558	Prac.g_00268
OG0001593	Prbg.g_00182	Prac.g_01086
OG0001607	Prbg.g_00526, Prbg.g_00525	Prac.g_00887
OG0001617	Prbg.g_00573	Prac.g_00190
OG0001694	Prbg.g_00145	Prac.g_00435
OG0001828	Prbg.g_01587	Prac.g_00895
OG0001873	Prbg.g_00527	Prac.g_00888
OG0001878	Prbg.g_01597	Prac.g_01899
OG0001908	Prbg.g_00560	Prac.g_00271
OG0001952	Prbg.g_00556	Prac.g_00265
OG0001961	Prbg.g_00009	Prac.g_00658
OG0001962	Prbg.g_00499	Prac.g_00436
OG0001963	Prbg.g_00498	Prac.g_00437
OG0001964	Prbg.g_00497	Prac.g_00438
OG0002191	Prbg.g_00430	Prac.g_00656
