Orthogroup	Prae	Syaf
OG0001129	Prae.g_01033	Syaf.g_01415
OG0001130	Prae.g_01034	Syaf.g_01416
OG0001131	Prae.g_01072	Syaf.g_02090
OG0001132	Prae.g_01081	Syaf.g_01722
OG0001133	Prae.g_01115	Syaf.g_02334
OG0001134	Prae.g_01130	Syaf.g_01616
OG0001135	Prae.g_01133	Syaf.g_01618
OG0001136	Prae.g_01160	Syaf.g_01286
OG0001137	Prae.g_01171	Syaf.g_01306
OG0001138	Prae.g_01189	Syaf.g_01596
OG0001139	Prae.g_01190	Syaf.g_01594
OG0001140	Prae.g_01191	Syaf.g_01593
OG0001141	Prae.g_01192	Syaf.g_01592
OG0001142	Prae.g_01193	Syaf.g_01591
OG0001143	Prae.g_01200	Syaf.g_01583
OG0001144	Prae.g_01205	Syaf.g_01573
OG0001145	Prae.g_01320	Syaf.g_01267
OG0001146	Prae.g_01333	Syaf.g_01248
OG0001147	Prae.g_01354	Syaf.g_02489
OG0001148	Prae.g_01370	Syaf.g_02735
OG0001149	Prae.g_01371	Syaf.g_02736
OG0001150	Prae.g_01372	Syaf.g_02737
OG0001151	Prae.g_01383	Syaf.g_02750
OG0001152	Prae.g_01384	Syaf.g_02751
OG0001153	Prae.g_01491	Syaf.g_02463
OG0001154	Prae.g_01492	Syaf.g_02464
OG0001155	Prae.g_01504	Syaf.g_01107
OG0001156	Prae.g_01507	Syaf.g_01104
OG0001157	Prae.g_01508	Syaf.g_01103
OG0001158	Prae.g_01509	Syaf.g_01102
OG0001159	Prae.g_01510	Syaf.g_01101
OG0001160	Prae.g_01534	Syaf.g_01058
OG0001161	Prae.g_01547	Syaf.g_00617
OG0001162	Prae.g_01558	Syaf.g_02015
OG0001163	Prae.g_01615	Syaf.g_01050
OG0001164	Prae.g_01619	Syaf.g_01044
OG0001165	Prae.g_01622	Syaf.g_01039
OG0001166	Prae.g_01642	Syaf.g_01010
OG0001167	Prae.g_01659	Syaf.g_01182
OG0001168	Prae.g_01661	Syaf.g_01180
OG0001169	Prae.g_01663	Syaf.g_01178
OG0001170	Prae.g_01665	Syaf.g_01176
OG0001171	Prae.g_01674	Syaf.g_01166
OG0001172	Prae.g_01689	Syaf.g_00173
OG0001173	Prae.g_01690	Syaf.g_00172
OG0001174	Prae.g_01698	Syaf.g_00164
OG0001175	Prae.g_01699	Syaf.g_00163
OG0001176	Prae.g_01706	Syaf.g_00142
OG0001177	Prae.g_01709	Syaf.g_00144
OG0001178	Prae.g_01714	Syaf.g_01028
OG0001179	Prae.g_01742	Syaf.g_00112
OG0001180	Prae.g_01765	Syaf.g_00087
OG0001181	Prae.g_01769	Syaf.g_00083
OG0001182	Prae.g_01776	Syaf.g_00074
OG0001184	Prae.g_01796	Syaf.g_00360
OG0001185	Prae.g_01810	Syaf.g_00382
OG0001186	Prae.g_01833	Syaf.g_00418
OG0001187	Prae.g_01837	Syaf.g_00422
OG0001188	Prae.g_01839	Syaf.g_00425
OG0001189	Prae.g_01856	Syaf.g_00441
OG0001190	Prae.g_01860	Syaf.g_00646
OG0001191	Prae.g_01870	Syaf.g_00635
OG0001192	Prae.g_01875	Syaf.g_00630
OG0001193	Prae.g_01885	Syaf.g_00596
OG0001194	Prae.g_01886	Syaf.g_00594
OG0001195	Prae.g_01887	Syaf.g_00593
OG0001196	Prae.g_01900	Syaf.g_00519
OG0001197	Prae.g_01901	Syaf.g_00517
OG0001198	Prae.g_01908	Syaf.g_00501
OG0001199	Prae.g_00074	Syaf.g_00957
OG0001200	Prae.g_00076	Syaf.g_00955
OG0001201	Prae.g_00107	Syaf.g_00902
OG0001202	Prae.g_00202	Syaf.g_00764
OG0001203	Prae.g_00241	Syaf.g_02785
OG0001204	Prae.g_00246	Syaf.g_00185
OG0001205	Prae.g_00419	Syaf.g_01229
OG0001206	Prae.g_00436	Syaf.g_02530
OG0001207	Prae.g_00451	Syaf.g_02732
OG0001208	Prae.g_00456	Syaf.g_02719
OG0001209	Prae.g_00510	Syaf.g_02651
OG0001210	Prae.g_00515	Syaf.g_02642
OG0001211	Prae.g_00525	Syaf.g_02623
OG0001212	Prae.g_00570	Syaf.g_02563
OG0001213	Prae.g_00603	Syaf.g_02324
OG0001214	Prae.g_00611	Syaf.g_02308
OG0001215	Prae.g_00664	Syaf.g_01477
OG0001216	Prae.g_00713	Syaf.g_01980
OG0001217	Prae.g_00752	Syaf.g_02237
OG0001218	Prae.g_00759	Syaf.g_02473
OG0001219	Prae.g_00794	Syaf.g_01796
OG0001220	Prae.g_00857	Syaf.g_01335
OG0001221	Prae.g_00919	Syaf.g_02087
OG0001222	Prae.g_00956	Syaf.g_01848
OG0001223	Prae.g_00982	Syaf.g_01902
OG0001224	Prae.g_01036	Syaf.g_01438
OG0001225	Prae.g_01038	Syaf.g_01440
OG0001226	Prae.g_01066	Syaf.g_02262
OG0001227	Prae.g_01084	Syaf.g_00614
OG0001228	Prae.g_01208	Syaf.g_01223
OG0001229	Prae.g_01366	Syaf.g_01464
OG0001230	Prae.g_01451	Syaf.g_02404
OG0001231	Prae.g_01556	Syaf.g_00481
OG0001232	Prae.g_01646	Syaf.g_01000
OG0001234	Prae.g_01701	Syaf.g_00159
OG0001235	Prae.g_01711	Syaf.g_00150
OG0001236	Prae.g_01793	Syaf.g_00357
OG0001237	Prae.g_01797	Syaf.g_00362
OG0001238	Prae.g_01871	Syaf.g_00634
OG0001239	Prae.g_00071	Syaf.g_00960
OG0001240	Prae.g_00093	Syaf.g_00919
OG0001241	Prae.g_00101	Syaf.g_00909
OG0001242	Prae.g_00119	Syaf.g_00874
OG0001243	Prae.g_00125	Syaf.g_00867
OG0001244	Prae.g_00141	Syaf.g_00836
OG0001246	Prae.g_00478	Syaf.g_02693
OG0001247	Prae.g_00657	Syaf.g_02004
OG0001248	Prae.g_00659	Syaf.g_02012
OG0001250	Prae.g_00846	Syaf.g_01377
OG0001251	Prae.g_00893	Syaf.g_00588
OG0001252	Prae.g_01031	Syaf.g_01412
OG0001254	Prae.g_01132	Syaf.g_01617
OG0001255	Prae.g_01147	Syaf.g_01070
OG0001256	Prae.g_01549	Syaf.g_01051
OG0001257	Prae.g_01555	Syaf.g_02534
OG0001258	Prae.g_01620	Syaf.g_01041
OG0001259	Prae.g_01664	Syaf.g_01177
OG0001260	Prae.g_01680	Syaf.g_01155
OG0001261	Prae.g_01750	Syaf.g_00103
OG0001262	Prae.g_01854	Syaf.g_00439
OG0001263	Prae.g_00128	Syaf.g_00864
OG0001265	Prae.g_00118	Syaf.g_00876
OG0001266	Prae.g_00206	Syaf.g_00760
OG0001267	Prae.g_00281	Syaf.g_00244
OG0001268	Prae.g_00339	Syaf.g_00017
OG0001269	Prae.g_00358	Syaf.g_01653
OG0001270	Prae.g_00408	Syaf.g_01210
OG0001271	Prae.g_00446	Syaf.g_02501
OG0001272	Prae.g_00460	Syaf.g_02715
OG0001273	Prae.g_00605	Syaf.g_02315
OG0001274	Prae.g_00677	Syaf.g_00707
OG0001275	Prae.g_00992	Syaf.g_01917
OG0001276	Prae.g_01015	Syaf.g_01933
OG0001277	Prae.g_01074	Syaf.g_00533
OG0001278	Prae.g_01213	Syaf.g_01562
OG0001279	Prae.g_01265	Syaf.g_02385
OG0001280	Prae.g_01328	Syaf.g_01257
OG0001281	Prae.g_01334	Syaf.g_01247
OG0001282	Prae.g_01369	Syaf.g_02734
OG0001283	Prae.g_01388	Syaf.g_00524, Syaf.g_02414
OG0001284	Prae.g_01529	Syaf.g_01073
OG0001285	Prae.g_01649	Syaf.g_00568
OG0001286	Prae.g_01762	Syaf.g_00089
OG0001287	Prae.g_01817	Syaf.g_00390
OG0001288	Prae.g_01826	Syaf.g_00408
OG0001289	Prae.g_00087	Syaf.g_00935
OG0001290	Prae.g_00100	Syaf.g_00910
OG0001291	Prae.g_00135	Syaf.g_00853
OG0001292	Prae.g_00251	Syaf.g_00191
OG0001293	Prae.g_00264	Syaf.g_00217
OG0001294	Prae.g_00378	Syaf.g_02124
OG0001295	Prae.g_00441	Syaf.g_02637
OG0001296	Prae.g_00483	Syaf.g_02687
OG0001297	Prae.g_00488	Syaf.g_02683
OG0001298	Prae.g_00551	Syaf.g_02584
OG0001299	Prae.g_00640	Syaf.g_02130
OG0001300	Prae.g_00667	Syaf.g_01468
OG0001301	Prae.g_00670	Syaf.g_01454
OG0001302	Prae.g_00793	Syaf.g_02279
OG0001303	Prae.g_00996	Syaf.g_01798
OG0001304	Prae.g_01025	Syaf.g_01950
OG0001305	Prae.g_01044	Syaf.g_01448
OG0001306	Prae.g_01149	Syaf.g_01272
OG0001307	Prae.g_01351	Syaf.g_01638
OG0001308	Prae.g_01469	Syaf.g_02427
OG0001309	Prae.g_01553	Syaf.g_02678
OG0001310	Prae.g_01635	Syaf.g_01018
OG0001311	Prae.g_01017	Syaf.g_01935
OG0001313	Prae.g_00700, Prae.g_00703, Prae.g_00708	Syaf.g_02517, Syaf.g_02523
OG0001315	Prae.g_00061	Syaf.g_00071
OG0001316	Prae.g_00140	Syaf.g_00847
OG0001317	Prae.g_00237	Syaf.g_02790
OG0001318	Prae.g_00259	Syaf.g_00209
OG0001319	Prae.g_00275	Syaf.g_00232
OG0001321	Prae.g_00425	Syaf.g_01238
OG0001322	Prae.g_00426	Syaf.g_01239
OG0001323	Prae.g_00493	Syaf.g_02675
OG0001324	Prae.g_00668	Syaf.g_01467
OG0001325	Prae.g_00716	Syaf.g_01976
OG0001326	Prae.g_00881	Syaf.g_00578
OG0001327	Prae.g_01057	Syaf.g_02116
OG0001328	Prae.g_01083	Syaf.g_02094
OG0001329	Prae.g_01122	Syaf.g_02285
OG0001330	Prae.g_01292	Syaf.g_01264
OG0001331	Prae.g_01374	Syaf.g_02739
OG0001333	Prae.g_01660	Syaf.g_01181
OG0001334	Prae.g_01783	Syaf.g_00060
OG0001335	Prae.g_01784	Syaf.g_00059
OG0001336	Prae.g_01897	Syaf.g_00523
OG0001339	Prae.g_00103	Syaf.g_00907
OG0001340	Prae.g_00329	Syaf.g_00039
OG0001341	Prae.g_00750	Syaf.g_01463
OG0001343	Prae.g_00890	Syaf.g_00590
OG0001344	Prae.g_01167	Syaf.g_01294
OG0001345	Prae.g_01182	Syaf.g_01323
OG0001346	Prae.g_01330	Syaf.g_01253
OG0001348	Prae.g_01578	Syaf.g_01396
OG0001351	Prae.g_00428	Syaf.g_02539
OG0001352	Prae.g_00654	Syaf.g_02661
OG0001353	Prae.g_00838	Syaf.g_01388
OG0001354	Prae.g_00974	Syaf.g_01888
OG0001356	Prae.g_01231	Syaf.g_02177, Syaf.g_01397
OG0001358	Prae.g_00594	Syaf.g_02341
OG0001359	Prae.g_00891	Syaf.g_00591
OG0001360	Prae.g_01086	Syaf.g_01325
OG0001361	Prae.g_01179	Syaf.g_01320
OG0001362	Prae.g_01473	Syaf.g_02432
OG0001363	Prae.g_01475	Syaf.g_02434
OG0001364	Prae.g_01786	Syaf.g_00338
OG0001371	Prae.g_00653	Syaf.g_00397
OG0001372	Prae.g_00758	Syaf.g_01682
OG0001373	Prae.g_00880	Syaf.g_00579
OG0001374	Prae.g_00888	Syaf.g_00571
OG0001375	Prae.g_00889	Syaf.g_00589
OG0001376	Prae.g_01050	Syaf.g_00626
OG0001377	Prae.g_01051	Syaf.g_00627
OG0001378	Prae.g_01095	Syaf.g_01209
OG0001379	Prae.g_01323	Syaf.g_01262
OG0001380	Prae.g_01356	Syaf.g_02247
OG0001385	Prae.g_00877	Syaf.g_00582
OG0001386	Prae.g_00878	Syaf.g_00581
OG0001387	Prae.g_00879	Syaf.g_00580
OG0001388	Prae.g_00882	Syaf.g_00577
OG0001389	Prae.g_00883	Syaf.g_00576
OG0001390	Prae.g_00884	Syaf.g_00575
OG0001391	Prae.g_00885	Syaf.g_00574
OG0001392	Prae.g_00886	Syaf.g_00573
OG0001393	Prae.g_00887	Syaf.g_00572
OG0001395	Prae.g_01027	Syaf.g_01958
OG0001397	Prae.g_01474	Syaf.g_02433
OG0001398	Prae.g_01583	Syaf.g_01758
OG0001399	Prae.g_01703	Syaf.g_00697
OG0001401	Prae.g_00687	Syaf.g_01383
OG0001402	Prae.g_00767	Syaf.g_02336
OG0001404	Prae.g_00068	Syaf.g_00964
OG0001405	Prae.g_00327	Syaf.g_00057
OG0001406	Prae.g_01049	Syaf.g_00625
OG0001407	Prae.g_01064	Syaf.g_02660
OG0001408	Prae.g_01069	Syaf.g_01546
OG0001410	Prae.g_01352	Syaf.g_01639
OG0001413	Prae.g_01544	Syaf.g_02344, Syaf.g_02267
OG0001416	Prae.g_00433	Syaf.g_01250
OG0001417	Prae.g_00443	Syaf.g_01887
OG0001419	Prae.g_01065	Syaf.g_02659
OG0001420	Prae.g_01104	Syaf.g_02664
OG0001421	Prae.g_01550	Syaf.g_01721
OG0001425	Prae.g_01874	Syaf.g_00631
OG0001428	Prae.g_00175	Syaf.g_00804
OG0001432	Prae.g_01542	Syaf.g_01492
OG0001433	Prae.g_01232	Syaf.g_01398
OG0001436	Prae.g_01418	Syaf.g_00331, Syaf.g_00332
OG0001438	Prae.g_00294	Syaf.g_00259
OG0001439	Prae.g_00308	Syaf.g_00283
OG0001441	Prae.g_00495	Syaf.g_02673
OG0001442	Prae.g_00741	Syaf.g_02066
OG0001447	Prae.g_00126	Syaf.g_00866
OG0001448	Prae.g_00366	Syaf.g_00612
OG0001449	Prae.g_00394	Syaf.g_00182
OG0001451	Prae.g_00866	Syaf.g_02183
OG0001452	Prae.g_00895	Syaf.g_00204
OG0001453	Prae.g_00986	Syaf.g_01909
OG0001454	Prae.g_01079	Syaf.g_02263
OG0001456	Prae.g_01140	Syaf.g_00561
OG0001457	Prae.g_01141	Syaf.g_00560
OG0001458	Prae.g_01142	Syaf.g_00559
OG0001459	Prae.g_01277	Syaf.g_01643
OG0001460	Prae.g_01233	Syaf.g_01399
OG0001461	Prae.g_01228	Syaf.g_01633
OG0001462	Prae.g_00034	Syaf.g_00455
OG0001465	Prae.g_00676	Syaf.g_02000
OG0001467	Prae.g_00785	Syaf.g_02280
OG0001468	Prae.g_01054	Syaf.g_02278
OG0001471	Prae.g_01545	Syaf.g_00276
OG0001473	Prae.g_01834	Syaf.g_02282
OG0001474	Prae.g_00340	Syaf.g_00016
OG0001480	Prae.g_00368	Syaf.g_01334
OG0001482	Prae.g_00431	Syaf.g_01897
OG0001484	Prae.g_01299	Syaf.g_00570
OG0001492	Prae.g_01210	Syaf.g_01565
OG0001493	Prae.g_01218	Syaf.g_01555
OG0001495	Prae.g_01708	Syaf.g_00145
OG0001502	Prae.g_00776	Syaf.g_01341
OG0001504	Prae.g_01278	Syaf.g_01642
OG0001520	Prae.g_00389	Syaf.g_02600
OG0001546	Prae.g_00498	Syaf.g_02670
OG0001547	Prae.g_00778	Syaf.g_01777
OG0001548	Prae.g_00782	Syaf.g_02258
OG0001549	Prae.g_00864	Syaf.g_01326
OG0001551	Prae.g_01139	Syaf.g_01403
OG0001552	Prae.g_01225	Syaf.g_02761, Syaf.g_02762
OG0001554	Prae.g_01551	Syaf.g_00648
OG0001555	Prae.g_01566	Syaf.g_01698
OG0001556	Prae.g_01237	Syaf.g_01604
OG0001558	Prae.g_00690	Syaf.g_00478
OG0001567	Prae.g_00777	Syaf.g_01776
OG0001568	Prae.g_00779	Syaf.g_01779
OG0001570	Prae.g_01106	Syaf.g_00978
OG0001582	Prae.g_00442	Syaf.g_01865
OG0001602	Prae.g_00675	Syaf.g_02001
OG0001625	Prae.g_00261	Syaf.g_00211
OG0001633	Prae.g_01365	Syaf.g_01528, Syaf.g_02381
OG0001635	Prae.g_01601	Syaf.g_00412
OG0001652	Prae.g_00688	Syaf.g_00480
OG0001671	Prae.g_00695	Syaf.g_00721
OG0001700	Prae.g_01234	Syaf.g_02162, Syaf.g_02178
OG0001749	Prae.g_01394	Syaf.g_00308, Syaf.g_00322
OG0001991	Prae.g_01254	Syaf.g_02163
OG0001995	Prae.g_01259	Syaf.g_01487
OG0002029	Prae.g_01275	Syaf.g_01511
OG0003018	Prae.g_01248	Syaf.g_02166
OG0003373	Prae.g_01246	Syaf.g_02164
OG0003664	Prae.g_01247	Syaf.g_02165
OG0003666	Prae.g_01252	Syaf.g_02169
OG0004054	Prae.g_01251	Syaf.g_02168
