Orthogroup	Prae	Prbf
OG0001122	Prae.g_01012	Prbf.g_01080
OG0001123	Prae.g_01016	Prbf.g_01074
OG0001124	Prae.g_01018	Prbf.g_01072
OG0001125	Prae.g_01019	Prbf.g_01070
OG0001126	Prae.g_01029	Prbf.g_01159
OG0001127	Prae.g_01030	Prbf.g_01160
OG0001128	Prae.g_01032	Prbf.g_01162
OG0001129	Prae.g_01033	Prbf.g_01163
OG0001130	Prae.g_01034	Prbf.g_01164
OG0001131	Prae.g_01072	Prbf.g_01705
OG0001132	Prae.g_01081	Prbf.g_00296
OG0001133	Prae.g_01115	Prbf.g_00094
OG0001134	Prae.g_01130	Prbf.g_00788
OG0001135	Prae.g_01133	Prbf.g_00785
OG0001136	Prae.g_01160	Prbf.g_00915
OG0001137	Prae.g_01171	Prbf.g_00927
OG0001138	Prae.g_01189	Prbf.g_00948
OG0001139	Prae.g_01190	Prbf.g_00950
OG0001140	Prae.g_01191	Prbf.g_00951
OG0001141	Prae.g_01192	Prbf.g_00952
OG0001142	Prae.g_01193	Prbf.g_00953
OG0001143	Prae.g_01200	Prbf.g_00960
OG0001144	Prae.g_01205	Prbf.g_00965
OG0001145	Prae.g_01320	Prbf.g_00034
OG0001146	Prae.g_01333	Prbf.g_00022
OG0001147	Prae.g_01354	Prbf.g_00002
OG0001148	Prae.g_01370	Prbf.g_00097
OG0001149	Prae.g_01371	Prbf.g_00098
OG0001150	Prae.g_01372	Prbf.g_00099
OG0001151	Prae.g_01383	Prbf.g_00110
OG0001152	Prae.g_01384	Prbf.g_00111
OG0001153	Prae.g_01491	Prbf.g_00189
OG0001154	Prae.g_01492	Prbf.g_00190
OG0001155	Prae.g_01504	Prbf.g_00207
OG0001156	Prae.g_01507	Prbf.g_00210
OG0001157	Prae.g_01508	Prbf.g_00211
OG0001158	Prae.g_01509	Prbf.g_00212
OG0001159	Prae.g_01510	Prbf.g_00213
OG0001160	Prae.g_01534	Prbf.g_00239
OG0001161	Prae.g_01547	Prbf.g_00750
OG0001162	Prae.g_01558	Prbf.g_00812
OG0001163	Prae.g_01615	Prbf.g_00702
OG0001164	Prae.g_01619	Prbf.g_00698
OG0001165	Prae.g_01622	Prbf.g_00695
OG0001166	Prae.g_01642	Prbf.g_00674
OG0001167	Prae.g_01659	Prbf.g_00657
OG0001168	Prae.g_01661	Prbf.g_00655
OG0001169	Prae.g_01663	Prbf.g_00653
OG0001170	Prae.g_01665	Prbf.g_00651
OG0001171	Prae.g_01674	Prbf.g_00641
OG0001172	Prae.g_01689	Prbf.g_00625
OG0001173	Prae.g_01690	Prbf.g_00624
OG0001174	Prae.g_01698	Prbf.g_00616
OG0001175	Prae.g_01699	Prbf.g_00615
OG0001176	Prae.g_01706	Prbf.g_00607
OG0001177	Prae.g_01709	Prbf.g_00605
OG0001178	Prae.g_01714	Prbf.g_00688
OG0001179	Prae.g_01742	Prbf.g_00575
OG0001180	Prae.g_01765	Prbf.g_00552
OG0001181	Prae.g_01769	Prbf.g_00548
OG0001182	Prae.g_01776	Prbf.g_00540
OG0001183	Prae.g_01780	Prbf.g_00535
OG0001184	Prae.g_01796	Prbf.g_00517
OG0001185	Prae.g_01810	Prbf.g_00501
OG0001186	Prae.g_01833	Prbf.g_00476
OG0001187	Prae.g_01837	Prbf.g_00473
OG0001188	Prae.g_01839	Prbf.g_00471
OG0001189	Prae.g_01856	Prbf.g_00455
OG0001190	Prae.g_01860	Prbf.g_00450
OG0001191	Prae.g_01870	Prbf.g_00440
OG0001192	Prae.g_01875	Prbf.g_00435
OG0001193	Prae.g_01885	Prbf.g_00423
OG0001194	Prae.g_01886	Prbf.g_00422
OG0001195	Prae.g_01887	Prbf.g_00421
OG0001196	Prae.g_01900	Prbf.g_00405
OG0001197	Prae.g_01901	Prbf.g_00403
OG0001198	Prae.g_01908	Prbf.g_00396
OG0001199	Prae.g_00074	Prbf.g_01401
OG0001200	Prae.g_00076	Prbf.g_01403
OG0001201	Prae.g_00107	Prbf.g_01436
OG0001202	Prae.g_00202	Prbf.g_01534
OG0001203	Prae.g_00241	Prbf.g_01576
OG0001204	Prae.g_00246	Prbf.g_01582
OG0001205	Prae.g_00419	Prbf.g_01729
OG0001206	Prae.g_00436	Prbf.g_01749
OG0001207	Prae.g_00451	Prbf.g_01760
OG0001208	Prae.g_00456	Prbf.g_01765
OG0001209	Prae.g_00510	Prbf.g_01816
OG0001210	Prae.g_00515	Prbf.g_01821
OG0001211	Prae.g_00525	Prbf.g_01831
OG0001212	Prae.g_00570	Prbf.g_01878
OG0001213	Prae.g_00603	Prbf.g_01913
OG0001214	Prae.g_00611	Prbf.g_00984
OG0001215	Prae.g_00664	Prbf.g_01272
OG0001216	Prae.g_00713	Prbf.g_01251
OG0001217	Prae.g_00752	Prbf.g_00280
OG0001218	Prae.g_00759	Prbf.g_00855
OG0001219	Prae.g_00794	Prbf.g_01146
OG0001220	Prae.g_00857	Prbf.g_01189
OG0001221	Prae.g_00919	Prbf.g_01309
OG0001222	Prae.g_00956	Prbf.g_01067
OG0001223	Prae.g_00982	Prbf.g_01099
OG0001224	Prae.g_01036	Prbf.g_01166
OG0001225	Prae.g_01038	Prbf.g_01168
OG0001226	Prae.g_01066	Prbf.g_01921
OG0001227	Prae.g_01084	Prbf.g_00870
OG0001228	Prae.g_01208	Prbf.g_00968
OG0001229	Prae.g_01366	Prbf.g_00856
OG0001230	Prae.g_01451	Prbf.g_00150
OG0001231	Prae.g_01556	Prbf.g_01706
OG0001232	Prae.g_01646	Prbf.g_00670
OG0001233	Prae.g_01666	Prbf.g_00650
OG0001234	Prae.g_01701	Prbf.g_00613
OG0001235	Prae.g_01711	Prbf.g_00609
OG0001236	Prae.g_01793	Prbf.g_00520
OG0001237	Prae.g_01797	Prbf.g_00516
OG0001238	Prae.g_01871	Prbf.g_00439
OG0001239	Prae.g_00071	Prbf.g_01398
OG0001240	Prae.g_00093	Prbf.g_01419
OG0001241	Prae.g_00101	Prbf.g_01429
OG0001242	Prae.g_00119	Prbf.g_01449
OG0001243	Prae.g_00125	Prbf.g_01456
OG0001244	Prae.g_00141	Prbf.g_01471
OG0001245	Prae.g_00380	Prbf.g_00879
OG0001247	Prae.g_00657	Prbf.g_01279
OG0001248	Prae.g_00659	Prbf.g_01277
OG0001249	Prae.g_00784	Prbf.g_01675
OG0001250	Prae.g_00846	Prbf.g_01202
OG0001251	Prae.g_00893	Prbf.g_00837
OG0001252	Prae.g_01031	Prbf.g_01161
OG0001253	Prae.g_01085	Prbf.g_01924
OG0001254	Prae.g_01132	Prbf.g_00786
OG0001255	Prae.g_01147	Prbf.g_00900
OG0001256	Prae.g_01549	Prbf.g_00246
OG0001258	Prae.g_01620	Prbf.g_00697
OG0001259	Prae.g_01664	Prbf.g_00652
OG0001260	Prae.g_01680	Prbf.g_00635
OG0001261	Prae.g_01750	Prbf.g_00567
OG0001263	Prae.g_00128	Prbf.g_01458
OG0001265	Prae.g_00118	Prbf.g_01448
OG0001266	Prae.g_00206	Prbf.g_01538
OG0001267	Prae.g_00281	Prbf.g_01620
OG0001268	Prae.g_00339	Prbf.g_01683
OG0001269	Prae.g_00358	Prbf.g_01190
OG0001270	Prae.g_00408	Prbf.g_01718
OG0001271	Prae.g_00446	Prbf.g_01755
OG0001272	Prae.g_00460	Prbf.g_01769
OG0001273	Prae.g_00605	Prbf.g_00978
OG0001274	Prae.g_00677	Prbf.g_01562
OG0001275	Prae.g_00992	Prbf.g_01089
OG0001276	Prae.g_01015	Prbf.g_01075
OG0001277	Prae.g_01074	Prbf.g_00417
OG0001278	Prae.g_01213	Prbf.g_00972
OG0001279	Prae.g_01265	Prbf.g_00339
OG0001280	Prae.g_01328	Prbf.g_00027
OG0001281	Prae.g_01334	Prbf.g_00021
OG0001282	Prae.g_01369	Prbf.g_00096
OG0001283	Prae.g_01388	Prbf.g_00408
OG0001284	Prae.g_01529	Prbf.g_00232
OG0001285	Prae.g_01649	Prbf.g_00667
OG0001286	Prae.g_01762	Prbf.g_00554
OG0001287	Prae.g_01817	Prbf.g_00494
OG0001288	Prae.g_01826	Prbf.g_00483
OG0001289	Prae.g_00087	Prbf.g_01413
OG0001290	Prae.g_00100	Prbf.g_01428
OG0001291	Prae.g_00135	Prbf.g_01466
OG0001292	Prae.g_00251	Prbf.g_01587
OG0001293	Prae.g_00264	Prbf.g_01600
OG0001295	Prae.g_00441	Prbf.g_00824
OG0001296	Prae.g_00483	Prbf.g_01792
OG0001297	Prae.g_00488	Prbf.g_01797
OG0001298	Prae.g_00551	Prbf.g_01858
OG0001299	Prae.g_00640	Prbf.g_01015
OG0001300	Prae.g_00667	Prbf.g_01268
OG0001301	Prae.g_00670	Prbf.g_01263
OG0001302	Prae.g_00793	Prbf.g_01150
OG0001303	Prae.g_00996	Prbf.g_00731
OG0001304	Prae.g_01025	Prbf.g_01062
OG0001305	Prae.g_01044	Prbf.g_01174
OG0001306	Prae.g_01149	Prbf.g_00903
OG0001307	Prae.g_01351	Prbf.g_00070
OG0001308	Prae.g_01469	Prbf.g_00167
OG0001309	Prae.g_01553	Prbf.g_00274
OG0001310	Prae.g_01635	Prbf.g_00680
OG0001311	Prae.g_01017	Prbf.g_01073
OG0001315	Prae.g_00061	Prbf.g_00865
OG0001316	Prae.g_00140	Prbf.g_01470
OG0001317	Prae.g_00237	Prbf.g_01572
OG0001318	Prae.g_00259	Prbf.g_01596
OG0001319	Prae.g_00275	Prbf.g_01613
OG0001320	Prae.g_00381	Prbf.g_00765, Prbf.g_00732
OG0001321	Prae.g_00425	Prbf.g_01735
OG0001322	Prae.g_00426	Prbf.g_01736
OG0001323	Prae.g_00493	Prbf.g_01802
OG0001324	Prae.g_00668	Prbf.g_01267
OG0001325	Prae.g_00716	Prbf.g_01032
OG0001327	Prae.g_01057	Prbf.g_01332
OG0001328	Prae.g_01083	Prbf.g_00045
OG0001329	Prae.g_01122	Prbf.g_00734
OG0001330	Prae.g_01292	Prbf.g_00263
OG0001331	Prae.g_01374	Prbf.g_00101
OG0001332	Prae.g_01502	Prbf.g_00203
OG0001333	Prae.g_01660	Prbf.g_00656
OG0001334	Prae.g_01783	Prbf.g_00532
OG0001335	Prae.g_01784	Prbf.g_00531
OG0001339	Prae.g_00103	Prbf.g_01431
OG0001340	Prae.g_00329	Prbf.g_01671
OG0001341	Prae.g_00750	Prbf.g_00863
OG0001342	Prae.g_00788	Prbf.g_00711
OG0001343	Prae.g_00890	Prbf.g_00840
OG0001344	Prae.g_01167	Prbf.g_00922
OG0001345	Prae.g_01182	Prbf.g_00938
OG0001346	Prae.g_01330	Prbf.g_00025
OG0001348	Prae.g_01578	Prbf.g_00826
OG0001351	Prae.g_00428	Prbf.g_01741
OG0001352	Prae.g_00654	Prbf.g_01283
OG0001353	Prae.g_00838	Prbf.g_01212
OG0001354	Prae.g_00974	Prbf.g_01107
OG0001356	Prae.g_01231	Prbf.g_00705
OG0001359	Prae.g_00891	Prbf.g_00839
OG0001362	Prae.g_01473	Prbf.g_00171
OG0001363	Prae.g_01475	Prbf.g_00173
OG0001364	Prae.g_01786	Prbf.g_00529
OG0001365	Prae.g_01864	Prbf.g_00446
OG0001369	Prae.g_00092	Prbf.g_01418
OG0001371	Prae.g_00653	Prbf.g_01284
OG0001372	Prae.g_00758	Prbf.g_01922
OG0001375	Prae.g_00889	Prbf.g_00841
OG0001379	Prae.g_01323	Prbf.g_00032
OG0001380	Prae.g_01356	Prbf.g_00853, Prbf.g_00066
OG0001381	Prae.g_01362	Prbf.g_00893
OG0001382	Prae.g_01570	Prbf.g_00063
OG0001397	Prae.g_01474	Prbf.g_00172
OG0001398	Prae.g_01583	Prbf.g_00801
OG0001401	Prae.g_00687	Prbf.g_01207
OG0001402	Prae.g_00767	Prbf.g_01907
OG0001403	Prae.g_00030	Prbf.g_01353
OG0001404	Prae.g_00068	Prbf.g_01395
OG0001407	Prae.g_01064	Prbf.g_00059
OG0001409	Prae.g_01170	Prbf.g_00926
OG0001410	Prae.g_01352	Prbf.g_00069
OG0001414	Prae.g_00232	Prbf.g_01567
OG0001415	Prae.g_00234	Prbf.g_01569
OG0001418	Prae.g_00658	Prbf.g_01278
OG0001419	Prae.g_01065	Prbf.g_00060
OG0001421	Prae.g_01550	Prbf.g_00247
OG0001422	Prae.g_01576	Prbf.g_00056
OG0001424	Prae.g_00894	Prbf.g_00299
OG0001425	Prae.g_01874	Prbf.g_00436
OG0001428	Prae.g_00175	Prbf.g_01506
OG0001429	Prae.g_00795	Prbf.g_01145
OG0001430	Prae.g_01287	Prbf.g_00854
OG0001431	Prae.g_01290	Prbf.g_00816, Prbf.g_00872
OG0001433	Prae.g_01232	Prbf.g_00706
OG0001437	Prae.g_00233	Prbf.g_01568
OG0001440	Prae.g_00402	Prbf.g_00729, Prbf.g_00735
OG0001446	Prae.g_00079	Prbf.g_00291
OG0001448	Prae.g_00366	Prbf.g_01739
OG0001450	Prae.g_00661	Prbf.g_01275
OG0001451	Prae.g_00866	Prbf.g_01178
OG0001455	Prae.g_01322	Prbf.g_00862
OG0001460	Prae.g_01233	Prbf.g_00707
OG0001461	Prae.g_01228	Prbf.g_01379
OG0001463	Prae.g_00287	Prbf.g_01627
OG0001464	Prae.g_00330	Prbf.g_01672
OG0001465	Prae.g_00676	Prbf.g_01256
OG0001467	Prae.g_00785	Prbf.g_00090
OG0001468	Prae.g_01054	Prbf.g_00849
OG0001472	Prae.g_01552	Prbf.g_01930
OG0001481	Prae.g_00373	Prbf.g_00046
OG0001484	Prae.g_01299	Prbf.g_00262
OG0001485	Prae.g_01588	Prbf.g_00346
OG0001486	Prae.g_01161	Prbf.g_00916
OG0001491	Prae.g_00791	Prbf.g_01153
OG0001500	Prae.g_00266	Prbf.g_01602
OG0001501	Prae.g_00679	Prbf.g_01334
OG0001503	Prae.g_01137	Prbf.g_00285
OG0001506	Prae.g_01500	Prbf.g_00201
OG0001521	Prae.g_00751	Prbf.g_01155
OG0001523	Prae.g_01134	Prbf.g_00783
OG0001524	Prae.g_01135	Prbf.g_00782
OG0001525	Prae.g_01561	Prbf.g_00728
OG0001526	Prae.g_01684, Prae.g_01425	Prbf.g_01383
OG0001549	Prae.g_00864	Prbf.g_01180
OG0001550	Prae.g_01119	Prbf.g_00281
OG0001552	Prae.g_01225	Prbf.g_00250
OG0001566	Prae.g_00650	Prbf.g_01287
OG0001569	Prae.g_01091	Prbf.g_00375
OG0001571	Prae.g_01113	Prbf.g_00336
OG0001581	Prae.g_00147	Prbf.g_00007
OG0001583	Prae.g_00790	Prbf.g_01154
OG0001587	Prae.g_01682	Prbf.g_00633
OG0001595	Prae.g_00067	Prbf.g_01393
OG0001596	Prae.g_00075	Prbf.g_01402
OG0001597	Prae.g_00361	Prbf.g_00198
OG0001598	Prae.g_00399	Prbf.g_01265
OG0001599	Prae.g_00434	Prbf.g_01747
OG0001600	Prae.g_00485	Prbf.g_01794
OG0001601	Prae.g_00648	Prbf.g_01289
OG0001603	Prae.g_00792	Prbf.g_01151
OG0001604	Prae.g_00916	Prbf.g_01312
OG0001605	Prae.g_01008	Prbf.g_00286
OG0001606	Prae.g_01071	Prbf.g_00276
OG0001607	Prae.g_01136	Prbf.g_00348
OG0001608	Prae.g_01359	Prbf.g_01059
OG0001609	Prae.g_01498	Prbf.g_00199
OG0001610	Prae.g_01501	Prbf.g_00202
OG0001611	Prae.g_01564	Prbf.g_00772
OG0001626	Prae.g_00749	Prbf.g_00353
OG0001628	Prae.g_00761	Prbf.g_01920
OG0001629	Prae.g_00762	Prbf.g_00327
OG0001630	Prae.g_00898	Prbf.g_00832
OG0001631	Prae.g_01060	Prbf.g_00344
OG0001648	Prae.g_00372	Prbf.g_00757
OG0001649	Prae.g_01062	Prbf.g_00278
OG0001651	Prae.g_01562	Prbf.g_00882
OG0001662	Prae.g_01101	Prbf.g_00799
OG0001663	Prae.g_01146	Prbf.g_00899
OG0001684	Prae.g_00563	Prbf.g_01871
OG0001685	Prae.g_00868	Prbf.g_01925
OG0001686	Prae.g_01007	Prbf.g_00878
OG0001687	Prae.g_01053	Prbf.g_01745
OG0001689	Prae.g_01824	Prbf.g_00485
OG0001701	Prae.g_01685	Prbf.g_01384
OG0001705	Prae.g_00395	Prbf.g_00631
OG0001706	Prae.g_00999	Prbf.g_00806
OG0001707	Prae.g_01078	Prbf.g_00871
OG0001710	Prae.g_01704	Prbf.g_01938
OG0001722	Prae.g_00896	Prbf.g_00834
OG0001820	Prae.g_00744	Prbf.g_00297
OG0001988	Prae.g_01346	Prbf.g_00050
OG0002030	Prae.g_01347	Prbf.g_00780
OG0002270	Prae.g_01407	Prbf.g_00128
OG0002487	Prae.g_01603	Prbf.g_00043
OG0002702	Prae.g_01260	Prbf.g_00721
OG0002703	Prae.g_01419	Prbf.g_00311
OG0002786	Prae.g_00684	Prbf.g_00370
OG0002903	Prae.g_00685	Prbf.g_00371
