Orthogroup	Prae	Syak
OG0001173	Prae.g_01690	Syak.g_01387
OG0001174	Prae.g_01698	Syak.g_01379
OG0001175	Prae.g_01699	Syak.g_01378
OG0001176	Prae.g_01706	Syak.g_01354
OG0001177	Prae.g_01709	Syak.g_01356
OG0001178	Prae.g_01714	Syak.g_02411
OG0001179	Prae.g_01742	Syak.g_01324
OG0001181	Prae.g_01769	Syak.g_01296
OG0001182	Prae.g_01776	Syak.g_01287
OG0001183	Prae.g_01780	Syak.g_01282
OG0001184	Prae.g_01796	Syak.g_01571
OG0001185	Prae.g_01810	Syak.g_01643
OG0001186	Prae.g_01833	Syak.g_01709
OG0001187	Prae.g_01837	Syak.g_01712
OG0001188	Prae.g_01839	Syak.g_01714
OG0001189	Prae.g_01856	Syak.g_01736
OG0001190	Prae.g_01860	Syak.g_01942
OG0001191	Prae.g_01870	Syak.g_01928
OG0001192	Prae.g_01875	Syak.g_01921
OG0001193	Prae.g_01885	Syak.g_01888
OG0001194	Prae.g_01886	Syak.g_01882
OG0001195	Prae.g_01887	Syak.g_01881
OG0001196	Prae.g_01900	Syak.g_01811
OG0001197	Prae.g_01901	Syak.g_01809
OG0001198	Prae.g_01908	Syak.g_01798
OG0001199	Prae.g_00074	Syak.g_02249
OG0001200	Prae.g_00076	Syak.g_02247
OG0001201	Prae.g_00107	Syak.g_02191
OG0001202	Prae.g_00202	Syak.g_02061
OG0001203	Prae.g_00241	Syak.g_02307
OG0001204	Prae.g_00246	Syak.g_01404
OG0001205	Prae.g_00419	Syak.g_01181
OG0001206	Prae.g_00436	Syak.g_01148
OG0001207	Prae.g_00451	Syak.g_02566
OG0001208	Prae.g_00456	Syak.g_02576
OG0001209	Prae.g_00510	Syak.g_02643
OG0001210	Prae.g_00515	Syak.g_02654
OG0001211	Prae.g_00525	Syak.g_02669
OG0001212	Prae.g_00570	Syak.g_02728
OG0001213	Prae.g_00603	Syak.g_00025
OG0001214	Prae.g_00611	Syak.g_00037
OG0001215	Prae.g_00664	Syak.g_00697
OG0001216	Prae.g_00713	Syak.g_00805
OG0001217	Prae.g_00752	Syak.g_00138
OG0001218	Prae.g_00759	Syak.g_01093
OG0001219	Prae.g_00794	Syak.g_00551
OG0001220	Prae.g_00857	Syak.g_00580
OG0001221	Prae.g_00919	Syak.g_00390
OG0001222	Prae.g_00956	Syak.g_00517
OG0001223	Prae.g_00982	Syak.g_00472
OG0001224	Prae.g_01036	Syak.g_00739
OG0001226	Prae.g_01066	Syak.g_02239
OG0001227	Prae.g_01084	Syak.g_00963
OG0001228	Prae.g_01208	Syak.g_00619
OG0001229	Prae.g_01366	Syak.g_00711
OG0001230	Prae.g_01451	Syak.g_01030
OG0001231	Prae.g_01556	Syak.g_01777
OG0001232	Prae.g_01646	Syak.g_02385
OG0001233	Prae.g_01666	Syak.g_02359
OG0001234	Prae.g_01701	Syak.g_01374
OG0001235	Prae.g_01711	Syak.g_01362
OG0001236	Prae.g_01793	Syak.g_01568
OG0001237	Prae.g_01797	Syak.g_01573
OG0001238	Prae.g_01871	Syak.g_01926
OG0001239	Prae.g_00071	Syak.g_02252
OG0001240	Prae.g_00093	Syak.g_02206
OG0001241	Prae.g_00101	Syak.g_02197
OG0001242	Prae.g_00119	Syak.g_02168
OG0001243	Prae.g_00125	Syak.g_02160
OG0001244	Prae.g_00141	Syak.g_02132
OG0001245	Prae.g_00380	Syak.g_00248
OG0001246	Prae.g_00478	Syak.g_02604
OG0001247	Prae.g_00657	Syak.g_00618
OG0001248	Prae.g_00659	Syak.g_00147
OG0001249	Prae.g_00784	Syak.g_01251
OG0001250	Prae.g_00846	Syak.g_00602
OG0001251	Prae.g_00893	Syak.g_01875
OG0001252	Prae.g_01031	Syak.g_00754
OG0001253	Prae.g_01085	Syak.g_00250
OG0001254	Prae.g_01132	Syak.g_00272
OG0001255	Prae.g_01147	Syak.g_00066
OG0001256	Prae.g_01549	Syak.g_02430
OG0001257	Prae.g_01555	Syak.g_02502
OG0001258	Prae.g_01620	Syak.g_02420
OG0001259	Prae.g_01664	Syak.g_02361
OG0001260	Prae.g_01680	Syak.g_02332
OG0001261	Prae.g_01750	Syak.g_01315
OG0001262	Prae.g_01854	Syak.g_01734
OG0001263	Prae.g_00128	Syak.g_02157
OG0001265	Prae.g_00118	Syak.g_02170
OG0001266	Prae.g_00206	Syak.g_02057
OG0001267	Prae.g_00281	Syak.g_01459
OG0001268	Prae.g_00339	Syak.g_01240
OG0001269	Prae.g_00358	Syak.g_02323
OG0001270	Prae.g_00408	Syak.g_01194
OG0001271	Prae.g_00446	Syak.g_01121
OG0001272	Prae.g_00460	Syak.g_02580
OG0001273	Prae.g_00605	Syak.g_00030
OG0001274	Prae.g_00677	Syak.g_01988
OG0001275	Prae.g_00992	Syak.g_00633
OG0001276	Prae.g_01015	Syak.g_00649
OG0001277	Prae.g_01074	Syak.g_01829
OG0001278	Prae.g_01213	Syak.g_00671
OG0001279	Prae.g_01265	Syak.g_00105
OG0001280	Prae.g_01328	Syak.g_00933
OG0001281	Prae.g_01334	Syak.g_00944
OG0001282	Prae.g_01369	Syak.g_02564
OG0001283	Prae.g_01388	Syak.g_01818
OG0001284	Prae.g_01529	Syak.g_02446
OG0001285	Prae.g_01649	Syak.g_02381
OG0001286	Prae.g_01762	Syak.g_01301
OG0001287	Prae.g_01817	Syak.g_01652
OG0001288	Prae.g_01826	Syak.g_01686
OG0001289	Prae.g_00087	Syak.g_02222
OG0001290	Prae.g_00100	Syak.g_02198
OG0001291	Prae.g_00135	Syak.g_02147
OG0001292	Prae.g_00251	Syak.g_01410
OG0001293	Prae.g_00264	Syak.g_01432
OG0001294	Prae.g_00378	Syak.g_00355
OG0001295	Prae.g_00441	Syak.g_00740
OG0001296	Prae.g_00483	Syak.g_02610
OG0001297	Prae.g_00488	Syak.g_02614
OG0001298	Prae.g_00551	Syak.g_02703
OG0001299	Prae.g_00640	Syak.g_00349
OG0001300	Prae.g_00667	Syak.g_00706
OG0001301	Prae.g_00670	Syak.g_00721
OG0001302	Prae.g_00793	Syak.g_00068
OG0001303	Prae.g_00996	Syak.g_00548
OG0001304	Prae.g_01025	Syak.g_00664
OG0001305	Prae.g_01044	Syak.g_00728
OG0001306	Prae.g_01149	Syak.g_00915
OG0001307	Prae.g_01351	Syak.g_00344
OG0001308	Prae.g_01469	Syak.g_01054
OG0001309	Prae.g_01553	Syak.g_02620
OG0001311	Prae.g_01017	Syak.g_00651
OG0001313	Prae.g_00700, Prae.g_00703, Prae.g_00708	Syak.g_01140
OG0001315	Prae.g_00061	Syak.g_01284
OG0001316	Prae.g_00140	Syak.g_02140
OG0001317	Prae.g_00237	Syak.g_02302
OG0001318	Prae.g_00259	Syak.g_01424
OG0001319	Prae.g_00275	Syak.g_01448
OG0001321	Prae.g_00425	Syak.g_01172
OG0001322	Prae.g_00426	Syak.g_01171
OG0001323	Prae.g_00493	Syak.g_02623
OG0001324	Prae.g_00668	Syak.g_00707
OG0001325	Prae.g_00716	Syak.g_00800
OG0001326	Prae.g_00881	Syak.g_01870, Syak.g_01154
OG0001327	Prae.g_01057	Syak.g_00362
OG0001328	Prae.g_01083	Syak.g_00383
OG0001329	Prae.g_01122	Syak.g_00280
OG0001330	Prae.g_01292	Syak.g_00925
OG0001331	Prae.g_01374	Syak.g_02559
OG0001332	Prae.g_01502	Syak.g_02485
OG0001333	Prae.g_01660	Syak.g_02365
OG0001334	Prae.g_01783	Syak.g_01274
OG0001335	Prae.g_01784	Syak.g_01273
OG0001336	Prae.g_01897	Syak.g_01817
OG0001340	Prae.g_00329	Syak.g_01261
OG0001343	Prae.g_00890	Syak.g_01877
OG0001344	Prae.g_01167	Syak.g_00893
OG0001345	Prae.g_01182	Syak.g_00856
OG0001346	Prae.g_01330	Syak.g_00937
OG0001348	Prae.g_01578	Syak.g_00774
OG0001351	Prae.g_00428	Syak.g_01164
OG0001352	Prae.g_00654	Syak.g_00764
OG0001353	Prae.g_00838	Syak.g_00612
OG0001354	Prae.g_00974	Syak.g_00485
OG0001356	Prae.g_01231	Syak.g_00773
OG0001358	Prae.g_00594	Syak.g_00007
OG0001359	Prae.g_00891	Syak.g_01878
OG0001360	Prae.g_01086	Syak.g_00854
OG0001361	Prae.g_01179	Syak.g_00859
OG0001364	Prae.g_01786	Syak.g_01552
OG0001365	Prae.g_01864	Syak.g_01937
OG0001369	Prae.g_00092	Syak.g_02207
OG0001371	Prae.g_00653	Syak.g_02231
OG0001373	Prae.g_00880	Syak.g_01871
OG0001374	Prae.g_00888	Syak.g_01863
OG0001375	Prae.g_00889	Syak.g_01876
OG0001376	Prae.g_01050	Syak.g_01916
OG0001377	Prae.g_01051	Syak.g_01917
OG0001378	Prae.g_01095	Syak.g_01196
OG0001379	Prae.g_01323	Syak.g_00927
OG0001380	Prae.g_01356	Syak.g_00237
OG0001382	Prae.g_01570	Syak.g_01169
OG0001385	Prae.g_00877	Syak.g_01874
OG0001386	Prae.g_00878	Syak.g_01873
OG0001387	Prae.g_00879	Syak.g_01872
OG0001388	Prae.g_00882	Syak.g_01869
OG0001389	Prae.g_00883	Syak.g_01868
OG0001390	Prae.g_00884	Syak.g_01867
OG0001391	Prae.g_00885	Syak.g_01866
OG0001392	Prae.g_00886	Syak.g_01865
OG0001393	Prae.g_00887	Syak.g_01864
OG0001395	Prae.g_01027	Syak.g_00789
OG0001398	Prae.g_01583	Syak.g_00571
OG0001399	Prae.g_01703	Syak.g_01977, Syak.g_01103
OG0001401	Prae.g_00687	Syak.g_00608
OG0001402	Prae.g_00767	Syak.g_00012
OG0001405	Prae.g_00327	Syak.g_01271
OG0001406	Prae.g_01049	Syak.g_01915
OG0001408	Prae.g_01069	Syak.g_00087
OG0001409	Prae.g_01170	Syak.g_00878
OG0001410	Prae.g_01352	Syak.g_00343
OG0001413	Prae.g_01544	Syak.g_00103
OG0001416	Prae.g_00433	Syak.g_00941
OG0001417	Prae.g_00443	Syak.g_00486
OG0001420	Prae.g_01104	Syak.g_00997, Syak.g_02635
OG0001422	Prae.g_01576	Syak.g_00928
OG0001425	Prae.g_01874	Syak.g_01922
OG0001429	Prae.g_00795	Syak.g_00547
OG0001430	Prae.g_01287	Syak.g_01949, Syak.g_00314
OG0001432	Prae.g_01542	Syak.g_00095
OG0001433	Prae.g_01232	Syak.g_00771
OG0001436	Prae.g_01418	Syak.g_01546, Syak.g_01547
OG0001438	Prae.g_00294	Syak.g_01475
OG0001439	Prae.g_00308	Syak.g_01506
OG0001442	Prae.g_00741	Syak.g_00415
OG0001447	Prae.g_00126	Syak.g_02159
OG0001448	Prae.g_00366	Syak.g_00121
OG0001449	Prae.g_00394	Syak.g_01401
OG0001452	Prae.g_00895	Syak.g_01419
OG0001453	Prae.g_00986	Syak.g_00465
OG0001454	Prae.g_01079	Syak.g_00249
OG0001456	Prae.g_01140	Syak.g_01855
OG0001457	Prae.g_01141	Syak.g_01854
OG0001458	Prae.g_01142	Syak.g_01853
OG0001459	Prae.g_01277	Syak.g_00311
OG0001460	Prae.g_01233	Syak.g_00770
OG0001461	Prae.g_01228	Syak.g_00276
OG0001462	Prae.g_00034	Syak.g_01750
OG0001464	Prae.g_00330	Syak.g_01260
OG0001465	Prae.g_00676	Syak.g_00775
OG0001467	Prae.g_00785	Syak.g_01022
OG0001471	Prae.g_01545	Syak.g_01501
OG0001473	Prae.g_01834	Syak.g_00102
OG0001474	Prae.g_00340	Syak.g_01239
OG0001480	Prae.g_00368	Syak.g_00084
OG0001482	Prae.g_00431	Syak.g_00476
OG0001486	Prae.g_01161	Syak.g_00900
OG0001492	Prae.g_01210	Syak.g_00668
OG0001493	Prae.g_01218	Syak.g_00676
OG0001495	Prae.g_01708	Syak.g_01357
OG0001502	Prae.g_00776	Syak.g_00586
OG0001504	Prae.g_01278	Syak.g_00310
OG0001520	Prae.g_00389	Syak.g_02689
OG0001525	Prae.g_01561	Syak.g_00091
OG0001546	Prae.g_00498	Syak.g_02627
OG0001547	Prae.g_00778	Syak.g_00564
OG0001549	Prae.g_00864	Syak.g_00577
OG0001551	Prae.g_01139	Syak.g_00689
OG0001553	Prae.g_01456	Syak.g_01037
OG0001554	Prae.g_01551	Syak.g_01945
OG0001556	Prae.g_01237	Syak.g_00845
OG0001558	Prae.g_00690	Syak.g_01774
OG0001567	Prae.g_00777	Syak.g_00565
OG0001568	Prae.g_00779	Syak.g_00562
OG0001570	Prae.g_01106	Syak.g_00574
OG0001582	Prae.g_00442	Syak.g_00231
OG0001602	Prae.g_00675	Syak.g_00776
OG0001625	Prae.g_00261	Syak.g_01426
OG0001633	Prae.g_01365	Syak.g_00662
OG0001635	Prae.g_01601	Syak.g_01690
OG0001652	Prae.g_00688	Syak.g_01776
OG0001666	Prae.g_01276	Syak.g_00212
OG0001671	Prae.g_00695	Syak.g_02002
OG0001700	Prae.g_01234	Syak.g_00320, Syak.g_00570
OG0001745	Prae.g_01541	Syak.g_00281
OG0001749	Prae.g_01394	Syak.g_01539
OG0001991	Prae.g_01254	Syak.g_00381
OG0001995	Prae.g_01259	Syak.g_00962
OG0002029	Prae.g_01275	Syak.g_01128
OG0002380	Prae.g_00397	Syak.g_00175
OG0002487	Prae.g_01603	Syak.g_00128
OG0002692	Prae.g_01585	Syak.g_00245
OG0002700	Prae.g_00707	Syak.g_02288
OG0002787	Prae.g_01301	Syak.g_00301
OG0002788	Prae.g_01302	Syak.g_00302
OG0002789	Prae.g_01303	Syak.g_00303
OG0002790	Prae.g_01304	Syak.g_00304
OG0002791	Prae.g_01305	Syak.g_00305
OG0002792	Prae.g_01306	Syak.g_00306
OG0002793	Prae.g_01307	Syak.g_00307
OG0003666	Prae.g_01252	Syak.g_00321
OG0005392	Prae.g_01429	Syak.g_00322
