Orthogroup	Prae	Syao
OG0001174	Prae.g_01698	Syao.g_01923
OG0001175	Prae.g_01699	Syao.g_01924
OG0001176	Prae.g_01706	Syao.g_01799
OG0001177	Prae.g_01709	Syao.g_01802
OG0001178	Prae.g_01714	Syao.g_01541
OG0001179	Prae.g_01742	Syao.g_01768
OG0001180	Prae.g_01765	Syao.g_01833
OG0001181	Prae.g_01769	Syao.g_01829
OG0001182	Prae.g_01776	Syao.g_01820
OG0001183	Prae.g_01780	Syao.g_01851
OG0001184	Prae.g_01796	Syao.g_02264
OG0001185	Prae.g_01810	Syao.g_02147
OG0001186	Prae.g_01833	Syao.g_02173
OG0001187	Prae.g_01837	Syao.g_02171
OG0001188	Prae.g_01839	Syao.g_02169
OG0001189	Prae.g_01856	Syao.g_02215
OG0001190	Prae.g_01860	Syao.g_02436
OG0001191	Prae.g_01870	Syao.g_02449
OG0001192	Prae.g_01875	Syao.g_02367
OG0001193	Prae.g_01885	Syao.g_02284
OG0001194	Prae.g_01886	Syao.g_02285
OG0001195	Prae.g_01887	Syao.g_02286
OG0001196	Prae.g_01900	Syao.g_02341
OG0001197	Prae.g_01901	Syao.g_02343
OG0001198	Prae.g_01908	Syao.g_02158
OG0001199	Prae.g_00074	Syao.g_02623
OG0001200	Prae.g_00076	Syao.g_02625
OG0001201	Prae.g_00107	Syao.g_02601
OG0001202	Prae.g_00202	Syao.g_02461
OG0001203	Prae.g_00241	Syao.g_00296, Syao.g_01705
OG0001204	Prae.g_00246	Syao.g_02117
OG0001205	Prae.g_00419	Syao.g_01620
OG0001206	Prae.g_00436	Syao.g_02701, Syao.g_02702
OG0001207	Prae.g_00451	Syao.g_00035
OG0001208	Prae.g_00456	Syao.g_00026
OG0001209	Prae.g_00510	Syao.g_01415
OG0001210	Prae.g_00515	Syao.g_00882
OG0001211	Prae.g_00525	Syao.g_00861
OG0001212	Prae.g_00570	Syao.g_01001
OG0001213	Prae.g_00603	Syao.g_01322
OG0001214	Prae.g_00611	Syao.g_00896
OG0001215	Prae.g_00664	Syao.g_00700
OG0001216	Prae.g_00713	Syao.g_00492
OG0001218	Prae.g_00759	Syao.g_00092
OG0001219	Prae.g_00794	Syao.g_00651
OG0001220	Prae.g_00857	Syao.g_00393
OG0001221	Prae.g_00919	Syao.g_01657
OG0001222	Prae.g_00956	Syao.g_00687
OG0001223	Prae.g_00982	Syao.g_00820
OG0001224	Prae.g_01036	Syao.g_00427
OG0001226	Prae.g_01066	Syao.g_02633
OG0001227	Prae.g_01084	Syao.g_01047
OG0001228	Prae.g_01208	Syao.g_02256
OG0001229	Prae.g_01366	Syao.g_00220
OG0001230	Prae.g_01451	Syao.g_01503
OG0001231	Prae.g_01556	Syao.g_02254
OG0001232	Prae.g_01646	Syao.g_01664
OG0001233	Prae.g_01666	Syao.g_01643
OG0001234	Prae.g_01701	Syao.g_02035
OG0001235	Prae.g_01711	Syao.g_01863
OG0001236	Prae.g_01793	Syao.g_02261
OG0001237	Prae.g_01797	Syao.g_02265
OG0001238	Prae.g_01871	Syao.g_02451
OG0001239	Prae.g_00071	Syao.g_02620
OG0001240	Prae.g_00093	Syao.g_02669
OG0001242	Prae.g_00119	Syao.g_02576
OG0001243	Prae.g_00125	Syao.g_02584
OG0001244	Prae.g_00141	Syao.g_02477
OG0001245	Prae.g_00380	Syao.g_00362
OG0001247	Prae.g_00657	Syao.g_00390
OG0001249	Prae.g_00784	Syao.g_01882
OG0001250	Prae.g_00846	Syao.g_00556
OG0001251	Prae.g_00893	Syao.g_00641
OG0001252	Prae.g_01031	Syao.g_00507
OG0001253	Prae.g_01085	Syao.g_01220
OG0001254	Prae.g_01132	Syao.g_01426
OG0001255	Prae.g_01147	Syao.g_00920
OG0001256	Prae.g_01549	Syao.g_01572
OG0001257	Prae.g_01555	Syao.g_00414
OG0001258	Prae.g_01620	Syao.g_01561
OG0001259	Prae.g_01664	Syao.g_01645
OG0001260	Prae.g_01680	Syao.g_01623
OG0001261	Prae.g_01750	Syao.g_01814
OG0001262	Prae.g_01854	Syao.g_02213
OG0001263	Prae.g_00128	Syao.g_02541
OG0001265	Prae.g_00118	Syao.g_02574
OG0001266	Prae.g_00206	Syao.g_02465
OG0001267	Prae.g_00281	Syao.g_02063
OG0001268	Prae.g_00339	Syao.g_01871
OG0001270	Prae.g_00408	Syao.g_01733
OG0001271	Prae.g_00446	Syao.g_02685
OG0001272	Prae.g_00460	Syao.g_00120
OG0001274	Prae.g_00677	Syao.g_02401
OG0001275	Prae.g_00992	Syao.g_00806
OG0001276	Prae.g_01015	Syao.g_00450
OG0001277	Prae.g_01074	Syao.g_01334
OG0001278	Prae.g_01213	Syao.g_00265
OG0001279	Prae.g_01265	Syao.g_01528
OG0001281	Prae.g_01334	Syao.g_01454
OG0001282	Prae.g_01369	Syao.g_00037
OG0001283	Prae.g_01388	Syao.g_02335
OG0001284	Prae.g_01529	Syao.g_01587
OG0001285	Prae.g_01649	Syao.g_01010
OG0001286	Prae.g_01762	Syao.g_01835
OG0001288	Prae.g_01826	Syao.g_02187
OG0001289	Prae.g_00087	Syao.g_02649
OG0001291	Prae.g_00135	Syao.g_02551
OG0001292	Prae.g_00251	Syao.g_02111
OG0001293	Prae.g_00264	Syao.g_02091
OG0001294	Prae.g_00378	Syao.g_00948
OG0001295	Prae.g_00441	Syao.g_00878
OG0001296	Prae.g_00483	Syao.g_00163
OG0001297	Prae.g_00488	Syao.g_00159
OG0001298	Prae.g_00551	Syao.g_01043
OG0001299	Prae.g_00640	Syao.g_00942
OG0001302	Prae.g_00793	Syao.g_02711
OG0001303	Prae.g_00996	Syao.g_00649
OG0001304	Prae.g_01025	Syao.g_00466
OG0001305	Prae.g_01044	Syao.g_00382
OG0001306	Prae.g_01149	Syao.g_00141
OG0001308	Prae.g_01469	Syao.g_01500
OG0001310	Prae.g_01635	Syao.g_01681
OG0001311	Prae.g_01017	Syao.g_00452
OG0001313	Prae.g_00700, Prae.g_00703, Prae.g_00708	Syao.g_02692
OG0001315	Prae.g_00061	Syao.g_01853
OG0001317	Prae.g_00237	Syao.g_01701
OG0001318	Prae.g_00259	Syao.g_02099
OG0001319	Prae.g_00275	Syao.g_02075
OG0001323	Prae.g_00493	Syao.g_01392
OG0001325	Prae.g_00716	Syao.g_00487
OG0001326	Prae.g_00881	Syao.g_02293
OG0001327	Prae.g_01057	Syao.g_00953
OG0001328	Prae.g_01083	Syao.g_00198
OG0001329	Prae.g_01122	Syao.g_00876
OG0001330	Prae.g_01292	Syao.g_01444
OG0001331	Prae.g_01374	Syao.g_00042
OG0001332	Prae.g_01502	Syao.g_01244
OG0001333	Prae.g_01660	Syao.g_01649
OG0001335	Prae.g_01784	Syao.g_01913
OG0001336	Prae.g_01897	Syao.g_02336
OG0001340	Prae.g_00329	Syao.g_01892
OG0001341	Prae.g_00750	Syao.g_00602
OG0001343	Prae.g_00890	Syao.g_01235
OG0001345	Prae.g_01182	Syao.g_00179
OG0001351	Prae.g_00428	Syao.g_00060
OG0001353	Prae.g_00838	Syao.g_00439
OG0001354	Prae.g_00974	Syao.g_00833
OG0001356	Prae.g_01231	Syao.g_00301
OG0001358	Prae.g_00594	Syao.g_01343
OG0001359	Prae.g_00891	Syao.g_01234
OG0001360	Prae.g_01086	Syao.g_00177
OG0001361	Prae.g_01179	Syao.g_00182
OG0001364	Prae.g_01786	Syao.g_01969
OG0001365	Prae.g_01864	Syao.g_02441
OG0001369	Prae.g_00092	Syao.g_02668
OG0001371	Prae.g_00653	Syao.g_02638
OG0001372	Prae.g_00758	Syao.g_00368
OG0001373	Prae.g_00880	Syao.g_02291, Syao.g_02292
OG0001374	Prae.g_00888	Syao.g_02300
OG0001375	Prae.g_00889	Syao.g_01236
OG0001376	Prae.g_01050	Syao.g_00617
OG0001377	Prae.g_01051	Syao.g_00618
OG0001378	Prae.g_01095	Syao.g_01732
OG0001379	Prae.g_01323	Syao.g_01441
OG0001380	Prae.g_01356	Syao.g_00360
OG0001382	Prae.g_01570	Syao.g_00766
OG0001385	Prae.g_00877	Syao.g_02288
OG0001386	Prae.g_00878	Syao.g_02289
OG0001387	Prae.g_00879	Syao.g_02290
OG0001388	Prae.g_00882	Syao.g_02294
OG0001389	Prae.g_00883	Syao.g_02295
OG0001390	Prae.g_00884	Syao.g_02296
OG0001391	Prae.g_00885	Syao.g_02297
OG0001392	Prae.g_00886	Syao.g_02298
OG0001393	Prae.g_00887	Syao.g_02299
OG0001395	Prae.g_01027	Syao.g_00470
OG0001398	Prae.g_01583	Syao.g_02641
OG0001399	Prae.g_01703	Syao.g_01861
OG0001401	Prae.g_00687	Syao.g_00434
OG0001402	Prae.g_00767	Syao.g_01338
OG0001403	Prae.g_00030	Syao.g_02235
OG0001405	Prae.g_00327	Syao.g_01911
OG0001406	Prae.g_01049	Syao.g_00616
OG0001407	Prae.g_01064	Syao.g_00519
OG0001408	Prae.g_01069	Syao.g_01384
OG0001415	Prae.g_00234	Syao.g_00999
OG0001416	Prae.g_00433	Syao.g_01223
OG0001417	Prae.g_00443	Syao.g_00657
OG0001418	Prae.g_00658	Syao.g_00212
OG0001419	Prae.g_01065	Syao.g_00520
OG0001420	Prae.g_01104	Syao.g_01403
OG0001422	Prae.g_01576	Syao.g_00284
OG0001425	Prae.g_01874	Syao.g_02366
OG0001429	Prae.g_00795	Syao.g_00648
OG0001432	Prae.g_01542	Syao.g_01219
OG0001433	Prae.g_01232	Syao.g_00300
OG0001436	Prae.g_01418	Syao.g_01102, Syao.g_01990
OG0001437	Prae.g_00233	Syao.g_00998
OG0001438	Prae.g_00294	Syao.g_02049
OG0001439	Prae.g_00308	Syao.g_02026
OG0001441	Prae.g_00495	Syao.g_01394
OG0001442	Prae.g_00741	Syao.g_00738
OG0001447	Prae.g_00126	Syao.g_02585
OG0001449	Prae.g_00394	Syao.g_01691
OG0001452	Prae.g_00895	Syao.g_02104
OG0001453	Prae.g_00986	Syao.g_00814
OG0001454	Prae.g_01079	Syao.g_01295
OG0001456	Prae.g_01140	Syao.g_00708
OG0001457	Prae.g_01141	Syao.g_00709
OG0001458	Prae.g_01142	Syao.g_00710
OG0001459	Prae.g_01277	Syao.g_00583
OG0001460	Prae.g_01233	Syao.g_00299
OG0001461	Prae.g_01228	Syao.g_00788
OG0001462	Prae.g_00034	Syao.g_02228
OG0001467	Prae.g_00785	Syao.g_01225
OG0001468	Prae.g_01054	Syao.g_00604
OG0001471	Prae.g_01545	Syao.g_02031
OG0001473	Prae.g_01834	Syao.g_00621
OG0001474	Prae.g_00340	Syao.g_01870
OG0001486	Prae.g_01161	Syao.g_00125
OG0001492	Prae.g_01210	Syao.g_00268
OG0001493	Prae.g_01218	Syao.g_00260
OG0001495	Prae.g_01708	Syao.g_01803
OG0001502	Prae.g_00776	Syao.g_00526
OG0001520	Prae.g_00389	Syao.g_01044
OG0001525	Prae.g_01561	Syao.g_00881
OG0001526	Prae.g_01684, Prae.g_01425	Syao.g_02559
OG0001546	Prae.g_00498	Syao.g_01397
OG0001547	Prae.g_00778	Syao.g_00570
OG0001553	Prae.g_01456	Syao.g_01510
OG0001554	Prae.g_01551	Syao.g_00323
OG0001556	Prae.g_01237	Syao.g_00311
OG0001558	Prae.g_00690	Syao.g_02251
OG0001566	Prae.g_00650	Syao.g_01198
OG0001567	Prae.g_00777	Syao.g_00571
OG0001568	Prae.g_00779	Syao.g_00569
OG0001570	Prae.g_01106	Syao.g_00286
OG0001587	Prae.g_01682	Syao.g_01693
OG0001605	Prae.g_01008	Syao.g_01284
OG0001613	Prae.g_01778	Syao.g_01854
OG0001625	Prae.g_00261	Syao.g_02097
OG0001627	Prae.g_00756	Syao.g_01698
OG0001635	Prae.g_01601	Syao.g_02182, Syao.g_02183
OG0001652	Prae.g_00688	Syao.g_02253
OG0001671	Prae.g_00695	Syao.g_02387
OG0001700	Prae.g_01234	Syao.g_00307
OG0001701	Prae.g_01685	Syao.g_02561
OG0001775	Prae.g_01067	Syao.g_00655
OG0002364	Prae.g_00796	Syao.g_00647
OG0002692	Prae.g_01585	Syao.g_00365
OG0002703	Prae.g_01419	Syao.g_01120
OG0003034	Prae.g_01392	Syao.g_01089
OG0003375	Prae.g_01393	Syao.g_01087
