Orthogroup	Prax	Prbj
OG0001128	Prax.g_01196	Prbj.g_01846
OG0001129	Prax.g_01197	Prbj.g_01845
OG0001130	Prax.g_01198	Prbj.g_01844
OG0001131	Prax.g_01235	Prbj.g_02687
OG0001132	Prax.g_01245	Prbj.g_02537
OG0001133	Prax.g_00146	Prbj.g_02555
OG0001134	Prax.g_00161	Prbj.g_01990
OG0001135	Prax.g_00164	Prbj.g_01992
OG0001136	Prax.g_00197	Prbj.g_00969
OG0001137	Prax.g_00208	Prbj.g_00832
OG0001138	Prax.g_00226	Prbj.g_00004
OG0001139	Prax.g_00227	Prbj.g_00006
OG0001140	Prax.g_00228	Prbj.g_00007
OG0001141	Prax.g_00229	Prbj.g_00008
OG0001142	Prax.g_00230	Prbj.g_00009
OG0001143	Prax.g_00237	Prbj.g_01907
OG0001144	Prax.g_00242	Prbj.g_02153
OG0001145	Prax.g_01907	Prbj.g_01717
OG0001146	Prax.g_01895	Prbj.g_01733
OG0001147	Prax.g_01877	Prbj.g_00121
OG0001148	Prax.g_01861	Prbj.g_01640
OG0001149	Prax.g_01860	Prbj.g_01641
OG0001150	Prax.g_01859	Prbj.g_01642
OG0001151	Prax.g_01848	Prbj.g_01654
OG0001152	Prax.g_01847	Prbj.g_01655
OG0001153	Prax.g_01696	Prbj.g_00651
OG0001154	Prax.g_01695	Prbj.g_00652
OG0001155	Prax.g_01683	Prbj.g_01686
OG0001156	Prax.g_01680	Prbj.g_01689
OG0001157	Prax.g_01679	Prbj.g_02538
OG0001158	Prax.g_01678	Prbj.g_01690
OG0001159	Prax.g_01677	Prbj.g_01691
OG0001160	Prax.g_01653	Prbj.g_00884
OG0001161	Prax.g_01640	Prbj.g_02535
OG0001162	Prax.g_01629	Prbj.g_00780
OG0001163	Prax.g_01567	Prbj.g_00870
OG0001164	Prax.g_01563	Prbj.g_00865
OG0001165	Prax.g_01560	Prbj.g_00862
OG0001166	Prax.g_01540	Prbj.g_00482
OG0001167	Prax.g_01523	Prbj.g_00461
OG0001168	Prax.g_01521	Prbj.g_00459
OG0001169	Prax.g_01519	Prbj.g_00457
OG0001170	Prax.g_01517	Prbj.g_00455
OG0001171	Prax.g_01507	Prbj.g_00445
OG0001172	Prax.g_01265	Prbj.g_02653
OG0001173	Prax.g_01266	Prbj.g_02652
OG0001174	Prax.g_01274	Prbj.g_02644
OG0001175	Prax.g_01275	Prbj.g_02643
OG0001176	Prax.g_01282	Prbj.g_01028
OG0001177	Prax.g_01285	Prbj.g_01030
OG0001178	Prax.g_01290	Prbj.g_00851
OG0001179	Prax.g_01322	Prbj.g_00999
OG0001180	Prax.g_01344	Prbj.g_00407
OG0001181	Prax.g_01348	Prbj.g_00403
OG0001182	Prax.g_01355	Prbj.g_00394
OG0001183	Prax.g_01359	Prbj.g_00367
OG0001184	Prax.g_01375	Prbj.g_01509
OG0001185	Prax.g_01389	Prbj.g_01592
OG0001186	Prax.g_01412	Prbj.g_01253
OG0001187	Prax.g_01416	Prbj.g_01249
OG0001188	Prax.g_01419	Prbj.g_01245
OG0001189	Prax.g_01436	Prbj.g_01223
OG0001190	Prax.g_01440	Prbj.g_01955
OG0001191	Prax.g_01450	Prbj.g_01968
OG0001192	Prax.g_01454	Prbj.g_01975
OG0001193	Prax.g_01464	Prbj.g_02013
OG0001194	Prax.g_01465	Prbj.g_02019
OG0001195	Prax.g_01466	Prbj.g_02020
OG0001196	Prax.g_01479	Prbj.g_02056
OG0001197	Prax.g_01480	Prbj.g_02058
OG0001198	Prax.g_01487	Prbj.g_02070
OG0001199	Prax.g_00645	Prbj.g_00570
OG0001200	Prax.g_00647	Prbj.g_00572
OG0001201	Prax.g_01111	Prbj.g_00621
OG0001202	Prax.g_01019	Prbj.g_01164
OG0001203	Prax.g_00980	Prbj.g_02610
OG0001204	Prax.g_00932	Prbj.g_01340
OG0001205	Prax.g_00755	Prbj.g_00110
OG0001206	Prax.g_00739	Prbj.g_00151
OG0001207	Prax.g_00725	Prbj.g_01638
OG0001208	Prax.g_00720	Prbj.g_01628
OG0001209	Prax.g_00666	Prbj.g_02130
OG0001210	Prax.g_00001	Prbj.g_02142
OG0001211	Prax.g_00011	Prbj.g_01864
OG0001212	Prax.g_00055	Prbj.g_01771
OG0001213	Prax.g_00088	Prbj.g_02565
OG0001214	Prax.g_00096	Prbj.g_02575
OG0001215	Prax.g_00952	Prbj.g_00932
OG0001216	Prax.g_00483	Prbj.g_02181
OG0001217	Prax.g_00428	Prbj.g_01884
OG0001218	Prax.g_00420	Prbj.g_00663
OG0001219	Prax.g_00384	Prbj.g_02311
OG0001220	Prax.g_00321	Prbj.g_02503
OG0001221	Prax.g_00572	Prbj.g_02364
OG0001222	Prax.g_00612	Prbj.g_01984
OG0001223	Prax.g_01147	Prbj.g_02243
OG0001224	Prax.g_01200	Prbj.g_01842
OG0001225	Prax.g_01202	Prbj.g_01840
OG0001226	Prax.g_01229	Prbj.g_00678
OG0001227	Prax.g_01248	Prbj.g_01669
OG0001228	Prax.g_00245	Prbj.g_02158
OG0001229	Prax.g_01865	Prbj.g_00873
OG0001230	Prax.g_01741	Prbj.g_01046
OG0001231	Prax.g_01631	Prbj.g_01184
OG0001232	Prax.g_01536	Prbj.g_00477
OG0001233	Prax.g_01516	Prbj.g_00454
OG0001234	Prax.g_01277	Prbj.g_02640
OG0001235	Prax.g_01287	Prbj.g_01033
OG0001236	Prax.g_01372	Prbj.g_01505
OG0001237	Prax.g_01376	Prbj.g_01512
OG0001238	Prax.g_01451	Prbj.g_01969
OG0001239	Prax.g_00642	Prbj.g_00567
OG0001240	Prax.g_01125	Prbj.g_00604
OG0001241	Prax.g_01117	Prbj.g_00614
OG0001242	Prax.g_01099	Prbj.g_01560
OG0001243	Prax.g_01093	Prbj.g_01529
OG0001245	Prax.g_00794	Prbj.g_00689
OG0001246	Prax.g_00697	Prbj.g_02091
OG0001247	Prax.g_00959	Prbj.g_02453
OG0001248	Prax.g_00957	Prbj.g_00943
OG0001249	Prax.g_00395	Prbj.g_00347
OG0001250	Prax.g_00332	Prbj.g_02482
OG0001252	Prax.g_01195	Prbj.g_01847
OG0001253	Prax.g_01249	Prbj.g_00696
OG0001254	Prax.g_00163	Prbj.g_01991
OG0001255	Prax.g_00184	Prbj.g_00769
OG0001258	Prax.g_01562	Prbj.g_00864
OG0001259	Prax.g_01518	Prbj.g_00456
OG0001260	Prax.g_01501	Prbj.g_00426
OG0001261	Prax.g_01330	Prbj.g_00990
OG0001262	Prax.g_01434	Prbj.g_01226
OG0001263	Prax.g_01090	Prbj.g_01531
OG0001265	Prax.g_01100	Prbj.g_01558
OG0001266	Prax.g_01015	Prbj.g_01168
OG0001267	Prax.g_00895	Prbj.g_01405
OG0001268	Prax.g_00834	Prbj.g_00335
OG0001269	Prax.g_00814	Prbj.g_02500
OG0001270	Prax.g_00766	Prbj.g_00098
OG0001271	Prax.g_00730	Prbj.g_00131
OG0001272	Prax.g_00716	Prbj.g_01624
OG0001273	Prax.g_00090	Prbj.g_02568
OG0001274	Prax.g_00939	Prbj.g_00269
OG0001275	Prax.g_01157	Prbj.g_02227
OG0001276	Prax.g_01179	Prbj.g_02210
OG0001277	Prax.g_01237	Prbj.g_02042
OG0001278	Prax.g_00250	Prbj.g_02165
OG0001279	Prax.g_01957	Prbj.g_01299
OG0001280	Prax.g_01900	Prbj.g_01725
OG0001281	Prax.g_01894	Prbj.g_01734
OG0001283	Prax.g_01843	Prbj.g_02051
OG0001285	Prax.g_01533	Prbj.g_00473
OG0001286	Prax.g_01342	Prbj.g_00409
OG0001288	Prax.g_01405	Prbj.g_01286
OG0001290	Prax.g_01118	Prbj.g_00613
OG0001291	Prax.g_01083	Prbj.g_01541
OG0001292	Prax.g_00927	Prbj.g_01346
OG0001293	Prax.g_00914	Prbj.g_01369
OG0001294	Prax.g_00796	Prbj.g_00826
OG0001295	Prax.g_00734	Prbj.g_02145
OG0001297	Prax.g_00687	Prbj.g_02100
OG0001298	Prax.g_00037	Prbj.g_01797
OG0001300	Prax.g_00949	Prbj.g_00947
OG0001301	Prax.g_00946	Prbj.g_00755
OG0001302	Prax.g_00386	Prbj.g_01337
OG0001303	Prax.g_01161	Prbj.g_02309
OG0001307	Prax.g_01880	Prbj.g_00670
OG0001308	Prax.g_01718	Prbj.g_01074
OG0001309	Prax.g_01634	Prbj.g_02106
OG0001310	Prax.g_01547	Prbj.g_00488
OG0001311	Prax.g_01181	Prbj.g_02208
OG0001312	Prax.g_00601	Prbj.g_02298
OG0001316	Prax.g_01078	Prbj.g_01548
OG0001319	Prax.g_00903	Prbj.g_01395
OG0001321	Prax.g_00749	Prbj.g_00119
OG0001322	Prax.g_00748	Prbj.g_00120
OG0001323	Prax.g_00682	Prbj.g_02109
OG0001324	Prax.g_00948	Prbj.g_00948
OG0001326	Prax.g_00535	Prbj.g_02026
OG0001328	Prax.g_01247	Prbj.g_02357
OG0001329	Prax.g_00154	Prbj.g_00043
OG0001330	Prax.g_01929	Prbj.g_01718
OG0001331	Prax.g_01857	Prbj.g_01644
OG0001332	Prax.g_01685	Prbj.g_01674
OG0001333	Prax.g_01522	Prbj.g_00460
OG0001334	Prax.g_01362	Prbj.g_00363
OG0001335	Prax.g_01363	Prbj.g_00362
OG0001336	Prax.g_01476	Prbj.g_02052
OG0001339	Prax.g_01115	Prbj.g_00616
OG0001340	Prax.g_00845	Prbj.g_00352
OG0001341	Prax.g_00430	Prbj.g_02463
OG0001344	Prax.g_00204	Prbj.g_00845
OG0001348	Prax.g_01611, Prax.g_01610	Prbj.g_00249
OG0001352	Prax.g_00962	Prbj.g_00760
OG0001353	Prax.g_00341	Prbj.g_02473
OG0001354	Prax.g_01139	Prbj.g_02252
OG0001356	Prax.g_00527	Prbj.g_01986
OG0001358	Prax.g_00079	Prbj.g_02549
OG0001360	Prax.g_01250	Prbj.g_00018
OG0001361	Prax.g_00216	Prbj.g_00309
OG0001362	Prax.g_01714	Prbj.g_01078
OG0001363	Prax.g_01712	Prbj.g_01080
OG0001365	Prax.g_01444	Prbj.g_01960
OG0001369	Prax.g_01126	Prbj.g_00603
OG0001371	Prax.g_00963	Prbj.g_00184
OG0001372	Prax.g_00421, Prax.g_00457	Prbj.g_01324
OG0001373	Prax.g_00534	Prbj.g_02025
OG0001374	Prax.g_00542	Prbj.g_02033
OG0001376	Prax.g_01214	Prbj.g_01978
OG0001377	Prax.g_01215	Prbj.g_01977
OG0001378	Prax.g_00125	Prbj.g_00091
OG0001379	Prax.g_01905	Prbj.g_01720
OG0001380	Prax.g_01875	Prbj.g_02508
OG0001381	Prax.g_01869	Prbj.g_02689
OG0001382	Prax.g_01618	Prbj.g_02174
OG0001385	Prax.g_00531	Prbj.g_02022
OG0001386	Prax.g_00532	Prbj.g_02023
OG0001387	Prax.g_00533	Prbj.g_02024
OG0001388	Prax.g_00536	Prbj.g_02027
OG0001389	Prax.g_00537	Prbj.g_02028
OG0001390	Prax.g_00538	Prbj.g_02029
OG0001391	Prax.g_00539	Prbj.g_02030
OG0001392	Prax.g_00540	Prbj.g_02031
OG0001393	Prax.g_00541	Prbj.g_02032
OG0001394	Prax.g_00576	Prbj.g_02381
OG0001395	Prax.g_01191	Prbj.g_02197
OG0001397	Prax.g_01713	Prbj.g_01079
OG0001399	Prax.g_01279	Prbj.g_00377, Prbj.g_00390
OG0001402	Prax.g_00412	Prbj.g_02554
OG0001403	Prax.g_00283	Prbj.g_01203
OG0001405	Prax.g_00847	Prbj.g_00360
OG0001406	Prax.g_01213	Prbj.g_01979
OG0001409	Prax.g_00207	Prbj.g_00834
OG0001410	Prax.g_01879	Prbj.g_00671
OG0001414	Prax.g_00989	Prbj.g_00181
OG0001415	Prax.g_00987	Prbj.g_01776
OG0001416	Prax.g_00742	Prbj.g_01731
OG0001418	Prax.g_00958	Prbj.g_02636
OG0001422	Prax.g_01613	Prbj.g_00158
OG0001431	Prax.g_01931	Prbj.g_00731
OG0001434	Prax.g_00581	Prbj.g_02385
OG0001437	Prax.g_00988	Prbj.g_01775
OG0001438	Prax.g_00882	Prbj.g_01420
OG0001441	Prax.g_00680	Prbj.g_02111
OG0001442	Prax.g_00438	Prbj.g_02389
OG0001446	Prax.g_00650	Prbj.g_00047
OG0001449	Prax.g_00779	Prbj.g_01327
OG0001450	Prax.g_00955	Prbj.g_00921
OG0001451	Prax.g_00312	Prbj.g_02199
OG0001455	Prax.g_00148	Prbj.g_00227
OG0001461	Prax.g_01569	Prbj.g_01889
OG0001462	Prax.g_00279	Prbj.g_01210
OG0001463	Prax.g_00889	Prbj.g_01413
OG0001464	Prax.g_00844	Prbj.g_00351
OG0001470	Prax.g_01841	Prbj.g_01255
OG0001472	Prax.g_01635	Prbj.g_00907
OG0001474	Prax.g_00833	Prbj.g_00334
OG0001475	Prax.g_01839	Prbj.g_01257
OG0001479	Prax.g_00836	Prbj.g_00337
OG0001481	Prax.g_00800	Prbj.g_01896
OG0001484	Prax.g_01921	Prbj.g_02172
OG0001485	Prax.g_01600	Prbj.g_01678
OG0001491	Prax.g_00388	Prbj.g_00023
OG0001495	Prax.g_01284	Prbj.g_01031
OG0001500	Prax.g_00912	Prbj.g_00180
OG0001501	Prax.g_00937	Prbj.g_00168
OG0001503	Prax.g_00168	Prbj.g_01336
OG0001506	Prax.g_01687	Prbj.g_00036
OG0001508	Prax.g_01842	Prbj.g_01254
OG0001525	Prax.g_01626	Prbj.g_02626
OG0001528	Prax.g_01840	Prbj.g_01251
OG0001550	Prax.g_00151	Prbj.g_00688
OG0001553	Prax.g_01736	Prbj.g_01053
OG0001555	Prax.g_01622	Prbj.g_01316
OG0001569	Prax.g_01255	Prbj.g_02632
OG0001572	Prax.g_01964	Prbj.g_00213
OG0001588	Prax.g_01756	Prbj.g_01492
OG0001598	Prax.g_00507, Prax.g_00775	Prbj.g_00951
OG0001605	Prax.g_01172	Prbj.g_00038
OG0001627	Prax.g_00424	Prbj.g_01682
OG0001635	Prax.g_01586	Prbj.g_02633
OG0001680	Prax.g_00521	Prbj.g_01373
OG0001696	Prax.g_00311	Prbj.g_00920
OG0001698	Prax.g_01222	Prbj.g_00764
OG0001962	Prax.g_00262	Prbj.g_00223, Prbj.g_00174
OG0001992	Prax.g_00414	Prbj.g_00379
OG0002001	Prax.g_00446	Prbj.g_00053, Prbj.g_00302
OG0002013	Prax.g_01782	Prbj.g_01462
OG0002424	Prax.g_01607	Prbj.g_01154
OG0002590	Prax.g_00934, Prax.g_01971	Prbj.g_00420, Prbj.g_00791
OG0003053	Prax.g_01781	Prbj.g_01463
