Orthogroup	Prax	Syaq
OG0001136	Prax.g_00197	Syaq.g_00252
OG0001137	Prax.g_00208	Syaq.g_00228
OG0001138	Prax.g_00226	Syaq.g_00196
OG0001139	Prax.g_00227	Syaq.g_00194
OG0001140	Prax.g_00228	Syaq.g_00193
OG0001141	Prax.g_00229	Syaq.g_00192
OG0001142	Prax.g_00230	Syaq.g_00191
OG0001143	Prax.g_00237	Syaq.g_00182
OG0001144	Prax.g_00242	Syaq.g_00166
OG0001145	Prax.g_01907	Syaq.g_00284
OG0001146	Prax.g_01895	Syaq.g_00305
OG0001147	Prax.g_01877	Syaq.g_00438
OG0001148	Prax.g_01861	Syaq.g_01761
OG0001149	Prax.g_01860	Syaq.g_01760
OG0001150	Prax.g_01859	Syaq.g_01759
OG0001151	Prax.g_01848	Syaq.g_01746
OG0001152	Prax.g_01847	Syaq.g_01745
OG0001153	Prax.g_01696	Syaq.g_00413
OG0001154	Prax.g_01695	Syaq.g_00414
OG0001155	Prax.g_01683	Syaq.g_01739
OG0001156	Prax.g_01680	Syaq.g_01729
OG0001157	Prax.g_01679	Syaq.g_01728
OG0001158	Prax.g_01678	Syaq.g_01727
OG0001159	Prax.g_01677	Syaq.g_01726
OG0001160	Prax.g_01653	Syaq.g_01693
OG0001161	Prax.g_01640	Syaq.g_01233
OG0001162	Prax.g_01629	Syaq.g_00331
OG0001163	Prax.g_01567	Syaq.g_01685
OG0001164	Prax.g_01563	Syaq.g_01679
OG0001165	Prax.g_01560	Syaq.g_01674
OG0001166	Prax.g_01540	Syaq.g_01652
OG0001167	Prax.g_01523	Syaq.g_01039
OG0001169	Prax.g_01519	Syaq.g_01620
OG0001170	Prax.g_01517	Syaq.g_01618
OG0001171	Prax.g_01507	Syaq.g_01607
OG0001172	Prax.g_01265	Syaq.g_00690
OG0001173	Prax.g_01266	Syaq.g_00689
OG0001174	Prax.g_01274	Syaq.g_00681
OG0001175	Prax.g_01275	Syaq.g_00680
OG0001176	Prax.g_01282	Syaq.g_00656
OG0001177	Prax.g_01285	Syaq.g_00658
OG0001178	Prax.g_01290	Syaq.g_01667
OG0001179	Prax.g_01322	Syaq.g_00626
OG0001180	Prax.g_01344	Syaq.g_00600
OG0001181	Prax.g_01348	Syaq.g_00596
OG0001182	Prax.g_01355	Syaq.g_00587
OG0001183	Prax.g_01359	Syaq.g_00579
OG0001184	Prax.g_01375	Syaq.g_00995
OG0001185	Prax.g_01389	Syaq.g_01022
OG0001186	Prax.g_01412	Syaq.g_01058
OG0001187	Prax.g_01416	Syaq.g_01061
OG0001188	Prax.g_01419	Syaq.g_01065
OG0001189	Prax.g_01436	Syaq.g_01095
OG0001190	Prax.g_01440	Syaq.g_01264
OG0001191	Prax.g_01450	Syaq.g_01248
OG0001192	Prax.g_01454	Syaq.g_01242
OG0001193	Prax.g_01464	Syaq.g_01217
OG0001194	Prax.g_01465	Syaq.g_01214
OG0001195	Prax.g_01466	Syaq.g_01213
OG0001196	Prax.g_01479	Syaq.g_01169
OG0001197	Prax.g_01480	Syaq.g_01167
OG0001198	Prax.g_01487	Syaq.g_01153
OG0001199	Prax.g_00645	Syaq.g_01553
OG0001200	Prax.g_00647	Syaq.g_01551
OG0001201	Prax.g_01111	Syaq.g_01486
OG0001202	Prax.g_01019	Syaq.g_01358
OG0001203	Prax.g_00980	Syaq.g_01581
OG0001204	Prax.g_00932	Syaq.g_00709
OG0001205	Prax.g_00755	Syaq.g_00491
OG0001206	Prax.g_00739	Syaq.g_00468
OG0001207	Prax.g_00725	Syaq.g_01764
OG0001208	Prax.g_00720	Syaq.g_01774
OG0001209	Prax.g_00666	Syaq.g_01841
OG0001210	Prax.g_00001	Syaq.g_01852
OG0001211	Prax.g_00011	Syaq.g_01932
OG0001212	Prax.g_00055	Syaq.g_01990
OG0001213	Prax.g_00088	Syaq.g_02072
OG0001214	Prax.g_00096	Syaq.g_02084
OG0001215	Prax.g_00952	Syaq.g_02580
OG0001216	Prax.g_00483	Syaq.g_00026
OG0001217	Prax.g_00428	Syaq.g_01885
OG0001218	Prax.g_00420	Syaq.g_00423
OG0001219	Prax.g_00384	Syaq.g_02434
OG0001220	Prax.g_00321	Syaq.g_02412
OG0001221	Prax.g_00572	Syaq.g_02300
OG0001222	Prax.g_00612	Syaq.g_02472
OG0001223	Prax.g_01147	Syaq.g_02516
OG0001224	Prax.g_01200	Syaq.g_02683
OG0001225	Prax.g_01202	Syaq.g_02681
OG0001226	Prax.g_01229	Syaq.g_01543
OG0001227	Prax.g_01248	Syaq.g_00333
OG0001230	Prax.g_01741	Syaq.g_00361
OG0001231	Prax.g_01631	Syaq.g_01133
OG0001232	Prax.g_01536	Syaq.g_01643
OG0001233	Prax.g_01516	Syaq.g_01617
OG0001234	Prax.g_01277	Syaq.g_00676
OG0001235	Prax.g_01287	Syaq.g_00665
OG0001236	Prax.g_01372	Syaq.g_00990
OG0001237	Prax.g_01376	Syaq.g_00999
OG0001238	Prax.g_01451	Syaq.g_01246
OG0001239	Prax.g_00642	Syaq.g_01556
OG0001240	Prax.g_01125	Syaq.g_01502
OG0001241	Prax.g_01117	Syaq.g_01492
OG0001243	Prax.g_01093	Syaq.g_01457
OG0001244	Prax.g_01077	Syaq.g_01430
OG0001245	Prax.g_00794	Syaq.g_01916
OG0001246	Prax.g_00697	Syaq.g_01802
OG0001248	Prax.g_00957	Syaq.g_01891
OG0001249	Prax.g_00395	Syaq.g_00563
OG0001250	Prax.g_00332	Syaq.g_02389
OG0001251	Prax.g_00547	Syaq.g_02135
OG0001252	Prax.g_01195	Syaq.g_02690
OG0001253	Prax.g_01249	Syaq.g_01918
OG0001254	Prax.g_00163	Syaq.g_02214
OG0001255	Prax.g_00184	Syaq.g_02111
OG0001256	Prax.g_01638	Syaq.g_01686
OG0001258	Prax.g_01562	Syaq.g_01676
OG0001259	Prax.g_01518	Syaq.g_01619
OG0001260	Prax.g_01501	Syaq.g_01595
OG0001261	Prax.g_01330	Syaq.g_00617
OG0001262	Prax.g_01434	Syaq.g_01093
OG0001263	Prax.g_01090	Syaq.g_01454
OG0001265	Prax.g_01100	Syaq.g_01466
OG0001266	Prax.g_01015	Syaq.g_01354
OG0001267	Prax.g_00895	Syaq.g_00763
OG0001268	Prax.g_00834	Syaq.g_00553
OG0001269	Prax.g_00814	Syaq.g_01866
OG0001270	Prax.g_00766	Syaq.g_00504
OG0001271	Prax.g_00730	Syaq.g_00445
OG0001272	Prax.g_00716	Syaq.g_01778
OG0001273	Prax.g_00090	Syaq.g_02077
OG0001274	Prax.g_00939	Syaq.g_01303
OG0001275	Prax.g_01157	Syaq.g_02531
OG0001276	Prax.g_01179	Syaq.g_00062
OG0001278	Prax.g_00250	Syaq.g_00155
OG0001279	Prax.g_01957	Syaq.g_01867
OG0001280	Prax.g_01900	Syaq.g_00294
OG0001281	Prax.g_01894	Syaq.g_00306
OG0001282	Prax.g_01862	Syaq.g_01762
OG0001283	Prax.g_01843	Syaq.g_01175
OG0001284	Prax.g_01658	Syaq.g_01700
OG0001285	Prax.g_01533	Syaq.g_01639
OG0001286	Prax.g_01342	Syaq.g_00602
OG0001287	Prax.g_01396	Syaq.g_01030
OG0001289	Prax.g_00658	Syaq.g_01528
OG0001290	Prax.g_01118	Syaq.g_01493
OG0001291	Prax.g_01083	Syaq.g_01444
OG0001293	Prax.g_00914	Syaq.g_00736
OG0001294	Prax.g_00796	Syaq.g_02252
OG0001296	Prax.g_00692	Syaq.g_01808
OG0001297	Prax.g_00687	Syaq.g_01812
OG0001298	Prax.g_00037	Syaq.g_01967
OG0001299	Prax.g_00976	Syaq.g_02246
OG0001300	Prax.g_00949	Syaq.g_02589
OG0001301	Prax.g_00946	Syaq.g_02602
OG0001302	Prax.g_00386	Syaq.g_02115
OG0001303	Prax.g_01161	Syaq.g_02437
OG0001304	Prax.g_01189	Syaq.g_00049
OG0001305	Prax.g_01208	Syaq.g_02673
OG0001306	Prax.g_00186	Syaq.g_00267
OG0001308	Prax.g_01718	Syaq.g_00385
OG0001312	Prax.g_00601	Syaq.g_02449
OG0001315	Prax.g_00633	Syaq.g_00581
OG0001316	Prax.g_01078	Syaq.g_01437
OG0001317	Prax.g_00984	Syaq.g_01576
OG0001318	Prax.g_00919	Syaq.g_00728
OG0001319	Prax.g_00903	Syaq.g_00751
OG0001321	Prax.g_00749	Syaq.g_00483
OG0001322	Prax.g_00748	Syaq.g_00482
OG0001323	Prax.g_00682	Syaq.g_01820
OG0001324	Prax.g_00948	Syaq.g_02590
OG0001325	Prax.g_00480	Syaq.g_00030
OG0001326	Prax.g_00535	Syaq.g_01205
OG0001327	Prax.g_01221	Syaq.g_02259
OG0001328	Prax.g_01247	Syaq.g_02280
OG0001329	Prax.g_00154	Syaq.g_02113
OG0001330	Prax.g_01929	Syaq.g_00287
OG0001331	Prax.g_01857	Syaq.g_01757
OG0001333	Prax.g_01522	Syaq.g_01622
OG0001336	Prax.g_01476	Syaq.g_01174
OG0001343	Prax.g_00544	Syaq.g_00700
OG0001345	Prax.g_00219	Syaq.g_00213
OG0001346	Prax.g_01898	Syaq.g_00298
OG0001348	Prax.g_01611, Prax.g_01610	Syaq.g_02703
OG0001349	Prax.g_01820	Syaq.g_00942
OG0001350	Prax.g_01581	Syaq.g_01580
OG0001352	Prax.g_00962	Syaq.g_01904
OG0001353	Prax.g_00341	Syaq.g_02379
OG0001354	Prax.g_01139	Syaq.g_02503
OG0001356	Prax.g_00527	Syaq.g_02555, Syaq.g_00127
OG0001358	Prax.g_00079	Syaq.g_02056
OG0001359	Prax.g_00545	Syaq.g_00699
OG0001360	Prax.g_01250	Syaq.g_00211
OG0001361	Prax.g_00216	Syaq.g_00216
OG0001364	Prax.g_01365	Syaq.g_00972
OG0001365	Prax.g_01444	Syaq.g_01259
OG0001369	Prax.g_01126	Syaq.g_01503
OG0001373	Prax.g_00534	Syaq.g_01206
OG0001374	Prax.g_00542	Syaq.g_01198
OG0001375	Prax.g_00543	Syaq.g_00701
OG0001378	Prax.g_00125	Syaq.g_00506
OG0001379	Prax.g_01905	Syaq.g_00289
OG0001380	Prax.g_01875	Syaq.g_01915
OG0001382	Prax.g_01618	Syaq.g_00662
OG0001385	Prax.g_00531	Syaq.g_01209
OG0001386	Prax.g_00532	Syaq.g_01208
OG0001387	Prax.g_00533	Syaq.g_01207
OG0001388	Prax.g_00536	Syaq.g_01204
OG0001389	Prax.g_00537	Syaq.g_01203
OG0001390	Prax.g_00538	Syaq.g_01202
OG0001391	Prax.g_00539	Syaq.g_01201
OG0001392	Prax.g_00540	Syaq.g_01200
OG0001393	Prax.g_00541	Syaq.g_01199
OG0001394	Prax.g_00576	Syaq.g_02307
OG0001395	Prax.g_01191	Syaq.g_00045
OG0001402	Prax.g_00412	Syaq.g_02061
OG0001408	Prax.g_01232	Syaq.g_02125
OG0001409	Prax.g_00207	Syaq.g_00229
OG0001413	Prax.g_01643	Syaq.g_00139, Syaq.g_02051
OG0001416	Prax.g_00742	Syaq.g_00303
OG0001417	Prax.g_00732	Syaq.g_02502
OG0001418	Prax.g_00958	Syaq.g_00243
OG0001420	Prax.g_00134	Syaq.g_01833
OG0001428	Prax.g_01046	Syaq.g_01396
OG0001429	Prax.g_00383	Syaq.g_02438
OG0001432	Prax.g_01645	Syaq.g_01862
OG0001433	Prax.g_00526	Syaq.g_00128
OG0001434	Prax.g_00581	Syaq.g_02312
OG0001438	Prax.g_00882	Syaq.g_00778
OG0001439	Prax.g_00868	Syaq.g_00863
OG0001441	Prax.g_00680	Syaq.g_01822
OG0001442	Prax.g_00438	Syaq.g_02322
OG0001447	Prax.g_01092	Syaq.g_01456
OG0001448	Prax.g_00806	Syaq.g_01873
OG0001449	Prax.g_00779	Syaq.g_00698
OG0001452	Prax.g_00548	Syaq.g_00723
OG0001453	Prax.g_01151	Syaq.g_02522
OG0001454	Prax.g_01243	Syaq.g_01917
OG0001456	Prax.g_00177	Syaq.g_01196
OG0001457	Prax.g_00178	Syaq.g_01195
OG0001458	Prax.g_00179	Syaq.g_01194
OG0001460	Prax.g_00525	Syaq.g_00129
OG0001461	Prax.g_01569	Syaq.g_02163
OG0001462	Prax.g_00279	Syaq.g_01108
OG0001465	Prax.g_00940	Syaq.g_02704
OG0001467	Prax.g_00394	Syaq.g_00354
OG0001470	Prax.g_01841	Syaq.g_00903
OG0001471	Prax.g_01642	Syaq.g_00859
OG0001473	Prax.g_01413	Syaq.g_02134
OG0001474	Prax.g_00833	Syaq.g_00552
OG0001475	Prax.g_01839	Syaq.g_00905
OG0001479	Prax.g_00836	Syaq.g_00555
OG0001480	Prax.g_00804	Syaq.g_02121
OG0001482	Prax.g_00744	Syaq.g_02512
OG0001484	Prax.g_01921	Syaq.g_02628
OG0001486	Prax.g_00198	Syaq.g_00251
OG0001492	Prax.g_00247	Syaq.g_00158
OG0001493	Prax.g_00255	Syaq.g_00150
OG0001495	Prax.g_01284	Syaq.g_00659
OG0001502	Prax.g_00403	Syaq.g_02407
OG0001508	Prax.g_01842	Syaq.g_00902
OG0001520	Prax.g_00784	Syaq.g_01953
OG0001525	Prax.g_01626	Syaq.g_02129
OG0001528	Prax.g_01840	Syaq.g_00904
OG0001546	Prax.g_00677	Syaq.g_01825
OG0001547	Prax.g_00401	Syaq.g_02422
OG0001551	Prax.g_00176	Syaq.g_02572
OG0001553	Prax.g_01736	Syaq.g_00368
OG0001554	Prax.g_01636	Syaq.g_01266
OG0001556	Prax.g_00518	Syaq.g_00202, Syaq.g_02654
OG0001557	Prax.g_00577	Syaq.g_02308
OG0001564	Prax.g_00489	Syaq.g_02158
OG0001567	Prax.g_00402	Syaq.g_02421
OG0001568	Prax.g_00400	Syaq.g_02424
OG0001570	Prax.g_00137	Syaq.g_02417
OG0001588	Prax.g_01756	Syaq.g_00974
OG0001602	Prax.g_00941	Syaq.g_02705
OG0001605	Prax.g_01172	Syaq.g_01892
OG0001613	Prax.g_01357	Syaq.g_00582
OG0001625	Prax.g_00917	Syaq.g_00730
OG0001627	Prax.g_00424	Syaq.g_01735
OG0001647	Prax.g_00902	Syaq.g_00753
OG0001666	Prax.g_01944	Syaq.g_02653
OG0001700	Prax.g_00524	Syaq.g_02420
OG0001709	Prax.g_01821	Syaq.g_00943
OG0001713	Prax.g_00630	Syaq.g_00232
OG0001990	Prax.g_00172	Syaq.g_01187
OG0002013	Prax.g_01782	Syaq.g_01537
OG0002019	Prax.g_00503	Syaq.g_00994
OG0002029	Prax.g_01945	Syaq.g_02609, Syaq.g_02652
OG0002349	Prax.g_01514	Syaq.g_01615
OG0002416	Prax.g_00260	Syaq.g_01565
OG0002458	Prax.g_00488	Syaq.g_02157
OG0002459	Prax.g_00490	Syaq.g_02159
OG0002460	Prax.g_00491	Syaq.g_02160
OG0002771	Prax.g_01811	Syaq.g_00910
OG0003023	Prax.g_01568	Syaq.g_00317, Syaq.g_00314
