Orthogroup	Prax	Syat
OG0001181	Prax.g_01348	Syat.g_01650
OG0001182	Prax.g_01355	Syat.g_01642
OG0001183	Prax.g_01359	Syat.g_01632
OG0001184	Prax.g_01375	Syat.g_02160
OG0001185	Prax.g_01389	Syat.g_02200
OG0001186	Prax.g_01412	Syat.g_02235
OG0001187	Prax.g_01416	Syat.g_02256
OG0001188	Prax.g_01419	Syat.g_02261
OG0001189	Prax.g_01436	Syat.g_02287
OG0001190	Prax.g_01440	Syat.g_02692
OG0001191	Prax.g_01450	Syat.g_02675
OG0001192	Prax.g_01454	Syat.g_02663
OG0001193	Prax.g_01464	Syat.g_02513
OG0001194	Prax.g_01465	Syat.g_02515
OG0001195	Prax.g_01466	Syat.g_02516
OG0001196	Prax.g_01479	Syat.g_02398
OG0001197	Prax.g_01480	Syat.g_02396
OG0001199	Prax.g_00645	Syat.g_01475
OG0001200	Prax.g_00647	Syat.g_01477
OG0001201	Prax.g_01111	Syat.g_01572
OG0001202	Prax.g_01019	Syat.g_02812
OG0001203	Prax.g_00980	Syat.g_01447
OG0001204	Prax.g_00932	Syat.g_01867
OG0001205	Prax.g_00755	Syat.g_01287
OG0001206	Prax.g_00739	Syat.g_03268
OG0001207	Prax.g_00725	Syat.g_03162
OG0001208	Prax.g_00720	Syat.g_03172
OG0001209	Prax.g_00666	Syat.g_03273
OG0001210	Prax.g_00001	Syat.g_00103
OG0001211	Prax.g_00011	Syat.g_00078
OG0001213	Prax.g_00088	Syat.g_03289
OG0001214	Prax.g_00096	Syat.g_00128
OG0001216	Prax.g_00483	Syat.g_00660
OG0001217	Prax.g_00428	Syat.g_02587
OG0001218	Prax.g_00420	Syat.g_01356
OG0001219	Prax.g_00384	Syat.g_00629
OG0001220	Prax.g_00321	Syat.g_01534
OG0001222	Prax.g_00612	Syat.g_00597
OG0001223	Prax.g_01147	Syat.g_00544
OG0001224	Prax.g_01200	Syat.g_00804
OG0001225	Prax.g_01202	Syat.g_00806
OG0001226	Prax.g_01229	Syat.g_01485
OG0001228	Prax.g_00245	Syat.g_00938
OG0001229	Prax.g_01865	Syat.g_00981
OG0001230	Prax.g_01741	Syat.g_01235
OG0001231	Prax.g_01631	Syat.g_02327
OG0001232	Prax.g_01536	Syat.g_03041
OG0001233	Prax.g_01516	Syat.g_03012
OG0001234	Prax.g_01277	Syat.g_02092
OG0001235	Prax.g_01287	Syat.g_01838
OG0001236	Prax.g_01372	Syat.g_02156
OG0001237	Prax.g_01376	Syat.g_02161
OG0001238	Prax.g_01451	Syat.g_02673
OG0001239	Prax.g_00642	Syat.g_01472
OG0001240	Prax.g_01125	Syat.g_01554
OG0001241	Prax.g_01117	Syat.g_01564
OG0001242	Prax.g_01099	Syat.g_02936
OG0001243	Prax.g_01093	Syat.g_02928
OG0001244	Prax.g_01077	Syat.g_02901
OG0001245	Prax.g_00794	Syat.g_00212
OG0001246	Prax.g_00697	Syat.g_03209
OG0001247	Prax.g_00959	Syat.g_01019
OG0001248	Prax.g_00957	Syat.g_03159
OG0001249	Prax.g_00395	Syat.g_01620
OG0001250	Prax.g_00332	Syat.g_00739
OG0001251	Prax.g_00547	Syat.g_00963, Syat.g_00621
OG0001252	Prax.g_01195	Syat.g_00787
OG0001255	Prax.g_00184	Syat.g_00843
OG0001256	Prax.g_01638	Syat.g_03111
OG0001257	Prax.g_01632	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Prax.g_01562	Syat.g_03119
OG0001259	Prax.g_01518	Syat.g_03014
OG0001261	Prax.g_01330	Syat.g_01791
OG0001262	Prax.g_01434	Syat.g_02285
OG0001263	Prax.g_01090	Syat.g_02926
OG0001265	Prax.g_01100	Syat.g_02938
OG0001266	Prax.g_01015	Syat.g_02808
OG0001267	Prax.g_00895	Syat.g_02060
OG0001268	Prax.g_00834	Syat.g_01608
OG0001269	Prax.g_00814	Syat.g_02369
OG0001270	Prax.g_00766	Syat.g_02968
OG0001271	Prax.g_00730	Syat.g_01374
OG0001272	Prax.g_00716	Syat.g_03176
OG0001274	Prax.g_00939	Syat.g_02727
OG0001275	Prax.g_01157	Syat.g_00529
OG0001276	Prax.g_01179	Syat.g_00705
OG0001277	Prax.g_01237	Syat.g_03312
OG0001278	Prax.g_00250	Syat.g_00895
OG0001279	Prax.g_01957	Syat.g_01252
OG0001281	Prax.g_01894	Syat.g_01159
OG0001282	Prax.g_01862	Syat.g_02780
OG0001283	Prax.g_01843	Syat.g_02403
OG0001286	Prax.g_01342	Syat.g_01656
OG0001287	Prax.g_01396	Syat.g_02208
OG0001288	Prax.g_01405	Syat.g_02225
OG0001289	Prax.g_00658	Syat.g_01527
OG0001290	Prax.g_01118	Syat.g_01563
OG0001291	Prax.g_01083	Syat.g_02916
OG0001292	Prax.g_00927	Syat.g_01873
OG0001293	Prax.g_00914	Syat.g_01995
OG0001294	Prax.g_00796	Syat.g_00409
OG0001295	Prax.g_00734	Syat.g_00945
OG0001296	Prax.g_00692	Syat.g_03217
OG0001297	Prax.g_00687	Syat.g_03221
OG0001298	Prax.g_00037	Syat.g_00043
OG0001299	Prax.g_00976	Syat.g_00401
OG0001300	Prax.g_00949	Syat.g_01025
OG0001303	Prax.g_01161	Syat.g_00628
OG0001304	Prax.g_01189	Syat.g_00690
OG0001305	Prax.g_01208	Syat.g_00813
OG0001306	Prax.g_00186	Syat.g_03234
OG0001307	Prax.g_01880	Syat.g_02082
OG0001308	Prax.g_01718	Syat.g_01176
OG0001309	Prax.g_01634	Syat.g_01113
OG0001310	Prax.g_01547	Syat.g_03066
OG0001311	Prax.g_01181	Syat.g_00703
OG0001312	Prax.g_00601	Syat.g_00615
OG0001315	Prax.g_00633	Syat.g_01634
OG0001317	Prax.g_00984	Syat.g_01451
OG0001318	Prax.g_00919	Syat.g_01888
OG0001319	Prax.g_00903	Syat.g_02048
OG0001323	Prax.g_00682	Syat.g_01111
OG0001325	Prax.g_00480	Syat.g_00664
OG0001326	Prax.g_00535	Syat.g_02525
OG0001327	Prax.g_01221	Syat.g_00414
OG0001329	Prax.g_00154	Syat.g_00097
OG0001331	Prax.g_01857	Syat.g_01301
OG0001333	Prax.g_01522	Syat.g_03018
OG0001336	Prax.g_01476	Syat.g_02402
OG0001345	Prax.g_00219	Syat.g_00290
OG0001348	Prax.g_01611, Prax.g_01610	Syat.g_03316
OG0001353	Prax.g_00341	Syat.g_00717
OG0001354	Prax.g_01139	Syat.g_00558
OG0001356	Prax.g_00527	Syat.g_01035, Syat.g_01428
OG0001358	Prax.g_00079	Syat.g_03319
OG0001360	Prax.g_01250	Syat.g_00256
OG0001361	Prax.g_00216	Syat.g_00293
OG0001364	Prax.g_01365	Syat.g_02143
OG0001365	Prax.g_01444	Syat.g_02687
OG0001371	Prax.g_00963	Syat.g_01490
OG0001373	Prax.g_00534	Syat.g_02524
OG0001374	Prax.g_00542	Syat.g_02541
OG0001376	Prax.g_01214	Syat.g_00841
OG0001377	Prax.g_01215	Syat.g_00842
OG0001378	Prax.g_00125	Syat.g_02967
OG0001379	Prax.g_01905	Syat.g_01147
OG0001382	Prax.g_01618	Syat.g_00101
OG0001385	Prax.g_00531	Syat.g_02521
OG0001386	Prax.g_00532	Syat.g_02522
OG0001387	Prax.g_00533	Syat.g_02523
OG0001388	Prax.g_00536	Syat.g_02526
OG0001389	Prax.g_00537	Syat.g_02531
OG0001390	Prax.g_00538	Syat.g_02532
OG0001391	Prax.g_00539	Syat.g_02533
OG0001392	Prax.g_00540	Syat.g_02539
OG0001393	Prax.g_00541	Syat.g_02540
OG0001394	Prax.g_00576	Syat.g_00450
OG0001402	Prax.g_00412	Syat.g_03314
OG0001403	Prax.g_00283	Syat.g_02307
OG0001406	Prax.g_01213	Syat.g_00840
OG0001408	Prax.g_01232	Syat.g_00211
OG0001409	Prax.g_00207	Syat.g_01007
OG0001413	Prax.g_01643	Syat.g_02775, Syat.g_00853
OG0001415	Prax.g_00987	Syat.g_00017
OG0001416	Prax.g_00742	Syat.g_02491
OG0001417	Prax.g_00732	Syat.g_01705
OG0001418	Prax.g_00958	Syat.g_03267
OG0001420	Prax.g_00134	Syat.g_01099
OG0001421	Prax.g_01637	Syat.g_03056
OG0001429	Prax.g_00383	Syat.g_00627
OG0001432	Prax.g_01645	Syat.g_00846
OG0001433	Prax.g_00526	Syat.g_01429
OG0001434	Prax.g_00581	Syat.g_00455
OG0001437	Prax.g_00988	Syat.g_00016
OG0001438	Prax.g_00882	Syat.g_02076
OG0001439	Prax.g_00868	Syat.g_02105
OG0001441	Prax.g_00680	Syat.g_01109
OG0001449	Prax.g_00779	Syat.g_00800
OG0001451	Prax.g_00312	Syat.g_02877
OG0001452	Prax.g_00548	Syat.g_01881
OG0001453	Prax.g_01151	Syat.g_00538
OG0001454	Prax.g_01243	Syat.g_00189
OG0001456	Prax.g_00177	Syat.g_02545
OG0001457	Prax.g_00178	Syat.g_02546
OG0001458	Prax.g_00179	Syat.g_02547
OG0001459	Prax.g_01943	Syat.g_03357, Syat.g_03358
OG0001460	Prax.g_00525	Syat.g_01430
OG0001461	Prax.g_01569	Syat.g_01945
OG0001462	Prax.g_00279	Syat.g_02301
OG0001467	Prax.g_00394	Syat.g_02457
OG0001470	Prax.g_01841	Syat.g_02257, Syat.g_02252
OG0001473	Prax.g_01413	Syat.g_00190
OG0001474	Prax.g_00833	Syat.g_01607
OG0001475	Prax.g_01839	Syat.g_01116
OG0001479	Prax.g_00836	Syat.g_01610
OG0001480	Prax.g_00804	Syat.g_00100
OG0001482	Prax.g_00744	Syat.g_00549
OG0001484	Prax.g_01921	Syat.g_02443
OG0001486	Prax.g_00198	Syat.g_03258
OG0001492	Prax.g_00247	Syat.g_00898
OG0001493	Prax.g_00255	Syat.g_00890
OG0001495	Prax.g_01284	Syat.g_01833
OG0001502	Prax.g_00403	Syat.g_00757
OG0001504	Prax.g_01942	Syat.g_03356
OG0001507	Prax.g_01590	Syat.g_03261
OG0001508	Prax.g_01842	Syat.g_02258
OG0001520	Prax.g_00784	Syat.g_00852
OG0001522	Prax.g_00340	Syat.g_00642
OG0001523	Prax.g_00165	Syat.g_01089
OG0001524	Prax.g_00166	Syat.g_01088
OG0001526	Prax.g_01260	Syat.g_02907
OG0001528	Prax.g_01840	Syat.g_01115
OG0001546	Prax.g_00677	Syat.g_01106
OG0001547	Prax.g_00401	Syat.g_00645
OG0001553	Prax.g_01736	Syat.g_01230
OG0001554	Prax.g_01636	Syat.g_01005
OG0001556	Prax.g_00518	Syat.g_01046, Syat.g_03334, Syat.g_03147
OG0001557	Prax.g_00577	Syat.g_00451
OG0001567	Prax.g_00402	Syat.g_00651
OG0001568	Prax.g_00400	Syat.g_00643
OG0001570	Prax.g_00137	Syat.g_03269
OG0001584	Prax.g_00593	Syat.g_00468
OG0001587	Prax.g_01258	Syat.g_02990
OG0001588	Prax.g_01756	Syat.g_03195
OG0001613	Prax.g_01357	Syat.g_01635
OG0001625	Prax.g_00917	Syat.g_01938
OG0001635	Prax.g_01586	Syat.g_02229, Syat.g_01993
OG0001647	Prax.g_00902	Syat.g_02051
OG0001666	Prax.g_01944	Syat.g_03349
OG0001680	Prax.g_00521	Syat.g_03064
OG0001700	Prax.g_00524	Syat.g_01074
OG0001701	Prax.g_01261	Syat.g_02905
OG0001745	Prax.g_01646	Syat.g_00971
OG0001782	Prax.g_01731	Syat.g_01210
OG0002013	Prax.g_01782	Syat.g_01504
OG0002019	Prax.g_00503	Syat.g_02199
OG0002029	Prax.g_01945	Syat.g_03352
OG0002097	Prax.g_01807	Syat.g_02176
OG0002107	Prax.g_00171	Syat.g_02014, Syat.g_03230, Syat.g_00994, Syat.g_00953, Syat.g_02429
OG0002155	Prax.g_01799, Prax.g_01814	Syat.g_02174
OG0002225	Prax.g_00170	Syat.g_00993, Syat.g_00950, Syat.g_02431
OG0002274	Prax.g_01806	Syat.g_02175
OG0002349	Prax.g_01514	Syat.g_03010
OG0002776	Prax.g_00169	Syat.g_00949, Syat.g_02432
OG0002896	Prax.g_01830	Syat.g_02239, Syat.g_02244
OG0003023	Prax.g_01568	Syat.g_02509
OG0003024	Prax.g_01826	Syat.g_02172, Syat.g_01207
OG0003053	Prax.g_01781	Syat.g_01495
OG0003351	Prax.g_01833	Syat.g_02659
