Orthogroup	Prag	Syar
OG0001144	Prag.g_01195	Syar.g_01707
OG0001145	Prag.g_01345	Syar.g_02769
OG0001146	Prag.g_01359	Syar.g_02782
OG0001147	Prag.g_01375	Syar.g_01276
OG0001148	Prag.g_01391	Syar.g_01459
OG0001149	Prag.g_01392	Syar.g_01458
OG0001150	Prag.g_01393	Syar.g_01457
OG0001151	Prag.g_01404	Syar.g_01238
OG0001152	Prag.g_01405	Syar.g_01237
OG0001153	Prag.g_01521	Syar.g_01398
OG0001154	Prag.g_01523	Syar.g_01397
OG0001155	Prag.g_01535	Syar.g_01211
OG0001156	Prag.g_01538	Syar.g_01185
OG0001157	Prag.g_01539	Syar.g_01184
OG0001158	Prag.g_01540	Syar.g_01183
OG0001159	Prag.g_01541	Syar.g_01182
OG0001160	Prag.g_01565	Syar.g_02908
OG0001161	Prag.g_01576	Syar.g_00382
OG0001162	Prag.g_01587	Syar.g_03081
OG0001163	Prag.g_01661	Syar.g_02917
OG0001164	Prag.g_01665	Syar.g_02922
OG0001165	Prag.g_01668	Syar.g_02927
OG0001166	Prag.g_01688	Syar.g_02959
OG0001167	Prag.g_01705	Syar.g_02982
OG0001168	Prag.g_01707	Syar.g_02983
OG0001169	Prag.g_01709	Syar.g_02985
OG0001170	Prag.g_01711	Syar.g_02987
OG0001171	Prag.g_01721	Syar.g_02999
OG0001172	Prag.g_01735	Syar.g_00143
OG0001173	Prag.g_01736	Syar.g_00142
OG0001174	Prag.g_01744	Syar.g_00134
OG0001175	Prag.g_01745	Syar.g_00133
OG0001176	Prag.g_01752	Syar.g_01025
OG0001177	Prag.g_01754	Syar.g_01023
OG0001178	Prag.g_01759	Syar.g_02943
OG0001179	Prag.g_01788	Syar.g_01055
OG0001181	Prag.g_01814	Syar.g_01082
OG0001182	Prag.g_01821	Syar.g_01090
OG0001183	Prag.g_01825	Syar.g_01096
OG0001184	Prag.g_01841	Syar.g_00653
OG0001185	Prag.g_01855	Syar.g_00614
OG0001186	Prag.g_01879	Syar.g_00562
OG0001187	Prag.g_01883	Syar.g_00548
OG0001188	Prag.g_01885	Syar.g_00546
OG0001189	Prag.g_01902	Syar.g_00525
OG0001190	Prag.g_01906	Syar.g_00330
OG0001191	Prag.g_01916	Syar.g_00349
OG0001192	Prag.g_01921	Syar.g_00356
OG0001193	Prag.g_01931	Syar.g_00711
OG0001194	Prag.g_01932	Syar.g_00622
OG0001195	Prag.g_01933	Syar.g_00623
OG0001196	Prag.g_01946	Syar.g_00453
OG0001197	Prag.g_01947	Syar.g_00455
OG0001198	Prag.g_01954	Syar.g_00467
OG0001199	Prag.g_00068	Syar.g_03045
OG0001200	Prag.g_00070	Syar.g_03047
OG0001201	Prag.g_00101	Syar.g_03120
OG0001202	Prag.g_00192	Syar.g_00991
OG0001203	Prag.g_00231	Syar.g_03021
OG0001204	Prag.g_00236	Syar.g_00154
OG0001205	Prag.g_00424	Syar.g_02869
OG0001207	Prag.g_00456	Syar.g_01462
OG0001208	Prag.g_00461	Syar.g_01471
OG0001211	Prag.g_00529	Syar.g_02323
OG0001212	Prag.g_00574	Syar.g_02027
OG0001213	Prag.g_00607	Syar.g_02239
OG0001214	Prag.g_00615	Syar.g_02420
OG0001215	Prag.g_00668	Syar.g_00965
OG0001216	Prag.g_00694	Syar.g_01909
OG0001217	Prag.g_00744	Syar.g_02852
OG0001218	Prag.g_00752	Syar.g_01388
OG0001219	Prag.g_00795	Syar.g_02585
OG0001222	Prag.g_00956	Syar.g_02552
OG0001223	Prag.g_00982	Syar.g_02505
OG0001224	Prag.g_01032	Syar.g_01361
OG0001225	Prag.g_01034	Syar.g_01929
OG0001226	Prag.g_01060	Syar.g_03054
OG0001227	Prag.g_01079	Syar.g_02213
OG0001230	Prag.g_01480	Syar.g_02816
OG0001231	Prag.g_01585	Syar.g_00485
OG0001232	Prag.g_01692	Syar.g_02968
OG0001233	Prag.g_01712	Syar.g_02988
OG0001235	Prag.g_01756	Syar.g_01019
OG0001236	Prag.g_01838	Syar.g_00657
OG0001237	Prag.g_01842	Syar.g_00652
OG0001238	Prag.g_01917	Syar.g_00351
OG0001239	Prag.g_00065	Syar.g_03043
OG0001241	Prag.g_00094	Syar.g_03149, Syar.g_03112
OG0001242	Prag.g_00112	Syar.g_00043
OG0001243	Prag.g_00118	Syar.g_00051
OG0001244	Prag.g_00134	Syar.g_00075
OG0001245	Prag.g_00373	Syar.g_00999
OG0001246	Prag.g_00483	Syar.g_01910
OG0001247	Prag.g_00661	Syar.g_02024
OG0001248	Prag.g_00663	Syar.g_02059
OG0001249	Prag.g_00784	Syar.g_01113
OG0001250	Prag.g_00845	Syar.g_01819, Syar.g_03240
OG0001251	Prag.g_00893	Syar.g_02575
OG0001252	Prag.g_01027	Syar.g_01372
OG0001253	Prag.g_01080	Syar.g_02015
OG0001254	Prag.g_01122	Syar.g_02233
OG0001255	Prag.g_01137	Syar.g_01746
OG0001256	Prag.g_01578	Syar.g_02915
OG0001257	Prag.g_01584	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Prag.g_01666	Syar.g_02925
OG0001259	Prag.g_01710	Syar.g_02986
OG0001260	Prag.g_01727	Syar.g_03007
OG0001262	Prag.g_01900	Syar.g_00527
OG0001263	Prag.g_00121	Syar.g_00054
OG0001265	Prag.g_00111	Syar.g_00041
OG0001266	Prag.g_00196	Syar.g_00987
OG0001267	Prag.g_00271	Syar.g_00225
OG0001268	Prag.g_00334	Syar.g_01124
OG0001269	Prag.g_00353	Syar.g_00688
OG0001270	Prag.g_00413	Syar.g_01175
OG0001271	Prag.g_00451	Syar.g_01270
OG0001272	Prag.g_00465	Syar.g_01475
OG0001273	Prag.g_00609	Syar.g_02413
OG0001274	Prag.g_00681	Syar.g_00929
OG0001275	Prag.g_00992	Syar.g_02490
OG0001276	Prag.g_01011	Syar.g_01797
OG0001277	Prag.g_01068	Syar.g_02250
OG0001278	Prag.g_01203	Syar.g_01720
OG0001279	Prag.g_01302	Syar.g_02841
OG0001280	Prag.g_01354	Syar.g_03317
OG0001281	Prag.g_01360	Syar.g_02783
OG0001282	Prag.g_01390	Syar.g_01460, Syar.g_01351
OG0001284	Prag.g_01560	Syar.g_02900
OG0001285	Prag.g_01695	Syar.g_02972
OG0001286	Prag.g_01808	Syar.g_01077
OG0001287	Prag.g_01863	Syar.g_00606
OG0001288	Prag.g_01872	Syar.g_00591
OG0001289	Prag.g_00081	Syar.g_03080
OG0001290	Prag.g_00093	Syar.g_03111
OG0001291	Prag.g_00128	Syar.g_00064
OG0001292	Prag.g_00241	Syar.g_00160
OG0001293	Prag.g_00252	Syar.g_00198
OG0001294	Prag.g_00371	Syar.g_01687
OG0001295	Prag.g_00446	Syar.g_00693
OG0001296	Prag.g_00488	Syar.g_01506
OG0001297	Prag.g_00493	Syar.g_01510
OG0001298	Prag.g_00555	Syar.g_02210
OG0001299	Prag.g_00644	Syar.g_01915
OG0001303	Prag.g_00996	Syar.g_02583
OG0001304	Prag.g_01021	Syar.g_01557
OG0001305	Prag.g_01040	Syar.g_01937
OG0001306	Prag.g_01139	Syar.g_01521
OG0001307	Prag.g_01372	Syar.g_02591
OG0001308	Prag.g_01500	Syar.g_02798
OG0001309	Prag.g_01582	Syar.g_00360
OG0001310	Prag.g_01681	Syar.g_02951
OG0001312	Prag.g_00945	Syar.g_02569
OG0001313	Prag.g_01293, Prag.g_01295, Prag.g_01251	Syar.g_01264
OG0001315	Prag.g_00055	Syar.g_01094
OG0001317	Prag.g_00227	Syar.g_03025
OG0001318	Prag.g_00248	Syar.g_00186
OG0001319	Prag.g_00263	Syar.g_00215
OG0001325	Prag.g_00697	Syar.g_01577
OG0001326	Prag.g_00881	Syar.g_00632
OG0001327	Prag.g_01051	Syar.g_01674
OG0001329	Prag.g_01113	Syar.g_02337
OG0001331	Prag.g_01395	Syar.g_01455
OG0001334	Prag.g_01828	Syar.g_03166
OG0001336	Prag.g_01943	Syar.g_00448
OG0001339	Prag.g_00096	Syar.g_03114
OG0001343	Prag.g_00890	Syar.g_03210
OG0001345	Prag.g_01172	Syar.g_01958
OG0001346	Prag.g_01356	Syar.g_02778
OG0001347	Prag.g_01276	Syar.g_02401
OG0001348	Prag.g_01606	Syar.g_02259
OG0001351	Prag.g_00433	Syar.g_01420
OG0001353	Prag.g_00837	Syar.g_01809
OG0001354	Prag.g_00974	Syar.g_02520
OG0001355	Prag.g_01616	Syar.g_01912
OG0001356	Prag.g_00769	Syar.g_00176
OG0001358	Prag.g_00598	Syar.g_02262
OG0001359	Prag.g_00891	Syar.g_03211
OG0001360	Prag.g_01081	Syar.g_01961
OG0001361	Prag.g_01169	Syar.g_01955
OG0001364	Prag.g_01831	Syar.g_00284
OG0001365	Prag.g_01910	Syar.g_00335
OG0001371	Prag.g_00657	Syar.g_03059
OG0001373	Prag.g_00880	Syar.g_00631
OG0001374	Prag.g_00888	Syar.g_00642
OG0001376	Prag.g_01045	Syar.g_03203, Syar.g_02600
OG0001377	Prag.g_01046	Syar.g_02599, Syar.g_03202
OG0001378	Prag.g_01090	Syar.g_01174
OG0001379	Prag.g_01349	Syar.g_02772
OG0001382	Prag.g_01599	Syar.g_02834, Syar.g_03204
OG0001385	Prag.g_00877	Syar.g_00628
OG0001386	Prag.g_00878	Syar.g_00629
OG0001387	Prag.g_00879	Syar.g_00630
OG0001388	Prag.g_00882	Syar.g_00635
OG0001389	Prag.g_00883	Syar.g_00636
OG0001390	Prag.g_00884	Syar.g_00637
OG0001391	Prag.g_00885	Syar.g_00638
OG0001392	Prag.g_00886	Syar.g_00640
OG0001393	Prag.g_00887	Syar.g_00641
OG0001395	Prag.g_01023	Syar.g_01561
OG0001396	Prag.g_01277	Syar.g_02402, Syar.g_00566
OG0001401	Prag.g_01280	Syar.g_01813
OG0001402	Prag.g_00759	Syar.g_02252
OG0001403	Prag.g_00030	Syar.g_00504
OG0001406	Prag.g_01044	Syar.g_02601
OG0001408	Prag.g_01063	Syar.g_02042
OG0001413	Prag.g_01574	Syar.g_02062, Syar.g_02063
OG0001415	Prag.g_00224	Syar.g_01553
OG0001416	Prag.g_00438	Syar.g_00433
OG0001417	Prag.g_00448	Syar.g_01885
OG0001418	Prag.g_00662	Syar.g_01546
OG0001420	Prag.g_01098	Syar.g_02680
OG0001428	Prag.g_00165	Syar.g_00108
OG0001429	Prag.g_00796	Syar.g_02582
OG0001430	Prag.g_01322	Syar.g_03306
OG0001432	Prag.g_01573	Syar.g_02064, Syar.g_02123
OG0001433	Prag.g_00768	Syar.g_00173
OG0001434	Prag.g_00925	Syar.g_02613
OG0001437	Prag.g_00223	Syar.g_01554
OG0001438	Prag.g_00284	Syar.g_00240
OG0001439	Prag.g_00298	Syar.g_00824
OG0001441	Prag.g_00500	Syar.g_02691
OG0001442	Prag.g_00733	Syar.g_02622
OG0001443	Prag.g_01652	Syar.g_00378
OG0001447	Prag.g_00119	Syar.g_00052
OG0001449	Prag.g_00388	Syar.g_01897
OG0001450	Prag.g_00665	Syar.g_00880
OG0001452	Prag.g_00894	Syar.g_00167
OG0001453	Prag.g_00986	Syar.g_02498
OG0001454	Prag.g_01074	Syar.g_02065, Syar.g_02122
OG0001456	Prag.g_01130	Syar.g_00643
OG0001457	Prag.g_01131	Syar.g_00644
OG0001458	Prag.g_01132	Syar.g_00645
OG0001459	Prag.g_01312	Syar.g_00418, Syar.g_02047
OG0001460	Prag.g_00767	Syar.g_00172
OG0001462	Prag.g_00034	Syar.g_00511
OG0001467	Prag.g_00785	Syar.g_01745
OG0001471	Prag.g_01575	Syar.g_00830
OG0001474	Prag.g_00335	Syar.g_01125
OG0001477	Prag.g_01256	Syar.g_02277
OG0001479	Prag.g_00332	Syar.g_01122
OG0001480	Prag.g_00363	Syar.g_02013
OG0001482	Prag.g_00436	Syar.g_02511
OG0001486	Prag.g_01151	Syar.g_01537
OG0001492	Prag.g_01200	Syar.g_01717
OG0001493	Prag.g_01208	Syar.g_01725
OG0001496	Prag.g_01254	Syar.g_02279
OG0001497	Prag.g_01255	Syar.g_02278
OG0001502	Prag.g_00776	Syar.g_01840
OG0001504	Prag.g_01313, Prag.g_01639	Syar.g_02046
OG0001507	Prag.g_01632	Syar.g_03257, Syar.g_01540
OG0001514	Prag.g_01253	Syar.g_02280
OG0001525	Prag.g_01589	Syar.g_01315
OG0001546	Prag.g_00503	Syar.g_03276, Syar.g_02688
OG0001547	Prag.g_00778	Syar.g_01855
OG0001549	Prag.g_00863	Syar.g_02838
OG0001554	Prag.g_01580	Syar.g_00327
OG0001555	Prag.g_01595	Syar.g_01689
OG0001556	Prag.g_00761	Syar.g_00177
OG0001558	Prag.g_01283	Syar.g_00488
OG0001565	Prag.g_00395	Syar.g_03069
OG0001567	Prag.g_00777	Syar.g_01847
OG0001568	Prag.g_00779	Syar.g_01866
OG0001587	Prag.g_01729	Syar.g_03010
OG0001613	Prag.g_01823	Syar.g_01093
OG0001627	Prag.g_00749	Syar.g_01215
OG0001647	Prag.g_00264	Syar.g_00217
OG0001652	Prag.g_01281	Syar.g_00486
OG0001671	Prag.g_01288	Syar.g_00943, Syar.g_03173
OG0001745	Prag.g_01572	Syar.g_02010
OG0001792	Prag.g_01441	Syar.g_01708
OG0002227	Prag.g_00763	Syar.g_00355
OG0002244	Prag.g_01631	Syar.g_01824
