Orthogroup	Prag	Syaj
OG0001122	Prag.g_01008	Syaj.g_00817
OG0001123	Prag.g_01012	Syaj.g_00810
OG0001124	Prag.g_01014	Syaj.g_00808
OG0001125	Prag.g_01015	Syaj.g_00806
OG0001126	Prag.g_01025	Syaj.g_00413
OG0001127	Prag.g_01026	Syaj.g_00414
OG0001128	Prag.g_01028	Syaj.g_00417
OG0001129	Prag.g_01029	Syaj.g_00419
OG0001130	Prag.g_01030	Syaj.g_00420
OG0001131	Prag.g_01066	Syaj.g_01070
OG0001132	Prag.g_01076	Syaj.g_01166
OG0001133	Prag.g_01106	Syaj.g_01302
OG0001134	Prag.g_01120	Syaj.g_00645
OG0001135	Prag.g_01123	Syaj.g_00647
OG0001136	Prag.g_01150	Syaj.g_00300
OG0001137	Prag.g_01161	Syaj.g_00318
OG0001138	Prag.g_01179	Syaj.g_00620
OG0001139	Prag.g_01180	Syaj.g_00618
OG0001140	Prag.g_01181	Syaj.g_00617
OG0001141	Prag.g_01182	Syaj.g_00616
OG0001142	Prag.g_01183	Syaj.g_00615
OG0001143	Prag.g_01190	Syaj.g_00602
OG0001144	Prag.g_01195	Syaj.g_00588
OG0001145	Prag.g_01345	Syaj.g_00276
OG0001146	Prag.g_01359	Syaj.g_01518
OG0001147	Prag.g_01375	Syaj.g_01438
OG0001148	Prag.g_01391	Syaj.g_00057
OG0001149	Prag.g_01392	Syaj.g_00056
OG0001150	Prag.g_01393	Syaj.g_00055
OG0001151	Prag.g_01404	Syaj.g_00043
OG0001152	Prag.g_01405	Syaj.g_00040
OG0001153	Prag.g_01521	Syaj.g_01425
OG0001154	Prag.g_01523	Syaj.g_01426
OG0001155	Prag.g_01535	Syaj.g_01637
OG0001156	Prag.g_01538	Syaj.g_01640
OG0001157	Prag.g_01539	Syaj.g_01641
OG0001158	Prag.g_01540	Syaj.g_01643
OG0001159	Prag.g_01541	Syaj.g_01644
OG0001160	Prag.g_01565	Syaj.g_01697
OG0001161	Prag.g_01576	Syaj.g_02148
OG0001162	Prag.g_01587	Syaj.g_00979
OG0001163	Prag.g_01661	Syaj.g_01705
OG0001164	Prag.g_01665	Syaj.g_01711
OG0001165	Prag.g_01668	Syaj.g_01716
OG0001166	Prag.g_01688	Syaj.g_01746
OG0001167	Prag.g_01705	Syaj.g_01592
OG0001168	Prag.g_01707	Syaj.g_01594
OG0001169	Prag.g_01709	Syaj.g_01596
OG0001170	Prag.g_01711	Syaj.g_01597
OG0001171	Prag.g_01721	Syaj.g_01607
OG0001172	Prag.g_01735	Syaj.g_02641
OG0001173	Prag.g_01736	Syaj.g_02642
OG0001174	Prag.g_01744	Syaj.g_02650
OG0001175	Prag.g_01745	Syaj.g_02651
OG0001176	Prag.g_01752	Syaj.g_02688
OG0001177	Prag.g_01754	Syaj.g_02685
OG0001178	Prag.g_01759	Syaj.g_01726
OG0001179	Prag.g_01788	Syaj.g_02719
OG0001180	Prag.g_01810	Syaj.g_02744
OG0001181	Prag.g_01814	Syaj.g_02748
OG0001182	Prag.g_01821	Syaj.g_02757
OG0001183	Prag.g_01825	Syaj.g_02762
OG0001184	Prag.g_01841	Syaj.g_02449
OG0001185	Prag.g_01855	Syaj.g_02423
OG0001186	Prag.g_01879	Syaj.g_02339
OG0001187	Prag.g_01883	Syaj.g_02369
OG0001188	Prag.g_01885	Syaj.g_02336
OG0001189	Prag.g_01902	Syaj.g_02318
OG0001190	Prag.g_01906	Syaj.g_02111
OG0001191	Prag.g_01916	Syaj.g_02128
OG0001192	Prag.g_01921	Syaj.g_02138
OG0001193	Prag.g_01931	Syaj.g_02178
OG0001194	Prag.g_01932	Syaj.g_02180
OG0001195	Prag.g_01933	Syaj.g_02181
OG0001196	Prag.g_01946	Syaj.g_02244
OG0001197	Prag.g_01947	Syaj.g_02246
OG0001198	Prag.g_01954	Syaj.g_02259
OG0001199	Prag.g_00068	Syaj.g_01825
OG0001200	Prag.g_00070	Syaj.g_01827
OG0001201	Prag.g_00101	Syaj.g_01888
OG0001202	Prag.g_00192	Syaj.g_02032
OG0001203	Prag.g_00231	Syaj.g_02877
OG0001204	Prag.g_00236	Syaj.g_02621
OG0001205	Prag.g_00424	Syaj.g_01545
OG0001206	Prag.g_00441	Syaj.g_01484
OG0001207	Prag.g_00456	Syaj.g_00061
OG0001208	Prag.g_00461	Syaj.g_00074
OG0001209	Prag.g_00514	Syaj.g_00147
OG0001210	Prag.g_00519	Syaj.g_00158
OG0001211	Prag.g_00529	Syaj.g_00184
OG0001212	Prag.g_00574	Syaj.g_00246
OG0001214	Prag.g_00615	Syaj.g_01281
OG0001215	Prag.g_00668	Syaj.g_00492
OG0001216	Prag.g_00694	Syaj.g_00958
OG0001218	Prag.g_00752	Syaj.g_01434
OG0001219	Prag.g_00795	Syaj.g_00782
OG0001220	Prag.g_00856	Syaj.g_00345
OG0001221	Prag.g_00917	Syaj.g_01067
OG0001222	Prag.g_00956	Syaj.g_00911
OG0001223	Prag.g_00982	Syaj.g_00844
OG0001224	Prag.g_01032	Syaj.g_00423
OG0001225	Prag.g_01034	Syaj.g_00425
OG0001227	Prag.g_01079	Syaj.g_02152
OG0001228	Prag.g_01198	Syaj.g_01565
OG0001229	Prag.g_01387	Syaj.g_00451
OG0001231	Prag.g_01585	Syaj.g_02279
OG0001232	Prag.g_01692	Syaj.g_01757
OG0001233	Prag.g_01712	Syaj.g_01598
OG0001234	Prag.g_01747	Syaj.g_02655
OG0001235	Prag.g_01756	Syaj.g_02679
OG0001236	Prag.g_01838	Syaj.g_02453
OG0001237	Prag.g_01842	Syaj.g_02447
OG0001239	Prag.g_00065	Syaj.g_01822
OG0001242	Prag.g_00112	Syaj.g_01913
OG0001243	Prag.g_00118	Syaj.g_01926
OG0001244	Prag.g_00134	Syaj.g_01960
OG0001246	Prag.g_00483	Syaj.g_00100
OG0001247	Prag.g_00661	Syaj.g_00973
OG0001248	Prag.g_00663	Syaj.g_00978
OG0001250	Prag.g_00845	Syaj.g_00375
OG0001251	Prag.g_00893	Syaj.g_02187
OG0001252	Prag.g_01027	Syaj.g_00416
OG0001253	Prag.g_01080	Syaj.g_01165
OG0001254	Prag.g_01122	Syaj.g_00646
OG0001256	Prag.g_01578	Syaj.g_01704
OG0001257	Prag.g_01584	Syaj.g_01342
OG0001258	Prag.g_01666	Syaj.g_01714
OG0001260	Prag.g_01727	Syaj.g_01617
OG0001261	Prag.g_01796	Syaj.g_02728
OG0001262	Prag.g_01900	Syaj.g_02320
OG0001263	Prag.g_00121	Syaj.g_01929
OG0001265	Prag.g_00111	Syaj.g_01911
OG0001266	Prag.g_00196	Syaj.g_02036
OG0001267	Prag.g_00271	Syaj.g_02565
OG0001268	Prag.g_00334	Syaj.g_02811
OG0001270	Prag.g_00413	Syaj.g_01558
OG0001271	Prag.g_00451	Syaj.g_01447
OG0001272	Prag.g_00465	Syaj.g_00078
OG0001273	Prag.g_00609	Syaj.g_01288
OG0001274	Prag.g_00681	Syaj.g_02077
OG0001275	Prag.g_00992	Syaj.g_00827
OG0001276	Prag.g_01011	Syaj.g_00811
OG0001277	Prag.g_01068	Syaj.g_02227
OG0001278	Prag.g_01203	Syaj.g_00575
OG0001279	Prag.g_01302	Syaj.g_01356
OG0001280	Prag.g_01354	Syaj.g_01508
OG0001281	Prag.g_01360	Syaj.g_01519
OG0001282	Prag.g_01390	Syaj.g_00058
OG0001284	Prag.g_01560	Syaj.g_01688
OG0001285	Prag.g_01695	Syaj.g_01170
OG0001286	Prag.g_01808	Syaj.g_02742
OG0001287	Prag.g_01863	Syaj.g_02415
OG0001288	Prag.g_01872	Syaj.g_02394
OG0001289	Prag.g_00081	Syaj.g_01845
OG0001290	Prag.g_00093	Syaj.g_01880
OG0001291	Prag.g_00128	Syaj.g_01939
OG0001292	Prag.g_00241	Syaj.g_02616
OG0001293	Prag.g_00252	Syaj.g_02594
OG0001294	Prag.g_00371	Syaj.g_00722
OG0001295	Prag.g_00446	Syaj.g_00161
OG0001296	Prag.g_00488	Syaj.g_00106
OG0001297	Prag.g_00493	Syaj.g_00110
OG0001298	Prag.g_00555	Syaj.g_00221
OG0001299	Prag.g_00644	Syaj.g_00716
OG0001300	Prag.g_00671	Syaj.g_00479
OG0001301	Prag.g_00674	Syaj.g_00440
OG0001302	Prag.g_00793	Syaj.g_01251
OG0001303	Prag.g_00996	Syaj.g_00784
OG0001304	Prag.g_01021	Syaj.g_00795
OG0001305	Prag.g_01040	Syaj.g_00433
OG0001306	Prag.g_01139	Syaj.g_00285
OG0001307	Prag.g_01372	Syaj.g_02672
OG0001309	Prag.g_01582	Syaj.g_00116
OG0001310	Prag.g_01681	Syaj.g_01735
OG0001312	Prag.g_00945	Syaj.g_00931
OG0001313	Prag.g_01293, Prag.g_01295, Prag.g_01251	Syaj.g_01471, Syaj.g_01472
OG0001314	Prag.g_00735	Syaj.g_00524, Syaj.g_01091, Syaj.g_01258
OG0001315	Prag.g_00055	Syaj.g_02760
OG0001316	Prag.g_00133	Syaj.g_01946
OG0001317	Prag.g_00227	Syaj.g_02857
OG0001319	Prag.g_00263	Syaj.g_02576
OG0001321	Prag.g_00430	Syaj.g_01528
OG0001322	Prag.g_00431	Syaj.g_01527
OG0001323	Prag.g_00498	Syaj.g_00119
OG0001324	Prag.g_00672	Syaj.g_00478
OG0001325	Prag.g_00697	Syaj.g_00953
OG0001326	Prag.g_00881	Syaj.g_02196
OG0001327	Prag.g_01051	Syaj.g_00729
OG0001328	Prag.g_01078	Syaj.g_00764
OG0001329	Prag.g_01113	Syaj.g_00028
OG0001330	Prag.g_01327	Syaj.g_01501
OG0001332	Prag.g_01533	Syaj.g_01631
OG0001333	Prag.g_01706	Syaj.g_01593
OG0001334	Prag.g_01828	Syaj.g_02770
OG0001335	Prag.g_01829	Syaj.g_02771
OG0001336	Prag.g_01943	Syaj.g_02239
OG0001339	Prag.g_00096	Syaj.g_01883
OG0001340	Prag.g_00319	Syaj.g_02787
OG0001341	Prag.g_00742	Syaj.g_00449
OG0001343	Prag.g_00890	Syaj.g_02184
OG0001344	Prag.g_01157	Syaj.g_00307
OG0001345	Prag.g_01172	Syaj.g_00337
OG0001346	Prag.g_01356	Syaj.g_01512
OG0001347	Prag.g_01276	Syaj.g_02374
OG0001348	Prag.g_01606	Syaj.g_00393
OG0001351	Prag.g_00433	Syaj.g_00272
OG0001352	Prag.g_00658	Syaj.g_00136
OG0001353	Prag.g_00837	Syaj.g_00386
OG0001354	Prag.g_00974	Syaj.g_00857
OG0001355	Prag.g_01616	Syaj.g_01244
OG0001358	Prag.g_00598	Syaj.g_01309
OG0001359	Prag.g_00891	Syaj.g_02183
OG0001360	Prag.g_01081	Syaj.g_00340
OG0001361	Prag.g_01169	Syaj.g_00334
OG0001362	Prag.g_01504	Syaj.g_01396
OG0001363	Prag.g_01506	Syaj.g_01398
OG0001364	Prag.g_01831	Syaj.g_02473
OG0001369	Prag.g_00086	Syaj.g_01870
OG0001373	Prag.g_00880	Syaj.g_02195
OG0001374	Prag.g_00888	Syaj.g_02203
OG0001375	Prag.g_00889	Syaj.g_02185
OG0001376	Prag.g_01045	Syaj.g_02140
OG0001377	Prag.g_01046	Syaj.g_02139
OG0001378	Prag.g_01090	Syaj.g_01559
OG0001379	Prag.g_01349	Syaj.g_01503
OG0001381	Prag.g_01383	Syaj.g_00405, Syaj.g_02663
OG0001382	Prag.g_01599	Syaj.g_00685
OG0001385	Prag.g_00877	Syaj.g_02192
OG0001386	Prag.g_00878	Syaj.g_02193
OG0001387	Prag.g_00879	Syaj.g_02194
OG0001388	Prag.g_00882	Syaj.g_02197
OG0001389	Prag.g_00883	Syaj.g_02198
OG0001390	Prag.g_00884	Syaj.g_02199
OG0001391	Prag.g_00885	Syaj.g_02200
OG0001392	Prag.g_00886	Syaj.g_02201
OG0001393	Prag.g_00887	Syaj.g_02202
OG0001395	Prag.g_01023	Syaj.g_00935
OG0001396	Prag.g_01277	Syaj.g_02372, Syaj.g_02498
OG0001397	Prag.g_01505	Syaj.g_01397
OG0001398	Prag.g_01612	Syaj.g_01116
OG0001401	Prag.g_01280	Syaj.g_00381
OG0001402	Prag.g_00759	Syaj.g_01304
OG0001403	Prag.g_00030	Syaj.g_02297
OG0001404	Prag.g_00062	Syaj.g_01817
OG0001405	Prag.g_00317	Syaj.g_02773
OG0001406	Prag.g_01044	Syaj.g_02141
OG0001407	Prag.g_01058	Syaj.g_00137
OG0001408	Prag.g_01063	Syaj.g_00561
OG0001410	Prag.g_01373	Syaj.g_02673
OG0001413	Prag.g_01574	Syaj.g_01241
OG0001414	Prag.g_00222	Syaj.g_02664
OG0001416	Prag.g_00438	Syaj.g_01516
OG0001417	Prag.g_00448	Syaj.g_00858
OG0001419	Prag.g_01059	Syaj.g_00138
OG0001420	Prag.g_01098	Syaj.g_00131
OG0001421	Prag.g_01579	Syaj.g_01235, Syaj.g_01167
OG0001425	Prag.g_01920	Syaj.g_02137
OG0001428	Prag.g_00165	Syaj.g_01993
OG0001430	Prag.g_01322	Syaj.g_02104
OG0001432	Prag.g_01573	Syaj.g_00509
OG0001434	Prag.g_00925	Syaj.g_01054
OG0001438	Prag.g_00284	Syaj.g_02550
OG0001439	Prag.g_00298	Syaj.g_02520
OG0001443	Prag.g_01652	Syaj.g_02145
OG0001446	Prag.g_00073	Syaj.g_00527
OG0001447	Prag.g_00119	Syaj.g_01927
OG0001448	Prag.g_00361	Syaj.g_01813
OG0001449	Prag.g_00388	Syaj.g_02625
OG0001452	Prag.g_00894	Syaj.g_02607
OG0001453	Prag.g_00986	Syaj.g_00838
OG0001454	Prag.g_01074	Syaj.g_01231
OG0001456	Prag.g_01130	Syaj.g_02205
OG0001457	Prag.g_01131	Syaj.g_02206
OG0001458	Prag.g_01132	Syaj.g_02207
OG0001459	Prag.g_01312	Syaj.g_00653
OG0001462	Prag.g_00034	Syaj.g_02304
OG0001463	Prag.g_00277	Syaj.g_00403
OG0001464	Prag.g_00320	Syaj.g_02788
OG0001465	Prag.g_00680	Syaj.g_00968
OG0001471	Prag.g_01575	Syaj.g_02526
OG0001473	Prag.g_01880	Syaj.g_01255
OG0001474	Prag.g_00335	Syaj.g_02812
OG0001477	Prag.g_01256	Syaj.g_00444
OG0001479	Prag.g_00332	Syaj.g_02809
OG0001480	Prag.g_00363	Syaj.g_00343
OG0001482	Prag.g_00436	Syaj.g_00848
OG0001492	Prag.g_01200	Syaj.g_00578
OG0001493	Prag.g_01208	Syaj.g_00569
OG0001494	Prag.g_01460	Syaj.g_01773
OG0001496	Prag.g_01254	Syaj.g_00446
OG0001497	Prag.g_01255	Syaj.g_00445
OG0001499	Prag.g_00054	Syaj.g_01211
OG0001502	Prag.g_00776	Syaj.g_00351
OG0001504	Prag.g_01313, Prag.g_01639	Syaj.g_00652
OG0001505	Prag.g_01417	Syaj.g_02359
OG0001514	Prag.g_01253	Syaj.g_00447
OG0001523	Prag.g_01124	Syaj.g_00673
OG0001524	Prag.g_01125	Syaj.g_00672
OG0001525	Prag.g_01589	Syaj.g_02159
OG0001546	Prag.g_00503	Syaj.g_00124
OG0001547	Prag.g_00778	Syaj.g_01106
OG0001548	Prag.g_00782	Syaj.g_01222
OG0001551	Prag.g_01129	Syaj.g_00395
OG0001554	Prag.g_01580	Syaj.g_02109
OG0001556	Prag.g_00761	Syaj.g_00636
OG0001558	Prag.g_01283	Syaj.g_02282
OG0001564	Prag.g_01435	Syaj.g_00657
OG0001567	Prag.g_00777	Syaj.g_01108
OG0001568	Prag.g_00779	Syaj.g_01104
OG0001582	Prag.g_00447	Syaj.g_01215
OG0001585	Prag.g_01307	Syaj.g_01778
OG0001586	Prag.g_01463	Syaj.g_01769
OG0001602	Prag.g_00679	Syaj.g_00969
OG0001627	Prag.g_00749	Syaj.g_01633
OG0001633	Prag.g_01386	Syaj.g_01347
OG0001635	Prag.g_01634	Syaj.g_02390
OG0001647	Prag.g_00264	Syaj.g_02574
OG0001652	Prag.g_01281	Syaj.g_02280
OG0001666	Prag.g_01311	Syaj.g_00654
OG0001671	Prag.g_01288	Syaj.g_02062
OG0001700	Prag.g_00766	Syaj.g_01115
OG0001782	Prag.g_00326	Syaj.g_02355
OG0001792	Prag.g_01441	Syaj.g_00587
OG0002227	Prag.g_00763	Syaj.g_02135, Syaj.g_02136
OG0002329	Prag.g_01279	Syaj.g_00454, Syaj.g_02119
OG0002374	Prag.g_00770	Syaj.g_00607
OG0004113	Prag.g_01458	Syaj.g_02400
