Orthogroup	Prag	Syat
OG0001180	Prag.g_01810	Syat.g_01654
OG0001181	Prag.g_01814	Syat.g_01650
OG0001182	Prag.g_01821	Syat.g_01642
OG0001183	Prag.g_01825	Syat.g_01632
OG0001184	Prag.g_01841	Syat.g_02160
OG0001185	Prag.g_01855	Syat.g_02200
OG0001186	Prag.g_01879	Syat.g_02235
OG0001187	Prag.g_01883	Syat.g_02256
OG0001188	Prag.g_01885	Syat.g_02261
OG0001189	Prag.g_01902	Syat.g_02287
OG0001190	Prag.g_01906	Syat.g_02692
OG0001191	Prag.g_01916	Syat.g_02675
OG0001192	Prag.g_01921	Syat.g_02663
OG0001193	Prag.g_01931	Syat.g_02513
OG0001194	Prag.g_01932	Syat.g_02515
OG0001195	Prag.g_01933	Syat.g_02516
OG0001196	Prag.g_01946	Syat.g_02398
OG0001197	Prag.g_01947	Syat.g_02396
OG0001199	Prag.g_00068	Syat.g_01475
OG0001200	Prag.g_00070	Syat.g_01477
OG0001201	Prag.g_00101	Syat.g_01572
OG0001202	Prag.g_00192	Syat.g_02812
OG0001203	Prag.g_00231	Syat.g_01447
OG0001204	Prag.g_00236	Syat.g_01867
OG0001205	Prag.g_00424	Syat.g_01287
OG0001206	Prag.g_00441	Syat.g_03268
OG0001207	Prag.g_00456	Syat.g_03162
OG0001208	Prag.g_00461	Syat.g_03172
OG0001209	Prag.g_00514	Syat.g_03273
OG0001210	Prag.g_00519	Syat.g_00103
OG0001211	Prag.g_00529	Syat.g_00078
OG0001213	Prag.g_00607	Syat.g_03289
OG0001214	Prag.g_00615	Syat.g_00128
OG0001216	Prag.g_00694	Syat.g_00660
OG0001217	Prag.g_00744	Syat.g_02587
OG0001218	Prag.g_00752	Syat.g_01356
OG0001219	Prag.g_00795	Syat.g_00629
OG0001220	Prag.g_00856	Syat.g_01534
OG0001222	Prag.g_00956	Syat.g_00597
OG0001223	Prag.g_00982	Syat.g_00544
OG0001224	Prag.g_01032	Syat.g_00804
OG0001225	Prag.g_01034	Syat.g_00806
OG0001226	Prag.g_01060	Syat.g_01485
OG0001228	Prag.g_01198	Syat.g_00938
OG0001229	Prag.g_01387	Syat.g_00981
OG0001230	Prag.g_01480	Syat.g_01235
OG0001231	Prag.g_01585	Syat.g_02327
OG0001232	Prag.g_01692	Syat.g_03041
OG0001233	Prag.g_01712	Syat.g_03012
OG0001234	Prag.g_01747	Syat.g_02092
OG0001235	Prag.g_01756	Syat.g_01838
OG0001236	Prag.g_01838	Syat.g_02156
OG0001237	Prag.g_01842	Syat.g_02161
OG0001238	Prag.g_01917	Syat.g_02673
OG0001239	Prag.g_00065	Syat.g_01472
OG0001241	Prag.g_00094	Syat.g_01564
OG0001242	Prag.g_00112	Syat.g_02936
OG0001243	Prag.g_00118	Syat.g_02928
OG0001244	Prag.g_00134	Syat.g_02901
OG0001245	Prag.g_00373	Syat.g_00212
OG0001246	Prag.g_00483	Syat.g_03209
OG0001247	Prag.g_00661	Syat.g_01019
OG0001248	Prag.g_00663	Syat.g_03159
OG0001249	Prag.g_00784	Syat.g_01620
OG0001250	Prag.g_00845	Syat.g_00739
OG0001251	Prag.g_00893	Syat.g_00963, Syat.g_00621
OG0001252	Prag.g_01027	Syat.g_00787
OG0001255	Prag.g_01137	Syat.g_00843
OG0001256	Prag.g_01578	Syat.g_03111
OG0001257	Prag.g_01584	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Prag.g_01666	Syat.g_03119
OG0001259	Prag.g_01710	Syat.g_03014
OG0001261	Prag.g_01796	Syat.g_01791
OG0001262	Prag.g_01900	Syat.g_02285
OG0001263	Prag.g_00121	Syat.g_02926
OG0001265	Prag.g_00111	Syat.g_02938
OG0001266	Prag.g_00196	Syat.g_02808
OG0001267	Prag.g_00271	Syat.g_02060
OG0001268	Prag.g_00334	Syat.g_01608
OG0001269	Prag.g_00353	Syat.g_02369
OG0001270	Prag.g_00413	Syat.g_02968
OG0001271	Prag.g_00451	Syat.g_01374
OG0001272	Prag.g_00465	Syat.g_03176
OG0001274	Prag.g_00681	Syat.g_02727
OG0001275	Prag.g_00992	Syat.g_00529
OG0001276	Prag.g_01011	Syat.g_00705
OG0001277	Prag.g_01068	Syat.g_03312
OG0001278	Prag.g_01203	Syat.g_00895
OG0001279	Prag.g_01302	Syat.g_01252
OG0001281	Prag.g_01360	Syat.g_01159
OG0001282	Prag.g_01390	Syat.g_02780
OG0001286	Prag.g_01808	Syat.g_01656
OG0001287	Prag.g_01863	Syat.g_02208
OG0001288	Prag.g_01872	Syat.g_02225
OG0001289	Prag.g_00081	Syat.g_01527
OG0001290	Prag.g_00093	Syat.g_01563
OG0001291	Prag.g_00128	Syat.g_02916
OG0001292	Prag.g_00241	Syat.g_01873
OG0001293	Prag.g_00252	Syat.g_01995
OG0001294	Prag.g_00371	Syat.g_00409
OG0001295	Prag.g_00446	Syat.g_00945
OG0001296	Prag.g_00488	Syat.g_03217
OG0001297	Prag.g_00493	Syat.g_03221
OG0001298	Prag.g_00555	Syat.g_00043
OG0001299	Prag.g_00644	Syat.g_00401
OG0001300	Prag.g_00671	Syat.g_01025
OG0001303	Prag.g_00996	Syat.g_00628
OG0001304	Prag.g_01021	Syat.g_00690
OG0001305	Prag.g_01040	Syat.g_00813
OG0001306	Prag.g_01139	Syat.g_03234
OG0001307	Prag.g_01372	Syat.g_02082
OG0001308	Prag.g_01500	Syat.g_01176
OG0001309	Prag.g_01582	Syat.g_01113
OG0001310	Prag.g_01681	Syat.g_03066
OG0001312	Prag.g_00945	Syat.g_00615
OG0001314	Prag.g_00735	Syat.g_00839, Syat.g_00137
OG0001315	Prag.g_00055	Syat.g_01634
OG0001317	Prag.g_00227	Syat.g_01451
OG0001318	Prag.g_00248	Syat.g_01888
OG0001319	Prag.g_00263	Syat.g_02048
OG0001323	Prag.g_00498	Syat.g_01111
OG0001325	Prag.g_00697	Syat.g_00664
OG0001326	Prag.g_00881	Syat.g_02525
OG0001327	Prag.g_01051	Syat.g_00414
OG0001329	Prag.g_01113	Syat.g_00097
OG0001331	Prag.g_01395	Syat.g_01301
OG0001333	Prag.g_01706	Syat.g_03018
OG0001336	Prag.g_01943	Syat.g_02402
OG0001345	Prag.g_01172	Syat.g_00290
OG0001347	Prag.g_01276	Syat.g_01136
OG0001348	Prag.g_01606	Syat.g_03316
OG0001351	Prag.g_00433	Syat.g_01318
OG0001353	Prag.g_00837	Syat.g_00717
OG0001354	Prag.g_00974	Syat.g_00558
OG0001355	Prag.g_01616	Syat.g_02589
OG0001356	Prag.g_00769	Syat.g_01035, Syat.g_01428
OG0001358	Prag.g_00598	Syat.g_03319
OG0001360	Prag.g_01081	Syat.g_00256
OG0001361	Prag.g_01169	Syat.g_00293
OG0001364	Prag.g_01831	Syat.g_02143
OG0001365	Prag.g_01910	Syat.g_02687
OG0001371	Prag.g_00657	Syat.g_01490
OG0001373	Prag.g_00880	Syat.g_02524
OG0001374	Prag.g_00888	Syat.g_02541
OG0001376	Prag.g_01045	Syat.g_00841
OG0001377	Prag.g_01046	Syat.g_00842
OG0001378	Prag.g_01090	Syat.g_02967
OG0001379	Prag.g_01349	Syat.g_01147
OG0001382	Prag.g_01599	Syat.g_00101
OG0001385	Prag.g_00877	Syat.g_02521
OG0001386	Prag.g_00878	Syat.g_02522
OG0001387	Prag.g_00879	Syat.g_02523
OG0001388	Prag.g_00882	Syat.g_02526
OG0001389	Prag.g_00883	Syat.g_02531
OG0001390	Prag.g_00884	Syat.g_02532
OG0001391	Prag.g_00885	Syat.g_02533
OG0001392	Prag.g_00886	Syat.g_02539
OG0001393	Prag.g_00887	Syat.g_02540
OG0001396	Prag.g_01277	Syat.g_01137, Syat.g_02665
OG0001401	Prag.g_01280	Syat.g_00721
OG0001402	Prag.g_00759	Syat.g_03314
OG0001403	Prag.g_00030	Syat.g_02307
OG0001406	Prag.g_01044	Syat.g_00840
OG0001408	Prag.g_01063	Syat.g_00211
OG0001409	Prag.g_01160	Syat.g_01007
OG0001413	Prag.g_01574	Syat.g_02775, Syat.g_00853
OG0001415	Prag.g_00224	Syat.g_00017
OG0001416	Prag.g_00438	Syat.g_02491
OG0001417	Prag.g_00448	Syat.g_01705
OG0001418	Prag.g_00662	Syat.g_03267
OG0001420	Prag.g_01098	Syat.g_01099
OG0001421	Prag.g_01579	Syat.g_03056
OG0001429	Prag.g_00796	Syat.g_00627
OG0001430	Prag.g_01322	Syat.g_03343
OG0001432	Prag.g_01573	Syat.g_00846
OG0001433	Prag.g_00768	Syat.g_01429
OG0001434	Prag.g_00925	Syat.g_00455
OG0001437	Prag.g_00223	Syat.g_00016
OG0001438	Prag.g_00284	Syat.g_02076
OG0001439	Prag.g_00298	Syat.g_02105
OG0001441	Prag.g_00500	Syat.g_01109
OG0001443	Prag.g_01652	Syat.g_02649
OG0001449	Prag.g_00388	Syat.g_00800
OG0001451	Prag.g_00865	Syat.g_02877
OG0001452	Prag.g_00894	Syat.g_01881
OG0001453	Prag.g_00986	Syat.g_00538
OG0001454	Prag.g_01074	Syat.g_00189
OG0001456	Prag.g_01130	Syat.g_02545
OG0001457	Prag.g_01131	Syat.g_02546
OG0001458	Prag.g_01132	Syat.g_02547
OG0001459	Prag.g_01312	Syat.g_03357, Syat.g_03358
OG0001460	Prag.g_00767	Syat.g_01430
OG0001462	Prag.g_00034	Syat.g_02301
OG0001467	Prag.g_00785	Syat.g_02457
OG0001473	Prag.g_01880	Syat.g_00190
OG0001474	Prag.g_00335	Syat.g_01607
OG0001477	Prag.g_01256	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001479	Prag.g_00332	Syat.g_01610
OG0001480	Prag.g_00363	Syat.g_00100
OG0001482	Prag.g_00436	Syat.g_00549
OG0001486	Prag.g_01151	Syat.g_03258
OG0001492	Prag.g_01200	Syat.g_00898
OG0001493	Prag.g_01208	Syat.g_00890
OG0001496	Prag.g_01254	Syat.g_00316
OG0001497	Prag.g_01255	Syat.g_00317
OG0001502	Prag.g_00776	Syat.g_00757
OG0001504	Prag.g_01313, Prag.g_01639	Syat.g_03356
OG0001507	Prag.g_01632	Syat.g_03261
OG0001514	Prag.g_01253	Syat.g_00315
OG0001523	Prag.g_01124	Syat.g_01089
OG0001524	Prag.g_01125	Syat.g_01088
OG0001526	Prag.g_01422	Syat.g_02907
OG0001546	Prag.g_00503	Syat.g_01106
OG0001547	Prag.g_00778	Syat.g_00645
OG0001549	Prag.g_00863	Syat.g_00799
OG0001553	Prag.g_01485	Syat.g_01230
OG0001554	Prag.g_01580	Syat.g_01005
OG0001556	Prag.g_00761	Syat.g_01046, Syat.g_03334, Syat.g_03147
OG0001558	Prag.g_01283	Syat.g_02323
OG0001564	Prag.g_01435	Syat.g_01209
OG0001567	Prag.g_00777	Syat.g_00651
OG0001568	Prag.g_00779	Syat.g_00643
OG0001587	Prag.g_01729	Syat.g_02990
OG0001613	Prag.g_01823	Syat.g_01635
OG0001635	Prag.g_01634	Syat.g_02229, Syat.g_01993
OG0001647	Prag.g_00264	Syat.g_02051
OG0001652	Prag.g_01281	Syat.g_02326
OG0001666	Prag.g_01311	Syat.g_03349
OG0001671	Prag.g_01288	Syat.g_02742
OG0001700	Prag.g_00766	Syat.g_01074
OG0001701	Prag.g_01731	Syat.g_02905
OG0001745	Prag.g_01572	Syat.g_00971
OG0001782	Prag.g_00326	Syat.g_01210
OG0001792	Prag.g_01441	Syat.g_00905
OG0002244	Prag.g_01631	Syat.g_00744
OG0002329	Prag.g_01279	Syat.g_01096
