Orthogroup	Prbn	Pran
OG0001119	Prbn.g_01403	Pran.g_00502
OG0001120	Prbn.g_01401	Pran.g_00504
OG0001122	Prbn.g_01381	Pran.g_00540
OG0001123	Prbn.g_01375	Pran.g_00544
OG0001124	Prbn.g_01373	Pran.g_00546
OG0001125	Prbn.g_01371	Pran.g_00547
OG0001126	Prbn.g_01460	Pran.g_00557
OG0001127	Prbn.g_01461	Pran.g_00558
OG0001128	Prbn.g_01463	Pran.g_00560
OG0001129	Prbn.g_01464	Pran.g_00561
OG0001130	Prbn.g_01465	Pran.g_00562
OG0001131	Prbn.g_00692	Pran.g_00154
OG0001132	Prbn.g_01039	Pran.g_00144
OG0001133	Prbn.g_01239	Pran.g_00110
OG0001134	Prbn.g_01650	Pran.g_00093
OG0001135	Prbn.g_01653	Pran.g_00090
OG0001136	Prbn.g_01186	Pran.g_00063
OG0001137	Prbn.g_01198	Pran.g_00052
OG0001138	Prbn.g_00392	Pran.g_00034
OG0001139	Prbn.g_00394	Pran.g_00033
OG0001140	Prbn.g_00395	Pran.g_00032
OG0001141	Prbn.g_00396	Pran.g_00031
OG0001142	Prbn.g_00397	Pran.g_00030
OG0001143	Prbn.g_00404	Pran.g_00023
OG0001144	Prbn.g_00409	Pran.g_00018
OG0001145	Prbn.g_01092	Pran.g_00884
OG0001146	Prbn.g_01080	Pran.g_00872
OG0001147	Prbn.g_01060	Pran.g_00854
OG0001148	Prbn.g_01242	Pran.g_00839
OG0001149	Prbn.g_00153	Pran.g_00838
OG0001150	Prbn.g_00154	Pran.g_00837
OG0001151	Prbn.g_00165	Pran.g_00826
OG0001152	Prbn.g_00166	Pran.g_00825
OG0001153	Prbn.g_00244	Pran.g_00701
OG0001154	Prbn.g_00245	Pran.g_00700
OG0001155	Prbn.g_00262	Pran.g_00688
OG0001156	Prbn.g_00265	Pran.g_00685
OG0001157	Prbn.g_00266	Pran.g_00684
OG0001158	Prbn.g_00267	Pran.g_00683
OG0001159	Prbn.g_00268	Pran.g_00682
OG0001160	Prbn.g_00900	Pran.g_00658
OG0001161	Prbn.g_01688	Pran.g_00646
OG0001162	Prbn.g_00134	Pran.g_00632
OG0001163	Prbn.g_01736	Pran.g_00962
OG0001164	Prbn.g_01740	Pran.g_00966
OG0001165	Prbn.g_01743	Pran.g_00969
OG0001166	Prbn.g_01764	Pran.g_00989
OG0001167	Prbn.g_01782	Pran.g_01006
OG0001168	Prbn.g_01784	Pran.g_01008
OG0001169	Prbn.g_01786	Pran.g_01010
OG0001170	Prbn.g_01788	Pran.g_01012
OG0001171	Prbn.g_01798	Pran.g_01021
OG0001172	Prbn.g_01814	Pran.g_01035
OG0001173	Prbn.g_01815	Pran.g_01036
OG0001174	Prbn.g_01823	Pran.g_01045
OG0001175	Prbn.g_01824	Pran.g_01046
OG0001176	Prbn.g_01832	Pran.g_01053
OG0001177	Prbn.g_01834	Pran.g_01055
OG0001178	Prbn.g_01750	Pran.g_01060
OG0001179	Prbn.g_01864	Pran.g_01089
OG0001180	Prbn.g_01887	Pran.g_01111
OG0001181	Prbn.g_01891	Pran.g_01115
OG0001182	Prbn.g_01899	Pran.g_01122
OG0001183	Prbn.g_01904	Pran.g_01126
OG0001184	Prbn.g_01017	Pran.g_01141
OG0001185	Prbn.g_01001	Pran.g_01155
OG0001186	Prbn.g_00977	Pran.g_01178
OG0001187	Prbn.g_00974	Pran.g_01183
OG0001188	Prbn.g_00972	Pran.g_01185
OG0001190	Prbn.g_00951	Pran.g_01205
OG0001191	Prbn.g_00941	Pran.g_01215
OG0001192	Prbn.g_00936	Pran.g_01220
OG0001193	Prbn.g_00924	Pran.g_01230
OG0001194	Prbn.g_00923	Pran.g_01231
OG0001195	Prbn.g_00922	Pran.g_01232
OG0001196	Prbn.g_00906	Pran.g_01245
OG0001198	Prbn.g_00297	Pran.g_01254
OG0001199	Prbn.g_00703	Pran.g_00358
OG0001201	Prbn.g_01311	Pran.g_00325
OG0001202	Prbn.g_00354	Pran.g_00233
OG0001204	Prbn.g_00306	Pran.g_01949
OG0001205	Prbn.g_00668	Pran.g_01735
OG0001206	Prbn.g_00648	Pran.g_01716
OG0001207	Prbn.g_00637	Pran.g_01701
OG0001208	Prbn.g_00632	Pran.g_01696
OG0001209	Prbn.g_00581	Pran.g_01643
OG0001210	Prbn.g_00576	Pran.g_01638
OG0001211	Prbn.g_00566	Pran.g_01628
OG0001212	Prbn.g_00519	Pran.g_01582
OG0001213	Prbn.g_00484	Pran.g_01549
OG0001214	Prbn.g_00428	Pran.g_01541
OG0001215	Prbn.g_01573	Pran.g_01488
OG0001216	Prbn.g_01552	Pran.g_01458
OG0001217	Prbn.g_01023	Pran.g_01415
OG0001218	Prbn.g_01126	Pran.g_01407
OG0001219	Prbn.g_01447	Pran.g_01354
OG0001220	Prbn.g_01490	Pran.g_01292
OG0001221	Prbn.g_01610	Pran.g_00440
OG0001222	Prbn.g_01368	Pran.g_00479
OG0001223	Prbn.g_01400	Pran.g_00505
OG0001225	Prbn.g_01469	Pran.g_00566
OG0001226	Prbn.g_00476	Pran.g_00159
OG0001227	Prbn.g_01141	Pran.g_00141
OG0001228	Prbn.g_00412	Pran.g_00015
OG0001229	Prbn.g_01127	Pran.g_00843
OG0001230	Prbn.g_00205	Pran.g_00741
OG0001231	Prbn.g_00691	Pran.g_00634
OG0001233	Prbn.g_01789	Pran.g_01013
OG0001234	Prbn.g_01826	Pran.g_01048
OG0001235	Prbn.g_01830	Pran.g_01057
OG0001237	Prbn.g_01016	Pran.g_01142
OG0001238	Prbn.g_00940	Pran.g_01216
OG0001239	Prbn.g_00706	Pran.g_00361
OG0001240	Prbn.g_01328	Pran.g_00340
OG0001241	Prbn.g_01318	Pran.g_00332
OG0001242	Prbn.g_01298	Pran.g_00314
OG0001244	Prbn.g_01276	Pran.g_00293
OG0001245	Prbn.g_01150	Pran.g_01815
OG0001247	Prbn.g_01580	Pran.g_01495
OG0001248	Prbn.g_01578	Pran.g_01493
OG0001249	Prbn.g_00102	Pran.g_01365
OG0001250	Prbn.g_01503	Pran.g_01303
OG0001251	Prbn.g_01929	Pran.g_00414
OG0001252	Prbn.g_01462	Pran.g_00559
OG0001253	Prbn.g_00473	Pran.g_00140
OG0001254	Prbn.g_01652	Pran.g_00091
OG0001255	Prbn.g_01171	Pran.g_00076
OG0001256	Prbn.g_00893	Pran.g_00641
OG0001258	Prbn.g_01741	Pran.g_00967
OG0001259	Prbn.g_01787	Pran.g_01011
OG0001260	Prbn.g_01804	Pran.g_01027
OG0001261	Prbn.g_01872	Pran.g_01097
OG0001265	Prbn.g_01299	Pran.g_00315
OG0001266	Prbn.g_00350	Pran.g_00229
OG0001267	Prbn.g_00047	Pran.g_01914
OG0001268	Prbn.g_00110	Pran.g_01856
OG0001269	Prbn.g_01491	Pran.g_01835
OG0001270	Prbn.g_00679	Pran.g_01746
OG0001271	Prbn.g_00642	Pran.g_01706
OG0001272	Prbn.g_00628	Pran.g_01692
OG0001273	Prbn.g_00422	Pran.g_01547
OG0001274	Prbn.g_00326	Pran.g_01473
OG0001275	Prbn.g_01390	Pran.g_00515
OG0001276	Prbn.g_01376	Pran.g_00543
OG0001277	Prbn.g_00918	Pran.g_00152
OG0001278	Prbn.g_00416	Pran.g_00010
OG0001279	Prbn.g_00810	Pran.g_00609
OG0001280	Prbn.g_01085	Pran.g_00877
OG0001281	Prbn.g_01079	Pran.g_00871
OG0001282	Prbn.g_01241	Pran.g_00840
OG0001283	Prbn.g_00909	Pran.g_00820
OG0001284	Prbn.g_00287	Pran.g_00663
OG0001285	Prbn.g_01772	Pran.g_00996
OG0001286	Prbn.g_01885	Pran.g_01109
OG0001287	Prbn.g_00994	Pran.g_01162
OG0001288	Prbn.g_00984	Pran.g_01171
OG0001289	Prbn.g_01334	Pran.g_00345
OG0001290	Prbn.g_01319	Pran.g_00333
OG0001291	Prbn.g_01281	Pran.g_00299
OG0001292	Prbn.g_00014	Pran.g_01944
OG0001293	Prbn.g_00027	Pran.g_01932
OG0001295	Prbn.g_00146	Pran.g_01711
OG0001296	Prbn.g_00605	Pran.g_01669
OG0001297	Prbn.g_00600	Pran.g_01664
OG0001298	Prbn.g_00539	Pran.g_01601
OG0001299	Prbn.g_00842	Pran.g_01512
OG0001300	Prbn.g_01569	Pran.g_01485
OG0001301	Prbn.g_01564	Pran.g_01482
OG0001302	Prbn.g_01451	Pran.g_01356
OG0001303	Prbn.g_01707	Pran.g_01434
OG0001304	Prbn.g_01363	Pran.g_00553
OG0001305	Prbn.g_01475	Pran.g_00572
OG0001306	Prbn.g_01174	Pran.g_00074
OG0001308	Prbn.g_00222	Pran.g_00723
OG0001309	Prbn.g_00865	Pran.g_00637
OG0001310	Prbn.g_01758	Pran.g_00982
OG0001311	Prbn.g_01374	Pran.g_00545
OG0001312	Prbn.g_01438	Pran.g_00468
OG0001315	Prbn.g_01136	Pran.g_00371
OG0001316	Prbn.g_01277	Pran.g_00294
OG0001317	Prbn.g_00316	Pran.g_00198
OG0001318	Prbn.g_00023	Pran.g_01936
OG0001319	Prbn.g_00040	Pran.g_01921
OG0001320	Prbn.g_01673, Prbn.g_01706	Pran.g_01813
OG0001321	Prbn.g_00662	Pran.g_01726
OG0001322	Prbn.g_00661	Pran.g_01725
OG0001323	Prbn.g_00595	Pran.g_01659
OG0001324	Prbn.g_01568	Pran.g_01484
OG0001325	Prbn.g_00859	Pran.g_01455
OG0001327	Prbn.g_01633	Pran.g_00167
OG0001328	Prbn.g_01103	Pran.g_00142
OG0001329	Prbn.g_01704	Pran.g_00101
OG0001331	Prbn.g_00156	Pran.g_00835
OG0001332	Prbn.g_00258	Pran.g_00690
OG0001333	Prbn.g_01783	Pran.g_01007
OG0001334	Prbn.g_01907	Pran.g_01129
OG0001335	Prbn.g_01908	Pran.g_01130
OG0001339	Prbn.g_01316	Pran.g_00330
OG0001340	Prbn.g_00098	Pran.g_01866
OG0001341	Prbn.g_01134	Pran.g_01418
OG0001342	Prbn.g_01727	Pran.g_01361
OG0001343	Prbn.g_01932	Pran.g_00411
OG0001344	Prbn.g_01193	Pran.g_00056
OG0001345	Prbn.g_01209	Pran.g_00041
OG0001346	Prbn.g_01083	Pran.g_00875
OG0001348	Prbn.g_00148	Pran.g_00604
OG0001349	Prbn.g_00174	Pran.g_00805
OG0001352	Prbn.g_01584	Pran.g_01498
OG0001353	Prbn.g_01513	Pran.g_01311
OG0001354	Prbn.g_01408	Pran.g_00497
OG0001356	Prbn.g_01733	Pran.g_01390
OG0001359	Prbn.g_01931	Pran.g_00412
OG0001362	Prbn.g_00226	Pran.g_00719
OG0001363	Prbn.g_00228	Pran.g_00717
OG0001364	Prbn.g_01910	Pran.g_01132
OG0001365	Prbn.g_00947	Pran.g_01209
OG0001371	Prbn.g_01585	Pran.g_01499
OG0001372	Prbn.g_00475	Pran.g_01408, Pran.g_01379
OG0001375	Prbn.g_01933	Pran.g_00192
OG0001379	Prbn.g_01090	Pran.g_00882
OG0001380	Prbn.g_01124	Pran.g_00852
OG0001381	Prbn.g_01164	Pran.g_00847
OG0001382	Prbn.g_01121	Pran.g_00618
OG0001394	Prbn.g_01606	Pran.g_00444
OG0001397	Prbn.g_00227	Pran.g_00718
OG0001398	Prbn.g_01637	Pran.g_00596
OG0001403	Prbn.g_00751	Pran.g_00394
OG0001404	Prbn.g_00709	Pran.g_00364
OG0001407	Prbn.g_01117	Pran.g_00161
OG0001409	Prbn.g_01197	Pran.g_00053
OG0001411	Prbn.g_00716	Pran.g_00809
OG0001414	Prbn.g_00321	Pran.g_00203
OG0001415	Prbn.g_00319	Pran.g_00201
OG0001418	Prbn.g_01579	Pran.g_01494
OG0001419	Prbn.g_01118	Pran.g_00160
OG0001421	Prbn.g_00892	Pran.g_00640
OG0001422	Prbn.g_01114	Pran.g_00607
OG0001423	Prbn.g_00787	Pran.g_01777
OG0001424	Prbn.g_01042	Pran.g_00415
OG0001425	Prbn.g_00937	Pran.g_01219
OG0001428	Prbn.g_00382	Pran.g_00260
OG0001429	Prbn.g_01446	Pran.g_01353
OG0001433	Prbn.g_01732	Pran.g_01391
OG0001434	Prbn.g_01601	Pran.g_00448
OG0001437	Prbn.g_00320	Pran.g_00202
OG0001440	Prbn.g_01709, Prbn.g_01703	Pran.g_01758, Pran.g_01778
OG0001443	Prbn.g_01128	Pran.g_00595
OG0001446	Prbn.g_01034	Pran.g_00353
OG0001448	Prbn.g_00658	Pran.g_01827
OG0001450	Prbn.g_01576	Pran.g_01491
OG0001451	Prbn.g_01479	Pran.g_01282
OG0001455	Prbn.g_01133	Pran.g_00935
OG0001460	Prbn.g_01731	Pran.g_01392
OG0001461	Prbn.g_00725	Pran.g_00916
OG0001463	Prbn.g_00054	Pran.g_01908
OG0001464	Prbn.g_00099	Pran.g_01865
OG0001465	Prbn.g_01557	Pran.g_01476
OG0001468	Prbn.g_01941	Pran.g_00169
OG0001472	Prbn.g_00467	Pran.g_00638
OG0001481	Prbn.g_01104	Pran.g_01821
OG0001484	Prbn.g_00877	Pran.g_01414
OG0001485	Prbn.g_00803	Pran.g_00575, Pran.g_00912
OG0001486	Prbn.g_01187	Pran.g_00062
OG0001491	Prbn.g_01454	Pran.g_01358
OG0001500	Prbn.g_00029	Pran.g_01930
OG0001501	Prbn.g_01635	Pran.g_01471
OG0001503	Prbn.g_01028	Pran.g_00085
OG0001506	Prbn.g_00256	Pran.g_00692
OG0001521	Prbn.g_01456	Pran.g_01417
OG0001523	Prbn.g_01655	Pran.g_00089
OG0001524	Prbn.g_01656	Pran.g_00088
OG0001525	Prbn.g_01710	Pran.g_00629
OG0001526	Prbn.g_00721	Pran.g_01030
OG0001527	Prbn.g_00553	Pran.g_01615
OG0001550	Prbn.g_01024	Pran.g_00105
OG0001552	Prbn.g_00889	Pran.g_00920
OG0001565	Prbn.g_00784	Pran.g_01757
OG0001566	Prbn.g_01588	Pran.g_01502
OG0001569	Prbn.g_00774	Pran.g_00134
OG0001571	Prbn.g_00813	Pran.g_00112
OG0001572	Prbn.g_00811	Pran.g_01768
OG0001581	Prbn.g_01065	Pran.g_00289
OG0001583	Prbn.g_01455	Pran.g_01359
OG0001584	Prbn.g_00852	Pran.g_00460
OG0001587	Prbn.g_01806	Pran.g_01029
OG0001588	Prbn.g_00688	Pran.g_00817
OG0001595	Prbn.g_00711	Pran.g_00365
OG0001596	Prbn.g_00702	Pran.g_00357
OG0001597	Prbn.g_00253	Pran.g_01832
OG0001598	Prbn.g_01566	Pran.g_00927
OG0001599	Prbn.g_00650	Pran.g_01718
OG0001600	Prbn.g_00603	Pran.g_01667
OG0001601	Prbn.g_01590	Pran.g_01504
OG0001603	Prbn.g_01452	Pran.g_01357
OG0001604	Prbn.g_01613	Pran.g_00437
OG0001605	Prbn.g_01029	Pran.g_00536
OG0001606	Prbn.g_01019	Pran.g_00904
OG0001607	Prbn.g_00801	Pran.g_00087
OG0001608	Prbn.g_01360	Pran.g_00849
OG0001609	Prbn.g_00254	Pran.g_00694
OG0001610	Prbn.g_00257	Pran.g_00691
OG0001611	Prbn.g_01666	Pran.g_00626
OG0001626	Prbn.g_00796	Pran.g_01419
OG0001628	Prbn.g_00477	Pran.g_01405, Pran.g_01763
OG0001629	Prbn.g_00822	Pran.g_01404
OG0001630	Prbn.g_01924	Pran.g_00419
OG0001631	Prbn.g_00805	Pran.g_00164
OG0001648	Prbn.g_01681	Pran.g_01822
OG0001649	Prbn.g_01021	Pran.g_00163
OG0001651	Prbn.g_01153	Pran.g_00628
OG0001662	Prbn.g_01639	Pran.g_00124
OG0001668	Prbn.g_01669, Prbn.g_01699	Pran.g_00592
OG0001669	Prbn.g_01066, Prbn.g_01687	Pran.g_00910
OG0001684	Prbn.g_00526	Pran.g_01589
OG0001685	Prbn.g_00472	Pran.g_01281
OG0001686	Prbn.g_01149	Pran.g_00535
OG0001687	Prbn.g_00652	Pran.g_00170
OG0001689	Prbn.g_00986	Pran.g_01169
OG0001697	Prbn.g_01453	Pran.g_00178
OG0001701	Prbn.g_00720	Pran.g_01031
OG0001705	Prbn.g_01808	Pran.g_01793
OG0001707	Prbn.g_01142	Pran.g_00147
OG0001710	Prbn.g_00459	Pran.g_01051
OG0001722	Prbn.g_01926	Pran.g_00417
OG0001725	Prbn.g_00132	Pran.g_01803
OG0001780	Prbn.g_00179	Pran.g_00799
OG0001820	Prbn.g_01040	Pran.g_00901
OG0001834	Prbn.g_00176	Pran.g_00802
OG0001922	Prbn.g_00194	Pran.g_00861
OG0001923	Prbn.g_00187	Pran.g_00793
OG0001988	Prbn.g_01108	Pran.g_01836
OG0002096	Prbn.g_00185	Pran.g_00795
OG0002106	Prbn.g_01112	Pran.g_01809
OG0002270	Prbn.g_00183	Pran.g_00757
OG0002275	Prbn.g_01715	Pran.g_00934
OG0002321	Prbn.g_00180	Pran.g_00798
OG0002326	Prbn.g_01682	Pran.g_00086
OG0002421	Prbn.g_00181	Pran.g_00797
OG0002480	Prbn.g_00177	Pran.g_00801
OG0002487	Prbn.g_01101	Pran.g_00945
OG0002772	Prbn.g_01231	Pran.g_00776
OG0002773	Prbn.g_01226	Pran.g_00781
OG0002774	Prbn.g_01227	Pran.g_00780
OG0002775	Prbn.g_01224	Pran.g_00779
OG0002894	Prbn.g_00175	Pran.g_00804
