Orthogroup	Prbn	Syam
OG0001119	Prbn.g_01403	Syam.g_01152
OG0001120	Prbn.g_01401	Syam.g_01156
OG0001122	Prbn.g_01381	Syam.g_01184
OG0001123	Prbn.g_01375	Syam.g_01191
OG0001124	Prbn.g_01373	Syam.g_01194
OG0001125	Prbn.g_01371	Syam.g_01196
OG0001126	Prbn.g_01460	Syam.g_00757
OG0001127	Prbn.g_01461	Syam.g_00758
OG0001128	Prbn.g_01463	Syam.g_00764
OG0001129	Prbn.g_01464	Syam.g_00766
OG0001130	Prbn.g_01465	Syam.g_00767
OG0001131	Prbn.g_00692	Syam.g_01337
OG0001132	Prbn.g_01039	Syam.g_01020
OG0001134	Prbn.g_01650	Syam.g_00915
OG0001135	Prbn.g_01653	Syam.g_00917
OG0001136	Prbn.g_01186	Syam.g_01797
OG0001137	Prbn.g_01198	Syam.g_01780
OG0001138	Prbn.g_00392	Syam.g_00898
OG0001139	Prbn.g_00394	Syam.g_00896
OG0001140	Prbn.g_00395	Syam.g_00895
OG0001141	Prbn.g_00396	Syam.g_00894
OG0001142	Prbn.g_00397	Syam.g_00892
OG0001143	Prbn.g_00404	Syam.g_00883
OG0001144	Prbn.g_00409	Syam.g_00873
OG0001145	Prbn.g_01092	Syam.g_01817
OG0001146	Prbn.g_01080	Syam.g_01836
OG0001147	Prbn.g_01060	Syam.g_01665
OG0001148	Prbn.g_01242	Syam.g_00573
OG0001149	Prbn.g_00153	Syam.g_00572
OG0001150	Prbn.g_00154	Syam.g_00571
OG0001151	Prbn.g_00165	Syam.g_00558
OG0001152	Prbn.g_00166	Syam.g_00557
OG0001153	Prbn.g_00244	Syam.g_01652
OG0001154	Prbn.g_00245	Syam.g_01654
OG0001155	Prbn.g_00262	Syam.g_01925
OG0001156	Prbn.g_00265	Syam.g_01928
OG0001157	Prbn.g_00266	Syam.g_01929
OG0001158	Prbn.g_00267	Syam.g_01930
OG0001159	Prbn.g_00268	Syam.g_01931
OG0001160	Prbn.g_00900	Syam.g_01969
OG0001161	Prbn.g_01688	Syam.g_02338
OG0001162	Prbn.g_00134	Syam.g_01257
OG0001163	Prbn.g_01736	Syam.g_01977
OG0001164	Prbn.g_01740	Syam.g_01983
OG0001165	Prbn.g_01743	Syam.g_01988
OG0001166	Prbn.g_01764	Syam.g_02011
OG0001167	Prbn.g_01782	Syam.g_01888
OG0001168	Prbn.g_01784	Syam.g_01890
OG0001169	Prbn.g_01786	Syam.g_01892
OG0001170	Prbn.g_01788	Syam.g_01894
OG0001171	Prbn.g_01798	Syam.g_01904
OG0001172	Prbn.g_01814	Syam.g_00292
OG0001173	Prbn.g_01815	Syam.g_00293
OG0001174	Prbn.g_01823	Syam.g_00301
OG0001175	Prbn.g_01824	Syam.g_00302
OG0001176	Prbn.g_01832	Syam.g_00321
OG0001177	Prbn.g_01834	Syam.g_00319
OG0001178	Prbn.g_01750	Syam.g_01995
OG0001179	Prbn.g_01864	Syam.g_00351
OG0001180	Prbn.g_01887	Syam.g_00378
OG0001181	Prbn.g_01891	Syam.g_00382
OG0001182	Prbn.g_01899	Syam.g_00391
OG0001183	Prbn.g_01904	Syam.g_00396
OG0001184	Prbn.g_01017	Syam.g_00143
OG0001185	Prbn.g_01001	Syam.g_00121
OG0001186	Prbn.g_00977	Syam.g_00076
OG0001187	Prbn.g_00974	Syam.g_00073
OG0001188	Prbn.g_00972	Syam.g_00070
OG0001189	Prbn.g_00956	Syam.g_00054
OG0001190	Prbn.g_00951	Syam.g_02313
OG0001191	Prbn.g_00941	Syam.g_02324
OG0001192	Prbn.g_00936	Syam.g_02330
OG0001193	Prbn.g_00924	Syam.g_02355
OG0001194	Prbn.g_00923	Syam.g_02357
OG0001195	Prbn.g_00922	Syam.g_02358
OG0001196	Prbn.g_00906	Syam.g_02429
OG0001198	Prbn.g_00297	Syam.g_02443
OG0001199	Prbn.g_00703	Syam.g_02068
OG0001201	Prbn.g_01311	Syam.g_02122
OG0001202	Prbn.g_00354	Syam.g_02255
OG0001203	Prbn.g_00312	Syam.g_00511
OG0001204	Prbn.g_00306	Syam.g_00282
OG0001205	Prbn.g_00668	Syam.g_01852
OG0001206	Prbn.g_00648	Syam.g_01680
OG0001208	Prbn.g_00632	Syam.g_00585
OG0001209	Prbn.g_00581	Syam.g_00654
OG0001210	Prbn.g_00576	Syam.g_00663
OG0001211	Prbn.g_00566	Syam.g_00678
OG0001212	Prbn.g_00519	Syam.g_01717
OG0001213	Prbn.g_00484	Syam.g_01479
OG0001214	Prbn.g_00428	Syam.g_01466
OG0001215	Prbn.g_01573	Syam.g_00808
OG0001216	Prbn.g_01552	Syam.g_01245
OG0001217	Prbn.g_01023	Syam.g_01403
OG0001218	Prbn.g_01126	Syam.g_01662
OG0001219	Prbn.g_01447	Syam.g_01080
OG0001220	Prbn.g_01490	Syam.g_01754
OG0001221	Prbn.g_01610	Syam.g_01334
OG0001222	Prbn.g_01368	Syam.g_01111
OG0001224	Prbn.g_01467	Syam.g_00770
OG0001225	Prbn.g_01469	Syam.g_00772
OG0001226	Prbn.g_00476	Syam.g_01425
OG0001227	Prbn.g_01141	Syam.g_02340
OG0001228	Prbn.g_00412	Syam.g_01858
OG0001229	Prbn.g_01127	Syam.g_00796
OG0001230	Prbn.g_00205	Syam.g_01603
OG0001231	Prbn.g_00691	Syam.g_00017
OG0001233	Prbn.g_01789	Syam.g_01895
OG0001234	Prbn.g_01826	Syam.g_00306
OG0001235	Prbn.g_01830	Syam.g_00313
OG0001236	Prbn.g_01919	Syam.g_00146
OG0001237	Prbn.g_01016	Syam.g_00141
OG0001238	Prbn.g_00940	Syam.g_02326
OG0001239	Prbn.g_00706	Syam.g_02065
OG0001240	Prbn.g_01328	Syam.g_02105
OG0001241	Prbn.g_01318	Syam.g_02115
OG0001242	Prbn.g_01298	Syam.g_02145
OG0001244	Prbn.g_01276	Syam.g_02188
OG0001245	Prbn.g_01150	Syam.g_01057
OG0001247	Prbn.g_01580	Syam.g_01253
OG0001248	Prbn.g_01578	Syam.g_01256
OG0001249	Prbn.g_00102	Syam.g_00436
OG0001250	Prbn.g_01503	Syam.g_00731
OG0001251	Prbn.g_01929	Syam.g_02365
OG0001252	Prbn.g_01462	Syam.g_00763
OG0001253	Prbn.g_00473	Syam.g_01021
OG0001254	Prbn.g_01652	Syam.g_00916
OG0001255	Prbn.g_01171	Syam.g_01056
OG0001256	Prbn.g_00893	Syam.g_01976
OG0001258	Prbn.g_01741	Syam.g_01986
OG0001259	Prbn.g_01787	Syam.g_01893
OG0001260	Prbn.g_01804	Syam.g_01912
OG0001261	Prbn.g_01872	Syam.g_00360
OG0001263	Prbn.g_01289	Syam.g_02159
OG0001265	Prbn.g_01299	Syam.g_02143
OG0001266	Prbn.g_00350	Syam.g_02259
OG0001267	Prbn.g_00047	Syam.g_00230
OG0001268	Prbn.g_00110	Syam.g_00463
OG0001269	Prbn.g_01491	Syam.g_00956
OG0001270	Prbn.g_00679	Syam.g_01871
OG0001271	Prbn.g_00642	Syam.g_01671
OG0001272	Prbn.g_00628	Syam.g_00589
OG0001273	Prbn.g_00422	Syam.g_01472
OG0001274	Prbn.g_00326	Syam.g_02285
OG0001275	Prbn.g_01390	Syam.g_01174
OG0001276	Prbn.g_01376	Syam.g_01190
OG0001277	Prbn.g_00918	Syam.g_02415
OG0001278	Prbn.g_00416	Syam.g_00862
OG0001279	Prbn.g_00810	Syam.g_01590
OG0001280	Prbn.g_01085	Syam.g_01827
OG0001281	Prbn.g_01079	Syam.g_01837
OG0001282	Prbn.g_01241	Syam.g_00574
OG0001283	Prbn.g_00909	Syam.g_02424
OG0001284	Prbn.g_00287	Syam.g_01960
OG0001285	Prbn.g_01772	Syam.g_02380
OG0001286	Prbn.g_01885	Syam.g_00376
OG0001287	Prbn.g_00994	Syam.g_00113
OG0001288	Prbn.g_00984	Syam.g_00102
OG0001289	Prbn.g_01334	Syam.g_02089
OG0001290	Prbn.g_01319	Syam.g_02114
OG0001291	Prbn.g_01281	Syam.g_02170
OG0001292	Prbn.g_00014	Syam.g_00276
OG0001293	Prbn.g_00027	Syam.g_00256
OG0001295	Prbn.g_00146	Syam.g_00665
OG0001296	Prbn.g_00605	Syam.g_00617
OG0001297	Prbn.g_00600	Syam.g_00621
OG0001298	Prbn.g_00539	Syam.g_01738
OG0001299	Prbn.g_00842	Syam.g_01371
OG0001300	Prbn.g_01569	Syam.g_00800
OG0001301	Prbn.g_01564	Syam.g_00786
OG0001302	Prbn.g_01451	Syam.g_01437
OG0001303	Prbn.g_01707	Syam.g_01082
OG0001304	Prbn.g_01363	Syam.g_01204
OG0001305	Prbn.g_01475	Syam.g_00780
OG0001306	Prbn.g_01174	Syam.g_01811
OG0001307	Prbn.g_01215	Syam.g_00945
OG0001308	Prbn.g_00222	Syam.g_01623
OG0001309	Prbn.g_00865	Syam.g_00628
OG0001311	Prbn.g_01374	Syam.g_01192
OG0001312	Prbn.g_01438	Syam.g_01092
OG0001314	Prbn.g_00777	Syam.g_01445
OG0001315	Prbn.g_01136	Syam.g_00394
OG0001316	Prbn.g_01277	Syam.g_02176
OG0001317	Prbn.g_00316	Syam.g_00505
OG0001319	Prbn.g_00040	Syam.g_00241
OG0001321	Prbn.g_00662	Syam.g_01846
OG0001322	Prbn.g_00661	Syam.g_01845
OG0001323	Prbn.g_00595	Syam.g_00631
OG0001324	Prbn.g_01568	Syam.g_00799
OG0001325	Prbn.g_00859	Syam.g_01241
OG0001327	Prbn.g_01633	Syam.g_01359
OG0001328	Prbn.g_01103	Syam.g_01340
OG0001330	Prbn.g_00876	Syam.g_01819
OG0001331	Prbn.g_00156	Syam.g_00569
OG0001332	Prbn.g_00258	Syam.g_01919
OG0001333	Prbn.g_01783	Syam.g_01889
OG0001334	Prbn.g_01907	Syam.g_00405
OG0001335	Prbn.g_01908	Syam.g_00406
OG0001337	Prbn.g_00097	Syam.g_00402, Syam.g_00424
OG0001338	Prbn.g_00100	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428
OG0001339	Prbn.g_01316	Syam.g_02117
OG0001340	Prbn.g_00098	Syam.g_00425
OG0001341	Prbn.g_01134	Syam.g_00795
OG0001343	Prbn.g_01932	Syam.g_02361
OG0001344	Prbn.g_01193	Syam.g_01790
OG0001345	Prbn.g_01209	Syam.g_01764
OG0001346	Prbn.g_01083	Syam.g_01831
OG0001348	Prbn.g_00148	Syam.g_00750
OG0001350	Prbn.g_00313	Syam.g_00510
OG0001351	Prbn.g_00656	Syam.g_01695
OG0001352	Prbn.g_01584	Syam.g_00644
OG0001353	Prbn.g_01513	Syam.g_00742
OG0001354	Prbn.g_01408	Syam.g_01145
OG0001355	Prbn.g_01354	Syam.g_00957
OG0001356	Prbn.g_01733	Syam.g_00751
OG0001357	Prbn.g_01110	Syam.g_00449
OG0001359	Prbn.g_01931	Syam.g_02360
OG0001362	Prbn.g_00226	Syam.g_01628
OG0001363	Prbn.g_00228	Syam.g_01630
OG0001364	Prbn.g_01910	Syam.g_00158
OG0001368	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775	Syam.g_00283
OG0001370	Prbn.g_00651	Syam.g_01536, Syam.g_01942, Syam.g_02033, Syam.g_02379
OG0001372	Prbn.g_00475	Syam.g_00450, Syam.g_00984
OG0001375	Prbn.g_01933	Syam.g_02362
OG0001379	Prbn.g_01090	Syam.g_01821
OG0001380	Prbn.g_01124	Syam.g_01409
OG0001381	Prbn.g_01164	Syam.g_00939
OG0001382	Prbn.g_01121	Syam.g_01557
OG0001394	Prbn.g_01606	Syam.g_01321
OG0001397	Prbn.g_00227	Syam.g_01629
OG0001398	Prbn.g_01637	Syam.g_01052
OG0001401	Prbn.g_01508	Syam.g_00738, Syam.g_00737
OG0001402	Prbn.g_00490	Syam.g_01490
OG0001404	Prbn.g_00709	Syam.g_02061
OG0001407	Prbn.g_01117	Syam.g_00645
OG0001414	Prbn.g_00321	Syam.g_00940
OG0001419	Prbn.g_01118	Syam.g_00646
OG0001421	Prbn.g_00892	Syam.g_01019
OG0001422	Prbn.g_01114	Syam.g_01822
OG0001423	Prbn.g_00787	Syam.g_00534, Syam.g_00553, Syam.g_00548
OG0001425	Prbn.g_00937	Syam.g_02329
OG0001428	Prbn.g_00382	Syam.g_02220
OG0001429	Prbn.g_01446	Syam.g_01083
OG0001430	Prbn.g_01125	Syam.g_02305
OG0001433	Prbn.g_01732	Syam.g_00752
OG0001434	Prbn.g_01601	Syam.g_01316
OG0001435	Prbn.g_01625	Syam.g_01353
OG0001443	Prbn.g_01128	Syam.g_02335
OG0001448	Prbn.g_00658	Syam.g_02342
OG0001460	Prbn.g_01731	Syam.g_00753
OG0001461	Prbn.g_00725	Syam.g_00928
OG0001465	Prbn.g_01557	Syam.g_01250
OG0001467	Prbn.g_01235	Syam.g_01438
OG0001468	Prbn.g_01941	Syam.g_01435
OG0001472	Prbn.g_00467	Syam.g_00833
OG0001476	Prbn.g_01196	Syam.g_01784
OG0001477	Prbn.g_00833	Syam.g_00789
OG0001484	Prbn.g_00877	Syam.g_02378
OG0001487	Prbn.g_00252	Syam.g_01661
OG0001488	Prbn.g_01202	Syam.g_01774
OG0001489	Prbn.g_01896	Syam.g_00387
OG0001496	Prbn.g_00831	Syam.g_00791
OG0001497	Prbn.g_00832	Syam.g_00790
OG0001498	Prbn.g_00695	Syam.g_00490
OG0001510	Prbn.g_00990	Syam.g_00109
OG0001511	Prbn.g_01307	Syam.g_02129
OG0001512	Prbn.g_01132	Syam.g_00512
OG0001514	Prbn.g_00830	Syam.g_00792
OG0001515	Prbn.g_01571	Syam.g_00804
OG0001516	Prbn.g_00839	Syam.g_01374
OG0001517	Prbn.g_00106	Syam.g_00458
OG0001518	Prbn.g_00938	Syam.g_02328
OG0001519	Prbn.g_00933	Syam.g_02337
OG0001526	Prbn.g_00721	Syam.g_02183
OG0001527	Prbn.g_00553	Syam.g_00693
OG0001529	Prbn.g_00741	Syam.g_00047
OG0001530	Prbn.g_01308	Syam.g_02127
OG0001531	Prbn.g_00311	Syam.g_00513
OG0001532	Prbn.g_00393	Syam.g_00897
OG0001534	Prbn.g_01362	Syam.g_01205
OG0001535	Prbn.g_01378	Syam.g_01188
OG0001536	Prbn.g_01422	Syam.g_01119
OG0001537	Prbn.g_01609	Syam.g_01333
OG0001538	Prbn.g_01541	Syam.g_01285
OG0001539	Prbn.g_01631	Syam.g_01357
OG0001540	Prbn.g_01287	Syam.g_02161
OG0001541	Prbn.g_00374	Syam.g_02229
OG0001542	Prbn.g_00368	Syam.g_02238
OG0001543	Prbn.g_01098	Syam.g_02271
OG0001544	Prbn.g_00934	Syam.g_02336
OG0001545	Prbn.g_00919	Syam.g_02414
OG0001549	Prbn.g_01481	Syam.g_01761
OG0001557	Prbn.g_01605	Syam.g_01320
OG0001559	Prbn.g_01309	Syam.g_02126
OG0001560	Prbn.g_01320	Syam.g_02113
OG0001561	Prbn.g_01372	Syam.g_01195
OG0001562	Prbn.g_01385	Syam.g_01180
OG0001563	Prbn.g_01880	Syam.g_00370
OG0001564	Prbn.g_00722	Syam.g_02383
OG0001572	Prbn.g_00811	Syam.g_00531
OG0001574	Prbn.g_00555	Syam.g_00691
OG0001575	Prbn.g_00550	Syam.g_00696
OG0001576	Prbn.g_01070	Syam.g_01699
OG0001577	Prbn.g_01184	Syam.g_01799
OG0001579	Prbn.g_00095	Syam.g_00418
OG0001580	Prbn.g_00734	Syam.g_02300
OG0001589	Prbn.g_01791	Syam.g_01897
OG0001591	Prbn.g_01592	Syam.g_01363
OG0001592	Prbn.g_00735	Syam.g_02301
OG0001614	Prbn.g_01002	Syam.g_00123
OG0001616	Prbn.g_00385	Syam.g_00909
OG0001617	Prbn.g_01567	Syam.g_00797
OG0001619	Prbn.g_01429	Syam.g_01108
OG0001620	Prbn.g_00114	Syam.g_00470
OG0001621	Prbn.g_00019	Syam.g_00267
OG0001622	Prbn.g_00910	Syam.g_02423
OG0001636	Prbn.g_00747	Syam.g_00040
OG0001638	Prbn.g_01756	Syam.g_02001
OG0001639	Prbn.g_00261	Syam.g_01924
OG0001640	Prbn.g_01459	Syam.g_00756
OG0001641	Prbn.g_01397	Syam.g_01164
OG0001643	Prbn.g_00431	Syam.g_01463
OG0001644	Prbn.g_01951	Syam.g_01229
OG0001654	Prbn.g_00259	Syam.g_01922
OG0001656	Prbn.g_00094	Syam.g_00413
OG0001657	Prbn.g_01258	Syam.g_02202
OG0001658	Prbn.g_00739	Syam.g_02312
OG0001659	Prbn.g_00143	Syam.g_00901
OG0001676	Prbn.g_00096	Syam.g_00412
OG0001678	Prbn.g_01813	Syam.g_00291
OG0001691	Prbn.g_01457	Syam.g_01497
OG0001693	Prbn.g_01689	Syam.g_00775
OG0001717	Prbn.g_00826	Syam.g_02215
OG0001733	Prbn.g_01729	Syam.g_01219
OG0001758	Prbn.g_01723	Syam.g_00551
OG0001769	Prbn.g_01137	Syam.g_01449
OG0001771	Prbn.g_01672	Syam.g_00958
OG0001795	Prbn.g_01712, Prbn.g_01943	Syam.g_01940
OG0001836	Prbn.g_01237	Syam.g_00760
OG0001875	Prbn.g_01722	Syam.g_00550
OG0001876	Prbn.g_01721	Syam.g_00549
OG0001916	Prbn.g_00618	Syam.g_00600
OG0001917	Prbn.g_01377	Syam.g_01189
OG0001965	Prbn.g_01679	Syam.g_01439
OG0002106	Prbn.g_01112	Syam.g_00522
OG0002177	Prbn.g_00479	Syam.g_01406
OG0002377	Prbn.g_01238	Syam.g_00761
