Orthogroup	Prbn	Syae
OG0001120	Prbn.g_01401	Syae.g_00390
OG0001122	Prbn.g_01381	Syae.g_00417
OG0001123	Prbn.g_01375	Syae.g_00424
OG0001124	Prbn.g_01373	Syae.g_00426
OG0001125	Prbn.g_01371	Syae.g_00428
OG0001126	Prbn.g_01460	Syae.g_00807
OG0001127	Prbn.g_01461	Syae.g_00806
OG0001128	Prbn.g_01463	Syae.g_00803
OG0001129	Prbn.g_01464	Syae.g_00801
OG0001130	Prbn.g_01465	Syae.g_00800
OG0001131	Prbn.g_00692	Syae.g_00562
OG0001132	Prbn.g_01039	Syae.g_00242
OG0001133	Prbn.g_01239	Syae.g_00053
OG0001134	Prbn.g_01650	Syae.g_00638
OG0001135	Prbn.g_01653	Syae.g_00636
OG0001136	Prbn.g_01186	Syae.g_00923
OG0001137	Prbn.g_01198	Syae.g_00903
OG0001138	Prbn.g_00392	Syae.g_00654
OG0001139	Prbn.g_00394	Syae.g_00656
OG0001140	Prbn.g_00395	Syae.g_00657
OG0001141	Prbn.g_00396	Syae.g_00658
OG0001142	Prbn.g_00397	Syae.g_00660
OG0001143	Prbn.g_00404	Syae.g_00673
OG0001144	Prbn.g_00409	Syae.g_00684
OG0001145	Prbn.g_01092	Syae.g_00948
OG0001146	Prbn.g_01080	Syae.g_00968
OG0001147	Prbn.g_01060	Syae.g_02536
OG0001148	Prbn.g_01242	Syae.g_02297
OG0001149	Prbn.g_00153	Syae.g_02296
OG0001150	Prbn.g_00154	Syae.g_02295
OG0001151	Prbn.g_00165	Syae.g_02282
OG0001152	Prbn.g_00166	Syae.g_02281
OG0001153	Prbn.g_00244	Syae.g_02613
OG0001155	Prbn.g_00262	Syae.g_01083
OG0001156	Prbn.g_00265	Syae.g_01093
OG0001157	Prbn.g_00266	Syae.g_01094
OG0001158	Prbn.g_00267	Syae.g_01100
OG0001159	Prbn.g_00268	Syae.g_01103
OG0001160	Prbn.g_00900	Syae.g_01142
OG0001161	Prbn.g_01688	Syae.g_01597
OG0001162	Prbn.g_00134	Syae.g_00487
OG0001163	Prbn.g_01736	Syae.g_01150
OG0001164	Prbn.g_01740	Syae.g_01156
OG0001165	Prbn.g_01743	Syae.g_01161
OG0001166	Prbn.g_01764	Syae.g_01186
OG0001167	Prbn.g_01782	Syae.g_01031
OG0001168	Prbn.g_01784	Syae.g_01033
OG0001169	Prbn.g_01786	Syae.g_01035
OG0001170	Prbn.g_01788	Syae.g_01037
OG0001171	Prbn.g_01798	Syae.g_01047
OG0001172	Prbn.g_01814	Syae.g_02036
OG0001173	Prbn.g_01815	Syae.g_02037
OG0001174	Prbn.g_01823	Syae.g_02045
OG0001175	Prbn.g_01824	Syae.g_02046
OG0001176	Prbn.g_01832	Syae.g_02076
OG0001177	Prbn.g_01834	Syae.g_02073
OG0001178	Prbn.g_01750	Syae.g_01168
OG0001179	Prbn.g_01864	Syae.g_02106
OG0001180	Prbn.g_01887	Syae.g_02130
OG0001181	Prbn.g_01891	Syae.g_02134
OG0001182	Prbn.g_01899	Syae.g_02143
OG0001183	Prbn.g_01904	Syae.g_02147
OG0001184	Prbn.g_01017	Syae.g_01862
OG0001185	Prbn.g_01001	Syae.g_01835
OG0001188	Prbn.g_00972	Syae.g_01783
OG0001189	Prbn.g_00956	Syae.g_01767
OG0001190	Prbn.g_00951	Syae.g_01567
OG0001191	Prbn.g_00941	Syae.g_01580
OG0001192	Prbn.g_00936	Syae.g_01587
OG0001193	Prbn.g_00924	Syae.g_01617
OG0001194	Prbn.g_00923	Syae.g_01625
OG0001195	Prbn.g_00922	Syae.g_01626
OG0001196	Prbn.g_00906	Syae.g_01695
OG0001198	Prbn.g_00297	Syae.g_01709
OG0001199	Prbn.g_00703	Syae.g_01291
OG0001201	Prbn.g_01311	Syae.g_01364
OG0001202	Prbn.g_00354	Syae.g_01494
OG0001203	Prbn.g_00312	Syae.g_02240
OG0001204	Prbn.g_00306	Syae.g_02022
OG0001205	Prbn.g_00668	Syae.g_00984
OG0001206	Prbn.g_00648	Syae.g_02502
OG0001207	Prbn.g_00637	Syae.g_02300
OG0001208	Prbn.g_00632	Syae.g_02311
OG0001209	Prbn.g_00581	Syae.g_02377
OG0001210	Prbn.g_00576	Syae.g_02387
OG0001211	Prbn.g_00566	Syae.g_02403
OG0001212	Prbn.g_00519	Syae.g_02460
OG0001213	Prbn.g_00484	Syae.g_00062
OG0001214	Prbn.g_00428	Syae.g_00076
OG0001215	Prbn.g_01573	Syae.g_00757
OG0001216	Prbn.g_01552	Syae.g_00470
OG0001217	Prbn.g_01023	Syae.g_00151
OG0001218	Prbn.g_01126	Syae.g_02605
OG0001219	Prbn.g_01447	Syae.g_00312
OG0001220	Prbn.g_01490	Syae.g_00880
OG0001221	Prbn.g_01610	Syae.g_00559
OG0001222	Prbn.g_01368	Syae.g_00347
OG0001223	Prbn.g_01400	Syae.g_00392
OG0001224	Prbn.g_01467	Syae.g_00797
OG0001225	Prbn.g_01469	Syae.g_00795
OG0001226	Prbn.g_00476	Syae.g_00135
OG0001227	Prbn.g_01141	Syae.g_01600
OG0001228	Prbn.g_00412	Syae.g_01004
OG0001229	Prbn.g_01127	Syae.g_00771
OG0001230	Prbn.g_00205	Syae.g_02662
OG0001231	Prbn.g_00691	Syae.g_01729
OG0001233	Prbn.g_01789	Syae.g_01038
OG0001234	Prbn.g_01826	Syae.g_02050
OG0001235	Prbn.g_01830	Syae.g_02066
OG0001236	Prbn.g_01919	Syae.g_01867
OG0001237	Prbn.g_01016	Syae.g_01860
OG0001238	Prbn.g_00940	Syae.g_01582
OG0001239	Prbn.g_00706	Syae.g_01288
OG0001240	Prbn.g_01328	Syae.g_01347
OG0001241	Prbn.g_01318	Syae.g_01357
OG0001242	Prbn.g_01298	Syae.g_01387
OG0001243	Prbn.g_01291	Syae.g_01395
OG0001244	Prbn.g_01276	Syae.g_01425
OG0001245	Prbn.g_01150	Syae.g_00149
OG0001247	Prbn.g_01580	Syae.g_00482
OG0001248	Prbn.g_01578	Syae.g_00485
OG0001249	Prbn.g_00102	Syae.g_02186
OG0001250	Prbn.g_01503	Syae.g_00841
OG0001251	Prbn.g_01929	Syae.g_01632
OG0001252	Prbn.g_01462	Syae.g_00804
OG0001253	Prbn.g_00473	Syae.g_00243
OG0001254	Prbn.g_01652	Syae.g_00637
OG0001255	Prbn.g_01171	Syae.g_00667
OG0001256	Prbn.g_00893	Syae.g_01149
OG0001258	Prbn.g_01741	Syae.g_01159
OG0001259	Prbn.g_01787	Syae.g_01036
OG0001260	Prbn.g_01804	Syae.g_01058
OG0001261	Prbn.g_01872	Syae.g_02115
OG0001263	Prbn.g_01289	Syae.g_01399
OG0001265	Prbn.g_01299	Syae.g_01385
OG0001266	Prbn.g_00350	Syae.g_01498
OG0001267	Prbn.g_00047	Syae.g_01969
OG0001268	Prbn.g_00110	Syae.g_02198
OG0001269	Prbn.g_01491	Syae.g_00225
OG0001270	Prbn.g_00679	Syae.g_00997
OG0001271	Prbn.g_00642	Syae.g_02527
OG0001272	Prbn.g_00628	Syae.g_02315
OG0001273	Prbn.g_00422	Syae.g_00069
OG0001274	Prbn.g_00326	Syae.g_01535
OG0001275	Prbn.g_01390	Syae.g_00407
OG0001276	Prbn.g_01376	Syae.g_00423
OG0001277	Prbn.g_00918	Syae.g_01677
OG0001278	Prbn.g_00416	Syae.g_00697
OG0001279	Prbn.g_00810	Syae.g_00007
OG0001280	Prbn.g_01085	Syae.g_00958
OG0001281	Prbn.g_01079	Syae.g_00969
OG0001282	Prbn.g_01241	Syae.g_02298
OG0001283	Prbn.g_00909	Syae.g_01688
OG0001284	Prbn.g_00287	Syae.g_01132
OG0001285	Prbn.g_01772	Syae.g_00237
OG0001287	Prbn.g_00994	Syae.g_01827
OG0001288	Prbn.g_00984	Syae.g_01815
OG0001289	Prbn.g_01334	Syae.g_01330
OG0001290	Prbn.g_01319	Syae.g_01356
OG0001291	Prbn.g_01281	Syae.g_01409
OG0001292	Prbn.g_00014	Syae.g_02017
OG0001293	Prbn.g_00027	Syae.g_01996
OG0001295	Prbn.g_00146	Syae.g_02389
OG0001296	Prbn.g_00605	Syae.g_02343
OG0001297	Prbn.g_00600	Syae.g_02347
OG0001298	Prbn.g_00539	Syae.g_02439
OG0001299	Prbn.g_00842	Syae.g_00599
OG0001300	Prbn.g_01569	Syae.g_00766
OG0001301	Prbn.g_01564	Syae.g_00780
OG0001302	Prbn.g_01451	Syae.g_00110
OG0001303	Prbn.g_01707	Syae.g_00314
OG0001304	Prbn.g_01363	Syae.g_00436
OG0001305	Prbn.g_01475	Syae.g_00786
OG0001306	Prbn.g_01174	Syae.g_00943
OG0001307	Prbn.g_01215	Syae.g_02059
OG0001310	Prbn.g_01758	Syae.g_01178
OG0001311	Prbn.g_01374	Syae.g_00425
OG0001312	Prbn.g_01438	Syae.g_00326
OG0001314	Prbn.g_00777	Syae.g_00097
OG0001315	Prbn.g_01136	Syae.g_02145
OG0001316	Prbn.g_01277	Syae.g_01415
OG0001317	Prbn.g_00316	Syae.g_02235
OG0001318	Prbn.g_00023	Syae.g_02004
OG0001319	Prbn.g_00040	Syae.g_01980
OG0001321	Prbn.g_00662	Syae.g_00978
OG0001322	Prbn.g_00661	Syae.g_00977
OG0001323	Prbn.g_00595	Syae.g_02355
OG0001324	Prbn.g_01568	Syae.g_00767
OG0001325	Prbn.g_00859	Syae.g_00465
OG0001327	Prbn.g_01633	Syae.g_00586
OG0001328	Prbn.g_01103	Syae.g_00565
OG0001330	Prbn.g_00876	Syae.g_00950
OG0001331	Prbn.g_00156	Syae.g_02293
OG0001332	Prbn.g_00258	Syae.g_01077
OG0001333	Prbn.g_01783	Syae.g_01032
OG0001334	Prbn.g_01907	Syae.g_02156
OG0001335	Prbn.g_01908	Syae.g_02157
OG0001337	Prbn.g_00097	Syae.g_02153, Syae.g_02175
OG0001338	Prbn.g_00100	Syae.g_02162, Syae.g_00689, Syae.g_02178
OG0001339	Prbn.g_01316	Syae.g_01359
OG0001340	Prbn.g_00098	Syae.g_02176
OG0001341	Prbn.g_01134	Syae.g_00737
OG0001343	Prbn.g_01932	Syae.g_01629
OG0001344	Prbn.g_01193	Syae.g_00916
OG0001345	Prbn.g_01209	Syae.g_00886
OG0001346	Prbn.g_01083	Syae.g_00962
OG0001348	Prbn.g_00148	Syae.g_00821
OG0001350	Prbn.g_00313	Syae.g_02239
OG0001351	Prbn.g_00656	Syae.g_02492
OG0001352	Prbn.g_01584	Syae.g_00666
OG0001353	Prbn.g_01513	Syae.g_00831
OG0001354	Prbn.g_01408	Syae.g_00379
OG0001355	Prbn.g_01354	Syae.g_00120
OG0001356	Prbn.g_01733	Syae.g_00820
OG0001359	Prbn.g_01931	Syae.g_01628
OG0001362	Prbn.g_00226	Syae.g_02637
OG0001363	Prbn.g_00228	Syae.g_02635
OG0001364	Prbn.g_01910	Syae.g_01883
OG0001368	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775	Syae.g_02023
OG0001369	Prbn.g_01329	Syae.g_01346
OG0001370	Prbn.g_00651	Syae.g_01270, Syae.g_00109
OG0001375	Prbn.g_01933	Syae.g_01630
OG0001379	Prbn.g_01090	Syae.g_00952
OG0001382	Prbn.g_01121	Syae.g_02490
OG0001394	Prbn.g_01606	Syae.g_00553
OG0001397	Prbn.g_00227	Syae.g_02636
OG0001398	Prbn.g_01637	Syae.g_00289
OG0001401	Prbn.g_01508	Syae.g_00835
OG0001402	Prbn.g_00490	Syae.g_00051
OG0001404	Prbn.g_00709	Syae.g_01283
OG0001407	Prbn.g_01117	Syae.g_02368
OG0001410	Prbn.g_01214	Syae.g_02060
OG0001419	Prbn.g_01118	Syae.g_02369
OG0001421	Prbn.g_00892	Syae.g_00241
OG0001422	Prbn.g_01114	Syae.g_00953
OG0001425	Prbn.g_00937	Syae.g_01586
OG0001428	Prbn.g_00382	Syae.g_01456
OG0001429	Prbn.g_01446	Syae.g_00315
OG0001430	Prbn.g_01125	Syae.g_01560
OG0001433	Prbn.g_01732	Syae.g_00819
OG0001434	Prbn.g_01601	Syae.g_00548
OG0001435	Prbn.g_01625	Syae.g_00579
OG0001443	Prbn.g_01128	Syae.g_01594
OG0001460	Prbn.g_01731	Syae.g_00818
OG0001461	Prbn.g_00725	Syae.g_00063
OG0001465	Prbn.g_01557	Syae.g_00475
OG0001468	Prbn.g_01941	Syae.g_00113
OG0001476	Prbn.g_01196	Syae.g_00908
OG0001477	Prbn.g_00833	Syae.g_00776
OG0001484	Prbn.g_00877	Syae.g_01649
OG0001487	Prbn.g_00252	Syae.g_02606
OG0001488	Prbn.g_01202	Syae.g_00898
OG0001489	Prbn.g_01896	Syae.g_02139
OG0001496	Prbn.g_00831	Syae.g_00774
OG0001497	Prbn.g_00832	Syae.g_00775
OG0001498	Prbn.g_00695	Syae.g_02220
OG0001505	Prbn.g_01056	Syae.g_01204
OG0001510	Prbn.g_00990	Syae.g_01823
OG0001511	Prbn.g_01307	Syae.g_01372
OG0001512	Prbn.g_01132	Syae.g_02241
OG0001514	Prbn.g_00830	Syae.g_00773
OG0001515	Prbn.g_01571	Syae.g_00762
OG0001516	Prbn.g_00839	Syae.g_00602
OG0001517	Prbn.g_00106	Syae.g_02193
OG0001518	Prbn.g_00938	Syae.g_01584
OG0001519	Prbn.g_00933	Syae.g_01596
OG0001527	Prbn.g_00553	Syae.g_02417
OG0001529	Prbn.g_00741	Syae.g_01760
OG0001530	Prbn.g_01308	Syae.g_01370
OG0001531	Prbn.g_00311	Syae.g_02242
OG0001532	Prbn.g_00393	Syae.g_00655
OG0001534	Prbn.g_01362	Syae.g_00437
OG0001535	Prbn.g_01378	Syae.g_00421
OG0001536	Prbn.g_01422	Syae.g_00355
OG0001537	Prbn.g_01609	Syae.g_00558
OG0001538	Prbn.g_01541	Syae.g_00516
OG0001539	Prbn.g_01631	Syae.g_00584
OG0001540	Prbn.g_01287	Syae.g_01401
OG0001541	Prbn.g_00374	Syae.g_01465
OG0001542	Prbn.g_00368	Syae.g_01474
OG0001543	Prbn.g_01098	Syae.g_01516
OG0001544	Prbn.g_00934	Syae.g_01595
OG0001545	Prbn.g_00919	Syae.g_01676
OG0001549	Prbn.g_01481	Syae.g_00882
OG0001557	Prbn.g_01605	Syae.g_00552
OG0001559	Prbn.g_01309	Syae.g_01369
OG0001560	Prbn.g_01320	Syae.g_01355
OG0001561	Prbn.g_01372	Syae.g_00427
OG0001562	Prbn.g_01385	Syae.g_00413
OG0001563	Prbn.g_01880	Syae.g_02124
OG0001564	Prbn.g_00722	Syae.g_02485
OG0001572	Prbn.g_00811	Syae.g_00134
OG0001574	Prbn.g_00555	Syae.g_02415
OG0001575	Prbn.g_00550	Syae.g_02420
OG0001576	Prbn.g_01070	Syae.g_02478
OG0001577	Prbn.g_01184	Syae.g_00925
OG0001579	Prbn.g_00095	Syae.g_02165
OG0001580	Prbn.g_00734	Syae.g_01556
OG0001588	Prbn.g_00688	Syae.g_01880
OG0001589	Prbn.g_01791	Syae.g_01040
OG0001592	Prbn.g_00735	Syae.g_01557
OG0001614	Prbn.g_01002	Syae.g_01837
OG0001616	Prbn.g_00385	Syae.g_00642
OG0001617	Prbn.g_01567	Syae.g_00769
OG0001619	Prbn.g_01429	Syae.g_00344
OG0001620	Prbn.g_00114	Syae.g_02205
OG0001621	Prbn.g_00019	Syae.g_02008
OG0001622	Prbn.g_00910	Syae.g_01687
OG0001636	Prbn.g_00747	Syae.g_01753
OG0001638	Prbn.g_01756	Syae.g_01175
OG0001639	Prbn.g_00261	Syae.g_01082
OG0001640	Prbn.g_01459	Syae.g_00809
OG0001641	Prbn.g_01397	Syae.g_00397
OG0001642	Prbn.g_01492	Syae.g_00878
OG0001643	Prbn.g_00431	Syae.g_00079
OG0001644	Prbn.g_01951	Syae.g_00452
OG0001654	Prbn.g_00259	Syae.g_01080
OG0001656	Prbn.g_00094	Syae.g_02164
OG0001657	Prbn.g_01258	Syae.g_01439
OG0001658	Prbn.g_00739	Syae.g_01566
OG0001659	Prbn.g_00143	Syae.g_00650
OG0001676	Prbn.g_00096	Syae.g_02167
OG0001678	Prbn.g_01813	Syae.g_02035
OG0001679	Prbn.g_00101	Syae.g_02424
OG0001691	Prbn.g_01457	Syae.g_00044
OG0001693	Prbn.g_01689	Syae.g_00792
OG0001717	Prbn.g_00826	Syae.g_01451
OG0001733	Prbn.g_01729	Syae.g_00589
OG0001746	Prbn.g_00129	Syae.g_01064
OG0001747	Prbn.g_00687	Syae.g_01422
OG0001758	Prbn.g_01723	Syae.g_00620
OG0001769	Prbn.g_01137	Syae.g_00093
OG0001770	Prbn.g_01660	Syae.g_00617
OG0001771	Prbn.g_01672	Syae.g_00183
OG0001807	Prbn.g_00723	Syae.g_01887
OG0001842	Prbn.g_01037	Syae.g_01072
OG0001875	Prbn.g_01722	Syae.g_00619
OG0001876	Prbn.g_01721	Syae.g_00618
OG0001916	Prbn.g_00618	Syae.g_02326
OG0001917	Prbn.g_01377	Syae.g_00422
OG0001930	Prbn.g_01036	Syae.g_01073
OG0001931	Prbn.g_01035	Syae.g_01074
OG0001965	Prbn.g_01679	Syae.g_00108
OG0001996	Prbn.g_00753	Syae.g_01746
OG0002019	Prbn.g_00140	Syae.g_00294
OG0002106	Prbn.g_01112	Syae.g_00444
OG0002487	Prbn.g_01101	Syae.g_00132
OG0002518	Prbn.g_00460	Syae.g_00206
OG0002703	Prbn.g_01054	Syae.g_01206
