Orthogroup	Prbn	Syas
OG0001130	Prbn.g_01465	Syas.g_00998
OG0001131	Prbn.g_00692	Syas.g_01401
OG0001132	Prbn.g_01039	Syas.g_00525
OG0001133	Prbn.g_01239	Syas.g_00109
OG0001136	Prbn.g_01186	Syas.g_01187
OG0001138	Prbn.g_00392	Syas.g_01114
OG0001139	Prbn.g_00394	Syas.g_01112
OG0001140	Prbn.g_00395	Syas.g_01111
OG0001141	Prbn.g_00396	Syas.g_01110
OG0001142	Prbn.g_00397	Syas.g_01109
OG0001143	Prbn.g_00404	Syas.g_01092
OG0001144	Prbn.g_00409	Syas.g_01084
OG0001145	Prbn.g_01092	Syas.g_02867
OG0001146	Prbn.g_01080	Syas.g_02846
OG0001147	Prbn.g_01060	Syas.g_01329
OG0001148	Prbn.g_01242	Syas.g_01263
OG0001149	Prbn.g_00153	Syas.g_01264
OG0001150	Prbn.g_00154	Syas.g_01265
OG0001151	Prbn.g_00165	Syas.g_01366
OG0001152	Prbn.g_00166	Syas.g_01367
OG0001153	Prbn.g_00244	Syas.g_01301
OG0001154	Prbn.g_00245	Syas.g_01302
OG0001155	Prbn.g_00262	Syas.g_01478
OG0001156	Prbn.g_00265	Syas.g_01489
OG0001157	Prbn.g_00266	Syas.g_01490
OG0001158	Prbn.g_00267	Syas.g_01491
OG0001159	Prbn.g_00268	Syas.g_01492
OG0001160	Prbn.g_00900	Syas.g_02705
OG0001161	Prbn.g_01688	Syas.g_02030
OG0001162	Prbn.g_00134	Syas.g_02473
OG0001163	Prbn.g_01736	Syas.g_02697
OG0001164	Prbn.g_01740	Syas.g_02691
OG0001165	Prbn.g_01743	Syas.g_02686
OG0001166	Prbn.g_01764	Syas.g_02658
OG0001167	Prbn.g_01782	Syas.g_01046
OG0001168	Prbn.g_01784	Syas.g_02597
OG0001169	Prbn.g_01786	Syas.g_02595
OG0001170	Prbn.g_01788	Syas.g_02593
OG0001171	Prbn.g_01798	Syas.g_02580
OG0001172	Prbn.g_01814	Syas.g_01665
OG0001173	Prbn.g_01815	Syas.g_01664
OG0001174	Prbn.g_01823	Syas.g_01656
OG0001175	Prbn.g_01824	Syas.g_01655
OG0001176	Prbn.g_01832	Syas.g_01638
OG0001177	Prbn.g_01834	Syas.g_01640
OG0001178	Prbn.g_01750	Syas.g_02676
OG0001179	Prbn.g_01864	Syas.g_01608
OG0001180	Prbn.g_01887	Syas.g_01583
OG0001181	Prbn.g_01891	Syas.g_01579
OG0001182	Prbn.g_01899	Syas.g_01571
OG0001183	Prbn.g_01904	Syas.g_01564
OG0001184	Prbn.g_01017	Syas.g_02188
OG0001185	Prbn.g_01001	Syas.g_02162
OG0001186	Prbn.g_00977	Syas.g_02113
OG0001187	Prbn.g_00974	Syas.g_02111
OG0001189	Prbn.g_00956	Syas.g_02089
OG0001190	Prbn.g_00951	Syas.g_01881
OG0001191	Prbn.g_00941	Syas.g_01900
OG0001193	Prbn.g_00924	Syas.g_01952
OG0001194	Prbn.g_00923	Syas.g_01953
OG0001195	Prbn.g_00922	Syas.g_01954
OG0001196	Prbn.g_00906	Syas.g_02010
OG0001198	Prbn.g_00297	Syas.g_02031
OG0001199	Prbn.g_00703	Syas.g_02516
OG0001201	Prbn.g_01311	Syas.g_02419
OG0001202	Prbn.g_00354	Syas.g_02270
OG0001203	Prbn.g_00312	Syas.g_02557
OG0001204	Prbn.g_00306	Syas.g_01687
OG0001205	Prbn.g_00668	Syas.g_02745
OG0001207	Prbn.g_00637	Syas.g_01260
OG0001208	Prbn.g_00632	Syas.g_01251
OG0001209	Prbn.g_00581	Syas.g_00065
OG0001210	Prbn.g_00576	Syas.g_00761
OG0001211	Prbn.g_00566	Syas.g_00788
OG0001212	Prbn.g_00519	Syas.g_00847
OG0001213	Prbn.g_00484	Syas.g_00100
OG0001214	Prbn.g_00428	Syas.g_00744
OG0001215	Prbn.g_01573	Syas.g_02245
OG0001217	Prbn.g_01023	Syas.g_01397, Syas.g_02493
OG0001218	Prbn.g_01126	Syas.g_01309
OG0001219	Prbn.g_01447	Syas.g_00399
OG0001220	Prbn.g_01490	Syas.g_02447
OG0001221	Prbn.g_01610	Syas.g_02669
OG0001222	Prbn.g_01368	Syas.g_00448
OG0001223	Prbn.g_01400	Syas.g_00541
OG0001224	Prbn.g_01467	Syas.g_01015
OG0001225	Prbn.g_01469	Syas.g_01017
OG0001226	Prbn.g_00476	Syas.g_02506
OG0001227	Prbn.g_01141	Syas.g_00824
OG0001228	Prbn.g_00412	Syas.g_02195
OG0001229	Prbn.g_01127	Syas.g_00285
OG0001230	Prbn.g_00205	Syas.g_02806
OG0001231	Prbn.g_00691	Syas.g_02050
OG0001233	Prbn.g_01789	Syas.g_02592
OG0001234	Prbn.g_01826	Syas.g_01310
OG0001235	Prbn.g_01830	Syas.g_01646
OG0001236	Prbn.g_01919	Syas.g_02191
OG0001237	Prbn.g_01016	Syas.g_02187
OG0001238	Prbn.g_00940	Syas.g_01901
OG0001239	Prbn.g_00706	Syas.g_02519
OG0001240	Prbn.g_01328	Syas.g_02435
OG0001241	Prbn.g_01318	Syas.g_02427
OG0001242	Prbn.g_01298	Syas.g_02398
OG0001243	Prbn.g_01291	Syas.g_02391
OG0001244	Prbn.g_01276	Syas.g_02370
OG0001245	Prbn.g_01150	Syas.g_00524
OG0001249	Prbn.g_00102	Syas.g_01547
OG0001250	Prbn.g_01503	Syas.g_00239
OG0001251	Prbn.g_01929	Syas.g_00516, Syas.g_00408
OG0001252	Prbn.g_01462	Syas.g_00994
OG0001253	Prbn.g_00473	Syas.g_00143
OG0001255	Prbn.g_01171	Syas.g_00492
OG0001256	Prbn.g_00893	Syas.g_02698
OG0001258	Prbn.g_01741	Syas.g_02688
OG0001259	Prbn.g_01787	Syas.g_02594
OG0001260	Prbn.g_01804	Syas.g_02572
OG0001261	Prbn.g_01872	Syas.g_01599
OG0001263	Prbn.g_01289	Syas.g_02388
OG0001265	Prbn.g_01299	Syas.g_02399
OG0001266	Prbn.g_00350	Syas.g_02266
OG0001267	Prbn.g_00047	Syas.g_01753
OG0001268	Prbn.g_00110	Syas.g_01535
OG0001269	Prbn.g_01491	Syas.g_00510
OG0001270	Prbn.g_00679	Syas.g_01499
OG0001271	Prbn.g_00642	Syas.g_01336
OG0001272	Prbn.g_00628	Syas.g_01247
OG0001273	Prbn.g_00422	Syas.g_00751
OG0001274	Prbn.g_00326	Syas.g_01849
OG0001275	Prbn.g_01390	Syas.g_00554
OG0001276	Prbn.g_01376	Syas.g_00215
OG0001277	Prbn.g_00918	Syas.g_00110
OG0001278	Prbn.g_00416	Syas.g_01074
OG0001279	Prbn.g_00810	Syas.g_02792
OG0001280	Prbn.g_01085	Syas.g_01095
OG0001281	Prbn.g_01079	Syas.g_02845
OG0001282	Prbn.g_01241	Syas.g_01262
OG0001284	Prbn.g_00287	Syas.g_02124, Syas.g_02713
OG0001286	Prbn.g_01885	Syas.g_01585
OG0001287	Prbn.g_00994	Syas.g_00136
OG0001288	Prbn.g_00984	Syas.g_02144
OG0001289	Prbn.g_01334	Syas.g_02474
OG0001290	Prbn.g_01319	Syas.g_02428
OG0001291	Prbn.g_01281	Syas.g_02378
OG0001292	Prbn.g_00014	Syas.g_01693
OG0001293	Prbn.g_00027	Syas.g_01720
OG0001295	Prbn.g_00146	Syas.g_00770
OG0001296	Prbn.g_00605	Syas.g_01217
OG0001297	Prbn.g_00600	Syas.g_01213
OG0001298	Prbn.g_00539	Syas.g_00829
OG0001299	Prbn.g_00842	Syas.g_00700
OG0001303	Prbn.g_01707	Syas.g_00400
OG0001304	Prbn.g_01363	Syas.g_00199
OG0001305	Prbn.g_01475	Syas.g_01027
OG0001306	Prbn.g_01174	Syas.g_01202
OG0001307	Prbn.g_01215	Syas.g_01923
OG0001308	Prbn.g_00222	Syas.g_02830
OG0001309	Prbn.g_00865	Syas.g_00003
OG0001310	Prbn.g_01758	Syas.g_02666
OG0001311	Prbn.g_01374	Syas.g_00213
OG0001312	Prbn.g_01438	Syas.g_00414
OG0001314	Prbn.g_00777	Syas.g_01925
OG0001315	Prbn.g_01136	Syas.g_01566
OG0001317	Prbn.g_00316	Syas.g_02553
OG0001318	Prbn.g_00023	Syas.g_01706
OG0001319	Prbn.g_00040	Syas.g_01736
OG0001323	Prbn.g_00595	Syas.g_00006
OG0001325	Prbn.g_00859	Syas.g_00179
OG0001327	Prbn.g_01633	Syas.g_00687
OG0001329	Prbn.g_01704	Syas.g_00773
OG0001330	Prbn.g_00876	Syas.g_02865
OG0001331	Prbn.g_00156	Syas.g_01267
OG0001333	Prbn.g_01783	Syas.g_02598
OG0001337	Prbn.g_00097	Syas.g_01548
OG0001339	Prbn.g_01316	Syas.g_02425
OG0001345	Prbn.g_01209	Syas.g_01132
OG0001346	Prbn.g_01083	Syas.g_02853
OG0001348	Prbn.g_00148	Syas.g_00119
OG0001351	Prbn.g_00656	Syas.g_01280
OG0001353	Prbn.g_01513	Syas.g_00228
OG0001354	Prbn.g_01408	Syas.g_00526
OG0001355	Prbn.g_01354	Syas.g_01057
OG0001356	Prbn.g_01733	Syas.g_01715, Syas.g_00972
OG0001357	Prbn.g_01110	Syas.g_00764
OG0001364	Prbn.g_01910	Syas.g_02212
OG0001365	Prbn.g_00947	Syas.g_01886
OG0001371	Prbn.g_01585	Syas.g_02499
OG0001379	Prbn.g_01090	Syas.g_02861
OG0001380	Prbn.g_01124	Syas.g_00126
OG0001394	Prbn.g_01606	Syas.g_00627
OG0001398	Prbn.g_01637	Syas.g_02481
OG0001401	Prbn.g_01508	Syas.g_00233
OG0001402	Prbn.g_00490	Syas.g_00112
OG0001403	Prbn.g_00751	Syas.g_02069
OG0001409	Prbn.g_01197	Syas.g_00154
OG0001411	Prbn.g_00716	Syas.g_01156
OG0001418	Prbn.g_01579	Syas.g_01177
OG0001423	Prbn.g_00787	Syas.g_02532
OG0001428	Prbn.g_00382	Syas.g_02325
OG0001429	Prbn.g_01446	Syas.g_00401
OG0001433	Prbn.g_01732	Syas.g_01398
OG0001435	Prbn.g_01625	Syas.g_00678
OG0001443	Prbn.g_01128	Syas.g_01910
OG0001450	Prbn.g_01576	Syas.g_02208, Syas.g_00474
OG0001451	Prbn.g_01479	Syas.g_02342, Syas.g_02343
OG0001460	Prbn.g_01731	Syas.g_01399
OG0001461	Prbn.g_00725	Syas.g_00566
OG0001476	Prbn.g_01196	Syas.g_00155
OG0001477	Prbn.g_00833	Syas.g_00934
OG0001484	Prbn.g_00877	Syas.g_00166, Syas.g_00167
OG0001486	Prbn.g_01187	Syas.g_01186
OG0001488	Prbn.g_01202	Syas.g_01142
OG0001489	Prbn.g_01896	Syas.g_01574
OG0001496	Prbn.g_00831	Syas.g_00936
OG0001497	Prbn.g_00832	Syas.g_00935
OG0001498	Prbn.g_00695	Syas.g_01511
OG0001505	Prbn.g_01056	Syas.g_02135
OG0001510	Prbn.g_00990	Syas.g_02151
OG0001511	Prbn.g_01307	Syas.g_02413
OG0001512	Prbn.g_01132	Syas.g_02559
OG0001514	Prbn.g_00830	Syas.g_00937
OG0001515	Prbn.g_01571	Syas.g_00734
OG0001516	Prbn.g_00839	Syas.g_00703
OG0001517	Prbn.g_00106	Syas.g_01540
OG0001518	Prbn.g_00938	Syas.g_01903
OG0001519	Prbn.g_00933	Syas.g_01912
OG0001522	Prbn.g_01512	Syas.g_00369
OG0001527	Prbn.g_00553	Syas.g_00803
OG0001529	Prbn.g_00741	Syas.g_02082
OG0001530	Prbn.g_01308	Syas.g_02415
OG0001531	Prbn.g_00311	Syas.g_02560
OG0001532	Prbn.g_00393	Syas.g_01113
OG0001534	Prbn.g_01362	Syas.g_00198
OG0001535	Prbn.g_01378	Syas.g_00218
OG0001536	Prbn.g_01422	Syas.g_00456
OG0001537	Prbn.g_01609	Syas.g_00651
OG0001538	Prbn.g_01541	Syas.g_00591
OG0001539	Prbn.g_01631	Syas.g_00683
OG0001540	Prbn.g_01287	Syas.g_02386
OG0001541	Prbn.g_00374	Syas.g_02316
OG0001542	Prbn.g_00368	Syas.g_02294
OG0001543	Prbn.g_01098	Syas.g_02230
OG0001544	Prbn.g_00934	Syas.g_01911
OG0001545	Prbn.g_00919	Syas.g_01982
OG0001549	Prbn.g_01481	Syas.g_00482
OG0001557	Prbn.g_01605	Syas.g_00626
OG0001559	Prbn.g_01309	Syas.g_02416
OG0001560	Prbn.g_01320	Syas.g_02429
OG0001561	Prbn.g_01372	Syas.g_00211
OG0001562	Prbn.g_01385	Syas.g_00560
OG0001563	Prbn.g_01880	Syas.g_01590
OG0001564	Prbn.g_00722	Syas.g_01034
OG0001565	Prbn.g_00784	Syas.g_00351
OG0001574	Prbn.g_00555	Syas.g_00801
OG0001575	Prbn.g_00550	Syas.g_00806
OG0001576	Prbn.g_01070	Syas.g_02834
OG0001577	Prbn.g_01184	Syas.g_01189
OG0001580	Prbn.g_00734	Syas.g_01875
OG0001584	Prbn.g_00852	Syas.g_00607
OG0001587	Prbn.g_01806	Syas.g_02569
OG0001589	Prbn.g_01791	Syas.g_02589
OG0001591	Prbn.g_01592	Syas.g_00690
OG0001592	Prbn.g_00735	Syas.g_01877
OG0001614	Prbn.g_01002	Syas.g_02165
OG0001616	Prbn.g_00385	Syas.g_01127
OG0001617	Prbn.g_01567	Syas.g_00076
OG0001619	Prbn.g_01429	Syas.g_00445
OG0001620	Prbn.g_00114	Syas.g_01528
OG0001621	Prbn.g_00019	Syas.g_01702
OG0001622	Prbn.g_00910	Syas.g_02002
OG0001636	Prbn.g_00747	Syas.g_02075
OG0001638	Prbn.g_01756	Syas.g_02670
OG0001639	Prbn.g_00261	Syas.g_01477
OG0001640	Prbn.g_01459	Syas.g_00989
OG0001641	Prbn.g_01397	Syas.g_00545
OG0001643	Prbn.g_00431	Syas.g_00741
OG0001644	Prbn.g_01951	Syas.g_00921, Syas.g_00767
OG0001654	Prbn.g_00259	Syas.g_01475
OG0001657	Prbn.g_01258	Syas.g_02355
OG0001659	Prbn.g_00143	Syas.g_01118
OG0001678	Prbn.g_01813	Syas.g_01666
OG0001679	Prbn.g_00101	Syas.g_02407
OG0001693	Prbn.g_01689	Syas.g_01022
OG0001717	Prbn.g_00826	Syas.g_02330
OG0001733	Prbn.g_01729	Syas.g_00974
OG0001769	Prbn.g_01137	Syas.g_00723
OG0001771	Prbn.g_01672	Syas.g_00034
OG0001842	Prbn.g_01037	Syas.g_00658
OG0001917	Prbn.g_01377	Syas.g_00216
OG0001930	Prbn.g_01036	Syas.g_00657
OG0001931	Prbn.g_01035	Syas.g_00656
OG0001955	Prbn.g_00135	Syas.g_00480
OG0001956	Prbn.g_01485	Syas.g_00971
OG0001977	Prbn.g_00928	Syas.g_01942
OG0001996	Prbn.g_00753	Syas.g_02067
OG0002003	Prbn.g_01031	Syas.g_00491
OG0002019	Prbn.g_00140	Syas.g_02163
OG0002098	Prbn.g_01223	Syas.g_02608
OG0002109	Prbn.g_01026	Syas.g_02770
OG0002348	Prbn.g_00149	Syas.g_00879
OG0002389	Prbn.g_01900	Syas.g_01570
