Orthogroup	Syar	Prbf
OG0001096	Syar.g_02476	Prbf.g_01218
OG0001097	Syar.g_01823	Prbf.g_01198
OG0001098	Syar.g_01672	Prbf.g_01179
OG0001099	Syar.g_00035	Prbf.g_00833
OG0001100	Syar.g_01625	Prbf.g_01329
OG0001101	Syar.g_01623	Prbf.g_01326
OG0001102	Syar.g_01620	Prbf.g_01323
OG0001103	Syar.g_01618	Prbf.g_01321
OG0001104	Syar.g_02616	Prbf.g_01298
OG0001105	Syar.g_02620	Prbf.g_01294
OG0001106	Syar.g_02553	Prbf.g_01126
OG0001107	Syar.g_02541	Prbf.g_01119
OG0001109	Syar.g_02529	Prbf.g_01114
OG0001110	Syar.g_02527	Prbf.g_01112
OG0001111	Syar.g_02525	Prbf.g_01111
OG0001112	Syar.g_02523	Prbf.g_01110
OG0001113	Syar.g_02522	Prbf.g_01109
OG0001114	Syar.g_02521	Prbf.g_01108
OG0001115	Syar.g_02519	Prbf.g_01106
OG0001116	Syar.g_02517	Prbf.g_01105
OG0001117	Syar.g_02516	Prbf.g_01104
OG0001118	Syar.g_02515	Prbf.g_01103
OG0001119	Syar.g_02513	Prbf.g_01102
OG0001120	Syar.g_02507	Prbf.g_01100
OG0001122	Syar.g_01803	Prbf.g_01080
OG0001123	Syar.g_01796	Prbf.g_01074
OG0001124	Syar.g_01793	Prbf.g_01072
OG0001125	Syar.g_01791	Prbf.g_01070
OG0001126	Syar.g_01375	Prbf.g_01159
OG0001127	Syar.g_01374	Prbf.g_01160
OG0001128	Syar.g_01371	Prbf.g_01162
OG0001129	Syar.g_01369	Prbf.g_01163
OG0001130	Syar.g_01368	Prbf.g_01164
OG0001131	Syar.g_02448	Prbf.g_01705
OG0001132	Syar.g_00684	Prbf.g_00296
OG0001133	Syar.g_02249	Prbf.g_00094
OG0001134	Syar.g_02235	Prbf.g_00788
OG0001135	Syar.g_02232	Prbf.g_00785
OG0001136	Syar.g_01536	Prbf.g_00915
OG0001137	Syar.g_01944	Prbf.g_00927
OG0001138	Syar.g_01977	Prbf.g_00948
OG0001139	Syar.g_01980	Prbf.g_00950
OG0001140	Syar.g_01981	Prbf.g_00951
OG0001141	Syar.g_01982	Prbf.g_00952
OG0001142	Syar.g_01983	Prbf.g_00953
OG0001143	Syar.g_01698	Prbf.g_00960
OG0001144	Syar.g_01707	Prbf.g_00965
OG0001145	Syar.g_02769	Prbf.g_00034
OG0001146	Syar.g_02782	Prbf.g_00022
OG0001147	Syar.g_01276	Prbf.g_00002
OG0001148	Syar.g_01459	Prbf.g_00097
OG0001149	Syar.g_01458	Prbf.g_00098
OG0001150	Syar.g_01457	Prbf.g_00099
OG0001151	Syar.g_01238	Prbf.g_00110
OG0001152	Syar.g_01237	Prbf.g_00111
OG0001153	Syar.g_01398	Prbf.g_00189
OG0001154	Syar.g_01397	Prbf.g_00190
OG0001155	Syar.g_01211	Prbf.g_00207
OG0001156	Syar.g_01185	Prbf.g_00210
OG0001157	Syar.g_01184	Prbf.g_00211
OG0001158	Syar.g_01183	Prbf.g_00212
OG0001159	Syar.g_01182	Prbf.g_00213
OG0001160	Syar.g_02908	Prbf.g_00239
OG0001161	Syar.g_00382	Prbf.g_00750
OG0001162	Syar.g_03081	Prbf.g_00812
OG0001163	Syar.g_02917	Prbf.g_00702
OG0001164	Syar.g_02922	Prbf.g_00698
OG0001165	Syar.g_02927	Prbf.g_00695
OG0001166	Syar.g_02959	Prbf.g_00674
OG0001167	Syar.g_02982	Prbf.g_00657
OG0001168	Syar.g_02983	Prbf.g_00655
OG0001169	Syar.g_02985	Prbf.g_00653
OG0001170	Syar.g_02987	Prbf.g_00651
OG0001171	Syar.g_02999	Prbf.g_00641
OG0001172	Syar.g_00143	Prbf.g_00625
OG0001173	Syar.g_00142	Prbf.g_00624
OG0001174	Syar.g_00134	Prbf.g_00616
OG0001175	Syar.g_00133	Prbf.g_00615
OG0001176	Syar.g_01025	Prbf.g_00607
OG0001177	Syar.g_01023	Prbf.g_00605
OG0001178	Syar.g_02943	Prbf.g_00688
OG0001179	Syar.g_01055	Prbf.g_00575
OG0001181	Syar.g_01082	Prbf.g_00548
OG0001182	Syar.g_01090	Prbf.g_00540
OG0001183	Syar.g_01096	Prbf.g_00535
OG0001184	Syar.g_00653	Prbf.g_00517
OG0001185	Syar.g_00614	Prbf.g_00501
OG0001186	Syar.g_00562	Prbf.g_00476
OG0001187	Syar.g_00548	Prbf.g_00473
OG0001188	Syar.g_00546	Prbf.g_00471
OG0001189	Syar.g_00525	Prbf.g_00455
OG0001190	Syar.g_00330	Prbf.g_00450
OG0001191	Syar.g_00349	Prbf.g_00440
OG0001192	Syar.g_00356	Prbf.g_00435
OG0001193	Syar.g_00711	Prbf.g_00423
OG0001194	Syar.g_00622	Prbf.g_00422
OG0001195	Syar.g_00623	Prbf.g_00421
OG0001196	Syar.g_00453	Prbf.g_00405
OG0001197	Syar.g_00455	Prbf.g_00403
OG0001198	Syar.g_00467	Prbf.g_00396
OG0001199	Syar.g_03045	Prbf.g_01401
OG0001200	Syar.g_03047	Prbf.g_01403
OG0001201	Syar.g_03120	Prbf.g_01436
OG0001202	Syar.g_00991	Prbf.g_01534
OG0001203	Syar.g_03021	Prbf.g_01576
OG0001204	Syar.g_00154	Prbf.g_01582
OG0001205	Syar.g_02869	Prbf.g_01729
OG0001207	Syar.g_01462	Prbf.g_01760
OG0001208	Syar.g_01471	Prbf.g_01765
OG0001211	Syar.g_02323	Prbf.g_01831
OG0001212	Syar.g_02027	Prbf.g_01878
OG0001213	Syar.g_02239	Prbf.g_01913
OG0001214	Syar.g_02420	Prbf.g_00984
OG0001215	Syar.g_00965	Prbf.g_01272
OG0001216	Syar.g_01909	Prbf.g_01251
OG0001217	Syar.g_02852	Prbf.g_00280
OG0001218	Syar.g_01388	Prbf.g_00855
OG0001219	Syar.g_02585	Prbf.g_01146
OG0001222	Syar.g_02552	Prbf.g_01067
OG0001223	Syar.g_02505	Prbf.g_01099
OG0001224	Syar.g_01361	Prbf.g_01166
OG0001225	Syar.g_01929	Prbf.g_01168
OG0001226	Syar.g_03054	Prbf.g_01921
OG0001227	Syar.g_02213	Prbf.g_00870
OG0001230	Syar.g_02816	Prbf.g_00150
OG0001231	Syar.g_00485	Prbf.g_01706
OG0001232	Syar.g_02968	Prbf.g_00670
OG0001233	Syar.g_02988	Prbf.g_00650
OG0001235	Syar.g_01019	Prbf.g_00609
OG0001236	Syar.g_00657	Prbf.g_00520
OG0001237	Syar.g_00652	Prbf.g_00516
OG0001238	Syar.g_00351	Prbf.g_00439
OG0001239	Syar.g_03043	Prbf.g_01398
OG0001240	Syar.g_03101	Prbf.g_01419
OG0001241	Syar.g_03149, Syar.g_03112	Prbf.g_01429
OG0001242	Syar.g_00043	Prbf.g_01449
OG0001243	Syar.g_00051	Prbf.g_01456
OG0001244	Syar.g_00075	Prbf.g_01471
OG0001245	Syar.g_00999	Prbf.g_00879
OG0001247	Syar.g_02024	Prbf.g_01279
OG0001248	Syar.g_02059	Prbf.g_01277
OG0001249	Syar.g_01113	Prbf.g_01675
OG0001250	Syar.g_01819, Syar.g_03240	Prbf.g_01202
OG0001251	Syar.g_02575	Prbf.g_00837
OG0001252	Syar.g_01372	Prbf.g_01161
OG0001253	Syar.g_02015	Prbf.g_01924
OG0001254	Syar.g_02233	Prbf.g_00786
OG0001255	Syar.g_01746	Prbf.g_00900
OG0001256	Syar.g_02915	Prbf.g_00246
OG0001258	Syar.g_02925	Prbf.g_00697
OG0001259	Syar.g_02986	Prbf.g_00652
OG0001260	Syar.g_03007	Prbf.g_00635
OG0001263	Syar.g_00054	Prbf.g_01458
OG0001265	Syar.g_00041	Prbf.g_01448
OG0001266	Syar.g_00987	Prbf.g_01538
OG0001267	Syar.g_00225	Prbf.g_01620
OG0001268	Syar.g_01124	Prbf.g_01683
OG0001269	Syar.g_00688	Prbf.g_01190
OG0001270	Syar.g_01175	Prbf.g_01718
OG0001271	Syar.g_01270	Prbf.g_01755
OG0001272	Syar.g_01475	Prbf.g_01769
OG0001273	Syar.g_02413	Prbf.g_00978
OG0001274	Syar.g_00929	Prbf.g_01562
OG0001275	Syar.g_02490	Prbf.g_01089
OG0001276	Syar.g_01797	Prbf.g_01075
OG0001277	Syar.g_02250	Prbf.g_00417
OG0001278	Syar.g_01720	Prbf.g_00972
OG0001279	Syar.g_02841	Prbf.g_00339
OG0001280	Syar.g_03317	Prbf.g_00027
OG0001281	Syar.g_02783	Prbf.g_00021
OG0001282	Syar.g_01460, Syar.g_01351	Prbf.g_00096
OG0001283	Syar.g_00447	Prbf.g_00408
OG0001284	Syar.g_02900	Prbf.g_00232
OG0001285	Syar.g_02972	Prbf.g_00667
OG0001286	Syar.g_01077	Prbf.g_00554
OG0001287	Syar.g_00606	Prbf.g_00494
OG0001288	Syar.g_00591	Prbf.g_00483
OG0001289	Syar.g_03080	Prbf.g_01413
OG0001290	Syar.g_03111	Prbf.g_01428
OG0001291	Syar.g_00064	Prbf.g_01466
OG0001292	Syar.g_00160	Prbf.g_01587
OG0001293	Syar.g_00198	Prbf.g_01600
OG0001295	Syar.g_00693	Prbf.g_00824
OG0001296	Syar.g_01506	Prbf.g_01792
OG0001297	Syar.g_01510	Prbf.g_01797
OG0001298	Syar.g_02210	Prbf.g_01858
OG0001299	Syar.g_01915	Prbf.g_01015
OG0001303	Syar.g_02583	Prbf.g_00731
OG0001304	Syar.g_01557	Prbf.g_01062
OG0001305	Syar.g_01937	Prbf.g_01174
OG0001306	Syar.g_01521	Prbf.g_00903
OG0001307	Syar.g_02591	Prbf.g_00070
OG0001308	Syar.g_02798	Prbf.g_00167
OG0001309	Syar.g_00360	Prbf.g_00274
OG0001310	Syar.g_02951	Prbf.g_00680
OG0001311	Syar.g_01795	Prbf.g_01073
OG0001312	Syar.g_02569	Prbf.g_01137
OG0001315	Syar.g_01094	Prbf.g_00865
OG0001317	Syar.g_03025	Prbf.g_01572
OG0001318	Syar.g_00186	Prbf.g_01596
OG0001319	Syar.g_00215	Prbf.g_01613
OG0001325	Syar.g_01577	Prbf.g_01032
OG0001327	Syar.g_01674	Prbf.g_01332
OG0001329	Syar.g_02337	Prbf.g_00734
OG0001331	Syar.g_01455	Prbf.g_00101
OG0001334	Syar.g_03166	Prbf.g_00532
OG0001337	Syar.g_01112	Prbf.g_01670
OG0001338	Syar.g_03232	Prbf.g_01673
OG0001339	Syar.g_03114	Prbf.g_01431
OG0001343	Syar.g_03210	Prbf.g_00840
OG0001345	Syar.g_01958	Prbf.g_00938
OG0001346	Syar.g_02778	Prbf.g_00025
OG0001348	Syar.g_02259	Prbf.g_00826
OG0001351	Syar.g_01420	Prbf.g_01741
OG0001353	Syar.g_01809	Prbf.g_01212
OG0001354	Syar.g_02520	Prbf.g_01107
OG0001355	Syar.g_01912	Prbf.g_01053
OG0001356	Syar.g_00176	Prbf.g_00705
OG0001359	Syar.g_03211	Prbf.g_00839
OG0001364	Syar.g_00284	Prbf.g_00529
OG0001365	Syar.g_00335	Prbf.g_00446
OG0001370	Syar.g_00013	Prbf.g_01746
OG0001371	Syar.g_03059	Prbf.g_01284
OG0001379	Syar.g_02772	Prbf.g_00032
OG0001382	Syar.g_02834, Syar.g_03204	Prbf.g_00063
OG0001394	Syar.g_02608	Prbf.g_01305
OG0001401	Syar.g_01813	Prbf.g_01207
OG0001402	Syar.g_02252	Prbf.g_01907
OG0001403	Syar.g_00504	Prbf.g_01353
OG0001411	Syar.g_02761, Syar.g_02360	Prbf.g_01388
OG0001415	Syar.g_01553	Prbf.g_01569
OG0001418	Syar.g_01546	Prbf.g_01278
OG0001428	Syar.g_00108	Prbf.g_01506
OG0001429	Syar.g_02582	Prbf.g_01145
OG0001430	Syar.g_03306	Prbf.g_00854
OG0001433	Syar.g_00173	Prbf.g_00706
OG0001434	Syar.g_02613	Prbf.g_01300
OG0001435	Syar.g_01621	Prbf.g_01324
OG0001437	Syar.g_01554	Prbf.g_01568
OG0001443	Syar.g_00378	Prbf.g_00857
OG0001450	Syar.g_00880	Prbf.g_01275
OG0001460	Syar.g_00172	Prbf.g_00707
OG0001461	Syar.g_02478	Prbf.g_01379
OG0001467	Syar.g_01745	Prbf.g_00090
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Prbf.g_00925
OG0001477	Syar.g_02277	Prbf.g_00316
OG0001486	Syar.g_01537	Prbf.g_00916
OG0001487	Syar.g_01389	Prbf.g_00197
OG0001488	Syar.g_03222, Syar.g_01948	Prbf.g_00931
OG0001489	Syar.g_01087	Prbf.g_00543
OG0001496	Syar.g_02279	Prbf.g_00318
OG0001497	Syar.g_02278	Prbf.g_00317
OG0001498	Syar.g_03286, Syar.g_01163	Prbf.g_01702
OG0001505	Syar.g_02696	Prbf.g_00313
OG0001510	Syar.g_00601	Prbf.g_00490, Prbf.g_00489
OG0001511	Syar.g_03129	Prbf.g_01440
OG0001512	Syar.g_03020	Prbf.g_00861
OG0001514	Syar.g_02280	Prbf.g_00319
OG0001515	Syar.g_03266, Syar.g_02594	Prbf.g_01270
OG0001516	Syar.g_01918	Prbf.g_01012
OG0001517	Syar.g_01119	Prbf.g_01679
OG0001518	Syar.g_00353	Prbf.g_00437
OG0001519	Syar.g_00380, Syar.g_00002	Prbf.g_00432
OG0001525	Syar.g_01315	Prbf.g_00728
OG0001527	Syar.g_02309	Prbf.g_01844
OG0001529	Syar.g_00518	Prbf.g_01363
OG0001530	Syar.g_03127	Prbf.g_01439
OG0001531	Syar.g_03019	Prbf.g_01577
OG0001532	Syar.g_01978	Prbf.g_00949
OG0001534	Syar.g_01558	Prbf.g_01061
OG0001535	Syar.g_01799	Prbf.g_01077
OG0001536	Syar.g_02544	Prbf.g_01121
OG0001537	Syar.g_02602	Prbf.g_01308
OG0001538	Syar.g_02644	Prbf.g_01240
OG0001539	Syar.g_01626	Prbf.g_01330
OG0001540	Syar.g_00056	Prbf.g_01460
OG0001541	Syar.g_00117	Prbf.g_01514
OG0001542	Syar.g_00128	Prbf.g_01520
OG0001543	Syar.g_00949	Prbf.g_00040
OG0001544	Syar.g_00379, Syar.g_00001	Prbf.g_00433
OG0001545	Syar.g_00865	Prbf.g_00418
OG0001549	Syar.g_02838	Prbf.g_01180
OG0001557	Syar.g_02609	Prbf.g_01304
OG0001559	Syar.g_03126	Prbf.g_01438
OG0001560	Syar.g_03110	Prbf.g_01427
OG0001561	Syar.g_01792	Prbf.g_01071
OG0001562	Syar.g_02484	Prbf.g_01084
OG0001563	Syar.g_01072	Prbf.g_00559
OG0001565	Syar.g_03069	Prbf.g_00364
OG0001574	Syar.g_02311	Prbf.g_01842
OG0001575	Syar.g_02306	Prbf.g_01847
OG0001576	Syar.g_02794	Prbf.g_00012
OG0001577	Syar.g_01534	Prbf.g_00913
OG0001580	Syar.g_00895	Prbf.g_01370
OG0001587	Syar.g_03010	Prbf.g_00633
OG0001591	Syar.g_01685	Prbf.g_01291
OG0001592	Syar.g_03309, Syar.g_00310	Prbf.g_01369
OG0001614	Syar.g_00617	Prbf.g_00502
OG0001616	Syar.g_01964	Prbf.g_00941
OG0001617	Syar.g_01972	Prbf.g_01266
OG0001619	Syar.g_02556	Prbf.g_01128
OG0001620	Syar.g_01131	Prbf.g_01687
OG0001621	Syar.g_00169	Prbf.g_01592
OG0001622	Syar.g_00446	Prbf.g_00409
OG0001636	Syar.g_00510	Prbf.g_01357
OG0001638	Syar.g_03132, Syar.g_02949	Prbf.g_00682
OG0001639	Syar.g_01212	Prbf.g_00206
OG0001640	Syar.g_01377	Prbf.g_01158
OG0001641	Syar.g_02500	Prbf.g_01096
OG0001642	Syar.g_01387	Prbf.g_01191
OG0001643	Syar.g_02423	Prbf.g_00987
OG0001644	Syar.g_01876	Prbf.g_01042
OG0001654	Syar.g_01214	Prbf.g_00204
OG0001657	Syar.g_00089	Prbf.g_01489
OG0001658	Syar.g_00329	Prbf.g_01365
OG0001659	Syar.g_01973	Prbf.g_00821
OG0001661	Syar.g_00911	Prbf.g_00357
OG0001678	Syar.g_00144	Prbf.g_00626
OG0001679	Syar.g_00032	Prbf.g_01674
OG0001717	Syar.g_00103	Prbf.g_00323
OG0001733	Syar.g_00179	Prbf.g_00709
OG0001769	Syar.g_02437	Prbf.g_00866
OG0001771	Syar.g_02677	Prbf.g_00766
OG0001842	Syar.g_02270	Prbf.g_00294
OG0001917	Syar.g_01798	Prbf.g_01076
OG0001923	Syar.g_00582, Syar.g_00583, Syar.g_00267	Prbf.g_00132
OG0001930	Syar.g_02271	Prbf.g_00293
OG0001931	Syar.g_02272	Prbf.g_00292
OG0001955	Syar.g_00733	Prbf.g_00813
OG0001977	Syar.g_00703	Prbf.g_00427
OG0001996	Syar.g_00502	Prbf.g_01351
OG0002003	Syar.g_02127	Prbf.g_00288
OG0002019	Syar.g_00615	Prbf.g_00818
OG0002109	Syar.g_00759, Syar.g_01997	Prbf.g_00283
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Prbf.g_00128
OG0002340	Syar.g_00960	Prbf.g_01544
OG0002344	Syar.g_00030, Syar.g_01149, Syar.g_01154	Prbf.g_01697
OG0002348	Syar.g_00309	Prbf.g_00827
OG0002384	Syar.g_00354	Prbf.g_00722
