Orthogroup	Syar	Prai
OG0001151	Syar.g_01238	Prai.g_01385
OG0001152	Syar.g_01237	Prai.g_01386
OG0001153	Syar.g_01398	Prai.g_01494
OG0001154	Syar.g_01397	Prai.g_01495
OG0001155	Syar.g_01211	Prai.g_01507
OG0001156	Syar.g_01185	Prai.g_01510
OG0001157	Syar.g_01184	Prai.g_01511
OG0001158	Syar.g_01183	Prai.g_01512
OG0001159	Syar.g_01182	Prai.g_01513
OG0001160	Syar.g_02908	Prai.g_01537
OG0001161	Syar.g_00382	Prai.g_01550
OG0001162	Syar.g_03081	Prai.g_01563
OG0001163	Syar.g_02917	Prai.g_01630
OG0001164	Syar.g_02922	Prai.g_01634
OG0001165	Syar.g_02927	Prai.g_01637
OG0001166	Syar.g_02959	Prai.g_01657
OG0001167	Syar.g_02982	Prai.g_01674
OG0001168	Syar.g_02983	Prai.g_01676
OG0001169	Syar.g_02985	Prai.g_01678
OG0001170	Syar.g_02987	Prai.g_01680
OG0001171	Syar.g_02999	Prai.g_01689
OG0001172	Syar.g_00143	Prai.g_01704
OG0001173	Syar.g_00142	Prai.g_01705
OG0001174	Syar.g_00134	Prai.g_01713
OG0001175	Syar.g_00133	Prai.g_01714
OG0001176	Syar.g_01025	Prai.g_01721
OG0001177	Syar.g_01023	Prai.g_01724
OG0001178	Syar.g_02943	Prai.g_01729
OG0001179	Syar.g_01055	Prai.g_01761
OG0001181	Syar.g_01082	Prai.g_01792
OG0001182	Syar.g_01090	Prai.g_01799
OG0001183	Syar.g_01096	Prai.g_01803
OG0001184	Syar.g_00653	Prai.g_01819
OG0001185	Syar.g_00614	Prai.g_01833
OG0001186	Syar.g_00562	Prai.g_01856
OG0001187	Syar.g_00548	Prai.g_01862
OG0001188	Syar.g_00546	Prai.g_01864
OG0001189	Syar.g_00525	Prai.g_01881
OG0001190	Syar.g_00330	Prai.g_01885
OG0001191	Syar.g_00349	Prai.g_01895
OG0001192	Syar.g_00356	Prai.g_01899
OG0001193	Syar.g_00711	Prai.g_01909
OG0001194	Syar.g_00622	Prai.g_01910
OG0001195	Syar.g_00623	Prai.g_01911
OG0001196	Syar.g_00453	Prai.g_01924
OG0001197	Syar.g_00455	Prai.g_01925
OG0001198	Syar.g_00467	Prai.g_01933
OG0001199	Syar.g_03045	Prai.g_00074
OG0001200	Syar.g_03047	Prai.g_00076
OG0001201	Syar.g_03120	Prai.g_00108
OG0001202	Syar.g_00991	Prai.g_00210
OG0001203	Syar.g_03021	Prai.g_00249
OG0001204	Syar.g_00154	Prai.g_00256
OG0001205	Syar.g_02869	Prai.g_00476
OG0001207	Syar.g_01462	Prai.g_00507
OG0001208	Syar.g_01471	Prai.g_00512
OG0001211	Syar.g_02323	Prai.g_00578
OG0001212	Syar.g_02027	Prai.g_00624
OG0001213	Syar.g_02239	Prai.g_00658
OG0001214	Syar.g_02420	Prai.g_00666
OG0001215	Syar.g_00965	Prai.g_00719
OG0001216	Syar.g_01909	Prai.g_00750
OG0001217	Syar.g_02852	Prai.g_00894
OG0001218	Syar.g_01388	Prai.g_00887
OG0001219	Syar.g_02585	Prai.g_00858
OG0001222	Syar.g_02552	Prai.g_00997
OG0001223	Syar.g_02505	Prai.g_00971
OG0001224	Syar.g_01361	Prai.g_00922
OG0001225	Syar.g_01929	Prai.g_00920
OG0001226	Syar.g_03054	Prai.g_01083
OG0001227	Syar.g_02213	Prai.g_01101
OG0001230	Syar.g_02816	Prai.g_01455
OG0001231	Syar.g_00485	Prai.g_01560
OG0001232	Syar.g_02968	Prai.g_01661
OG0001233	Syar.g_02988	Prai.g_01681
OG0001235	Syar.g_01019	Prai.g_01726
OG0001236	Syar.g_00657	Prai.g_01816
OG0001237	Syar.g_00652	Prai.g_01820
OG0001238	Syar.g_00351	Prai.g_01896
OG0001239	Syar.g_03043	Prai.g_00071
OG0001240	Syar.g_03101	Prai.g_00093
OG0001241	Syar.g_03149, Syar.g_03112	Prai.g_00101
OG0001242	Syar.g_00043	Prai.g_00119
OG0001243	Syar.g_00051	Prai.g_00125
OG0001244	Syar.g_00075	Prai.g_00141
OG0001245	Syar.g_00999	Prai.g_00392
OG0001246	Syar.g_01910	Prai.g_00534
OG0001247	Syar.g_02024	Prai.g_00712
OG0001248	Syar.g_02059	Prai.g_00714
OG0001249	Syar.g_01113	Prai.g_00869
OG0001250	Syar.g_01819, Syar.g_03240	Prai.g_00806
OG0001252	Syar.g_01372	Prai.g_00927
OG0001253	Syar.g_02015	Prai.g_01102
OG0001254	Syar.g_02233	Prai.g_01145
OG0001255	Syar.g_01746	Prai.g_01156
OG0001256	Syar.g_02915	Prai.g_01553
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Prai.g_01559
OG0001258	Syar.g_02925	Prai.g_01635
OG0001259	Syar.g_02986	Prai.g_01679
OG0001260	Syar.g_03007	Prai.g_01695
OG0001262	Syar.g_00527	Prai.g_01879
OG0001263	Syar.g_00054	Prai.g_00128
OG0001265	Syar.g_00041	Prai.g_00118
OG0001266	Syar.g_00987	Prai.g_00214
OG0001267	Syar.g_00225	Prai.g_00293
OG0001268	Syar.g_01124	Prai.g_00352
OG0001269	Syar.g_00688	Prai.g_00372
OG0001270	Syar.g_01175	Prai.g_00465
OG0001271	Syar.g_01270	Prai.g_00502
OG0001272	Syar.g_01475	Prai.g_00516
OG0001273	Syar.g_02413	Prai.g_00660
OG0001275	Syar.g_02490	Prai.g_00961
OG0001276	Syar.g_01797	Prai.g_00942
OG0001277	Syar.g_02250	Prai.g_01090
OG0001278	Syar.g_01720	Prai.g_01223
OG0001279	Syar.g_02841	Prai.g_01583
OG0001280	Syar.g_03317	Prai.g_01334
OG0001281	Syar.g_02783	Prai.g_01340
OG0001282	Syar.g_01460, Syar.g_01351	Prai.g_01371
OG0001284	Syar.g_02900	Prai.g_01532
OG0001285	Syar.g_02972	Prai.g_01664
OG0001286	Syar.g_01077	Prai.g_01786
OG0001287	Syar.g_00606	Prai.g_01840
OG0001288	Syar.g_00591	Prai.g_01849
OG0001289	Syar.g_03080	Prai.g_00087
OG0001290	Syar.g_03111	Prai.g_00100
OG0001291	Syar.g_00064	Prai.g_00135
OG0001292	Syar.g_00160	Prai.g_00261
OG0001293	Syar.g_00198	Prai.g_00274
OG0001294	Syar.g_01687	Prai.g_00389
OG0001295	Syar.g_00693	Prai.g_00498
OG0001296	Syar.g_01506	Prai.g_00539
OG0001298	Syar.g_02210	Prai.g_00605
OG0001299	Syar.g_01915	Prai.g_00695
OG0001304	Syar.g_01557	Prai.g_00933
OG0001305	Syar.g_01937	Prai.g_00914
OG0001306	Syar.g_01521	Prai.g_01158
OG0001307	Syar.g_02591	Prai.g_01354
OG0001308	Syar.g_02798	Prai.g_01473
OG0001309	Syar.g_00360	Prai.g_01557
OG0001310	Syar.g_02951	Prai.g_01650
OG0001312	Syar.g_02569	Prai.g_01008
OG0001315	Syar.g_01094	Prai.g_00061
OG0001317	Syar.g_03025	Prai.g_00245
OG0001318	Syar.g_00186	Prai.g_00269
OG0001325	Syar.g_01577	Prai.g_00753
OG0001327	Syar.g_01674	Prai.g_01075
OG0001331	Syar.g_01455	Prai.g_01376
OG0001334	Syar.g_03166	Prai.g_01806
OG0001336	Syar.g_00448	Prai.g_01921
OG0001339	Syar.g_03114	Prai.g_00103
OG0001343	Syar.g_03210	Prai.g_01062
OG0001345	Syar.g_01958	Prai.g_01190
OG0001346	Syar.g_02778	Prai.g_01336
OG0001348	Syar.g_02259	Prai.g_01587
OG0001349	Syar.g_02764	Prai.g_01407
OG0001351	Syar.g_01420	Prai.g_00485
OG0001353	Syar.g_01809	Prai.g_00815
OG0001355	Syar.g_01912	Prai.g_01272
OG0001358	Syar.g_02262	Prai.g_00649
OG0001359	Syar.g_03211	Prai.g_01061
OG0001360	Syar.g_01961	Prai.g_01103
OG0001361	Syar.g_01955	Prai.g_01187
OG0001364	Syar.g_00284	Prai.g_01809
OG0001365	Syar.g_00335	Prai.g_01889
OG0001371	Syar.g_03059	Prai.g_00708
OG0001376	Syar.g_03203, Syar.g_02600	Prai.g_01069
OG0001377	Syar.g_02599, Syar.g_03202	Prai.g_01070
OG0001378	Syar.g_01174	Prai.g_01112
OG0001382	Syar.g_02834, Syar.g_03204	Prai.g_01575
OG0001394	Syar.g_02608	Prai.g_01031
OG0001395	Syar.g_01561	Prai.g_00931
OG0001403	Syar.g_00504	Prai.g_00030
OG0001406	Syar.g_02601	Prai.g_01068
OG0001408	Syar.g_02042	Prai.g_01086
OG0001413	Syar.g_02062, Syar.g_02063	Prai.g_01547
OG0001415	Syar.g_01553	Prai.g_00242
OG0001416	Syar.g_00433	Prai.g_00490
OG0001417	Syar.g_01885	Prai.g_00500
OG0001418	Syar.g_01546	Prai.g_00713
OG0001420	Syar.g_02680	Prai.g_01122
OG0001428	Syar.g_00108	Prai.g_00183
OG0001430	Syar.g_03306	Prai.g_01271
OG0001432	Syar.g_02064, Syar.g_02123	Prai.g_01545
OG0001436	Syar.g_02714	Prai.g_01402
OG0001437	Syar.g_01554	Prai.g_00241
OG0001438	Syar.g_00240	Prai.g_00306
OG0001439	Syar.g_00824	Prai.g_00320
OG0001441	Syar.g_02691	Prai.g_00550
OG0001443	Syar.g_00378	Prai.g_01602
OG0001447	Syar.g_00052	Prai.g_00126
OG0001449	Syar.g_01897	Prai.g_00413
OG0001450	Syar.g_00880	Prai.g_00716
OG0001452	Syar.g_00167	Prai.g_01058
OG0001453	Syar.g_02498	Prai.g_00967
OG0001454	Syar.g_02065, Syar.g_02122	Prai.g_01096
OG0001459	Syar.g_00418, Syar.g_02047	Prai.g_01552
OG0001462	Syar.g_00511	Prai.g_00034
OG0001467	Syar.g_01745	Prai.g_00868
OG0001470	Syar.g_02358, Syar.g_02369	Prai.g_01433
OG0001471	Syar.g_00830	Prai.g_01548
OG0001474	Syar.g_01125	Prai.g_00353
OG0001475	Syar.g_02370	Prai.g_00152
OG0001477	Syar.g_02277	Prai.g_01254
OG0001480	Syar.g_02013	Prai.g_00382
OG0001482	Syar.g_02511	Prai.g_00488
OG0001486	Syar.g_01537	Prai.g_01169
OG0001492	Syar.g_01717	Prai.g_01220
OG0001493	Syar.g_01725	Prai.g_01228
OG0001495	Syar.g_01022	Prai.g_01723
OG0001496	Syar.g_02279	Prai.g_01252
OG0001497	Syar.g_02278	Prai.g_01253
OG0001502	Syar.g_01840	Prai.g_00877
OG0001505	Syar.g_02696	Prai.g_01394
OG0001507	Syar.g_03257, Syar.g_01540	Prai.g_01245
OG0001508	Syar.g_02372	Prai.g_01432
OG0001514	Syar.g_02280	Prai.g_01251
OG0001520	Syar.g_02053	Prai.g_00406
OG0001527	Syar.g_02309	Prai.g_00591
OG0001532	Syar.g_01978	Prai.g_01199
OG0001547	Syar.g_01855	Prai.g_00875
OG0001549	Syar.g_02838	Prai.g_00788
OG0001554	Syar.g_00327	Prai.g_01555
OG0001555	Syar.g_01689	Prai.g_01569
OG0001562	Syar.g_02484	Prai.g_00949
OG0001565	Syar.g_03069	Prai.g_00447
OG0001567	Syar.g_01847	Prai.g_00876
OG0001568	Syar.g_01866	Prai.g_00874
OG0001570	Syar.g_02858	Prai.g_01255
OG0001587	Syar.g_03010	Prai.g_01697
OG0001613	Syar.g_01093	Prai.g_01801
OG0001625	Syar.g_00192	Prai.g_00271
OG0001627	Syar.g_01215	Prai.g_00889
OG0001634	Syar.g_01691	Prai.g_01582
OG0001647	Syar.g_00217	Prai.g_00285
OG0001661	Syar.g_00911	Prai.g_01621
OG0001669	Syar.g_00323, Syar.g_00555	Prai.g_00043
OG0001712	Syar.g_01846	Prai.g_00427
OG0001726	Syar.g_01863	Prai.g_00425
OG0001745	Syar.g_02010	Prai.g_01544
OG0001924	Syar.g_02672	Prai.g_01283
OG0001925	Syar.g_02671	Prai.g_01284
OG0001926	Syar.g_02669	Prai.g_01285
OG0001927	Syar.g_02668	Prai.g_01286
OG0001993	Syar.g_02674	Prai.g_01281
OG0001994	Syar.g_02673	Prai.g_01282
OG0002019	Syar.g_00615	Prai.g_01304
OG0002244	Syar.g_01824	Prai.g_01244
OG0002375	Syar.g_02713, Syar.g_02699, Syar.g_02697	Prai.g_01408
OG0002396	Syar.g_01039	Prai.g_01745
OG0002699	Syar.g_02732	Prai.g_01440
OG0002722	Syar.g_02708	Prai.g_01401
OG0002723	Syar.g_02763	Prai.g_01409
OG0002767	Syar.g_03172	Prai.g_00038
OG0003010	Syar.g_02705	Prai.g_01397
OG0003159	Syar.g_02702	Prai.g_01396
OG0003222	Syar.g_02711	Prai.g_01399, Prai.g_01410
OG0003224	Syar.g_00392	Prai.g_01625
OG0003346	Syar.g_02712	Prai.g_01398
OG0003793	Syar.g_02707	Prai.g_01441
OG0004141	Syar.g_02391	Prai.g_01404
