Orthogroup	Syar	Syan
OG0001147	Syar.g_01276	Syan.g_02842
OG0001148	Syar.g_01459	Syan.g_02775
OG0001149	Syar.g_01458	Syan.g_02776
OG0001150	Syar.g_01457	Syan.g_02777
OG0001151	Syar.g_01238	Syan.g_02884
OG0001152	Syar.g_01237	Syan.g_02885
OG0001153	Syar.g_01398	Syan.g_02828
OG0001154	Syar.g_01397	Syan.g_02829
OG0001156	Syar.g_01185	Syan.g_02404
OG0001157	Syar.g_01184	Syan.g_02403
OG0001158	Syar.g_01183	Syan.g_02402
OG0001159	Syar.g_01182	Syan.g_02401
OG0001160	Syar.g_02908	Syan.g_01377
OG0001161	Syar.g_00382	Syan.g_01594
OG0001162	Syar.g_03081	Syan.g_02943
OG0001163	Syar.g_02917	Syan.g_01385
OG0001164	Syar.g_02922	Syan.g_01392
OG0001165	Syar.g_02927	Syan.g_01397
OG0001166	Syar.g_02959	Syan.g_01430
OG0001167	Syar.g_02982	Syan.g_00992
OG0001168	Syar.g_02983	Syan.g_01456
OG0001169	Syar.g_02985	Syan.g_01458
OG0001170	Syar.g_02987	Syan.g_01460
OG0001171	Syar.g_02999	Syan.g_01470
OG0001172	Syar.g_00143	Syan.g_02110
OG0001173	Syar.g_00142	Syan.g_02111
OG0001174	Syar.g_00134	Syan.g_02119
OG0001175	Syar.g_00133	Syan.g_02120
OG0001176	Syar.g_01025	Syan.g_02253
OG0001177	Syar.g_01023	Syan.g_02256
OG0001179	Syar.g_01055	Syan.g_02218
OG0001181	Syar.g_01082	Syan.g_02187
OG0001182	Syar.g_01090	Syan.g_02179
OG0001183	Syar.g_01096	Syan.g_02166
OG0001184	Syar.g_00653	Syan.g_01929
OG0001185	Syar.g_00614	Syan.g_01902
OG0001186	Syar.g_00562	Syan.g_01864
OG0001187	Syar.g_00548	Syan.g_01811
OG0001188	Syar.g_00546	Syan.g_01806
OG0001189	Syar.g_00525	Syan.g_01723
OG0001190	Syar.g_00330	Syan.g_01565
OG0001191	Syar.g_00349	Syan.g_01578
OG0001192	Syar.g_00356	Syan.g_01585
OG0001193	Syar.g_00711	Syan.g_01626
OG0001194	Syar.g_00622	Syan.g_01627
OG0001195	Syar.g_00623	Syan.g_01628
OG0001196	Syar.g_00453	Syan.g_01693
OG0001197	Syar.g_00455	Syan.g_01695
OG0001198	Syar.g_00467	Syan.g_01793
OG0001199	Syar.g_03045	Syan.g_02913
OG0001200	Syar.g_03047	Syan.g_02915
OG0001201	Syar.g_03120	Syan.g_02975
OG0001202	Syar.g_00991	Syan.g_03084
OG0001203	Syar.g_03021	Syan.g_02426
OG0001204	Syar.g_00154	Syan.g_02097
OG0001205	Syar.g_02869	Syan.g_01337
OG0001207	Syar.g_01462	Syan.g_02772
OG0001208	Syar.g_01471	Syan.g_02762
OG0001211	Syar.g_02323	Syan.g_00852
OG0001212	Syar.g_02027	Syan.g_01002
OG0001213	Syar.g_02239	Syan.g_01141
OG0001214	Syar.g_02420	Syan.g_00814
OG0001215	Syar.g_00965	Syan.g_00539
OG0001216	Syar.g_01909	Syan.g_00319
OG0001217	Syar.g_02852	Syan.g_00617
OG0001218	Syar.g_01388	Syan.g_02837
OG0001219	Syar.g_02585	Syan.g_00477
OG0001222	Syar.g_02552	Syan.g_00552
OG0001223	Syar.g_02505	Syan.g_00599
OG0001224	Syar.g_01361	Syan.g_00294
OG0001225	Syar.g_01929	Syan.g_00292
OG0001226	Syar.g_03054	Syan.g_02922
OG0001227	Syar.g_02213	Syan.g_00940
OG0001230	Syar.g_02816	Syan.g_01288
OG0001231	Syar.g_00485	Syan.g_01764
OG0001232	Syar.g_02968	Syan.g_01439
OG0001233	Syar.g_02988	Syan.g_01461
OG0001235	Syar.g_01019	Syan.g_02130
OG0001236	Syar.g_00657	Syan.g_01933
OG0001237	Syar.g_00652	Syan.g_01928
OG0001239	Syar.g_03043	Syan.g_02910
OG0001240	Syar.g_03101	Syan.g_02963
OG0001242	Syar.g_00043	Syan.g_02297
OG0001243	Syar.g_00051	Syan.g_02289
OG0001244	Syar.g_00075	Syan.g_03004
OG0001245	Syar.g_00999	Syan.g_00179
OG0001246	Syar.g_01910	Syan.g_02734
OG0001247	Syar.g_02024	Syan.g_00199
OG0001249	Syar.g_01113	Syan.g_02150
OG0001250	Syar.g_01819, Syar.g_03240	Syan.g_00382
OG0001251	Syar.g_02575	Syan.g_00490
OG0001252	Syar.g_01372	Syan.g_00304
OG0001253	Syar.g_02015	Syan.g_00099
OG0001254	Syar.g_02233	Syan.g_01148
OG0001256	Syar.g_02915	Syan.g_01384
OG0001257	Syar.g_02468, Syar.g_02269	Syan.g_00925
OG0001258	Syar.g_02925	Syan.g_01395
OG0001259	Syar.g_02986	Syan.g_01459
OG0001260	Syar.g_03007	Syan.g_01478
OG0001262	Syar.g_00527	Syan.g_01721
OG0001263	Syar.g_00054	Syan.g_02286
OG0001265	Syar.g_00041	Syan.g_02299
OG0001266	Syar.g_00987	Syan.g_03088
OG0001267	Syar.g_00225	Syan.g_02023
OG0001268	Syar.g_01124	Syan.g_02138
OG0001270	Syar.g_01175	Syan.g_02393
OG0001271	Syar.g_01270	Syan.g_02849
OG0001272	Syar.g_01475	Syan.g_02758
OG0001274	Syar.g_00929	Syan.g_01528
OG0001275	Syar.g_02490	Syan.g_00628
OG0001276	Syar.g_01797	Syan.g_00360
OG0001277	Syar.g_02250	Syan.g_00007
OG0001278	Syar.g_01720	Syan.g_02585
OG0001279	Syar.g_02841	Syan.g_01306
OG0001281	Syar.g_02783	Syan.g_01220
OG0001282	Syar.g_01460, Syar.g_01351	Syan.g_02774
OG0001283	Syar.g_00447	Syan.g_01687
OG0001284	Syar.g_02900	Syan.g_01369
OG0001285	Syar.g_02972	Syan.g_00977
OG0001286	Syar.g_01077	Syan.g_02193
OG0001287	Syar.g_00606	Syan.g_01894
OG0001289	Syar.g_03080	Syan.g_02942
OG0001291	Syar.g_00064	Syan.g_02273
OG0001292	Syar.g_00160	Syan.g_02091
OG0001293	Syar.g_00198	Syan.g_02051
OG0001294	Syar.g_01687	Syan.g_00758
OG0001295	Syar.g_00693	Syan.g_00836
OG0001296	Syar.g_01506	Syan.g_02728
OG0001297	Syar.g_01510	Syan.g_02724
OG0001298	Syar.g_02210	Syan.g_00944
OG0001299	Syar.g_01915	Syan.g_00764
OG0001303	Syar.g_02583	Syan.g_00479
OG0001304	Syar.g_01557	Syan.g_00345
OG0001305	Syar.g_01937	Syan.g_00191
OG0001306	Syar.g_01521	Syan.g_02714
OG0001308	Syar.g_02798	Syan.g_01248
OG0001309	Syar.g_00360	Syan.g_01196
OG0001310	Syar.g_02951	Syan.g_01422
OG0001311	Syar.g_01795	Syan.g_00358
OG0001312	Syar.g_02569	Syan.g_00496
OG0001315	Syar.g_01094	Syan.g_02168
OG0001317	Syar.g_03025	Syan.g_02422
OG0001318	Syar.g_00186	Syan.g_02060
OG0001319	Syar.g_00215	Syan.g_02034
OG0001325	Syar.g_01577	Syan.g_00323
OG0001326	Syar.g_00632	Syan.g_01636
OG0001327	Syar.g_01674	Syan.g_00753
OG0001329	Syar.g_02337	Syan.g_00838
OG0001331	Syar.g_01455	Syan.g_02779
OG0001336	Syar.g_00448	Syan.g_01688
OG0001337	Syar.g_01112	Syan.g_02151
OG0001345	Syar.g_01958	Syan.g_02655
OG0001346	Syar.g_02778	Syan.g_01214
OG0001347	Syar.g_00565	Syan.g_01852
OG0001349	Syar.g_02764	Syan.g_01131
OG0001351	Syar.g_01420	Syan.g_02804
OG0001353	Syar.g_01809	Syan.g_00372
OG0001354	Syar.g_02520	Syan.g_00585
OG0001356	Syar.g_00176	Syan.g_00246
OG0001358	Syar.g_02262	Syan.g_00017
OG0001360	Syar.g_01961	Syan.g_02653
OG0001361	Syar.g_01955	Syan.g_02658
OG0001364	Syar.g_00284	Syan.g_01950
OG0001365	Syar.g_00335	Syan.g_01570
OG0001366	Syar.g_02962	Syan.g_01433
OG0001371	Syar.g_03059	Syan.g_02927
OG0001373	Syar.g_00631	Syan.g_01635
OG0001374	Syar.g_00642	Syan.g_01644
OG0001376	Syar.g_02600	Syan.g_00511
OG0001377	Syar.g_02599	Syan.g_00510
OG0001378	Syar.g_01174	Syan.g_02392
OG0001379	Syar.g_02772	Syan.g_01206
OG0001382	Syar.g_02834, Syar.g_03204	Syan.g_00680
OG0001383	Syar.g_01880	Syan.g_00826
OG0001383	Syar.g_03016	Syan.g_01507, Syan.g_02439
OG0001385	Syar.g_00628	Syan.g_01632
OG0001386	Syar.g_00629	Syan.g_01633
OG0001387	Syar.g_00630	Syan.g_01634
OG0001388	Syar.g_00635	Syan.g_01637
OG0001389	Syar.g_00636	Syan.g_01639
OG0001390	Syar.g_00637	Syan.g_01640
OG0001391	Syar.g_00638	Syan.g_01641
OG0001392	Syar.g_00640	Syan.g_01642
OG0001393	Syar.g_00641	Syan.g_01643
OG0001394	Syar.g_02608	Syan.g_00722
OG0001395	Syar.g_01561	Syan.g_00340
OG0001396	Syar.g_00566	Syan.g_01851
OG0001401	Syar.g_01813	Syan.g_00376
OG0001402	Syar.g_02252	Syan.g_00011
OG0001403	Syar.g_00504	Syan.g_01744
OG0001406	Syar.g_02601	Syan.g_00512
OG0001408	Syar.g_02042	Syan.g_00073
OG0001411	Syar.g_02761	Syan.g_01125
OG0001412	Syar.g_00564	Syan.g_01853
OG0001413	Syar.g_02062	Syan.g_00029
OG0001415	Syar.g_01553	Syan.g_01004
OG0001416	Syar.g_00433	Syan.g_00103
OG0001417	Syar.g_01885	Syan.g_00583
OG0001418	Syar.g_01546	Syan.g_02689
OG0001420	Syar.g_02680	Syan.g_01180
OG0001428	Syar.g_00108	Syan.g_03039
OG0001429	Syar.g_02582	Syan.g_00480
OG0001432	Syar.g_02064, Syar.g_02123	Syan.g_00092
OG0001433	Syar.g_00173	Syan.g_00245
OG0001434	Syar.g_02613	Syan.g_00717
OG0001435	Syar.g_01621	Syan.g_00745
OG0001437	Syar.g_01554	Syan.g_01005
OG0001438	Syar.g_00240	Syan.g_02009
OG0001439	Syar.g_00824	Syan.g_01986
OG0001441	Syar.g_02691	Syan.g_01191
OG0001442	Syar.g_02622	Syan.g_00709
OG0001443	Syar.g_00378	Syan.g_01590
OG0001444	Syar.g_03096	Syan.g_02954
OG0001444	Syar.g_03093	Syan.g_02956
OG0001447	Syar.g_00052	Syan.g_02288
OG0001449	Syar.g_01897	Syan.g_02058
OG0001452	Syar.g_00167	Syan.g_02066
OG0001453	Syar.g_02498	Syan.g_00608
OG0001454	Syar.g_02065, Syar.g_02122	Syan.g_00418
OG0001456	Syar.g_00643	Syan.g_01646
OG0001457	Syar.g_00644	Syan.g_01647
OG0001458	Syar.g_00645	Syan.g_01648
OG0001459	Syar.g_00418, Syar.g_02047	Syan.g_02343
OG0001460	Syar.g_00172	Syan.g_00244
OG0001461	Syar.g_02478	Syan.g_00657
OG0001462	Syar.g_00511	Syan.g_01737
OG0001467	Syar.g_01745	Syan.g_00107
OG0001470	Syar.g_02358, Syar.g_02369	Syan.g_01815
OG0001471	Syar.g_00830	Syan.g_01991
OG0001474	Syar.g_01125	Syan.g_02137
OG0001475	Syar.g_02370	Syan.g_01833
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Syan.g_00283
OG0001478	Syar.g_01259	Syan.g_02859
OG0001478	Syar.g_03184	Syan.g_02251
OG0001479	Syar.g_01122	Syan.g_02140
OG0001480	Syar.g_02013	Syan.g_00072
OG0001486	Syar.g_01537	Syan.g_02698
OG0001487	Syar.g_01389	Syan.g_02836
OG0001488	Syar.g_01948	Syan.g_02666
OG0001489	Syar.g_01087	Syan.g_02182
OG0001492	Syar.g_01717	Syan.g_02588
OG0001493	Syar.g_01725	Syan.g_02578
OG0001495	Syar.g_01022	Syan.g_02257
OG0001496	Syar.g_02279	Syan.g_01154
OG0001497	Syar.g_02278	Syan.g_01155
OG0001498	Syar.g_03286, Syar.g_01163	Syan.g_02317
OG0001502	Syar.g_01840	Syan.g_00401
OG0001504	Syar.g_02046	Syan.g_02344
OG0001507	Syar.g_03257, Syar.g_01540	Syan.g_02695
OG0001508	Syar.g_02372	Syan.g_01814
OG0001509	Syar.g_00570	Syan.g_01832
OG0001510	Syar.g_00601	Syan.g_01890
OG0001511	Syar.g_03129	Syan.g_02983
OG0001512	Syar.g_03020	Syan.g_02428
OG0001513	Syar.g_00995	Syan.g_03078
OG0001515	Syar.g_03266, Syar.g_02594	Syan.g_00505
OG0001516	Syar.g_01918	Syan.g_00767
OG0001517	Syar.g_01119	Syan.g_02143
OG0001518	Syar.g_00353	Syan.g_01582
OG0001519	Syar.g_00380, Syar.g_00002	Syan.g_01592
OG0001520	Syar.g_02053	Syan.g_00943
OG0001525	Syar.g_01315	Syan.g_00831
OG0001527	Syar.g_02309	Syan.g_00867
OG0001528	Syar.g_02371	Syan.g_01818
OG0001529	Syar.g_00518	Syan.g_01730
OG0001530	Syar.g_03127	Syan.g_02981
OG0001531	Syar.g_03019	Syan.g_01511, Syan.g_02436
OG0001532	Syar.g_01978	Syan.g_02637
OG0001533	Syar.g_01173	Syan.g_02390
OG0001534	Syar.g_01558	Syan.g_00344
OG0001535	Syar.g_01799	Syan.g_00362
OG0001536	Syar.g_02544	Syan.g_00560
OG0001537	Syar.g_02602	Syan.g_00729
OG0001538	Syar.g_02644	Syan.g_00685
OG0001539	Syar.g_01626	Syan.g_00750
OG0001540	Syar.g_00056	Syan.g_02284
OG0001541	Syar.g_00117	Syan.g_03048
OG0001542	Syar.g_00128	Syan.g_03059
OG0001543	Syar.g_00949	Syan.g_03110
OG0001544	Syar.g_00379, Syar.g_00001	Syan.g_01591
OG0001545	Syar.g_00865	Syan.g_01661
OG0001546	Syar.g_02688	Syan.g_01188
OG0001547	Syar.g_01855	Syan.g_00462
OG0001549	Syar.g_02838	Syan.g_00077
OG0001554	Syar.g_00327	Syan.g_00282
OG0001556	Syar.g_00177	Syan.g_02338, Syan.g_00149, Syan.g_00276
OG0001557	Syar.g_02609	Syan.g_00721
OG0001558	Syar.g_00488	Syan.g_01760
OG0001559	Syar.g_03126	Syan.g_02980
OG0001560	Syar.g_03110	Syan.g_02969
OG0001561	Syar.g_01792	Syan.g_00356
OG0001562	Syar.g_02484	Syan.g_00650
OG0001563	Syar.g_01072	Syan.g_02200
OG0001567	Syar.g_01847	Syan.g_00461
OG0001568	Syar.g_01866	Syan.g_00463
OG0001570	Syar.g_02858	Syan.g_00636
OG0001574	Syar.g_02311	Syan.g_00865
OG0001575	Syar.g_02306	Syan.g_00870
OG0001576	Syar.g_02794	Syan.g_01242
OG0001577	Syar.g_01534	Syan.g_02701
OG0001578	Syar.g_00863	Syan.g_01652
OG0001580	Syar.g_00895	Syan.g_01551
OG0001587	Syar.g_03010	Syan.g_01482
OG0001590	Syar.g_02412	Syan.g_00821
OG0001591	Syar.g_01685	Syan.g_00756
OG0001592	Syar.g_00310	Syan.g_01552
OG0001614	Syar.g_00617	Syan.g_01905
OG0001616	Syar.g_01964	Syan.g_02649
OG0001617	Syar.g_01972	Syan.g_01033
OG0001618	Syar.g_01298, Syar.g_01196	Syan.g_02462, Syan.g_02535, Syan.g_02536
OG0001619	Syar.g_02556	Syan.g_00549
OG0001620	Syar.g_01131	Syan.g_02131
OG0001621	Syar.g_00169	Syan.g_02064
OG0001622	Syar.g_00446	Syan.g_01686
OG0001623	Syar.g_01109	Syan.g_02154
OG0001623	Syar.g_01694	Syan.g_00212
OG0001623	Syar.g_01104	Syan.g_02158
OG0001624	Syar.g_01312, Syar.g_02156	Syan.g_00135
OG0001625	Syar.g_00192	Syan.g_02057
OG0001627	Syar.g_01215	Syan.g_02410
OG0001634	Syar.g_01691	Syan.g_00761
OG0001636	Syar.g_00510	Syan.g_01738
OG0001637	Syar.g_00971, Syar.g_02007	Syan.g_01295
OG0001638	Syar.g_02949	Syan.g_01418
OG0001639	Syar.g_01212	Syan.g_02407
OG0001640	Syar.g_01377	Syan.g_00309
OG0001641	Syar.g_02500	Syan.g_00606
OG0001642	Syar.g_01387	Syan.g_02603
OG0001643	Syar.g_02423	Syan.g_00811
OG0001644	Syar.g_01876	Syan.g_00336
OG0001645	Syar.g_02340	Syan.g_00835
OG0001645	Syar.g_00803	Syan.g_00423
OG0001647	Syar.g_00217	Syan.g_02032
OG0001652	Syar.g_00486	Syan.g_01762
OG0001653	Syar.g_03099	Syan.g_02875, Syan.g_00521, Syan.g_02960, Syan.g_02959
OG0001654	Syar.g_01214	Syan.g_02409
OG0001657	Syar.g_00089	Syan.g_03019
OG0001658	Syar.g_00329	Syan.g_01564
OG0001659	Syar.g_01973	Syan.g_02642
OG0001660	Syar.g_00029, Syar.g_01150, Syar.g_01155	Syan.g_02309, Syan.g_02629, Syan.g_02987
OG0001669	Syar.g_00323, Syar.g_00555	Syan.g_02176
OG0001671	Syar.g_00943	Syan.g_01514
OG0001672	Syar.g_03053	Syan.g_02921
OG0001673	Syar.g_03028	Syan.g_02896
OG0001675	Syar.g_02486	Syan.g_00632
OG0001677	Syar.g_01097	Syan.g_02165
OG0001678	Syar.g_00144	Syan.g_02109
OG0001679	Syar.g_00032	Syan.g_02307
OG0001680	Syar.g_02953	Syan.g_01424
OG0001682	Syar.g_01573	Syan.g_00327
OG0001683	Syar.g_02716	Syan.g_01822
OG0001692	Syar.g_02812	Syan.g_01284
OG0001694	Syar.g_00227	Syan.g_02021
OG0001695	Syar.g_00864	Syan.g_01656
OG0001702	Syar.g_03087	Syan.g_02948
OG0001703	Syar.g_01463	Syan.g_02770
OG0001712	Syar.g_01846	Syan.g_00786
OG0001714	Syar.g_00576	Syan.g_00476, Syan.g_02787, Syan.g_02788
OG0001715	Syar.g_00804	Syan.g_00415
OG0001716	Syar.g_01642, Syar.g_00805	Syan.g_00662
OG0001717	Syar.g_00103	Syan.g_03034
OG0001726	Syar.g_01863	Syan.g_00041
OG0001729	Syar.g_03015	Syan.g_01506, Syan.g_02440
OG0001730	Syar.g_00837, Syar.g_00806	Syan.g_00979
OG0001731	Syar.g_02884	Syan.g_01353
OG0001732	Syar.g_00464	Syan.g_01704
OG0001732	Syar.g_01702	Syan.g_02602
OG0001733	Syar.g_00179	Syan.g_00275
OG0001734	Syar.g_00188	Syan.g_02496
OG0001735	Syar.g_02469	Syan.g_00775
OG0001737	Syar.g_00855	Syan.g_02002
OG0001738	Syar.g_00717	Syan.g_01970
OG0001739	Syar.g_00862	Syan.g_01654
OG0001741	Syar.g_01311, Syar.g_02155	Syan.g_00789
OG0001748	Syar.g_00941	Syan.g_01516
OG0001750	Syar.g_03097, Syar.g_01648	Syan.g_02955, Syan.g_01139
OG0001751	Syar.g_03029	Syan.g_02897
OG0001752	Syar.g_03214, Syar.g_03009	Syan.g_01481
OG0001753	Syar.g_00919, Syar.g_01879	Syan.g_01630
OG0001754	Syar.g_00973	Syan.g_01297
OG0001755	Syar.g_01515	Syan.g_02719
OG0001756	Syar.g_00384	Syan.g_01589
OG0001761	Syar.g_01703, Syar.g_00182	Syan.g_00207
OG0001762	Syar.g_02493	Syan.g_00625
OG0001763	Syar.g_02506	Syan.g_00598
OG0001764	Syar.g_01870	Syan.g_00467
OG0001766	Syar.g_00902	Syan.g_01996
OG0001768	Syar.g_02918	Syan.g_03066
OG0001769	Syar.g_02437	Syan.g_00794
OG0001771	Syar.g_02677	Syan.g_01176
OG0001783	Syar.g_00611	Syan.g_01899
OG0001784	Syar.g_03090	Syan.g_02950
OG0001786	Syar.g_02903	Syan.g_01372
OG0001787	Syar.g_03272, Syar.g_01927	Syan.g_01167
OG0001788	Syar.g_02351	Syan.g_01164
OG0001789	Syar.g_02776	Syan.g_01212
OG0001790	Syar.g_01528	Syan.g_02707
OG0001792	Syar.g_01708	Syan.g_02595
OG0001794	Syar.g_03304	Syan.g_00347
OG0001796	Syar.g_01808	Syan.g_00371
OG0001797	Syar.g_00681	Syan.g_00541
OG0001798	Syar.g_02248	Syan.g_00990, Syan.g_00005
OG0001799	Syar.g_02434	Syan.g_00797
OG0001800	Syar.g_02840	Syan.g_01305
OG0001801	Syar.g_02821	Syan.g_01293
OG0001803	Syar.g_02873	Syan.g_01341
OG0001804	Syar.g_01164	Syan.g_02318
OG0001805	Syar.g_00927	Syan.g_00039, Syan.g_00262
OG0001806	Syar.g_00216	Syan.g_02033
OG0001808	Syar.g_00286	Syan.g_01948
OG0001809	Syar.g_02274	Syan.g_02270, Syan.g_00619, Syan.g_02903
OG0001810	Syar.g_00071	Syan.g_02265
OG0001811	Syar.g_00125, Syar.g_02050	Syan.g_03056
OG0001812	Syar.g_00311	Syan.g_01553
OG0001813	Syar.g_00696	Syan.g_01613
OG0001815	Syar.g_00465	Syan.g_00525
OG0001816	Syar.g_01675	Syan.g_00754
OG0001818	Syar.g_02715	Syan.g_02070
OG0001837	Syar.g_00942	Syan.g_01515
OG0001838	Syar.g_00478	Syan.g_01772
OG0001839	Syar.g_00506	Syan.g_01742
OG0001840	Syar.g_00524	Syan.g_01724
OG0001841	Syar.g_00531	Syan.g_01717
OG0001843	Syar.g_00618	Syan.g_01906
OG0001844	Syar.g_00619	Syan.g_01907
OG0001845	Syar.g_00621	Syan.g_01911
OG0001846	Syar.g_00044	Syan.g_02296
OG0001847	Syar.g_00042	Syan.g_02298
OG0001848	Syar.g_00037	Syan.g_02302
OG0001849	Syar.g_03079	Syan.g_02941
OG0001850	Syar.g_03055	Syan.g_02923
OG0001851	Syar.g_03049	Syan.g_02917
OG0001852	Syar.g_03048	Syan.g_02916
OG0001853	Syar.g_03042	Syan.g_02909
OG0001854	Syar.g_03023	Syan.g_02424
OG0001856	Syar.g_02907	Syan.g_01376
OG0001857	Syar.g_02904	Syan.g_01373
OG0001858	Syar.g_02339	Syan.g_01347
OG0001859	Syar.g_01451	Syan.g_02783
OG0001860	Syar.g_01465	Syan.g_02768
OG0001861	Syar.g_01476	Syan.g_02757
OG0001862	Syar.g_01488	Syan.g_02745
OG0001863	Syar.g_01495	Syan.g_02739
OG0001864	Syar.g_02227	Syan.g_01158
OG0001865	Syar.g_02198	Syan.g_00957
OG0001866	Syar.g_02174	Syan.g_01019
OG0001867	Syar.g_02172	Syan.g_01021
OG0001868	Syar.g_02780	Syan.g_01217
OG0001869	Syar.g_01533	Syan.g_02702
OG0001870	Syar.g_01543	Syan.g_02692
OG0001871	Syar.g_01552	Syan.g_02684
OG0001872	Syar.g_01715	Syan.g_02589
OG0001873	Syar.g_01965	Syan.g_02648
OG0001874	Syar.g_01962	Syan.g_02651
OG0001877	Syar.g_02593	Syan.g_00504
OG0001878	Syar.g_02489	Syan.g_00629
OG0001879	Syar.g_02495	Syan.g_00621
OG0001880	Syar.g_02535	Syan.g_00569
OG0001881	Syar.g_03301, Syar.g_02536	Syan.g_00568
OG0001882	Syar.g_00678	Syan.g_00544
OG0001883	Syar.g_02561	Syan.g_00529
OG0001884	Syar.g_02571	Syan.g_00494
OG0001885	Syar.g_02587	Syan.g_00473
OG0001886	Syar.g_01871	Syan.g_00468
OG0001887	Syar.g_01971	Syan.g_02677
OG0001888	Syar.g_02614	Syan.g_00716
OG0001889	Syar.g_02654	Syan.g_00674
OG0001890	Syar.g_01831	Syan.g_00394
OG0001891	Syar.g_01839	Syan.g_00399
OG0001892	Syar.g_02837	Syan.g_00516
OG0001893	Syar.g_02247	Syan.g_00004
OG0001894	Syar.g_02417	Syan.g_00817
OG0001895	Syar.g_02824	Syan.g_01300
OG0001896	Syar.g_01171	Syan.g_02388
OG0001897	Syar.g_01128	Syan.g_02134
OG0001898	Syar.g_01110	Syan.g_02153
OG0001899	Syar.g_01062	Syan.g_02211
OG0001900	Syar.g_00200	Syan.g_02049
OG0001901	Syar.g_00201	Syan.g_02048
OG0001902	Syar.g_00232	Syan.g_02017
OG0001903	Syar.g_00241	Syan.g_02008
OG0001904	Syar.g_00282	Syan.g_01952
OG0001905	Syar.g_00288	Syan.g_01942
OG0001906	Syar.g_00057	Syan.g_02282
OG0001907	Syar.g_00072	Syan.g_00148
OG0001908	Syar.g_00119	Syan.g_03050
OG0001909	Syar.g_01010	Syan.g_03064
OG0001910	Syar.g_00937	Syan.g_01520
OG0001912	Syar.g_00345	Syan.g_01575
OG0001913	Syar.g_00347	Syan.g_01577
OG0001914	Syar.g_02237	Syan.g_01144
OG0001915	Syar.g_00462	Syan.g_01702
OG0001917	Syar.g_01798	Syan.g_00361
OG0001918	Syar.g_00735	Syan.g_01607
OG0001924	Syar.g_02672	Syan.g_00021
OG0001925	Syar.g_02671	Syan.g_00022
OG0001926	Syar.g_02669	Syan.g_00023
OG0001927	Syar.g_02668	Syan.g_00024
OG0001929	Syar.g_00538	Syan.g_01710
OG0001932	Syar.g_00616	Syan.g_01904
OG0001933	Syar.g_03122	Syan.g_02976
OG0001934	Syar.g_03106	Syan.g_02968
OG0001935	Syar.g_03046	Syan.g_02914
OG0001936	Syar.g_02054	Syan.g_00425
OG0001937	Syar.g_02892	Syan.g_01361
OG0001938	Syar.g_01467	Syan.g_02766
OG0001939	Syar.g_00339	Syan.g_01324
OG0001940	Syar.g_02211	Syan.g_00941
OG0001941	Syar.g_02784	Syan.g_01221
OG0001942	Syar.g_01836	Syan.g_00396
OG0001943	Syar.g_01382	Syan.g_02630
OG0001944	Syar.g_02836	Syan.g_02679
OG0001947	Syar.g_01379	Syan.g_03108
OG0001948	Syar.g_02504	Syan.g_00600
OG0001949	Syar.g_02524	Syan.g_00578
OG0001950	Syar.g_02526	Syan.g_00576
OG0001951	Syar.g_02537	Syan.g_00567
OG0001952	Syar.g_00679	Syan.g_00543
OG0001953	Syar.g_00680	Syan.g_00542
OG0001954	Syar.g_02066	Syan.g_00547
OG0001955	Syar.g_00733	Syan.g_00517
OG0001957	Syar.g_02242	Syan.g_01137
OG0001958	Syar.g_02471	Syan.g_00773
OG0001960	Syar.g_01278	Syan.g_02840
OG0001961	Syar.g_01268	Syan.g_02851
OG0001964	Syar.g_00131	Syan.g_02122
OG0001966	Syar.g_00194	Syan.g_02055
OG0001967	Syar.g_00196	Syan.g_02053
OG0001968	Syar.g_00197	Syan.g_02052
OG0001969	Syar.g_00827	Syan.g_01989
OG0001970	Syar.g_00059	Syan.g_02280
OG0001971	Syar.g_01012	Syan.g_03062
OG0001972	Syar.g_00916	Syan.g_01532
OG0001974	Syar.g_00325	Syan.g_00279
OG0001975	Syar.g_02236	Syan.g_01145
OG0001976	Syar.g_02238	Syan.g_01143
OG0001977	Syar.g_00703	Syan.g_01621
OG0001979	Syar.g_01841	Syan.g_00402
OG0001980	Syar.g_01111	Syan.g_02152
OG0001993	Syar.g_02674	Syan.g_00019
OG0001994	Syar.g_02673	Syan.g_00020
OG0001995	Syar.g_02034	Syan.g_02683
OG0001996	Syar.g_00502	Syan.g_01746
OG0001997	Syar.g_03095	Syan.g_02953
OG0001999	Syar.g_02142, Syar.g_02981	Syan.g_01453
OG0002002	Syar.g_01714	Syan.g_02590
OG0002003	Syar.g_02127	Syan.g_00010
OG0002004	Syar.g_00361	Syan.g_00433, Syan.g_02359, Syan.g_02490
OG0002006	Syar.g_01380	Syan.g_02104, Syan.g_03107
OG0002007	Syar.g_01994, Syar.g_01381	Syan.g_00310
OG0002008	Syar.g_02491	Syan.g_00627
OG0002009	Syar.g_02604	Syan.g_00726
OG0002010	Syar.g_01406	Syan.g_02819
OG0002011	Syar.g_00966	Syan.g_02576
OG0002013	Syar.g_03062	Syan.g_02930
OG0002016	Syar.g_00944	Syan.g_03114
OG0002017	Syar.g_00706	Syan.g_01624
OG0002019	Syar.g_00615	Syan.g_01903
OG0002020	Syar.g_00892	Syan.g_01671
OG0002021	Syar.g_00425	Syan.g_01673
OG0002022	Syar.g_00426	Syan.g_01674
OG0002023	Syar.g_00427	Syan.g_01675
