Orthogroup	Syar	Pran
OG0001143	Syar.g_01698	Pran.g_00023
OG0001144	Syar.g_01707	Pran.g_00018
OG0001145	Syar.g_02769	Pran.g_00884
OG0001146	Syar.g_02782	Pran.g_00872
OG0001147	Syar.g_01276	Pran.g_00854
OG0001148	Syar.g_01459	Pran.g_00839
OG0001149	Syar.g_01458	Pran.g_00838
OG0001150	Syar.g_01457	Pran.g_00837
OG0001151	Syar.g_01238	Pran.g_00826
OG0001152	Syar.g_01237	Pran.g_00825
OG0001153	Syar.g_01398	Pran.g_00701
OG0001154	Syar.g_01397	Pran.g_00700
OG0001155	Syar.g_01211	Pran.g_00688
OG0001156	Syar.g_01185	Pran.g_00685
OG0001157	Syar.g_01184	Pran.g_00684
OG0001158	Syar.g_01183	Pran.g_00683
OG0001159	Syar.g_01182	Pran.g_00682
OG0001160	Syar.g_02908	Pran.g_00658
OG0001161	Syar.g_00382	Pran.g_00646
OG0001162	Syar.g_03081	Pran.g_00632
OG0001163	Syar.g_02917	Pran.g_00962
OG0001164	Syar.g_02922	Pran.g_00966
OG0001165	Syar.g_02927	Pran.g_00969
OG0001166	Syar.g_02959	Pran.g_00989
OG0001167	Syar.g_02982	Pran.g_01006
OG0001168	Syar.g_02983	Pran.g_01008
OG0001169	Syar.g_02985	Pran.g_01010
OG0001170	Syar.g_02987	Pran.g_01012
OG0001171	Syar.g_02999	Pran.g_01021
OG0001172	Syar.g_00143	Pran.g_01035
OG0001173	Syar.g_00142	Pran.g_01036
OG0001174	Syar.g_00134	Pran.g_01045
OG0001175	Syar.g_00133	Pran.g_01046
OG0001176	Syar.g_01025	Pran.g_01053
OG0001177	Syar.g_01023	Pran.g_01055
OG0001178	Syar.g_02943	Pran.g_01060
OG0001179	Syar.g_01055	Pran.g_01089
OG0001181	Syar.g_01082	Pran.g_01115
OG0001182	Syar.g_01090	Pran.g_01122
OG0001183	Syar.g_01096	Pran.g_01126
OG0001184	Syar.g_00653	Pran.g_01141
OG0001185	Syar.g_00614	Pran.g_01155
OG0001186	Syar.g_00562	Pran.g_01178
OG0001187	Syar.g_00548	Pran.g_01183
OG0001188	Syar.g_00546	Pran.g_01185
OG0001190	Syar.g_00330	Pran.g_01205
OG0001191	Syar.g_00349	Pran.g_01215
OG0001192	Syar.g_00356	Pran.g_01220
OG0001193	Syar.g_00711	Pran.g_01230
OG0001194	Syar.g_00622	Pran.g_01231
OG0001195	Syar.g_00623	Pran.g_01232
OG0001196	Syar.g_00453	Pran.g_01245
OG0001197	Syar.g_00455	Pran.g_01246
OG0001198	Syar.g_00467	Pran.g_01254
OG0001199	Syar.g_03045	Pran.g_00358
OG0001200	Syar.g_03047	Pran.g_00356
OG0001201	Syar.g_03120	Pran.g_00325
OG0001202	Syar.g_00991	Pran.g_00233
OG0001204	Syar.g_00154	Pran.g_01949
OG0001205	Syar.g_02869	Pran.g_01735
OG0001207	Syar.g_01462	Pran.g_01701
OG0001208	Syar.g_01471	Pran.g_01696
OG0001211	Syar.g_02323	Pran.g_01628
OG0001212	Syar.g_02027	Pran.g_01582
OG0001213	Syar.g_02239	Pran.g_01549
OG0001214	Syar.g_02420	Pran.g_01541
OG0001215	Syar.g_00965	Pran.g_01488
OG0001216	Syar.g_01909	Pran.g_01458
OG0001217	Syar.g_02852	Pran.g_01415
OG0001218	Syar.g_01388	Pran.g_01407
OG0001219	Syar.g_02585	Pran.g_01354
OG0001222	Syar.g_02552	Pran.g_00479
OG0001223	Syar.g_02505	Pran.g_00505
OG0001225	Syar.g_01929	Pran.g_00566
OG0001226	Syar.g_03054	Pran.g_00159
OG0001227	Syar.g_02213	Pran.g_00141
OG0001230	Syar.g_02816	Pran.g_00741
OG0001231	Syar.g_00485	Pran.g_00634
OG0001232	Syar.g_02968	Pran.g_00993
OG0001233	Syar.g_02988	Pran.g_01013
OG0001235	Syar.g_01019	Pran.g_01057
OG0001237	Syar.g_00652	Pran.g_01142
OG0001238	Syar.g_00351	Pran.g_01216
OG0001239	Syar.g_03043	Pran.g_00361
OG0001240	Syar.g_03101	Pran.g_00340
OG0001241	Syar.g_03149, Syar.g_03112	Pran.g_00332
OG0001242	Syar.g_00043	Pran.g_00314
OG0001244	Syar.g_00075	Pran.g_00293
OG0001245	Syar.g_00999	Pran.g_01815
OG0001246	Syar.g_01910	Pran.g_01674
OG0001247	Syar.g_02024	Pran.g_01495
OG0001248	Syar.g_02059	Pran.g_01493
OG0001249	Syar.g_01113	Pran.g_01365
OG0001250	Syar.g_01819, Syar.g_03240	Pran.g_01303
OG0001251	Syar.g_02575	Pran.g_00414
OG0001252	Syar.g_01372	Pran.g_00559
OG0001253	Syar.g_02015	Pran.g_00140
OG0001254	Syar.g_02233	Pran.g_00091
OG0001255	Syar.g_01746	Pran.g_00076
OG0001256	Syar.g_02915	Pran.g_00641
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Pran.g_00635
OG0001258	Syar.g_02925	Pran.g_00967
OG0001259	Syar.g_02986	Pran.g_01011
OG0001260	Syar.g_03007	Pran.g_01027
OG0001262	Syar.g_00527	Pran.g_01200
OG0001265	Syar.g_00041	Pran.g_00315
OG0001266	Syar.g_00987	Pran.g_00229
OG0001267	Syar.g_00225	Pran.g_01914
OG0001268	Syar.g_01124	Pran.g_01856
OG0001269	Syar.g_00688	Pran.g_01835
OG0001270	Syar.g_01175	Pran.g_01746
OG0001271	Syar.g_01270	Pran.g_01706
OG0001272	Syar.g_01475	Pran.g_01692
OG0001273	Syar.g_02413	Pran.g_01547
OG0001274	Syar.g_00929	Pran.g_01473
OG0001275	Syar.g_02490	Pran.g_00515
OG0001276	Syar.g_01797	Pran.g_00543
OG0001277	Syar.g_02250	Pran.g_00152
OG0001278	Syar.g_01720	Pran.g_00010
OG0001279	Syar.g_02841	Pran.g_00609
OG0001280	Syar.g_03317	Pran.g_00877
OG0001281	Syar.g_02783	Pran.g_00871
OG0001282	Syar.g_01460, Syar.g_01351	Pran.g_00840
OG0001283	Syar.g_00447	Pran.g_00820
OG0001284	Syar.g_02900	Pran.g_00663
OG0001285	Syar.g_02972	Pran.g_00996
OG0001286	Syar.g_01077	Pran.g_01109
OG0001287	Syar.g_00606	Pran.g_01162
OG0001288	Syar.g_00591	Pran.g_01171
OG0001289	Syar.g_03080	Pran.g_00345
OG0001290	Syar.g_03111	Pran.g_00333
OG0001291	Syar.g_00064	Pran.g_00299
OG0001292	Syar.g_00160	Pran.g_01944
OG0001293	Syar.g_00198	Pran.g_01932
OG0001294	Syar.g_01687	Pran.g_01817
OG0001295	Syar.g_00693	Pran.g_01711
OG0001296	Syar.g_01506	Pran.g_01669
OG0001297	Syar.g_01510	Pran.g_01664
OG0001298	Syar.g_02210	Pran.g_01601
OG0001299	Syar.g_01915	Pran.g_01512
OG0001303	Syar.g_02583	Pran.g_01434
OG0001304	Syar.g_01557	Pran.g_00553
OG0001305	Syar.g_01937	Pran.g_00572
OG0001306	Syar.g_01521	Pran.g_00074
OG0001308	Syar.g_02798	Pran.g_00723
OG0001309	Syar.g_00360	Pran.g_00637
OG0001310	Syar.g_02951	Pran.g_00982
OG0001311	Syar.g_01795	Pran.g_00545
OG0001312	Syar.g_02569	Pran.g_00468
OG0001315	Syar.g_01094	Pran.g_00371
OG0001317	Syar.g_03025	Pran.g_00198
OG0001318	Syar.g_00186	Pran.g_01936
OG0001319	Syar.g_00215	Pran.g_01921
OG0001325	Syar.g_01577	Pran.g_01455
OG0001326	Syar.g_00632	Pran.g_00184
OG0001327	Syar.g_01674	Pran.g_00167
OG0001329	Syar.g_02337	Pran.g_00101
OG0001331	Syar.g_01455	Pran.g_00835
OG0001334	Syar.g_03166	Pran.g_01129
OG0001336	Syar.g_00448	Pran.g_01242
OG0001339	Syar.g_03114	Pran.g_00330
OG0001343	Syar.g_03210	Pran.g_00411
OG0001345	Syar.g_01958	Pran.g_00041
OG0001346	Syar.g_02778	Pran.g_00875
OG0001348	Syar.g_02259	Pran.g_00604
OG0001349	Syar.g_02764	Pran.g_00792
OG0001353	Syar.g_01809	Pran.g_01311
OG0001354	Syar.g_02520	Pran.g_00497
OG0001356	Syar.g_00176	Pran.g_01390
OG0001358	Syar.g_02262	Pran.g_01558
OG0001359	Syar.g_03211	Pran.g_00412
OG0001360	Syar.g_01961	Pran.g_00139
OG0001361	Syar.g_01955	Pran.g_00044
OG0001364	Syar.g_00284	Pran.g_01132
OG0001365	Syar.g_00335	Pran.g_01209
OG0001371	Syar.g_03059	Pran.g_01499
OG0001373	Syar.g_00631	Pran.g_00183
OG0001374	Syar.g_00642	Pran.g_00191
OG0001376	Syar.g_03203, Syar.g_02600	Pran.g_00173
OG0001377	Syar.g_02599, Syar.g_03202	Pran.g_00172
OG0001378	Syar.g_01174	Pran.g_00130
OG0001379	Syar.g_02772	Pran.g_00882
OG0001382	Syar.g_02834, Syar.g_03204	Pran.g_00618
OG0001385	Syar.g_00628	Pran.g_00180
OG0001386	Syar.g_00629	Pran.g_00181
OG0001387	Syar.g_00630	Pran.g_00182
OG0001388	Syar.g_00635	Pran.g_00185
OG0001389	Syar.g_00636	Pran.g_00186
OG0001390	Syar.g_00637	Pran.g_00187
OG0001391	Syar.g_00638	Pran.g_00188
OG0001392	Syar.g_00640	Pran.g_00189
OG0001393	Syar.g_00641	Pran.g_00190
OG0001394	Syar.g_02608	Pran.g_00444
OG0001395	Syar.g_01561	Pran.g_00555
OG0001403	Syar.g_00504	Pran.g_00394
OG0001406	Syar.g_02601	Pran.g_00174
OG0001408	Syar.g_02042	Pran.g_00156
OG0001411	Syar.g_02761, Syar.g_02360	Pran.g_00809
OG0001413	Syar.g_02062, Syar.g_02063	Pran.g_00648
OG0001415	Syar.g_01553	Pran.g_00201
OG0001416	Syar.g_00433	Pran.g_01719
OG0001417	Syar.g_01885	Pran.g_01709
OG0001418	Syar.g_01546	Pran.g_01494
OG0001420	Syar.g_02680	Pran.g_00121
OG0001428	Syar.g_00108	Pran.g_00260
OG0001429	Syar.g_02582	Pran.g_01353
OG0001432	Syar.g_02064, Syar.g_02123	Pran.g_00650
OG0001433	Syar.g_00173	Pran.g_01391
OG0001434	Syar.g_02613	Pran.g_00448
OG0001437	Syar.g_01554	Pran.g_00202
OG0001438	Syar.g_00240	Pran.g_01901
OG0001439	Syar.g_00824	Pran.g_01887
OG0001441	Syar.g_02691	Pran.g_01657
OG0001442	Syar.g_02622	Pran.g_01431
OG0001443	Syar.g_00378	Pran.g_00595
OG0001447	Syar.g_00052	Pran.g_00308
OG0001449	Syar.g_01897	Pran.g_01794
OG0001450	Syar.g_00880	Pran.g_01491
OG0001452	Syar.g_00167	Pran.g_00416
OG0001453	Syar.g_02498	Pran.g_00509
OG0001454	Syar.g_02065, Syar.g_02122	Pran.g_00146
OG0001456	Syar.g_00643	Pran.g_00082
OG0001457	Syar.g_00644	Pran.g_00081
OG0001458	Syar.g_00645	Pran.g_00080
OG0001459	Syar.g_00418, Syar.g_02047	Pran.g_00642, Pran.g_00954
OG0001460	Syar.g_00172	Pran.g_01392
OG0001461	Syar.g_02478	Pran.g_00916
OG0001462	Syar.g_00511	Pran.g_00390
OG0001471	Syar.g_00830	Pran.g_00647
OG0001474	Syar.g_01125	Pran.g_01855
OG0001480	Syar.g_02013	Pran.g_01826
OG0001482	Syar.g_02511	Pran.g_01721
OG0001486	Syar.g_01537	Pran.g_00062
OG0001492	Syar.g_01717	Pran.g_00013
OG0001493	Syar.g_01725	Pran.g_00005
OG0001502	Syar.g_01840	Pran.g_01373
OG0001504	Syar.g_02046	Pran.g_00953
OG0001507	Syar.g_03257, Syar.g_01540	Pran.g_00613
OG0001525	Syar.g_01315	Pran.g_00629
OG0001527	Syar.g_02309	Pran.g_01615
OG0001546	Syar.g_03276, Syar.g_02688	Pran.g_01654
OG0001547	Syar.g_01855	Pran.g_01371
OG0001554	Syar.g_00327	Pran.g_00639
OG0001555	Syar.g_01689	Pran.g_00624
OG0001556	Syar.g_00177	Pran.g_01398
OG0001565	Syar.g_03069	Pran.g_01757
OG0001567	Syar.g_01847	Pran.g_01372
OG0001568	Syar.g_01866	Pran.g_01370
OG0001570	Syar.g_02858	Pran.g_00118
OG0001587	Syar.g_03010	Pran.g_01029
OG0001613	Syar.g_01093	Pran.g_01124
OG0001634	Syar.g_01691	Pran.g_00610
OG0001669	Syar.g_00323, Syar.g_00555	Pran.g_00910
OG0001745	Syar.g_02010	Pran.g_00651
OG0001923	Syar.g_00582, Syar.g_00583, Syar.g_00267	Pran.g_00793
OG0001991	Syar.g_01636	Pran.g_01387
OG0002107	Syar.g_00670, Syar.g_00313, Syar.g_00870	Pran.g_01774
OG0002154	Syar.g_00251	Pran.g_00818
OG0002225	Syar.g_00669, Syar.g_00315, Syar.g_00868	Pran.g_01775
OG0002227	Syar.g_00355	Pran.g_01396
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Pran.g_00757
OG0002375	Syar.g_02713, Syar.g_02699, Syar.g_02697	Pran.g_00791
OG0002622	Syar.g_02533	Pran.g_00782
OG0002776	Syar.g_00316, Syar.g_00867	Pran.g_01776
OG0003346	Syar.g_02712	Pran.g_00762
