Orthogroup	Syar	Prau
OG0001142	Syar.g_01983	Prau.g_01236
OG0001143	Syar.g_01698	Prau.g_01243
OG0001144	Syar.g_01707	Prau.g_01248
OG0001145	Syar.g_02769	Prau.g_01362
OG0001146	Syar.g_02782	Prau.g_01375
OG0001147	Syar.g_01276	Prau.g_01395
OG0001148	Syar.g_01459	Prau.g_01411
OG0001149	Syar.g_01458	Prau.g_01412
OG0001150	Syar.g_01457	Prau.g_01413
OG0001151	Syar.g_01238	Prau.g_01424
OG0001152	Syar.g_01237	Prau.g_01425
OG0001153	Syar.g_01398	Prau.g_01563
OG0001154	Syar.g_01397	Prau.g_01564
OG0001155	Syar.g_01211	Prau.g_01576
OG0001156	Syar.g_01185	Prau.g_01579
OG0001157	Syar.g_01184	Prau.g_01580
OG0001158	Syar.g_01183	Prau.g_01581
OG0001159	Syar.g_01182	Prau.g_01582
OG0001160	Syar.g_02908	Prau.g_01606
OG0001161	Syar.g_00382	Prau.g_01619
OG0001162	Syar.g_03081	Prau.g_01630
OG0001163	Syar.g_02917	Prau.g_01724
OG0001164	Syar.g_02922	Prau.g_01728
OG0001165	Syar.g_02927	Prau.g_01731
OG0001166	Syar.g_02959	Prau.g_01751
OG0001167	Syar.g_02982	Prau.g_01768
OG0001168	Syar.g_02983	Prau.g_01770
OG0001169	Syar.g_02985	Prau.g_01772
OG0001170	Syar.g_02987	Prau.g_01774
OG0001171	Syar.g_02999	Prau.g_01783
OG0001172	Syar.g_00143	Prau.g_01797
OG0001173	Syar.g_00142	Prau.g_01798
OG0001174	Syar.g_00134	Prau.g_01806
OG0001175	Syar.g_00133	Prau.g_01807
OG0001176	Syar.g_01025	Prau.g_01814
OG0001177	Syar.g_01023	Prau.g_01817
OG0001178	Syar.g_02943	Prau.g_01822
OG0001179	Syar.g_01055	Prau.g_01853
OG0001181	Syar.g_01082	Prau.g_01879
OG0001182	Syar.g_01090	Prau.g_01886
OG0001183	Syar.g_01096	Prau.g_01890
OG0001184	Syar.g_00653	Prau.g_01906
OG0001185	Syar.g_00614	Prau.g_01920
OG0001186	Syar.g_00562	Prau.g_01943
OG0001187	Syar.g_00548	Prau.g_01947
OG0001188	Syar.g_00546	Prau.g_01950
OG0001189	Syar.g_00525	Prau.g_01967
OG0001190	Syar.g_00330	Prau.g_01971
OG0001191	Syar.g_00349	Prau.g_01981
OG0001192	Syar.g_00356	Prau.g_01985
OG0001193	Syar.g_00711	Prau.g_01995
OG0001194	Syar.g_00622	Prau.g_01996
OG0001195	Syar.g_00623	Prau.g_01997
OG0001196	Syar.g_00453	Prau.g_02010
OG0001197	Syar.g_00455	Prau.g_02011
OG0001198	Syar.g_00467	Prau.g_02019
OG0001199	Syar.g_03045	Prau.g_00075
OG0001200	Syar.g_03047	Prau.g_00077
OG0001201	Syar.g_03120	Prau.g_00109
OG0001202	Syar.g_00991	Prau.g_00200
OG0001203	Syar.g_03021	Prau.g_00239
OG0001204	Syar.g_00154	Prau.g_00245
OG0001205	Syar.g_02869	Prau.g_00486
OG0001207	Syar.g_01462	Prau.g_00518
OG0001208	Syar.g_01471	Prau.g_00523
OG0001211	Syar.g_02323	Prau.g_00590
OG0001212	Syar.g_02027	Prau.g_00634
OG0001213	Syar.g_02239	Prau.g_00669
OG0001214	Syar.g_02420	Prau.g_00677
OG0001215	Syar.g_00965	Prau.g_00730
OG0001216	Syar.g_01909	Prau.g_00757
OG0001217	Syar.g_02852	Prau.g_00800
OG0001218	Syar.g_01388	Prau.g_00809
OG0001219	Syar.g_02585	Prau.g_00843
OG0001222	Syar.g_02552	Prau.g_01007
OG0001223	Syar.g_02505	Prau.g_01033
OG0001224	Syar.g_01361	Prau.g_01085
OG0001225	Syar.g_01929	Prau.g_01087
OG0001226	Syar.g_03054	Prau.g_01112
OG0001227	Syar.g_02213	Prau.g_01130
OG0001230	Syar.g_02816	Prau.g_01520
OG0001231	Syar.g_00485	Prau.g_01628
OG0001232	Syar.g_02968	Prau.g_01755
OG0001233	Syar.g_02988	Prau.g_01775
OG0001235	Syar.g_01019	Prau.g_01819
OG0001236	Syar.g_00657	Prau.g_01903
OG0001237	Syar.g_00652	Prau.g_01907
OG0001238	Syar.g_00351	Prau.g_01982
OG0001240	Syar.g_03101	Prau.g_00094
OG0001241	Syar.g_03149, Syar.g_03112	Prau.g_00102
OG0001242	Syar.g_00043	Prau.g_00120
OG0001243	Syar.g_00051	Prau.g_00126
OG0001244	Syar.g_00075	Prau.g_00142
OG0001245	Syar.g_00999	Prau.g_00383
OG0001246	Syar.g_01910	Prau.g_00545
OG0001247	Syar.g_02024	Prau.g_00723
OG0001248	Syar.g_02059	Prau.g_00725
OG0001249	Syar.g_01113	Prau.g_00832
OG0001250	Syar.g_01819, Syar.g_03240	Prau.g_00894
OG0001251	Syar.g_02575	Prau.g_00943
OG0001252	Syar.g_01372	Prau.g_01080
OG0001253	Syar.g_02015	Prau.g_01131
OG0001254	Syar.g_02233	Prau.g_01176
OG0001255	Syar.g_01746	Prau.g_01191
OG0001256	Syar.g_02915	Prau.g_01621
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Prau.g_01627
OG0001258	Syar.g_02925	Prau.g_01729
OG0001259	Syar.g_02986	Prau.g_01773
OG0001260	Syar.g_03007	Prau.g_01789
OG0001262	Syar.g_00527	Prau.g_01965
OG0001263	Syar.g_00054	Prau.g_00129
OG0001265	Syar.g_00041	Prau.g_00119
OG0001266	Syar.g_00987	Prau.g_00204
OG0001267	Syar.g_00225	Prau.g_00282
OG0001268	Syar.g_01124	Prau.g_00341
OG0001269	Syar.g_00688	Prau.g_00361
OG0001270	Syar.g_01175	Prau.g_00475
OG0001271	Syar.g_01270	Prau.g_00513
OG0001272	Syar.g_01475	Prau.g_00527
OG0001273	Syar.g_02413	Prau.g_00671
OG0001274	Syar.g_00929	Prau.g_00743
OG0001275	Syar.g_02490	Prau.g_01043
OG0001276	Syar.g_01797	Prau.g_01064
OG0001277	Syar.g_02250	Prau.g_01120
OG0001278	Syar.g_01720	Prau.g_01256
OG0001279	Syar.g_02841	Prau.g_01320
OG0001280	Syar.g_03317	Prau.g_01370
OG0001281	Syar.g_02783	Prau.g_01376
OG0001282	Syar.g_01460, Syar.g_01351	Prau.g_01410
OG0001283	Syar.g_00447	Prau.g_01429
OG0001284	Syar.g_02900	Prau.g_01601
OG0001285	Syar.g_02972	Prau.g_01758
OG0001286	Syar.g_01077	Prau.g_01873
OG0001287	Syar.g_00606	Prau.g_01927
OG0001288	Syar.g_00591	Prau.g_01936
OG0001289	Syar.g_03080	Prau.g_00088
OG0001290	Syar.g_03111	Prau.g_00101
OG0001291	Syar.g_00064	Prau.g_00136
OG0001292	Syar.g_00160	Prau.g_00250
OG0001293	Syar.g_00198	Prau.g_00263
OG0001294	Syar.g_01687	Prau.g_00381
OG0001295	Syar.g_00693	Prau.g_00509
OG0001296	Syar.g_01506	Prau.g_00550
OG0001297	Syar.g_01510	Prau.g_00555
OG0001298	Syar.g_02210	Prau.g_00616
OG0001299	Syar.g_01915	Prau.g_00706
OG0001303	Syar.g_02583	Prau.g_01047
OG0001304	Syar.g_01557	Prau.g_01074
OG0001305	Syar.g_01937	Prau.g_01093
OG0001306	Syar.g_01521	Prau.g_01193
OG0001307	Syar.g_02591	Prau.g_01392
OG0001308	Syar.g_02798	Prau.g_01541
OG0001309	Syar.g_00360	Prau.g_01625
OG0001310	Syar.g_02951	Prau.g_01744
OG0001311	Syar.g_01795	Prau.g_01066
OG0001313	Syar.g_01264	Prau.g_00752
OG0001315	Syar.g_01094	Prau.g_00063
OG0001317	Syar.g_03025	Prau.g_00235
OG0001318	Syar.g_00186	Prau.g_00258
OG0001319	Syar.g_00215	Prau.g_00274
OG0001325	Syar.g_01577	Prau.g_00760
OG0001326	Syar.g_00632	Prau.g_00931
OG0001327	Syar.g_01674	Prau.g_01104
OG0001329	Syar.g_02337	Prau.g_01168
OG0001331	Syar.g_01455	Prau.g_01415
OG0001334	Syar.g_03166	Prau.g_01893
OG0001336	Syar.g_00448	Prau.g_02007
OG0001339	Syar.g_03114	Prau.g_00104
OG0001343	Syar.g_03210	Prau.g_00940
OG0001345	Syar.g_01958	Prau.g_01225
OG0001346	Syar.g_02778	Prau.g_01372
OG0001351	Syar.g_01420	Prau.g_00495
OG0001355	Syar.g_01912	Prau.g_01657, Prau.g_01309
OG0001358	Syar.g_02262	Prau.g_00660
OG0001359	Syar.g_03211	Prau.g_00941
OG0001360	Syar.g_01961	Prau.g_01132
OG0001361	Syar.g_01955	Prau.g_01222
OG0001364	Syar.g_00284	Prau.g_01896
OG0001365	Syar.g_00335	Prau.g_01975
OG0001370	Syar.g_00013	Prau.g_00501
OG0001371	Syar.g_03059	Prau.g_00719
OG0001373	Syar.g_00631	Prau.g_00930
OG0001374	Syar.g_00642	Prau.g_00938
OG0001376	Syar.g_03203, Syar.g_02600	Prau.g_01098
OG0001377	Syar.g_02599, Syar.g_03202	Prau.g_01099
OG0001378	Syar.g_01174	Prau.g_01141
OG0001382	Syar.g_02834, Syar.g_03204	Prau.g_01640
OG0001385	Syar.g_00628	Prau.g_00927
OG0001386	Syar.g_00629	Prau.g_00928
OG0001387	Syar.g_00630	Prau.g_00929
OG0001388	Syar.g_00635	Prau.g_00932
OG0001389	Syar.g_00636	Prau.g_00933
OG0001390	Syar.g_00637	Prau.g_00934
OG0001391	Syar.g_00638	Prau.g_00935
OG0001392	Syar.g_00640	Prau.g_00936
OG0001393	Syar.g_00641	Prau.g_00937
OG0001394	Syar.g_02608	Prau.g_00971
OG0001395	Syar.g_01561	Prau.g_01076
OG0001406	Syar.g_02601	Prau.g_01097
OG0001408	Syar.g_02042	Prau.g_01115
OG0001411	Syar.g_02761, Syar.g_02360	Prau.g_01452
OG0001413	Syar.g_02062, Syar.g_02063	Prau.g_01616
OG0001415	Syar.g_01553	Prau.g_00232
OG0001416	Syar.g_00433	Prau.g_00500
OG0001417	Syar.g_01885	Prau.g_00511
OG0001418	Syar.g_01546	Prau.g_00724
OG0001420	Syar.g_02680	Prau.g_01150
OG0001428	Syar.g_00108	Prau.g_00173
OG0001429	Syar.g_02582	Prau.g_00844
OG0001430	Syar.g_03306	Prau.g_01341
OG0001432	Syar.g_02064, Syar.g_02123	Prau.g_01614
OG0001434	Syar.g_02613	Prau.g_00976
OG0001436	Syar.g_02714, Syar.g_03234	Prau.g_01480
OG0001437	Syar.g_01554	Prau.g_00231
OG0001438	Syar.g_00240	Prau.g_00295
OG0001439	Syar.g_00824	Prau.g_00309
OG0001441	Syar.g_02691	Prau.g_00562
OG0001442	Syar.g_02622	Prau.g_00791
OG0001447	Syar.g_00052	Prau.g_00127
OG0001449	Syar.g_01897	Prau.g_00405
OG0001450	Syar.g_00880	Prau.g_00727
OG0001452	Syar.g_00167	Prau.g_00944
OG0001453	Syar.g_02498	Prau.g_01037
OG0001454	Syar.g_02065, Syar.g_02122	Prau.g_01125
OG0001456	Syar.g_00643	Prau.g_01184
OG0001457	Syar.g_00644	Prau.g_01185
OG0001458	Syar.g_00645	Prau.g_01186
OG0001462	Syar.g_00511	Prau.g_00033
OG0001470	Syar.g_02358, Syar.g_02369	Prau.g_01463, Prau.g_01472
OG0001471	Syar.g_00830	Prau.g_01617
OG0001474	Syar.g_01125	Prau.g_00342
OG0001475	Syar.g_02370	Prau.g_01474
OG0001479	Syar.g_01122	Prau.g_00339
OG0001480	Syar.g_02013	Prau.g_00371
OG0001482	Syar.g_02511	Prau.g_00498
OG0001492	Syar.g_01717	Prau.g_01253
OG0001493	Syar.g_01725	Prau.g_01261
OG0001495	Syar.g_01022	Prau.g_01816
OG0001502	Syar.g_01840	Prau.g_00824
OG0001507	Syar.g_03257, Syar.g_01540	Prau.g_01664
OG0001508	Syar.g_02372	Prau.g_01462
OG0001520	Syar.g_02053	Prau.g_00397
OG0001525	Syar.g_01315	Prau.g_01633
OG0001528	Syar.g_02371	Prau.g_01473, Prau.g_01464
OG0001547	Syar.g_01855	Prau.g_00826
OG0001549	Syar.g_02838	Prau.g_00913
OG0001554	Syar.g_00327	Prau.g_01623
OG0001555	Syar.g_01689	Prau.g_01637
OG0001557	Syar.g_02609	Prau.g_00972
OG0001565	Syar.g_03069	Prau.g_00457, Prau.g_00431
OG0001567	Syar.g_01847	Prau.g_00825
OG0001568	Syar.g_01866	Prau.g_00827
OG0001570	Syar.g_02858	Prau.g_01152
OG0001587	Syar.g_03010	Prau.g_01791
OG0001613	Syar.g_01093	Prau.g_01888
OG0001625	Syar.g_00192	Prau.g_00260
OG0001627	Syar.g_01215	Prau.g_00805
OG0001647	Syar.g_00217	Prau.g_00275
OG0001661	Syar.g_00911	Prau.g_00440
OG0001712	Syar.g_01846	Prau.g_00418
OG0001726	Syar.g_01863	Prau.g_00415
OG0001745	Syar.g_02010	Prau.g_01613
OG0001897	Syar.g_01128	Prau.g_01280
OG0001924	Syar.g_02672	Prau.g_01691
OG0001925	Syar.g_02671	Prau.g_01692
OG0001926	Syar.g_02669	Prau.g_01693
OG0001927	Syar.g_02668	Prau.g_01694
OG0001993	Syar.g_02674	Prau.g_01689
OG0001994	Syar.g_02673	Prau.g_01690
OG0002244	Syar.g_01824	Prau.g_01663
OG0002248	Syar.g_01693	Prau.g_01722
OG0003814	Syar.g_02393	Prau.g_01493
