Orthogroup	Syar	Prbd
OG0001100	Syar.g_01625	Prbd.g_00198
OG0001101	Syar.g_01623	Prbd.g_00200
OG0001102	Syar.g_01620	Prbd.g_00203
OG0001103	Syar.g_01618	Prbd.g_00205
OG0001104	Syar.g_02616	Prbd.g_00227
OG0001105	Syar.g_02620	Prbd.g_00231
OG0001106	Syar.g_02553	Prbd.g_00255
OG0001107	Syar.g_02541	Prbd.g_00262
OG0001109	Syar.g_02529	Prbd.g_00267
OG0001110	Syar.g_02527	Prbd.g_00269
OG0001111	Syar.g_02525	Prbd.g_00270
OG0001112	Syar.g_02523	Prbd.g_00271
OG0001113	Syar.g_02522	Prbd.g_00272
OG0001114	Syar.g_02521	Prbd.g_00273
OG0001115	Syar.g_02519	Prbd.g_00275
OG0001116	Syar.g_02517	Prbd.g_00276
OG0001117	Syar.g_02516	Prbd.g_00277
OG0001118	Syar.g_02515	Prbd.g_00278
OG0001119	Syar.g_02513	Prbd.g_00279
OG0001120	Syar.g_02507	Prbd.g_00281
OG0001122	Syar.g_01803	Prbd.g_00312
OG0001123	Syar.g_01796	Prbd.g_00316
OG0001124	Syar.g_01793	Prbd.g_00318
OG0001125	Syar.g_01791	Prbd.g_00319
OG0001126	Syar.g_01375	Prbd.g_00329
OG0001127	Syar.g_01374	Prbd.g_00330
OG0001128	Syar.g_01371	Prbd.g_00332
OG0001129	Syar.g_01369	Prbd.g_00333
OG0001130	Syar.g_01368	Prbd.g_00334
OG0001131	Syar.g_02448	Prbd.g_00370
OG0001132	Syar.g_00684	Prbd.g_00380
OG0001133	Syar.g_02249	Prbd.g_00414
OG0001134	Syar.g_02235	Prbd.g_00427
OG0001135	Syar.g_02232	Prbd.g_00430
OG0001136	Syar.g_01536	Prbd.g_00465
OG0001137	Syar.g_01944	Prbd.g_00476
OG0001138	Syar.g_01977	Prbd.g_00494
OG0001139	Syar.g_01980	Prbd.g_00495
OG0001140	Syar.g_01981	Prbd.g_00496
OG0001141	Syar.g_01982	Prbd.g_00497
OG0001142	Syar.g_01983	Prbd.g_00498
OG0001143	Syar.g_01698	Prbd.g_00505
OG0001144	Syar.g_01707	Prbd.g_00510
OG0001145	Syar.g_02769	Prbd.g_01809
OG0001146	Syar.g_02782	Prbd.g_01797
OG0001147	Syar.g_01276	Prbd.g_01778
OG0001148	Syar.g_01459	Prbd.g_01762
OG0001149	Syar.g_01458	Prbd.g_01761
OG0001150	Syar.g_01457	Prbd.g_01760
OG0001151	Syar.g_01238	Prbd.g_01749
OG0001152	Syar.g_01237	Prbd.g_01748
OG0001153	Syar.g_01398	Prbd.g_01657
OG0001154	Syar.g_01397	Prbd.g_01656
OG0001155	Syar.g_01211	Prbd.g_01644
OG0001156	Syar.g_01185	Prbd.g_01641
OG0001157	Syar.g_01184	Prbd.g_01640
OG0001158	Syar.g_01183	Prbd.g_01639
OG0001159	Syar.g_01182	Prbd.g_01638
OG0001160	Syar.g_02908	Prbd.g_01613
OG0001161	Syar.g_00382	Prbd.g_01600
OG0001162	Syar.g_03081	Prbd.g_01589
OG0001163	Syar.g_02917	Prbd.g_01533
OG0001164	Syar.g_02922	Prbd.g_01529
OG0001165	Syar.g_02927	Prbd.g_01526
OG0001166	Syar.g_02959	Prbd.g_01506
OG0001167	Syar.g_02982	Prbd.g_01489
OG0001168	Syar.g_02983	Prbd.g_01487
OG0001169	Syar.g_02985	Prbd.g_01485
OG0001170	Syar.g_02987	Prbd.g_01483
OG0001171	Syar.g_02999	Prbd.g_01473
OG0001172	Syar.g_00143	Prbd.g_01460
OG0001173	Syar.g_00142	Prbd.g_01459
OG0001174	Syar.g_00134	Prbd.g_01451
OG0001175	Syar.g_00133	Prbd.g_01450
OG0001176	Syar.g_01025	Prbd.g_01443
OG0001177	Syar.g_01023	Prbd.g_01440
OG0001178	Syar.g_02943	Prbd.g_01435
OG0001179	Syar.g_01055	Prbd.g_01407
OG0001181	Syar.g_01082	Prbd.g_01381
OG0001182	Syar.g_01090	Prbd.g_01374
OG0001183	Syar.g_01096	Prbd.g_01370
OG0001184	Syar.g_00653	Prbd.g_01354
OG0001185	Syar.g_00614	Prbd.g_01340
OG0001186	Syar.g_00562	Prbd.g_01316
OG0001187	Syar.g_00548	Prbd.g_01311
OG0001188	Syar.g_00546	Prbd.g_01309
OG0001189	Syar.g_00525	Prbd.g_01292
OG0001190	Syar.g_00330	Prbd.g_01288
OG0001191	Syar.g_00349	Prbd.g_01278
OG0001192	Syar.g_00356	Prbd.g_01274
OG0001193	Syar.g_00711	Prbd.g_01264
OG0001194	Syar.g_00622	Prbd.g_01263
OG0001195	Syar.g_00623	Prbd.g_01262
OG0001196	Syar.g_00453	Prbd.g_01249
OG0001197	Syar.g_00455	Prbd.g_01248
OG0001198	Syar.g_00467	Prbd.g_01240
OG0001199	Syar.g_03045	Prbd.g_01170
OG0001200	Syar.g_03047	Prbd.g_01168
OG0001201	Syar.g_03120	Prbd.g_01136
OG0001202	Syar.g_00991	Prbd.g_01041
OG0001203	Syar.g_03021	Prbd.g_01001
OG0001204	Syar.g_00154	Prbd.g_00996
OG0001205	Syar.g_02869	Prbd.g_00797
OG0001207	Syar.g_01462	Prbd.g_00765
OG0001208	Syar.g_01471	Prbd.g_00760
OG0001211	Syar.g_02323	Prbd.g_00692
OG0001212	Syar.g_02027	Prbd.g_00648
OG0001213	Syar.g_02239	Prbd.g_00615
OG0001214	Syar.g_02420	Prbd.g_00607
OG0001215	Syar.g_00965	Prbd.g_00554
OG0001216	Syar.g_01909	Prbd.g_00009
OG0001217	Syar.g_02852	Prbd.g_00049
OG0001218	Syar.g_01388	Prbd.g_00056
OG0001219	Syar.g_02585	Prbd.g_00091
OG0001222	Syar.g_02552	Prbd.g_00256
OG0001223	Syar.g_02505	Prbd.g_00282
OG0001224	Syar.g_01361	Prbd.g_00336
OG0001225	Syar.g_01929	Prbd.g_00338
OG0001226	Syar.g_03054	Prbd.g_00364
OG0001227	Syar.g_02213	Prbd.g_00383
OG0001230	Syar.g_02816	Prbd.g_01697
OG0001231	Syar.g_00485	Prbd.g_01591
OG0001232	Syar.g_02968	Prbd.g_01502
OG0001233	Syar.g_02988	Prbd.g_01482
OG0001235	Syar.g_01019	Prbd.g_01438
OG0001236	Syar.g_00657	Prbd.g_01357
OG0001237	Syar.g_00652	Prbd.g_01353
OG0001238	Syar.g_00351	Prbd.g_01277
OG0001239	Syar.g_03043	Prbd.g_01173
OG0001240	Syar.g_03101	Prbd.g_01151
OG0001241	Syar.g_03149, Syar.g_03112	Prbd.g_01143
OG0001242	Syar.g_00043	Prbd.g_01124
OG0001243	Syar.g_00051	Prbd.g_01118
OG0001244	Syar.g_00075	Prbd.g_01101
OG0001245	Syar.g_00999	Prbd.g_00858
OG0001246	Syar.g_01910	Prbd.g_00738
OG0001247	Syar.g_02024	Prbd.g_00561
OG0001248	Syar.g_02059	Prbd.g_00559
OG0001249	Syar.g_01113	Prbd.g_00080
OG0001250	Syar.g_01819, Syar.g_03240	Prbd.g_00143
OG0001251	Syar.g_02575	Prbd.g_00191
OG0001252	Syar.g_01372	Prbd.g_00331
OG0001253	Syar.g_02015	Prbd.g_00384
OG0001254	Syar.g_02233	Prbd.g_00429
OG0001255	Syar.g_01746	Prbd.g_00452
OG0001256	Syar.g_02915	Prbd.g_01598
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Prbd.g_01592
OG0001258	Syar.g_02925	Prbd.g_01528
OG0001259	Syar.g_02986	Prbd.g_01484
OG0001260	Syar.g_03007	Prbd.g_01467
OG0001262	Syar.g_00527	Prbd.g_01294
OG0001263	Syar.g_00054	Prbd.g_01115
OG0001265	Syar.g_00041	Prbd.g_01125
OG0001266	Syar.g_00987	Prbd.g_01037
OG0001267	Syar.g_00225	Prbd.g_00959
OG0001268	Syar.g_01124	Prbd.g_00900
OG0001269	Syar.g_00688	Prbd.g_00880
OG0001270	Syar.g_01175	Prbd.g_00808
OG0001271	Syar.g_01270	Prbd.g_00770
OG0001272	Syar.g_01475	Prbd.g_00756
OG0001273	Syar.g_02413	Prbd.g_00613
OG0001274	Syar.g_00929	Prbd.g_00541
OG0001275	Syar.g_02490	Prbd.g_00292
OG0001276	Syar.g_01797	Prbd.g_00315
OG0001277	Syar.g_02250	Prbd.g_00372
OG0001278	Syar.g_01720	Prbd.g_00518
OG0001279	Syar.g_02841	Prbd.g_01893
OG0001280	Syar.g_03317	Prbd.g_01802
OG0001281	Syar.g_02783	Prbd.g_01796
OG0001282	Syar.g_01460, Syar.g_01351	Prbd.g_01763
OG0001283	Syar.g_00447	Prbd.g_01744
OG0001284	Syar.g_02900	Prbd.g_01618, Prbd.g_01619
OG0001285	Syar.g_02972	Prbd.g_01499
OG0001286	Syar.g_01077	Prbd.g_01387
OG0001287	Syar.g_00606	Prbd.g_01333
OG0001288	Syar.g_00591	Prbd.g_01324
OG0001289	Syar.g_03080	Prbd.g_01157
OG0001290	Syar.g_03111	Prbd.g_01144
OG0001291	Syar.g_00064	Prbd.g_01108
OG0001292	Syar.g_00160	Prbd.g_00991
OG0001293	Syar.g_00198	Prbd.g_00978
OG0001294	Syar.g_01687	Prbd.g_00860
OG0001295	Syar.g_00693	Prbd.g_00775
OG0001296	Syar.g_01506	Prbd.g_00733
OG0001297	Syar.g_01510	Prbd.g_00728
OG0001298	Syar.g_02210	Prbd.g_00666
OG0001299	Syar.g_01915	Prbd.g_00578
OG0001303	Syar.g_02583	Prbd.g_00296
OG0001304	Syar.g_01557	Prbd.g_00325
OG0001305	Syar.g_01937	Prbd.g_00344
OG0001306	Syar.g_01521	Prbd.g_00454
OG0001307	Syar.g_02591	Prbd.g_01781
OG0001308	Syar.g_02798	Prbd.g_01679
OG0001309	Syar.g_00360	Prbd.g_01594
OG0001310	Syar.g_02951	Prbd.g_01513
OG0001311	Syar.g_01795	Prbd.g_00317
OG0001312	Syar.g_02569	Prbd.g_00245
OG0001315	Syar.g_01094	Prbd.g_01182
OG0001317	Syar.g_03025	Prbd.g_01005
OG0001318	Syar.g_00186	Prbd.g_00983
OG0001319	Syar.g_00215	Prbd.g_00967
OG0001325	Syar.g_01577	Prbd.g_00012
OG0001326	Syar.g_00632	Prbd.g_00179
OG0001327	Syar.g_01674	Prbd.g_00356
OG0001329	Syar.g_02337	Prbd.g_00421
OG0001331	Syar.g_01455	Prbd.g_01758
OG0001334	Syar.g_03166	Prbd.g_01367
OG0001336	Syar.g_00448	Prbd.g_01252
OG0001339	Syar.g_03114	Prbd.g_01141
OG0001343	Syar.g_03210	Prbd.g_00188
OG0001345	Syar.g_01958	Prbd.g_00487
OG0001346	Syar.g_02778	Prbd.g_01800
OG0001347	Syar.g_00565, Syar.g_02401	Prbd.g_01815
OG0001348	Syar.g_02259	Prbd.g_01570
OG0001349	Syar.g_02764	Prbd.g_01719
OG0001351	Syar.g_01420	Prbd.g_00788
OG0001353	Syar.g_01809	Prbd.g_00134
OG0001354	Syar.g_02520	Prbd.g_00274
OG0001356	Syar.g_00176	Prbd.g_00830
OG0001358	Syar.g_02262	Prbd.g_00624
OG0001359	Syar.g_03211	Prbd.g_00189
OG0001360	Syar.g_01961	Prbd.g_00385
OG0001361	Syar.g_01955	Prbd.g_00484
OG0001364	Syar.g_00284	Prbd.g_01364
OG0001365	Syar.g_00335	Prbd.g_01284
OG0001371	Syar.g_03059	Prbd.g_00565
OG0001373	Syar.g_00631	Prbd.g_00178
OG0001374	Syar.g_00642	Prbd.g_00186
OG0001376	Syar.g_03203, Syar.g_02600	Prbd.g_00350
OG0001377	Syar.g_02599, Syar.g_03202	Prbd.g_00351
OG0001378	Syar.g_01174	Prbd.g_00394
OG0001379	Syar.g_02772	Prbd.g_01807
OG0001382	Syar.g_02834, Syar.g_03204	Prbd.g_01578
OG0001385	Syar.g_00628	Prbd.g_00175
OG0001386	Syar.g_00629	Prbd.g_00176
OG0001387	Syar.g_00630	Prbd.g_00177
OG0001388	Syar.g_00635	Prbd.g_00180
OG0001389	Syar.g_00636	Prbd.g_00181
OG0001390	Syar.g_00637	Prbd.g_00182
OG0001391	Syar.g_00638	Prbd.g_00183
OG0001392	Syar.g_00640	Prbd.g_00184
OG0001393	Syar.g_00641	Prbd.g_00185
OG0001394	Syar.g_02608	Prbd.g_00221
OG0001395	Syar.g_01561	Prbd.g_00327
OG0001396	Syar.g_00566	Prbd.g_01814
OG0001402	Syar.g_02252	Prbd.g_00063
OG0001403	Syar.g_00504	Prbd.g_01207
OG0001406	Syar.g_02601	Prbd.g_00349
OG0001408	Syar.g_02042	Prbd.g_00367
OG0001413	Syar.g_02062, Syar.g_02063	Prbd.g_01603
OG0001415	Syar.g_01553	Prbd.g_01008
OG0001416	Syar.g_00433	Prbd.g_00783
OG0001417	Syar.g_01885	Prbd.g_00773
OG0001418	Syar.g_01546	Prbd.g_00560
OG0001420	Syar.g_02680	Prbd.g_00403
OG0001428	Syar.g_00108	Prbd.g_01068
OG0001429	Syar.g_02582	Prbd.g_00092
OG0001432	Syar.g_02064, Syar.g_02123	Prbd.g_01605
OG0001433	Syar.g_00173	Prbd.g_00829
OG0001434	Syar.g_02613	Prbd.g_00225
OG0001435	Syar.g_01621	Prbd.g_00202
OG0001437	Syar.g_01554	Prbd.g_01009
OG0001438	Syar.g_00240	Prbd.g_00946
OG0001439	Syar.g_00824	Prbd.g_00932
OG0001441	Syar.g_02691	Prbd.g_00721
OG0001442	Syar.g_02622	Prbd.g_00037
OG0001447	Syar.g_00052	Prbd.g_01117
OG0001449	Syar.g_01897	Prbd.g_00841
OG0001450	Syar.g_00880	Prbd.g_00557
OG0001452	Syar.g_00167	Prbd.g_00193
OG0001453	Syar.g_02498	Prbd.g_00286
OG0001454	Syar.g_02065, Syar.g_02122	Prbd.g_00378
OG0001456	Syar.g_00643	Prbd.g_00445
OG0001457	Syar.g_00644	Prbd.g_00446
OG0001458	Syar.g_00645	Prbd.g_00447
OG0001459	Syar.g_00418, Syar.g_02047	Prbd.g_01879
OG0001460	Syar.g_00172	Prbd.g_00828
OG0001461	Syar.g_02478	Prbd.g_00823
OG0001462	Syar.g_00511	Prbd.g_01203
OG0001467	Syar.g_01745	Prbd.g_00081
OG0001471	Syar.g_00830	Prbd.g_01602
OG0001474	Syar.g_01125	Prbd.g_00899
OG0001479	Syar.g_01122	Prbd.g_00902
OG0001480	Syar.g_02013	Prbd.g_00870
OG0001482	Syar.g_02511	Prbd.g_00785
OG0001486	Syar.g_01537	Prbd.g_00466
OG0001492	Syar.g_01717	Prbd.g_00515
OG0001493	Syar.g_01725	Prbd.g_00523
OG0001495	Syar.g_01022	Prbd.g_01441
OG0001502	Syar.g_01840	Prbd.g_00072
OG0001504	Syar.g_02046	Prbd.g_01878
OG0001507	Syar.g_03257, Syar.g_01540	Prbd.g_01549
OG0001520	Syar.g_02053	Prbd.g_00846
OG0001525	Syar.g_01315	Prbd.g_01586
OG0001546	Syar.g_03276, Syar.g_02688	Prbd.g_00718
OG0001547	Syar.g_01855	Prbd.g_00074
OG0001549	Syar.g_02838	Prbd.g_00161
OG0001554	Syar.g_00327	Prbd.g_01596
OG0001555	Syar.g_01689	Prbd.g_01582
OG0001556	Syar.g_00177	Prbd.g_00825
OG0001567	Syar.g_01847	Prbd.g_00073
OG0001568	Syar.g_01866	Prbd.g_00075
OG0001570	Syar.g_02858	Prbd.g_00405
OG0001573	Syar.g_02700	Prbd.g_00821, Prbd.g_01098
OG0001587	Syar.g_03010	Prbd.g_01465
OG0001613	Syar.g_01093	Prbd.g_01372
OG0001625	Syar.g_00192	Prbd.g_00981
OG0001627	Syar.g_01215	Prbd.g_00053
OG0001647	Syar.g_00217	Prbd.g_00966
OG0001669	Syar.g_00323	Prbd.g_01711
OG0001695	Syar.g_00864	Prbd.g_01854
OG0001745	Syar.g_02010	Prbd.g_01606
OG0002020	Syar.g_00892	Prbd.g_01852
OG0002021	Syar.g_00425	Prbd.g_01850
OG0002022	Syar.g_00426	Prbd.g_01849
OG0002023	Syar.g_00427	Prbd.g_01848
OG0002024	Syar.g_00875, Syar.g_00004	Prbd.g_01844
OG0002054	Syar.g_00876	Prbd.g_01843
OG0002055	Syar.g_00872	Prbd.g_01846
OG0002107	Syar.g_00670, Syar.g_00313, Syar.g_00870	Prbd.g_00437
OG0002110	Syar.g_00859	Prbd.g_01905, Prbd.g_01906
OG0002131	Syar.g_00424	Prbd.g_01851
OG0002132	Syar.g_00866	Prbd.g_01847
OG0002225	Syar.g_00669, Syar.g_00315, Syar.g_00868	Prbd.g_00436
OG0002375	Syar.g_02713, Syar.g_02699, Syar.g_02697	Prbd.g_01718
OG0002445	Syar.g_01281	Prbd.g_01097
OG0002592	Syar.g_00903	Prbd.g_01819
OG0002723	Syar.g_02763	Prbd.g_01717
OG0002776	Syar.g_00316, Syar.g_00867	Prbd.g_00435
OG0003033	Syar.g_02765	Prbd.g_01715
