Orthogroup	Syar	Prbg
OG0001096	Syar.g_02476	Prbg.g_01186
OG0001097	Syar.g_01823	Prbg.g_01206
OG0001098	Syar.g_01672	Prbg.g_01225
OG0001099	Syar.g_00035	Prbg.g_01067
OG0001100	Syar.g_01625	Prbg.g_01075
OG0001101	Syar.g_01623	Prbg.g_01078
OG0001102	Syar.g_01620	Prbg.g_01081
OG0001103	Syar.g_01618	Prbg.g_01083
OG0001104	Syar.g_02616	Prbg.g_01106
OG0001105	Syar.g_02620	Prbg.g_01110
OG0001106	Syar.g_02553	Prbg.g_01278
OG0001107	Syar.g_02541	Prbg.g_01285
OG0001109	Syar.g_02529	Prbg.g_01290
OG0001110	Syar.g_02527	Prbg.g_01292
OG0001111	Syar.g_02525	Prbg.g_01293
OG0001112	Syar.g_02523	Prbg.g_01294
OG0001113	Syar.g_02522	Prbg.g_01295
OG0001114	Syar.g_02521	Prbg.g_01296
OG0001115	Syar.g_02519	Prbg.g_01298
OG0001116	Syar.g_02517	Prbg.g_01299
OG0001117	Syar.g_02516	Prbg.g_01300
OG0001118	Syar.g_02515	Prbg.g_01301
OG0001119	Syar.g_02513	Prbg.g_01302
OG0001120	Syar.g_02507	Prbg.g_01304
OG0001122	Syar.g_01803	Prbg.g_01324
OG0001123	Syar.g_01796	Prbg.g_01330
OG0001124	Syar.g_01793	Prbg.g_01332
OG0001125	Syar.g_01791	Prbg.g_01334
OG0001126	Syar.g_01375	Prbg.g_01245
OG0001127	Syar.g_01374	Prbg.g_01244
OG0001128	Syar.g_01371	Prbg.g_01242
OG0001129	Syar.g_01369	Prbg.g_01241
OG0001130	Syar.g_01368	Prbg.g_01240
OG0001131	Syar.g_02448	Prbg.g_00141
OG0001132	Syar.g_00684	Prbg.g_00022
OG0001133	Syar.g_02249	Prbg.g_00528
OG0001134	Syar.g_02235	Prbg.g_00749
OG0001135	Syar.g_02232	Prbg.g_00752
OG0001136	Syar.g_01536	Prbg.g_01489
OG0001137	Syar.g_01944	Prbg.g_01477
OG0001138	Syar.g_01977	Prbg.g_01456
OG0001139	Syar.g_01980	Prbg.g_01454
OG0001140	Syar.g_01981	Prbg.g_01453
OG0001141	Syar.g_01982	Prbg.g_01452
OG0001142	Syar.g_01983	Prbg.g_01451
OG0001143	Syar.g_01698	Prbg.g_01444
OG0001144	Syar.g_01707	Prbg.g_01439
OG0001145	Syar.g_02769	Prbg.g_00469
OG0001146	Syar.g_02782	Prbg.g_00481
OG0001147	Syar.g_01276	Prbg.g_00501
OG0001148	Syar.g_01459	Prbg.g_00531
OG0001149	Syar.g_01458	Prbg.g_00532
OG0001150	Syar.g_01457	Prbg.g_00533
OG0001151	Syar.g_01238	Prbg.g_00544
OG0001152	Syar.g_01237	Prbg.g_00545
OG0001153	Syar.g_01398	Prbg.g_00623
OG0001154	Syar.g_01397	Prbg.g_00624
OG0001155	Syar.g_01211	Prbg.g_00641
OG0001156	Syar.g_01185	Prbg.g_00644
OG0001157	Syar.g_01184	Prbg.g_00645
OG0001158	Syar.g_01183	Prbg.g_00646
OG0001159	Syar.g_01182	Prbg.g_00647
OG0001160	Syar.g_02908	Prbg.g_00673
OG0001161	Syar.g_00382	Prbg.g_01593
OG0001162	Syar.g_03081	Prbg.g_00726
OG0001163	Syar.g_02917	Prbg.g_01641
OG0001164	Syar.g_02922	Prbg.g_01645
OG0001165	Syar.g_02927	Prbg.g_01648
OG0001166	Syar.g_02959	Prbg.g_01669
OG0001167	Syar.g_02982	Prbg.g_01686
OG0001168	Syar.g_02983	Prbg.g_01688
OG0001169	Syar.g_02985	Prbg.g_01690
OG0001170	Syar.g_02987	Prbg.g_01692
OG0001171	Syar.g_02999	Prbg.g_01702
OG0001172	Syar.g_00143	Prbg.g_01718
OG0001173	Syar.g_00142	Prbg.g_01719
OG0001174	Syar.g_00134	Prbg.g_01727
OG0001175	Syar.g_00133	Prbg.g_01728
OG0001176	Syar.g_01025	Prbg.g_01736
OG0001177	Syar.g_01023	Prbg.g_01738
OG0001178	Syar.g_02943	Prbg.g_01655
OG0001179	Syar.g_01055	Prbg.g_01768
OG0001181	Syar.g_01082	Prbg.g_01795
OG0001182	Syar.g_01090	Prbg.g_01803
OG0001183	Syar.g_01096	Prbg.g_01808
OG0001184	Syar.g_00653	Prbg.g_01826
OG0001185	Syar.g_00614	Prbg.g_01842
OG0001186	Syar.g_00562	Prbg.g_01866
OG0001187	Syar.g_00548	Prbg.g_01869
OG0001188	Syar.g_00546	Prbg.g_01871
OG0001189	Syar.g_00525	Prbg.g_01888
OG0001190	Syar.g_00330	Prbg.g_01893
OG0001191	Syar.g_00349	Prbg.g_01903
OG0001192	Syar.g_00356	Prbg.g_01908
OG0001193	Syar.g_00711	Prbg.g_01920
OG0001194	Syar.g_00622	Prbg.g_01921
OG0001195	Syar.g_00623	Prbg.g_01922
OG0001196	Syar.g_00453	Prbg.g_01938
OG0001197	Syar.g_00455	Prbg.g_01940
OG0001198	Syar.g_00467	Prbg.g_00764
OG0001199	Syar.g_03045	Prbg.g_00795
OG0001200	Syar.g_03047	Prbg.g_00793
OG0001201	Syar.g_03120	Prbg.g_00880
OG0001202	Syar.g_00991	Prbg.g_00978
OG0001203	Syar.g_03021	Prbg.g_01020
OG0001204	Syar.g_00154	Prbg.g_01026
OG0001205	Syar.g_02869	Prbg.g_00165
OG0001207	Syar.g_01462	Prbg.g_00196
OG0001208	Syar.g_01471	Prbg.g_00201
OG0001211	Syar.g_02323	Prbg.g_00268
OG0001212	Syar.g_02027	Prbg.g_00315
OG0001213	Syar.g_02239	Prbg.g_00350
OG0001214	Syar.g_02420	Prbg.g_01420
OG0001215	Syar.g_00965	Prbg.g_01132
OG0001216	Syar.g_01909	Prbg.g_01153
OG0001217	Syar.g_02852	Prbg.g_00006
OG0001218	Syar.g_01388	Prbg.g_01549
OG0001219	Syar.g_02585	Prbg.g_01258
OG0001222	Syar.g_02552	Prbg.g_01337
OG0001223	Syar.g_02505	Prbg.g_01305
OG0001224	Syar.g_01361	Prbg.g_01238
OG0001225	Syar.g_01929	Prbg.g_01236
OG0001226	Syar.g_03054	Prbg.g_00358
OG0001227	Syar.g_02213	Prbg.g_01534
OG0001230	Syar.g_02816	Prbg.g_00584
OG0001231	Syar.g_00485	Prbg.g_00142
OG0001232	Syar.g_02968	Prbg.g_01673
OG0001233	Syar.g_02988	Prbg.g_01693
OG0001235	Syar.g_01019	Prbg.g_01734
OG0001236	Syar.g_00657	Prbg.g_01823
OG0001237	Syar.g_00652	Prbg.g_01827
OG0001238	Syar.g_00351	Prbg.g_01904
OG0001239	Syar.g_03043	Prbg.g_00798
OG0001240	Syar.g_03101	Prbg.g_00863
OG0001241	Syar.g_03149, Syar.g_03112	Prbg.g_00873
OG0001242	Syar.g_00043	Prbg.g_00893
OG0001243	Syar.g_00051	Prbg.g_00900
OG0001244	Syar.g_00075	Prbg.g_00915
OG0001245	Syar.g_00999	Prbg.g_01525
OG0001247	Syar.g_02024	Prbg.g_01125
OG0001248	Syar.g_02059	Prbg.g_01127
OG0001249	Syar.g_01113	Prbg.g_00114
OG0001250	Syar.g_01819, Syar.g_03240	Prbg.g_01202
OG0001251	Syar.g_02575	Prbg.g_01063
OG0001252	Syar.g_01372	Prbg.g_01243
OG0001253	Syar.g_02015	Prbg.g_00361
OG0001254	Syar.g_02233	Prbg.g_00751
OG0001255	Syar.g_01746	Prbg.g_01504
OG0001256	Syar.g_02915	Prbg.g_00680
OG0001258	Syar.g_02925	Prbg.g_01646
OG0001259	Syar.g_02986	Prbg.g_01691
OG0001260	Syar.g_03007	Prbg.g_01708
OG0001262	Syar.g_00527	Prbg.g_01886
OG0001263	Syar.g_00054	Prbg.g_00902
OG0001265	Syar.g_00041	Prbg.g_00892
OG0001266	Syar.g_00987	Prbg.g_00982
OG0001267	Syar.g_00225	Prbg.g_00059
OG0001268	Syar.g_01124	Prbg.g_00122
OG0001269	Syar.g_00688	Prbg.g_01214
OG0001270	Syar.g_01175	Prbg.g_00154
OG0001271	Syar.g_01270	Prbg.g_00191
OG0001272	Syar.g_01475	Prbg.g_00205
OG0001273	Syar.g_02413	Prbg.g_01426
OG0001274	Syar.g_00929	Prbg.g_01006
OG0001275	Syar.g_02490	Prbg.g_01315
OG0001276	Syar.g_01797	Prbg.g_01329
OG0001277	Syar.g_02250	Prbg.g_01926
OG0001278	Syar.g_01720	Prbg.g_01432
OG0001279	Syar.g_02841	Prbg.g_00407
OG0001280	Syar.g_03317	Prbg.g_00476
OG0001281	Syar.g_02783	Prbg.g_00482
OG0001282	Syar.g_01460, Syar.g_01351	Prbg.g_00530
OG0001283	Syar.g_00447	Prbg.g_01935
OG0001284	Syar.g_02900	Prbg.g_00666
OG0001285	Syar.g_02972	Prbg.g_01676
OG0001286	Syar.g_01077	Prbg.g_01789
OG0001287	Syar.g_00606	Prbg.g_01849
OG0001288	Syar.g_00591	Prbg.g_01859
OG0001289	Syar.g_03080	Prbg.g_00783
OG0001290	Syar.g_03111	Prbg.g_00872
OG0001291	Syar.g_00064	Prbg.g_00910
OG0001292	Syar.g_00160	Prbg.g_01031
OG0001293	Syar.g_00198	Prbg.g_01044
OG0001295	Syar.g_00693	Prbg.g_00714
OG0001296	Syar.g_01506	Prbg.g_00228
OG0001297	Syar.g_01510	Prbg.g_00233
OG0001298	Syar.g_02210	Prbg.g_00295
OG0001299	Syar.g_01915	Prbg.g_01389
OG0001303	Syar.g_02583	Prbg.g_01612
OG0001304	Syar.g_01557	Prbg.g_01342
OG0001305	Syar.g_01937	Prbg.g_01230
OG0001306	Syar.g_01521	Prbg.g_01501
OG0001307	Syar.g_02591	Prbg.g_00504
OG0001308	Syar.g_02798	Prbg.g_00601
OG0001309	Syar.g_00360	Prbg.g_00708
OG0001310	Syar.g_02951	Prbg.g_01663
OG0001311	Syar.g_01795	Prbg.g_01331
OG0001312	Syar.g_02569	Prbg.g_01267
OG0001315	Syar.g_01094	Prbg.g_01539
OG0001317	Syar.g_03025	Prbg.g_01016
OG0001318	Syar.g_00186	Prbg.g_01040
OG0001319	Syar.g_00215	Prbg.g_00052
OG0001325	Syar.g_01577	Prbg.g_01372
OG0001327	Syar.g_01674	Prbg.g_01072
OG0001329	Syar.g_02337	Prbg.g_01609
OG0001331	Syar.g_01455	Prbg.g_00535
OG0001334	Syar.g_03166	Prbg.g_01811
OG0001337	Syar.g_01112	Prbg.g_00109
OG0001338	Syar.g_03232	Prbg.g_00112
OG0001339	Syar.g_03114	Prbg.g_00875
OG0001343	Syar.g_03210	Prbg.g_01060
OG0001345	Syar.g_01958	Prbg.g_01466
OG0001346	Syar.g_02778	Prbg.g_00478
OG0001348	Syar.g_02259	Prbg.g_00712
OG0001351	Syar.g_01420	Prbg.g_00177
OG0001353	Syar.g_01809	Prbg.g_01192
OG0001354	Syar.g_02520	Prbg.g_01297
OG0001355	Syar.g_01912	Prbg.g_01351
OG0001356	Syar.g_00176	Prbg.g_01638
OG0001359	Syar.g_03211	Prbg.g_01061
OG0001364	Syar.g_00284	Prbg.g_01814
OG0001365	Syar.g_00335	Prbg.g_01897
OG0001370	Syar.g_00013	Prbg.g_00182
OG0001371	Syar.g_03059	Prbg.g_01120
OG0001379	Syar.g_02772	Prbg.g_00471
OG0001382	Syar.g_02834, Syar.g_03204	Prbg.g_01554
OG0001394	Syar.g_02608	Prbg.g_01099
OG0001401	Syar.g_01813	Prbg.g_01197
OG0001402	Syar.g_02252	Prbg.g_00344
OG0001403	Syar.g_00504	Prbg.g_00843
OG0001411	Syar.g_02761, Syar.g_02360	Prbg.g_00808
OG0001415	Syar.g_01553	Prbg.g_01013
OG0001418	Syar.g_01546	Prbg.g_01126
OG0001428	Syar.g_00108	Prbg.g_00950
OG0001429	Syar.g_02582	Prbg.g_01259
OG0001430	Syar.g_03306	Prbg.g_01550
OG0001433	Syar.g_00173	Prbg.g_01637
OG0001434	Syar.g_02613	Prbg.g_01104
OG0001435	Syar.g_01621	Prbg.g_01080
OG0001437	Syar.g_01554	Prbg.g_01012
OG0001443	Syar.g_00378	Prbg.g_01547
OG0001450	Syar.g_00880	Prbg.g_01129
OG0001460	Syar.g_00172	Prbg.g_01636
OG0001461	Syar.g_02478	Prbg.g_00817
OG0001467	Syar.g_01745	Prbg.g_00524
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Prbg.g_01479
OG0001477	Syar.g_02277	Prbg.g_00384
OG0001486	Syar.g_01537	Prbg.g_01488
OG0001487	Syar.g_01389	Prbg.g_00631
OG0001488	Syar.g_03222, Syar.g_01948	Prbg.g_01473
OG0001489	Syar.g_01087	Prbg.g_01800
OG0001496	Syar.g_02279	Prbg.g_00386
OG0001497	Syar.g_02278	Prbg.g_00385
OG0001498	Syar.g_03286, Syar.g_01163	Prbg.g_00138
OG0001505	Syar.g_02696	Prbg.g_00039
OG0001510	Syar.g_00601	Prbg.g_01853
OG0001511	Syar.g_03129	Prbg.g_00884
OG0001512	Syar.g_03020	Prbg.g_01543
OG0001514	Syar.g_02280	Prbg.g_00387
OG0001515	Syar.g_03266, Syar.g_02594	Prbg.g_01134
OG0001516	Syar.g_01918	Prbg.g_01392
OG0001517	Syar.g_01119	Prbg.g_00118
OG0001518	Syar.g_00353	Prbg.g_01906
OG0001519	Syar.g_00380, Syar.g_00002	Prbg.g_01911
OG0001525	Syar.g_01315	Prbg.g_01615
OG0001527	Syar.g_02309	Prbg.g_00281
OG0001529	Syar.g_00518	Prbg.g_00833
OG0001530	Syar.g_03127	Prbg.g_00883
OG0001531	Syar.g_03019	Prbg.g_01021
OG0001532	Syar.g_01978	Prbg.g_01455
OG0001534	Syar.g_01558	Prbg.g_01343
OG0001535	Syar.g_01799	Prbg.g_01327
OG0001536	Syar.g_02544	Prbg.g_01283
OG0001537	Syar.g_02602	Prbg.g_01096
OG0001538	Syar.g_02644	Prbg.g_01164
OG0001539	Syar.g_01626	Prbg.g_01074
OG0001540	Syar.g_00056	Prbg.g_00904
OG0001541	Syar.g_00117	Prbg.g_00958
OG0001542	Syar.g_00128	Prbg.g_00964
OG0001543	Syar.g_00949	Prbg.g_00463
OG0001544	Syar.g_00379, Syar.g_00001	Prbg.g_01910
OG0001545	Syar.g_00865	Prbg.g_01925
OG0001549	Syar.g_02838	Prbg.g_01224
OG0001557	Syar.g_02609	Prbg.g_01100
OG0001559	Syar.g_03126	Prbg.g_00882
OG0001560	Syar.g_03110	Prbg.g_00871
OG0001561	Syar.g_01792	Prbg.g_01333
OG0001562	Syar.g_02484	Prbg.g_01320
OG0001563	Syar.g_01072	Prbg.g_01784
OG0001565	Syar.g_03069	Prbg.g_00432
OG0001574	Syar.g_02311	Prbg.g_00279
OG0001575	Syar.g_02306	Prbg.g_00284
OG0001576	Syar.g_02794	Prbg.g_00491
OG0001577	Syar.g_01534	Prbg.g_01491
OG0001580	Syar.g_00895	Prbg.g_00826
OG0001587	Syar.g_03010	Prbg.g_01710
OG0001591	Syar.g_01685	Prbg.g_01113
OG0001592	Syar.g_03309, Syar.g_00310	Prbg.g_00827
OG0001614	Syar.g_00617	Prbg.g_01841
OG0001616	Syar.g_01964	Prbg.g_01463
OG0001617	Syar.g_01972	Prbg.g_01138
OG0001619	Syar.g_02556	Prbg.g_01276
OG0001620	Syar.g_01131	Prbg.g_00126
OG0001621	Syar.g_00169	Prbg.g_01036
OG0001622	Syar.g_00446	Prbg.g_01934
OG0001636	Syar.g_00510	Prbg.g_00839
OG0001638	Syar.g_03132, Syar.g_02949	Prbg.g_01661
OG0001639	Syar.g_01212	Prbg.g_00640
OG0001640	Syar.g_01377	Prbg.g_01246
OG0001641	Syar.g_02500	Prbg.g_01308
OG0001642	Syar.g_01387	Prbg.g_01213
OG0001643	Syar.g_02423	Prbg.g_01417
OG0001644	Syar.g_01876	Prbg.g_01362
OG0001654	Syar.g_01214	Prbg.g_00638
OG0001657	Syar.g_00089	Prbg.g_00933
OG0001658	Syar.g_00329	Prbg.g_00831
OG0001659	Syar.g_01973	Prbg.g_00717
OG0001661	Syar.g_00911	Prbg.g_00425
OG0001678	Syar.g_00144	Prbg.g_01717
OG0001679	Syar.g_00032	Prbg.g_00113
OG0001717	Syar.g_00103	Prbg.g_00391
OG0001733	Syar.g_00179	Prbg.g_01634
OG0001769	Syar.g_02437	Prbg.g_01538
OG0001771	Syar.g_02677	Prbg.g_01577
OG0001842	Syar.g_02270	Prbg.g_00020
OG0001917	Syar.g_01798	Prbg.g_01328
OG0001923	Syar.g_00582, Syar.g_00583, Syar.g_00267	Prbg.g_00566
OG0001930	Syar.g_02271	Prbg.g_00019
OG0001931	Syar.g_02272	Prbg.g_00018
OG0001955	Syar.g_00733	Prbg.g_00725
OG0001977	Syar.g_00703	Prbg.g_01916
OG0001996	Syar.g_00502	Prbg.g_00845
OG0002003	Syar.g_02127	Prbg.g_00014
OG0002019	Syar.g_00615	Prbg.g_00720
OG0002109	Syar.g_00759, Syar.g_01997	Prbg.g_00009
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Prbg.g_00562
OG0002340	Syar.g_00960	Prbg.g_00988
OG0002344	Syar.g_00030, Syar.g_01149, Syar.g_01154	Prbg.g_00133
OG0002348	Syar.g_00309	Prbg.g_00711
OG0002384	Syar.g_00354	Prbg.g_01621
