Orthogroup	Syar	Prba
OG0001144	Syar.g_01707	Prba.g_00021
OG0001145	Syar.g_02769	Prba.g_01184
OG0001146	Syar.g_02782	Prba.g_01196
OG0001147	Syar.g_01276	Prba.g_00210
OG0001148	Syar.g_01459	Prba.g_00194
OG0001149	Syar.g_01458	Prba.g_00193
OG0001150	Syar.g_01457	Prba.g_00192
OG0001151	Syar.g_01238	Prba.g_00181
OG0001152	Syar.g_01237	Prba.g_00180
OG0001153	Syar.g_01398	Prba.g_00681
OG0001154	Syar.g_01397	Prba.g_00680
OG0001155	Syar.g_01211	Prba.g_00343
OG0001156	Syar.g_01185	Prba.g_00340
OG0001157	Syar.g_01184	Prba.g_00339
OG0001158	Syar.g_01183	Prba.g_00338
OG0001159	Syar.g_01182	Prba.g_00337
OG0001160	Syar.g_02908	Prba.g_00313
OG0001161	Syar.g_00382	Prba.g_00300
OG0001162	Syar.g_03081	Prba.g_00289
OG0001163	Syar.g_02917	Prba.g_00234
OG0001164	Syar.g_02922	Prba.g_00230
OG0001165	Syar.g_02927	Prba.g_00227
OG0001166	Syar.g_02959	Prba.g_00601
OG0001167	Syar.g_02982	Prba.g_00584
OG0001168	Syar.g_02983	Prba.g_00582
OG0001169	Syar.g_02985	Prba.g_00580
OG0001170	Syar.g_02987	Prba.g_00578
OG0001171	Syar.g_02999	Prba.g_00569
OG0001172	Syar.g_00143	Prba.g_00360
OG0001173	Syar.g_00142	Prba.g_00361
OG0001174	Syar.g_00134	Prba.g_00369
OG0001175	Syar.g_00133	Prba.g_00370
OG0001176	Syar.g_01025	Prba.g_00377
OG0001177	Syar.g_01023	Prba.g_00380
OG0001178	Syar.g_02943	Prba.g_00385
OG0001179	Syar.g_01055	Prba.g_00413
OG0001181	Syar.g_01082	Prba.g_01048
OG0001182	Syar.g_01090	Prba.g_01055
OG0001183	Syar.g_01096	Prba.g_01060
OG0001184	Syar.g_00653	Prba.g_01076
OG0001185	Syar.g_00614	Prba.g_00762
OG0001186	Syar.g_00562	Prba.g_00786
OG0001187	Syar.g_00548	Prba.g_00790
OG0001188	Syar.g_00546	Prba.g_00793
OG0001189	Syar.g_00525	Prba.g_00810
OG0001190	Syar.g_00330	Prba.g_00814
OG0001191	Syar.g_00349	Prba.g_00824
OG0001192	Syar.g_00356	Prba.g_00829
OG0001193	Syar.g_00711	Prba.g_00839
OG0001194	Syar.g_00622	Prba.g_00840
OG0001195	Syar.g_00623	Prba.g_00841
OG0001196	Syar.g_00453	Prba.g_01782
OG0001197	Syar.g_00455	Prba.g_01783
OG0001198	Syar.g_00467	Prba.g_01790
OG0001199	Syar.g_03045	Prba.g_01862
OG0001200	Syar.g_03047	Prba.g_01864
OG0001201	Syar.g_03120	Prba.g_01896
OG0001202	Syar.g_00991	Prba.g_00655
OG0001203	Syar.g_03021	Prba.g_00457
OG0001204	Syar.g_00154	Prba.g_00462
OG0001205	Syar.g_02869	Prba.g_01016
OG0001207	Syar.g_01462	Prba.g_00984
OG0001208	Syar.g_01471	Prba.g_00979
OG0001211	Syar.g_02323	Prba.g_01765
OG0001212	Syar.g_02027	Prba.g_01721
OG0001213	Syar.g_02239	Prba.g_01688
OG0001214	Syar.g_02420	Prba.g_01680
OG0001215	Syar.g_00965	Prba.g_01627
OG0001216	Syar.g_01909	Prba.g_01592
OG0001217	Syar.g_02852	Prba.g_01554
OG0001218	Syar.g_01388	Prba.g_01547
OG0001219	Syar.g_02585	Prba.g_01510
OG0001222	Syar.g_02552	Prba.g_01345
OG0001223	Syar.g_02505	Prba.g_01319
OG0001224	Syar.g_01361	Prba.g_01268
OG0001225	Syar.g_01929	Prba.g_01266
OG0001226	Syar.g_03054	Prba.g_01240
OG0001227	Syar.g_02213	Prba.g_01222
OG0001230	Syar.g_02816	Prba.g_00105
OG0001231	Syar.g_00485	Prba.g_00291
OG0001232	Syar.g_02968	Prba.g_00597
OG0001233	Syar.g_02988	Prba.g_00577
OG0001235	Syar.g_01019	Prba.g_00382
OG0001236	Syar.g_00657	Prba.g_01073
OG0001237	Syar.g_00652	Prba.g_01077
OG0001238	Syar.g_00351	Prba.g_00825
OG0001239	Syar.g_03043	Prba.g_01859
OG0001240	Syar.g_03101	Prba.g_01881
OG0001241	Syar.g_03149, Syar.g_03112	Prba.g_01889
OG0001242	Syar.g_00043	Prba.g_01907
OG0001243	Syar.g_00051	Prba.g_01913
OG0001244	Syar.g_00075	Prba.g_01929
OG0001245	Syar.g_00999	Prba.g_00874
OG0001246	Syar.g_01910	Prba.g_00957
OG0001247	Syar.g_02024	Prba.g_01634
OG0001248	Syar.g_02059	Prba.g_01632
OG0001249	Syar.g_01113	Prba.g_01521
OG0001250	Syar.g_01819, Syar.g_03240	Prba.g_01458
OG0001251	Syar.g_02575	Prba.g_01410
OG0001252	Syar.g_01372	Prba.g_01273
OG0001253	Syar.g_02015	Prba.g_01221
OG0001254	Syar.g_02233	Prba.g_00095
OG0001255	Syar.g_01746	Prba.g_00080
OG0001256	Syar.g_02915	Prba.g_00298
OG0001257	Syar.g_00807, Syar.g_02468, Syar.g_02269	Prba.g_00292
OG0001258	Syar.g_02925	Prba.g_00229
OG0001259	Syar.g_02986	Prba.g_00579
OG0001260	Syar.g_03007	Prba.g_00563
OG0001262	Syar.g_00527	Prba.g_00808
OG0001263	Syar.g_00054	Prba.g_01916
OG0001265	Syar.g_00041	Prba.g_01906
OG0001266	Syar.g_00987	Prba.g_00659
OG0001267	Syar.g_00225	Prba.g_00497
OG0001268	Syar.g_01124	Prba.g_00555
OG0001269	Syar.g_00688	Prba.g_00853
OG0001270	Syar.g_01175	Prba.g_01027
OG0001271	Syar.g_01270	Prba.g_00989
OG0001272	Syar.g_01475	Prba.g_00975
OG0001273	Syar.g_02413	Prba.g_01686
OG0001274	Syar.g_00929	Prba.g_01614
OG0001275	Syar.g_02490	Prba.g_01309
OG0001276	Syar.g_01797	Prba.g_01289
OG0001277	Syar.g_02250	Prba.g_01232
OG0001278	Syar.g_01720	Prba.g_00013
OG0001279	Syar.g_02841	Prba.g_01136
OG0001280	Syar.g_03317	Prba.g_01191
OG0001281	Syar.g_02783	Prba.g_01197
OG0001282	Syar.g_01460, Syar.g_01351	Prba.g_00195
OG0001283	Syar.g_00447	Prba.g_00176
OG0001284	Syar.g_02900	Prba.g_00318
OG0001285	Syar.g_02972	Prba.g_00594
OG0001286	Syar.g_01077	Prba.g_00433
OG0001287	Syar.g_00606	Prba.g_00770
OG0001288	Syar.g_00591	Prba.g_00779
OG0001289	Syar.g_03080	Prba.g_01875
OG0001290	Syar.g_03111	Prba.g_01888
OG0001291	Syar.g_00064	Prba.g_01923
OG0001292	Syar.g_00160	Prba.g_00467
OG0001293	Syar.g_00198	Prba.g_00479
OG0001294	Syar.g_01687	Prba.g_00872
OG0001295	Syar.g_00693	Prba.g_00994
OG0001296	Syar.g_01506	Prba.g_00952
OG0001297	Syar.g_01510	Prba.g_00947
OG0001298	Syar.g_02210	Prba.g_01739
OG0001299	Syar.g_01915	Prba.g_01651
OG0001303	Syar.g_02583	Prba.g_01305
OG0001304	Syar.g_01557	Prba.g_01279
OG0001305	Syar.g_01937	Prba.g_01260
OG0001306	Syar.g_01521	Prba.g_00078
OG0001307	Syar.g_02591	Prba.g_00213
OG0001308	Syar.g_02798	Prba.g_00703
OG0001309	Syar.g_00360	Prba.g_00294
OG0001310	Syar.g_02951	Prba.g_00608
OG0001311	Syar.g_01795	Prba.g_01287
OG0001312	Syar.g_02569	Prba.g_01356
OG0001315	Syar.g_01094	Prba.g_01850
OG0001317	Syar.g_03025	Prba.g_00453
OG0001318	Syar.g_00186	Prba.g_00475
OG0001319	Syar.g_00215	Prba.g_00490
OG0001325	Syar.g_01577	Prba.g_01589
OG0001326	Syar.g_00632	Prba.g_01422
OG0001327	Syar.g_01674	Prba.g_01248
OG0001329	Syar.g_02337	Prba.g_00104, Prba.g_00721
OG0001331	Syar.g_01455	Prba.g_00190
OG0001334	Syar.g_03166	Prba.g_01063
OG0001336	Syar.g_00448	Prba.g_01779
OG0001339	Syar.g_03114	Prba.g_01891
OG0001343	Syar.g_03210	Prba.g_01413
OG0001345	Syar.g_01958	Prba.g_00044
OG0001346	Syar.g_02778	Prba.g_01193
OG0001351	Syar.g_01420	Prba.g_01007
OG0001353	Syar.g_01809	Prba.g_01467
OG0001354	Syar.g_02520	Prba.g_01327
OG0001355	Syar.g_01912	Prba.g_00262
OG0001356	Syar.g_00176	Prba.g_01535
OG0001358	Syar.g_02262	Prba.g_01697
OG0001359	Syar.g_03211	Prba.g_01412
OG0001360	Syar.g_01961	Prba.g_01220
OG0001361	Syar.g_01955	Prba.g_00047
OG0001364	Syar.g_00284	Prba.g_01066
OG0001365	Syar.g_00335	Prba.g_00818
OG0001371	Syar.g_03059	Prba.g_01638
OG0001373	Syar.g_00631	Prba.g_01423
OG0001374	Syar.g_00642	Prba.g_01415
OG0001376	Syar.g_03203, Syar.g_02600	Prba.g_01254
OG0001377	Syar.g_02599, Syar.g_03202	Prba.g_01253
OG0001378	Syar.g_01174	Prba.g_00750
OG0001379	Syar.g_02772	Prba.g_01186
OG0001382	Syar.g_02834, Syar.g_03204	Prba.g_00277
OG0001385	Syar.g_00628	Prba.g_01426
OG0001386	Syar.g_00629	Prba.g_01425
OG0001387	Syar.g_00630	Prba.g_01424
OG0001388	Syar.g_00635	Prba.g_01421
OG0001389	Syar.g_00636	Prba.g_01420
OG0001390	Syar.g_00637	Prba.g_01419
OG0001391	Syar.g_00638	Prba.g_01418
OG0001392	Syar.g_00640	Prba.g_01417
OG0001393	Syar.g_00641	Prba.g_01416
OG0001395	Syar.g_01561	Prba.g_01277
OG0001402	Syar.g_02252	Prba.g_01540
OG0001403	Syar.g_00504	Prba.g_01823
OG0001406	Syar.g_02601	Prba.g_01255
OG0001408	Syar.g_02042	Prba.g_01237
OG0001413	Syar.g_02062, Syar.g_02063	Prba.g_00303
OG0001415	Syar.g_01553	Prba.g_00450
OG0001416	Syar.g_00433	Prba.g_01002
OG0001417	Syar.g_01885	Prba.g_00992
OG0001418	Syar.g_01546	Prba.g_01633
OG0001420	Syar.g_02680	Prba.g_00741
OG0001428	Syar.g_00108	Prba.g_00628
OG0001429	Syar.g_02582	Prba.g_01509
OG0001430	Syar.g_03306	Prba.g_01161
OG0001432	Syar.g_02064, Syar.g_02123	Prba.g_00305
OG0001433	Syar.g_00173	Prba.g_01536
OG0001434	Syar.g_02613	Prba.g_01376
OG0001437	Syar.g_01554	Prba.g_00449
OG0001439	Syar.g_00824	Prba.g_00523
OG0001441	Syar.g_02691	Prba.g_00940
OG0001442	Syar.g_02622	Prba.g_01564
OG0001447	Syar.g_00052	Prba.g_01914
OG0001449	Syar.g_01897	Prba.g_00896
OG0001450	Syar.g_00880	Prba.g_01630
OG0001452	Syar.g_00167	Prba.g_01408
OG0001453	Syar.g_02498	Prba.g_01315
OG0001454	Syar.g_02065, Syar.g_02122	Prba.g_01227
OG0001456	Syar.g_00643	Prba.g_00087
OG0001457	Syar.g_00644	Prba.g_00086
OG0001458	Syar.g_00645	Prba.g_00085
OG0001459	Syar.g_00418, Syar.g_02047	Prba.g_01150
OG0001460	Syar.g_00172	Prba.g_01537
OG0001462	Syar.g_00511	Prba.g_01827
OG0001467	Syar.g_01745	Prba.g_01520
OG0001471	Syar.g_00830	Prba.g_00302
OG0001474	Syar.g_01125	Prba.g_00556
OG0001475	Syar.g_02370	Prba.g_00162
OG0001479	Syar.g_01122	Prba.g_00553
OG0001480	Syar.g_02013	Prba.g_00862
OG0001482	Syar.g_02511	Prba.g_01004
OG0001486	Syar.g_01537	Prba.g_00066
OG0001492	Syar.g_01717	Prba.g_00016
OG0001493	Syar.g_01725	Prba.g_00008
OG0001502	Syar.g_01840	Prba.g_01529
OG0001504	Syar.g_02046	Prba.g_01151
OG0001505	Syar.g_02696	Prba.g_00163
OG0001507	Syar.g_03257, Syar.g_01540	Prba.g_00250
OG0001508	Syar.g_02372	Prba.g_00174
OG0001520	Syar.g_02053	Prba.g_00888
OG0001525	Syar.g_01315	Prba.g_00286
OG0001546	Syar.g_03276, Syar.g_02688	Prba.g_00937
OG0001547	Syar.g_01855	Prba.g_01527
OG0001549	Syar.g_02838	Prba.g_01440
OG0001554	Syar.g_00327	Prba.g_00296
OG0001555	Syar.g_01689	Prba.g_00281
OG0001565	Syar.g_03069	Prba.g_01042
OG0001567	Syar.g_01847	Prba.g_01528
OG0001568	Syar.g_01866	Prba.g_01526
OG0001570	Syar.g_02858	Prba.g_00738
OG0001587	Syar.g_03010	Prba.g_00353
OG0001613	Syar.g_01093	Prba.g_01058
OG0001627	Syar.g_01215	Prba.g_01550
OG0001661	Syar.g_00911	Prba.g_00921, Prba.g_01046
OG0001712	Syar.g_01846	Prba.g_00917
OG0001726	Syar.g_01863	Prba.g_00914
OG0001745	Syar.g_02010	Prba.g_00306
OG0002349	Syar.g_02990	Prba.g_00575
OG0002495	Syar.g_02068	Prba.g_01212
OG0002559	Syar.g_01267	Prba.g_01088
OG0002699	Syar.g_02732	Prba.g_00169
OG0002733	Syar.g_01291	Prba.g_01109
