Orthogroup	Prbk	Prax
OG0001136	Prbk.g_01021	Prax.g_00197
OG0001137	Prbk.g_00155	Prax.g_00208
OG0001138	Prbk.g_00137	Prax.g_00226
OG0001139	Prbk.g_00135	Prax.g_00227
OG0001140	Prbk.g_00134	Prax.g_00228
OG0001141	Prbk.g_00133	Prax.g_00229
OG0001142	Prbk.g_00132	Prax.g_00230
OG0001143	Prbk.g_01504	Prax.g_00237
OG0001144	Prbk.g_00188	Prax.g_00242
OG0001145	Prbk.g_01194	Prax.g_01907
OG0001146	Prbk.g_01178	Prax.g_01895
OG0001147	Prbk.g_02120	Prax.g_01877
OG0001148	Prbk.g_02051	Prax.g_01861
OG0001149	Prbk.g_02050	Prax.g_01860
OG0001150	Prbk.g_02049	Prax.g_01859
OG0001151	Prbk.g_02037	Prax.g_01848
OG0001152	Prbk.g_02036	Prax.g_01847
OG0001153	Prbk.g_01217	Prax.g_01696
OG0001154	Prbk.g_01216	Prax.g_01695
OG0001155	Prbk.g_02004	Prax.g_01683
OG0001156	Prbk.g_02001	Prax.g_01680
OG0001157	Prbk.g_02596	Prax.g_01679
OG0001158	Prbk.g_02000	Prax.g_01678
OG0001159	Prbk.g_01999	Prax.g_01677
OG0001160	Prbk.g_00934	Prax.g_01653
OG0001161	Prbk.g_02593	Prax.g_01640
OG0001162	Prbk.g_01788	Prax.g_01629
OG0001163	Prbk.g_00920	Prax.g_01567
OG0001164	Prbk.g_00915	Prax.g_01563
OG0001165	Prbk.g_00912	Prax.g_01560
OG0001166	Prbk.g_01438	Prax.g_01540
OG0001167	Prbk.g_01417	Prax.g_01523
OG0001168	Prbk.g_01415	Prax.g_01521
OG0001169	Prbk.g_01413	Prax.g_01519
OG0001170	Prbk.g_01411	Prax.g_01517
OG0001171	Prbk.g_01401	Prax.g_01507
OG0001172	Prbk.g_01908	Prax.g_01265
OG0001173	Prbk.g_01909	Prax.g_01266
OG0001174	Prbk.g_01917	Prax.g_01274
OG0001175	Prbk.g_01918	Prax.g_01275
OG0001176	Prbk.g_00991	Prax.g_01282
OG0001177	Prbk.g_00993	Prax.g_01285
OG0001178	Prbk.g_00901	Prax.g_01290
OG0001179	Prbk.g_00962	Prax.g_01322
OG0001180	Prbk.g_00804	Prax.g_01344
OG0001181	Prbk.g_00808	Prax.g_01348
OG0001182	Prbk.g_00817	Prax.g_01355
OG0001183	Prbk.g_00845	Prax.g_01359
OG0001184	Prbk.g_00521	Prax.g_01375
OG0001185	Prbk.g_00231	Prax.g_01389
OG0001186	Prbk.g_01568	Prax.g_01412
OG0001187	Prbk.g_01572	Prax.g_01416
OG0001188	Prbk.g_01576	Prax.g_01419
OG0001189	Prbk.g_01598	Prax.g_01436
OG0001190	Prbk.g_02160	Prax.g_01440
OG0001191	Prbk.g_02173	Prax.g_01450
OG0001192	Prbk.g_02180	Prax.g_01454
OG0001193	Prbk.g_02218	Prax.g_01464
OG0001194	Prbk.g_02224	Prax.g_01465
OG0001195	Prbk.g_02225	Prax.g_01466
OG0001196	Prbk.g_02261	Prax.g_01479
OG0001197	Prbk.g_02263	Prax.g_01480
OG0001198	Prbk.g_02275	Prax.g_01487
OG0001199	Prbk.g_01314	Prax.g_00645
OG0001200	Prbk.g_01312	Prax.g_00647
OG0001201	Prbk.g_00010	Prax.g_01111
OG0001202	Prbk.g_01254	Prax.g_01019
OG0001203	Prbk.g_01519	Prax.g_00980
OG0001204	Prbk.g_01013	Prax.g_00932
OG0001205	Prbk.g_00318	Prax.g_00755
OG0001206	Prbk.g_02089	Prax.g_00739
OG0001207	Prbk.g_02053	Prax.g_00725
OG0001208	Prbk.g_02063	Prax.g_00720
OG0001209	Prbk.g_01083	Prax.g_00666
OG0001210	Prbk.g_01095	Prax.g_00001
OG0001211	Prbk.g_01892	Prax.g_00011
OG0001212	Prbk.g_01140	Prax.g_00055
OG0001213	Prbk.g_02623	Prax.g_00088
OG0001214	Prbk.g_02633	Prax.g_00096
OG0001215	Prbk.g_01816	Prax.g_00952
OG0001216	Prbk.g_00616	Prax.g_00483
OG0001217	Prbk.g_01872	Prax.g_00428
OG0001218	Prbk.g_01205	Prax.g_00420
OG0001219	Prbk.g_02367	Prax.g_00384
OG0001220	Prbk.g_02559	Prax.g_00321
OG0001221	Prbk.g_02420	Prax.g_00572
OG0001222	Prbk.g_02189	Prax.g_00612
OG0001223	Prbk.g_02299	Prax.g_01147
OG0001224	Prbk.g_00060	Prax.g_01200
OG0001225	Prbk.g_00058	Prax.g_01202
OG0001226	Prbk.g_01682	Prax.g_01229
OG0001227	Prbk.g_02022	Prax.g_01248
OG0001228	Prbk.g_00183	Prax.g_00245
OG0001229	Prbk.g_00923	Prax.g_01865
OG0001230	Prbk.g_00249	Prax.g_01741
OG0001231	Prbk.g_01637	Prax.g_01631
OG0001232	Prbk.g_01433	Prax.g_01536
OG0001233	Prbk.g_01410	Prax.g_01516
OG0001234	Prbk.g_01921	Prax.g_01277
OG0001235	Prbk.g_00996	Prax.g_01287
OG0001236	Prbk.g_00517	Prax.g_01372
OG0001237	Prbk.g_00524	Prax.g_01376
OG0001238	Prbk.g_02174	Prax.g_01451
OG0001239	Prbk.g_01317	Prax.g_00642
OG0001240	Prbk.g_00027	Prax.g_01125
OG0001241	Prbk.g_00017	Prax.g_01117
OG0001242	Prbk.g_00200	Prax.g_01099
OG0001243	Prbk.g_00541	Prax.g_01093
OG0001245	Prbk.g_01693	Prax.g_00794
OG0001246	Prbk.g_01044	Prax.g_00697
OG0001247	Prbk.g_02509	Prax.g_00959
OG0001248	Prbk.g_01805	Prax.g_00957
OG0001249	Prbk.g_00865	Prax.g_00395
OG0001250	Prbk.g_02538	Prax.g_00332
OG0001252	Prbk.g_00065	Prax.g_01195
OG0001253	Prbk.g_01700	Prax.g_01249
OG0001254	Prbk.g_02196	Prax.g_00163
OG0001255	Prbk.g_01776	Prax.g_00184
OG0001258	Prbk.g_00914	Prax.g_01562
OG0001259	Prbk.g_01412	Prax.g_01518
OG0001260	Prbk.g_01382	Prax.g_01501
OG0001261	Prbk.g_00953	Prax.g_01330
OG0001262	Prbk.g_01595	Prax.g_01434
OG0001263	Prbk.g_00543	Prax.g_01090
OG0001265	Prbk.g_00198	Prax.g_01100
OG0001266	Prbk.g_01250	Prax.g_01015
OG0001267	Prbk.g_00417	Prax.g_00895
OG0001268	Prbk.g_00877	Prax.g_00834
OG0001269	Prbk.g_02556	Prax.g_00814
OG0001270	Prbk.g_00330	Prax.g_00766
OG0001271	Prbk.g_02110	Prax.g_00730
OG0001272	Prbk.g_02067	Prax.g_00716
OG0001273	Prbk.g_02626	Prax.g_00090
OG0001274	Prbk.g_00651	Prax.g_00939
OG0001275	Prbk.g_00570	Prax.g_01157
OG0001276	Prbk.g_00587	Prax.g_01179
OG0001277	Prbk.g_02247	Prax.g_01237
OG0001278	Prbk.g_00176	Prax.g_00250
OG0001279	Prbk.g_01933	Prax.g_01957
OG0001280	Prbk.g_01186	Prax.g_01900
OG0001281	Prbk.g_01177	Prax.g_01894
OG0001283	Prbk.g_02256	Prax.g_01843
OG0001285	Prbk.g_01429	Prax.g_01533
OG0001286	Prbk.g_00802	Prax.g_01342
OG0001288	Prbk.g_01534	Prax.g_01405
OG0001290	Prbk.g_00018	Prax.g_01118
OG0001291	Prbk.g_00553	Prax.g_01083
OG0001292	Prbk.g_01007	Prax.g_00927
OG0001293	Prbk.g_00381	Prax.g_00914
OG0001294	Prbk.g_00707	Prax.g_00796
OG0001295	Prbk.g_01098	Prax.g_00734
OG0001297	Prbk.g_01053	Prax.g_00687
OG0001298	Prbk.g_01114	Prax.g_00037
OG0001300	Prbk.g_01801	Prax.g_00949
OG0001301	Prbk.g_01761	Prax.g_00946
OG0001302	Prbk.g_01455	Prax.g_00386
OG0001303	Prbk.g_02365	Prax.g_01161
OG0001307	Prbk.g_01198	Prax.g_01880
OG0001308	Prbk.g_00277	Prax.g_01718
OG0001309	Prbk.g_01059	Prax.g_01634
OG0001310	Prbk.g_01444	Prax.g_01547
OG0001311	Prbk.g_00589	Prax.g_01181
OG0001312	Prbk.g_02354	Prax.g_00601
OG0001316	Prbk.g_00560	Prax.g_01078
OG0001319	Prbk.g_00407	Prax.g_00903
OG0001321	Prbk.g_00309	Prax.g_00749
OG0001322	Prbk.g_00308	Prax.g_00748
OG0001323	Prbk.g_01062	Prax.g_00682
OG0001324	Prbk.g_01800	Prax.g_00948
OG0001326	Prbk.g_02231	Prax.g_00535
OG0001328	Prbk.g_02413	Prax.g_01247
OG0001329	Prbk.g_01661	Prax.g_00154
OG0001330	Prbk.g_01193	Prax.g_01929
OG0001331	Prbk.g_02047	Prax.g_01857
OG0001332	Prbk.g_02016	Prax.g_01685
OG0001333	Prbk.g_01416	Prax.g_01522
OG0001334	Prbk.g_00849	Prax.g_01362
OG0001335	Prbk.g_00850	Prax.g_01363
OG0001336	Prbk.g_02257	Prax.g_01476
OG0001339	Prbk.g_00015	Prax.g_01115
OG0001340	Prbk.g_00860	Prax.g_00845
OG0001341	Prbk.g_02519	Prax.g_00430
OG0001344	Prbk.g_00142	Prax.g_00204
OG0001348	Prbk.g_00671	Prax.g_01611, Prax.g_01610
OG0001352	Prbk.g_01767	Prax.g_00962
OG0001353	Prbk.g_02529	Prax.g_00341
OG0001354	Prbk.g_02308	Prax.g_01139
OG0001356	Prbk.g_02191	Prax.g_00527
OG0001358	Prbk.g_02607	Prax.g_00079
OG0001360	Prbk.g_00123	Prax.g_01250
OG0001361	Prbk.g_00102	Prax.g_00216
OG0001362	Prbk.g_00281	Prax.g_01714
OG0001363	Prbk.g_00283	Prax.g_01712
OG0001365	Prbk.g_02165	Prax.g_01444
OG0001369	Prbk.g_00028	Prax.g_01126
OG0001371	Prbk.g_01361	Prax.g_00963
OG0001372	Prbk.g_01468	Prax.g_00421, Prax.g_00457
OG0001373	Prbk.g_02230	Prax.g_00534
OG0001374	Prbk.g_02238	Prax.g_00542
OG0001376	Prbk.g_02183	Prax.g_01214
OG0001377	Prbk.g_02182	Prax.g_01215
OG0001378	Prbk.g_00337	Prax.g_00125
OG0001379	Prbk.g_01191	Prax.g_01905
OG0001380	Prbk.g_02564	Prax.g_01875
OG0001381	Prbk.g_00629	Prax.g_01869
OG0001382	Prbk.g_00623	Prax.g_01618
OG0001385	Prbk.g_02227	Prax.g_00531
OG0001386	Prbk.g_02228	Prax.g_00532
OG0001387	Prbk.g_02229	Prax.g_00533
OG0001388	Prbk.g_02232	Prax.g_00536
OG0001389	Prbk.g_02233	Prax.g_00537
OG0001390	Prbk.g_02234	Prax.g_00538
OG0001391	Prbk.g_02235	Prax.g_00539
OG0001392	Prbk.g_02236	Prax.g_00540
OG0001393	Prbk.g_02237	Prax.g_00541
OG0001394	Prbk.g_02437	Prax.g_00576
OG0001395	Prbk.g_00600	Prax.g_01191
OG0001397	Prbk.g_00282	Prax.g_01713
OG0001399	Prbk.g_00834, Prbk.g_00821	Prax.g_01279
OG0001402	Prbk.g_02612	Prax.g_00412
OG0001403	Prbk.g_01618	Prax.g_00283
OG0001405	Prbk.g_00852	Prax.g_00847
OG0001406	Prbk.g_02184	Prax.g_01213
OG0001409	Prbk.g_00153	Prax.g_00207
OG0001410	Prbk.g_01197	Prax.g_01879
OG0001414	Prbk.g_01364	Prax.g_00989
OG0001415	Prbk.g_01135	Prax.g_00987
OG0001416	Prbk.g_01180	Prax.g_00742
OG0001418	Prbk.g_01925	Prax.g_00958
OG0001422	Prbk.g_02082	Prax.g_01613
OG0001431	Prbk.g_01737	Prax.g_01931
OG0001434	Prbk.g_02441	Prax.g_00581
OG0001437	Prbk.g_01136	Prax.g_00988
OG0001438	Prbk.g_00432	Prax.g_00882
OG0001441	Prbk.g_01064	Prax.g_00680
OG0001442	Prbk.g_02445	Prax.g_00438
OG0001446	Prbk.g_01665	Prax.g_00650
OG0001449	Prbk.g_01465	Prax.g_00779
OG0001450	Prbk.g_01827	Prax.g_00955
OG0001451	Prbk.g_00598	Prax.g_00312
OG0001455	Prbk.g_00694	Prax.g_00148
OG0001461	Prbk.g_00296	Prax.g_01569
OG0001462	Prbk.g_01611	Prax.g_00279
OG0001463	Prbk.g_00425	Prax.g_00889
OG0001464	Prbk.g_00861	Prax.g_00844
OG0001470	Prbk.g_01566	Prax.g_01841
OG0001472	Prbk.g_01841	Prax.g_01635
OG0001474	Prbk.g_00878	Prax.g_00833
OG0001475	Prbk.g_01564	Prax.g_01839
OG0001479	Prbk.g_00875	Prax.g_00836
OG0001481	Prbk.g_00303	Prax.g_00800
OG0001484	Prbk.g_00625	Prax.g_01921
OG0001485	Prbk.g_02012	Prax.g_01600
OG0001491	Prbk.g_01642	Prax.g_00388
OG0001495	Prbk.g_00994	Prax.g_01284
OG0001500	Prbk.g_01365	Prax.g_00912
OG0001501	Prbk.g_00169	Prax.g_00937
OG0001503	Prbk.g_01456	Prax.g_00168
OG0001506	Prbk.g_01654	Prax.g_01687
OG0001508	Prbk.g_01567	Prax.g_01842
OG0001525	Prbk.g_02665	Prax.g_01626
OG0001528	Prbk.g_01570	Prax.g_01840
OG0001550	Prbk.g_01692	Prax.g_00151
OG0001553	Prbk.g_00256	Prax.g_01736
OG0001555	Prbk.g_01476	Prax.g_01622
OG0001569	Prbk.g_02659	Prax.g_01255
OG0001572	Prbk.g_01332	Prax.g_01964
OG0001588	Prbk.g_00504	Prax.g_01756
OG0001598	Prbk.g_01039	Prax.g_00507, Prax.g_00775
OG0001605	Prbk.g_01656	Prax.g_01172
OG0001627	Prbk.g_02008	Prax.g_00424
OG0001635	Prbk.g_02658	Prax.g_01586
OG0001696	Prbk.g_01828	Prax.g_00311
OG0001698	Prbk.g_01771	Prax.g_01222
OG0001992	Prbk.g_00832	Prax.g_00414
OG0002001	Prbk.g_00108	Prax.g_00446
OG0002013	Prbk.g_00474	Prax.g_01782
OG0002424	Prbk.g_01264	Prax.g_01607
OG0002590	Prbk.g_01376	Prax.g_00934, Prax.g_01971
OG0003053	Prbk.g_00475	Prax.g_01781
