Orthogroup	Syae	Praj
OG0001167	Syae.g_01031	Praj.g_01803
OG0001168	Syae.g_01033	Praj.g_01804
OG0001169	Syae.g_01035	Praj.g_01806
OG0001170	Syae.g_01037	Praj.g_01808
OG0001171	Syae.g_01047	Praj.g_01818
OG0001172	Syae.g_02036	Praj.g_01872
OG0001173	Syae.g_02037	Praj.g_01873
OG0001174	Syae.g_02045	Praj.g_01881
OG0001175	Syae.g_02046	Praj.g_01882
OG0001176	Syae.g_02076	Praj.g_01893
OG0001177	Syae.g_02073	Praj.g_01891
OG0001178	Syae.g_01168	Praj.g_01236
OG0001179	Syae.g_02106	Praj.g_01935
OG0001180	Syae.g_02130	Praj.g_01958
OG0001181	Syae.g_02134	Praj.g_01962
OG0001182	Syae.g_02143	Praj.g_01970
OG0001183	Syae.g_02147	Praj.g_01976
OG0001184	Syae.g_01862	Praj.g_01992
OG0001185	Syae.g_01835	Praj.g_02007
OG0001188	Syae.g_01783	Praj.g_02062
OG0001189	Syae.g_01767	Praj.g_02079
OG0001190	Syae.g_01567	Praj.g_02084
OG0001191	Syae.g_01580	Praj.g_02094
OG0001192	Syae.g_01587	Praj.g_02099
OG0001193	Syae.g_01617	Praj.g_02112
OG0001194	Syae.g_01625	Praj.g_02113
OG0001195	Syae.g_01626	Praj.g_02114
OG0001196	Syae.g_01695	Praj.g_02136
OG0001197	Syae.g_01697	Praj.g_02138
OG0001198	Syae.g_01709	Praj.g_02146
OG0001199	Syae.g_01291	Praj.g_00112
OG0001200	Syae.g_01293	Praj.g_00114
OG0001201	Syae.g_01364	Praj.g_00146
OG0001202	Syae.g_01494	Praj.g_00239
OG0001203	Syae.g_02240	Praj.g_00278
OG0001204	Syae.g_02022	Praj.g_00284
OG0001205	Syae.g_00984	Praj.g_00439
OG0001206	Syae.g_02502	Praj.g_00458
OG0001207	Syae.g_02300	Praj.g_00469
OG0001208	Syae.g_02311	Praj.g_00475
OG0001209	Syae.g_02377	Praj.g_00526
OG0001210	Syae.g_02387	Praj.g_00531
OG0001211	Syae.g_02403	Praj.g_00541
OG0001212	Syae.g_02460	Praj.g_00583
OG0001213	Syae.g_00062	Praj.g_00617
OG0001214	Syae.g_00076	Praj.g_00625
OG0001215	Syae.g_00757	Praj.g_00683
OG0001216	Syae.g_00470	Praj.g_00700
OG0001217	Syae.g_00151	Praj.g_00091
OG0001218	Syae.g_02605	Praj.g_00740
OG0001219	Syae.g_00312	Praj.g_00915
OG0001220	Syae.g_00880	Praj.g_00825
OG0001221	Syae.g_00559	Praj.g_00899
OG0001222	Syae.g_00347	Praj.g_00847
OG0001223	Syae.g_00392	Praj.g_00964
OG0001224	Syae.g_00797	Praj.g_01020
OG0001225	Syae.g_00795	Praj.g_01022
OG0001227	Syae.g_01600	Praj.g_01045
OG0001228	Syae.g_01004	Praj.g_01411
OG0001229	Syae.g_00771	Praj.g_01160
OG0001230	Syae.g_02662	Praj.g_01623
OG0001231	Syae.g_01729	Praj.g_00744
OG0001232	Syae.g_01197	Praj.g_01789
OG0001233	Syae.g_01038	Praj.g_01809
OG0001234	Syae.g_02050	Praj.g_01884
OG0001235	Syae.g_02066	Praj.g_01888
OG0001236	Syae.g_01867	Praj.g_01989
OG0001237	Syae.g_01860	Praj.g_01993
OG0001238	Syae.g_01582	Praj.g_02095
OG0001239	Syae.g_01288	Praj.g_00109
OG0001240	Syae.g_01347	Praj.g_00131
OG0001241	Syae.g_01357	Praj.g_00140
OG0001242	Syae.g_01387	Praj.g_00159
OG0001243	Syae.g_01395	Praj.g_00166
OG0001244	Syae.g_01425	Praj.g_00182
OG0001245	Syae.g_00149	Praj.g_01244
OG0001246	Syae.g_02337	Praj.g_00496
OG0001247	Syae.g_00482	Praj.g_00676
OG0001248	Syae.g_00485	Praj.g_00678
OG0001249	Syae.g_02186	Praj.g_00373
OG0001251	Syae.g_01632	Praj.g_01858
OG0001252	Syae.g_00804	Praj.g_01015
OG0001253	Syae.g_00243	Praj.g_01728
OG0001254	Syae.g_00637	Praj.g_01834
OG0001255	Syae.g_00667	Praj.g_01477
OG0001256	Syae.g_01149	Praj.g_01719
OG0001257	Syae.g_00295	Praj.g_01724
OG0001259	Syae.g_01036	Praj.g_01807
OG0001260	Syae.g_01058	Praj.g_01824
OG0001261	Syae.g_02115	Praj.g_01943
OG0001262	Syae.g_01769	Praj.g_02077
OG0001263	Syae.g_01399	Praj.g_00169
OG0001264	Syae.g_01222	Praj.g_01508, Praj.g_01902, Praj.g_00375, Praj.g_01898, Praj.g_01595
OG0001269	Syae.g_00225	Praj.g_00824
OG0001273	Syae.g_00069	Praj.g_00619
OG0001277	Syae.g_01677	Praj.g_02123
OG0001279	Syae.g_00007	Praj.g_01155
OG0001280	Syae.g_00958	Praj.g_01527
OG0001281	Syae.g_00969	Praj.g_01533
OG0001282	Syae.g_02298	Praj.g_01576
OG0001283	Syae.g_01688	Praj.g_02132
OG0001284	Syae.g_01132	Praj.g_01705
OG0001285	Syae.g_00237	Praj.g_01792
OG0001287	Syae.g_01827	Praj.g_02014
OG0001288	Syae.g_01815	Praj.g_02025
OG0001289	Syae.g_01330	Praj.g_00125
OG0001290	Syae.g_01356	Praj.g_00139
OG0001294	Syae.g_00593	Praj.g_01497, Praj.g_01564
OG0001295	Syae.g_02389	Praj.g_01485
OG0001296	Syae.g_02343	Praj.g_00501
OG0001297	Syae.g_02347	Praj.g_00506
OG0001299	Syae.g_00599	Praj.g_00655
OG0001300	Syae.g_00766	Praj.g_00687
OG0001301	Syae.g_00780	Praj.g_00689
OG0001302	Syae.g_00110	Praj.g_00913
OG0001303	Syae.g_00314	Praj.g_01344
OG0001304	Syae.g_00436	Praj.g_01006
OG0001305	Syae.g_00786	Praj.g_00842
OG0001306	Syae.g_00943	Praj.g_01475
OG0001307	Syae.g_02059	Praj.g_01547
OG0001310	Syae.g_01178	Praj.g_01779
OG0001311	Syae.g_00425	Praj.g_00998
OG0001312	Syae.g_00326	Praj.g_00924
OG0001315	Syae.g_02145	Praj.g_01974
OG0001316	Syae.g_01415	Praj.g_00180
OG0001317	Syae.g_02235	Praj.g_00274
OG0001318	Syae.g_02004	Praj.g_00295
OG0001321	Syae.g_00978	Praj.g_00445
OG0001322	Syae.g_00977	Praj.g_00446
OG0001324	Syae.g_00767	Praj.g_00688
OG0001325	Syae.g_00465	Praj.g_00703
OG0001326	Syae.g_01641	Praj.g_01850
OG0001327	Syae.g_00586	Praj.g_00876
OG0001328	Syae.g_00565	Praj.g_00895
OG0001330	Syae.g_00950	Praj.g_01521
OG0001331	Syae.g_02293	Praj.g_01581
OG0001332	Syae.g_01077	Praj.g_01677
OG0001334	Syae.g_02156	Praj.g_01979
OG0001335	Syae.g_02157	Praj.g_01980
OG0001336	Syae.g_01689	Praj.g_02133
OG0001337	Syae.g_02153, Syae.g_02175	Praj.g_00367
OG0001339	Syae.g_01359	Praj.g_00142
OG0001340	Syae.g_02176	Praj.g_00368
OG0001341	Syae.g_00737	Praj.g_00069
OG0001342	Syae.g_02559	Praj.g_01335, Praj.g_00976, Praj.g_00975
OG0001343	Syae.g_01629	Praj.g_00867
OG0001344	Syae.g_00916	Praj.g_01457
OG0001345	Syae.g_00886	Praj.g_01441
OG0001346	Syae.g_00962	Praj.g_01529
OG0001347	Syae.g_01907	Praj.g_02039
OG0001348	Syae.g_00821	Praj.g_01082
OG0001350	Syae.g_02239	Praj.g_00277
OG0001351	Syae.g_02492	Praj.g_00448
OG0001352	Syae.g_00666	Praj.g_00672
OG0001354	Syae.g_00379	Praj.g_00956
OG0001355	Syae.g_00120	Praj.g_01726
OG0001356	Syae.g_00820	Praj.g_01119
OG0001358	Syae.g_00046	Praj.g_00608
OG0001359	Syae.g_01628	Praj.g_00868
OG0001360	Syae.g_00883	Praj.g_01439
OG0001362	Syae.g_02637	Praj.g_01646
OG0001363	Syae.g_02635	Praj.g_00454
OG0001368	Syae.g_02023	Praj.g_01171, Praj.g_01152
OG0001369	Syae.g_01346	Praj.g_00130
OG0001370	Syae.g_01270, Syae.g_00109	Praj.g_01193
OG0001373	Syae.g_01640	Praj.g_01849
OG0001374	Syae.g_01648	Praj.g_01857
OG0001375	Syae.g_01630	Praj.g_00866
OG0001376	Syae.g_01589	Praj.g_00854
OG0001377	Syae.g_01588	Praj.g_00855
OG0001378	Syae.g_00998	Praj.g_00428
OG0001385	Syae.g_01637	Praj.g_01846
OG0001386	Syae.g_01638	Praj.g_01847
OG0001387	Syae.g_01639	Praj.g_01848
OG0001388	Syae.g_01642	Praj.g_01851
OG0001389	Syae.g_01643	Praj.g_01852
OG0001390	Syae.g_01644	Praj.g_01853
OG0001391	Syae.g_01645	Praj.g_01854
OG0001392	Syae.g_01646	Praj.g_01855
OG0001393	Syae.g_01647	Praj.g_01856
OG0001394	Syae.g_00553	Praj.g_00903
OG0001395	Syae.g_00446	Praj.g_01009
OG0001396	Syae.g_01791, Syae.g_01238, Syae.g_01908	Praj.g_02040
OG0001397	Syae.g_02636	Praj.g_01647
OG0001398	Syae.g_00289	Praj.g_00717
OG0001401	Syae.g_00835	Praj.g_00807
OG0001402	Syae.g_00051	Praj.g_00612
OG0001404	Syae.g_01283	Praj.g_00106
OG0001405	Syae.g_02159	Praj.g_00361
OG0001406	Syae.g_01590	Praj.g_00853
OG0001407	Syae.g_02368	Praj.g_00858
OG0001408	Syae.g_00712	Praj.g_00082
OG0001410	Syae.g_02060	Praj.g_01548
OG0001412	Syae.g_01240	Praj.g_02038
OG0001413	Syae.g_00123	Praj.g_00745
OG0001417	Syae.g_00378	Praj.g_01496
OG0001419	Syae.g_02369	Praj.g_00736
OG0001420	Syae.g_00727, Syae.g_02365	Praj.g_01142
OG0001421	Syae.g_00241	Praj.g_01720
OG0001422	Syae.g_00953	Praj.g_01041
OG0001425	Syae.g_01586	Praj.g_02098
OG0001429	Syae.g_00315	Praj.g_00916
OG0001430	Syae.g_01560	Praj.g_00856
OG0001432	Syae.g_00742	Praj.g_00988
OG0001433	Syae.g_00819	Praj.g_01118
OG0001434	Syae.g_00548	Praj.g_00908
OG0001435	Syae.g_00579	Praj.g_00883
OG0001439	Syae.g_01929	Praj.g_00342
OG0001442	Syae.g_00538	Praj.g_01612
OG0001443	Syae.g_01594	Praj.g_01841
OG0001445	Syae.g_02524	Praj.g_00064, Praj.g_01504, Praj.g_01506, Praj.g_01510, Praj.g_01515, Praj.g_02036, Praj.g_00068, Praj.g_01382, Praj.g_01516, Praj.g_01511, Praj.g_00086, Praj.g_00080, Praj.g_00059, Praj.g_01509, Praj.g_00058, Praj.g_01514, Praj.g_02042
OG0001447	Syae.g_01396	Praj.g_00167
OG0001453	Syae.g_00399	Praj.g_00967
OG0001454	Syae.g_00131	Praj.g_01237
OG0001456	Syae.g_01650	Praj.g_01503
OG0001457	Syae.g_01651	Praj.g_01502
OG0001458	Syae.g_01652	Praj.g_01501
OG0001459	Syae.g_00621	Praj.g_01123
OG0001460	Syae.g_00818	Praj.g_01117
OG0001461	Syae.g_00063	Praj.g_01381
OG0001468	Syae.g_00113	Praj.g_00865
OG0001470	Syae.g_01006	Praj.g_02057
OG0001471	Syae.g_01934	Praj.g_01498
OG0001473	Syae.g_00107	Praj.g_01560
OG0001474	Syae.g_02199	Praj.g_00385
OG0001475	Syae.g_01008	Praj.g_02052
OG0001476	Syae.g_00908	Praj.g_01454
OG0001477	Syae.g_00776	Praj.g_01370
OG0001482	Syae.g_00388	Praj.g_01044
OG0001484	Syae.g_01649	Praj.g_01206
OG0001487	Syae.g_02606	Praj.g_01670
OG0001488	Syae.g_00898	Praj.g_01448
OG0001489	Syae.g_02139	Praj.g_01967
OG0001495	Syae.g_02072	Praj.g_01890
OG0001496	Syae.g_00774	Praj.g_01368
OG0001497	Syae.g_00775	Praj.g_01369
OG0001498	Syae.g_02220	Praj.g_00404
OG0001499	Syae.g_00216	Praj.g_00093
OG0001504	Syae.g_00622	Praj.g_01124
OG0001507	Syae.g_00192	Praj.g_01140
OG0001508	Syae.g_01005	Praj.g_02053
OG0001510	Syae.g_01823	Praj.g_02018
OG0001511	Syae.g_01372	Praj.g_00150
OG0001512	Syae.g_02241	Praj.g_01746
OG0001513	Syae.g_01861	Praj.g_00041
OG0001514	Syae.g_00773	Praj.g_01367
OG0001515	Syae.g_00762	Praj.g_00685
OG0001516	Syae.g_00602	Praj.g_00652
OG0001517	Syae.g_02193	Praj.g_00381
OG0001518	Syae.g_01584	Praj.g_02097
OG0001519	Syae.g_01596	Praj.g_02102
OG0001528	Syae.g_01007	Praj.g_02056
OG0001529	Syae.g_01760	Praj.g_00045
OG0001530	Syae.g_01370	Praj.g_00149
OG0001531	Syae.g_02242	Praj.g_00279
OG0001532	Syae.g_00655	Praj.g_01431
OG0001534	Syae.g_00437	Praj.g_01007
OG0001535	Syae.g_00421	Praj.g_00996
OG0001536	Syae.g_00355	Praj.g_00942
OG0001537	Syae.g_00558	Praj.g_00900
OG0001538	Syae.g_00516	Praj.g_00774
OG0001539	Syae.g_00584	Praj.g_00878
OG0001540	Syae.g_01401	Praj.g_00171
OG0001541	Syae.g_01465	Praj.g_00219
OG0001542	Syae.g_01474	Praj.g_00225
OG0001543	Syae.g_01516	Praj.g_00850
OG0001544	Syae.g_01595	Praj.g_02101
OG0001545	Syae.g_01676	Praj.g_02122
OG0001548	Syae.g_00142	Praj.g_01061
OG0001549	Syae.g_00882	Praj.g_00834
OG0001551	Syae.g_00815	Praj.g_01843
OG0001556	Syae.g_00648	Praj.g_01109
OG0001557	Syae.g_00552	Praj.g_00904
OG0001559	Syae.g_01369	Praj.g_00148
OG0001560	Syae.g_01355	Praj.g_00138
OG0001561	Syae.g_00427	Praj.g_01000
OG0001562	Syae.g_00413	Praj.g_00990
OG0001563	Syae.g_02124	Praj.g_01951
OG0001570	Syae.g_00278	Praj.g_01284
OG0001575	Syae.g_02420	Praj.g_00556
OG0001576	Syae.g_02478	Praj.g_01541
OG0001577	Syae.g_00925	Praj.g_01465
OG0001578	Syae.g_00625	Praj.g_01362
OG0001579	Syae.g_02165	Praj.g_00365
OG0001582	Syae.g_00443	Praj.g_01494
OG0001589	Syae.g_01040	Praj.g_01811
OG0001623	Syae.g_02179	Praj.g_00369
OG0001634	Syae.g_00596	Praj.g_00658
OG0001642	Syae.g_00878	Praj.g_01558
OG0001644	Syae.g_00452	Praj.g_00713
OG0001656	Syae.g_02164	Praj.g_00364
OG0001659	Syae.g_00650	Praj.g_01435
OG0001666	Syae.g_00214	Praj.g_01122
OG0001667	Syae.g_00731	Praj.g_01164
OG0001673	Syae.g_02233	Praj.g_00272
OG0001676	Syae.g_02167	Praj.g_00366
OG0001691	Syae.g_00044	Praj.g_01010
OG0001692	Syae.g_02657	Praj.g_01627
OG0001694	Syae.g_01967	Praj.g_00317
OG0001695	Syae.g_01670	Praj.g_02118
OG0001700	Syae.g_00290	Praj.g_01116
OG0001703	Syae.g_02301	Praj.g_00470
OG0001713	Syae.g_00907	Praj.g_01088
OG0001715	Syae.g_00148	Praj.g_01177
OG0001733	Syae.g_00589	Praj.g_01107
OG0001738	Syae.g_01915	Praj.g_00355
OG0001739	Syae.g_01668	Praj.g_02117
OG0001740	Syae.g_01673	Praj.g_02121
OG0001746	Syae.g_01064	Praj.g_01168
OG0001769	Syae.g_00093	Praj.g_01387
OG0001810	Syae.g_01413	Praj.g_00694
OG0001816	Syae.g_00587	Praj.g_00875
OG0001835	Syae.g_00862	Praj.g_01373
OG0001907	Syae.g_01419	Praj.g_00181
OG0001915	Syae.g_01704	Praj.g_02140
OG0001916	Syae.g_02326	Praj.g_00488
OG0001954	Syae.g_00273	Praj.g_01167
OG0001978	Syae.g_01797, Syae.g_02689	Praj.g_00039, Praj.g_01754, Praj.g_01901, Praj.g_00421
OG0001990	Syae.g_01674	Praj.g_00066
OG0001991	Syae.g_00567	Praj.g_01120
OG0002018	Syae.g_01672	Praj.g_02120
OG0002227	Syae.g_01585	Praj.g_01111
OG0002347	Syae.g_01195	Praj.g_01795
OG0002374	Syae.g_00669	Praj.g_01114
OG0002380	Syae.g_00141	Praj.g_01376
OG0002381	Syae.g_01314	Praj.g_01551
OG0002449	Syae.g_01671	Praj.g_02119
OG0002506	Syae.g_01623	Praj.g_00861
OG0002563	Syae.g_01087	Praj.g_01608
OG0003233	Syae.g_01310	Praj.g_01751
OG0003784	Syae.g_02545	Praj.g_01906
