Orthogroup	Syae	Prbn
OG0001120	Syae.g_00390	Prbn.g_01401
OG0001122	Syae.g_00417	Prbn.g_01381
OG0001123	Syae.g_00424	Prbn.g_01375
OG0001124	Syae.g_00426	Prbn.g_01373
OG0001125	Syae.g_00428	Prbn.g_01371
OG0001126	Syae.g_00807	Prbn.g_01460
OG0001127	Syae.g_00806	Prbn.g_01461
OG0001128	Syae.g_00803	Prbn.g_01463
OG0001129	Syae.g_00801	Prbn.g_01464
OG0001130	Syae.g_00800	Prbn.g_01465
OG0001131	Syae.g_00562	Prbn.g_00692
OG0001132	Syae.g_00242	Prbn.g_01039
OG0001133	Syae.g_00053	Prbn.g_01239
OG0001134	Syae.g_00638	Prbn.g_01650
OG0001135	Syae.g_00636	Prbn.g_01653
OG0001136	Syae.g_00923	Prbn.g_01186
OG0001137	Syae.g_00903	Prbn.g_01198
OG0001138	Syae.g_00654	Prbn.g_00392
OG0001139	Syae.g_00656	Prbn.g_00394
OG0001140	Syae.g_00657	Prbn.g_00395
OG0001141	Syae.g_00658	Prbn.g_00396
OG0001142	Syae.g_00660	Prbn.g_00397
OG0001143	Syae.g_00673	Prbn.g_00404
OG0001144	Syae.g_00684	Prbn.g_00409
OG0001145	Syae.g_00948	Prbn.g_01092
OG0001146	Syae.g_00968	Prbn.g_01080
OG0001147	Syae.g_02536	Prbn.g_01060
OG0001148	Syae.g_02297	Prbn.g_01242
OG0001149	Syae.g_02296	Prbn.g_00153
OG0001150	Syae.g_02295	Prbn.g_00154
OG0001151	Syae.g_02282	Prbn.g_00165
OG0001152	Syae.g_02281	Prbn.g_00166
OG0001153	Syae.g_02613	Prbn.g_00244
OG0001155	Syae.g_01083	Prbn.g_00262
OG0001156	Syae.g_01093	Prbn.g_00265
OG0001157	Syae.g_01094	Prbn.g_00266
OG0001158	Syae.g_01100	Prbn.g_00267
OG0001159	Syae.g_01103	Prbn.g_00268
OG0001160	Syae.g_01142	Prbn.g_00900
OG0001161	Syae.g_01597	Prbn.g_01688
OG0001162	Syae.g_00487	Prbn.g_00134
OG0001163	Syae.g_01150	Prbn.g_01736
OG0001164	Syae.g_01156	Prbn.g_01740
OG0001165	Syae.g_01161	Prbn.g_01743
OG0001166	Syae.g_01186	Prbn.g_01764
OG0001167	Syae.g_01031	Prbn.g_01782
OG0001168	Syae.g_01033	Prbn.g_01784
OG0001169	Syae.g_01035	Prbn.g_01786
OG0001170	Syae.g_01037	Prbn.g_01788
OG0001171	Syae.g_01047	Prbn.g_01798
OG0001172	Syae.g_02036	Prbn.g_01814
OG0001173	Syae.g_02037	Prbn.g_01815
OG0001174	Syae.g_02045	Prbn.g_01823
OG0001175	Syae.g_02046	Prbn.g_01824
OG0001176	Syae.g_02076	Prbn.g_01832
OG0001177	Syae.g_02073	Prbn.g_01834
OG0001178	Syae.g_01168	Prbn.g_01750
OG0001179	Syae.g_02106	Prbn.g_01864
OG0001180	Syae.g_02130	Prbn.g_01887
OG0001181	Syae.g_02134	Prbn.g_01891
OG0001182	Syae.g_02143	Prbn.g_01899
OG0001183	Syae.g_02147	Prbn.g_01904
OG0001184	Syae.g_01862	Prbn.g_01017
OG0001185	Syae.g_01835	Prbn.g_01001
OG0001188	Syae.g_01783	Prbn.g_00972
OG0001189	Syae.g_01767	Prbn.g_00956
OG0001190	Syae.g_01567	Prbn.g_00951
OG0001191	Syae.g_01580	Prbn.g_00941
OG0001192	Syae.g_01587	Prbn.g_00936
OG0001193	Syae.g_01617	Prbn.g_00924
OG0001194	Syae.g_01625	Prbn.g_00923
OG0001195	Syae.g_01626	Prbn.g_00922
OG0001196	Syae.g_01695	Prbn.g_00906
OG0001198	Syae.g_01709	Prbn.g_00297
OG0001199	Syae.g_01291	Prbn.g_00703
OG0001201	Syae.g_01364	Prbn.g_01311
OG0001202	Syae.g_01494	Prbn.g_00354
OG0001203	Syae.g_02240	Prbn.g_00312
OG0001204	Syae.g_02022	Prbn.g_00306
OG0001205	Syae.g_00984	Prbn.g_00668
OG0001206	Syae.g_02502	Prbn.g_00648
OG0001207	Syae.g_02300	Prbn.g_00637
OG0001208	Syae.g_02311	Prbn.g_00632
OG0001209	Syae.g_02377	Prbn.g_00581
OG0001210	Syae.g_02387	Prbn.g_00576
OG0001211	Syae.g_02403	Prbn.g_00566
OG0001212	Syae.g_02460	Prbn.g_00519
OG0001213	Syae.g_00062	Prbn.g_00484
OG0001214	Syae.g_00076	Prbn.g_00428
OG0001215	Syae.g_00757	Prbn.g_01573
OG0001216	Syae.g_00470	Prbn.g_01552
OG0001217	Syae.g_00151	Prbn.g_01023
OG0001218	Syae.g_02605	Prbn.g_01126
OG0001219	Syae.g_00312	Prbn.g_01447
OG0001220	Syae.g_00880	Prbn.g_01490
OG0001221	Syae.g_00559	Prbn.g_01610
OG0001222	Syae.g_00347	Prbn.g_01368
OG0001223	Syae.g_00392	Prbn.g_01400
OG0001224	Syae.g_00797	Prbn.g_01467
OG0001225	Syae.g_00795	Prbn.g_01469
OG0001226	Syae.g_00135	Prbn.g_00476
OG0001227	Syae.g_01600	Prbn.g_01141
OG0001228	Syae.g_01004	Prbn.g_00412
OG0001229	Syae.g_00771	Prbn.g_01127
OG0001230	Syae.g_02662	Prbn.g_00205
OG0001231	Syae.g_01729	Prbn.g_00691
OG0001233	Syae.g_01038	Prbn.g_01789
OG0001234	Syae.g_02050	Prbn.g_01826
OG0001235	Syae.g_02066	Prbn.g_01830
OG0001236	Syae.g_01867	Prbn.g_01919
OG0001237	Syae.g_01860	Prbn.g_01016
OG0001238	Syae.g_01582	Prbn.g_00940
OG0001239	Syae.g_01288	Prbn.g_00706
OG0001240	Syae.g_01347	Prbn.g_01328
OG0001241	Syae.g_01357	Prbn.g_01318
OG0001242	Syae.g_01387	Prbn.g_01298
OG0001243	Syae.g_01395	Prbn.g_01291
OG0001244	Syae.g_01425	Prbn.g_01276
OG0001245	Syae.g_00149	Prbn.g_01150
OG0001247	Syae.g_00482	Prbn.g_01580
OG0001248	Syae.g_00485	Prbn.g_01578
OG0001249	Syae.g_02186	Prbn.g_00102
OG0001250	Syae.g_00841	Prbn.g_01503
OG0001251	Syae.g_01632	Prbn.g_01929
OG0001252	Syae.g_00804	Prbn.g_01462
OG0001253	Syae.g_00243	Prbn.g_00473
OG0001254	Syae.g_00637	Prbn.g_01652
OG0001255	Syae.g_00667	Prbn.g_01171
OG0001256	Syae.g_01149	Prbn.g_00893
OG0001258	Syae.g_01159	Prbn.g_01741
OG0001259	Syae.g_01036	Prbn.g_01787
OG0001260	Syae.g_01058	Prbn.g_01804
OG0001261	Syae.g_02115	Prbn.g_01872
OG0001263	Syae.g_01399	Prbn.g_01289
OG0001265	Syae.g_01385	Prbn.g_01299
OG0001266	Syae.g_01498	Prbn.g_00350
OG0001267	Syae.g_01969	Prbn.g_00047
OG0001268	Syae.g_02198	Prbn.g_00110
OG0001269	Syae.g_00225	Prbn.g_01491
OG0001270	Syae.g_00997	Prbn.g_00679
OG0001271	Syae.g_02527	Prbn.g_00642
OG0001272	Syae.g_02315	Prbn.g_00628
OG0001273	Syae.g_00069	Prbn.g_00422
OG0001274	Syae.g_01535	Prbn.g_00326
OG0001275	Syae.g_00407	Prbn.g_01390
OG0001276	Syae.g_00423	Prbn.g_01376
OG0001277	Syae.g_01677	Prbn.g_00918
OG0001278	Syae.g_00697	Prbn.g_00416
OG0001279	Syae.g_00007	Prbn.g_00810
OG0001280	Syae.g_00958	Prbn.g_01085
OG0001281	Syae.g_00969	Prbn.g_01079
OG0001282	Syae.g_02298	Prbn.g_01241
OG0001283	Syae.g_01688	Prbn.g_00909
OG0001284	Syae.g_01132	Prbn.g_00287
OG0001285	Syae.g_00237	Prbn.g_01772
OG0001287	Syae.g_01827	Prbn.g_00994
OG0001288	Syae.g_01815	Prbn.g_00984
OG0001289	Syae.g_01330	Prbn.g_01334
OG0001290	Syae.g_01356	Prbn.g_01319
OG0001291	Syae.g_01409	Prbn.g_01281
OG0001292	Syae.g_02017	Prbn.g_00014
OG0001293	Syae.g_01996	Prbn.g_00027
OG0001295	Syae.g_02389	Prbn.g_00146
OG0001296	Syae.g_02343	Prbn.g_00605
OG0001297	Syae.g_02347	Prbn.g_00600
OG0001298	Syae.g_02439	Prbn.g_00539
OG0001299	Syae.g_00599	Prbn.g_00842
OG0001300	Syae.g_00766	Prbn.g_01569
OG0001301	Syae.g_00780	Prbn.g_01564
OG0001302	Syae.g_00110	Prbn.g_01451
OG0001303	Syae.g_00314	Prbn.g_01707
OG0001304	Syae.g_00436	Prbn.g_01363
OG0001305	Syae.g_00786	Prbn.g_01475
OG0001306	Syae.g_00943	Prbn.g_01174
OG0001307	Syae.g_02059	Prbn.g_01215
OG0001310	Syae.g_01178	Prbn.g_01758
OG0001311	Syae.g_00425	Prbn.g_01374
OG0001312	Syae.g_00326	Prbn.g_01438
OG0001314	Syae.g_00097	Prbn.g_00777
OG0001315	Syae.g_02145	Prbn.g_01136
OG0001316	Syae.g_01415	Prbn.g_01277
OG0001317	Syae.g_02235	Prbn.g_00316
OG0001318	Syae.g_02004	Prbn.g_00023
OG0001319	Syae.g_01980	Prbn.g_00040
OG0001321	Syae.g_00978	Prbn.g_00662
OG0001322	Syae.g_00977	Prbn.g_00661
OG0001323	Syae.g_02355	Prbn.g_00595
OG0001324	Syae.g_00767	Prbn.g_01568
OG0001325	Syae.g_00465	Prbn.g_00859
OG0001327	Syae.g_00586	Prbn.g_01633
OG0001328	Syae.g_00565	Prbn.g_01103
OG0001330	Syae.g_00950	Prbn.g_00876
OG0001331	Syae.g_02293	Prbn.g_00156
OG0001332	Syae.g_01077	Prbn.g_00258
OG0001333	Syae.g_01032	Prbn.g_01783
OG0001334	Syae.g_02156	Prbn.g_01907
OG0001335	Syae.g_02157	Prbn.g_01908
OG0001337	Syae.g_02153, Syae.g_02175	Prbn.g_00097
OG0001338	Syae.g_02162, Syae.g_00689, Syae.g_02178	Prbn.g_00100
OG0001339	Syae.g_01359	Prbn.g_01316
OG0001340	Syae.g_02176	Prbn.g_00098
OG0001341	Syae.g_00737	Prbn.g_01134
OG0001343	Syae.g_01629	Prbn.g_01932
OG0001344	Syae.g_00916	Prbn.g_01193
OG0001345	Syae.g_00886	Prbn.g_01209
OG0001346	Syae.g_00962	Prbn.g_01083
OG0001348	Syae.g_00821	Prbn.g_00148
OG0001350	Syae.g_02239	Prbn.g_00313
OG0001351	Syae.g_02492	Prbn.g_00656
OG0001352	Syae.g_00666	Prbn.g_01584
OG0001353	Syae.g_00831	Prbn.g_01513
OG0001354	Syae.g_00379	Prbn.g_01408
OG0001355	Syae.g_00120	Prbn.g_01354
OG0001356	Syae.g_00820	Prbn.g_01733
OG0001359	Syae.g_01628	Prbn.g_01931
OG0001362	Syae.g_02637	Prbn.g_00226
OG0001363	Syae.g_02635	Prbn.g_00228
OG0001364	Syae.g_01883	Prbn.g_01910
OG0001368	Syae.g_02023	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775
OG0001369	Syae.g_01346	Prbn.g_01329
OG0001370	Syae.g_01270, Syae.g_00109	Prbn.g_00651
OG0001375	Syae.g_01630	Prbn.g_01933
OG0001379	Syae.g_00952	Prbn.g_01090
OG0001382	Syae.g_02490	Prbn.g_01121
OG0001394	Syae.g_00553	Prbn.g_01606
OG0001397	Syae.g_02636	Prbn.g_00227
OG0001398	Syae.g_00289	Prbn.g_01637
OG0001401	Syae.g_00835	Prbn.g_01508
OG0001402	Syae.g_00051	Prbn.g_00490
OG0001404	Syae.g_01283	Prbn.g_00709
OG0001407	Syae.g_02368	Prbn.g_01117
OG0001410	Syae.g_02060	Prbn.g_01214
OG0001419	Syae.g_02369	Prbn.g_01118
OG0001421	Syae.g_00241	Prbn.g_00892
OG0001422	Syae.g_00953	Prbn.g_01114
OG0001425	Syae.g_01586	Prbn.g_00937
OG0001428	Syae.g_01456	Prbn.g_00382
OG0001429	Syae.g_00315	Prbn.g_01446
OG0001430	Syae.g_01560	Prbn.g_01125
OG0001433	Syae.g_00819	Prbn.g_01732
OG0001434	Syae.g_00548	Prbn.g_01601
OG0001435	Syae.g_00579	Prbn.g_01625
OG0001443	Syae.g_01594	Prbn.g_01128
OG0001460	Syae.g_00818	Prbn.g_01731
OG0001461	Syae.g_00063	Prbn.g_00725
OG0001465	Syae.g_00475	Prbn.g_01557
OG0001468	Syae.g_00113	Prbn.g_01941
OG0001476	Syae.g_00908	Prbn.g_01196
OG0001477	Syae.g_00776	Prbn.g_00833
OG0001484	Syae.g_01649	Prbn.g_00877
OG0001487	Syae.g_02606	Prbn.g_00252
OG0001488	Syae.g_00898	Prbn.g_01202
OG0001489	Syae.g_02139	Prbn.g_01896
OG0001496	Syae.g_00774	Prbn.g_00831
OG0001497	Syae.g_00775	Prbn.g_00832
OG0001498	Syae.g_02220	Prbn.g_00695
OG0001505	Syae.g_01204	Prbn.g_01056
OG0001510	Syae.g_01823	Prbn.g_00990
OG0001511	Syae.g_01372	Prbn.g_01307
OG0001512	Syae.g_02241	Prbn.g_01132
OG0001514	Syae.g_00773	Prbn.g_00830
OG0001515	Syae.g_00762	Prbn.g_01571
OG0001516	Syae.g_00602	Prbn.g_00839
OG0001517	Syae.g_02193	Prbn.g_00106
OG0001518	Syae.g_01584	Prbn.g_00938
OG0001519	Syae.g_01596	Prbn.g_00933
OG0001527	Syae.g_02417	Prbn.g_00553
OG0001529	Syae.g_01760	Prbn.g_00741
OG0001530	Syae.g_01370	Prbn.g_01308
OG0001531	Syae.g_02242	Prbn.g_00311
OG0001532	Syae.g_00655	Prbn.g_00393
OG0001534	Syae.g_00437	Prbn.g_01362
OG0001535	Syae.g_00421	Prbn.g_01378
OG0001536	Syae.g_00355	Prbn.g_01422
OG0001537	Syae.g_00558	Prbn.g_01609
OG0001538	Syae.g_00516	Prbn.g_01541
OG0001539	Syae.g_00584	Prbn.g_01631
OG0001540	Syae.g_01401	Prbn.g_01287
OG0001541	Syae.g_01465	Prbn.g_00374
OG0001542	Syae.g_01474	Prbn.g_00368
OG0001543	Syae.g_01516	Prbn.g_01098
OG0001544	Syae.g_01595	Prbn.g_00934
OG0001545	Syae.g_01676	Prbn.g_00919
OG0001549	Syae.g_00882	Prbn.g_01481
OG0001557	Syae.g_00552	Prbn.g_01605
OG0001559	Syae.g_01369	Prbn.g_01309
OG0001560	Syae.g_01355	Prbn.g_01320
OG0001561	Syae.g_00427	Prbn.g_01372
OG0001562	Syae.g_00413	Prbn.g_01385
OG0001563	Syae.g_02124	Prbn.g_01880
OG0001564	Syae.g_02485	Prbn.g_00722
OG0001572	Syae.g_00134	Prbn.g_00811
OG0001574	Syae.g_02415	Prbn.g_00555
OG0001575	Syae.g_02420	Prbn.g_00550
OG0001576	Syae.g_02478	Prbn.g_01070
OG0001577	Syae.g_00925	Prbn.g_01184
OG0001579	Syae.g_02165	Prbn.g_00095
OG0001580	Syae.g_01556	Prbn.g_00734
OG0001588	Syae.g_01880	Prbn.g_00688
OG0001589	Syae.g_01040	Prbn.g_01791
OG0001592	Syae.g_01557	Prbn.g_00735
OG0001614	Syae.g_01837	Prbn.g_01002
OG0001616	Syae.g_00642	Prbn.g_00385
OG0001617	Syae.g_00769	Prbn.g_01567
OG0001619	Syae.g_00344	Prbn.g_01429
OG0001620	Syae.g_02205	Prbn.g_00114
OG0001621	Syae.g_02008	Prbn.g_00019
OG0001622	Syae.g_01687	Prbn.g_00910
OG0001636	Syae.g_01753	Prbn.g_00747
OG0001638	Syae.g_01175	Prbn.g_01756
OG0001639	Syae.g_01082	Prbn.g_00261
OG0001640	Syae.g_00809	Prbn.g_01459
OG0001641	Syae.g_00397	Prbn.g_01397
OG0001642	Syae.g_00878	Prbn.g_01492
OG0001643	Syae.g_00079	Prbn.g_00431
OG0001644	Syae.g_00452	Prbn.g_01951
OG0001654	Syae.g_01080	Prbn.g_00259
OG0001656	Syae.g_02164	Prbn.g_00094
OG0001657	Syae.g_01439	Prbn.g_01258
OG0001658	Syae.g_01566	Prbn.g_00739
OG0001659	Syae.g_00650	Prbn.g_00143
OG0001676	Syae.g_02167	Prbn.g_00096
OG0001678	Syae.g_02035	Prbn.g_01813
OG0001679	Syae.g_02424	Prbn.g_00101
OG0001691	Syae.g_00044	Prbn.g_01457
OG0001693	Syae.g_00792	Prbn.g_01689
OG0001717	Syae.g_01451	Prbn.g_00826
OG0001733	Syae.g_00589	Prbn.g_01729
OG0001746	Syae.g_01064	Prbn.g_00129
OG0001747	Syae.g_01422	Prbn.g_00687
OG0001758	Syae.g_00620	Prbn.g_01723
OG0001769	Syae.g_00093	Prbn.g_01137
OG0001770	Syae.g_00617	Prbn.g_01660
OG0001771	Syae.g_00183	Prbn.g_01672
OG0001807	Syae.g_01887	Prbn.g_00723
OG0001842	Syae.g_01072	Prbn.g_01037
OG0001875	Syae.g_00619	Prbn.g_01722
OG0001876	Syae.g_00618	Prbn.g_01721
OG0001916	Syae.g_02326	Prbn.g_00618
OG0001917	Syae.g_00422	Prbn.g_01377
OG0001930	Syae.g_01073	Prbn.g_01036
OG0001931	Syae.g_01074	Prbn.g_01035
OG0001965	Syae.g_00108	Prbn.g_01679
OG0001996	Syae.g_01746	Prbn.g_00753
OG0002019	Syae.g_00294	Prbn.g_00140
OG0002106	Syae.g_00444	Prbn.g_01112
OG0002487	Syae.g_00132	Prbn.g_01101
OG0002518	Syae.g_00206	Prbn.g_00460
OG0002703	Syae.g_01206	Prbn.g_01054
