Orthogroup	Syae	Prbh
OG0001122	Syae.g_00417	Prbh.g_01119
OG0001123	Syae.g_00424	Prbh.g_01124
OG0001124	Syae.g_00426	Prbh.g_01126
OG0001125	Syae.g_00428	Prbh.g_01128
OG0001126	Syae.g_00807	Prbh.g_01042
OG0001127	Syae.g_00806	Prbh.g_01041
OG0001128	Syae.g_00803	Prbh.g_01039
OG0001129	Syae.g_00801	Prbh.g_01038
OG0001130	Syae.g_00800	Prbh.g_01037
OG0001131	Syae.g_00562	Prbh.g_00411
OG0001132	Syae.g_00242	Prbh.g_00827
OG0001133	Syae.g_00053	Prbh.g_00008
OG0001134	Syae.g_00638	Prbh.g_01868
OG0001135	Syae.g_00636	Prbh.g_01865
OG0001136	Syae.g_00923	Prbh.g_01286
OG0001137	Syae.g_00903	Prbh.g_01273
OG0001138	Syae.g_00654	Prbh.g_01252
OG0001139	Syae.g_00656	Prbh.g_01250
OG0001140	Syae.g_00657	Prbh.g_01249
OG0001141	Syae.g_00658	Prbh.g_01248
OG0001142	Syae.g_00660	Prbh.g_01247
OG0001143	Syae.g_00673	Prbh.g_01240
OG0001144	Syae.g_00684	Prbh.g_01235
OG0001145	Syae.g_00948	Prbh.g_01365
OG0001146	Syae.g_00968	Prbh.g_01377
OG0001147	Syae.g_02536	Prbh.g_00002
OG0001148	Syae.g_02297	Prbh.g_00011
OG0001149	Syae.g_02296	Prbh.g_00012
OG0001150	Syae.g_02295	Prbh.g_00013
OG0001151	Syae.g_02282	Prbh.g_00025
OG0001152	Syae.g_02281	Prbh.g_00026
OG0001153	Syae.g_02613	Prbh.g_00131
OG0001155	Syae.g_01083	Prbh.g_00149
OG0001156	Syae.g_01093	Prbh.g_00152
OG0001157	Syae.g_01094	Prbh.g_00153
OG0001158	Syae.g_01100	Prbh.g_00154
OG0001159	Syae.g_01103	Prbh.g_00155
OG0001160	Syae.g_01142	Prbh.g_00181
OG0001161	Syae.g_01597	Prbh.g_01837
OG0001162	Syae.g_00487	Prbh.g_01824
OG0001163	Syae.g_01150	Prbh.g_01790
OG0001164	Syae.g_01156	Prbh.g_01787
OG0001165	Syae.g_01161	Prbh.g_01784
OG0001166	Syae.g_01186	Prbh.g_01763
OG0001167	Syae.g_01031	Prbh.g_01745
OG0001168	Syae.g_01033	Prbh.g_01743
OG0001169	Syae.g_01035	Prbh.g_01741
OG0001170	Syae.g_01037	Prbh.g_01739
OG0001171	Syae.g_01047	Prbh.g_01729
OG0001172	Syae.g_02036	Prbh.g_01714
OG0001173	Syae.g_02037	Prbh.g_01713
OG0001174	Syae.g_02045	Prbh.g_01705
OG0001175	Syae.g_02046	Prbh.g_01704
OG0001176	Syae.g_02076	Prbh.g_01696
OG0001177	Syae.g_02073	Prbh.g_01694
OG0001178	Syae.g_01168	Prbh.g_01777
OG0001179	Syae.g_02106	Prbh.g_01661
OG0001180	Syae.g_02130	Prbh.g_01638
OG0001181	Syae.g_02134	Prbh.g_01634
OG0001182	Syae.g_02143	Prbh.g_01626
OG0001183	Syae.g_02147	Prbh.g_01620
OG0001184	Syae.g_01862	Prbh.g_01602
OG0001185	Syae.g_01835	Prbh.g_01586
OG0001188	Syae.g_01783	Prbh.g_01557
OG0001189	Syae.g_01767	Prbh.g_01540
OG0001190	Syae.g_01567	Prbh.g_01535
OG0001191	Syae.g_01580	Prbh.g_01525
OG0001192	Syae.g_01587	Prbh.g_01520
OG0001193	Syae.g_01617	Prbh.g_01507
OG0001194	Syae.g_01625	Prbh.g_01506
OG0001195	Syae.g_01626	Prbh.g_01505
OG0001196	Syae.g_01695	Prbh.g_01488
OG0001197	Syae.g_01697	Prbh.g_01486
OG0001198	Syae.g_01709	Prbh.g_01479
OG0001199	Syae.g_01291	Prbh.g_00708
OG0001200	Syae.g_01293	Prbh.g_00706
OG0001201	Syae.g_01364	Prbh.g_00675
OG0001202	Syae.g_01494	Prbh.g_00583
OG0001203	Syae.g_02240	Prbh.g_00542
OG0001204	Syae.g_02022	Prbh.g_00536
OG0001205	Syae.g_00984	Prbh.g_00387
OG0001206	Syae.g_02502	Prbh.g_00366
OG0001207	Syae.g_02300	Prbh.g_00354
OG0001208	Syae.g_02311	Prbh.g_00349
OG0001209	Syae.g_02377	Prbh.g_00294
OG0001210	Syae.g_02387	Prbh.g_00290
OG0001211	Syae.g_02403	Prbh.g_00280
OG0001212	Syae.g_02460	Prbh.g_00234
OG0001213	Syae.g_00062	Prbh.g_01452
OG0001215	Syae.g_00757	Prbh.g_00925
OG0001216	Syae.g_00470	Prbh.g_00947
OG0001217	Syae.g_00151	Prbh.g_01875
OG0001218	Syae.g_02605	Prbh.g_01339
OG0001219	Syae.g_00312	Prbh.g_01054
OG0001220	Syae.g_00880	Prbh.g_01009
OG0001221	Syae.g_00559	Prbh.g_00889
OG0001222	Syae.g_00347	Prbh.g_01131
OG0001223	Syae.g_00392	Prbh.g_01103
OG0001224	Syae.g_00797	Prbh.g_01035
OG0001225	Syae.g_00795	Prbh.g_01033
OG0001226	Syae.g_00135	Prbh.g_01444
OG0001227	Syae.g_01600	Prbh.g_01331
OG0001228	Syae.g_01004	Prbh.g_01232
OG0001229	Syae.g_00771	Prbh.g_01872
OG0001230	Syae.g_02662	Prbh.g_00089
OG0001231	Syae.g_01729	Prbh.g_00410
OG0001232	Syae.g_01197	Prbh.g_01759
OG0001233	Syae.g_01038	Prbh.g_01738
OG0001234	Syae.g_02050	Prbh.g_01702
OG0001235	Syae.g_02066	Prbh.g_01698
OG0001236	Syae.g_01867	Prbh.g_01605
OG0001237	Syae.g_01860	Prbh.g_01601
OG0001238	Syae.g_01582	Prbh.g_01524
OG0001239	Syae.g_01288	Prbh.g_00711
OG0001240	Syae.g_01347	Prbh.g_00690
OG0001241	Syae.g_01357	Prbh.g_00681
OG0001242	Syae.g_01387	Prbh.g_00662
OG0001243	Syae.g_01395	Prbh.g_00655
OG0001244	Syae.g_01425	Prbh.g_00640
OG0001245	Syae.g_00149	Prbh.g_01320
OG0001246	Syae.g_02337	Prbh.g_00824
OG0001247	Syae.g_00482	Prbh.g_00918
OG0001248	Syae.g_00485	Prbh.g_00920
OG0001249	Syae.g_02186	Prbh.g_00442
OG0001250	Syae.g_00841	Prbh.g_00995
OG0001251	Syae.g_01632	Prbh.g_00858
OG0001252	Syae.g_00804	Prbh.g_01040
OG0001253	Syae.g_00243	Prbh.g_01442
OG0001254	Syae.g_00637	Prbh.g_01866
OG0001255	Syae.g_00667	Prbh.g_01300
OG0001256	Syae.g_01149	Prbh.g_00188
OG0001258	Syae.g_01159	Prbh.g_01786
OG0001259	Syae.g_01036	Prbh.g_01740
OG0001261	Syae.g_02115	Prbh.g_01653
OG0001262	Syae.g_01769	Prbh.g_01542
OG0001263	Syae.g_01399	Prbh.g_00653
OG0001265	Syae.g_01385	Prbh.g_00663
OG0001266	Syae.g_01498	Prbh.g_00579
OG0001267	Syae.g_01969	Prbh.g_00499
OG0001268	Syae.g_02198	Prbh.g_00433
OG0001269	Syae.g_00225	Prbh.g_01008
OG0001270	Syae.g_00997	Prbh.g_00398
OG0001271	Syae.g_02527	Prbh.g_00359
OG0001272	Syae.g_02315	Prbh.g_00345
OG0001273	Syae.g_00069	Prbh.g_01222
OG0001274	Syae.g_01535	Prbh.g_00556
OG0001275	Syae.g_00407	Prbh.g_01112
OG0001276	Syae.g_00423	Prbh.g_01123
OG0001278	Syae.g_00697	Prbh.g_01228
OG0001279	Syae.g_00007	Prbh.g_01396
OG0001280	Syae.g_00958	Prbh.g_01372
OG0001281	Syae.g_00969	Prbh.g_01378
OG0001282	Syae.g_02298	Prbh.g_00010
OG0001283	Syae.g_01688	Prbh.g_01492
OG0001284	Syae.g_01132	Prbh.g_00175
OG0001285	Syae.g_00237	Prbh.g_01756
OG0001287	Syae.g_01827	Prbh.g_01579
OG0001288	Syae.g_01815	Prbh.g_01569
OG0001289	Syae.g_01330	Prbh.g_00696
OG0001290	Syae.g_01356	Prbh.g_00682
OG0001291	Syae.g_01409	Prbh.g_00645
OG0001292	Syae.g_02017	Prbh.g_00531
OG0001293	Syae.g_01996	Prbh.g_00518
OG0001296	Syae.g_02343	Prbh.g_00321
OG0001297	Syae.g_02347	Prbh.g_00316
OG0001298	Syae.g_02439	Prbh.g_00252
OG0001299	Syae.g_00599	Prbh.g_01186
OG0001300	Syae.g_00766	Prbh.g_00929
OG0001301	Syae.g_00780	Prbh.g_00934
OG0001302	Syae.g_00110	Prbh.g_01051
OG0001304	Syae.g_00436	Prbh.g_01136
OG0001305	Syae.g_00786	Prbh.g_01027
OG0001306	Syae.g_00943	Prbh.g_01298
OG0001307	Syae.g_02059	Prbh.g_01936
OG0001310	Syae.g_01178	Prbh.g_01769
OG0001311	Syae.g_00425	Prbh.g_01125
OG0001312	Syae.g_00326	Prbh.g_01063
OG0001314	Syae.g_00097	Prbh.g_01949, Prbh.g_00791
OG0001315	Syae.g_02145	Prbh.g_01861
OG0001316	Syae.g_01415	Prbh.g_00641
OG0001317	Syae.g_02235	Prbh.g_00546
OG0001318	Syae.g_02004	Prbh.g_00522
OG0001319	Syae.g_01980	Prbh.g_00506
OG0001321	Syae.g_00978	Prbh.g_00381
OG0001322	Syae.g_00977	Prbh.g_00380
OG0001323	Syae.g_02355	Prbh.g_00310
OG0001324	Syae.g_00767	Prbh.g_00930
OG0001325	Syae.g_00465	Prbh.g_01168
OG0001327	Syae.g_00586	Prbh.g_00867
OG0001328	Syae.g_00565	Prbh.g_01357
OG0001330	Syae.g_00950	Prbh.g_00201
OG0001331	Syae.g_02293	Prbh.g_00015
OG0001332	Syae.g_01077	Prbh.g_00146
OG0001333	Syae.g_01032	Prbh.g_01744
OG0001334	Syae.g_02156	Prbh.g_01617
OG0001335	Syae.g_02157	Prbh.g_01616
OG0001336	Syae.g_01689	Prbh.g_01491
OG0001337	Syae.g_02153, Syae.g_02175	Prbh.g_00447
OG0001338	Syae.g_02162, Syae.g_00689, Syae.g_02178	Prbh.g_00444
OG0001339	Syae.g_01359	Prbh.g_00679
OG0001340	Syae.g_02176	Prbh.g_00446
OG0001341	Syae.g_00737	Prbh.g_01881
OG0001342	Syae.g_02559	Prbh.g_01870
OG0001343	Syae.g_01629	Prbh.g_00855
OG0001344	Syae.g_00916	Prbh.g_01278
OG0001346	Syae.g_00962	Prbh.g_01374
OG0001348	Syae.g_00821	Prbh.g_01888
OG0001350	Syae.g_02239	Prbh.g_00543
OG0001351	Syae.g_02492	Prbh.g_00373
OG0001352	Syae.g_00666	Prbh.g_00914
OG0001353	Syae.g_00831	Prbh.g_00985
OG0001354	Syae.g_00379	Prbh.g_01096
OG0001355	Syae.g_00120	Prbh.g_01146
OG0001358	Syae.g_00046	Prbh.g_01463
OG0001359	Syae.g_01628	Prbh.g_00856
OG0001361	Syae.g_00889	Prbh.g_01264
OG0001362	Syae.g_02637	Prbh.g_00113
OG0001363	Syae.g_02635	Prbh.g_00115
OG0001364	Syae.g_01883	Prbh.g_01614
OG0001368	Syae.g_02023	Prbh.g_00793, Prbh.g_01410, Prbh.g_00768
OG0001369	Syae.g_01346	Prbh.g_00691
OG0001375	Syae.g_01630	Prbh.g_00854
OG0001379	Syae.g_00952	Prbh.g_01367
OG0001382	Syae.g_02490	Prbh.g_01343
OG0001394	Syae.g_00553	Prbh.g_00893
OG0001397	Syae.g_02636	Prbh.g_00114
OG0001398	Syae.g_00289	Prbh.g_01399
OG0001401	Syae.g_00835	Prbh.g_00990
OG0001402	Syae.g_00051	Prbh.g_01458
OG0001404	Syae.g_01283	Prbh.g_00714
OG0001405	Syae.g_02159	Prbh.g_00453
OG0001407	Syae.g_02368	Prbh.g_01345
OG0001410	Syae.g_02060	Prbh.g_01937
OG0001421	Syae.g_00241	Prbh.g_00189
OG0001425	Syae.g_01586	Prbh.g_01521
OG0001429	Syae.g_00315	Prbh.g_01055
OG0001430	Syae.g_01560	Prbh.g_01340
OG0001435	Syae.g_00579	Prbh.g_00874
OG0001443	Syae.g_01594	Prbh.g_01871
OG0001453	Syae.g_00399	Prbh.g_01927
OG0001460	Syae.g_00818	Prbh.g_01791
OG0001461	Syae.g_00063	Prbh.g_01839
OG0001465	Syae.g_00475	Prbh.g_00941
OG0001468	Syae.g_00113	Prbh.g_00846
OG0001476	Syae.g_00908	Prbh.g_01275
OG0001477	Syae.g_00776	Prbh.g_01893
OG0001484	Syae.g_01649	Prbh.g_00200
OG0001487	Syae.g_02606	Prbh.g_00139
OG0001488	Syae.g_00898	Prbh.g_01269
OG0001489	Syae.g_02139	Prbh.g_01629
OG0001494	Syae.g_01255	Prbh.g_01912
OG0001495	Syae.g_02072	Prbh.g_01693
OG0001496	Syae.g_00774	Prbh.g_01895
OG0001497	Syae.g_00775	Prbh.g_01894
OG0001498	Syae.g_02220	Prbh.g_00414
OG0001505	Syae.g_01204	Prbh.g_00063
OG0001510	Syae.g_01823	Prbh.g_01575
OG0001511	Syae.g_01372	Prbh.g_00671
OG0001512	Syae.g_02241	Prbh.g_01335
OG0001514	Syae.g_00773	Prbh.g_01896
OG0001515	Syae.g_00762	Prbh.g_00927
OG0001516	Syae.g_00602	Prbh.g_01189
OG0001517	Syae.g_02193	Prbh.g_00438
OG0001518	Syae.g_01584	Prbh.g_01522
OG0001519	Syae.g_01596	Prbh.g_01517
OG0001527	Syae.g_02417	Prbh.g_00266
OG0001529	Syae.g_01760	Prbh.g_00742
OG0001530	Syae.g_01370	Prbh.g_00672
OG0001531	Syae.g_02242	Prbh.g_00541
OG0001532	Syae.g_00655	Prbh.g_01251
OG0001534	Syae.g_00437	Prbh.g_01137
OG0001535	Syae.g_00421	Prbh.g_01122
OG0001536	Syae.g_00355	Prbh.g_01082
OG0001537	Syae.g_00558	Prbh.g_00890
OG0001538	Syae.g_00516	Prbh.g_00958
OG0001539	Syae.g_00584	Prbh.g_00869
OG0001540	Syae.g_01401	Prbh.g_00651
OG0001541	Syae.g_01465	Prbh.g_00603
OG0001542	Syae.g_01474	Prbh.g_00597
OG0001543	Syae.g_01516	Prbh.g_01876
OG0001544	Syae.g_01595	Prbh.g_01518
OG0001545	Syae.g_01676	Prbh.g_01502
OG0001549	Syae.g_00882	Prbh.g_01018
OG0001557	Syae.g_00552	Prbh.g_00894
OG0001559	Syae.g_01369	Prbh.g_00673
OG0001560	Syae.g_01355	Prbh.g_00683
OG0001561	Syae.g_00427	Prbh.g_01127
OG0001563	Syae.g_02124	Prbh.g_01645
OG0001574	Syae.g_02415	Prbh.g_00268
OG0001575	Syae.g_02420	Prbh.g_00263
OG0001576	Syae.g_02478	Prbh.g_01386
OG0001579	Syae.g_02165	Prbh.g_00449
OG0001580	Syae.g_01556	Prbh.g_00735
OG0001586	Syae.g_01251	Prbh.g_01913
OG0001589	Syae.g_01040	Prbh.g_01736
OG0001592	Syae.g_01557	Prbh.g_00736
OG0001614	Syae.g_01837	Prbh.g_01587
OG0001616	Syae.g_00642	Prbh.g_01259
OG0001617	Syae.g_00769	Prbh.g_00931
OG0001619	Syae.g_00344	Prbh.g_01072
OG0001620	Syae.g_02205	Prbh.g_00429
OG0001621	Syae.g_02008	Prbh.g_00526
OG0001622	Syae.g_01687	Prbh.g_01493
OG0001634	Syae.g_00596	Prbh.g_01183
OG0001636	Syae.g_01753	Prbh.g_00747
OG0001638	Syae.g_01175	Prbh.g_01771
OG0001639	Syae.g_01082	Prbh.g_00148
OG0001640	Syae.g_00809	Prbh.g_01043
OG0001641	Syae.g_00397	Prbh.g_01105
OG0001642	Syae.g_00878	Prbh.g_01007
OG0001643	Syae.g_00079	Prbh.g_01214
OG0001644	Syae.g_00452	Prbh.g_01158
OG0001656	Syae.g_02164	Prbh.g_00450
OG0001658	Syae.g_01566	Prbh.g_00740
OG0001659	Syae.g_00650	Prbh.g_01407
OG0001676	Syae.g_02167	Prbh.g_00448
OG0001678	Syae.g_02035	Prbh.g_01715
OG0001679	Syae.g_02424	Prbh.g_00443
OG0001691	Syae.g_00044	Prbh.g_01045
OG0001693	Syae.g_00792	Prbh.g_00805
OG0001713	Syae.g_00907	Prbh.g_01360
OG0001717	Syae.g_01451	Prbh.g_00822
OG0001731	Syae.g_01117	Prbh.g_00161
OG0001746	Syae.g_01064	Prbh.g_01400
OG0001758	Syae.g_00620	Prbh.g_01799
OG0001762	Syae.g_00404	Prbh.g_01110
OG0001764	Syae.g_00301	Prbh.g_01152
OG0001770	Syae.g_00617	Prbh.g_01802
OG0001771	Syae.g_00183	Prbh.g_01843
OG0001875	Syae.g_00619	Prbh.g_01800
OG0001876	Syae.g_00618	Prbh.g_01801
OG0001916	Syae.g_02326	Prbh.g_00335
OG0001974	Syae.g_01563	Prbh.g_00407
OG0002019	Syae.g_00294	Prbh.g_01950
OG0002347	Syae.g_01195	Prbh.g_01753
