Orthogroup	Syae	Praw
OG0001168	Syae.g_01033	Praw.g_00553
OG0001169	Syae.g_01035	Praw.g_00555
OG0001170	Syae.g_01037	Praw.g_00557
OG0001171	Syae.g_01047	Praw.g_00567
OG0001172	Syae.g_02036	Praw.g_01914
OG0001173	Syae.g_02037	Praw.g_01913
OG0001174	Syae.g_02045	Praw.g_01905
OG0001175	Syae.g_02046	Praw.g_01904
OG0001176	Syae.g_02076	Praw.g_01897
OG0001177	Syae.g_02073	Praw.g_01895
OG0001178	Syae.g_01168	Praw.g_01890
OG0001179	Syae.g_02106	Praw.g_00112
OG0001180	Syae.g_02130	Praw.g_00090
OG0001181	Syae.g_02134	Praw.g_00086
OG0001182	Syae.g_02143	Praw.g_00079
OG0001183	Syae.g_02147	Praw.g_00075
OG0001184	Syae.g_01862	Praw.g_00059
OG0001185	Syae.g_01835	Praw.g_00045
OG0001188	Syae.g_01783	Praw.g_00015
OG0001189	Syae.g_01767	Praw.g_01191
OG0001190	Syae.g_01567	Praw.g_01187
OG0001191	Syae.g_01580	Praw.g_01177
OG0001192	Syae.g_01587	Praw.g_01172
OG0001193	Syae.g_01617	Praw.g_01162
OG0001194	Syae.g_01625	Praw.g_01161
OG0001195	Syae.g_01626	Praw.g_01160
OG0001196	Syae.g_01695	Praw.g_01147
OG0001197	Syae.g_01697	Praw.g_01146
OG0001198	Syae.g_01709	Praw.g_01139
OG0001199	Syae.g_01291	Praw.g_01360
OG0001200	Syae.g_01293	Praw.g_01358
OG0001201	Syae.g_01364	Praw.g_01327
OG0001202	Syae.g_01494	Praw.g_01236
OG0001203	Syae.g_02240	Praw.g_01197
OG0001204	Syae.g_02022	Praw.g_00890
OG0001205	Syae.g_00984	Praw.g_00702
OG0001206	Syae.g_02502	Praw.g_00685
OG0001207	Syae.g_02300	Praw.g_00670
OG0001209	Syae.g_02377	Praw.g_00613
OG0001210	Syae.g_02387	Praw.g_00608
OG0001211	Syae.g_02403	Praw.g_00598
OG0001212	Syae.g_02460	Praw.g_01942
OG0001213	Syae.g_00062	Praw.g_00165
OG0001214	Syae.g_00076	Praw.g_01885
OG0001215	Syae.g_00757	Praw.g_01832
OG0001216	Syae.g_00470	Praw.g_01807
OG0001217	Syae.g_00151	Praw.g_01759
OG0001218	Syae.g_02605	Praw.g_01751
OG0001219	Syae.g_00312	Praw.g_01708
OG0001220	Syae.g_00880	Praw.g_01647
OG0001221	Syae.g_00559	Praw.g_01586
OG0001222	Syae.g_00347	Praw.g_01547
OG0001223	Syae.g_00392	Praw.g_01521
OG0001224	Syae.g_00797	Praw.g_01471
OG0001225	Syae.g_00795	Praw.g_01469
OG0001226	Syae.g_00135	Praw.g_01443
OG0001227	Syae.g_01600	Praw.g_01424
OG0001228	Syae.g_01004	Praw.g_00279
OG0001229	Syae.g_00771	Praw.g_01014
OG0001230	Syae.g_02662	Praw.g_01091
OG0001231	Syae.g_01729	Praw.g_00432
OG0001232	Syae.g_01197	Praw.g_00538
OG0001233	Syae.g_01038	Praw.g_00558
OG0001234	Syae.g_02050	Praw.g_01902
OG0001235	Syae.g_02066	Praw.g_01893
OG0001236	Syae.g_01867	Praw.g_00062
OG0001237	Syae.g_01860	Praw.g_00058
OG0001238	Syae.g_01582	Praw.g_01176
OG0001239	Syae.g_01288	Praw.g_01363
OG0001241	Syae.g_01357	Praw.g_01334
OG0001242	Syae.g_01387	Praw.g_01316
OG0001243	Syae.g_01395	Praw.g_01310
OG0001244	Syae.g_01425	Praw.g_01294
OG0001245	Syae.g_00149	Praw.g_00753
OG0001246	Syae.g_02337	Praw.g_00644
OG0001247	Syae.g_00482	Praw.g_01839
OG0001248	Syae.g_00485	Praw.g_01837
OG0001249	Syae.g_02186	Praw.g_01719
OG0001250	Syae.g_00841	Praw.g_01658
OG0001251	Syae.g_01632	Praw.g_01610
OG0001252	Syae.g_00804	Praw.g_01476
OG0001253	Syae.g_00243	Praw.g_01423
OG0001254	Syae.g_00637	Praw.g_00203
OG0001255	Syae.g_00667	Praw.g_00218
OG0001256	Syae.g_01149	Praw.g_00425
OG0001257	Syae.g_00295	Praw.g_00431
OG0001258	Syae.g_01159	Praw.g_00512
OG0001259	Syae.g_01036	Praw.g_00556
OG0001260	Syae.g_01058	Praw.g_00573
OG0001261	Syae.g_02115	Praw.g_00104
OG0001262	Syae.g_01769	Praw.g_01193
OG0001263	Syae.g_01399	Praw.g_01307
OG0001264	Syae.g_01222	Praw.g_01390
OG0001265	Syae.g_01385	Praw.g_01317
OG0001266	Syae.g_01498	Praw.g_01232
OG0001267	Syae.g_01969	Praw.g_00854
OG0001268	Syae.g_02198	Praw.g_00791
OG0001269	Syae.g_00225	Praw.g_00773
OG0001270	Syae.g_00997	Praw.g_00713
OG0001271	Syae.g_02527	Praw.g_00675
OG0001272	Syae.g_02315	Praw.g_00662
OG0001273	Syae.g_00069	Praw.g_00167
OG0001274	Syae.g_01535	Praw.g_01819
OG0001275	Syae.g_00407	Praw.g_01511
OG0001276	Syae.g_00423	Praw.g_01492
OG0001277	Syae.g_01677	Praw.g_01435
OG0001278	Syae.g_00697	Praw.g_00284
OG0001279	Syae.g_00007	Praw.g_00930
OG0001280	Syae.g_00958	Praw.g_00980
OG0001281	Syae.g_00969	Praw.g_00986
OG0001282	Syae.g_02298	Praw.g_01017
OG0001284	Syae.g_01132	Praw.g_00407
OG0001285	Syae.g_00237	Praw.g_00541
OG0001287	Syae.g_01827	Praw.g_00037
OG0001288	Syae.g_01815	Praw.g_00028
OG0001289	Syae.g_01330	Praw.g_01347
OG0001290	Syae.g_01356	Praw.g_01335
OG0001291	Syae.g_01409	Praw.g_01300
OG0001292	Syae.g_02017	Praw.g_00885
OG0001293	Syae.g_01996	Praw.g_00873
OG0001294	Syae.g_00593	Praw.g_00755
OG0001295	Syae.g_02389	Praw.g_00680
OG0001296	Syae.g_02343	Praw.g_00639
OG0001297	Syae.g_02347	Praw.g_00634
OG0001298	Syae.g_02439	Praw.g_01924
OG0001299	Syae.g_00599	Praw.g_01856
OG0001300	Syae.g_00766	Praw.g_01829
OG0001301	Syae.g_00780	Praw.g_01826
OG0001302	Syae.g_00110	Praw.g_01710
OG0001303	Syae.g_00314	Praw.g_01507
OG0001304	Syae.g_00436	Praw.g_01482
OG0001305	Syae.g_00786	Praw.g_01463
OG0001306	Syae.g_00943	Praw.g_00220
OG0001307	Syae.g_02059	Praw.g_00998
OG0001310	Syae.g_01178	Praw.g_00527
OG0001311	Syae.g_00425	Praw.g_01490
OG0001312	Syae.g_00326	Praw.g_01558
OG0001313	Syae.g_02511, Syae.g_02509	Praw.g_00921, Praw.g_00923, Praw.g_00315
OG0001314	Syae.g_00097	Praw.g_01768
OG0001315	Syae.g_02145	Praw.g_01373
OG0001316	Syae.g_01415	Praw.g_01295
OG0001317	Syae.g_02235	Praw.g_01201
OG0001318	Syae.g_02004	Praw.g_00877
OG0001319	Syae.g_01980	Praw.g_00862
OG0001321	Syae.g_00978	Praw.g_00696
OG0001322	Syae.g_00977	Praw.g_00695
OG0001323	Syae.g_02355	Praw.g_00629
OG0001324	Syae.g_00767	Praw.g_01828
OG0001325	Syae.g_00465	Praw.g_01804
OG0001326	Syae.g_01641	Praw.g_01622
OG0001327	Syae.g_00586	Praw.g_01452
OG0001328	Syae.g_00565	Praw.g_01425
OG0001330	Syae.g_00950	Praw.g_00953
OG0001331	Syae.g_02293	Praw.g_01022
OG0001332	Syae.g_01077	Praw.g_00380
OG0001333	Syae.g_01032	Praw.g_00552
OG0001334	Syae.g_02156	Praw.g_00072
OG0001335	Syae.g_02157	Praw.g_00071
OG0001336	Syae.g_01689	Praw.g_01150
OG0001339	Syae.g_01359	Praw.g_01332
OG0001340	Syae.g_02176	Praw.g_00806
OG0001341	Syae.g_00737	Praw.g_01761
OG0001342	Syae.g_02559	Praw.g_01715
OG0001343	Syae.g_01629	Praw.g_01613
OG0001344	Syae.g_00916	Praw.g_00238
OG0001345	Syae.g_00886	Praw.g_00253
OG0001346	Syae.g_00962	Praw.g_00982
OG0001347	Syae.g_01237, Syae.g_01794	Praw.g_00340
OG0001348	Syae.g_00821	Praw.g_00453
OG0001351	Syae.g_02492	Praw.g_00693
OG0001352	Syae.g_00666	Praw.g_01842
OG0001353	Syae.g_00831	Praw.g_01666
OG0001354	Syae.g_00379	Praw.g_01529
OG0001355	Syae.g_00120	Praw.g_00463
OG0001356	Syae.g_00820	Praw.g_01734
OG0001358	Syae.g_00046	Praw.g_00156
OG0001359	Syae.g_01628	Praw.g_01612
OG0001360	Syae.g_00883	Praw.g_01422
OG0001361	Syae.g_00889	Praw.g_00250
OG0001362	Syae.g_02637	Praw.g_00351
OG0001363	Syae.g_02635	Praw.g_00353
OG0001364	Syae.g_01883	Praw.g_00069
OG0001369	Syae.g_01346	Praw.g_01342
OG0001373	Syae.g_01640	Praw.g_01623
OG0001374	Syae.g_01648	Praw.g_01615
OG0001375	Syae.g_01630	Praw.g_01614
OG0001376	Syae.g_01589	Praw.g_01458
OG0001377	Syae.g_01588	Praw.g_01457
OG0001378	Syae.g_00998	Praw.g_00171
OG0001379	Syae.g_00952	Praw.g_00975
OG0001382	Syae.g_02490	Praw.g_00445
OG0001385	Syae.g_01637	Praw.g_01626
OG0001386	Syae.g_01638	Praw.g_01625
OG0001387	Syae.g_01639	Praw.g_01624
OG0001388	Syae.g_01642	Praw.g_01621
OG0001389	Syae.g_01643	Praw.g_01620
OG0001390	Syae.g_01644	Praw.g_01619
OG0001391	Syae.g_01645	Praw.g_01618
OG0001392	Syae.g_01646	Praw.g_01617
OG0001393	Syae.g_01647	Praw.g_01616
OG0001395	Syae.g_00446	Praw.g_01480
OG0001396	Syae.g_01791, Syae.g_01238, Syae.g_01908	Praw.g_00341
OG0001397	Syae.g_02636	Praw.g_00352
OG0001398	Syae.g_00289	Praw.g_00459
OG0001401	Syae.g_00835	Praw.g_00908
OG0001402	Syae.g_00051	Praw.g_01744
OG0001404	Syae.g_01283	Praw.g_01366
OG0001405	Syae.g_02159	Praw.g_00808
OG0001406	Syae.g_01590	Praw.g_01459
OG0001407	Syae.g_02368	Praw.g_01445
OG0001408	Syae.g_00712	Praw.g_01440
OG0001410	Syae.g_02060	Praw.g_00999
OG0001413	Syae.g_00123	Praw.g_00421
OG0001416	Syae.g_00966	Praw.g_00688
OG0001417	Syae.g_00378	Praw.g_00678
OG0001419	Syae.g_02369	Praw.g_01444
OG0001420	Syae.g_00727, Syae.g_02365	Praw.g_00179
OG0001421	Syae.g_00241	Praw.g_00426
OG0001422	Syae.g_00953	Praw.g_00451
OG0001425	Syae.g_01586	Praw.g_01173
OG0001428	Syae.g_01456	Praw.g_01263
OG0001429	Syae.g_00315	Praw.g_01707
OG0001430	Syae.g_01560	Praw.g_00948
OG0001432	Syae.g_00742	Praw.g_00420
OG0001433	Syae.g_00819	Praw.g_01735
OG0001434	Syae.g_00548	Praw.g_01578
OG0001438	Syae.g_01954	Praw.g_00841
OG0001439	Syae.g_01929	Praw.g_00827
OG0001442	Syae.g_00538	Praw.g_01770
OG0001443	Syae.g_01594	Praw.g_00498
OG0001447	Syae.g_01396	Praw.g_01309
OG0001449	Syae.g_02253	Praw.g_00738
OG0001452	Syae.g_02009	Praw.g_01609
OG0001453	Syae.g_00399	Praw.g_01517
OG0001454	Syae.g_00131	Praw.g_01429
OG0001456	Syae.g_01650	Praw.g_00211
OG0001457	Syae.g_01651	Praw.g_00212
OG0001458	Syae.g_01652	Praw.g_00213
OG0001459	Syae.g_00621	Praw.g_00939
OG0001460	Syae.g_00818	Praw.g_01736
OG0001462	Syae.g_01754	Praw.g_01394
OG0001465	Syae.g_00475	Praw.g_01820
OG0001468	Syae.g_00113	Praw.g_01454
OG0001471	Syae.g_01934	Praw.g_00422
OG0001473	Syae.g_00107	Praw.g_00020
OG0001477	Syae.g_00776	Praw.g_00320
OG0001479	Syae.g_02196	Praw.g_00793
OG0001482	Syae.g_00388	Praw.g_00690
OG0001492	Syae.g_00694	Praw.g_00281
OG0001493	Syae.g_00702	Praw.g_00289
OG0001494	Syae.g_01255	Praw.g_01111
OG0001496	Syae.g_00774	Praw.g_00318
OG0001497	Syae.g_00775	Praw.g_00319
OG0001499	Syae.g_00216	Praw.g_01374
OG0001502	Syae.g_00874	Praw.g_01727
OG0001504	Syae.g_00622	Praw.g_00940, Praw.g_00485
OG0001507	Syae.g_00192	Praw.g_00478
OG0001514	Syae.g_00773	Praw.g_00317
OG0001546	Syae.g_02359	Praw.g_00624
OG0001547	Syae.g_00293	Praw.g_01725
OG0001548	Syae.g_00142	Praw.g_01721
OG0001549	Syae.g_00882	Praw.g_01640
OG0001551	Syae.g_00815	Praw.g_00210
OG0001554	Syae.g_01565	Praw.g_00427
OG0001556	Syae.g_00648	Praw.g_01742
OG0001558	Syae.g_01732	Praw.g_00911
OG0001564	Syae.g_02485	Praw.g_01062
OG0001567	Syae.g_00291	Praw.g_01726
OG0001568	Syae.g_00297	Praw.g_01724
OG0001582	Syae.g_00443	Praw.g_00679
OG0001585	Syae.g_02396, Syae.g_00440	Praw.g_00934
OG0001586	Syae.g_01215, Syae.g_01251	Praw.g_01108
OG0001602	Syae.g_00476	Praw.g_01821
OG0001627	Syae.g_01079	Praw.g_01754
OG0001635	Syae.g_01811	Praw.g_00480
OG0001647	Syae.g_01978	Praw.g_00861
OG0001652	Syae.g_01730	Praw.g_00909
OG0001666	Syae.g_00214	Praw.g_00938
OG0001667	Syae.g_00731	Praw.g_00956
OG0001671	Syae.g_01521	Praw.g_00916
OG0001700	Syae.g_00290	Praw.g_01737
OG0001792	Syae.g_00685	Praw.g_01068
OG0002227	Syae.g_01585	Praw.g_01740
OG0002244	Syae.g_00191	Praw.g_00477
OG0002374	Syae.g_00669	Praw.g_01733
OG0002451	Syae.g_00201	Praw.g_01777
OG0002651	Syae.g_01225	Praw.g_01037
OG0004586	Syae.g_01316	Praw.g_00299
