Orthogroup	Prae	Syag
OG0001166	Prae.g_01642	Syag.g_01715
OG0001167	Prae.g_01659	Syag.g_02383
OG0001168	Prae.g_01661	Syag.g_01740
OG0001169	Prae.g_01663	Syag.g_01742
OG0001170	Prae.g_01665	Syag.g_01744
OG0001171	Prae.g_01674	Syag.g_01755
OG0001172	Prae.g_01689	Syag.g_02693
OG0001173	Prae.g_01690	Syag.g_02694
OG0001174	Prae.g_01698	Syag.g_02703
OG0001175	Prae.g_01699	Syag.g_02704
OG0001176	Prae.g_01706	Syag.g_02723
OG0001177	Prae.g_01709	Syag.g_02720
OG0001178	Prae.g_01714	Syag.g_01694
OG0001179	Prae.g_01742	Syag.g_02754
OG0001180	Prae.g_01765	Syag.g_02780
OG0001181	Prae.g_01769	Syag.g_02784
OG0001182	Prae.g_01776	Syag.g_02793
OG0001183	Prae.g_01780	Syag.g_02798
OG0001184	Prae.g_01796	Syag.g_02428
OG0001185	Prae.g_01810	Syag.g_02399
OG0001186	Prae.g_01833	Syag.g_02364
OG0001187	Prae.g_01837	Syag.g_02361
OG0001188	Prae.g_01839	Syag.g_02359
OG0001189	Prae.g_01856	Syag.g_02334
OG0001190	Prae.g_01860	Syag.g_02126
OG0001191	Prae.g_01870	Syag.g_02142
OG0001192	Prae.g_01875	Syag.g_02149
OG0001193	Prae.g_01885	Syag.g_02182
OG0001194	Prae.g_01886	Syag.g_02185
OG0001195	Prae.g_01887	Syag.g_02186
OG0001196	Prae.g_01900	Syag.g_02254
OG0001197	Prae.g_01901	Syag.g_02256
OG0001198	Prae.g_01908	Syag.g_02269
OG0001199	Prae.g_00074	Syag.g_01825
OG0001200	Prae.g_00076	Syag.g_01827
OG0001201	Prae.g_00107	Syag.g_01886
OG0001202	Prae.g_00202	Syag.g_02032
OG0001203	Prae.g_00241	Syag.g_01783
OG0001204	Prae.g_00246	Syag.g_02673
OG0001206	Prae.g_00436	Syag.g_01328
OG0001207	Prae.g_00451	Syag.g_01536
OG0001208	Prae.g_00456	Syag.g_01526
OG0001209	Prae.g_00510	Syag.g_01451
OG0001210	Prae.g_00515	Syag.g_01442
OG0001211	Prae.g_00525	Syag.g_00272
OG0001212	Prae.g_00570	Syag.g_00334
OG0001213	Prae.g_00603	Syag.g_00394
OG0001214	Prae.g_00611	Syag.g_00412
OG0001215	Prae.g_00664	Syag.g_01014
OG0001216	Prae.g_00713	Syag.g_00920
OG0001217	Prae.g_00752	Syag.g_00151
OG0001218	Prae.g_00759	Syag.g_01364
OG0001219	Prae.g_00794	Syag.g_00767
OG0001220	Prae.g_00857	Syag.g_00743
OG0001221	Prae.g_00919	Syag.g_00628
OG0001222	Prae.g_00956	Syag.g_00797
OG0001223	Prae.g_00982	Syag.g_00843
OG0001224	Prae.g_01036	Syag.g_00969
OG0001225	Prae.g_01038	Syag.g_00971
OG0001226	Prae.g_01066	Syag.g_01835
OG0001227	Prae.g_01084	Syag.g_01240
OG0001228	Prae.g_01208	Syag.g_00709
OG0001229	Prae.g_01366	Syag.g_00997
OG0001230	Prae.g_01451	Syag.g_01430
OG0001231	Prae.g_01556	Syag.g_02289
OG0001232	Prae.g_01646	Syag.g_01724
OG0001233	Prae.g_01666	Syag.g_01745
OG0001234	Prae.g_01701	Syag.g_02708
OG0001235	Prae.g_01711	Syag.g_02715
OG0001236	Prae.g_01793	Syag.g_02432
OG0001237	Prae.g_01797	Syag.g_02426
OG0001238	Prae.g_01871	Syag.g_02144
OG0001239	Prae.g_00071	Syag.g_01822
OG0001240	Prae.g_00093	Syag.g_01869
OG0001241	Prae.g_00101	Syag.g_01879
OG0001243	Prae.g_00125	Syag.g_01920
OG0001244	Prae.g_00141	Syag.g_01948
OG0001245	Prae.g_00380	Syag.g_00213
OG0001246	Prae.g_00478	Syag.g_01498
OG0001247	Prae.g_00657	Syag.g_00710
OG0001248	Prae.g_00659	Syag.g_00175
OG0001249	Prae.g_00784	Syag.g_02837
OG0001250	Prae.g_00846	Syag.g_00725
OG0001251	Prae.g_00893	Syag.g_00472
OG0001252	Prae.g_01031	Syag.g_00960
OG0001253	Prae.g_01085	Syag.g_00094
OG0001254	Prae.g_01132	Syag.g_02165
OG0001255	Prae.g_01147	Syag.g_00440
OG0001256	Prae.g_01549	Syag.g_01673
OG0001257	Prae.g_01555	Syag.g_00217, Syag.g_00176
OG0001258	Prae.g_01620	Syag.g_01683
OG0001259	Prae.g_01664	Syag.g_01743
OG0001260	Prae.g_01680	Syag.g_01763
OG0001261	Prae.g_01750	Syag.g_02763
OG0001262	Prae.g_01854	Syag.g_02336
OG0001263	Prae.g_00128	Syag.g_01923
OG0001265	Prae.g_00118	Syag.g_01910
OG0001266	Prae.g_00206	Syag.g_02036
OG0001267	Prae.g_00281	Syag.g_02598
OG0001268	Prae.g_00339	Syag.g_02850
OG0001269	Prae.g_00358	Syag.g_00480
OG0001270	Prae.g_00408	Syag.g_00030
OG0001271	Prae.g_00446	Syag.g_01353
OG0001272	Prae.g_00460	Syag.g_01522
OG0001273	Prae.g_00605	Syag.g_00405
OG0001274	Prae.g_00677	Syag.g_02076
OG0001275	Prae.g_00992	Syag.g_00857
OG0001276	Prae.g_01015	Syag.g_00874
OG0001278	Prae.g_01213	Syag.g_01054
OG0001279	Prae.g_01265	Syag.g_00490
OG0001280	Prae.g_01328	Syag.g_01189
OG0001281	Prae.g_01334	Syag.g_01219
OG0001282	Prae.g_01369	Syag.g_01538
OG0001283	Prae.g_01388	Syag.g_02248
OG0001284	Prae.g_01529	Syag.g_01656
OG0001285	Prae.g_01649	Syag.g_00142, Syag.g_02205
OG0001286	Prae.g_01762	Syag.g_02778
OG0001287	Prae.g_01817	Syag.g_02391
OG0001288	Prae.g_01826	Syag.g_02373
OG0001289	Prae.g_00087	Syag.g_01850
OG0001290	Prae.g_00100	Syag.g_01878
OG0001291	Prae.g_00135	Syag.g_01933
OG0001292	Prae.g_00251	Syag.g_02667
OG0001293	Prae.g_00264	Syag.g_02625
OG0001294	Prae.g_00378	Syag.g_00593
OG0001295	Prae.g_00441	Syag.g_00968
OG0001296	Prae.g_00483	Syag.g_01492
OG0001297	Prae.g_00488	Syag.g_01488
OG0001298	Prae.g_00551	Syag.g_00309
OG0001299	Prae.g_00640	Syag.g_00582
OG0001300	Prae.g_00667	Syag.g_01003
OG0001301	Prae.g_00670	Syag.g_00987
OG0001302	Prae.g_00793	Syag.g_00442
OG0001303	Prae.g_00996	Syag.g_00769
OG0001304	Prae.g_01025	Syag.g_00890
OG0001305	Prae.g_01044	Syag.g_00981
OG0001306	Prae.g_01149	Syag.g_01160
OG0001307	Prae.g_01351	Syag.g_00577
OG0001308	Prae.g_01469	Syag.g_01406
OG0001309	Prae.g_01553	Syag.g_01482
OG0001311	Prae.g_01017	Syag.g_00876
OG0001313	Prae.g_00700, Prae.g_00703, Prae.g_00708	Syag.g_00391, Syag.g_01336, Syag.g_01335
OG0001315	Prae.g_00061	Syag.g_02796
OG0001316	Prae.g_00140	Syag.g_01940
OG0001317	Prae.g_00237	Syag.g_01787
OG0001318	Prae.g_00259	Syag.g_02633
OG0001319	Prae.g_00275	Syag.g_02609
OG0001321	Prae.g_00425	Syag.g_00050
OG0001322	Prae.g_00426	Syag.g_00051
OG0001323	Prae.g_00493	Syag.g_01479
OG0001324	Prae.g_00668	Syag.g_01002
OG0001325	Prae.g_00716	Syag.g_00916
OG0001326	Prae.g_00881	Syag.g_02190, Syag.g_02195
OG0001328	Prae.g_01083	Syag.g_00620
OG0001329	Prae.g_01122	Syag.g_00498
OG0001330	Prae.g_01292	Syag.g_01181
OG0001331	Prae.g_01374	Syag.g_01543
OG0001332	Prae.g_01502	Syag.g_01611
OG0001333	Prae.g_01660	Syag.g_01739
OG0001334	Prae.g_01783	Syag.g_02807
OG0001335	Prae.g_01784	Syag.g_02808
OG0001336	Prae.g_01897	Syag.g_02249
OG0001339	Prae.g_00103	Syag.g_01881
OG0001341	Prae.g_00750	Syag.g_00233
OG0001343	Prae.g_00890	Syag.g_00562
OG0001344	Prae.g_01167	Syag.g_01136
OG0001345	Prae.g_01182	Syag.g_01108
OG0001346	Prae.g_01330	Syag.g_01193
OG0001348	Prae.g_01578	Syag.g_00941
OG0001351	Prae.g_00428	Syag.g_00055
OG0001352	Prae.g_00654	Syag.g_01459
OG0001353	Prae.g_00838	Syag.g_00716
OG0001354	Prae.g_00974	Syag.g_00830
OG0001356	Prae.g_01231	Syag.g_00942
OG0001358	Prae.g_00594	Syag.g_00374
OG0001359	Prae.g_00891	Syag.g_00561
OG0001360	Prae.g_01086	Syag.g_01106
OG0001361	Prae.g_01179	Syag.g_01111
OG0001364	Prae.g_01786	Syag.g_02448
OG0001365	Prae.g_01864	Syag.g_02131
OG0001369	Prae.g_00092	Syag.g_01868
OG0001373	Prae.g_00880	Syag.g_02194
OG0001374	Prae.g_00888	Syag.g_02202
OG0001375	Prae.g_00889	Syag.g_00563
OG0001376	Prae.g_01050	Syag.g_02153
OG0001377	Prae.g_01051	Syag.g_02152
OG0001378	Prae.g_01095	Syag.g_00028
OG0001379	Prae.g_01323	Syag.g_01183
OG0001380	Prae.g_01356	Syag.g_00252
OG0001385	Prae.g_00877	Syag.g_02191
OG0001386	Prae.g_00878	Syag.g_02192
OG0001387	Prae.g_00879	Syag.g_02193
OG0001388	Prae.g_00882	Syag.g_02196
OG0001389	Prae.g_00883	Syag.g_02197
OG0001390	Prae.g_00884	Syag.g_02198
OG0001391	Prae.g_00885	Syag.g_02199
OG0001392	Prae.g_00886	Syag.g_02200
OG0001393	Prae.g_00887	Syag.g_02201
OG0001395	Prae.g_01027	Syag.g_00898
OG0001398	Prae.g_01583	Syag.g_00751
OG0001401	Prae.g_00687	Syag.g_00720
OG0001402	Prae.g_00767	Syag.g_00379
OG0001403	Prae.g_00030	Syag.g_02308
OG0001404	Prae.g_00068	Syag.g_01818
OG0001405	Prae.g_00327	Syag.g_02810
OG0001406	Prae.g_01049	Syag.g_02154
OG0001408	Prae.g_01069	Syag.g_00450
OG0001409	Prae.g_01170	Syag.g_01125
OG0001410	Prae.g_01352	Syag.g_00576
OG0001413	Prae.g_01544	Syag.g_00224
OG0001416	Prae.g_00433	Syag.g_01198
OG0001417	Prae.g_00443	Syag.g_00829
OG0001419	Prae.g_01065	Syag.g_01466
OG0001420	Prae.g_01104	Syag.g_01465
OG0001425	Prae.g_01874	Syag.g_02148
OG0001428	Prae.g_00175	Syag.g_01981
OG0001429	Prae.g_00795	Syag.g_00770
OG0001432	Prae.g_01542	Syag.g_00448
OG0001433	Prae.g_01232	Syag.g_00943
OG0001436	Prae.g_01418	Syag.g_02454, Syag.g_02453
OG0001438	Prae.g_00294	Syag.g_02583
OG0001439	Prae.g_00308	Syag.g_02554
OG0001442	Prae.g_00741	Syag.g_00648
OG0001447	Prae.g_00126	Syag.g_01921
OG0001448	Prae.g_00366	Syag.g_01350
OG0001449	Prae.g_00394	Syag.g_02676
OG0001452	Prae.g_00895	Syag.g_02638
OG0001453	Prae.g_00986	Syag.g_00849
OG0001454	Prae.g_01079	Syag.g_00204
OG0001456	Prae.g_01140	Syag.g_02212
OG0001457	Prae.g_01141	Syag.g_02213
OG0001458	Prae.g_01142	Syag.g_02214
OG0001459	Prae.g_01277	Syag.g_00535
OG0001460	Prae.g_01233	Syag.g_00944
OG0001461	Prae.g_01228	Syag.g_00521
OG0001462	Prae.g_00034	Syag.g_02315
OG0001465	Prae.g_00676	Syag.g_00940
OG0001467	Prae.g_00785	Syag.g_01322
OG0001471	Prae.g_01545	Syag.g_02563
OG0001472	Prae.g_01552	Syag.g_00104
OG0001473	Prae.g_01834	Syag.g_00471
OG0001474	Prae.g_00340	Syag.g_02851
OG0001480	Prae.g_00368	Syag.g_00451
OG0001482	Prae.g_00431	Syag.g_00839
OG0001484	Prae.g_01299	Syag.g_02203
OG0001486	Prae.g_01161	Syag.g_01143
OG0001492	Prae.g_01210	Syag.g_01057
OG0001493	Prae.g_01218	Syag.g_01045
OG0001494	Prae.g_01399	Syag.g_02489
OG0001495	Prae.g_01708	Syag.g_02719
OG0001502	Prae.g_00776	Syag.g_00739
OG0001504	Prae.g_01278	Syag.g_00534
OG0001520	Prae.g_00389	Syag.g_00294
OG0001525	Prae.g_01561	Syag.g_00464
OG0001546	Prae.g_00498	Syag.g_01473
OG0001547	Prae.g_00778	Syag.g_00753
OG0001551	Prae.g_01139	Syag.g_01019
OG0001553	Prae.g_01456	Syag.g_01424
OG0001554	Prae.g_01551	Syag.g_02124
OG0001556	Prae.g_01237	Syag.g_01096
OG0001558	Prae.g_00690	Syag.g_02292
OG0001567	Prae.g_00777	Syag.g_00752
OG0001568	Prae.g_00779	Syag.g_00754
OG0001582	Prae.g_00442	Syag.g_00198
OG0001586	Prae.g_01404	Syag.g_02483
OG0001602	Prae.g_00675	Syag.g_00939
OG0001625	Prae.g_00261	Syag.g_02631
OG0001633	Prae.g_01365	Syag.g_01608
OG0001635	Prae.g_01601	Syag.g_02369
OG0001652	Prae.g_00688	Syag.g_02290
OG0001666	Prae.g_01276	Syag.g_00218
OG0001671	Prae.g_00695	Syag.g_02063
OG0001700	Prae.g_01234	Syag.g_00537
OG0001749	Prae.g_01394	Syag.g_02461, Syag.g_02506
OG0001919	Prae.g_00391	Syag.g_00444
OG0002029	Prae.g_01275	Syag.g_01347
OG0002380	Prae.g_00397	Syag.g_01603
OG0002425	Prae.g_01403	Syag.g_02484
OG0002426	Prae.g_01437	Syag.g_02507
OG0002695	Prae.g_01405	Syag.g_02482
OG0002794	Prae.g_01398	Syag.g_02490
OG0003034	Prae.g_01392	Syag.g_02504
OG0003375	Prae.g_01393	Syag.g_02505
OG0004057	Prae.g_01427	Syag.g_02503
