Orthogroup	Prae	Syas
OG0001181	Prae.g_01769	Syas.g_01579
OG0001182	Prae.g_01776	Syas.g_01571
OG0001183	Prae.g_01780	Syas.g_01564
OG0001184	Prae.g_01796	Syas.g_02188
OG0001185	Prae.g_01810	Syas.g_02162
OG0001186	Prae.g_01833	Syas.g_02113
OG0001187	Prae.g_01837	Syas.g_02111
OG0001189	Prae.g_01856	Syas.g_02089
OG0001190	Prae.g_01860	Syas.g_01881
OG0001191	Prae.g_01870	Syas.g_01900
OG0001193	Prae.g_01885	Syas.g_01952
OG0001194	Prae.g_01886	Syas.g_01953
OG0001195	Prae.g_01887	Syas.g_01954
OG0001196	Prae.g_01900	Syas.g_02010
OG0001197	Prae.g_01901	Syas.g_02012
OG0001198	Prae.g_01908	Syas.g_02031
OG0001199	Prae.g_00074	Syas.g_02516
OG0001200	Prae.g_00076	Syas.g_02514
OG0001201	Prae.g_00107	Syas.g_02419
OG0001202	Prae.g_00202	Syas.g_02270
OG0001203	Prae.g_00241	Syas.g_02557
OG0001204	Prae.g_00246	Syas.g_01687
OG0001205	Prae.g_00419	Syas.g_02745
OG0001207	Prae.g_00451	Syas.g_01260
OG0001208	Prae.g_00456	Syas.g_01251
OG0001209	Prae.g_00510	Syas.g_00065
OG0001210	Prae.g_00515	Syas.g_00761
OG0001211	Prae.g_00525	Syas.g_00788
OG0001212	Prae.g_00570	Syas.g_00847
OG0001213	Prae.g_00603	Syas.g_00100
OG0001214	Prae.g_00611	Syas.g_00744
OG0001215	Prae.g_00664	Syas.g_02245
OG0001217	Prae.g_00752	Syas.g_01397, Syas.g_02493
OG0001218	Prae.g_00759	Syas.g_01309
OG0001219	Prae.g_00794	Syas.g_00399
OG0001220	Prae.g_00857	Syas.g_02447
OG0001221	Prae.g_00919	Syas.g_02669
OG0001222	Prae.g_00956	Syas.g_00448
OG0001223	Prae.g_00982	Syas.g_00541
OG0001224	Prae.g_01036	Syas.g_01015
OG0001225	Prae.g_01038	Syas.g_01017
OG0001226	Prae.g_01066	Syas.g_02506
OG0001227	Prae.g_01084	Syas.g_00824
OG0001228	Prae.g_01208	Syas.g_02195
OG0001229	Prae.g_01366	Syas.g_00285
OG0001230	Prae.g_01451	Syas.g_02806
OG0001231	Prae.g_01556	Syas.g_02050
OG0001232	Prae.g_01646	Syas.g_02649
OG0001233	Prae.g_01666	Syas.g_02592
OG0001234	Prae.g_01701	Syas.g_01310
OG0001235	Prae.g_01711	Syas.g_01646
OG0001236	Prae.g_01793	Syas.g_02191
OG0001237	Prae.g_01797	Syas.g_02187
OG0001238	Prae.g_01871	Syas.g_01901
OG0001239	Prae.g_00071	Syas.g_02519
OG0001240	Prae.g_00093	Syas.g_02435
OG0001241	Prae.g_00101	Syas.g_02427
OG0001242	Prae.g_00119	Syas.g_02398
OG0001243	Prae.g_00125	Syas.g_02391
OG0001244	Prae.g_00141	Syas.g_02370
OG0001245	Prae.g_00380	Syas.g_00524
OG0001246	Prae.g_00478	Syas.g_01829, Syas.g_01224
OG0001249	Prae.g_00784	Syas.g_01547
OG0001250	Prae.g_00846	Syas.g_00239
OG0001251	Prae.g_00893	Syas.g_00516, Syas.g_00408
OG0001252	Prae.g_01031	Syas.g_00994
OG0001253	Prae.g_01085	Syas.g_00143
OG0001255	Prae.g_01147	Syas.g_00492
OG0001256	Prae.g_01549	Syas.g_02698
OG0001257	Prae.g_01555	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Prae.g_01620	Syas.g_02688
OG0001259	Prae.g_01664	Syas.g_02594
OG0001260	Prae.g_01680	Syas.g_02572
OG0001261	Prae.g_01750	Syas.g_01599
OG0001262	Prae.g_01854	Syas.g_02091
OG0001263	Prae.g_00128	Syas.g_02388
OG0001265	Prae.g_00118	Syas.g_02399
OG0001266	Prae.g_00206	Syas.g_02266
OG0001267	Prae.g_00281	Syas.g_01753
OG0001268	Prae.g_00339	Syas.g_01535
OG0001269	Prae.g_00358	Syas.g_00510
OG0001270	Prae.g_00408	Syas.g_01499
OG0001271	Prae.g_00446	Syas.g_01336
OG0001272	Prae.g_00460	Syas.g_01247
OG0001273	Prae.g_00605	Syas.g_00751
OG0001274	Prae.g_00677	Syas.g_01849
OG0001275	Prae.g_00992	Syas.g_00554
OG0001276	Prae.g_01015	Syas.g_00215
OG0001277	Prae.g_01074	Syas.g_00110
OG0001278	Prae.g_01213	Syas.g_01074
OG0001279	Prae.g_01265	Syas.g_02792
OG0001280	Prae.g_01328	Syas.g_01095
OG0001281	Prae.g_01334	Syas.g_02845
OG0001282	Prae.g_01369	Syas.g_01262
OG0001284	Prae.g_01529	Syas.g_02124, Syas.g_02713
OG0001286	Prae.g_01762	Syas.g_01585
OG0001287	Prae.g_01817	Syas.g_00136
OG0001288	Prae.g_01826	Syas.g_02144
OG0001289	Prae.g_00087	Syas.g_02474
OG0001290	Prae.g_00100	Syas.g_02428
OG0001291	Prae.g_00135	Syas.g_02378
OG0001292	Prae.g_00251	Syas.g_01693
OG0001293	Prae.g_00264	Syas.g_01720
OG0001294	Prae.g_00378	Syas.g_00692
OG0001295	Prae.g_00441	Syas.g_00770
OG0001296	Prae.g_00483	Syas.g_01217
OG0001297	Prae.g_00488	Syas.g_01213
OG0001298	Prae.g_00551	Syas.g_00829
OG0001299	Prae.g_00640	Syas.g_00700
OG0001303	Prae.g_00996	Syas.g_00400
OG0001304	Prae.g_01025	Syas.g_00199
OG0001305	Prae.g_01044	Syas.g_01027
OG0001306	Prae.g_01149	Syas.g_01202
OG0001307	Prae.g_01351	Syas.g_01923
OG0001308	Prae.g_01469	Syas.g_02830
OG0001309	Prae.g_01553	Syas.g_00003
OG0001310	Prae.g_01635	Syas.g_02666
OG0001311	Prae.g_01017	Syas.g_00213
OG0001315	Prae.g_00061	Syas.g_01566
OG0001317	Prae.g_00237	Syas.g_02553
OG0001318	Prae.g_00259	Syas.g_01706
OG0001319	Prae.g_00275	Syas.g_01736
OG0001323	Prae.g_00493	Syas.g_00006
OG0001325	Prae.g_00716	Syas.g_00179
OG0001326	Prae.g_00881	Syas.g_01960, Syas.g_01961
OG0001327	Prae.g_01057	Syas.g_00687
OG0001329	Prae.g_01122	Syas.g_00773
OG0001330	Prae.g_01292	Syas.g_02865
OG0001331	Prae.g_01374	Syas.g_01267
OG0001333	Prae.g_01660	Syas.g_02598
OG0001336	Prae.g_01897	Syas.g_02003
OG0001339	Prae.g_00103	Syas.g_02425
OG0001345	Prae.g_01182	Syas.g_01132
OG0001346	Prae.g_01330	Syas.g_02853
OG0001348	Prae.g_01578	Syas.g_00119
OG0001351	Prae.g_00428	Syas.g_01280
OG0001353	Prae.g_00838	Syas.g_00228
OG0001354	Prae.g_00974	Syas.g_00526
OG0001356	Prae.g_01231	Syas.g_01715, Syas.g_00972
OG0001358	Prae.g_00594	Syas.g_00122
OG0001360	Prae.g_01086	Syas.g_01130
OG0001361	Prae.g_01179	Syas.g_01135
OG0001364	Prae.g_01786	Syas.g_02212
OG0001365	Prae.g_01864	Syas.g_01886
OG0001371	Prae.g_00653	Syas.g_02499
OG0001373	Prae.g_00880	Syas.g_01959
OG0001374	Prae.g_00888	Syas.g_01968
OG0001376	Prae.g_01050	Syas.g_00468
OG0001377	Prae.g_01051	Syas.g_00467
OG0001378	Prae.g_01095	Syas.g_01500
OG0001379	Prae.g_01323	Syas.g_02861
OG0001380	Prae.g_01356	Syas.g_00126
OG0001385	Prae.g_00877	Syas.g_01956
OG0001386	Prae.g_00878	Syas.g_01957
OG0001387	Prae.g_00879	Syas.g_01958
OG0001388	Prae.g_00882	Syas.g_01962
OG0001389	Prae.g_00883	Syas.g_01963
OG0001390	Prae.g_00884	Syas.g_01964
OG0001391	Prae.g_00885	Syas.g_01965
OG0001392	Prae.g_00886	Syas.g_01966
OG0001393	Prae.g_00887	Syas.g_01967
OG0001395	Prae.g_01027	Syas.g_00195
OG0001398	Prae.g_01583	Syas.g_02481
OG0001399	Prae.g_01703	Syas.g_02459
OG0001401	Prae.g_00687	Syas.g_00233
OG0001402	Prae.g_00767	Syas.g_00112
OG0001403	Prae.g_00030	Syas.g_02069
OG0001406	Prae.g_01049	Syas.g_00469
OG0001408	Prae.g_01069	Syas.g_00142
OG0001409	Prae.g_01170	Syas.g_00154
OG0001413	Prae.g_01544	Syas.g_01481
OG0001416	Prae.g_00433	Syas.g_01061
OG0001417	Prae.g_00443	Syas.g_00507
OG0001418	Prae.g_00658	Syas.g_01177
OG0001420	Prae.g_01104	Syas.g_00017
OG0001428	Prae.g_00175	Syas.g_02325
OG0001429	Prae.g_00795	Syas.g_00401
OG0001432	Prae.g_01542	Syas.g_01484
OG0001433	Prae.g_01232	Syas.g_01398
OG0001438	Prae.g_00294	Syas.g_01767
OG0001439	Prae.g_00308	Syas.g_01809
OG0001441	Prae.g_00495	Syas.g_00008
OG0001447	Prae.g_00126	Syas.g_02390
OG0001449	Prae.g_00394	Syas.g_02567
OG0001450	Prae.g_00661	Syas.g_02208, Syas.g_00474
OG0001451	Prae.g_00866	Syas.g_02342, Syas.g_02343
OG0001452	Prae.g_00895	Syas.g_01700
OG0001453	Prae.g_00986	Syas.g_00547
OG0001454	Prae.g_01079	Syas.g_01483
OG0001456	Prae.g_01140	Syas.g_01969
OG0001457	Prae.g_01141	Syas.g_01970
OG0001458	Prae.g_01142	Syas.g_01971
OG0001459	Prae.g_01277	Syas.g_02778
OG0001460	Prae.g_01233	Syas.g_01399
OG0001461	Prae.g_01228	Syas.g_00566
OG0001471	Prae.g_01545	Syas.g_01819
OG0001473	Prae.g_01834	Syas.g_00323
OG0001474	Prae.g_00340	Syas.g_01534
OG0001480	Prae.g_00368	Syas.g_00771
OG0001482	Prae.g_00431	Syas.g_00535
OG0001484	Prae.g_01299	Syas.g_00166, Syas.g_00167
OG0001486	Prae.g_01161	Syas.g_01186
OG0001492	Prae.g_01210	Syas.g_01077
OG0001493	Prae.g_01218	Syas.g_01069
OG0001495	Prae.g_01708	Syas.g_01641
OG0001502	Prae.g_00776	Syas.g_00290
OG0001504	Prae.g_01278	Syas.g_02777
OG0001520	Prae.g_00389	Syas.g_00828
OG0001546	Prae.g_00498	Syas.g_00011
OG0001547	Prae.g_00778	Syas.g_00300
OG0001549	Prae.g_00864	Syas.g_00482
OG0001554	Prae.g_01551	Syas.g_00153
OG0001555	Prae.g_01566	Syas.g_00654
OG0001556	Prae.g_01237	Syas.g_00976, Syas.g_01679
OG0001558	Prae.g_00690	Syas.g_02053
OG0001567	Prae.g_00777	Syas.g_00294
OG0001568	Prae.g_00779	Syas.g_00368
OG0001570	Prae.g_01106	Syas.g_00309
OG0001587	Prae.g_01682	Syas.g_02569
OG0001625	Prae.g_00261	Syas.g_01708
OG0001627	Prae.g_00756	Syas.g_01474
OG0001635	Prae.g_01601	Syas.g_02140
OG0001652	Prae.g_00688	Syas.g_02051
OG0001666	Prae.g_01276	Syas.g_02785
OG0001671	Prae.g_00695	Syas.g_01830
OG0001700	Prae.g_01234	Syas.g_01390, Syas.g_01391
OG0001749	Prae.g_01394	Syas.g_02217
OG0001995	Prae.g_01259	Syas.g_00916
OG0002029	Prae.g_01275	Syas.g_01930, Syas.g_02786
OG0002364	Prae.g_00796	Syas.g_00402
OG0002787	Prae.g_01301	Syas.g_00915
OG0002788	Prae.g_01302	Syas.g_00914
OG0002789	Prae.g_01303	Syas.g_00913
OG0002790	Prae.g_01304	Syas.g_00912
OG0002791	Prae.g_01305	Syas.g_00911
OG0002792	Prae.g_01306	Syas.g_00910
OG0002793	Prae.g_01307	Syas.g_00909
