Orthogroup	Prae	Syaq
OG0001134	Prae.g_01130	Syaq.g_02213
OG0001135	Prae.g_01133	Syaq.g_02212
OG0001136	Prae.g_01160	Syaq.g_00252
OG0001137	Prae.g_01171	Syaq.g_00228
OG0001138	Prae.g_01189	Syaq.g_00196
OG0001139	Prae.g_01190	Syaq.g_00194
OG0001140	Prae.g_01191	Syaq.g_00193
OG0001141	Prae.g_01192	Syaq.g_00192
OG0001142	Prae.g_01193	Syaq.g_00191
OG0001143	Prae.g_01200	Syaq.g_00182
OG0001144	Prae.g_01205	Syaq.g_00166
OG0001145	Prae.g_01320	Syaq.g_00284
OG0001146	Prae.g_01333	Syaq.g_00305
OG0001147	Prae.g_01354	Syaq.g_00438
OG0001148	Prae.g_01370	Syaq.g_01761
OG0001149	Prae.g_01371	Syaq.g_01760
OG0001150	Prae.g_01372	Syaq.g_01759
OG0001151	Prae.g_01383	Syaq.g_01746
OG0001152	Prae.g_01384	Syaq.g_01745
OG0001153	Prae.g_01491	Syaq.g_00413
OG0001154	Prae.g_01492	Syaq.g_00414
OG0001155	Prae.g_01504	Syaq.g_01739
OG0001156	Prae.g_01507	Syaq.g_01729
OG0001157	Prae.g_01508	Syaq.g_01728
OG0001158	Prae.g_01509	Syaq.g_01727
OG0001159	Prae.g_01510	Syaq.g_01726
OG0001160	Prae.g_01534	Syaq.g_01693
OG0001161	Prae.g_01547	Syaq.g_01233
OG0001162	Prae.g_01558	Syaq.g_00331
OG0001163	Prae.g_01615	Syaq.g_01685
OG0001164	Prae.g_01619	Syaq.g_01679
OG0001165	Prae.g_01622	Syaq.g_01674
OG0001166	Prae.g_01642	Syaq.g_01652
OG0001167	Prae.g_01659	Syaq.g_01039
OG0001169	Prae.g_01663	Syaq.g_01620
OG0001170	Prae.g_01665	Syaq.g_01618
OG0001171	Prae.g_01674	Syaq.g_01607
OG0001172	Prae.g_01689	Syaq.g_00690
OG0001173	Prae.g_01690	Syaq.g_00689
OG0001174	Prae.g_01698	Syaq.g_00681
OG0001175	Prae.g_01699	Syaq.g_00680
OG0001176	Prae.g_01706	Syaq.g_00656
OG0001177	Prae.g_01709	Syaq.g_00658
OG0001178	Prae.g_01714	Syaq.g_01667
OG0001179	Prae.g_01742	Syaq.g_00626
OG0001180	Prae.g_01765	Syaq.g_00600
OG0001181	Prae.g_01769	Syaq.g_00596
OG0001182	Prae.g_01776	Syaq.g_00587
OG0001183	Prae.g_01780	Syaq.g_00579
OG0001184	Prae.g_01796	Syaq.g_00995
OG0001185	Prae.g_01810	Syaq.g_01022
OG0001186	Prae.g_01833	Syaq.g_01058
OG0001187	Prae.g_01837	Syaq.g_01061
OG0001188	Prae.g_01839	Syaq.g_01065
OG0001189	Prae.g_01856	Syaq.g_01095
OG0001190	Prae.g_01860	Syaq.g_01264
OG0001191	Prae.g_01870	Syaq.g_01248
OG0001192	Prae.g_01875	Syaq.g_01242
OG0001193	Prae.g_01885	Syaq.g_01217
OG0001194	Prae.g_01886	Syaq.g_01214
OG0001195	Prae.g_01887	Syaq.g_01213
OG0001196	Prae.g_01900	Syaq.g_01169
OG0001197	Prae.g_01901	Syaq.g_01167
OG0001198	Prae.g_01908	Syaq.g_01153
OG0001199	Prae.g_00074	Syaq.g_01553
OG0001200	Prae.g_00076	Syaq.g_01551
OG0001201	Prae.g_00107	Syaq.g_01486
OG0001202	Prae.g_00202	Syaq.g_01358
OG0001203	Prae.g_00241	Syaq.g_01581
OG0001204	Prae.g_00246	Syaq.g_00709
OG0001205	Prae.g_00419	Syaq.g_00491
OG0001206	Prae.g_00436	Syaq.g_00468
OG0001207	Prae.g_00451	Syaq.g_01764
OG0001208	Prae.g_00456	Syaq.g_01774
OG0001209	Prae.g_00510	Syaq.g_01841
OG0001210	Prae.g_00515	Syaq.g_01852
OG0001211	Prae.g_00525	Syaq.g_01932
OG0001212	Prae.g_00570	Syaq.g_01990
OG0001213	Prae.g_00603	Syaq.g_02072
OG0001214	Prae.g_00611	Syaq.g_02084
OG0001215	Prae.g_00664	Syaq.g_02580
OG0001216	Prae.g_00713	Syaq.g_00026
OG0001217	Prae.g_00752	Syaq.g_01885
OG0001218	Prae.g_00759	Syaq.g_00423
OG0001219	Prae.g_00794	Syaq.g_02434
OG0001220	Prae.g_00857	Syaq.g_02412
OG0001221	Prae.g_00919	Syaq.g_02300
OG0001222	Prae.g_00956	Syaq.g_02472
OG0001223	Prae.g_00982	Syaq.g_02516
OG0001224	Prae.g_01036	Syaq.g_02683
OG0001225	Prae.g_01038	Syaq.g_02681
OG0001226	Prae.g_01066	Syaq.g_01543
OG0001227	Prae.g_01084	Syaq.g_00333
OG0001230	Prae.g_01451	Syaq.g_00361
OG0001231	Prae.g_01556	Syaq.g_01133
OG0001232	Prae.g_01646	Syaq.g_01643
OG0001233	Prae.g_01666	Syaq.g_01617
OG0001234	Prae.g_01701	Syaq.g_00676
OG0001235	Prae.g_01711	Syaq.g_00665
OG0001236	Prae.g_01793	Syaq.g_00990
OG0001237	Prae.g_01797	Syaq.g_00999
OG0001238	Prae.g_01871	Syaq.g_01246
OG0001239	Prae.g_00071	Syaq.g_01556
OG0001240	Prae.g_00093	Syaq.g_01502
OG0001241	Prae.g_00101	Syaq.g_01492
OG0001243	Prae.g_00125	Syaq.g_01457
OG0001244	Prae.g_00141	Syaq.g_01430
OG0001245	Prae.g_00380	Syaq.g_01916
OG0001246	Prae.g_00478	Syaq.g_01802
OG0001248	Prae.g_00659	Syaq.g_01891
OG0001249	Prae.g_00784	Syaq.g_00563
OG0001250	Prae.g_00846	Syaq.g_02389
OG0001251	Prae.g_00893	Syaq.g_02135
OG0001252	Prae.g_01031	Syaq.g_02690
OG0001253	Prae.g_01085	Syaq.g_01918
OG0001254	Prae.g_01132	Syaq.g_02214
OG0001255	Prae.g_01147	Syaq.g_02111
OG0001256	Prae.g_01549	Syaq.g_01686
OG0001258	Prae.g_01620	Syaq.g_01676
OG0001259	Prae.g_01664	Syaq.g_01619
OG0001260	Prae.g_01680	Syaq.g_01595
OG0001261	Prae.g_01750	Syaq.g_00617
OG0001262	Prae.g_01854	Syaq.g_01093
OG0001263	Prae.g_00128	Syaq.g_01454
OG0001265	Prae.g_00118	Syaq.g_01466
OG0001266	Prae.g_00206	Syaq.g_01354
OG0001267	Prae.g_00281	Syaq.g_00763
OG0001268	Prae.g_00339	Syaq.g_00553
OG0001269	Prae.g_00358	Syaq.g_01866
OG0001270	Prae.g_00408	Syaq.g_00504
OG0001271	Prae.g_00446	Syaq.g_00445
OG0001272	Prae.g_00460	Syaq.g_01778
OG0001273	Prae.g_00605	Syaq.g_02077
OG0001274	Prae.g_00677	Syaq.g_01303
OG0001275	Prae.g_00992	Syaq.g_02531
OG0001276	Prae.g_01015	Syaq.g_00062
OG0001278	Prae.g_01213	Syaq.g_00155
OG0001279	Prae.g_01265	Syaq.g_01867
OG0001280	Prae.g_01328	Syaq.g_00294
OG0001281	Prae.g_01334	Syaq.g_00306
OG0001282	Prae.g_01369	Syaq.g_01762
OG0001283	Prae.g_01388	Syaq.g_01175
OG0001284	Prae.g_01529	Syaq.g_01700
OG0001285	Prae.g_01649	Syaq.g_01639
OG0001286	Prae.g_01762	Syaq.g_00602
OG0001287	Prae.g_01817	Syaq.g_01030
OG0001289	Prae.g_00087	Syaq.g_01528
OG0001290	Prae.g_00100	Syaq.g_01493
OG0001291	Prae.g_00135	Syaq.g_01444
OG0001293	Prae.g_00264	Syaq.g_00736
OG0001294	Prae.g_00378	Syaq.g_02252
OG0001296	Prae.g_00483	Syaq.g_01808
OG0001297	Prae.g_00488	Syaq.g_01812
OG0001298	Prae.g_00551	Syaq.g_01967
OG0001299	Prae.g_00640	Syaq.g_02246
OG0001300	Prae.g_00667	Syaq.g_02589
OG0001301	Prae.g_00670	Syaq.g_02602
OG0001302	Prae.g_00793	Syaq.g_02115
OG0001303	Prae.g_00996	Syaq.g_02437
OG0001304	Prae.g_01025	Syaq.g_00049
OG0001305	Prae.g_01044	Syaq.g_02673
OG0001306	Prae.g_01149	Syaq.g_00267
OG0001308	Prae.g_01469	Syaq.g_00385
OG0001313	Prae.g_00700, Prae.g_00703, Prae.g_00708	Syaq.g_00458, Syaq.g_00459
OG0001315	Prae.g_00061	Syaq.g_00581
OG0001316	Prae.g_00140	Syaq.g_01437
OG0001317	Prae.g_00237	Syaq.g_01576
OG0001318	Prae.g_00259	Syaq.g_00728
OG0001319	Prae.g_00275	Syaq.g_00751
OG0001321	Prae.g_00425	Syaq.g_00483
OG0001322	Prae.g_00426	Syaq.g_00482
OG0001323	Prae.g_00493	Syaq.g_01820
OG0001324	Prae.g_00668	Syaq.g_02590
OG0001325	Prae.g_00716	Syaq.g_00030
OG0001326	Prae.g_00881	Syaq.g_01205
OG0001327	Prae.g_01057	Syaq.g_02259
OG0001328	Prae.g_01083	Syaq.g_02280
OG0001329	Prae.g_01122	Syaq.g_02113
OG0001330	Prae.g_01292	Syaq.g_00287
OG0001331	Prae.g_01374	Syaq.g_01757
OG0001333	Prae.g_01660	Syaq.g_01622
OG0001336	Prae.g_01897	Syaq.g_01174
OG0001343	Prae.g_00890	Syaq.g_00700
OG0001345	Prae.g_01182	Syaq.g_00213
OG0001346	Prae.g_01330	Syaq.g_00298
OG0001348	Prae.g_01578	Syaq.g_02703
OG0001351	Prae.g_00428	Syaq.g_00476
OG0001352	Prae.g_00654	Syaq.g_01904
OG0001353	Prae.g_00838	Syaq.g_02379
OG0001354	Prae.g_00974	Syaq.g_02503
OG0001356	Prae.g_01231	Syaq.g_02555, Syaq.g_00127
OG0001358	Prae.g_00594	Syaq.g_02056
OG0001359	Prae.g_00891	Syaq.g_00699
OG0001360	Prae.g_01086	Syaq.g_00211
OG0001361	Prae.g_01179	Syaq.g_00216
OG0001364	Prae.g_01786	Syaq.g_00972
OG0001365	Prae.g_01864	Syaq.g_01259
OG0001369	Prae.g_00092	Syaq.g_01503
OG0001373	Prae.g_00880	Syaq.g_01206
OG0001374	Prae.g_00888	Syaq.g_01198
OG0001375	Prae.g_00889	Syaq.g_00701
OG0001378	Prae.g_01095	Syaq.g_00506
OG0001379	Prae.g_01323	Syaq.g_00289
OG0001380	Prae.g_01356	Syaq.g_01915
OG0001382	Prae.g_01570	Syaq.g_00662
OG0001385	Prae.g_00877	Syaq.g_01209
OG0001386	Prae.g_00878	Syaq.g_01208
OG0001387	Prae.g_00879	Syaq.g_01207
OG0001388	Prae.g_00882	Syaq.g_01204
OG0001389	Prae.g_00883	Syaq.g_01203
OG0001390	Prae.g_00884	Syaq.g_01202
OG0001391	Prae.g_00885	Syaq.g_01201
OG0001392	Prae.g_00886	Syaq.g_01200
OG0001393	Prae.g_00887	Syaq.g_01199
OG0001395	Prae.g_01027	Syaq.g_00045
OG0001401	Prae.g_00687	Syaq.g_02383
OG0001402	Prae.g_00767	Syaq.g_02061
OG0001408	Prae.g_01069	Syaq.g_02125
OG0001409	Prae.g_01170	Syaq.g_00229
OG0001413	Prae.g_01544	Syaq.g_00139, Syaq.g_02051
OG0001416	Prae.g_00433	Syaq.g_00303
OG0001417	Prae.g_00443	Syaq.g_02502
OG0001418	Prae.g_00658	Syaq.g_00243
OG0001420	Prae.g_01104	Syaq.g_01833
OG0001428	Prae.g_00175	Syaq.g_01396
OG0001429	Prae.g_00795	Syaq.g_02438
OG0001430	Prae.g_01287	Syaq.g_01271
OG0001432	Prae.g_01542	Syaq.g_01862
OG0001433	Prae.g_01232	Syaq.g_00128
OG0001436	Prae.g_01418	Syaq.g_00966, Syaq.g_00967
OG0001438	Prae.g_00294	Syaq.g_00778
OG0001439	Prae.g_00308	Syaq.g_00863
OG0001441	Prae.g_00495	Syaq.g_01822
OG0001442	Prae.g_00741	Syaq.g_02322
OG0001447	Prae.g_00126	Syaq.g_01456
OG0001448	Prae.g_00366	Syaq.g_01873
OG0001449	Prae.g_00394	Syaq.g_00698
OG0001452	Prae.g_00895	Syaq.g_00723
OG0001453	Prae.g_00986	Syaq.g_02522
OG0001454	Prae.g_01079	Syaq.g_01917
OG0001456	Prae.g_01140	Syaq.g_01196
OG0001457	Prae.g_01141	Syaq.g_01195
OG0001458	Prae.g_01142	Syaq.g_01194
OG0001460	Prae.g_01233	Syaq.g_00129
OG0001461	Prae.g_01228	Syaq.g_02163
OG0001462	Prae.g_00034	Syaq.g_01108
OG0001465	Prae.g_00676	Syaq.g_02704
OG0001467	Prae.g_00785	Syaq.g_00354
OG0001471	Prae.g_01545	Syaq.g_00859
OG0001473	Prae.g_01834	Syaq.g_02134
OG0001474	Prae.g_00340	Syaq.g_00552
OG0001480	Prae.g_00368	Syaq.g_02121
OG0001482	Prae.g_00431	Syaq.g_02512
OG0001484	Prae.g_01299	Syaq.g_02628
OG0001486	Prae.g_01161	Syaq.g_00251
OG0001492	Prae.g_01210	Syaq.g_00158
OG0001493	Prae.g_01218	Syaq.g_00150
OG0001494	Prae.g_01399	Syaq.g_00931
OG0001495	Prae.g_01708	Syaq.g_00659
OG0001502	Prae.g_00776	Syaq.g_02407
OG0001505	Prae.g_01421	Syaq.g_00934
OG0001520	Prae.g_00389	Syaq.g_01953
OG0001525	Prae.g_01561	Syaq.g_02129
OG0001546	Prae.g_00498	Syaq.g_01825
OG0001547	Prae.g_00778	Syaq.g_02422
OG0001549	Prae.g_00864	Syaq.g_02416
OG0001551	Prae.g_01139	Syaq.g_02572
OG0001553	Prae.g_01456	Syaq.g_00368
OG0001554	Prae.g_01551	Syaq.g_01266
OG0001556	Prae.g_01237	Syaq.g_00202, Syaq.g_02654
OG0001558	Prae.g_00690	Syaq.g_01130
OG0001567	Prae.g_00777	Syaq.g_02421
OG0001568	Prae.g_00779	Syaq.g_02424
OG0001570	Prae.g_01106	Syaq.g_02417
OG0001602	Prae.g_00675	Syaq.g_02705
OG0001605	Prae.g_01008	Syaq.g_01892
OG0001613	Prae.g_01778	Syaq.g_00582
OG0001625	Prae.g_00261	Syaq.g_00730
OG0001627	Prae.g_00756	Syaq.g_01735
OG0001652	Prae.g_00688	Syaq.g_01132
OG0001666	Prae.g_01276	Syaq.g_02653
OG0001671	Prae.g_00695	Syaq.g_01316
OG0001700	Prae.g_01234	Syaq.g_02420
OG0001749	Prae.g_01394	Syaq.g_00959
OG0001991	Prae.g_01254	Syaq.g_00123, Syaq.g_00126, Syaq.g_02278
OG0002029	Prae.g_01275	Syaq.g_02609, Syaq.g_02652
OG0002364	Prae.g_00796	Syaq.g_02439
OG0003665	Prae.g_01249	Syaq.g_01733
