Orthogroup	Prbj	Pray
OG0001138	Prbj.g_00995	Pray.g_01294
OG0001139	Prbj.g_00994	Pray.g_01295
OG0001140	Prbj.g_00993	Pray.g_01296
OG0001141	Prbj.g_00990	Pray.g_01298
OG0001142	Prbj.g_00989	Pray.g_01299
OG0001143	Prbj.g_00988	Pray.g_01300
OG0001144	Prbj.g_00986	Pray.g_01302
OG0001145	Prbj.g_00984	Pray.g_01304
OG0001146	Prbj.g_00983	Pray.g_01305
OG0001147	Prbj.g_00414	Pray.g_01307
OG0001148	Prbj.g_00413	Pray.g_01308
OG0001149	Prbj.g_00410	Pray.g_01309
OG0001150	Prbj.g_00407	Pray.g_01312
OG0001151	Prbj.g_00406	Pray.g_01313
OG0001152	Prbj.g_00405	Pray.g_01314
OG0001153	Prbj.g_00404	Pray.g_01315
OG0001154	Prbj.g_00403	Pray.g_01316
OG0001155	Prbj.g_00402	Pray.g_01317
OG0001156	Prbj.g_00401	Pray.g_01318
OG0001157	Prbj.g_00399	Pray.g_01320
OG0001158	Prbj.g_00397	Pray.g_01321
OG0001159	Prbj.g_00395	Pray.g_01322
OG0001160	Prbj.g_00394	Pray.g_01323
OG0001161	Prbj.g_00368	Pray.g_01327
OG0001162	Prbj.g_00367	Pray.g_01328
OG0001163	Prbj.g_00365	Pray.g_01329
OG0001164	Prbj.g_00364	Pray.g_01330
OG0001165	Prbj.g_00363	Pray.g_01331
OG0001166	Prbj.g_00362	Pray.g_01332
OG0001167	Prbj.g_00361	Pray.g_01333
OG0001168	Prbj.g_01494	Pray.g_01335
OG0001169	Prbj.g_01498	Pray.g_01336
OG0001170	Prbj.g_01501	Pray.g_01338
OG0001171	Prbj.g_01502	Pray.g_01339
OG0001172	Prbj.g_01504	Pray.g_01340
OG0001173	Prbj.g_01506	Pray.g_01342
OG0001174	Prbj.g_01509	Pray.g_01344
OG0001175	Prbj.g_01513	Pray.g_01346
OG0001176	Prbj.g_01515	Pray.g_01347
OG0001177	Prbj.g_01517	Pray.g_01349
OG0001178	Prbj.g_01518	Pray.g_01350
OG0001179	Prbj.g_01519	Pray.g_01351
OG0001180	Prbj.g_01576	Pray.g_01352
OG0001181	Prbj.g_01577	Pray.g_01353
OG0001182	Prbj.g_01578	Pray.g_01354
OG0001183	Prbj.g_01579	Pray.g_01355
OG0001184	Prbj.g_01580	Pray.g_01356
OG0001185	Prbj.g_01581	Pray.g_01357
OG0001186	Prbj.g_01592	Pray.g_01358
OG0001187	Prbj.g_01593	Pray.g_01359
OG0001188	Prbj.g_01594	Pray.g_01360
OG0001189	Prbj.g_01596	Pray.g_01362
OG0001190	Prbj.g_01597	Pray.g_01363
OG0001191	Prbj.g_01599	Pray.g_01365
OG0001192	Prbj.g_01821	Pray.g_01367
OG0001193	Prbj.g_01820	Pray.g_01368
OG0001194	Prbj.g_01819	Pray.g_01369
OG0001195	Prbj.g_01809	Pray.g_01370
OG0001196	Prbj.g_01290	Pray.g_01372
OG0001197	Prbj.g_01286	Pray.g_01375
OG0001198	Prbj.g_01285	Pray.g_01376
OG0001199	Prbj.g_01284	Pray.g_01377
OG0001200	Prbj.g_01283	Pray.g_01378
OG0001201	Prbj.g_01282	Pray.g_01379
OG0001202	Prbj.g_01281	Pray.g_01380
OG0001203	Prbj.g_01253	Pray.g_01382
OG0001204	Prbj.g_01250	Pray.g_01385
OG0001205	Prbj.g_01249	Pray.g_01386
OG0001206	Prbj.g_01248	Pray.g_01388
OG0001207	Prbj.g_01245	Pray.g_01389
OG0001208	Prbj.g_01244	Pray.g_01390
OG0001209	Prbj.g_01243	Pray.g_01391
OG0001210	Prbj.g_01241	Pray.g_01392
OG0001211	Prbj.g_01239	Pray.g_01393
OG0001212	Prbj.g_01238	Pray.g_01394
OG0001213	Prbj.g_01236	Pray.g_01395
OG0001214	Prbj.g_01235	Pray.g_01396
OG0001215	Prbj.g_01234	Pray.g_01397
OG0001216	Prbj.g_01233	Pray.g_01398
OG0001217	Prbj.g_01232	Pray.g_01399
OG0001218	Prbj.g_01231	Pray.g_01400
OG0001219	Prbj.g_01229	Pray.g_01401
OG0001220	Prbj.g_01228	Pray.g_01402
OG0001221	Prbj.g_01227	Pray.g_01403
OG0001222	Prbj.g_01225	Pray.g_01405
OG0001223	Prbj.g_01221	Pray.g_01407
OG0001224	Prbj.g_01219	Pray.g_01408
OG0001225	Prbj.g_01955	Pray.g_01410
OG0001226	Prbj.g_01956	Pray.g_01411
OG0001227	Prbj.g_01957	Pray.g_01412
OG0001228	Prbj.g_01958	Pray.g_01413
OG0001229	Prbj.g_01960	Pray.g_01414
OG0001230	Prbj.g_01961	Pray.g_01415
OG0001231	Prbj.g_01962	Pray.g_01416
OG0001232	Prbj.g_01964	Pray.g_01418
OG0001233	Prbj.g_01966	Pray.g_01419
OG0001234	Prbj.g_01968	Pray.g_01420
OG0001235	Prbj.g_01969	Pray.g_01421
OG0001236	Prbj.g_01970	Pray.g_01422
OG0001237	Prbj.g_01975	Pray.g_01425
OG0001238	Prbj.g_01980	Pray.g_01426
OG0001239	Prbj.g_02002	Pray.g_01429
OG0001240	Prbj.g_02005	Pray.g_01430
OG0001241	Prbj.g_02006	Pray.g_01431
OG0001242	Prbj.g_02008	Pray.g_01432
OG0001243	Prbj.g_02009	Pray.g_01433
OG0001244	Prbj.g_02012	Pray.g_01434
OG0001245	Prbj.g_02013	Pray.g_01435
OG0001246	Prbj.g_02019	Pray.g_01436
OG0001247	Prbj.g_02020	Pray.g_01437
OG0001248	Prbj.g_02021	Pray.g_01438
OG0001249	Prbj.g_02034	Pray.g_01439
OG0001250	Prbj.g_02043	Pray.g_01440
OG0001251	Prbj.g_02044	Pray.g_01441
OG0001252	Prbj.g_02045	Pray.g_01442
OG0001253	Prbj.g_02046	Pray.g_01443
OG0001254	Prbj.g_02048	Pray.g_01445
OG0001255	Prbj.g_02049	Pray.g_01446
OG0001256	Prbj.g_02053	Pray.g_01448
OG0001257	Prbj.g_02055	Pray.g_01449
OG0001258	Prbj.g_02056	Pray.g_01450
OG0001259	Prbj.g_02060	Pray.g_01452
OG0001260	Prbj.g_02062	Pray.g_01453
OG0001261	Prbj.g_02063	Pray.g_01454
OG0001262	Prbj.g_02065	Pray.g_01455
OG0001263	Prbj.g_02067	Pray.g_01456
OG0001264	Prbj.g_02069	Pray.g_01457
OG0001265	Prbj.g_02070	Pray.g_01458
OG0001266	Prbj.g_02071	Pray.g_01459
OG0001267	Prbj.g_02072	Pray.g_01460
OG0001268	Prbj.g_02073	Pray.g_01461
OG0001269	Prbj.g_00603	Pray.g_00197
OG0001270	Prbj.g_01545	Pray.g_00151
OG0001271	Prbj.g_00538	Pray.g_00139
OG0001272	Prbj.g_01406	Pray.g_00760
OG0001273	Prbj.g_00342	Pray.g_00811
OG0001274	Prbj.g_01628	Pray.g_00972
OG0001275	Prbj.g_01609	Pray.g_00989
OG0001276	Prbj.g_01782	Pray.g_01173
OG0001278	Prbj.g_02498	Pray.g_00399
OG0001279	Prbj.g_02339	Pray.g_00451
OG0001280	Prbj.g_02209	Pray.g_00560
OG0001281	Prbj.g_00678	Pray.g_00608
OG0001282	Prbj.g_02357	Pray.g_00625
OG0001283	Prbj.g_00677	Pray.g_00630
OG0001285	Prbj.g_00769	Pray.g_00080
OG0001286	Prbj.g_00969	Pray.g_00067
OG0001288	Prbj.g_02627	Pray.g_01682
OG0001289	Prbj.g_01691	Pray.g_01671
OG0001290	Prbj.g_00907	Pray.g_01629
OG0001291	Prbj.g_02106	Pray.g_01628
OG0001292	Prbj.g_00780	Pray.g_01623
OG0001293	Prbj.g_00158	Pray.g_01606
OG0001294	Prbj.g_02368	Pray.g_01596
OG0001296	Prbj.g_00870	Pray.g_01567
OG0001297	Prbj.g_00865	Pray.g_01563
OG0001298	Prbj.g_00862	Pray.g_01560
OG0001299	Prbj.g_02653	Pray.g_01237
OG0001300	Prbj.g_00851	Pray.g_01262
OG0001301	Prbj.g_01512	Pray.g_01345
OG0001302	Prbj.g_01287	Pray.g_01374
OG0001303	Prbj.g_01223	Pray.g_01406
OG0001304	Prbj.g_02058	Pray.g_01451
OG0001306	Prbj.g_00101	Pray.g_00927
OG0001307	Prbj.g_01203	Pray.g_01492
OG0001308	Prbj.g_00567	Pray.g_00218
OG0001309	Prbj.g_00570	Pray.g_00215
OG0001310	Prbj.g_00572	Pray.g_00213
OG0001311	Prbj.g_00604	Pray.g_00196
OG0001312	Prbj.g_01560	Pray.g_00170
OG0001313	Prbj.g_01529	Pray.g_00164
OG0001314	Prbj.g_01164	Pray.g_00680
OG0001315	Prbj.g_01340	Pray.g_00724
OG0001316	Prbj.g_01353	Pray.g_00733
OG0001317	Prbj.g_01896	Pray.g_00851
OG0001318	Prbj.g_02575	Pray.g_01126
OG0001319	Prbj.g_00663	Pray.g_00300
OG0001320	Prbj.g_01847	Pray.g_00575
OG0001321	Prbj.g_01842	Pray.g_00580
OG0001322	Prbj.g_02042	Pray.g_00616
OG0001323	Prbj.g_01220	Pray.g_00118
OG0001325	Prbj.g_00688	Pray.g_00107
OG0001326	Prbj.g_00007	Pray.g_00035
OG0001327	Prbj.g_00671	Pray.g_01845
OG0001328	Prbj.g_01184	Pray.g_01625
OG0001329	Prbj.g_00477	Pray.g_01536
OG0001330	Prbj.g_00426	Pray.g_01502
OG0001331	Prbj.g_01505	Pray.g_01341
OG0001333	Prbj.g_02610	Pray.g_00719
OG0001334	Prbj.g_02145	Pray.g_00957
OG0001337	Prbj.g_02632	Pray.g_00633
OG0001338	Prbj.g_01718	Pray.g_01896
OG0001339	Prbj.g_01734	Pray.g_01865
OG0001340	Prbj.g_02051	Pray.g_01809
OG0001343	Prbj.g_00864	Pray.g_01562
OG0001345	Prbj.g_00409	Pray.g_01310
OG0001347	Prbj.g_01226	Pray.g_01404
OG0001348	Prbj.g_01531	Pray.g_00161
OG0001349	Prbj.g_01558	Pray.g_00171
OG0001351	Prbj.g_01168	Pray.g_00684
OG0001352	Prbj.g_01346	Pray.g_00729
OG0001353	Prbj.g_01369	Pray.g_00741
OG0001354	Prbj.g_01405	Pray.g_00759
OG0001355	Prbj.g_00335	Pray.g_00817
OG0001356	Prbj.g_00826	Pray.g_00856
OG0001357	Prbj.g_00098	Pray.g_00924
OG0001358	Prbj.g_00131	Pray.g_00962
OG0001359	Prbj.g_01624	Pray.g_00976
OG0001361	Prbj.g_02100	Pray.g_01005
OG0001362	Prbj.g_01797	Pray.g_01185
OG0001363	Prbj.g_00269	Pray.g_01060
OG0001365	Prbj.g_02482	Pray.g_00389
OG0001367	Prbj.g_02227	Pray.g_00539
OG0001368	Prbj.g_02210	Pray.g_00559
OG0001371	Prbj.g_02165	Pray.g_00013
OG0001372	Prbj.g_01299	Pray.g_01926
OG0001375	Prbj.g_00460	Pray.g_01522
OG0001376	Prbj.g_00377, Prbj.g_00390	Pray.g_01251
OG0001377	Prbj.g_01288	Pray.g_01373
OG0001378	Prbj.g_02208	Pray.g_00561
OG0001382	Prbj.g_01541	Pray.g_00154
OG0001385	Prbj.g_01395	Pray.g_00752
OG0001389	Prbj.g_01893	Pray.g_00944
OG0001391	Prbj.g_02091	Pray.g_00995
OG0001393	Prbj.g_02109	Pray.g_01010
OG0001404	Prbj.g_02309	Pray.g_00543
OG0001421	Prbj.g_02298	Pray.g_00492
OG0001422	Prbj.g_00194, Prbj.g_02695, Prbj.g_01330, Prbj.g_00726	Pray.g_00002
OG0001425	Prbj.g_00360	Pray.g_00804
OG0001427	Prbj.g_02111	Pray.g_01012
OG0001436	Prbj.g_02174	Pray.g_01611
OG0001438	Prbj.g_02052	Pray.g_01447
OG0001439	Prbj.g_01102, Prbj.g_02711	Pray.g_01751
OG0001441	Prbj.g_02252	Pray.g_00521
OG0001442	Prbj.g_00038	Pray.g_00552
OG0001446	Prbj.g_01986	Pray.g_00312
OG0001448	Prbj.g_02549	Pray.g_01143
OG0001450	Prbj.g_00043	Pray.g_00104
OG0001456	Prbj.g_00690	Pray.g_01599
OG0001458	Prbj.g_01972	Pray.g_01424
OG0001459	Prbj.g_00736	Pray.g_01588
OG0001463	Prbj.g_00045, Prbj.g_00051	Pray.g_00905
OG0001464	Prbj.g_01873	Pray.g_01202
OG0001468	Prbj.g_02473	Pray.g_00380
OG0001476	Prbj.g_01053	Pray.g_01725
OG0001480	Prbj.g_00547	Pray.g_01055, Pray.g_00249
OG0001482	Prbj.g_01457	Pray.g_00798
OG0001484	Prbj.g_02457	Pray.g_00909
OG0001485	Prbj.g_00920	Pray.g_00410
OG0001488	Prbj.g_01979	Pray.g_00593
OG0001489	Prbj.g_01978	Pray.g_00594
OG0001490	Prbj.g_01977	Pray.g_00595
OG0001491	Prbj.g_00764	Pray.g_00601
OG0001492	Prbj.g_00018	Pray.g_00628
OG0001493	Prbj.g_00091	Pray.g_00133
OG0001494	Prbj.g_00309	Pray.g_00047
OG0001496	Prbj.g_01720	Pray.g_01876
OG0001500	Prbj.g_02385	Pray.g_00472
OG0001501	Prbj.g_02554	Pray.g_00307
OG0001505	Prbj.g_02389	Pray.g_00283
OG0001508	Prbj.g_01682	Pray.g_00377
OG0001511	Prbj.g_02022	Pray.g_00421
OG0001512	Prbj.g_02023	Pray.g_00422
OG0001513	Prbj.g_02024	Pray.g_00423
OG0001514	Prbj.g_02025	Pray.g_00424
OG0001515	Prbj.g_02026	Pray.g_00425
OG0001516	Prbj.g_02027	Pray.g_00426
OG0001517	Prbj.g_02028	Pray.g_00427
OG0001518	Prbj.g_02029	Pray.g_00428
OG0001519	Prbj.g_02030	Pray.g_00429
OG0001520	Prbj.g_02031	Pray.g_00430
OG0001521	Prbj.g_02032	Pray.g_00431
OG0001522	Prbj.g_02033	Pray.g_00432
OG0001527	Prbj.g_02626	Pray.g_01620
OG0001540	Prbj.g_01731	Pray.g_00949
OG0001547	Prbj.g_01210	Pray.g_01496
OG0001557	Prbj.g_01316	Pray.g_01615
OG0001605	Prbj.g_01327	Pray.g_00880
OG0001620	Prbj.g_00334	Pray.g_00818
OG0001630	Prbj.g_01257	Pray.g_01795
OG0001632	Prbj.g_00379	Pray.g_00305
OG0001635	Prbj.g_00337	Pray.g_00815
OG0001720	Prbj.g_01254	Pray.g_01807
OG0001850	Prbj.g_00708	Pray.g_01746
OG0001857	Prbj.g_00784	Pray.g_00887
OG0001872	Prbj.g_02465	Pray.g_00901
OG0001873	Prbj.g_02321	Pray.g_00898
OG0001877	Prbj.g_02633	Pray.g_01577
OG0002031	Prbj.g_00193	Pray.g_01943
OG0002126	Prbj.g_01520	Pray.g_01789
OG0002203	Prbj.g_01521	Pray.g_01761
OG0002283	Prbj.g_01398	Pray.g_01849
