Orthogroup	Prbm	Pram
OG0001096	Prbm.g_00842	Pram.g_00836
OG0001097	Prbm.g_00860	Pram.g_00855
OG0001098	Prbm.g_00877	Pram.g_00876
OG0001099	Prbm.g_00914	Pram.g_00717
OG0001100	Prbm.g_00921	Pram.g_00726
OG0001101	Prbm.g_00923	Pram.g_00728
OG0001102	Prbm.g_00926	Pram.g_00731
OG0001103	Prbm.g_00928	Pram.g_00733
OG0001104	Prbm.g_00794	Pram.g_00755
OG0001105	Prbm.g_00798	Pram.g_00759
OG0001106	Prbm.g_00976	Pram.g_00931
OG0001107	Prbm.g_00986	Pram.g_00941
OG0001108	Prbm.g_00990	Pram.g_00945
OG0001109	Prbm.g_00991	Pram.g_00946
OG0001110	Prbm.g_00993	Pram.g_00948
OG0001111	Prbm.g_00994	Pram.g_00949
OG0001112	Prbm.g_00995	Pram.g_00950
OG0001113	Prbm.g_00996	Pram.g_00951
OG0001114	Prbm.g_00997	Pram.g_00952
OG0001115	Prbm.g_00999	Pram.g_00954
OG0001116	Prbm.g_01000	Pram.g_00955
OG0001117	Prbm.g_01001	Pram.g_00956
OG0001118	Prbm.g_01002	Pram.g_00957
OG0001119	Prbm.g_01003	Pram.g_00958
OG0001120	Prbm.g_01004	Pram.g_00959
OG0001122	Prbm.g_01033	Pram.g_00976
OG0001123	Prbm.g_01037	Pram.g_00981
OG0001124	Prbm.g_01039	Pram.g_00983
OG0001125	Prbm.g_01041	Pram.g_00985
OG0001126	Prbm.g_01052	Pram.g_00899
OG0001127	Prbm.g_01053	Pram.g_00898
OG0001128	Prbm.g_01056	Pram.g_00896
OG0001129	Prbm.g_01057	Pram.g_00895
OG0001130	Prbm.g_01058	Pram.g_00894
OG0001131	Prbm.g_00894	Pram.g_00356
OG0001132	Prbm.g_01103	Pram.g_00683
OG0001133	Prbm.g_01079	Pram.g_01469
OG0001134	Prbm.g_01910	Pram.g_01546
OG0001135	Prbm.g_01913	Pram.g_01549
OG0001136	Prbm.g_01552	Pram.g_01143
OG0001137	Prbm.g_01539	Pram.g_01130
OG0001138	Prbm.g_01518	Pram.g_01109
OG0001139	Prbm.g_01516	Pram.g_01107
OG0001140	Prbm.g_01515	Pram.g_01106
OG0001141	Prbm.g_01514	Pram.g_01105
OG0001142	Prbm.g_01513	Pram.g_01104
OG0001143	Prbm.g_01506	Pram.g_01097
OG0001144	Prbm.g_01501	Pram.g_01092
OG0001145	Prbm.g_01603	Pram.g_01222
OG0001146	Prbm.g_01615	Pram.g_01234
OG0001147	Prbm.g_01634	Pram.g_01475
OG0001148	Prbm.g_01662	Pram.g_01466
OG0001149	Prbm.g_01663	Pram.g_01465
OG0001150	Prbm.g_01664	Pram.g_01464
OG0001151	Prbm.g_01675	Pram.g_01452
OG0001152	Prbm.g_01676	Pram.g_01451
OG0001153	Prbm.g_01740	Pram.g_01346
OG0001154	Prbm.g_01741	Pram.g_01345
OG0001155	Prbm.g_01757	Pram.g_01328
OG0001156	Prbm.g_01760	Pram.g_01325
OG0001157	Prbm.g_01761	Pram.g_01324
OG0001158	Prbm.g_01762	Pram.g_01323
OG0001159	Prbm.g_01763	Pram.g_01322
OG0001160	Prbm.g_01789	Pram.g_01296
OG0001161	Prbm.g_01586	Pram.g_01577
OG0001162	Prbm.g_01801	Pram.g_01590
OG0001163	Prbm.g_01833	Pram.g_01624
OG0001164	Prbm.g_01837	Pram.g_01627
OG0001165	Prbm.g_01840	Pram.g_01630
OG0001166	Prbm.g_01858	Pram.g_01651
OG0001167	Prbm.g_01876	Pram.g_01669
OG0001168	Prbm.g_01877	Pram.g_01671
OG0001169	Prbm.g_01879	Pram.g_01673
OG0001170	Prbm.g_01881	Pram.g_01675
OG0001171	Prbm.g_01891	Pram.g_01685
OG0001172	Prbm.g_01952	Pram.g_01700
OG0001173	Prbm.g_01953	Pram.g_01701
OG0001174	Prbm.g_01961	Pram.g_01709
OG0001175	Prbm.g_01962	Pram.g_01710
OG0001176	Prbm.g_01974	Pram.g_01718
OG0001177	Prbm.g_01972	Pram.g_01720
OG0001178	Prbm.g_01345	Pram.g_01637
OG0001179	Prbm.g_02016	Pram.g_01753
OG0001180	Prbm.g_02039	Pram.g_01776
OG0001181	Prbm.g_02043	Pram.g_01780
OG0001182	Prbm.g_02052	Pram.g_01788
OG0001183	Prbm.g_02058	Pram.g_01794
OG0001184	Prbm.g_02074	Pram.g_01812
OG0001185	Prbm.g_02089	Pram.g_01828
OG0001186	Prbm.g_02140	Pram.g_01852
OG0001187	Prbm.g_02145	Pram.g_01855
OG0001188	Prbm.g_02147	Pram.g_01857
OG0001189	Prbm.g_02164	Pram.g_01874
OG0001190	Prbm.g_02169	Pram.g_01879
OG0001191	Prbm.g_02179	Pram.g_01889
OG0001192	Prbm.g_02184	Pram.g_01894
OG0001193	Prbm.g_02197	Pram.g_01907
OG0001194	Prbm.g_02198	Pram.g_01908
OG0001195	Prbm.g_02199	Pram.g_01909
OG0001196	Prbm.g_02219	Pram.g_01926
OG0001197	Prbm.g_02221	Pram.g_01928
OG0001198	Prbm.g_02230	Pram.g_01935
OG0001199	Prbm.g_00131	Pram.g_00059
OG0001200	Prbm.g_00133	Pram.g_00061
OG0001201	Prbm.g_00165	Pram.g_00092
OG0001202	Prbm.g_00259	Pram.g_00184
OG0001203	Prbm.g_00298	Pram.g_00225
OG0001204	Prbm.g_00304	Pram.g_00231
OG0001205	Prbm.g_00455	Pram.g_00380
OG0001206	Prbm.g_00491	Pram.g_00401
OG0001207	Prbm.g_00502	Pram.g_00413
OG0001208	Prbm.g_00508	Pram.g_00418
OG0001209	Prbm.g_00568	Pram.g_00473
OG0001210	Prbm.g_00573	Pram.g_00477
OG0001211	Prbm.g_00583	Pram.g_00487
OG0001212	Prbm.g_00626	Pram.g_00533
OG0001213	Prbm.g_00660	Pram.g_00569
OG0001215	Prbm.g_00727	Pram.g_00781
OG0001216	Prbm.g_00744	Pram.g_00803
OG0001217	Prbm.g_00111	Pram.g_01539
OG0001218	Prbm.g_00785	Pram.g_01196
OG0001219	Prbm.g_00957	Pram.g_00911
OG0001220	Prbm.g_00867	Pram.g_00865
OG0001221	Prbm.g_00941	Pram.g_00745
OG0001222	Prbm.g_00889	Pram.g_00988
OG0001223	Prbm.g_01005	Pram.g_00960
OG0001224	Prbm.g_01060	Pram.g_00892
OG0001225	Prbm.g_01062	Pram.g_00890
OG0001226	Prbm.g_01945	Pram.g_00577
OG0001227	Prbm.g_01085	Pram.g_01188
OG0001228	Prbm.g_01498	Pram.g_01089
OG0001229	Prbm.g_01176	Pram.g_01542
OG0001230	Prbm.g_01701	Pram.g_01388
OG0001231	Prbm.g_00789	Pram.g_00357
OG0001232	Prbm.g_01862	Pram.g_01655
OG0001233	Prbm.g_01882	Pram.g_01676
OG0001234	Prbm.g_01964	Pram.g_01712
OG0001235	Prbm.g_01968	Pram.g_01716
OG0001236	Prbm.g_02071	Pram.g_01809
OG0001237	Prbm.g_02075	Pram.g_01813
OG0001238	Prbm.g_02180	Pram.g_01890
OG0001239	Prbm.g_00128	Pram.g_00056
OG0001240	Prbm.g_00150	Pram.g_00077
OG0001241	Prbm.g_00159	Pram.g_00086
OG0001242	Prbm.g_00178	Pram.g_00105
OG0001243	Prbm.g_00185	Pram.g_00112
OG0001244	Prbm.g_00201	Pram.g_00127
OG0001245	Prbm.g_01353	Pram.g_01177
OG0001246	Prbm.g_00538	Pram.g_00680
OG0001247	Prbm.g_00719	Pram.g_00774
OG0001248	Prbm.g_00722	Pram.g_00776
OG0001249	Prbm.g_00395	Pram.g_00325
OG0001251	Prbm.g_01937	Pram.g_00714
OG0001252	Prbm.g_01055	Pram.g_00897
OG0001253	Prbm.g_01806	Pram.g_00579
OG0001254	Prbm.g_01912	Pram.g_01548
OG0001255	Prbm.g_01566	Pram.g_01157
OG0001256	Prbm.g_01797	Pram.g_01289
OG0001258	Prbm.g_01838	Pram.g_01628
OG0001259	Prbm.g_01880	Pram.g_01674
OG0001261	Prbm.g_02024	Pram.g_01761
OG0001262	Prbm.g_02162	Pram.g_01872
OG0001263	Prbm.g_00188	Pram.g_00114
OG0001269	Prbm.g_00866	Pram.g_00864
OG0001273	Prbm.g_00662	Pram.g_01079
OG0001279	Prbm.g_01171	Pram.g_01253
OG0001280	Prbm.g_01610	Pram.g_01229
OG0001282	Prbm.g_01661	Pram.g_01467
OG0001283	Prbm.g_02215	Pram.g_01922
OG0001284	Prbm.g_01783	Pram.g_01302
OG0001285	Prbm.g_01865	Pram.g_01658
OG0001286	Prbm.g_02037	Pram.g_01774
OG0001287	Prbm.g_02096	Pram.g_01835
OG0001288	Prbm.g_02106	Pram.g_01845
OG0001289	Prbm.g_00144	Pram.g_00071
OG0001290	Prbm.g_00158	Pram.g_00085
OG0001296	Prbm.g_00543	Pram.g_00446
OG0001297	Prbm.g_00548	Pram.g_00451
OG0001299	Prbm.g_00698	Pram.g_01043
OG0001300	Prbm.g_00731	Pram.g_00785
OG0001301	Prbm.g_00733	Pram.g_00790
OG0001302	Prbm.g_00955	Pram.g_00908
OG0001304	Prbm.g_01046	Pram.g_00993
OG0001305	Prbm.g_00884	Pram.g_00884
OG0001306	Prbm.g_01564	Pram.g_01155
OG0001307	Prbm.g_01594, Prbm.g_01631	Pram.g_01477
OG0001308	Prbm.g_01720	Pram.g_01368
OG0001309	Prbm.g_00552	Pram.g_01272
OG0001310	Prbm.g_01852	Pram.g_01645
OG0001311	Prbm.g_01038	Pram.g_00982
OG0001312	Prbm.g_00966	Pram.g_00920
OG0001314	Prbm.g_01169	Pram.g_00622, Pram.g_00647
OG0001315	Prbm.g_02056	Pram.g_01553
OG0001316	Prbm.g_00199	Pram.g_00126
OG0001317	Prbm.g_00294	Pram.g_00221
OG0001318	Prbm.g_00316	Pram.g_00245
OG0001320	Prbm.g_01415	Pram.g_00662
OG0001321	Prbm.g_00461	Pram.g_00386
OG0001322	Prbm.g_00462	Pram.g_00387
OG0001324	Prbm.g_00732	Pram.g_00786
OG0001325	Prbm.g_00747	Pram.g_01025
OG0001327	Prbm.g_00918	Pram.g_00723
OG0001328	Prbm.g_00937	Pram.g_01214
OG0001329	Prbm.g_01805	Pram.g_01598
OG0001330	Prbm.g_01604	Pram.g_01276
OG0001331	Prbm.g_01666	Pram.g_01462
OG0001332	Prbm.g_01755	Pram.g_01331
OG0001334	Prbm.g_02061	Pram.g_01797
OG0001335	Prbm.g_02062	Pram.g_01798
OG0001336	Prbm.g_02216	Pram.g_01923
OG0001337	Prbm.g_00387	Pram.g_00320
OG0001339	Prbm.g_00161	Pram.g_00088
OG0001340	Prbm.g_00388	Pram.g_00321
OG0001341	Prbm.g_00091	Pram.g_01533
OG0001342	Prbm.g_01262, Prbm.g_01017, Prbm.g_01016	Pram.g_01544
OG0001342	Prbm.g_01091	Pram.g_00644
OG0001343	Prbm.g_00909	Pram.g_00711
OG0001344	Prbm.g_01544	Pram.g_01135
OG0001346	Prbm.g_01612	Pram.g_01231
OG0001348	Prbm.g_01122	Pram.g_01526
OG0001350	Prbm.g_00297	Pram.g_00224
OG0001351	Prbm.g_00481	Pram.g_00394
OG0001352	Prbm.g_00714	Pram.g_00770
OG0001354	Prbm.g_00998	Pram.g_00953
OG0001355	Prbm.g_01804	Pram.g_01003
OG0001357	Prbm.g_00463	Pram.g_01207
OG0001359	Prbm.g_00910	Pram.g_00712
OG0001362	Prbm.g_01724	Pram.g_01364
OG0001363	Prbm.g_00487	Pram.g_01362
OG0001365	Prbm.g_02173	Pram.g_01883
OG0001368	Prbm.g_01187, Prbm.g_01168	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001369	Prbm.g_00149	Pram.g_00076
OG0001371	Prbm.g_00713	Pram.g_00769
OG0001372	Prbm.g_00047	Pram.g_01517
OG0001375	Prbm.g_00908	Pram.g_00710
OG0001380	Prbm.g_01573	Pram.g_01198
OG0001381	Prbm.g_01658	Pram.g_01165
OG0001394	Prbm.g_00945	Pram.g_00749
OG0001397	Prbm.g_01725	Pram.g_01363
OG0001398	Prbm.g_00761	Pram.g_01256
OG0001401	Prbm.g_01225, Prbm.g_00851	Pram.g_00846
OG0001402	Prbm.g_00655	Pram.g_00563
OG0001403	Prbm.g_00030	Pram.g_00017
OG0001404	Prbm.g_00125	Pram.g_00053
OG0001405	Prbm.g_00381	Pram.g_00314
OG0001407	Prbm.g_00900	Pram.g_01202
OG0001409	Prbm.g_01540	Pram.g_01131
OG0001410	Prbm.g_01632	Pram.g_01476
OG0001414	Prbm.g_00288	Pram.g_00216
OG0001415	Prbm.g_00290	Pram.g_00218
OG0001418	Prbm.g_00720	Pram.g_00775
OG0001421	Prbm.g_01798	Pram.g_01288
OG0001424	Prbm.g_01482	Pram.g_00681
OG0001425	Prbm.g_02183	Pram.g_01893
OG0001429	Prbm.g_00958	Pram.g_00912
OG0001430	Prbm.g_00898	Pram.g_01197
OG0001431	Prbm.g_01181	Pram.g_00629, Pram.g_01186
OG0001435	Prbm.g_00925	Pram.g_00730
OG0001437	Prbm.g_00289	Pram.g_00217
OG0001440	Prbm.g_01351	Pram.g_01587
OG0001441	Prbm.g_00555	Pram.g_00459
OG0001443	Prbm.g_01919	Pram.g_01543
OG0001446	Prbm.g_00136	Pram.g_01536
OG0001450	Prbm.g_00724	Pram.g_00778
OG0001451	Prbm.g_00878	Pram.g_00877
OG0001453	Prbm.g_01008	Pram.g_01487
OG0001455	Prbm.g_00048	Pram.g_01191
OG0001460	Prbm.g_01431, Prbm.g_01147	Pram.g_01623
OG0001461	Prbm.g_00071	Pram.g_01575
OG0001463	Prbm.g_00343	Pram.g_00275
OG0001464	Prbm.g_00768	Pram.g_00322
OG0001466	Prbm.g_01186	Pram.g_00631
OG0001467	Prbm.g_00117	Pram.g_01470
OG0001468	Prbm.g_00907	Pram.g_00702
OG0001476	Prbm.g_01541	Pram.g_01132
OG0001477	Prbm.g_01829	Pram.g_01521
OG0001481	Prbm.g_01071	Pram.g_01213
OG0001483	Prbm.g_00434, Prbm.g_01118, Prbm.g_01230, Prbm.g_01383, Prbm.g_01809, Prbm.g_01405	Pram.g_01510
OG0001484	Prbm.g_01315	Pram.g_01277
OG0001485	Prbm.g_01182	Pram.g_01554
OG0001486	Prbm.g_01551	Pram.g_01142
OG0001487	Prbm.g_01748	Pram.g_01338
OG0001488	Prbm.g_01535	Pram.g_01126
OG0001489	Prbm.g_02049	Pram.g_01785
OG0001490	Prbm.g_00063, Prbm.g_01170	Pram.g_01588
OG0001491	Prbm.g_00950	Pram.g_00905
OG0001495	Prbm.g_01971	Pram.g_01721
OG0001496	Prbm.g_01831	Pram.g_01519
OG0001497	Prbm.g_01830	Pram.g_01520
OG0001498	Prbm.g_00424	Pram.g_00353
OG0001500	Prbm.g_00321	Pram.g_00251
OG0001501	Prbm.g_01326	Pram.g_00720
OG0001503	Prbm.g_01123	Pram.g_00690
OG0001506	Prbm.g_01752	Pram.g_01333
OG0001510	Prbm.g_02100	Pram.g_01839
OG0001511	Prbm.g_00169	Pram.g_00096
OG0001512	Prbm.g_01824	Pram.g_01192
OG0001514	Prbm.g_01832	Pram.g_01518
OG0001515	Prbm.g_00729	Pram.g_00783
OG0001516	Prbm.g_00695	Pram.g_01046
OG0001517	Prbm.g_00401	Pram.g_00329
OG0001518	Prbm.g_02182	Pram.g_01892
OG0001519	Prbm.g_02187	Pram.g_01897
OG0001521	Prbm.g_01023, Prbm.g_01479	Pram.g_00903
OG0001522	Prbm.g_00847	Pram.g_00842
OG0001523	Prbm.g_01915	Pram.g_01551
OG0001524	Prbm.g_01916	Pram.g_01552
OG0001526	Prbm.g_00952	Pram.g_00041
OG0001529	Prbm.g_00050	Pram.g_00025
OG0001530	Prbm.g_00168	Pram.g_00095
OG0001531	Prbm.g_00299	Pram.g_00226
OG0001532	Prbm.g_01517	Pram.g_01108
OG0001534	Prbm.g_01047	Pram.g_00994
OG0001535	Prbm.g_01036	Pram.g_00979
OG0001536	Prbm.g_00984	Pram.g_00939
OG0001537	Prbm.g_00942	Pram.g_00746
OG0001538	Prbm.g_00819	Pram.g_00814
OG0001539	Prbm.g_00920	Pram.g_00725
OG0001540	Prbm.g_00190	Pram.g_00116
OG0001541	Prbm.g_00239	Pram.g_00164
OG0001542	Prbm.g_00245	Pram.g_00170
OG0001543	Prbm.g_00892	Pram.g_01538
OG0001544	Prbm.g_02186	Pram.g_01896
OG0001545	Prbm.g_02206	Pram.g_01912
OG0001549	Prbm.g_00876	Pram.g_00875
OG0001552	Prbm.g_01918	Pram.g_01286
OG0001559	Prbm.g_00167	Pram.g_00094
OG0001560	Prbm.g_00157	Pram.g_00084
OG0001561	Prbm.g_01040	Pram.g_00984
OG0001563	Prbm.g_02032	Pram.g_01769
OG0001566	Prbm.g_00710	Pram.g_00766
OG0001569	Prbm.g_01311	Pram.g_00625
OG0001571	Prbm.g_01388	Pram.g_00648
OG0001575	Prbm.g_00598	Pram.g_00504
OG0001576	Prbm.g_01623	Pram.g_01243
OG0001579	Prbm.g_00385	Pram.g_00318
OG0001581	Prbm.g_01098	Pram.g_01246
OG0001584	Prbm.g_00804	Pram.g_01032
OG0001589	Prbm.g_01884	Pram.g_01678
OG0001591	Prbm.g_00705	Pram.g_00762
OG0001595	Prbm.g_00124	Pram.g_00051
OG0001596	Prbm.g_00132	Pram.g_00060
OG0001597	Prbm.g_01749	Pram.g_01337
OG0001598	Prbm.g_01067	Pram.g_00788
OG0001599	Prbm.g_00489	Pram.g_00399
OG0001600	Prbm.g_00545	Pram.g_00448
OG0001601	Prbm.g_00708	Pram.g_00764
OG0001603	Prbm.g_00954	Pram.g_00907
OG0001604	Prbm.g_00938	Pram.g_00742
OG0001606	Prbm.g_01135	Pram.g_00698
OG0001607	Prbm.g_01196	Pram.g_01509
OG0001608	Prbm.g_01112	Pram.g_00996
OG0001609	Prbm.g_01750	Pram.g_01335
OG0001610	Prbm.g_01754	Pram.g_01332
OG0001611	Prbm.g_01137	Pram.g_01563
OG0001612	Prbm.g_00431, Prbm.g_01435	Pram.g_01594
OG0001613	Prbm.g_02055	Pram.g_01792
OG0001629	Prbm.g_01155	Pram.g_00660
OG0001630	Prbm.g_00915	Pram.g_00718
OG0001631	Prbm.g_00770	Pram.g_00650
OG0001634	Prbm.g_00701	Pram.g_01040
OG0001642	Prbm.g_01643	Pram.g_00863
OG0001644	Prbm.g_00757	Pram.g_01015
OG0001649	Prbm.g_00899	Pram.g_00695
OG0001656	Prbm.g_00384	Pram.g_00317
OG0001659	Prbm.g_01521	Pram.g_01264
OG0001661	Prbm.g_01108	Pram.g_00637
OG0001662	Prbm.g_01286	Pram.g_01508
OG0001663	Prbm.g_01567	Pram.g_01158
OG0001664	Prbm.g_01655	Pram.g_01210
OG0001665	Prbm.g_01657	Pram.g_01166
OG0001676	Prbm.g_00386	Pram.g_00319
OG0001691	Prbm.g_01050	Pram.g_00902
OG0001696	Prbm.g_00879	Pram.g_00878
OG0001697	Prbm.g_00953	Pram.g_00906
OG0001699	Prbm.g_00486	Pram.g_00362
OG0001706	Prbm.g_01347	Pram.g_00641
OG0001708	Prbm.g_01568	Pram.g_01159
OG0001713	Prbm.g_01128	Pram.g_01217
OG0001722	Prbm.g_00913	Pram.g_00716
OG0001725	Prbm.g_01285	Pram.g_00628
OG0001727	Prbm.g_01250	Pram.g_00682, Pram.g_01562
OG0001743	Prbm.g_01380	Pram.g_01515
OG0001746	Prbm.g_01184	Pram.g_01257
OG0001758	Prbm.g_01903	Pram.g_01615
OG0001770	Prbm.g_01904	Pram.g_01612
OG0001778	Prbm.g_01628	Pram.g_00666
OG0001782	Prbm.g_00531, Prbm.g_01288	Pram.g_01497
OG0001793	Prbm.g_01360	Pram.g_00646, Pram.g_00623
OG0001802	Prbm.g_02054	Pram.g_00657, Pram.g_01194
OG0001875	Prbm.g_01902	Pram.g_01614
OG0001876	Prbm.g_01901	Pram.g_01613
OG0001916	Prbm.g_00521	Pram.g_00432
OG0001955	Prbm.g_00098	Pram.g_01541
OG0001956	Prbm.g_00872	Pram.g_00871
OG0001963	Prbm.g_01976	Pram.g_01273
OG0001977	Prbm.g_02193	Pram.g_01903
OG0002036	Prbm.g_01320	Pram.g_01280
OG0002052	Prbm.g_00890	Pram.g_00989
OG0002062	Prbm.g_01342	Pram.g_00630
OG0002097	Prbm.g_02130	Pram.g_01431
OG0002164	Prbm.g_01078	Pram.g_00708
OG0002165	Prbm.g_00115	Pram.g_00701
OG0002176	Prbm.g_01177	Pram.g_00676
OG0002177	Prbm.g_01487	Pram.g_00574
OG0002232	Prbm.g_00718	Pram.g_00773
OG0002240	Prbm.g_00180	Pram.g_00107
OG0002273	Prbm.g_01194	Pram.g_01555
OG0002274	Prbm.g_02129	Pram.g_01430
OG0002282	Prbm.g_00902	Pram.g_01285
OG0002283	Prbm.g_01269	Pram.g_01525
OG0002284	Prbm.g_01589	Pram.g_00643
OG0002293	Prbm.g_01073	Pram.g_00639
OG0002294	Prbm.g_00107, Prbm.g_01069	Pram.g_00709
OG0002325	Prbm.g_01319	Pram.g_00626
OG0002344	Prbm.g_00418	Pram.g_00348
OG0002345	Prbm.g_01364	Pram.g_01591
OG0002346	Prbm.g_01654	Pram.g_01167
OG0002347	Prbm.g_01868	Pram.g_01661
OG0002392	Prbm.g_01133, Prbm.g_00100, Prbm.g_01329	Pram.g_01181
OG0002423	Prbm.g_01378	Pram.g_01259
OG0002453	Prbm.g_01318	Pram.g_01568
OG0002455	Prbm.g_01821	Pram.g_01528
OG0002456	Prbm.g_02066	Pram.g_01803
OG0002499	Prbm.g_01296	Pram.g_01269
OG0002501	Prbm.g_00103	Pram.g_01572
OG0002502	Prbm.g_00110	Pram.g_00703
OG0002503	Prbm.g_00493	Pram.g_00403
OG0002504	Prbm.g_00741	Pram.g_00800
OG0002505	Prbm.g_00880	Pram.g_01260
OG0002508	Prbm.g_01139	Pram.g_00664
OG0002509	Prbm.g_01343	Pram.g_00654
OG0002510	Prbm.g_01349	Pram.g_00686
OG0002511	Prbm.g_01371	Pram.g_00272
OG0002512	Prbm.g_01486	Pram.g_00575
OG0002513	Prbm.g_01580	Pram.g_01172
OG0002514	Prbm.g_01788	Pram.g_01297
OG0002515	Prbm.g_01914	Pram.g_01550
OG0002516	Prbm.g_01943	Pram.g_01171
OG0002517	Prbm.g_01977	Pram.g_01267
OG0002559	Prbm.g_01452	Pram.g_00592
OG0002582	Prbm.g_02120	Pram.g_01492
OG0002584	Prbm.g_00109	Pram.g_00997
OG0002586	Prbm.g_01651	Pram.g_00767
OG0002587	Prbm.g_01941	Pram.g_01619
OG0002656	Prbm.g_01138	Pram.g_01211
OG0002657	Prbm.g_01341	Pram.g_00798
OG0002658	Prbm.g_01572	Pram.g_01163
OG0002660	Prbm.g_01827	Pram.g_01195
OG0002661	Prbm.g_00464	Pram.g_01203
OG0002664	Prbm.g_01449	Pram.g_00617
OG0002719	Prbm.g_01125	Pram.g_01570
OG0002816	Prbm.g_01394, Prbm.g_01455, Prbm.g_01418	Pram.g_01565
OG0002818	Prbm.g_01575	Pram.g_00699
OG0002832	Prbm.g_00470, Prbm.g_00090	Pram.g_01540
OG0003069	Prbm.g_01344	Pram.g_01506
OG0003167	Prbm.g_01635	Pram.g_01473
OG0003226	Prbm.g_00771	Pram.g_01952
OG0003227	Prbm.g_01457, Prbm.g_00774	Pram.g_01560
OG0003229	Prbm.g_01179	Pram.g_01504
OG0003230	Prbm.g_01197	Pram.g_00674
OG0003411	Prbm.g_00780	Pram.g_00672
OG0003412	Prbm.g_00901	Pram.g_01252
OG0003414	Prbm.g_01093	Pram.g_00580
OG0003807	Prbm.g_01393, Prbm.g_01417	Pram.g_00640
