Orthogroup	Prbm	Syal
OG0001113	Prbm.g_00996	Syal.g_02244
OG0001114	Prbm.g_00997	Syal.g_01976
OG0001115	Prbm.g_00999	Syal.g_01972
OG0001116	Prbm.g_01000	Syal.g_01970
OG0001117	Prbm.g_01001	Syal.g_01969
OG0001118	Prbm.g_01002	Syal.g_01968
OG0001119	Prbm.g_01003	Syal.g_01966
OG0001120	Prbm.g_01004	Syal.g_01962
OG0001121	Prbm.g_01648	Syal.g_02960
OG0001122	Prbm.g_01033	Syal.g_01921
OG0001123	Prbm.g_01037	Syal.g_01913
OG0001124	Prbm.g_01039	Syal.g_01911
OG0001125	Prbm.g_01041	Syal.g_01909
OG0001126	Prbm.g_01052	Syal.g_01837
OG0001127	Prbm.g_01053	Syal.g_01836
OG0001128	Prbm.g_01056	Syal.g_01833
OG0001129	Prbm.g_01057	Syal.g_01831
OG0001130	Prbm.g_01058	Syal.g_01830
OG0001131	Prbm.g_00894	Syal.g_02260
OG0001132	Prbm.g_01103	Syal.g_02553
OG0001133	Prbm.g_01079	Syal.g_02710
OG0001134	Prbm.g_01910	Syal.g_02506
OG0001135	Prbm.g_01913	Syal.g_02505
OG0001136	Prbm.g_01552	Syal.g_01650
OG0001137	Prbm.g_01539	Syal.g_01673
OG0001138	Prbm.g_01518	Syal.g_01709
OG0001139	Prbm.g_01516	Syal.g_01711
OG0001140	Prbm.g_01515	Syal.g_01712
OG0001141	Prbm.g_01514	Syal.g_01713
OG0001142	Prbm.g_01513	Syal.g_01714
OG0001143	Prbm.g_01506	Syal.g_01722
OG0001144	Prbm.g_01501	Syal.g_01736
OG0001145	Prbm.g_01603	Syal.g_01614
OG0001146	Prbm.g_01615	Syal.g_01593
OG0001147	Prbm.g_01634	Syal.g_00458
OG0001148	Prbm.g_01662	Syal.g_02886
OG0001149	Prbm.g_01663	Syal.g_02885
OG0001150	Prbm.g_01664	Syal.g_02884
OG0001151	Prbm.g_01675	Syal.g_02872
OG0001152	Prbm.g_01676	Syal.g_02871
OG0001153	Prbm.g_01740	Syal.g_00421
OG0001154	Prbm.g_01741	Syal.g_00422
OG0001155	Prbm.g_01757	Syal.g_02969
OG0001156	Prbm.g_01760	Syal.g_02972
OG0001157	Prbm.g_01761	Syal.g_02973
OG0001158	Prbm.g_01762	Syal.g_02974
OG0001159	Prbm.g_01763	Syal.g_02975
OG0001160	Prbm.g_01789	Syal.g_00564
OG0001161	Prbm.g_01586	Syal.g_01104
OG0001162	Prbm.g_01801	Syal.g_01577
OG0001163	Prbm.g_01833	Syal.g_00573
OG0001164	Prbm.g_01837	Syal.g_00579
OG0001165	Prbm.g_01840	Syal.g_00584
OG0001166	Prbm.g_01858	Syal.g_00613
OG0001167	Prbm.g_01876	Syal.g_00638
OG0001168	Prbm.g_01877	Syal.g_00640
OG0001169	Prbm.g_01879	Syal.g_00642
OG0001170	Prbm.g_01881	Syal.g_00644
OG0001172	Prbm.g_01952	Syal.g_00198
OG0001173	Prbm.g_01953	Syal.g_00199
OG0001174	Prbm.g_01961	Syal.g_00207
OG0001175	Prbm.g_01962	Syal.g_00208
OG0001176	Prbm.g_01974	Syal.g_00226
OG0001177	Prbm.g_01972	Syal.g_00224
OG0001178	Prbm.g_01345	Syal.g_00592
OG0001179	Prbm.g_02016	Syal.g_00256
OG0001180	Prbm.g_02039	Syal.g_00282
OG0001182	Prbm.g_02052	Syal.g_00295
OG0001183	Prbm.g_02058	Syal.g_00302
OG0001184	Prbm.g_02074	Syal.g_01359
OG0001185	Prbm.g_02089	Syal.g_01453
OG0001186	Prbm.g_02140	Syal.g_00179
OG0001187	Prbm.g_02145	Syal.g_00175
OG0001188	Prbm.g_02147	Syal.g_00172
OG0001189	Prbm.g_02164	Syal.g_00152
OG0001190	Prbm.g_02169	Syal.g_01067
OG0001191	Prbm.g_02179	Syal.g_01083
OG0001192	Prbm.g_02184	Syal.g_01090
OG0001193	Prbm.g_02197	Syal.g_01128
OG0001194	Prbm.g_02198	Syal.g_01130
OG0001195	Prbm.g_02199	Syal.g_01131
OG0001196	Prbm.g_02219	Syal.g_00078
OG0001197	Prbm.g_02221	Syal.g_00080
OG0001198	Prbm.g_02230	Syal.g_00093
OG0001199	Prbm.g_00131	Syal.g_00757
OG0001200	Prbm.g_00133	Syal.g_00759
OG0001201	Prbm.g_00165	Syal.g_00821
OG0001202	Prbm.g_00259	Syal.g_00956
OG0001203	Prbm.g_00298	Syal.g_00683
OG0001204	Prbm.g_00304	Syal.g_01201
OG0001205	Prbm.g_00455	Syal.g_00515
OG0001206	Prbm.g_00491	Syal.g_00490
OG0001207	Prbm.g_00502	Syal.g_02889
OG0001208	Prbm.g_00508	Syal.g_02899
OG0001209	Prbm.g_00568	Syal.g_02835
OG0001210	Prbm.g_00573	Syal.g_02827
OG0001211	Prbm.g_00583	Syal.g_02811
OG0001212	Prbm.g_00626	Syal.g_02754
OG0001213	Prbm.g_00660	Syal.g_02701
OG0001214	Prbm.g_00668	Syal.g_02634
OG0001215	Prbm.g_00727	Syal.g_01786
OG0001216	Prbm.g_00744	Syal.g_01861
OG0001217	Prbm.g_00111	Syal.g_02067
OG0001218	Prbm.g_00785	Syal.g_00429
OG0001219	Prbm.g_00957	Syal.g_02036
OG0001220	Prbm.g_00867	Syal.g_02494
OG0001221	Prbm.g_00941	Syal.g_02258
OG0001222	Prbm.g_00889	Syal.g_02006
OG0001223	Prbm.g_01005	Syal.g_01960
OG0001224	Prbm.g_01060	Syal.g_01827
OG0001225	Prbm.g_01062	Syal.g_01825
OG0001226	Prbm.g_01945	Syal.g_00767
OG0001227	Prbm.g_01085	Syal.g_01575
OG0001228	Prbm.g_01498	Syal.g_02451
OG0001229	Prbm.g_01176	Syal.g_01801
OG0001230	Prbm.g_01701	Syal.g_00029
OG0001231	Prbm.g_00789	Syal.g_00114
OG0001232	Prbm.g_01862	Syal.g_00622
OG0001233	Prbm.g_01882	Syal.g_00645
OG0001234	Prbm.g_01964	Syal.g_00212
OG0001236	Prbm.g_02071	Syal.g_01352
OG0001237	Prbm.g_02075	Syal.g_01362
OG0001238	Prbm.g_02180	Syal.g_01085
OG0001239	Prbm.g_00128	Syal.g_00754
OG0001240	Prbm.g_00150	Syal.g_00804
OG0001241	Prbm.g_00159	Syal.g_00814
OG0001242	Prbm.g_00178	Syal.g_00844
OG0001243	Prbm.g_00185	Syal.g_00852
OG0001244	Prbm.g_00201	Syal.g_00882
OG0001245	Prbm.g_01353	Syal.g_02522
OG0001246	Prbm.g_00538	Syal.g_02927
OG0001247	Prbm.g_00719	Syal.g_01126
OG0001248	Prbm.g_00722	Syal.g_01778
OG0001249	Prbm.g_00395	Syal.g_00337
OG0001251	Prbm.g_01937	Syal.g_02576
OG0001252	Prbm.g_01055	Syal.g_01834
OG0001253	Prbm.g_01806	Syal.g_02521
OG0001254	Prbm.g_01912	Syal.g_02507
OG0001255	Prbm.g_01566	Syal.g_02609
OG0001256	Prbm.g_01797	Syal.g_00571
OG0001257	Prbm.g_01802	Syal.g_02262
OG0001258	Prbm.g_01838	Syal.g_00582
OG0001259	Prbm.g_01880	Syal.g_00643
OG0001260	Prbm.g_01897	Syal.g_00665
OG0001261	Prbm.g_02024	Syal.g_00265
OG0001262	Prbm.g_02162	Syal.g_00154
OG0001263	Prbm.g_00188	Syal.g_00856
OG0001269	Prbm.g_00866	Syal.g_02116, Syal.g_02567
OG0001273	Prbm.g_00662	Syal.g_02641
OG0001277	Prbm.g_02207	Syal.g_02963
OG0001279	Prbm.g_01171	Syal.g_02565
OG0001280	Prbm.g_01610	Syal.g_01604
OG0001282	Prbm.g_01661	Syal.g_02887
OG0001283	Prbm.g_02215	Syal.g_01179
OG0001284	Prbm.g_01783	Syal.g_03007
OG0001285	Prbm.g_01865	Syal.g_00625
OG0001286	Prbm.g_02037	Syal.g_00280
OG0001287	Prbm.g_02096	Syal.g_01461
OG0001288	Prbm.g_02106	Syal.g_01513
OG0001289	Prbm.g_00144	Syal.g_00781
OG0001290	Prbm.g_00158	Syal.g_00813
OG0001294	Prbm.g_01584, Prbm.g_01649	Syal.g_02207
OG0001295	Prbm.g_01574	Syal.g_01828
OG0001296	Prbm.g_00543	Syal.g_02933
OG0001299	Prbm.g_00698	Syal.g_02200
OG0001300	Prbm.g_00731	Syal.g_01795
OG0001301	Prbm.g_00733	Syal.g_01941, Syal.g_01810
OG0001302	Prbm.g_00955	Syal.g_02607
OG0001303	Prbm.g_01273	Syal.g_02033
OG0001304	Prbm.g_01046	Syal.g_01899
OG0001305	Prbm.g_00884	Syal.g_01817
OG0001306	Prbm.g_01564	Syal.g_01626
OG0001307	Prbm.g_01594	Syal.g_02195
OG0001308	Prbm.g_01720	Syal.g_00392
OG0001309	Prbm.g_00552	Syal.g_02943
OG0001310	Prbm.g_01852	Syal.g_00605
OG0001311	Prbm.g_01038	Syal.g_01912
OG0001312	Prbm.g_00966	Syal.g_02024
OG0001315	Prbm.g_02056	Syal.g_00300
OG0001316	Prbm.g_00199	Syal.g_00872
OG0001317	Prbm.g_00294	Syal.g_00687
OG0001318	Prbm.g_00316	Syal.g_01228
OG0001321	Prbm.g_00461	Syal.g_00508
OG0001322	Prbm.g_00462	Syal.g_00507
OG0001324	Prbm.g_00732	Syal.g_01796
OG0001325	Prbm.g_00747	Syal.g_01865
OG0001326	Prbm.g_01929	Syal.g_02405, Syal.g_01138
OG0001327	Prbm.g_00918	Syal.g_02296
OG0001328	Prbm.g_00937	Syal.g_02266
OG0001329	Prbm.g_01805	Syal.g_01188
OG0001330	Prbm.g_01604	Syal.g_01611
OG0001332	Prbm.g_01755	Syal.g_02965
OG0001334	Prbm.g_02061	Syal.g_00311
OG0001335	Prbm.g_02062	Syal.g_00312
OG0001336	Prbm.g_02216	Syal.g_01180
OG0001337	Prbm.g_00387	Syal.g_00308, Syal.g_00327
OG0001339	Prbm.g_00161	Syal.g_00816
OG0001340	Prbm.g_00388	Syal.g_00328
OG0001341	Prbm.g_00091	Syal.g_02538
OG0001343	Prbm.g_00909	Syal.g_01190
OG0001344	Prbm.g_01544	Syal.g_01658
OG0001345	Prbm.g_01528	Syal.g_01694
OG0001346	Prbm.g_01612	Syal.g_01600
OG0001347	Prbm.g_02118	Syal.g_01531
OG0001348	Prbm.g_01122	Syal.g_01849
OG0001351	Prbm.g_00481	Syal.g_00501
OG0001354	Prbm.g_00998	Syal.g_01973
OG0001357	Prbm.g_00463	Syal.g_00433, Syal.g_02584
OG0001359	Prbm.g_00910	Syal.g_01189
OG0001360	Prbm.g_01526	Syal.g_01696
OG0001362	Prbm.g_01724	Syal.g_00397
OG0001363	Prbm.g_00487	Syal.g_00399
OG0001365	Prbm.g_02173	Syal.g_01072
OG0001366	Prbm.g_01684	Syal.g_00616
OG0001368	Prbm.g_01187, Prbm.g_01168	Syal.g_01200
OG0001369	Prbm.g_00149	Syal.g_00803
OG0001373	Prbm.g_01928	Syal.g_01137
OG0001374	Prbm.g_01936	Syal.g_01145
OG0001375	Prbm.g_00908	Syal.g_01191
OG0001376	Prbm.g_00896	Syal.g_01095
OG0001377	Prbm.g_00897	Syal.g_01094
OG0001378	Prbm.g_00443	Syal.g_00529
OG0001385	Prbm.g_01925	Syal.g_01134
OG0001386	Prbm.g_01926	Syal.g_01135
OG0001387	Prbm.g_01927	Syal.g_01136
OG0001388	Prbm.g_01930	Syal.g_01139
OG0001389	Prbm.g_01931	Syal.g_01140
OG0001390	Prbm.g_01932	Syal.g_01141
OG0001391	Prbm.g_01933	Syal.g_01142
OG0001392	Prbm.g_01934	Syal.g_01143
OG0001393	Prbm.g_01935	Syal.g_01144
OG0001394	Prbm.g_00945	Syal.g_02250
OG0001395	Prbm.g_01049	Syal.g_00001, Syal.g_02432
OG0001396	Prbm.g_02119	Syal.g_01532
OG0001397	Prbm.g_01725	Syal.g_00398
OG0001398	Prbm.g_00761	Syal.g_00774
OG0001399	Prbm.g_00080	Syal.g_00434
OG0001401	Prbm.g_01225, Prbm.g_00851	Syal.g_02463
OG0001402	Prbm.g_00655	Syal.g_02711
OG0001404	Prbm.g_00125	Syal.g_00750
OG0001405	Prbm.g_00381	Syal.g_00314
OG0001406	Prbm.g_00895	Syal.g_01096
OG0001407	Prbm.g_00900	Syal.g_01774
OG0001408	Prbm.g_00104	Syal.g_02589
OG0001409	Prbm.g_01540	Syal.g_01671
OG0001410	Prbm.g_01632	Syal.g_02194
OG0001413	Prbm.g_00790	Syal.g_02570
OG0001417	Prbm.g_01583	Syal.g_01974
OG0001419	Prbm.g_00781	Syal.g_01775
OG0001420	Prbm.g_01159	Syal.g_02955
OG0001425	Prbm.g_02183	Syal.g_01089
OG0001428	Prbm.g_00231	Syal.g_00915
OG0001430	Prbm.g_00898	Syal.g_01055
OG0001432	Prbm.g_01027	Syal.g_02578
OG0001433	Prbm.g_01146, Prbm.g_01432	Syal.g_02212
OG0001434	Prbm.g_00949	Syal.g_02245
OG0001435	Prbm.g_00925	Syal.g_02290
OG0001439	Prbm.g_00363	Syal.g_01306
OG0001442	Prbm.g_01690	Syal.g_02234
OG0001443	Prbm.g_01919	Syal.g_01101
OG0001445	Prbm.g_01264, Prbm.g_00074, Prbm.g_00073, Prbm.g_00473, Prbm.g_00474, Prbm.g_01462, Prbm.g_00475, Prbm.g_00476, Prbm.g_01280, Prbm.g_01596, Prbm.g_02132	Syal.g_01467
OG0001447	Prbm.g_00186	Syal.g_00853
OG0001454	Prbm.g_01346	Syal.g_02566
OG0001456	Prbm.g_01592	Syal.g_01146
OG0001457	Prbm.g_01591	Syal.g_01147
OG0001458	Prbm.g_01590	Syal.g_01148
OG0001459	Prbm.g_01438	Syal.g_01493, Syal.g_02104
OG0001460	Prbm.g_01431, Prbm.g_01147	Syal.g_02211
OG0001461	Prbm.g_00071	Syal.g_02091
OG0001470	Prbm.g_02128	Syal.g_00181
OG0001471	Prbm.g_01585	Syal.g_01301
OG0001473	Prbm.g_01645	Syal.g_02571
OG0001474	Prbm.g_00405	Syal.g_00354
OG0001475	Prbm.g_02136	Syal.g_00184
OG0001476	Prbm.g_01541	Syal.g_01667
OG0001477	Prbm.g_01829	Syal.g_01807
OG0001480	Prbm.g_01189	Syal.g_02599
OG0001481	Prbm.g_01071	Syal.g_00504
OG0001482	Prbm.g_01083	Syal.g_01964
OG0001486	Prbm.g_01551	Syal.g_01651
OG0001488	Prbm.g_01535	Syal.g_01677
OG0001489	Prbm.g_02049	Syal.g_00291
OG0001495	Prbm.g_01971	Syal.g_00223
OG0001496	Prbm.g_01831	Syal.g_01804
OG0001497	Prbm.g_01830	Syal.g_01806
OG0001498	Prbm.g_00424	Syal.g_00554
OG0001499	Prbm.g_00113	Syal.g_00086
OG0001504	Prbm.g_01439	Syal.g_02103, Syal.g_01492
OG0001507	Prbm.g_01157	Syal.g_02094
OG0001508	Prbm.g_02139	Syal.g_00180
OG0001509	Prbm.g_02121	Syal.g_00189, Syal.g_00190
OG0001510	Prbm.g_02100	Syal.g_01489
OG0001511	Prbm.g_00169	Syal.g_00829
OG0001512	Prbm.g_01824	Syal.g_00682
OG0001513	Prbm.g_00046	Syal.g_01361, Syal.g_00298
OG0001514	Prbm.g_01832	Syal.g_01803
OG0001515	Prbm.g_00729	Syal.g_01791
OG0001516	Prbm.g_00695	Syal.g_02197
OG0001517	Prbm.g_00401	Syal.g_00348
OG0001518	Prbm.g_02182	Syal.g_02309, Syal.g_01087
OG0001519	Prbm.g_02187	Syal.g_01103
OG0001520	Prbm.g_00467	Syal.g_02790
OG0001525	Prbm.g_00086	Syal.g_02585
OG0001528	Prbm.g_02137	Syal.g_00182
OG0001529	Prbm.g_00050	Syal.g_00145
OG0001530	Prbm.g_00168	Syal.g_00827
OG0001531	Prbm.g_00299	Syal.g_00681
OG0001532	Prbm.g_01517	Syal.g_01710
OG0001534	Prbm.g_01047	Syal.g_01898
OG0001535	Prbm.g_01036	Syal.g_01917
OG0001536	Prbm.g_00984	Syal.g_01996
OG0001537	Prbm.g_00942	Syal.g_02257
OG0001538	Prbm.g_00819	Syal.g_01870
OG0001539	Prbm.g_00920	Syal.g_02294
OG0001540	Prbm.g_00190	Syal.g_00858
OG0001541	Prbm.g_00239	Syal.g_00924
OG0001542	Prbm.g_00245	Syal.g_00935
OG0001543	Prbm.g_00892	Syal.g_00988
OG0001544	Prbm.g_02186	Syal.g_01102
OG0001545	Prbm.g_02206	Syal.g_01170
OG0001551	Prbm.g_01922	Syal.g_01781
OG0001555	Prbm.g_01826	Syal.g_02484
OG0001558	Prbm.g_01221	Syal.g_00117
OG0001559	Prbm.g_00167	Syal.g_00826
OG0001560	Prbm.g_00157	Syal.g_00812
OG0001561	Prbm.g_01040	Syal.g_01910
OG0001562	Prbm.g_01030	Syal.g_01926
OG0001563	Prbm.g_02032	Syal.g_00274
OG0001570	Prbm.g_01241, Prbm.g_01240	Syal.g_02053
OG0001575	Prbm.g_00598	Syal.g_02793
OG0001576	Prbm.g_01623	Syal.g_01582
OG0001577	Prbm.g_01554	Syal.g_01648
OG0001578	Prbm.g_01294	Syal.g_01562
OG0001579	Prbm.g_00385	Syal.g_00318
OG0001585	Prbm.g_01458	Syal.g_00712
OG0001589	Prbm.g_01884	Syal.g_00647
OG0001591	Prbm.g_00705	Syal.g_02209
OG0001623	Prbm.g_00389	Syal.g_00331
OG0001634	Prbm.g_00701	Syal.g_02203
OG0001644	Prbm.g_00757	Syal.g_02426
OG0001652	Prbm.g_01219	Syal.g_00115
OG0001656	Prbm.g_00384	Syal.g_00317
OG0001659	Prbm.g_01521	Syal.g_01706
OG0001666	Prbm.g_01437	Syal.g_01491, Syal.g_02102, Syal.g_02073
OG0001667	Prbm.g_01180	Syal.g_02863
OG0001671	Prbm.g_01212	Syal.g_00993
OG0001673	Prbm.g_00292	Syal.g_00689
OG0001676	Prbm.g_00386	Syal.g_00320
OG0001692	Prbm.g_01705	Syal.g_00024
OG0001694	Prbm.g_00338	Syal.g_01265
OG0001695	Prbm.g_02203	Syal.g_01165
OG0001703	Prbm.g_00503	Syal.g_02890
OG0001713	Prbm.g_01128	Syal.g_01668
OG0001715	Prbm.g_01192	Syal.g_02550
OG0001719	Prbm.g_01332	Syal.g_01472
OG0001722	Prbm.g_00913	Syal.g_00730
OG0001733	Prbm.g_01421	Syal.g_02213
OG0001739	Prbm.g_02202	Syal.g_01163
OG0001740	Prbm.g_02205	Syal.g_01167
OG0001744	Prbm.g_01327	Syal.g_00735
OG0001748	Prbm.g_01213	Syal.g_00995
OG0001770	Prbm.g_01904	Syal.g_02501
OG0001810	Prbm.g_00738	Syal.g_00878
OG0001816	Prbm.g_00917	Syal.g_02297
OG0001835	Prbm.g_01306	Syal.g_00713
OG0001837	Prbm.g_01214	Syal.g_00994
OG0001915	Prbm.g_02223	Syal.g_00088
OG0001954	Prbm.g_01183	Syal.g_02517
OG0001962	Prbm.g_00084, Prbm.g_00083, Prbm.g_00085	Syal.g_01012
OG0001990	Prbm.g_00069	Syal.g_01168
OG0002018	Prbm.g_02204	Syal.g_01166
OG0002177	Prbm.g_01487	Syal.g_02864
OG0002229	Prbm.g_02113	Syal.g_00187
OG0002249	Prbm.g_01466	Syal.g_02368, Syal.g_02383, Syal.g_00722
OG0002380	Prbm.g_01309	Syal.g_00701
OG0002434	Prbm.g_00592	Syal.g_02802
OG0002582	Prbm.g_02120	Syal.g_01382
OG0002700	Prbm.g_00082	Syal.g_01622
OG0002704	Prbm.g_02112	Syal.g_00188
