Orthogroup	Prbm	Syat
OG0001122	Prbm.g_01033	Syat.g_00711
OG0001123	Prbm.g_01037	Syat.g_00704
OG0001124	Prbm.g_01039	Syat.g_00702
OG0001125	Prbm.g_01041	Syat.g_00700
OG0001126	Prbm.g_01052	Syat.g_00790
OG0001127	Prbm.g_01053	Syat.g_00789
OG0001128	Prbm.g_01056	Syat.g_00786
OG0001129	Prbm.g_01057	Syat.g_00784
OG0001130	Prbm.g_01058	Syat.g_00783
OG0001131	Prbm.g_00894	Syat.g_01674
OG0001132	Prbm.g_01103	Syat.g_00965
OG0001133	Prbm.g_01079	Syat.g_03311
OG0001136	Prbm.g_01552	Syat.g_03257
OG0001137	Prbm.g_01539	Syat.g_00306
OG0001138	Prbm.g_01518	Syat.g_00214
OG0001139	Prbm.g_01516	Syat.g_00209
OG0001140	Prbm.g_01515	Syat.g_00208
OG0001141	Prbm.g_01514	Syat.g_00207
OG0001142	Prbm.g_01513	Syat.g_00206
OG0001143	Prbm.g_01506	Syat.g_00925
OG0001144	Prbm.g_01501	Syat.g_00906
OG0001145	Prbm.g_01603	Syat.g_01117
OG0001146	Prbm.g_01615	Syat.g_01158
OG0001147	Prbm.g_01634	Syat.g_01368
OG0001148	Prbm.g_01662	Syat.g_01297
OG0001149	Prbm.g_01663	Syat.g_01298
OG0001150	Prbm.g_01664	Syat.g_01299
OG0001151	Prbm.g_01675	Syat.g_01420
OG0001152	Prbm.g_01676	Syat.g_01421
OG0001153	Prbm.g_01740	Syat.g_01346
OG0001154	Prbm.g_01741	Syat.g_01347
OG0001155	Prbm.g_01757	Syat.g_02774
OG0001156	Prbm.g_01760	Syat.g_02978
OG0001157	Prbm.g_01761	Syat.g_02977
OG0001158	Prbm.g_01762	Syat.g_02976
OG0001159	Prbm.g_01763	Syat.g_02975
OG0001160	Prbm.g_01789	Syat.g_03104
OG0001161	Prbm.g_01586	Syat.g_02384
OG0001162	Prbm.g_01801	Syat.g_01528
OG0001163	Prbm.g_01833	Syat.g_03112
OG0001164	Prbm.g_01837	Syat.g_03116
OG0001165	Prbm.g_01840	Syat.g_03121
OG0001166	Prbm.g_01858	Syat.g_03050
OG0001167	Prbm.g_01876	Syat.g_03019
OG0001168	Prbm.g_01877	Syat.g_03017
OG0001169	Prbm.g_01879	Syat.g_03015
OG0001170	Prbm.g_01881	Syat.g_03013
OG0001171	Prbm.g_01891	Syat.g_03001
OG0001172	Prbm.g_01952	Syat.g_01858
OG0001173	Prbm.g_01953	Syat.g_01857
OG0001174	Prbm.g_01961	Syat.g_01849
OG0001175	Prbm.g_01962	Syat.g_01848
OG0001176	Prbm.g_01974	Syat.g_01831
OG0001178	Prbm.g_01345	Syat.g_03137
OG0001180	Prbm.g_02039	Syat.g_01654
OG0001181	Prbm.g_02043	Syat.g_01650
OG0001182	Prbm.g_02052	Syat.g_01642
OG0001183	Prbm.g_02058	Syat.g_01632
OG0001184	Prbm.g_02074	Syat.g_02160
OG0001185	Prbm.g_02089	Syat.g_02200
OG0001186	Prbm.g_02140	Syat.g_02235
OG0001187	Prbm.g_02145	Syat.g_02256
OG0001188	Prbm.g_02147	Syat.g_02261
OG0001189	Prbm.g_02164	Syat.g_02287
OG0001190	Prbm.g_02169	Syat.g_02692
OG0001191	Prbm.g_02179	Syat.g_02675
OG0001192	Prbm.g_02184	Syat.g_02663
OG0001193	Prbm.g_02197	Syat.g_02513
OG0001194	Prbm.g_02198	Syat.g_02515
OG0001195	Prbm.g_02199	Syat.g_02516
OG0001196	Prbm.g_02219	Syat.g_02398
OG0001197	Prbm.g_02221	Syat.g_02396
OG0001199	Prbm.g_00131	Syat.g_01475
OG0001200	Prbm.g_00133	Syat.g_01477
OG0001201	Prbm.g_00165	Syat.g_01572
OG0001202	Prbm.g_00259	Syat.g_02812
OG0001203	Prbm.g_00298	Syat.g_01447
OG0001204	Prbm.g_00304	Syat.g_01867
OG0001205	Prbm.g_00455	Syat.g_01287
OG0001206	Prbm.g_00491	Syat.g_03268
OG0001207	Prbm.g_00502	Syat.g_03162
OG0001208	Prbm.g_00508	Syat.g_03172
OG0001209	Prbm.g_00568	Syat.g_03273
OG0001210	Prbm.g_00573	Syat.g_00103
OG0001211	Prbm.g_00583	Syat.g_00078
OG0001213	Prbm.g_00660	Syat.g_03289
OG0001214	Prbm.g_00668	Syat.g_00128
OG0001216	Prbm.g_00744	Syat.g_00660
OG0001217	Prbm.g_00111	Syat.g_02587
OG0001218	Prbm.g_00785	Syat.g_01356
OG0001219	Prbm.g_00957	Syat.g_00629
OG0001220	Prbm.g_00867	Syat.g_01534
OG0001222	Prbm.g_00889	Syat.g_00597
OG0001223	Prbm.g_01005	Syat.g_00544
OG0001224	Prbm.g_01060	Syat.g_00804
OG0001225	Prbm.g_01062	Syat.g_00806
OG0001226	Prbm.g_01945	Syat.g_01485
OG0001228	Prbm.g_01498	Syat.g_00938
OG0001229	Prbm.g_01176	Syat.g_00981
OG0001230	Prbm.g_01701	Syat.g_01235
OG0001231	Prbm.g_00789	Syat.g_02327
OG0001232	Prbm.g_01862	Syat.g_03041
OG0001233	Prbm.g_01882	Syat.g_03012
OG0001234	Prbm.g_01964	Syat.g_02092
OG0001235	Prbm.g_01968	Syat.g_01838
OG0001236	Prbm.g_02071	Syat.g_02156
OG0001237	Prbm.g_02075	Syat.g_02161
OG0001238	Prbm.g_02180	Syat.g_02673
OG0001239	Prbm.g_00128	Syat.g_01472
OG0001240	Prbm.g_00150	Syat.g_01554
OG0001241	Prbm.g_00159	Syat.g_01564
OG0001242	Prbm.g_00178	Syat.g_02936
OG0001243	Prbm.g_00185	Syat.g_02928
OG0001244	Prbm.g_00201	Syat.g_02901
OG0001245	Prbm.g_01353	Syat.g_00212
OG0001246	Prbm.g_00538	Syat.g_03209
OG0001247	Prbm.g_00719	Syat.g_01019
OG0001248	Prbm.g_00722	Syat.g_03159
OG0001249	Prbm.g_00395	Syat.g_01620
OG0001251	Prbm.g_01937	Syat.g_00963, Syat.g_00621
OG0001252	Prbm.g_01055	Syat.g_00787
OG0001255	Prbm.g_01566	Syat.g_00843
OG0001256	Prbm.g_01797	Syat.g_03111
OG0001257	Prbm.g_01802	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Prbm.g_01838	Syat.g_03119
OG0001259	Prbm.g_01880	Syat.g_03014
OG0001261	Prbm.g_02024	Syat.g_01791
OG0001262	Prbm.g_02162	Syat.g_02285
OG0001263	Prbm.g_00188	Syat.g_02926
OG0001269	Prbm.g_00866	Syat.g_02369
OG0001277	Prbm.g_02207	Syat.g_03312
OG0001279	Prbm.g_01171	Syat.g_01252
OG0001282	Prbm.g_01661	Syat.g_02780
OG0001283	Prbm.g_02215	Syat.g_02403
OG0001286	Prbm.g_02037	Syat.g_01656
OG0001287	Prbm.g_02096	Syat.g_02208
OG0001288	Prbm.g_02106	Syat.g_02225
OG0001289	Prbm.g_00144	Syat.g_01527
OG0001290	Prbm.g_00158	Syat.g_01563
OG0001294	Prbm.g_01584, Prbm.g_01649	Syat.g_00409
OG0001295	Prbm.g_01574	Syat.g_00945
OG0001296	Prbm.g_00543	Syat.g_03217
OG0001297	Prbm.g_00548	Syat.g_03221
OG0001299	Prbm.g_00698	Syat.g_00401
OG0001300	Prbm.g_00731	Syat.g_01025
OG0001303	Prbm.g_01273	Syat.g_00628
OG0001304	Prbm.g_01046	Syat.g_00690
OG0001305	Prbm.g_00884	Syat.g_00813
OG0001306	Prbm.g_01564	Syat.g_03234
OG0001307	Prbm.g_01594	Syat.g_02082
OG0001308	Prbm.g_01720	Syat.g_01176
OG0001309	Prbm.g_00552	Syat.g_01113
OG0001310	Prbm.g_01852	Syat.g_03066
OG0001311	Prbm.g_01038	Syat.g_00703
OG0001312	Prbm.g_00966	Syat.g_00615
OG0001314	Prbm.g_01169	Syat.g_00839, Syat.g_00137
OG0001315	Prbm.g_02056	Syat.g_01634
OG0001317	Prbm.g_00294	Syat.g_01451
OG0001318	Prbm.g_00316	Syat.g_01888
OG0001325	Prbm.g_00747	Syat.g_00664
OG0001326	Prbm.g_01929	Syat.g_02525
OG0001327	Prbm.g_00918	Syat.g_00414
OG0001329	Prbm.g_01805	Syat.g_00097
OG0001331	Prbm.g_01666	Syat.g_01301
OG0001336	Prbm.g_02216	Syat.g_02402
OG0001337	Prbm.g_00387	Syat.g_01621
OG0001345	Prbm.g_01528	Syat.g_00290
OG0001347	Prbm.g_02118	Syat.g_02666
OG0001348	Prbm.g_01122	Syat.g_03316
OG0001351	Prbm.g_00481	Syat.g_01318
OG0001354	Prbm.g_00998	Syat.g_00558
OG0001355	Prbm.g_01804	Syat.g_02589
OG0001356	Prbm.g_01145, Prbm.g_01433	Syat.g_01035, Syat.g_01428
OG0001357	Prbm.g_00463	Syat.g_00135
OG0001360	Prbm.g_01526	Syat.g_00256
OG0001365	Prbm.g_02173	Syat.g_02687
OG0001366	Prbm.g_01684	Syat.g_03047
OG0001371	Prbm.g_00713	Syat.g_01490
OG0001373	Prbm.g_01928	Syat.g_02524
OG0001374	Prbm.g_01936	Syat.g_02541
OG0001376	Prbm.g_00896	Syat.g_00841
OG0001377	Prbm.g_00897	Syat.g_00842
OG0001378	Prbm.g_00443	Syat.g_02967
OG0001385	Prbm.g_01925	Syat.g_02521
OG0001386	Prbm.g_01926	Syat.g_02522
OG0001387	Prbm.g_01927	Syat.g_02523
OG0001388	Prbm.g_01930	Syat.g_02526
OG0001389	Prbm.g_01931	Syat.g_02531
OG0001390	Prbm.g_01932	Syat.g_02532
OG0001391	Prbm.g_01933	Syat.g_02533
OG0001392	Prbm.g_01934	Syat.g_02539
OG0001393	Prbm.g_01935	Syat.g_02540
OG0001394	Prbm.g_00945	Syat.g_00450
OG0001396	Prbm.g_02119	Syat.g_01137, Syat.g_02665
OG0001401	Prbm.g_01225, Prbm.g_00851	Syat.g_00721
OG0001402	Prbm.g_00655	Syat.g_03314
OG0001403	Prbm.g_00030	Syat.g_02307
OG0001406	Prbm.g_00895	Syat.g_00840
OG0001408	Prbm.g_00104	Syat.g_00211
OG0001409	Prbm.g_01540	Syat.g_01007
OG0001412	Prbm.g_02117	Syat.g_01135
OG0001413	Prbm.g_00790	Syat.g_02775, Syat.g_00853
OG0001415	Prbm.g_00290	Syat.g_00017
OG0001417	Prbm.g_01583	Syat.g_01705
OG0001418	Prbm.g_00720	Syat.g_03267
OG0001420	Prbm.g_01159	Syat.g_01099
OG0001421	Prbm.g_01798	Syat.g_03056
OG0001429	Prbm.g_00958	Syat.g_00627
OG0001430	Prbm.g_00898	Syat.g_03343
OG0001432	Prbm.g_01027	Syat.g_00846
OG0001433	Prbm.g_01146, Prbm.g_01432	Syat.g_01429
OG0001434	Prbm.g_00949	Syat.g_00455
OG0001435	Prbm.g_00925	Syat.g_00422
OG0001437	Prbm.g_00289	Syat.g_00016
OG0001439	Prbm.g_00363	Syat.g_02105
OG0001441	Prbm.g_00555	Syat.g_01109
OG0001443	Prbm.g_01919	Syat.g_02649
OG0001451	Prbm.g_00878	Syat.g_02877
OG0001453	Prbm.g_01008	Syat.g_00538
OG0001454	Prbm.g_01346	Syat.g_00189
OG0001456	Prbm.g_01592	Syat.g_02545
OG0001457	Prbm.g_01591	Syat.g_02546
OG0001458	Prbm.g_01590	Syat.g_02547
OG0001459	Prbm.g_01438	Syat.g_03357, Syat.g_03358
OG0001460	Prbm.g_01431, Prbm.g_01147	Syat.g_01430
OG0001461	Prbm.g_00071	Syat.g_01945
OG0001467	Prbm.g_00117	Syat.g_02457
OG0001470	Prbm.g_02128	Syat.g_02252
OG0001473	Prbm.g_01645	Syat.g_00190
OG0001474	Prbm.g_00405	Syat.g_01607
OG0001475	Prbm.g_02136	Syat.g_01116
OG0001476	Prbm.g_01541	Syat.g_02579, Syat.g_01012
OG0001477	Prbm.g_01829	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001480	Prbm.g_01189	Syat.g_00100
OG0001482	Prbm.g_01083	Syat.g_00549
OG0001484	Prbm.g_01315	Syat.g_02443
OG0001486	Prbm.g_01551	Syat.g_03258
OG0001487	Prbm.g_01748	Syat.g_01355
OG0001488	Prbm.g_01535	Syat.g_00301
OG0001489	Prbm.g_02049	Syat.g_01645
OG0001495	Prbm.g_01971	Syat.g_01833
OG0001496	Prbm.g_01831	Syat.g_00316
OG0001497	Prbm.g_01830	Syat.g_00317
OG0001498	Prbm.g_00424	Syat.g_02954
OG0001504	Prbm.g_01439	Syat.g_03356
OG0001507	Prbm.g_01157	Syat.g_03261
OG0001508	Prbm.g_02139	Syat.g_02258
OG0001509	Prbm.g_02121	Syat.g_01140, Syat.g_01296
OG0001510	Prbm.g_02100	Syat.g_02214
OG0001511	Prbm.g_00169	Syat.g_01580
OG0001512	Prbm.g_01824	Syat.g_01445
OG0001513	Prbm.g_00046	Syat.g_01083
OG0001514	Prbm.g_01832	Syat.g_00315
OG0001515	Prbm.g_00729	Syat.g_00927
OG0001516	Prbm.g_00695	Syat.g_00398
OG0001517	Prbm.g_00401	Syat.g_01613
OG0001518	Prbm.g_02182	Syat.g_02671
OG0001519	Prbm.g_02187	Syat.g_02646
OG0001520	Prbm.g_00467	Syat.g_00852
OG0001522	Prbm.g_00847	Syat.g_00642
OG0001523	Prbm.g_01915	Syat.g_01089
OG0001524	Prbm.g_01916	Syat.g_01088
OG0001526	Prbm.g_00952	Syat.g_02907
OG0001528	Prbm.g_02137	Syat.g_01115
OG0001529	Prbm.g_00050	Syat.g_02294
OG0001530	Prbm.g_00168	Syat.g_01578
OG0001531	Prbm.g_00299	Syat.g_01444
OG0001532	Prbm.g_01517	Syat.g_00213
OG0001534	Prbm.g_01047	Syat.g_00689
OG0001535	Prbm.g_01036	Syat.g_00707
OG0001536	Prbm.g_00984	Syat.g_00589
OG0001537	Prbm.g_00942	Syat.g_00441
OG0001538	Prbm.g_00819	Syat.g_00484
OG0001539	Prbm.g_00920	Syat.g_00417
OG0001540	Prbm.g_00190	Syat.g_02924
OG0001541	Prbm.g_00239	Syat.g_02847
OG0001542	Prbm.g_00245	Syat.g_02837
OG0001543	Prbm.g_00892	Syat.g_03229
OG0001544	Prbm.g_02186	Syat.g_02647
OG0001545	Prbm.g_02206	Syat.g_02444, Syat.g_02433
OG0001549	Prbm.g_00876	Syat.g_00799
OG0001553	Prbm.g_01707	Syat.g_01230
OG0001556	Prbm.g_01423	Syat.g_01046, Syat.g_03334, Syat.g_03147
OG0001558	Prbm.g_01221	Syat.g_02323
OG0001559	Prbm.g_00167	Syat.g_01577
OG0001560	Prbm.g_00157	Syat.g_01562
OG0001561	Prbm.g_01040	Syat.g_00701
OG0001562	Prbm.g_01030	Syat.g_00523
OG0001563	Prbm.g_02032	Syat.g_01662
OG0001564	Prbm.g_02124	Syat.g_01209
OG0001570	Prbm.g_01241, Prbm.g_01240	Syat.g_03269
OG0001575	Prbm.g_00598	Syat.g_00061
OG0001576	Prbm.g_01623	Syat.g_01169
OG0001577	Prbm.g_01554	Syat.g_03255
OG0001578	Prbm.g_01294	Syat.g_00192
OG0001584	Prbm.g_00804	Syat.g_00468
OG0001591	Prbm.g_00705	Syat.g_00411
OG0001613	Prbm.g_02055	Syat.g_01635
OG0001623	Prbm.g_00389	Syat.g_01623, Syat.g_01666
OG0001634	Prbm.g_00701	Syat.g_00404
OG0001642	Prbm.g_01643	Syat.g_00676
OG0001644	Prbm.g_00757	Syat.g_00844
OG0001652	Prbm.g_01219	Syat.g_02326
OG0001659	Prbm.g_01521	Syat.g_00219
OG0001666	Prbm.g_01437	Syat.g_03349
OG0001671	Prbm.g_01212	Syat.g_02742
OG0001673	Prbm.g_00292	Syat.g_01454
OG0001692	Prbm.g_01705	Syat.g_01231
OG0001694	Prbm.g_00338	Syat.g_02062
OG0001695	Prbm.g_02203	Syat.g_02434
OG0001700	Prbm.g_01430	Syat.g_01074
OG0001703	Prbm.g_00503	Syat.g_03164
OG0001715	Prbm.g_01192	Syat.g_01717
OG0001733	Prbm.g_01421	Syat.g_01048
OG0001739	Prbm.g_02202	Syat.g_02435, Syat.g_02445
OG0001748	Prbm.g_01213	Syat.g_02740
OG0001769	Prbm.g_01474	Syat.g_00373
OG0001782	Prbm.g_00531, Prbm.g_01288	Syat.g_01210
OG0001816	Prbm.g_00917	Syat.g_00413
OG0001837	Prbm.g_01214	Syat.g_02741
OG0001915	Prbm.g_02223	Syat.g_02389
OG0001955	Prbm.g_00098	Syat.g_01670
OG0001956	Prbm.g_00872	Syat.g_00959
OG0001977	Prbm.g_02193	Syat.g_02506
OG0001978	Prbm.g_01337, Prbm.g_01979	Syat.g_01141
OG0001991	Prbm.g_01434	Syat.g_01679
OG0002052	Prbm.g_00890	Syat.g_01022
OG0002097	Prbm.g_02130	Syat.g_02176
OG0002229	Prbm.g_02113	Syat.g_02254
OG0002249	Prbm.g_01466	Syat.g_01310
OG0002274	Prbm.g_02129	Syat.g_02175
OG0002347	Prbm.g_01868	Syat.g_03036
OG0002369	Prbm.g_02127	Syat.g_02251
OG0002399	Prbm.g_01448	Syat.g_02487, Syat.g_01259
OG0002559	Prbm.g_01452	Syat.g_00145
OG0002582	Prbm.g_02120	Syat.g_02247
OG0002664	Prbm.g_01449	Syat.g_00167
OG0002700	Prbm.g_00082	Syat.g_03378
OG0002714	Prbm.g_01305	Syat.g_00334
OG0003255	Prbm.g_00526	Syat.g_01390
OG0003257	Prbm.g_02123	Syat.g_02248
