Orthogroup	Prat	Prba
OG0001166	Prat.g_01781	Prba.g_00761
OG0001167	Prat.g_01783	Prba.g_00762
OG0001168	Prat.g_01784	Prba.g_00763
OG0001169	Prat.g_01785	Prba.g_00764
OG0001170	Prat.g_01786	Prba.g_00766
OG0001171	Prat.g_01787	Prba.g_00767
OG0001172	Prat.g_01789	Prba.g_00769
OG0001173	Prat.g_01791	Prba.g_00771
OG0001174	Prat.g_01792	Prba.g_00772
OG0001175	Prat.g_01793	Prba.g_00773
OG0001176	Prat.g_01795	Prba.g_00774
OG0001177	Prat.g_01797	Prba.g_00776
OG0001178	Prat.g_01800	Prba.g_00779
OG0001179	Prat.g_01801	Prba.g_00780
OG0001180	Prat.g_01802	Prba.g_00781
OG0001181	Prat.g_01803	Prba.g_00782
OG0001182	Prat.g_01804	Prba.g_00783
OG0001183	Prat.g_01805	Prba.g_00784
OG0001184	Prat.g_01807	Prba.g_00786
OG0001185	Prat.g_01809	Prba.g_00789
OG0001186	Prat.g_01810	Prba.g_00790
OG0001187	Prat.g_01811	Prba.g_00792
OG0001188	Prat.g_01812	Prba.g_00793
OG0001189	Prat.g_01813	Prba.g_00794
OG0001190	Prat.g_01814	Prba.g_00795
OG0001191	Prat.g_01815	Prba.g_00796
OG0001192	Prat.g_01816	Prba.g_00797
OG0001193	Prat.g_01817	Prba.g_00798
OG0001194	Prat.g_01818	Prba.g_00799
OG0001195	Prat.g_01819	Prba.g_00800
OG0001196	Prat.g_01820	Prba.g_00801
OG0001197	Prat.g_01821	Prba.g_00802
OG0001198	Prat.g_01822	Prba.g_00803
OG0001199	Prat.g_01823	Prba.g_00804
OG0001200	Prat.g_01824	Prba.g_00805
OG0001201	Prat.g_01825	Prba.g_00806
OG0001202	Prat.g_01826	Prba.g_00807
OG0001203	Prat.g_01828	Prba.g_00809
OG0001204	Prat.g_01830	Prba.g_00811
OG0001205	Prat.g_01832	Prba.g_00812
OG0001206	Prat.g_01833	Prba.g_00813
OG0001207	Prat.g_01834	Prba.g_00814
OG0001208	Prat.g_01835	Prba.g_00815
OG0001209	Prat.g_01836	Prba.g_00816
OG0001210	Prat.g_01837	Prba.g_00817
OG0001211	Prat.g_01838	Prba.g_00818
OG0001212	Prat.g_01839	Prba.g_00819
OG0001213	Prat.g_01840	Prba.g_00820
OG0001214	Prat.g_01842	Prba.g_00822
OG0001215	Prat.g_01843	Prba.g_00823
OG0001216	Prat.g_01844	Prba.g_00824
OG0001217	Prat.g_01845	Prba.g_00825
OG0001218	Prat.g_01846	Prba.g_00826
OG0001219	Prat.g_01849	Prba.g_00829
OG0001220	Prat.g_01850	Prba.g_00830
OG0001221	Prat.g_01856	Prba.g_00833
OG0001222	Prat.g_01857	Prba.g_00834
OG0001223	Prat.g_01858	Prba.g_00835
OG0001224	Prat.g_01860	Prba.g_00836
OG0001225	Prat.g_01861	Prba.g_00837
OG0001226	Prat.g_01862	Prba.g_00838
OG0001227	Prat.g_01863	Prba.g_00839
OG0001228	Prat.g_01864	Prba.g_00840
OG0001229	Prat.g_01865	Prba.g_00841
OG0001230	Prat.g_01866	Prba.g_00842
OG0001231	Prat.g_01867	Prba.g_00843
OG0001232	Prat.g_01869	Prba.g_00844
OG0001233	Prat.g_01870	Prba.g_00845
OG0001234	Prat.g_01871	Prba.g_00846
OG0001235	Prat.g_01872	Prba.g_00847
OG0001236	Prat.g_01874	Prba.g_01777
OG0001237	Prat.g_01875	Prba.g_01778
OG0001238	Prat.g_01879	Prba.g_01780
OG0001239	Prat.g_01880	Prba.g_01781
OG0001240	Prat.g_01881	Prba.g_01782
OG0001241	Prat.g_01884	Prba.g_01784
OG0001242	Prat.g_01885	Prba.g_01785
OG0001243	Prat.g_01886	Prba.g_01786
OG0001244	Prat.g_01887	Prba.g_01787
OG0001245	Prat.g_01888	Prba.g_01788
OG0001246	Prat.g_01889	Prba.g_01789
OG0001247	Prat.g_01890	Prba.g_01790
OG0001248	Prat.g_01891	Prba.g_01791
OG0001249	Prat.g_01892	Prba.g_01792
OG0001250	Prat.g_01893	Prba.g_01793
OG0001251	Prat.g_01269	Prba.g_01880
OG0001252	Prat.g_00137	Prba.g_01926
OG0001253	Prat.g_00149	Prba.g_01938
OG0001254	Prat.g_00288	Prba.g_00498
OG0001255	Prat.g_00347	Prba.g_00549
OG0001257	Prat.g_00442	Prba.g_00979
OG0001258	Prat.g_00459	Prba.g_00963
OG0001259	Prat.g_00552	Prba.g_01727
OG0001260	Prat.g_00831	Prba.g_01555
OG0001261	Prat.g_01003	Prba.g_01464
OG0001262	Prat.g_00987	Prba.g_01448
OG0001263	Prat.g_01176	Prba.g_01427
OG0001264	Prat.g_00715	Prba.g_01396
OG0001265	Prat.g_00937	Prba.g_01288
OG0001266	Prat.g_00078	Prba.g_01240
OG0001267	Prat.g_01172	Prba.g_00080
OG0001268	Prat.g_01158	Prba.g_00067
OG0001269	Prat.g_01283	Prba.g_00213
OG0001270	Prat.g_01398	Prba.g_00348
OG0001271	Prat.g_01413	Prba.g_00337
OG0001273	Prat.g_00481	Prba.g_00294
OG0001274	Prat.g_01500	Prba.g_00289
OG0001275	Prat.g_00660, Prat.g_00659	Prba.g_00272
OG0001277	Prat.g_01542, Prat.g_01578	Prba.g_00251
OG0001278	Prat.g_01583	Prba.g_00234
OG0001279	Prat.g_01587	Prba.g_00230
OG0001280	Prat.g_01590	Prba.g_00227
OG0001281	Prat.g_01660	Prba.g_00360
OG0001282	Prat.g_01597	Prba.g_00385
OG0001283	Prat.g_01767	Prba.g_01077
OG0001284	Prat.g_01799	Prba.g_00778
OG0001285	Prat.g_01829	Prba.g_00810
OG0001286	Prat.g_01883	Prba.g_01783
OG0001288	Prat.g_00397	Prba.g_01024
OG0001290	Prat.g_00032	Prba.g_01823
OG0001291	Prat.g_00068	Prba.g_01859
OG0001293	Prat.g_00073	Prba.g_01864
OG0001294	Prat.g_00090	Prba.g_01881
OG0001296	Prat.g_00125	Prba.g_01913
OG0001297	Prat.g_00201	Prba.g_00655
OG0001299	Prat.g_00258	Prba.g_00471
OG0001300	Prat.g_00375	Prba.g_00867
OG0001301	Prat.g_01088	Prba.g_01680
OG0001303	Prat.g_01217	Prba.g_01547
OG0001305	Prat.g_00961	Prba.g_01268
OG0001306	Prat.g_00817	Prba.g_01232
OG0001308	Prat.g_01470	Prba.g_00737
OG0001309	Prat.g_01831	Prba.g_00735
OG0001312	Prat.g_01284	Prba.g_00212
OG0001314	Prat.g_01614	Prba.g_00597
OG0001315	Prat.g_01651	Prba.g_00563
OG0001316	Prat.g_01763	Prba.g_01073
OG0001318	Prat.g_00140	Prba.g_01929
OG0001319	Prat.g_00243	Prba.g_00457
OG0001320	Prat.g_01215	Prba.g_00994
OG0001321	Prat.g_00600	Prba.g_01545
OG0001322	Prat.g_00852	Prba.g_01518
OG0001323	Prat.g_00704	Prba.g_01248
OG0001325	Prat.g_01234, Prat.g_01492	Prba.g_00731
OG0001326	Prat.g_01489	Prba.g_01164
OG0001327	Prat.g_01468	Prba.g_01166
OG0001328	Prat.g_01254	Prba.g_01197
OG0001329	Prat.g_01877	Prba.g_00176
OG0001330	Prat.g_01446	Prba.g_00298
OG0001331	Prat.g_01588	Prba.g_00229
OG0001333	Prat.g_01730	Prba.g_00433
OG0001334	Prat.g_01790	Prba.g_00770
OG0001335	Prat.g_01827	Prba.g_00808
OG0001336	Prat.g_00127	Prba.g_01916
OG0001337	Prat.g_00117	Prba.g_01906
OG0001338	Prat.g_00379, Prat.g_00385	Prba.g_01932
OG0001339	Prat.g_00205	Prba.g_00659
OG0001340	Prat.g_00254	Prba.g_00467
OG0001341	Prat.g_00268	Prba.g_00479
OG0001342	Prat.g_00287	Prba.g_00497
OG0001343	Prat.g_00353	Prba.g_00555
OG0001344	Prat.g_01546	Prba.g_00872
OG0001345	Prat.g_00394	Prba.g_01027
OG0001346	Prat.g_00431	Prba.g_00989
OG0001347	Prat.g_00446	Prba.g_00975
OG0001348	Prat.g_01485, Prat.g_00467	Prba.g_00957
OG0001349	Prat.g_00472	Prba.g_00952
OG0001350	Prat.g_00477	Prba.g_00947
OG0001351	Prat.g_00541	Prba.g_01739
OG0001352	Prat.g_01577, Prat.g_00755	Prba.g_01635
OG0001353	Prat.g_00228	Prba.g_01614
OG0001355	Prat.g_00997	Prba.g_01458
OG0001356	Prat.g_00692	Prba.g_01413
OG0001357	Prat.g_00922	Prba.g_01309
OG0001358	Prat.g_00936	Prba.g_01289
OG0001359	Prat.g_01555	Prba.g_00093
OG0001360	Prat.g_01554	Prba.g_00092
OG0001361	Prat.g_01102	Prba.g_00013
OG0001362	Prat.g_00828	Prba.g_01136
OG0001364	Prat.g_01433	Prba.g_00318
OG0001365	Prat.g_01460	Prba.g_00355
OG0001366	Prat.g_01629	Prba.g_00583
OG0001368	Prat.g_01798	Prba.g_00777
OG0001369	Prat.g_00938	Prba.g_01287
OG0001371	Prat.g_00063	Prba.g_01855
OG0001372	Prat.g_00065	Prba.g_01856
OG0001373	Prat.g_00072	Prba.g_01863
OG0001374	Prat.g_00085	Prba.g_01875
OG0001375	Prat.g_00135	Prba.g_01923
OG0001376	Prat.g_00239	Prba.g_00453
OG0001377	Prat.g_00263	Prba.g_00475
OG0001378	Prat.g_00280	Prba.g_00490
OG0001379	Prat.g_01396	Prba.g_00855
OG0001381	Prat.g_00416	Prba.g_01007
OG0001382	Prat.g_00423	Prba.g_01001
OG0001383	Prat.g_00474	Prba.g_00950
OG0001385	Prat.g_01057	Prba.g_01651
OG0001386	Prat.g_00748	Prba.g_01643
OG0001387	Prat.g_00750	Prba.g_01641
OG0001388	Prat.g_00760	Prba.g_01631
OG0001389	Prat.g_00793	Prba.g_01589
OG0001390	Prat.g_01225	Prba.g_01556
OG0001391	Prat.g_00858	Prba.g_01513
OG0001392	Prat.g_00691	Prba.g_01414
OG0001393	Prat.g_00693	Prba.g_01412
OG0001394	Prat.g_00721	Prba.g_01390
OG0001395	Prat.g_00724	Prba.g_01387
OG0001396	Prat.g_01550	Prba.g_01305
OG0001397	Prat.g_00949	Prba.g_01279
OG0001398	Prat.g_00969	Prba.g_01260
OG0001399	Prat.g_00679	Prba.g_01250
OG0001400	Prat.g_01521	Prba.g_01242
OG0001401	Prat.g_00655	Prba.g_01235
OG0001402	Prat.g_01170	Prba.g_00078
OG0001403	Prat.g_01250	Prba.g_01193
OG0001404	Prat.g_00825	Prba.g_00205
OG0001405	Prat.g_01292	Prba.g_00195
OG0001406	Prat.g_01397	Prba.g_00349
OG0001407	Prat.g_01402	Prba.g_00346
OG0001408	Prat.g_01447	Prba.g_00297
OG0001409	Prat.g_00646	Prba.g_00283
OG0001412	Prat.g_00872	Prba.g_01356
OG0001413	Prat.g_00619	Prba.g_00002
OG0001415	Prat.g_00333	Prba.g_00542
OG0001416	Prat.g_00484	Prba.g_00940
OG0001417	Prat.g_00749	Prba.g_01642
OG0001418	Prat.g_01524	Prba.g_01544
OG0001419	Prat.g_00864	Prba.g_01509
OG0001420	Prat.g_00695	Prba.g_01410
OG0001421	Prat.g_00700	Prba.g_01406
OG0001422	Prat.g_01226	Prba.g_01245
OG0001423	Prat.g_00624	Prba.g_00091
OG0001424	Prat.g_01449	Prba.g_01082
OG0001426	Prat.g_01878	Prba.g_01779
OG0001429	Prat.g_00906	Prba.g_01327
OG0001432	Prat.g_01522	Prba.g_01241
OG0001433	Prat.g_00668	Prba.g_01139
OG0001435	Prat.g_00649	Prba.g_00285
OG0001439	Prat.g_01005	Prba.g_01467
OG0001440	Prat.g_00941	Prba.g_01285
OG0001441	Prat.g_01523	Prba.g_00744
OG0001443	Prat.g_01173	Prba.g_00081
OG0001445	Prat.g_00381	Prba.g_01124
OG0001446	Prat.g_00380	Prba.g_01126
OG0001447	Prat.g_01195	Prba.g_01127
OG0001448	Prat.g_00810	Prba.g_00265
OG0001452	Prat.g_01848	Prba.g_00828
OG0001454	Prat.g_00658	Prba.g_00860
OG0001455	Prat.g_01505	Prba.g_00921, Prba.g_01046
OG0001457	Prat.g_00779	Prba.g_01615
OG0001459	Prat.g_01290	Prba.g_01520
OG0001460	Prat.g_00833	Prba.g_01436
OG0001461	Prat.g_01047	Prba.g_01364
OG0001462	Prat.g_01194	Prba.g_01297
OG0001463	Prat.g_00420	Prba.g_01251
OG0001464	Prat.g_00654	Prba.g_01246
OG0001465	Prat.g_01216	Prba.g_01161
OG0001467	Prat.g_01349	Prba.g_00716
OG0001468	Prat.g_01755	Prba.g_01066
OG0001470	Prat.g_00327	Prba.g_00536
OG0001472	Prat.g_00972	Prba.g_01437
OG0001473	Prat.g_00857	Prba.g_01428
OG0001481	Prat.g_01138	Prba.g_00047
OG0001482	Prat.g_01237	Prba.g_00241
OG0001483	Prat.g_01243	Prba.g_01186
OG0001486	Prat.g_00737	Prba.g_01376
OG0001487	Prat.g_00588	Prba.g_01540
OG0001488	Prat.g_00173	Prba.g_00628
OG0001491	Prat.g_00643	Prba.g_01523
OG0001506	Prat.g_01198	Prba.g_01228
OG0001507	Prat.g_01174	Prba.g_00082
OG0001510	Prat.g_01747	Prba.g_01058
OG0001523	Prat.g_00667	Prba.g_01849
OG0001524	Prat.g_00620	Prba.g_00870
OG0001525	Prat.g_00421	Prba.g_01002
OG0001535	Prat.g_00975	Prba.g_01440
OG0001536	Prat.g_00631	Prba.g_00748
OG0001589	Prat.g_01458	Prba.g_01609
OG0001598	Prat.g_00697	Prba.g_01408
OG0001610	Prat.g_00778	Prba.g_01616
OG0001613	Prat.g_01454	Prba.g_01429
OG0001614	Prat.g_00920	Prba.g_01311
OG0001631	Prat.g_00596	Prba.g_00005
OG0001860	Prat.g_00387	Prba.g_01033, Prba.g_01034
OG0001881	Prat.g_01205	Prba.g_01091
OG0001960	Prat.g_01275	Prba.g_01057
OG0001981	Prat.g_01276	Prba.g_00119
OG0002065	Prat.g_01534	Prba.g_01604
OG0002148	Prat.g_01541	Prba.g_01212
OG0002339	Prat.g_01637	Prba.g_00575
