Orthogroup	Praa	Prbk
OG0001144	Praa.g_01771	Prbk.g_00949
OG0001145	Praa.g_01773	Prbk.g_00947
OG0001146	Praa.g_01774	Prbk.g_00946
OG0001147	Praa.g_01776	Prbk.g_00797
OG0001148	Praa.g_01777	Prbk.g_00798
OG0001149	Praa.g_01778	Prbk.g_00801
OG0001150	Praa.g_01781	Prbk.g_00804
OG0001151	Praa.g_01782	Prbk.g_00805
OG0001152	Praa.g_01783	Prbk.g_00806
OG0001153	Praa.g_01784	Prbk.g_00807
OG0001154	Praa.g_01785	Prbk.g_00808
OG0001155	Praa.g_01786	Prbk.g_00809
OG0001156	Praa.g_01787	Prbk.g_00810
OG0001157	Praa.g_01789	Prbk.g_00812
OG0001158	Praa.g_01790	Prbk.g_00814
OG0001159	Praa.g_01791	Prbk.g_00816
OG0001160	Praa.g_01792	Prbk.g_00817
OG0001161	Praa.g_01796	Prbk.g_00844
OG0001162	Praa.g_01797	Prbk.g_00845
OG0001163	Praa.g_01798	Prbk.g_00847
OG0001164	Praa.g_01799	Prbk.g_00848
OG0001165	Praa.g_01800	Prbk.g_00849
OG0001166	Praa.g_01801	Prbk.g_00850
OG0001167	Praa.g_01802	Prbk.g_00851
OG0001168	Praa.g_01804	Prbk.g_00506
OG0001169	Praa.g_01805	Prbk.g_00510
OG0001170	Praa.g_01807	Prbk.g_00513
OG0001171	Praa.g_01808	Prbk.g_00514
OG0001172	Praa.g_01809	Prbk.g_00516
OG0001173	Praa.g_01811	Prbk.g_00518
OG0001174	Praa.g_01813	Prbk.g_00521
OG0001175	Praa.g_01815	Prbk.g_00525
OG0001176	Praa.g_01816	Prbk.g_00527
OG0001177	Praa.g_01818	Prbk.g_00529
OG0001178	Praa.g_01819	Prbk.g_00530
OG0001179	Praa.g_01820	Prbk.g_00531
OG0001180	Praa.g_01821	Prbk.g_00215
OG0001181	Praa.g_01822	Prbk.g_00216
OG0001182	Praa.g_01823	Prbk.g_00217
OG0001183	Praa.g_01824	Prbk.g_00218
OG0001184	Praa.g_01825	Prbk.g_00219
OG0001185	Praa.g_01826	Prbk.g_00220
OG0001186	Praa.g_01827	Prbk.g_00231
OG0001187	Praa.g_01828	Prbk.g_00232
OG0001188	Praa.g_01829	Prbk.g_00233
OG0001189	Praa.g_01830	Prbk.g_00235
OG0001190	Praa.g_01831	Prbk.g_00236
OG0001191	Praa.g_01833	Prbk.g_00238
OG0001192	Praa.g_01835	Prbk.g_01482
OG0001193	Praa.g_01836	Prbk.g_01483
OG0001194	Praa.g_01837	Prbk.g_01484
OG0001195	Praa.g_01838	Prbk.g_01494
OG0001196	Praa.g_01840	Prbk.g_01530
OG0001197	Praa.g_01843	Prbk.g_01534
OG0001198	Praa.g_01844	Prbk.g_01535
OG0001199	Praa.g_01845	Prbk.g_01536
OG0001200	Praa.g_01846	Prbk.g_01537
OG0001201	Praa.g_01847	Prbk.g_01538
OG0001202	Praa.g_01848	Prbk.g_01539
OG0001203	Praa.g_01850	Prbk.g_01568
OG0001204	Praa.g_01853	Prbk.g_01571
OG0001205	Praa.g_01854	Prbk.g_01572
OG0001206	Praa.g_01856	Prbk.g_01573
OG0001207	Praa.g_01857	Prbk.g_01576
OG0001208	Praa.g_01858	Prbk.g_01577
OG0001209	Praa.g_01859	Prbk.g_01578
OG0001210	Praa.g_01860	Prbk.g_01580
OG0001211	Praa.g_01861	Prbk.g_01582
OG0001212	Praa.g_01862	Prbk.g_01583
OG0001213	Praa.g_01863	Prbk.g_01585
OG0001214	Praa.g_01864	Prbk.g_01586
OG0001215	Praa.g_01865	Prbk.g_01587
OG0001216	Praa.g_01866	Prbk.g_01588
OG0001217	Praa.g_01867	Prbk.g_01589
OG0001218	Praa.g_01868	Prbk.g_01590
OG0001219	Praa.g_01869	Prbk.g_01592
OG0001220	Praa.g_01870	Prbk.g_01593
OG0001221	Praa.g_01871	Prbk.g_01594
OG0001222	Praa.g_01873	Prbk.g_01596
OG0001223	Praa.g_01875	Prbk.g_01600
OG0001224	Praa.g_01876	Prbk.g_01602
OG0001225	Praa.g_01878	Prbk.g_02160
OG0001226	Praa.g_01879	Prbk.g_02161
OG0001227	Praa.g_01880	Prbk.g_02162
OG0001228	Praa.g_01881	Prbk.g_02163
OG0001229	Praa.g_01882	Prbk.g_02165
OG0001230	Praa.g_01883	Prbk.g_02166
OG0001231	Praa.g_01884	Prbk.g_02167
OG0001232	Praa.g_01886	Prbk.g_02169
OG0001233	Praa.g_01887	Prbk.g_02171
OG0001234	Praa.g_01888	Prbk.g_02173
OG0001235	Praa.g_01889	Prbk.g_02174
OG0001236	Praa.g_01890	Prbk.g_02175
OG0001237	Praa.g_01892	Prbk.g_02180
OG0001238	Praa.g_01893	Prbk.g_02185
OG0001239	Praa.g_01896	Prbk.g_02207
OG0001240	Praa.g_01897	Prbk.g_02210
OG0001241	Praa.g_01898	Prbk.g_02211
OG0001242	Praa.g_01899	Prbk.g_02213
OG0001243	Praa.g_01900	Prbk.g_02214
OG0001244	Praa.g_01901	Prbk.g_02217
OG0001245	Praa.g_01902	Prbk.g_02218
OG0001246	Praa.g_01903	Prbk.g_02224
OG0001247	Praa.g_01904	Prbk.g_02225
OG0001248	Praa.g_01905	Prbk.g_02226
OG0001249	Praa.g_01906	Prbk.g_02239
OG0001250	Praa.g_01907	Prbk.g_02248
OG0001251	Praa.g_01908	Prbk.g_02249
OG0001252	Praa.g_01909	Prbk.g_02250
OG0001253	Praa.g_01910	Prbk.g_02251
OG0001254	Praa.g_01912	Prbk.g_02253
OG0001255	Praa.g_01913	Prbk.g_02254
OG0001256	Praa.g_01915	Prbk.g_02258
OG0001257	Praa.g_01916	Prbk.g_02260
OG0001258	Praa.g_01917	Prbk.g_02261
OG0001259	Praa.g_01919	Prbk.g_02265
OG0001260	Praa.g_01920	Prbk.g_02267
OG0001261	Praa.g_01921	Prbk.g_02268
OG0001262	Praa.g_01922	Prbk.g_02270
OG0001263	Praa.g_01923	Prbk.g_02272
OG0001264	Praa.g_01924	Prbk.g_02274
OG0001265	Praa.g_01925	Prbk.g_02275
OG0001266	Praa.g_01926	Prbk.g_02276
OG0001267	Praa.g_01927	Prbk.g_02277
OG0001268	Praa.g_01928	Prbk.g_02278
OG0001269	Praa.g_00092	Prbk.g_00028
OG0001270	Praa.g_00138	Prbk.g_00557
OG0001271	Praa.g_00150	Prbk.g_00756
OG0001272	Praa.g_00281	Prbk.g_00418
OG0001273	Praa.g_00333	Prbk.g_00870
OG0001274	Praa.g_00482	Prbk.g_02063
OG0001275	Praa.g_00498	Prbk.g_01861
OG0001276	Praa.g_00590	Prbk.g_01129
OG0001278	Praa.g_00855	Prbk.g_02554
OG0001279	Praa.g_00906	Prbk.g_02395
OG0001280	Praa.g_01015	Prbk.g_00588
OG0001281	Praa.g_01064	Prbk.g_01682
OG0001282	Praa.g_01082	Prbk.g_02413
OG0001283	Praa.g_01087	Prbk.g_01681
OG0001285	Praa.g_01144	Prbk.g_01776
OG0001286	Praa.g_01157	Prbk.g_01021
OG0001288	Praa.g_01516	Prbk.g_02664
OG0001289	Praa.g_01527	Prbk.g_01999
OG0001290	Praa.g_01570	Prbk.g_01841
OG0001291	Praa.g_01571	Prbk.g_01059
OG0001292	Praa.g_01576	Prbk.g_01788
OG0001293	Praa.g_01593	Prbk.g_02082
OG0001294	Praa.g_01605	Prbk.g_02424
OG0001296	Praa.g_01627	Prbk.g_00920
OG0001297	Praa.g_01631	Prbk.g_00915
OG0001298	Praa.g_01634	Prbk.g_00912
OG0001299	Praa.g_01702	Prbk.g_01908
OG0001300	Praa.g_01727	Prbk.g_00901
OG0001301	Praa.g_01814	Prbk.g_00524
OG0001302	Praa.g_01842	Prbk.g_01533
OG0001303	Praa.g_01874	Prbk.g_01598
OG0001304	Praa.g_01918	Prbk.g_02263
OG0001307	Praa.g_00030	Prbk.g_01618
OG0001308	Praa.g_00071	Prbk.g_01317
OG0001309	Praa.g_00074	Prbk.g_01314
OG0001310	Praa.g_00076	Prbk.g_01312
OG0001311	Praa.g_00093	Prbk.g_00027
OG0001312	Praa.g_00119	Prbk.g_00200
OG0001313	Praa.g_00125	Prbk.g_00541
OG0001314	Praa.g_00199	Prbk.g_01254
OG0001315	Praa.g_00243	Prbk.g_01013
OG0001316	Praa.g_00252	Prbk.g_01000
OG0001317	Praa.g_00372	Prbk.g_00303
OG0001318	Praa.g_00637	Prbk.g_02633
OG0001319	Praa.g_00758	Prbk.g_01205
OG0001320	Praa.g_01030	Prbk.g_00065
OG0001321	Praa.g_01035	Prbk.g_00060
OG0001322	Praa.g_01072	Prbk.g_02247
OG0001323	Praa.g_01109	Prbk.g_01601
OG0001325	Praa.g_01120	Prbk.g_01692
OG0001326	Praa.g_01187	Prbk.g_00134
OG0001327	Praa.g_01350	Prbk.g_01197
OG0001328	Praa.g_01574	Prbk.g_01637
OG0001329	Praa.g_01658	Prbk.g_01433
OG0001330	Praa.g_01694	Prbk.g_01382
OG0001331	Praa.g_01810	Prbk.g_00517
OG0001333	Praa.g_00238	Prbk.g_01519
OG0001334	Praa.g_00467	Prbk.g_01098
OG0001337	Praa.g_01090	Prbk.g_02659
OG0001338	Praa.g_01289	Prbk.g_01193
OG0001339	Praa.g_01323	Prbk.g_01177
OG0001340	Praa.g_01386	Prbk.g_02256
OG0001343	Praa.g_01632	Prbk.g_00914
OG0001344	Praa.g_01683	Prbk.g_01406
OG0001345	Praa.g_01779	Prbk.g_00802
OG0001347	Praa.g_01872	Prbk.g_01595
OG0001349	Praa.g_00118	Prbk.g_00198
OG0001351	Praa.g_00203	Prbk.g_01250
OG0001352	Praa.g_00248	Prbk.g_01007
OG0001353	Praa.g_00261	Prbk.g_00381
OG0001354	Praa.g_00280	Prbk.g_00417
OG0001355	Praa.g_00339	Prbk.g_00877
OG0001356	Praa.g_00377	Prbk.g_00707
OG0001357	Praa.g_00434	Prbk.g_00330
OG0001358	Praa.g_00472	Prbk.g_02110
OG0001359	Praa.g_00486	Prbk.g_02067
OG0001361	Praa.g_00514	Prbk.g_01053
OG0001362	Praa.g_00577	Prbk.g_01114
OG0001363	Praa.g_00703	Prbk.g_00651
OG0001365	Praa.g_00845	Prbk.g_02538
OG0001367	Praa.g_00992	Prbk.g_00570
OG0001368	Praa.g_01014	Prbk.g_00587
OG0001371	Praa.g_01209	Prbk.g_00176
OG0001372	Praa.g_01257	Prbk.g_01933
OG0001375	Praa.g_01673	Prbk.g_01416
OG0001376	Praa.g_01716	Prbk.g_00834, Prbk.g_00821
OG0001377	Praa.g_01841	Prbk.g_01532
OG0001382	Praa.g_00135	Prbk.g_00553
OG0001385	Praa.g_00272	Prbk.g_00407
OG0001388	Praa.g_00397	Prbk.g_01039
OG0001389	Praa.g_00453	Prbk.g_00300
OG0001391	Praa.g_00504	Prbk.g_01044
OG0001393	Praa.g_00519	Prbk.g_01062
OG0001404	Praa.g_00996	Prbk.g_02365
OG0001425	Praa.g_00326	Prbk.g_00852
OG0001427	Praa.g_00521	Prbk.g_01064
OG0001436	Praa.g_01587	Prbk.g_00623
OG0001437	Praa.g_01595	Prbk.g_00671
OG0001438	Praa.g_01914	Prbk.g_02257
OG0001441	Praa.g_00974	Prbk.g_02308
OG0001442	Praa.g_01007	Prbk.g_01656
OG0001448	Praa.g_00620	Prbk.g_02607
OG0001450	Praa.g_01123	Prbk.g_01661
OG0001456	Praa.g_01601	Prbk.g_01694
OG0001463	Praa.g_00410	Prbk.g_01663, Prbk.g_01668
OG0001464	Praa.g_00560	Prbk.g_01883
OG0001465	Praa.g_00589	Prbk.g_01128
OG0001468	Praa.g_00836	Prbk.g_02529
OG0001475	Praa.g_01296	Prbk.g_00625
OG0001476	Praa.g_01473	Prbk.g_00256
OG0001482	Praa.g_00320	Prbk.g_00469
OG0001484	Praa.g_00416	Prbk.g_02513
OG0001485	Praa.g_00866	Prbk.g_01828
OG0001488	Praa.g_01048	Prbk.g_02184
OG0001489	Praa.g_01049	Prbk.g_02183
OG0001490	Praa.g_01050	Prbk.g_02182
OG0001491	Praa.g_01056	Prbk.g_01771
OG0001492	Praa.g_01085	Prbk.g_00123
OG0001493	Praa.g_01094	Prbk.g_00337
OG0001494	Praa.g_01175	Prbk.g_00102
OG0001496	Praa.g_01312	Prbk.g_01191
OG0001505	Praa.g_00741	Prbk.g_02445
OG0001508	Praa.g_00833	Prbk.g_02008
OG0001511	Praa.g_00877	Prbk.g_02227
OG0001512	Praa.g_00878	Prbk.g_02228
OG0001513	Praa.g_00879	Prbk.g_02229
OG0001514	Praa.g_00880	Prbk.g_02230
OG0001515	Praa.g_00881	Prbk.g_02231
OG0001516	Praa.g_00882	Prbk.g_02232
OG0001517	Praa.g_00883	Prbk.g_02233
OG0001518	Praa.g_00884	Prbk.g_02234
OG0001519	Praa.g_00885	Prbk.g_02235
OG0001520	Praa.g_00886	Prbk.g_02236
OG0001521	Praa.g_00887	Prbk.g_02237
OG0001522	Praa.g_00888	Prbk.g_02238
OG0001523	Praa.g_00922	Prbk.g_02437
OG0001527	Praa.g_01579	Prbk.g_02665
OG0001528	Praa.g_01588	Prbk.g_01464
OG0001540	Praa.g_00458	Prbk.g_01180
OG0001547	Praa.g_00034	Prbk.g_01611
OG0001557	Praa.g_01583	Prbk.g_01476
OG0001570	Praa.g_00459	Prbk.g_02516
OG0001588	Praa.g_01251	Prbk.g_01332
OG0001602	Praa.g_00293	Prbk.g_00432
OG0001605	Praa.g_00393	Prbk.g_01465
OG0001619	Praa.g_01721	Prbk.g_00994
OG0001630	Praa.g_01450	Prbk.g_01564
OG0001635	Praa.g_00337	Prbk.g_00875
OG0001690	Praa.g_01428	Prbk.g_00941
OG0001691	Praa.g_01429	Prbk.g_00942
OG0001795	Praa.g_01430	Prbk.g_01543
OG0001821	Praa.g_01393	Prbk.g_00414
OG0001842	Praa.g_01391	Prbk.g_00497
OG0001857	Praa.g_00403	Prbk.g_01792
OG0002162	Praa.g_01227	Prbk.g_01975, Prbk.g_02434
