Orthogroup	Praa	Prat
OG0001176	Praa.g_01816	Prat.g_01770
OG0001177	Praa.g_01818	Prat.g_01772
OG0001178	Praa.g_01819	Prat.g_01773
OG0001179	Praa.g_01820	Prat.g_01775
OG0001180	Praa.g_01821	Prat.g_01776
OG0001181	Praa.g_01822	Prat.g_01777
OG0001182	Praa.g_01823	Prat.g_01778
OG0001183	Praa.g_01824	Prat.g_01779
OG0001184	Praa.g_01825	Prat.g_01780
OG0001185	Praa.g_01826	Prat.g_01781
OG0001186	Praa.g_01827	Prat.g_01783
OG0001187	Praa.g_01828	Prat.g_01784
OG0001188	Praa.g_01829	Prat.g_01785
OG0001189	Praa.g_01830	Prat.g_01786
OG0001190	Praa.g_01831	Prat.g_01787
OG0001191	Praa.g_01833	Prat.g_01789
OG0001192	Praa.g_01835	Prat.g_01791
OG0001193	Praa.g_01836	Prat.g_01792
OG0001194	Praa.g_01837	Prat.g_01793
OG0001195	Praa.g_01838	Prat.g_01795
OG0001196	Praa.g_01840	Prat.g_01797
OG0001197	Praa.g_01843	Prat.g_01800
OG0001198	Praa.g_01844	Prat.g_01801
OG0001199	Praa.g_01845	Prat.g_01802
OG0001200	Praa.g_01846	Prat.g_01803
OG0001201	Praa.g_01847	Prat.g_01804
OG0001202	Praa.g_01848	Prat.g_01805
OG0001203	Praa.g_01850	Prat.g_01807
OG0001204	Praa.g_01853	Prat.g_01809
OG0001205	Praa.g_01854	Prat.g_01810
OG0001206	Praa.g_01856	Prat.g_01811
OG0001207	Praa.g_01857	Prat.g_01812
OG0001208	Praa.g_01858	Prat.g_01813
OG0001209	Praa.g_01859	Prat.g_01814
OG0001210	Praa.g_01860	Prat.g_01815
OG0001211	Praa.g_01861	Prat.g_01816
OG0001212	Praa.g_01862	Prat.g_01817
OG0001213	Praa.g_01863	Prat.g_01818
OG0001214	Praa.g_01864	Prat.g_01819
OG0001215	Praa.g_01865	Prat.g_01820
OG0001216	Praa.g_01866	Prat.g_01821
OG0001217	Praa.g_01867	Prat.g_01822
OG0001218	Praa.g_01868	Prat.g_01823
OG0001219	Praa.g_01869	Prat.g_01824
OG0001220	Praa.g_01870	Prat.g_01825
OG0001221	Praa.g_01871	Prat.g_01826
OG0001222	Praa.g_01873	Prat.g_01828
OG0001223	Praa.g_01875	Prat.g_01830
OG0001224	Praa.g_01876	Prat.g_01832
OG0001225	Praa.g_01878	Prat.g_01834
OG0001226	Praa.g_01879	Prat.g_01835
OG0001227	Praa.g_01880	Prat.g_01836
OG0001228	Praa.g_01881	Prat.g_01837
OG0001229	Praa.g_01882	Prat.g_01838
OG0001230	Praa.g_01883	Prat.g_01839
OG0001231	Praa.g_01884	Prat.g_01840
OG0001232	Praa.g_01886	Prat.g_01842
OG0001233	Praa.g_01887	Prat.g_01843
OG0001234	Praa.g_01888	Prat.g_01844
OG0001235	Praa.g_01889	Prat.g_01845
OG0001236	Praa.g_01890	Prat.g_01846
OG0001237	Praa.g_01892	Prat.g_01849
OG0001238	Praa.g_01893	Prat.g_01850
OG0001239	Praa.g_01896	Prat.g_01856
OG0001240	Praa.g_01897	Prat.g_01857
OG0001241	Praa.g_01898	Prat.g_01858
OG0001242	Praa.g_01899	Prat.g_01860
OG0001243	Praa.g_01900	Prat.g_01861
OG0001244	Praa.g_01901	Prat.g_01862
OG0001245	Praa.g_01902	Prat.g_01863
OG0001246	Praa.g_01903	Prat.g_01864
OG0001247	Praa.g_01904	Prat.g_01865
OG0001248	Praa.g_01905	Prat.g_01866
OG0001249	Praa.g_01906	Prat.g_01867
OG0001250	Praa.g_01907	Prat.g_01869
OG0001251	Praa.g_01908	Prat.g_01870
OG0001252	Praa.g_01909	Prat.g_01871
OG0001253	Praa.g_01910	Prat.g_01872
OG0001254	Praa.g_01912	Prat.g_01874
OG0001255	Praa.g_01913	Prat.g_01875
OG0001256	Praa.g_01915	Prat.g_01879
OG0001257	Praa.g_01916	Prat.g_01880
OG0001258	Praa.g_01917	Prat.g_01881
OG0001259	Praa.g_01919	Prat.g_01884
OG0001260	Praa.g_01920	Prat.g_01885
OG0001261	Praa.g_01921	Prat.g_01886
OG0001262	Praa.g_01922	Prat.g_01887
OG0001263	Praa.g_01923	Prat.g_01888
OG0001264	Praa.g_01924	Prat.g_01889
OG0001265	Praa.g_01925	Prat.g_01890
OG0001266	Praa.g_01926	Prat.g_01891
OG0001267	Praa.g_01927	Prat.g_01892
OG0001268	Praa.g_01928	Prat.g_01893
OG0001269	Praa.g_00092	Prat.g_01269
OG0001270	Praa.g_00138	Prat.g_00137
OG0001271	Praa.g_00150	Prat.g_00149
OG0001272	Praa.g_00281	Prat.g_00288
OG0001273	Praa.g_00333	Prat.g_00347
OG0001274	Praa.g_00482	Prat.g_00442
OG0001275	Praa.g_00498	Prat.g_00459
OG0001276	Praa.g_00590	Prat.g_00552
OG0001277	Praa.g_00750	Prat.g_00831
OG0001278	Praa.g_00855	Prat.g_00987
OG0001279	Praa.g_00906	Prat.g_00715
OG0001280	Praa.g_01015	Prat.g_00937
OG0001281	Praa.g_01064	Prat.g_00078
OG0001283	Praa.g_01087	Prat.g_01207
OG0001284	Praa.g_01097	Prat.g_00642
OG0001285	Praa.g_01144	Prat.g_01172
OG0001286	Praa.g_01157	Prat.g_01158
OG0001288	Praa.g_01516	Prat.g_01398
OG0001289	Praa.g_01527	Prat.g_01413
OG0001291	Praa.g_01571	Prat.g_00481
OG0001292	Praa.g_01576	Prat.g_01500
OG0001293	Praa.g_01593	Prat.g_00660
OG0001295	Praa.g_01618	Prat.g_01542, Prat.g_01578
OG0001296	Praa.g_01627	Prat.g_01583
OG0001297	Praa.g_01631	Prat.g_01587
OG0001298	Praa.g_01634	Prat.g_01590
OG0001299	Praa.g_01702	Prat.g_01660
OG0001300	Praa.g_01727	Prat.g_01597
OG0001301	Praa.g_01814	Prat.g_01767
OG0001302	Praa.g_01842	Prat.g_01799
OG0001303	Praa.g_01874	Prat.g_01829
OG0001304	Praa.g_01918	Prat.g_01883
OG0001307	Praa.g_00030	Prat.g_00032
OG0001308	Praa.g_00071	Prat.g_00068
OG0001310	Praa.g_00076	Prat.g_00073
OG0001311	Praa.g_00093	Prat.g_00090
OG0001313	Praa.g_00125	Prat.g_00125
OG0001314	Praa.g_00199	Prat.g_00201
OG0001316	Praa.g_00252	Prat.g_00258
OG0001317	Praa.g_00372	Prat.g_00375
OG0001318	Praa.g_00637	Prat.g_01088
OG0001319	Praa.g_00758	Prat.g_01217
OG0001321	Praa.g_01035	Prat.g_00961
OG0001322	Praa.g_01072	Prat.g_00817
OG0001323	Praa.g_01109	Prat.g_01831
OG0001324	Praa.g_01113	Prat.g_01234, Prat.g_01492
OG0001327	Praa.g_01350	Prat.g_01284
OG0001329	Praa.g_01658	Prat.g_01614
OG0001330	Praa.g_01694	Prat.g_01651
OG0001331	Praa.g_01810	Prat.g_01763
OG0001332	Praa.g_00141	Prat.g_00140
OG0001333	Praa.g_00238	Prat.g_00243
OG0001334	Praa.g_00467	Prat.g_01215
OG0001335	Praa.g_01055	Prat.g_00704
OG0001336	Praa.g_01075	Prat.g_00685
OG0001338	Praa.g_01289	Prat.g_01468
OG0001339	Praa.g_01323	Prat.g_01254
OG0001340	Praa.g_01386	Prat.g_01877
OG0001341	Praa.g_01567	Prat.g_01446
OG0001343	Praa.g_01632	Prat.g_01588
OG0001344	Praa.g_01683	Prat.g_01640
OG0001345	Praa.g_01779	Prat.g_01730
OG0001346	Praa.g_01834	Prat.g_01790
OG0001347	Praa.g_01872	Prat.g_01827
OG0001349	Praa.g_00118	Prat.g_00117
OG0001350	Praa.g_00144	Prat.g_00385, Prat.g_00379
OG0001351	Praa.g_00203	Prat.g_00205
OG0001352	Praa.g_00248	Prat.g_00254
OG0001353	Praa.g_00261	Prat.g_00268
OG0001354	Praa.g_00280	Prat.g_00287
OG0001355	Praa.g_00339	Prat.g_00353
OG0001356	Praa.g_00377	Prat.g_01546
OG0001357	Praa.g_00434	Prat.g_00394
OG0001358	Praa.g_00472	Prat.g_00431
OG0001359	Praa.g_00486	Prat.g_00446
OG0001360	Praa.g_00509	Prat.g_00472
OG0001361	Praa.g_00514	Prat.g_00477
OG0001362	Praa.g_00577	Prat.g_00541
OG0001363	Praa.g_00703	Prat.g_00228
OG0001364	Praa.g_00786	Prat.g_00855
OG0001365	Praa.g_00845	Prat.g_00997
OG0001366	Praa.g_00890	Prat.g_00692
OG0001367	Praa.g_00992	Prat.g_00922
OG0001368	Praa.g_01014	Prat.g_00936
OG0001369	Praa.g_01131	Prat.g_01555
OG0001370	Praa.g_01132	Prat.g_01554
OG0001371	Praa.g_01209	Prat.g_01102
OG0001372	Praa.g_01257	Prat.g_00828
OG0001373	Praa.g_01547	Prat.g_01433
OG0001374	Praa.g_01698, Praa.g_01611	Prat.g_01460
OG0001375	Praa.g_01673	Prat.g_01629
OG0001377	Praa.g_01841	Prat.g_01798
OG0001379	Praa.g_00067	Prat.g_00063
OG0001380	Praa.g_00068	Prat.g_00065
OG0001381	Praa.g_00087	Prat.g_00085
OG0001382	Praa.g_00135	Prat.g_00135
OG0001383	Praa.g_00234	Prat.g_00239
OG0001384	Praa.g_00256	Prat.g_00263
OG0001385	Praa.g_00272	Prat.g_00280
OG0001386	Praa.g_00361	Prat.g_01396
OG0001387	Praa.g_01390, Praa.g_01392, Praa.g_01423, Praa.g_00385	Prat.g_01323
OG0001388	Praa.g_00397	Prat.g_00771
OG0001389	Praa.g_00453	Prat.g_00416
OG0001390	Praa.g_00460	Prat.g_00423
OG0001391	Praa.g_00504	Prat.g_01485, Prat.g_00467
OG0001392	Praa.g_00511	Prat.g_00474
OG0001394	Praa.g_00666	Prat.g_01057
OG0001395	Praa.g_00674	Prat.g_00748
OG0001396	Praa.g_00676	Prat.g_00750
OG0001397	Praa.g_00682	Prat.g_00755
OG0001398	Praa.g_00716	Prat.g_00793
OG0001399	Praa.g_00788	Prat.g_00858
OG0001400	Praa.g_00889	Prat.g_00691
OG0001401	Praa.g_00891	Prat.g_00693
OG0001402	Praa.g_00912	Prat.g_00721
OG0001403	Praa.g_00915	Prat.g_00724
OG0001404	Praa.g_00996	Prat.g_01550
OG0001405	Praa.g_01024	Prat.g_00949
OG0001406	Praa.g_01043	Prat.g_00969
OG0001407	Praa.g_01053	Prat.g_00679
OG0001408	Praa.g_01062	Prat.g_01521
OG0001409	Praa.g_01069	Prat.g_00655
OG0001410	Praa.g_01146	Prat.g_01170
OG0001411	Praa.g_01292	Prat.g_01224
OG0001412	Praa.g_01319	Prat.g_01250
OG0001413	Praa.g_01357	Prat.g_00825
OG0001414	Praa.g_01367	Prat.g_01292
OG0001415	Praa.g_01515	Prat.g_01397
OG0001416	Praa.g_01518	Prat.g_01402
OG0001417	Praa.g_01568	Prat.g_01447
OG0001418	Praa.g_01581	Prat.g_00646
OG0001420	Praa.g_01626	Prat.g_01532
OG0001425	Praa.g_00326	Prat.g_00333
OG0001427	Praa.g_00521	Prat.g_00484
OG0001429	Praa.g_00761	Prat.g_01524
OG0001430	Praa.g_00792	Prat.g_00864
OG0001431	Praa.g_00893	Prat.g_00695
OG0001432	Praa.g_00897	Prat.g_00700
OG0001433	Praa.g_01058	Prat.g_01226
OG0001434	Praa.g_01133	Prat.g_00624
OG0001435	Praa.g_01223	Prat.g_01449
OG0001437	Praa.g_01595	Prat.g_00827
OG0001438	Praa.g_01914	Prat.g_01878
OG0001441	Praa.g_00974	Prat.g_00906
OG0001444	Praa.g_01063	Prat.g_01522
OG0001445	Praa.g_01580	Prat.g_00649
OG0001449	Praa.g_01100	Prat.g_01523
OG0001451	Praa.g_01143	Prat.g_01173
OG0001453	Praa.g_01246	Prat.g_00381
OG0001454	Praa.g_01248	Prat.g_00380
OG0001455	Praa.g_01249	Prat.g_01195
OG0001456	Praa.g_01601	Prat.g_00810
OG0001460	Praa.g_00366	Prat.g_00658
OG0001461	Praa.g_00375	Prat.g_00620
OG0001463	Praa.g_00410	Prat.g_01505
OG0001464	Praa.g_00560	Prat.g_00521
OG0001466	Praa.g_00702	Prat.g_00779
OG0001467	Praa.g_00781	Prat.g_01290
OG0001468	Praa.g_00836	Prat.g_01005
OG0001469	Praa.g_00867	Prat.g_00833
OG0001470	Praa.g_01006	Prat.g_01194
OG0001471	Praa.g_01052	Prat.g_00420
OG0001472	Praa.g_01057	Prat.g_00654
OG0001473	Praa.g_01061	Prat.g_00661
OG0001474	Praa.g_01284	Prat.g_01216
OG0001475	Praa.g_01296	Prat.g_00635
OG0001476	Praa.g_01473	Prat.g_01349
OG0001478	Praa.g_01803	Prat.g_01755
OG0001482	Praa.g_00320	Prat.g_00327
OG0001485	Praa.g_00866	Prat.g_00972
OG0001486	Praa.g_00875	Prat.g_00857
OG0001494	Praa.g_01175	Prat.g_01138
OG0001495	Praa.g_01237	Prat.g_01237
OG0001496	Praa.g_01312	Prat.g_01243
OG0001503	Praa.g_00172	Prat.g_00173
OG0001507	Praa.g_00778	Prat.g_00643
OG0001523	Praa.g_00922	Prat.g_00732
OG0001524	Praa.g_00998	Prat.g_00460
OG0001525	Praa.g_01077	Prat.g_01198
OG0001526	Praa.g_01142	Prat.g_01174
OG0001528	Praa.g_01588	Prat.g_00077
OG0001529	Praa.g_01795	Prat.g_01747
OG0001539	Praa.g_00061	Prat.g_00667
OG0001540	Praa.g_00458	Prat.g_00421
OG0001541	Praa.g_00895	Prat.g_00698
OG0001550	Praa.g_00863	Prat.g_00975
OG0001551	Praa.g_01096	Prat.g_00631
OG0001570	Praa.g_00459	Prat.g_00422
OG0001602	Praa.g_00293	Prat.g_00301
OG0001608	Praa.g_00752	Prat.g_00652
OG0001610	Praa.g_00894	Prat.g_00697
OG0001615	Praa.g_01336	Prat.g_01268
OG0001619	Praa.g_01721	Prat.g_01681
OG0001623	Praa.g_00701	Prat.g_00778
OG0001629	Praa.g_01422	Prat.g_01271
OG0001636	Praa.g_00675	Prat.g_00749
OG0001711	Praa.g_01046	Prat.g_00683
OG0001734	Praa.g_01448	Prat.g_01276
OG0001843	Praa.g_01405	Prat.g_01321
OG0001856	Praa.g_00258	Prat.g_00265
OG0001858	Praa.g_00428	Prat.g_00387
OG0002050	Praa.g_01413	Prat.g_01527, Prat.g_01531
