Orthogroup	Praa	Prbf
OG0001129	Praa.g_01754	Prbf.g_00580
OG0001130	Praa.g_01755	Prbf.g_00579
OG0001131	Praa.g_01756	Prbf.g_00578
OG0001132	Praa.g_01757	Prbf.g_00577
OG0001133	Praa.g_01758	Prbf.g_00576
OG0001134	Praa.g_01759	Prbf.g_00575
OG0001135	Praa.g_01760	Prbf.g_00574
OG0001136	Praa.g_01761	Prbf.g_00573
OG0001137	Praa.g_01762	Prbf.g_00572
OG0001138	Praa.g_01763	Prbf.g_00571
OG0001139	Praa.g_01764	Prbf.g_00570
OG0001140	Praa.g_01765	Prbf.g_00569
OG0001141	Praa.g_01767	Prbf.g_00567
OG0001142	Praa.g_01768	Prbf.g_00566
OG0001143	Praa.g_01769	Prbf.g_00565
OG0001144	Praa.g_01771	Prbf.g_00563
OG0001145	Praa.g_01773	Prbf.g_00561
OG0001146	Praa.g_01774	Prbf.g_00560
OG0001147	Praa.g_01776	Prbf.g_00557
OG0001148	Praa.g_01777	Prbf.g_00556
OG0001149	Praa.g_01778	Prbf.g_00555
OG0001150	Praa.g_01781	Prbf.g_00552
OG0001151	Praa.g_01782	Prbf.g_00551
OG0001152	Praa.g_01783	Prbf.g_00550
OG0001153	Praa.g_01784	Prbf.g_00549
OG0001154	Praa.g_01785	Prbf.g_00548
OG0001155	Praa.g_01786	Prbf.g_00547
OG0001156	Praa.g_01787	Prbf.g_00546
OG0001157	Praa.g_01789	Prbf.g_00544
OG0001158	Praa.g_01790	Prbf.g_00542
OG0001159	Praa.g_01791	Prbf.g_00541
OG0001160	Praa.g_01792	Prbf.g_00540
OG0001161	Praa.g_01796	Prbf.g_00536
OG0001162	Praa.g_01797	Prbf.g_00535
OG0001163	Praa.g_01798	Prbf.g_00534
OG0001164	Praa.g_01799	Prbf.g_00533
OG0001165	Praa.g_01800	Prbf.g_00532
OG0001166	Praa.g_01801	Prbf.g_00531
OG0001167	Praa.g_01802	Prbf.g_00530
OG0001168	Praa.g_01804	Prbf.g_00528
OG0001169	Praa.g_01805	Prbf.g_00527
OG0001170	Praa.g_01807	Prbf.g_00523
OG0001171	Praa.g_01808	Prbf.g_00522
OG0001172	Praa.g_01809	Prbf.g_00521
OG0001173	Praa.g_01811	Prbf.g_00519
OG0001174	Praa.g_01813	Prbf.g_00517
OG0001175	Praa.g_01815	Prbf.g_00515
OG0001176	Praa.g_01816	Prbf.g_00513
OG0001177	Praa.g_01818	Prbf.g_00511
OG0001178	Praa.g_01819	Prbf.g_00510
OG0001179	Praa.g_01820	Prbf.g_00509
OG0001180	Praa.g_01821	Prbf.g_00508
OG0001181	Praa.g_01822	Prbf.g_00507
OG0001182	Praa.g_01823	Prbf.g_00506
OG0001183	Praa.g_01824	Prbf.g_00505
OG0001184	Praa.g_01825	Prbf.g_00504
OG0001185	Praa.g_01826	Prbf.g_00503
OG0001186	Praa.g_01827	Prbf.g_00501
OG0001187	Praa.g_01828	Prbf.g_00500
OG0001188	Praa.g_01829	Prbf.g_00499
OG0001189	Praa.g_01830	Prbf.g_00498
OG0001190	Praa.g_01831	Prbf.g_00497
OG0001191	Praa.g_01833	Prbf.g_00495
OG0001192	Praa.g_01835	Prbf.g_00493
OG0001193	Praa.g_01836	Prbf.g_00492
OG0001194	Praa.g_01837	Prbf.g_00491
OG0001195	Praa.g_01838	Prbf.g_00488
OG0001196	Praa.g_01840	Prbf.g_00486
OG0001197	Praa.g_01843	Prbf.g_00483
OG0001198	Praa.g_01844	Prbf.g_00482
OG0001199	Praa.g_01845	Prbf.g_00481
OG0001200	Praa.g_01846	Prbf.g_00480
OG0001201	Praa.g_01847	Prbf.g_00479
OG0001202	Praa.g_01848	Prbf.g_00478
OG0001203	Praa.g_01850	Prbf.g_00476
OG0001204	Praa.g_01853	Prbf.g_00474
OG0001205	Praa.g_01854	Prbf.g_00473
OG0001206	Praa.g_01856	Prbf.g_00472
OG0001207	Praa.g_01857	Prbf.g_00471
OG0001208	Praa.g_01858	Prbf.g_00470
OG0001209	Praa.g_01859	Prbf.g_00469
OG0001210	Praa.g_01860	Prbf.g_00468
OG0001211	Praa.g_01861	Prbf.g_00467
OG0001212	Praa.g_01862	Prbf.g_00466
OG0001213	Praa.g_01863	Prbf.g_00465
OG0001214	Praa.g_01864	Prbf.g_00464
OG0001215	Praa.g_01865	Prbf.g_00463
OG0001216	Praa.g_01866	Prbf.g_00462
OG0001217	Praa.g_01867	Prbf.g_00461
OG0001218	Praa.g_01868	Prbf.g_00460
OG0001219	Praa.g_01869	Prbf.g_00459
OG0001220	Praa.g_01870	Prbf.g_00458
OG0001221	Praa.g_01871	Prbf.g_00457
OG0001222	Praa.g_01873	Prbf.g_00456
OG0001223	Praa.g_01875	Prbf.g_00454
OG0001224	Praa.g_01876	Prbf.g_00452
OG0001225	Praa.g_01878	Prbf.g_00450
OG0001226	Praa.g_01879	Prbf.g_00449
OG0001227	Praa.g_01880	Prbf.g_00448
OG0001228	Praa.g_01881	Prbf.g_00447
OG0001229	Praa.g_01882	Prbf.g_00446
OG0001230	Praa.g_01883	Prbf.g_00445
OG0001231	Praa.g_01884	Prbf.g_00444
OG0001232	Praa.g_01886	Prbf.g_00442
OG0001233	Praa.g_01887	Prbf.g_00441
OG0001234	Praa.g_01888	Prbf.g_00440
OG0001235	Praa.g_01889	Prbf.g_00439
OG0001236	Praa.g_01890	Prbf.g_00438
OG0001237	Praa.g_01892	Prbf.g_00435
OG0001238	Praa.g_01893	Prbf.g_00434
OG0001239	Praa.g_01896	Prbf.g_00430
OG0001240	Praa.g_01897	Prbf.g_00429
OG0001241	Praa.g_01898	Prbf.g_00428
OG0001242	Praa.g_01899	Prbf.g_00426
OG0001243	Praa.g_01900	Prbf.g_00425
OG0001244	Praa.g_01901	Prbf.g_00424
OG0001245	Praa.g_01902	Prbf.g_00423
OG0001246	Praa.g_01903	Prbf.g_00422
OG0001247	Praa.g_01904	Prbf.g_00421
OG0001248	Praa.g_01905	Prbf.g_00420
OG0001249	Praa.g_01906	Prbf.g_00419
OG0001250	Praa.g_01907	Prbf.g_00416
OG0001251	Praa.g_01908	Prbf.g_00415
OG0001252	Praa.g_01909	Prbf.g_00414
OG0001253	Praa.g_01910	Prbf.g_00413
OG0001254	Praa.g_01912	Prbf.g_00411
OG0001255	Praa.g_01913	Prbf.g_00410
OG0001256	Praa.g_01915	Prbf.g_00407
OG0001257	Praa.g_01916	Prbf.g_00406
OG0001258	Praa.g_01917	Prbf.g_00405
OG0001259	Praa.g_01919	Prbf.g_00402
OG0001260	Praa.g_01920	Prbf.g_00401
OG0001261	Praa.g_01921	Prbf.g_00400
OG0001262	Praa.g_01922	Prbf.g_00399
OG0001263	Praa.g_01923	Prbf.g_00398
OG0001264	Praa.g_01924	Prbf.g_00397
OG0001265	Praa.g_01925	Prbf.g_00396
OG0001266	Praa.g_01926	Prbf.g_00395
OG0001267	Praa.g_01927	Prbf.g_00394
OG0001268	Praa.g_01928	Prbf.g_00393
OG0001269	Praa.g_00092	Prbf.g_01418
OG0001270	Praa.g_00138	Prbf.g_01468
OG0001271	Praa.g_00150	Prbf.g_01483
OG0001272	Praa.g_00281	Prbf.g_01621
OG0001273	Praa.g_00333	Prbf.g_01677
OG0001274	Praa.g_00482	Prbf.g_01765
OG0001275	Praa.g_00498	Prbf.g_01781
OG0001276	Praa.g_00590	Prbf.g_01872
OG0001277	Praa.g_00750	Prbf.g_01155
OG0001278	Praa.g_00855	Prbf.g_01192
OG0001279	Praa.g_00906	Prbf.g_01321
OG0001280	Praa.g_01015	Prbf.g_01074
OG0001281	Praa.g_01064	Prbf.g_01921
OG0001282	Praa.g_01082	Prbf.g_00045
OG0001283	Praa.g_01087	Prbf.g_00868
OG0001284	Praa.g_01097	Prbf.g_00326
OG0001285	Praa.g_01144	Prbf.g_00900
OG0001286	Praa.g_01157	Prbf.g_00915
OG0001288	Praa.g_01516	Prbf.g_00200
OG0001289	Praa.g_01527	Prbf.g_00213
OG0001290	Praa.g_01570	Prbf.g_01930
OG0001291	Praa.g_01571	Prbf.g_00274
OG0001292	Praa.g_01576	Prbf.g_00812
OG0001293	Praa.g_01593	Prbf.g_00056
OG0001294	Praa.g_01605	Prbf.g_01053
OG0001295	Praa.g_01618	Prbf.g_00734
OG0001296	Praa.g_01627	Prbf.g_00702
OG0001297	Praa.g_01631	Prbf.g_00698
OG0001298	Praa.g_01634	Prbf.g_00695
OG0001299	Praa.g_01702	Prbf.g_00625
OG0001300	Praa.g_01727	Prbf.g_00688
OG0001301	Praa.g_01814	Prbf.g_00516
OG0001302	Praa.g_01842	Prbf.g_00484
OG0001303	Praa.g_01874	Prbf.g_00455
OG0001304	Praa.g_01918	Prbf.g_00403
OG0001307	Praa.g_00030	Prbf.g_01353
OG0001308	Praa.g_00071	Prbf.g_01398
OG0001309	Praa.g_00074	Prbf.g_01401
OG0001310	Praa.g_00076	Prbf.g_01403
OG0001311	Praa.g_00093	Prbf.g_01419
OG0001312	Praa.g_00119	Prbf.g_01449
OG0001313	Praa.g_00125	Prbf.g_01456
OG0001314	Praa.g_00199	Prbf.g_01534
OG0001315	Praa.g_00243	Prbf.g_01582
OG0001316	Praa.g_00252	Prbf.g_01591
OG0001317	Praa.g_00372	Prbf.g_00046
OG0001318	Praa.g_00637	Prbf.g_00984
OG0001319	Praa.g_00758	Prbf.g_00855
OG0001320	Praa.g_01030	Prbf.g_01161
OG0001321	Praa.g_01035	Prbf.g_01166
OG0001322	Praa.g_01072	Prbf.g_00417
OG0001323	Praa.g_01109	Prbf.g_00453
OG0001324	Praa.g_01113	Prbf.g_00336
OG0001325	Praa.g_01120	Prbf.g_00281
OG0001326	Praa.g_01187	Prbf.g_00951
OG0001327	Praa.g_01350	Prbf.g_00069
OG0001328	Praa.g_01574	Prbf.g_01706
OG0001329	Praa.g_01658	Prbf.g_00670
OG0001330	Praa.g_01694	Prbf.g_00635
OG0001331	Praa.g_01810	Prbf.g_00520
OG0001332	Praa.g_00141	Prbf.g_01471
OG0001333	Praa.g_00238	Prbf.g_01576
OG0001334	Praa.g_00467	Prbf.g_00824
OG0001335	Praa.g_01055	Prbf.g_01332
OG0001336	Praa.g_01075	Prbf.g_00845
OG0001337	Praa.g_01090	Prbf.g_00375
OG0001338	Praa.g_01289	Prbf.g_00263
OG0001339	Praa.g_01323	Prbf.g_00021
OG0001340	Praa.g_01386	Prbf.g_00408
OG0001341	Praa.g_01567	Prbf.g_00246
OG0001342	Praa.g_01578	Prbf.g_00752, Prbf.g_00720
OG0001343	Praa.g_01632	Prbf.g_00697
OG0001344	Praa.g_01683	Prbf.g_00646
OG0001345	Praa.g_01779	Prbf.g_00554
OG0001346	Praa.g_01834	Prbf.g_00494
OG0001349	Praa.g_00118	Prbf.g_01448
OG0001350	Praa.g_00144	Prbf.g_00007
OG0001351	Praa.g_00203	Prbf.g_01538
OG0001352	Praa.g_00248	Prbf.g_01587
OG0001353	Praa.g_00261	Prbf.g_01600
OG0001354	Praa.g_00280	Prbf.g_01620
OG0001355	Praa.g_00339	Prbf.g_01683
OG0001357	Praa.g_00434	Prbf.g_01718
OG0001358	Praa.g_00472	Prbf.g_01755
OG0001359	Praa.g_00486	Prbf.g_01769
OG0001360	Praa.g_00509	Prbf.g_01792
OG0001361	Praa.g_00514	Prbf.g_01797
OG0001362	Praa.g_00577	Prbf.g_01858
OG0001363	Praa.g_00703	Prbf.g_01562
OG0001364	Praa.g_00786	Prbf.g_01154
OG0001365	Praa.g_00845	Prbf.g_01202
OG0001366	Praa.g_00890	Prbf.g_00840
OG0001367	Praa.g_00992	Prbf.g_01089
OG0001368	Praa.g_01014	Prbf.g_01075
OG0001369	Praa.g_01131	Prbf.g_00783
OG0001370	Praa.g_01132	Prbf.g_00782
OG0001371	Praa.g_01209	Prbf.g_00972
OG0001372	Praa.g_01257	Prbf.g_00339
OG0001373	Praa.g_01547	Prbf.g_00232
OG0001374	Praa.g_01698, Praa.g_01611	Prbf.g_01383
OG0001375	Praa.g_01673	Prbf.g_00656
OG0001377	Praa.g_01841	Prbf.g_00485
OG0001379	Praa.g_00067	Prbf.g_01393
OG0001380	Praa.g_00068	Prbf.g_01395
OG0001381	Praa.g_00087	Prbf.g_01413
OG0001382	Praa.g_00135	Prbf.g_01466
OG0001383	Praa.g_00234	Prbf.g_01572
OG0001384	Praa.g_00256	Prbf.g_01596
OG0001385	Praa.g_00272	Prbf.g_01613
OG0001386	Praa.g_00361	Prbf.g_00198
OG0001387	Praa.g_01390	Prbf.g_00131
OG0001387	Praa.g_01392	Prbf.g_00129
OG0001388	Praa.g_00397	Prbf.g_01265
OG0001389	Praa.g_00453	Prbf.g_01741
OG0001390	Praa.g_00460	Prbf.g_01747
OG0001392	Praa.g_00511	Prbf.g_01794
OG0001393	Praa.g_00519	Prbf.g_01802
OG0001394	Praa.g_00666	Prbf.g_01015
OG0001395	Praa.g_00674	Prbf.g_01289
OG0001396	Praa.g_00676	Prbf.g_01287
OG0001397	Praa.g_00682	Prbf.g_01281
OG0001398	Praa.g_00716	Prbf.g_01032
OG0001399	Praa.g_00788	Prbf.g_01151
OG0001400	Praa.g_00889	Prbf.g_00841
OG0001401	Praa.g_00891	Prbf.g_00839
OG0001402	Praa.g_00912	Prbf.g_01315
OG0001403	Praa.g_00915	Prbf.g_01312
OG0001404	Praa.g_00996	Prbf.g_00731
OG0001405	Praa.g_01024	Prbf.g_01062
OG0001406	Praa.g_01043	Prbf.g_01174
OG0001407	Praa.g_01053	Prbf.g_00849
OG0001408	Praa.g_01062	Prbf.g_00059
OG0001409	Praa.g_01069	Prbf.g_00276
OG0001410	Praa.g_01146	Prbf.g_00903
OG0001411	Praa.g_01292	Prbf.g_00328
OG0001412	Praa.g_01319	Prbf.g_00025
OG0001413	Praa.g_01357	Prbf.g_01059
OG0001414	Praa.g_01367	Prbf.g_00096
OG0001415	Praa.g_01515	Prbf.g_00199
OG0001416	Praa.g_01518	Prbf.g_00202
OG0001417	Praa.g_01568	Prbf.g_00247
OG0001418	Praa.g_01581	Prbf.g_00772
OG0001420	Praa.g_01626	Prbf.g_00347
OG0001424	Praa.g_00062	Prbf.g_00865
OG0001426	Praa.g_00363	Prbf.g_01058
OG0001428	Praa.g_00748	Prbf.g_00353
OG0001429	Praa.g_00761	Prbf.g_00327
OG0001430	Praa.g_00792	Prbf.g_01145
OG0001431	Praa.g_00893	Prbf.g_00837
OG0001432	Praa.g_00897	Prbf.g_00832
OG0001433	Praa.g_01058	Prbf.g_00344
OG0001434	Praa.g_01133	Prbf.g_00348
OG0001435	Praa.g_01223	Prbf.g_00250
OG0001436	Praa.g_01587	Prbf.g_00063
OG0001437	Praa.g_01595	Prbf.g_00826
OG0001440	Praa.g_00371	Prbf.g_00757
OG0001441	Praa.g_00974	Prbf.g_01107
OG0001442	Praa.g_01007	Prbf.g_00286
OG0001443	Praa.g_01060	Prbf.g_00278
OG0001444	Praa.g_01063	Prbf.g_00060
OG0001445	Praa.g_01580	Prbf.g_00882
OG0001449	Praa.g_01100	Prbf.g_00799
OG0001451	Praa.g_01143	Prbf.g_00899
OG0001452	Praa.g_01178	Prbf.g_00938
OG0001453	Praa.g_01246	Prbf.g_00795
OG0001454	Praa.g_01248	Prbf.g_00794
OG0001455	Praa.g_01249	Prbf.g_00892
OG0001456	Praa.g_01601	Prbf.g_00801
OG0001457	Praa.g_01624, Praa.g_01794	Prbf.g_00119
OG0001460	Praa.g_00366	Prbf.g_01739
OG0001462	Praa.g_00387	Prbf.g_00867
OG0001463	Praa.g_00410	Prbf.g_00357
OG0001465	Praa.g_00589	Prbf.g_01871
OG0001466	Praa.g_00702	Prbf.g_01256
OG0001467	Praa.g_00781	Prbf.g_00090
OG0001468	Praa.g_00836	Prbf.g_01212
OG0001469	Praa.g_00867	Prbf.g_01925
OG0001470	Praa.g_01006	Prbf.g_00878
OG0001471	Praa.g_01052	Prbf.g_01745
OG0001474	Praa.g_01284	Prbf.g_00854
OG0001475	Praa.g_01296	Prbf.g_00262
OG0001477	Praa.g_01625	Prbf.g_00769
OG0001478	Praa.g_01803	Prbf.g_00529
OG0001484	Praa.g_00416	Prbf.g_00364
OG0001486	Praa.g_00875	Prbf.g_01152
OG0001487	Praa.g_00937	Prbf.g_01025
OG0001495	Praa.g_01237	Prbf.g_00789
OG0001496	Praa.g_01312	Prbf.g_00032
OG0001497	Praa.g_01397	Prbf.g_01388
OG0001498	Praa.g_01696	Prbf.g_00633
OG0001499	Praa.g_01717	Prbf.g_01938
OG0001503	Praa.g_00172	Prbf.g_01506
OG0001504	Praa.g_00394	Prbf.g_00631
OG0001506	Praa.g_00743	Prbf.g_00814
OG0001508	Praa.g_00833	Prbf.g_01215
OG0001509	Praa.g_00837	Prbf.g_01211
OG0001523	Praa.g_00922	Prbf.g_01305
OG0001524	Praa.g_00998	Prbf.g_00806
OG0001525	Praa.g_01077	Prbf.g_00871
OG0001527	Praa.g_01579	Prbf.g_00728
OG0001528	Praa.g_01588	Prbf.g_00828
OG0001541	Praa.g_00895	Prbf.g_00834
OG0001550	Praa.g_00863	Prbf.g_01180
OG0001555	Praa.g_01411	Prbf.g_00313
OG0001556	Praa.g_01436	Prbf.g_00121
OG0001570	Praa.g_00459	Prbf.g_01746
OG0001573	Praa.g_01254, Praa.g_00744	Prbf.g_00297
OG0001588	Praa.g_01251	Prbf.g_00338
OG0001592	Praa.g_01398	Prbf.g_00133
OG0001593	Praa.g_01438	Prbf.g_00124
OG0001616	Praa.g_01343	Prbf.g_00780
OG0001626	Praa.g_01333	Prbf.g_00139
OG0001627	Praa.g_01341	Prbf.g_00050
OG0001734	Praa.g_01448	Prbf.g_00078
OG0001796	Praa.g_01443	Prbf.g_01711
OG0001842	Praa.g_01391	Prbf.g_00130
OG0001844	Praa.g_01412	Prbf.g_00312
OG0001866	Praa.g_01439	Prbf.g_00125
OG0001903	Praa.g_01440, Praa.g_01417	Prbf.g_00126
OG0001946	Praa.g_01416	Prbf.g_00122
OG0001984	Praa.g_01389	Prbf.g_00132
OG0002018	Praa.g_01441	Prbf.g_00128
OG0002019	Praa.g_01442	Prbf.g_00086
OG0002020	Praa.g_01446	Prbf.g_00138
OG0002051	Praa.g_01437	Prbf.g_00123
OG0002112	Praa.g_01451	Prbf.g_00081
OG0002113	Praa.g_01452	Prbf.g_00082
OG0002114	Praa.g_01453	Prbf.g_00079
OG0002115	Praa.g_01454	Prbf.g_00080
OG0002165	Praa.g_01435	Prbf.g_00127
OG0002166	Praa.g_01456	Prbf.g_00087
OG0002228	Praa.g_01444	Prbf.g_00084
OG0002229	Praa.g_01455	Prbf.g_00083
OG0002230	Praa.g_01457	Prbf.g_00088
