Orthogroup	Praj	Praf
OG0001159	Praj.g_01999	Praf.g_02398
OG0001160	Praj.g_02000	Praf.g_02399
OG0001161	Praj.g_02001	Praf.g_00196
OG0001162	Praj.g_02002	Praf.g_00195
OG0001163	Praj.g_02003	Praf.g_00194
OG0001164	Praj.g_02004	Praf.g_00193
OG0001165	Praj.g_02005	Praf.g_00192
OG0001166	Praj.g_02006	Praf.g_00191
OG0001167	Praj.g_02007	Praf.g_00184
OG0001168	Praj.g_02008	Praf.g_00183
OG0001169	Praj.g_02009	Praf.g_00182
OG0001170	Praj.g_02010	Praf.g_00180
OG0001171	Praj.g_02011	Praf.g_00179
OG0001172	Praj.g_02013	Praf.g_00177
OG0001173	Praj.g_02015	Praf.g_00175
OG0001174	Praj.g_02016	Praf.g_00174
OG0001175	Praj.g_02017	Praf.g_00173
OG0001176	Praj.g_02019	Praf.g_00165
OG0001177	Praj.g_02021	Praf.g_00163
OG0001178	Praj.g_02025	Praf.g_00158
OG0001179	Praj.g_02026	Praf.g_00157
OG0001180	Praj.g_02027	Praf.g_00156
OG0001181	Praj.g_02028	Praf.g_00155
OG0001182	Praj.g_02030	Praf.g_00154
OG0001183	Praj.g_02031	Praf.g_00153
OG0001184	Praj.g_02046	Praf.g_00091
OG0001185	Praj.g_02059	Praf.g_00089
OG0001186	Praj.g_02060	Praf.g_00088
OG0001187	Praj.g_02061	Praf.g_00087
OG0001188	Praj.g_02062	Praf.g_00083
OG0001189	Praj.g_02063	Praf.g_00082
OG0001190	Praj.g_02064	Praf.g_00081
OG0001191	Praj.g_02065	Praf.g_00077
OG0001192	Praj.g_02066	Praf.g_00075
OG0001193	Praj.g_02067	Praf.g_00074
OG0001194	Praj.g_02068	Praf.g_00072
OG0001195	Praj.g_02069	Praf.g_00071
OG0001196	Praj.g_02070	Praf.g_00070
OG0001197	Praj.g_02071	Praf.g_00069
OG0001198	Praj.g_02072	Praf.g_00068
OG0001199	Praj.g_02073	Praf.g_00067
OG0001200	Praj.g_02074	Praf.g_00064
OG0001201	Praj.g_02075	Praf.g_00063
OG0001202	Praj.g_02076	Praf.g_00062
OG0001203	Praj.g_02078	Praf.g_00060
OG0001204	Praj.g_02080	Praf.g_00056
OG0001205	Praj.g_02082	Praf.g_00054
OG0001206	Praj.g_02083	Praf.g_00053
OG0001207	Praj.g_02084	Praf.g_02656
OG0001208	Praj.g_02085	Praf.g_02657
OG0001209	Praj.g_02086	Praf.g_02658
OG0001210	Praj.g_02087	Praf.g_02659
OG0001211	Praj.g_02088	Praf.g_02661
OG0001212	Praj.g_02089	Praf.g_02662
OG0001213	Praj.g_02090	Praf.g_02663
OG0001214	Praj.g_02092	Praf.g_02665
OG0001215	Praj.g_02093	Praf.g_02667
OG0001216	Praj.g_02094	Praf.g_02669
OG0001217	Praj.g_02095	Praf.g_02670
OG0001218	Praj.g_02096	Praf.g_02671
OG0001219	Praj.g_02099	Praf.g_02674
OG0001220	Praj.g_02100	Praf.g_02680
OG0001221	Praj.g_02105	Praf.g_02702
OG0001222	Praj.g_02106	Praf.g_02716
OG0001223	Praj.g_02107	Praf.g_02717
OG0001224	Praj.g_02109	Praf.g_02719
OG0001225	Praj.g_02110	Praf.g_02720
OG0001226	Praj.g_02111	Praf.g_02723
OG0001227	Praj.g_02112	Praf.g_02724
OG0001228	Praj.g_02113	Praf.g_02728
OG0001229	Praj.g_02114	Praf.g_02729
OG0001230	Praj.g_02115	Praf.g_02730
OG0001231	Praj.g_02116	Praf.g_02743
OG0001232	Praj.g_02124	Praf.g_02753
OG0001233	Praj.g_02125	Praf.g_02754
OG0001234	Praj.g_02126	Praf.g_02755
OG0001235	Praj.g_02127	Praf.g_02756
OG0001236	Praj.g_02129	Praf.g_02758
OG0001237	Praj.g_02130	Praf.g_02759
OG0001238	Praj.g_02134	Praf.g_02764
OG0001239	Praj.g_02135	Praf.g_02765
OG0001240	Praj.g_02136	Praf.g_02766
OG0001241	Praj.g_02139	Praf.g_02770
OG0001242	Praj.g_02141	Praf.g_02772
OG0001243	Praj.g_02142	Praf.g_02773
OG0001244	Praj.g_02143	Praf.g_02775
OG0001245	Praj.g_02144	Praf.g_02777
OG0001246	Praj.g_02145	Praf.g_02779
OG0001247	Praj.g_02146	Praf.g_02780
OG0001248	Praj.g_02147	Praf.g_02781
OG0001249	Praj.g_02148	Praf.g_02782
OG0001250	Praj.g_02149	Praf.g_02783
OG0001251	Praj.g_00130	Praf.g_00261
OG0001252	Praj.g_00178	Praf.g_02418
OG0001253	Praj.g_00190	Praf.g_02437
OG0001254	Praj.g_00316	Praf.g_02280
OG0001255	Praj.g_00379	Praf.g_02055
OG0001256	Praj.g_01187	Praf.g_01188, Praf.g_01190
OG0001257	Praj.g_00475	Praf.g_00597
OG0001258	Praj.g_00490	Praf.g_00615
OG0001259	Praj.g_00577	Praf.g_00738
OG0001261	Praj.g_00805	Praf.g_01591
OG0001262	Praj.g_01326	Praf.g_01614
OG0001264	Praj.g_00886	Praf.g_01460
OG0001265	Praj.g_00997	Praf.g_01333
OG0001267	Praj.g_01477	Praf.g_01134
OG0001268	Praj.g_01463	Praf.g_00852
OG0001269	Praj.g_01547	Praf.g_01893
OG0001270	Praj.g_01673	Praf.g_00976
OG0001271	Praj.g_01685	Praf.g_00535
OG0001272	Praj.g_00851, Praj.g_01327	Praf.g_01248
OG0001273	Praj.g_00510	Praf.g_00639
OG0001274	Praj.g_01723	Praf.g_01145
OG0001275	Praj.g_01041	Praf.g_01950
OG0001276	Praj.g_01726	Praf.g_01484
OG0001278	Praj.g_01761	Praf.g_00492
OG0001279	Praj.g_01765	Praf.g_00487
OG0001280	Praj.g_01767	Praf.g_00484
OG0001281	Praj.g_01872	Praf.g_02197
OG0001282	Praj.g_01236	Praf.g_00474
OG0001283	Praj.g_01993	Praf.g_02392
OG0001284	Praj.g_02024	Praf.g_00159
OG0001285	Praj.g_02079	Praf.g_00058
OG0001286	Praj.g_02138	Praf.g_02768
OG0001287	Praj.g_01139	Praf.g_01095
OG0001288	Praj.g_00431	Praf.g_01988
OG0001289	Praj.g_02042, Praj.g_00064, Praj.g_02036, Praj.g_01515, Praj.g_01510, Praj.g_01506, Praj.g_01504, Praj.g_00068, Praj.g_00059, Praj.g_01514, Praj.g_00058, Praj.g_01509, Praj.g_01511, Praj.g_00080, Praj.g_01382, Praj.g_00086	Praf.g_02679
OG0001290	Praj.g_00030	Praf.g_00036
OG0001291	Praj.g_00109	Praf.g_00318
OG0001292	Praj.g_00112	Praf.g_00315
OG0001293	Praj.g_00114	Praf.g_00313
OG0001294	Praj.g_00131	Praf.g_00260
OG0001296	Praj.g_00166	Praf.g_02402
OG0001298	Praj.g_00284	Praf.g_02206
OG0001299	Praj.g_00291	Praf.g_02234, Praf.g_02225, Praf.g_02218
OG0001301	Praj.g_00625	Praf.g_01694
OG0001303	Praj.g_00740	Praf.g_01853
OG0001304	Praj.g_01015	Praf.g_01284
OG0001305	Praj.g_01020	Praf.g_01278
OG0001306	Praj.g_02123	Praf.g_02752
OG0001307	Praj.g_00895	Praf.g_01473
OG0001309	Praj.g_02081	Praf.g_00055
OG0001310	Praj.g_01205	Praf.g_01002, Praf.g_02648
OG0001311	Praj.g_01429	Praf.g_00926
OG0001312	Praj.g_01548	Praf.g_01894
OG0001313	Praj.g_00744	Praf.g_00017
OG0001314	Praj.g_01789	Praf.g_00454
OG0001315	Praj.g_01824	Praf.g_00403
OG0001316	Praj.g_01989	Praf.g_02387
OG0001318	Praj.g_00182	Praf.g_02429
OG0001319	Praj.g_00278	Praf.g_00387
OG0001320	Praj.g_01485	Praf.g_00676
OG0001322	Praj.g_00733	Praf.g_01257
OG0001323	Praj.g_00876	Praf.g_01640
OG0001324	Praj.g_01378	Praf.g_00969
OG0001326	Praj.g_01165	Praf.g_01082
OG0001327	Praj.g_01521	Praf.g_00805
OG0001328	Praj.g_01533	Praf.g_00789
OG0001329	Praj.g_02132	Praf.g_02762
OG0001330	Praj.g_01719	Praf.g_00497
OG0001332	Praj.g_01813	Praf.g_00426
OG0001333	Praj.g_01956	Praf.g_02111
OG0001334	Praj.g_02014	Praf.g_00176
OG0001335	Praj.g_02077	Praf.g_00061
OG0001336	Praj.g_00169	Praf.g_02404
OG0001344	Praj.g_01497, Praj.g_01564	Praf.g_01750
OG0001348	Praj.g_00496	Praf.g_00624
OG0001359	Praj.g_01837	Praf.g_01037
OG0001360	Praj.g_01838	Praf.g_01038
OG0001362	Praj.g_01155	Praf.g_01769
OG0001368	Praj.g_02023	Praf.g_00160
OG0001369	Praj.g_00998	Praf.g_01332
OG0001380	Praj.g_01027	Praf.g_00819
OG0001381	Praj.g_00448	Praf.g_01958
OG0001396	Praj.g_01344	Praf.g_01431
OG0001410	Praj.g_01082	Praf.g_02569
OG0001412	Praj.g_00924	Praf.g_01421
OG0001415	Praj.g_00361	Praf.g_02074
OG0001416	Praj.g_00513	Praf.g_00644
OG0001426	Praj.g_02133	Praf.g_02763
OG0001429	Praj.g_00956	Praf.g_01375
OG0001436	Praj.g_01119	Praf.g_02686, Praf.g_01026
OG0001438	Praj.g_00608	Praf.g_01665
OG0001442	Praj.g_01727	Praf.g_00960
OG0001448	Praj.g_00717	Praf.g_01004
OG0001451	Praj.g_01598	Praf.g_00331
OG0001452	Praj.g_02098	Praf.g_02673
OG0001453	Praj.g_01322	Praf.g_01085
OG0001455	Praj.g_01068	Praf.g_00966
OG0001456	Praj.g_00374	Praf.g_00737
OG0001466	Praj.g_01206	Praf.g_01297
OG0001467	Praj.g_01629	Praf.g_01791
OG0001472	Praj.g_00837	Praf.g_01231
OG0001474	Praj.g_01846	Praf.g_02731
OG0001475	Praj.g_00853	Praf.g_02678
OG0001476	Praj.g_00854	Praf.g_02677
OG0001477	Praj.g_00855	Praf.g_02676
OG0001478	Praj.g_01600	Praf.g_01130
OG0001479	Praj.g_01439	Praf.g_00936
OG0001480	Praj.g_00428	Praf.g_01997
OG0001486	Praj.g_00908	Praf.g_01500
OG0001487	Praj.g_00612	Praf.g_01670
OG0001492	Praj.g_00803	Praf.g_02169
OG0001493	Praj.g_01847	Praf.g_02732
OG0001494	Praj.g_01848	Praf.g_02733
OG0001495	Praj.g_01849	Praf.g_02734
OG0001496	Praj.g_01850	Praf.g_02735
OG0001497	Praj.g_01851	Praf.g_02736
OG0001498	Praj.g_01852	Praf.g_02737
OG0001499	Praj.g_01853	Praf.g_02738
OG0001500	Praj.g_01854	Praf.g_02739
OG0001501	Praj.g_01855	Praf.g_02740
OG0001502	Praj.g_01856	Praf.g_02741
OG0001503	Praj.g_01857	Praf.g_02742
OG0001504	Praj.g_00903	Praf.g_01496
OG0001508	Praj.g_00060, Praj.g_01760	Praf.g_00977
OG0001520	Praj.g_01118	Praf.g_01027
OG0001530	Praj.g_01117	Praf.g_01028
OG0001531	Praj.g_01135	Praf.g_00985
OG0001544	Praj.g_01168	Praf.g_02007
OG0001545	Praj.g_00883	Praf.g_01457
OG0001546	Praj.g_00807	Praf.g_01593
OG0001547	Praj.g_01250	Praf.g_01015
OG0001548	Praj.g_01972	Praf.g_01903
OG0001587	Praj.g_01381	Praf.g_01953
OG0001588	Praj.g_01841	Praf.g_00493
OG0001593	Praj.g_01193	Praf.g_01578
OG0001605	Praj.g_01890	Praf.g_02174
OG0001608	Praj.g_01895	Praf.g_02086
OG0001622	Praj.g_01367	Praf.g_01114
OG0001632	Praj.g_01211	Praf.g_00482
OG0001633	Praj.g_01859	Praf.g_00946, Praf.g_01089
OG0001634	Praj.g_01368	Praf.g_01115
OG0001635	Praj.g_01369	Praf.g_01118
OG0001636	Praj.g_01370	Praf.g_01119
OG0001683	Praj.g_02039	Praf.g_00085
OG0001695	Praj.g_02052	Praf.g_00118
OG0001696	Praj.g_01597, Praj.g_00037	Praf.g_00292, Praf.g_00278
OG0001696	Praj.g_01565	Praf.g_01900
OG0001709	Praj.g_01108	Praf.g_00592
OG0001713	Praj.g_02053	Praf.g_00093
OG0001714	Praj.g_01670	Praf.g_01852
OG0001715	Praj.g_02018	Praf.g_00172
OG0001716	Praj.g_01431	Praf.g_00924
OG0001717	Praj.g_01039	Praf.g_00954
OG0001718	Praj.g_00096	Praf.g_00957
OG0001719	Praj.g_00381	Praf.g_02053
OG0001730	Praj.g_02057	Praf.g_00094
OG0001737	Praj.g_00045	Praf.g_00051
OG0001738	Praj.g_00150	Praf.g_00232
OG0001739	Praj.g_00149	Praf.g_00238
OG0001740	Praj.g_00148	Praf.g_00239
OG0001741	Praj.g_00138	Praf.g_00252
OG0001742	Praj.g_01746	Praf.g_00389
OG0001743	Praj.g_00279	Praf.g_00390
OG0001744	Praj.g_01811	Praf.g_00428
OG0001745	Praj.g_00556	Praf.g_00707
OG0001746	Praj.g_01541	Praf.g_00778
OG0001747	Praj.g_01448	Praf.g_00876
OG0001748	Praj.g_00685	Praf.g_01214
OG0001749	Praj.g_00675	Praf.g_01245
OG0001750	Praj.g_01007	Praf.g_01324
OG0001751	Praj.g_01000	Praf.g_01330
OG0001752	Praj.g_00996	Praf.g_01336
OG0001753	Praj.g_00942	Praf.g_01396
OG0001754	Praj.g_01010	Praf.g_01446
OG0001755	Praj.g_00900	Praf.g_01488
OG0001756	Praj.g_00774	Praf.g_01535
OG0001757	Praj.g_00077	Praf.g_01612
OG0001758	Praj.g_01558	Praf.g_01615
OG0001759	Praj.g_00830	Praf.g_01628
OG0001760	Praj.g_00878	Praf.g_01637
OG0001761	Praj.g_00662	Praf.g_01642
OG0001762	Praj.g_00652	Praf.g_01740
OG0001763	Praj.g_00161	Praf.g_01899
OG0001764	Praj.g_00404	Praf.g_02014
OG0001765	Praj.g_00367	Praf.g_02067
OG0001766	Praj.g_00366	Praf.g_02068
OG0001767	Praj.g_00365	Praf.g_02070
OG0001768	Praj.g_00364	Praf.g_02071
OG0001769	Praj.g_00363	Praf.g_02072
OG0001770	Praj.g_01967	Praf.g_02100
OG0001771	Praj.g_01951	Praf.g_02120
OG0001772	Praj.g_00171	Praf.g_02406
OG0001773	Praj.g_00694	Praf.g_02419
OG0001774	Praj.g_00219	Praf.g_02478
OG0001775	Praj.g_00225	Praf.g_02496
OG0001776	Praj.g_00850	Praf.g_02571
OG0001777	Praj.g_02097	Praf.g_02672
OG0001778	Praj.g_02101	Praf.g_02681
OG0001779	Praj.g_02102	Praf.g_02682
OG0001780	Praj.g_00848	Praf.g_02683
OG0001781	Praj.g_02108	Praf.g_02718
OG0001782	Praj.g_02122	Praf.g_02751
OG0001792	Praj.g_02038	Praf.g_00086, Praf.g_00131
OG0001793	Praj.g_02040	Praf.g_00084, Praf.g_00132
OG0001797	Praj.g_01179	Praf.g_01076
OG0001799	Praj.g_00860	Praf.g_00947
OG0001800	Praj.g_00041	Praf.g_01976, Praf.g_00988
OG0001801	Praj.g_01342	Praf.g_00989
OG0001802	Praj.g_01513	Praf.g_01211
OG0001803	Praj.g_00990	Praf.g_01344
OG0001830	Praj.g_02056	Praf.g_00096
OG0001831	Praj.g_01465	Praf.g_00835
OG0001832	Praj.g_01454	Praf.g_00865
OG0001852	Praj.g_01338	Praf.g_00890
OG0001913	Praj.g_01109	Praf.g_01032
OG0001915	Praj.g_00658	Praf.g_01746
OG0001919	Praj.g_01198, Praj.g_01191	Praf.g_00365
OG0001922	Praj.g_01143	Praf.g_01870, Praf.g_02644
OG0001955	Praj.g_01373	Praf.g_01120
OG0001991	Praj.g_01116	Praf.g_01043
OG0001996	Praj.g_02033, Praj.g_01516	Praf.g_00138
OG0002000	Praj.g_01262	Praf.g_00982, Praf.g_00981
OG0002005	Praj.g_02118	Praf.g_02747
OG0002006	Praj.g_02121	Praf.g_02750
OG0002036	Praj.g_00272	Praf.g_00377
OG0002038	Praj.g_00470	Praf.g_00587
OG0002041	Praj.g_00317	Praf.g_02281
OG0002043	Praj.g_00181	Praf.g_02423
OG0002072	Praj.g_00550	Praf.g_00699
OG0002073	Praj.g_01107	Praf.g_01029
OG0002074	Praj.g_01009	Praf.g_01321
OG0002075	Praj.g_01627	Praf.g_01789
OG0002077	Praj.g_01508, Praj.g_01901, Praj.g_00421, Praj.g_01754, Praj.g_01898, Praj.g_00375, Praj.g_00039	Praf.g_02233
OG0002131	Praj.g_01120	Praf.g_01051
OG0002145	Praj.g_02032	Praf.g_00139
OG0002147	Praj.g_01177	Praf.g_01024
OG0002149	Praj.g_01612	Praf.g_01504
OG0002152	Praj.g_01551	Praf.g_02032, Praf.g_02458
OG0002154	Praj.g_02120	Praf.g_02749
OG0002202	Praj.g_01001	Praf.g_01329
OG0002203	Praj.g_01167	Praf.g_01571
OG0002204	Praj.g_00062	Praf.g_01871, Praf.g_02645
OG0002207	Praj.g_00355	Praf.g_02334
OG0002291	Praj.g_01362	Praf.g_01053
OG0002308	Praj.g_02119	Praf.g_02748
OG0002416	Praj.g_02117	Praf.g_02744
OG0003463	Praj.g_01608	Praf.g_00280, Praf.g_00285
