Orthogroup	Praj	Prax
OG0001157	Praj.g_01996	Prax.g_01378
OG0001158	Praj.g_01998	Prax.g_01380
OG0001159	Praj.g_01999	Prax.g_01381
OG0001160	Praj.g_02000	Prax.g_01382
OG0001161	Praj.g_02001	Prax.g_01383
OG0001162	Praj.g_02002	Prax.g_01384
OG0001163	Praj.g_02003	Prax.g_01385
OG0001164	Praj.g_02004	Prax.g_01386
OG0001165	Praj.g_02005	Prax.g_01387
OG0001166	Praj.g_02006	Prax.g_01388
OG0001167	Praj.g_02007	Prax.g_01389
OG0001168	Praj.g_02008	Prax.g_01390
OG0001169	Praj.g_02009	Prax.g_01391
OG0001170	Praj.g_02010	Prax.g_01392
OG0001171	Praj.g_02011	Prax.g_01393
OG0001172	Praj.g_02013	Prax.g_01395
OG0001173	Praj.g_02015	Prax.g_01397
OG0001174	Praj.g_02016	Prax.g_01398
OG0001175	Praj.g_02017	Prax.g_01399
OG0001176	Praj.g_02019	Prax.g_01400
OG0001177	Praj.g_02021	Prax.g_01402
OG0001178	Praj.g_02025	Prax.g_01405
OG0001179	Praj.g_02026	Prax.g_01406
OG0001180	Praj.g_02027	Prax.g_01407
OG0001181	Praj.g_02028	Prax.g_01408
OG0001182	Praj.g_02030	Prax.g_01409
OG0001183	Praj.g_02031	Prax.g_01410
OG0001184	Praj.g_02046	Prax.g_01412
OG0001185	Praj.g_02059	Prax.g_01415
OG0001186	Praj.g_02060	Prax.g_01416
OG0001187	Praj.g_02061	Prax.g_01418
OG0001188	Praj.g_02062	Prax.g_01419
OG0001189	Praj.g_02063	Prax.g_01420
OG0001190	Praj.g_02064	Prax.g_01421
OG0001191	Praj.g_02065	Prax.g_01422
OG0001192	Praj.g_02066	Prax.g_01423
OG0001193	Praj.g_02067	Prax.g_01424
OG0001194	Praj.g_02068	Prax.g_01425
OG0001195	Praj.g_02069	Prax.g_01426
OG0001196	Praj.g_02070	Prax.g_01427
OG0001197	Praj.g_02071	Prax.g_01428
OG0001198	Praj.g_02072	Prax.g_01429
OG0001199	Praj.g_02073	Prax.g_01430
OG0001200	Praj.g_02074	Prax.g_01431
OG0001201	Praj.g_02075	Prax.g_01432
OG0001202	Praj.g_02076	Prax.g_01433
OG0001203	Praj.g_02078	Prax.g_01435
OG0001204	Praj.g_02080	Prax.g_01437
OG0001205	Praj.g_02082	Prax.g_01438
OG0001206	Praj.g_02083	Prax.g_01439
OG0001207	Praj.g_02084	Prax.g_01440
OG0001208	Praj.g_02085	Prax.g_01441
OG0001209	Praj.g_02086	Prax.g_01442
OG0001210	Praj.g_02087	Prax.g_01443
OG0001211	Praj.g_02088	Prax.g_01444
OG0001212	Praj.g_02089	Prax.g_01445
OG0001213	Praj.g_02090	Prax.g_01446
OG0001214	Praj.g_02092	Prax.g_01448
OG0001215	Praj.g_02093	Prax.g_01449
OG0001216	Praj.g_02094	Prax.g_01450
OG0001217	Praj.g_02095	Prax.g_01451
OG0001218	Praj.g_02096	Prax.g_01452
OG0001219	Praj.g_02099	Prax.g_01454
OG0001220	Praj.g_02100	Prax.g_01455
OG0001221	Praj.g_02105	Prax.g_01458
OG0001222	Praj.g_02106	Prax.g_01459
OG0001223	Praj.g_02107	Prax.g_01460
OG0001224	Praj.g_02109	Prax.g_01461
OG0001225	Praj.g_02110	Prax.g_01462
OG0001226	Praj.g_02111	Prax.g_01463
OG0001227	Praj.g_02112	Prax.g_01464
OG0001228	Praj.g_02113	Prax.g_01465
OG0001229	Praj.g_02114	Prax.g_01466
OG0001230	Praj.g_02115	Prax.g_01467
OG0001231	Praj.g_02116	Prax.g_01468
OG0001232	Praj.g_02124	Prax.g_01469
OG0001233	Praj.g_02125	Prax.g_01470
OG0001234	Praj.g_02126	Prax.g_01471
OG0001235	Praj.g_02127	Prax.g_01472
OG0001236	Praj.g_02129	Prax.g_01474
OG0001237	Praj.g_02130	Prax.g_01475
OG0001238	Praj.g_02134	Prax.g_01477
OG0001239	Praj.g_02135	Prax.g_01478
OG0001240	Praj.g_02136	Prax.g_01479
OG0001241	Praj.g_02139	Prax.g_01481
OG0001242	Praj.g_02141	Prax.g_01482
OG0001243	Praj.g_02142	Prax.g_01483
OG0001244	Praj.g_02143	Prax.g_01484
OG0001245	Praj.g_02144	Prax.g_01485
OG0001246	Praj.g_02145	Prax.g_01486
OG0001247	Praj.g_02146	Prax.g_01487
OG0001248	Praj.g_02147	Prax.g_01488
OG0001249	Praj.g_02148	Prax.g_01489
OG0001250	Praj.g_02149	Prax.g_01490
OG0001251	Praj.g_00130	Prax.g_01126
OG0001252	Praj.g_00178	Prax.g_01080
OG0001253	Praj.g_00190	Prax.g_01068
OG0001254	Praj.g_00316	Prax.g_00894
OG0001255	Praj.g_00379	Prax.g_00840
OG0001256	Praj.g_01187	Prax.g_00776
OG0001257	Praj.g_00475	Prax.g_00720
OG0001258	Praj.g_00490	Prax.g_00703
OG0001259	Praj.g_00577	Prax.g_00049
OG0001260	Praj.g_00982, Praj.g_01392	Prax.g_00429
OG0001261	Praj.g_00805	Prax.g_00338
OG0001262	Praj.g_01326	Prax.g_00322
OG0001263	Praj.g_00864	Prax.g_00301, Prax.g_00501, Prax.g_00530
OG0001264	Praj.g_00886	Prax.g_00560
OG0001265	Praj.g_00997	Prax.g_01180
OG0001267	Praj.g_01477	Prax.g_00184
OG0001268	Praj.g_01463	Prax.g_00197
OG0001269	Praj.g_01547	Prax.g_01880
OG0001270	Praj.g_01673	Prax.g_01688
OG0001271	Praj.g_01685	Prax.g_01677
OG0001272	Praj.g_00851, Praj.g_01327	Prax.g_01635
OG0001273	Praj.g_00510	Prax.g_01634
OG0001274	Praj.g_01723	Prax.g_01629
OG0001275	Praj.g_01041	Prax.g_01613
OG0001277	Praj.g_01735, Praj.g_01844	Prax.g_01591
OG0001278	Praj.g_01761	Prax.g_01567
OG0001279	Praj.g_01765	Prax.g_01563
OG0001280	Praj.g_01767	Prax.g_01560
OG0001281	Praj.g_01872	Prax.g_01265
OG0001282	Praj.g_01236	Prax.g_01290
OG0001283	Praj.g_01993	Prax.g_01376
OG0001284	Praj.g_02024	Prax.g_01404
OG0001285	Praj.g_02079	Prax.g_01436
OG0001286	Praj.g_02138	Prax.g_01480
OG0001288	Praj.g_00431	Prax.g_00763
OG0001290	Praj.g_00030	Prax.g_00283
OG0001291	Praj.g_00109	Prax.g_00642
OG0001292	Praj.g_00112	Prax.g_00645
OG0001293	Praj.g_00114	Prax.g_00647
OG0001294	Praj.g_00131	Prax.g_01125
OG0001295	Praj.g_00159	Prax.g_01099
OG0001296	Praj.g_00166	Prax.g_01093
OG0001297	Praj.g_00239	Prax.g_01019
OG0001298	Praj.g_00284	Prax.g_00932
OG0001299	Praj.g_00291	Prax.g_00923
OG0001300	Praj.g_01031	Prax.g_00800
OG0001301	Praj.g_00625	Prax.g_00096
OG0001302	Praj.g_01745	Prax.g_00425
OG0001303	Praj.g_00740	Prax.g_00420
OG0001304	Praj.g_01015	Prax.g_01195
OG0001305	Praj.g_01020	Prax.g_01200
OG0001306	Praj.g_02123	Prax.g_01237
OG0001307	Praj.g_00895	Prax.g_01247
OG0001308	Praj.g_01025	Prax.g_00138
OG0001309	Praj.g_02081	Prax.g_00140
OG0001310	Praj.g_01205	Prax.g_00151
OG0001311	Praj.g_01429	Prax.g_00228
OG0001312	Praj.g_01548	Prax.g_01879
OG0001313	Praj.g_00744	Prax.g_01631
OG0001314	Praj.g_01789	Prax.g_01536
OG0001315	Praj.g_01824	Prax.g_01501
OG0001316	Praj.g_01989	Prax.g_01372
OG0001318	Praj.g_00182	Prax.g_01077
OG0001319	Praj.g_00278	Prax.g_00980
OG0001320	Praj.g_01485	Prax.g_00734
OG0001322	Praj.g_00733	Prax.g_00392
OG0001323	Praj.g_00876	Prax.g_01221
OG0001324	Praj.g_01378	Prax.g_01255
OG0001325	Praj.g_01277	Prax.g_00144
OG0001326	Praj.g_01165	Prax.g_01931
OG0001327	Praj.g_01521	Prax.g_01929
OG0001328	Praj.g_01533	Prax.g_01894
OG0001329	Praj.g_02132	Prax.g_01843
OG0001330	Praj.g_01719	Prax.g_01638
OG0001332	Praj.g_01813	Prax.g_01512
OG0001333	Praj.g_01956	Prax.g_01342
OG0001334	Praj.g_02014	Prax.g_01396
OG0001335	Praj.g_02077	Prax.g_01434
OG0001336	Praj.g_00169	Prax.g_01090
OG0001338	Praj.g_01059	Prax.g_01074
OG0001344	Praj.g_01497, Praj.g_01564	Prax.g_00796
OG0001348	Praj.g_00496	Prax.g_00697
OG0001349	Praj.g_00501	Prax.g_00692
OG0001350	Praj.g_00506	Prax.g_00687
OG0001352	Praj.g_00674	Prax.g_00960
OG0001356	Praj.g_00867	Prax.g_00544
OG0001359	Praj.g_01837	Prax.g_00165
OG0001360	Praj.g_01838	Prax.g_00166
OG0001362	Praj.g_01155	Prax.g_01957
OG0001364	Praj.g_01705	Prax.g_01658
OG0001365	Praj.g_00910	Prax.g_01260
OG0001368	Praj.g_02023	Prax.g_01403
OG0001369	Praj.g_00998	Prax.g_01181
OG0001371	Praj.g_00105	Prax.g_00638
OG0001372	Praj.g_00106	Prax.g_00639
OG0001373	Praj.g_00113	Prax.g_00646
OG0001374	Praj.g_00125	Prax.g_00658
OG0001376	Praj.g_00274	Prax.g_00984
OG0001377	Praj.g_00295	Prax.g_00919
OG0001379	Praj.g_01671	Prax.g_00811
OG0001380	Praj.g_01027	Prax.g_00775, Prax.g_00507
OG0001382	Praj.g_00456	Prax.g_00741
OG0001383	Praj.g_00503	Prax.g_00690
OG0001385	Praj.g_00655	Prax.g_00976
OG0001386	Praj.g_00665	Prax.g_00968
OG0001387	Praj.g_00667	Prax.g_00966
OG0001388	Praj.g_00679	Prax.g_00956
OG0001389	Praj.g_00703	Prax.g_00480
OG0001390	Praj.g_00069	Prax.g_00430
OG0001391	Praj.g_00912	Prax.g_00387
OG0001392	Praj.g_00866	Prax.g_00543
OG0001393	Praj.g_00868	Prax.g_00545
OG0001394	Praj.g_00892	Prax.g_00566
OG0001395	Praj.g_00896	Prax.g_00569
OG0001396	Praj.g_01344	Prax.g_01161
OG0001397	Praj.g_01006	Prax.g_01189
OG0001398	Praj.g_00842	Prax.g_01208
OG0001399	Praj.g_00865	Prax.g_01218
OG0001400	Praj.g_00858	Prax.g_01227
OG0001401	Praj.g_01094	Prax.g_01234
OG0001402	Praj.g_01475	Prax.g_00186
OG0001403	Praj.g_01529	Prax.g_01898
OG0001404	Praj.g_01073	Prax.g_01872
OG0001405	Praj.g_01576	Prax.g_01862
OG0001406	Praj.g_01672	Prax.g_01689
OG0001407	Praj.g_01676	Prax.g_01686
OG0001408	Praj.g_01720	Prax.g_01637
OG0001409	Praj.g_01096	Prax.g_01624
OG0001410	Praj.g_01082	Prax.g_01610, Prax.g_01611
OG0001411	Praj.g_01199	Prax.g_01599
OG0001412	Praj.g_00924	Prax.g_00601
OG0001414	Praj.g_01974	Prax.g_00633
OG0001415	Praj.g_00361	Prax.g_00847
OG0001416	Praj.g_00513	Prax.g_00680
OG0001417	Praj.g_00666	Prax.g_00967
OG0001418	Praj.g_01138	Prax.g_00417
OG0001419	Praj.g_00916	Prax.g_00383
OG0001420	Praj.g_01858	Prax.g_00547
OG0001421	Praj.g_00873	Prax.g_00551
OG0001422	Praj.g_00725	Prax.g_01224
OG0001423	Praj.g_01181	Prax.g_00167
OG0001426	Praj.g_02133	Prax.g_01476
OG0001427	Praj.g_01741	Prax.g_00801
OG0001429	Praj.g_00956	Prax.g_01139
OG0001430	Praj.g_01056	Prax.g_01172
OG0001431	Praj.g_00857	Prax.g_01225
OG0001432	Praj.g_00736	Prax.g_01228
OG0001433	Praj.g_01146	Prax.g_01954
OG0001435	Praj.g_01069	Prax.g_01625
OG0001436	Praj.g_01119	Prax.g_00527
OG0001438	Praj.g_00608	Prax.g_00079
OG0001441	Praj.g_01319	Prax.g_00131
OG0001442	Praj.g_01727	Prax.g_00154
OG0001443	Praj.g_01478	Prax.g_00183
OG0001444	Praj.g_01441	Prax.g_00219
OG0001458	Praj.g_01230	Prax.g_00431
OG0001459	Praj.g_00098	Prax.g_00394
OG0001461	Praj.g_00759	Prax.g_00593
OG0001464	Praj.g_01394, Praj.g_00977	Prax.g_01223
OG0001466	Praj.g_01206	Prax.g_01921
OG0001467	Praj.g_01629	Prax.g_01736
OG0001472	Praj.g_00837	Prax.g_00311
OG0001473	Praj.g_00911	Prax.g_00302
OG0001474	Praj.g_01846	Prax.g_00531
OG0001475	Praj.g_00853	Prax.g_01213
OG0001476	Praj.g_00854	Prax.g_01214
OG0001477	Praj.g_00855	Prax.g_01215
OG0001478	Praj.g_01600	Prax.g_01222
OG0001479	Praj.g_01439	Prax.g_01250
OG0001480	Praj.g_00428	Prax.g_00125
OG0001486	Praj.g_00908	Prax.g_00581
OG0001487	Praj.g_00612	Prax.g_00412
OG0001491	Praj.g_01061	Prax.g_00397
OG0001492	Praj.g_00803	Prax.g_00340
OG0001493	Praj.g_01847	Prax.g_00532
OG0001494	Praj.g_01848	Prax.g_00533
OG0001495	Praj.g_01849	Prax.g_00534
OG0001496	Praj.g_01850	Prax.g_00535
OG0001497	Praj.g_01851	Prax.g_00536
OG0001498	Praj.g_01852	Prax.g_00537
OG0001499	Praj.g_01853	Prax.g_00538
OG0001500	Praj.g_01854	Prax.g_00539
OG0001501	Praj.g_01855	Prax.g_00540
OG0001502	Praj.g_01856	Prax.g_00541
OG0001503	Praj.g_01857	Prax.g_00542
OG0001504	Praj.g_00903	Prax.g_00576
OG0001505	Praj.g_01238	Prax.g_01163
OG0001507	Praj.g_01479	Prax.g_00182
OG0001508	Praj.g_00060, Praj.g_01760	Prax.g_01626
OG0001510	Praj.g_01973	Prax.g_01357
OG0001511	Praj.g_01287	Prax.g_01571
OG0001511	Praj.g_01374	Prax.g_01965
OG0001515	Praj.g_01733, Praj.g_01295	Prax.g_00427
OG0001516	Praj.g_00967	Prax.g_01151
OG0001517	Praj.g_00082	Prax.g_01232
OG0001518	Praj.g_01256, Praj.g_01258, Praj.g_01252	Prax.g_01588
OG0001520	Praj.g_01118	Prax.g_00526
OG0001522	Praj.g_01293	Prax.g_01578
OG0001523	Praj.g_00093	Prax.g_00632
OG0001524	Praj.g_01207	Prax.g_00797
OG0001526	Praj.g_00871	Prax.g_00549
OG0001527	Praj.g_01270	Prax.g_00129
OG0001528	Praj.g_01738	Prax.g_01956
OG0001529	Praj.g_01260	Prax.g_01952
OG0001530	Praj.g_01117	Prax.g_00525
OG0001533	Praj.g_01208	Prax.g_00777
OG0001536	Praj.g_01052	Prax.g_00127
OG0001538	Praj.g_01544	Prax.g_01932
OG0001539	Praj.g_01219	Prax.g_01913
OG0001540	Praj.g_01186	Prax.g_01912
OG0001543	Praj.g_01215	Prax.g_01612
OG0001549	Praj.g_00167	Prax.g_01092
OG0001550	Praj.g_00342	Prax.g_00868
OG0001552	Praj.g_01173	Prax.g_00804
OG0001553	Praj.g_01225	Prax.g_00786
OG0001554	Praj.g_01034	Prax.g_00785
OG0001555	Praj.g_01044	Prax.g_00744
OG0001556	Praj.g_01496	Prax.g_00732
OG0001557	Praj.g_00668	Prax.g_00965
OG0001558	Praj.g_01178	Prax.g_01961, Prax.g_00435
OG0001559	Praj.g_01150	Prax.g_00426
OG0001560	Praj.g_00983	Prax.g_00405
OG0001561	Praj.g_01299	Prax.g_00309
OG0001562	Praj.g_00729	Prax.g_01170
OG0001563	Praj.g_00092	Prax.g_01230
OG0001564	Praj.g_01028	Prax.g_01231
OG0001565	Praj.g_00737	Prax.g_01233
OG0001566	Praj.g_01043	Prax.g_01236
OG0001567	Praj.g_01237	Prax.g_01243
OG0001568	Praj.g_00081	Prax.g_00124
OG0001569	Praj.g_01137	Prax.g_00128
OG0001570	Praj.g_01142	Prax.g_00134
OG0001571	Praj.g_01172	Prax.g_00147
OG0001572	Praj.g_01216	Prax.g_00157
OG0001573	Praj.g_01058	Prax.g_00160
OG0001575	Praj.g_01296	Prax.g_01935
OG0001576	Praj.g_01164	Prax.g_01926
OG0001577	Praj.g_01866	Prax.g_01866
OG0001578	Praj.g_01574	Prax.g_01864
OG0001582	Praj.g_00988	Prax.g_01645
OG0001583	Praj.g_00745	Prax.g_01643
OG0001584	Praj.g_01498	Prax.g_01642
OG0001585	Praj.g_01724	Prax.g_01632
OG0001586	Praj.g_01560	Prax.g_01413
OG0001587	Praj.g_01381	Prax.g_01569
OG0001591	Praj.g_01095	Prax.g_00810
OG0001594	Praj.g_01494	Prax.g_00733
OG0001595	Praj.g_01241	Prax.g_00936
OG0001597	Praj.g_01350	Prax.g_00307
OG0001599	Praj.g_01843	Prax.g_00176
OG0001600	Praj.g_01503	Prax.g_00177
OG0001601	Praj.g_01502	Prax.g_00178
OG0001602	Praj.g_01501	Prax.g_00179
OG0001603	Praj.g_01140	Prax.g_01590
OG0001604	Praj.g_01349	Prax.g_01546
OG0001605	Praj.g_01890	Prax.g_01284
OG0001606	Praj.g_00385	Prax.g_00833
OG0001609	Praj.g_01740	Prax.g_00805
OG0001612	Praj.g_00741	Prax.g_00396
OG0001615	Praj.g_01123	Prax.g_01943
OG0001616	Praj.g_01330	Prax.g_01939
OG0001626	Praj.g_01124	Prax.g_01942
OG0001646	Praj.g_01125, Praj.g_01233	Prax.g_01575
OG0001695	Praj.g_02052	Prax.g_01839
OG0001705	Praj.g_01284	Prax.g_00137
OG0001709	Praj.g_01108	Prax.g_00517
OG0001713	Praj.g_02053	Prax.g_01842
OG0001730	Praj.g_02057	Prax.g_01841
OG0001736	Praj.g_00904	Prax.g_00577
OG0001794	Praj.g_01353	Prax.g_01583, Prax.g_01595
OG0001816	Praj.g_00863	Prax.g_01211
OG0001821	Praj.g_01906	Prax.g_01922
OG0001827	Praj.g_01210	Prax.g_01923
OG0001830	Praj.g_02056	Prax.g_01840
OG0001855	Praj.g_02048, Praj.g_02047, Praj.g_01607	Prax.g_01963
OG0001866	Praj.g_01157	Prax.g_01955
OG0001867	Praj.g_01122	Prax.g_01944
OG0001874	Praj.g_01074	Prax.g_00497
OG0001913	Praj.g_01109	Prax.g_00518
OG0001957	Praj.g_01114	Prax.g_00528
OG0001965	Praj.g_01088	Prax.g_00630
OG0001983	Praj.g_01130	Prax.g_01164
OG0001991	Praj.g_01116	Prax.g_00524
OG0002034	Praj.g_01127, Praj.g_01245	Prax.g_00455
OG0002140	Praj.g_00409	Prax.g_00498
OG0002182	Praj.g_00066	Prax.g_00172
OG0002183	Praj.g_01110	Prax.g_00519
OG0002184	Praj.g_01111	Prax.g_00520
