Orthogroup	Praj	Praz
OG0001151	Praj.g_01986	Praz.g_00231
OG0001152	Praj.g_01987	Praz.g_00230
OG0001153	Praj.g_01988	Praz.g_00229
OG0001154	Praj.g_01990	Praz.g_00227
OG0001155	Praj.g_01992	Praz.g_00225
OG0001156	Praj.g_01994	Praz.g_00223
OG0001157	Praj.g_01996	Praz.g_00222
OG0001158	Praj.g_01998	Praz.g_00220
OG0001159	Praj.g_01999	Praz.g_00219
OG0001160	Praj.g_02000	Praz.g_00218
OG0001161	Praj.g_02001	Praz.g_00217
OG0001162	Praj.g_02002	Praz.g_00216
OG0001163	Praj.g_02003	Praz.g_00215
OG0001164	Praj.g_02004	Praz.g_00214
OG0001165	Praj.g_02005	Praz.g_00213
OG0001166	Praj.g_02006	Praz.g_00212
OG0001167	Praj.g_02007	Praz.g_00211
OG0001168	Praj.g_02008	Praz.g_00210
OG0001169	Praj.g_02009	Praz.g_00209
OG0001170	Praj.g_02010	Praz.g_00207
OG0001171	Praj.g_02011	Praz.g_00206
OG0001172	Praj.g_02013	Praz.g_00204
OG0001173	Praj.g_02015	Praz.g_00202
OG0001174	Praj.g_02016	Praz.g_00201
OG0001175	Praj.g_02017	Praz.g_00200
OG0001176	Praj.g_02019	Praz.g_00199
OG0001177	Praj.g_02021	Praz.g_00197
OG0001178	Praj.g_02025	Praz.g_00194
OG0001179	Praj.g_02026	Praz.g_00193
OG0001180	Praj.g_02027	Praz.g_00192
OG0001181	Praj.g_02028	Praz.g_00191
OG0001182	Praj.g_02030	Praz.g_00190
OG0001183	Praj.g_02031	Praz.g_00189
OG0001184	Praj.g_02046	Praz.g_00187
OG0001185	Praj.g_02059	Praz.g_00184
OG0001186	Praj.g_02060	Praz.g_00183
OG0001187	Praj.g_02061	Praz.g_00181
OG0001188	Praj.g_02062	Praz.g_00180
OG0001189	Praj.g_02063	Praz.g_00179
OG0001190	Praj.g_02064	Praz.g_00178
OG0001191	Praj.g_02065	Praz.g_00177
OG0001192	Praj.g_02066	Praz.g_00176
OG0001193	Praj.g_02067	Praz.g_00175
OG0001194	Praj.g_02068	Praz.g_00174
OG0001195	Praj.g_02069	Praz.g_00173
OG0001196	Praj.g_02070	Praz.g_00172
OG0001197	Praj.g_02071	Praz.g_00171
OG0001198	Praj.g_02072	Praz.g_00170
OG0001199	Praj.g_02073	Praz.g_00169
OG0001200	Praj.g_02074	Praz.g_00168
OG0001201	Praj.g_02075	Praz.g_00167
OG0001202	Praj.g_02076	Praz.g_00166
OG0001203	Praj.g_02078	Praz.g_00164
OG0001204	Praj.g_02080	Praz.g_00162
OG0001205	Praj.g_02082	Praz.g_00161
OG0001206	Praj.g_02083	Praz.g_00160
OG0001207	Praj.g_02084	Praz.g_00159
OG0001208	Praj.g_02085	Praz.g_00158
OG0001209	Praj.g_02086	Praz.g_00157
OG0001210	Praj.g_02087	Praz.g_00156
OG0001211	Praj.g_02088	Praz.g_00155
OG0001212	Praj.g_02089	Praz.g_00154
OG0001213	Praj.g_02090	Praz.g_00153
OG0001214	Praj.g_02092	Praz.g_00151
OG0001215	Praj.g_02093	Praz.g_00150
OG0001216	Praj.g_02094	Praz.g_00149
OG0001217	Praj.g_02095	Praz.g_00148
OG0001218	Praj.g_02096	Praz.g_00147
OG0001219	Praj.g_02099	Praz.g_00144
OG0001220	Praj.g_02100	Praz.g_00143
OG0001221	Praj.g_02105	Praz.g_00140
OG0001222	Praj.g_02106	Praz.g_00139
OG0001223	Praj.g_02107	Praz.g_00138
OG0001224	Praj.g_02109	Praz.g_00137
OG0001225	Praj.g_02110	Praz.g_00136
OG0001226	Praj.g_02111	Praz.g_00135
OG0001227	Praj.g_02112	Praz.g_00134
OG0001228	Praj.g_02113	Praz.g_00133
OG0001229	Praj.g_02114	Praz.g_00132
OG0001230	Praj.g_02115	Praz.g_00131
OG0001231	Praj.g_02116	Praz.g_00130
OG0001232	Praj.g_02124	Praz.g_00129
OG0001233	Praj.g_02125	Praz.g_00128
OG0001234	Praj.g_02126	Praz.g_00127
OG0001235	Praj.g_02127	Praz.g_00126
OG0001236	Praj.g_02129	Praz.g_00124
OG0001237	Praj.g_02130	Praz.g_00123
OG0001238	Praj.g_02134	Praz.g_00121
OG0001239	Praj.g_02135	Praz.g_00120
OG0001240	Praj.g_02136	Praz.g_00119
OG0001241	Praj.g_02139	Praz.g_00117
OG0001242	Praj.g_02141	Praz.g_00357
OG0001243	Praj.g_02142	Praz.g_00358
OG0001244	Praj.g_02143	Praz.g_00359
OG0001245	Praj.g_02144	Praz.g_00360
OG0001246	Praj.g_02145	Praz.g_00361
OG0001247	Praj.g_02146	Praz.g_00362
OG0001248	Praj.g_02147	Praz.g_00363
OG0001249	Praj.g_02148	Praz.g_00364
OG0001250	Praj.g_02149	Praz.g_00365
OG0001251	Praj.g_00130	Praz.g_00452
OG0001252	Praj.g_00178	Praz.g_00498
OG0001253	Praj.g_00190	Praz.g_00510
OG0001254	Praj.g_00316	Praz.g_00639
OG0001255	Praj.g_00379	Praz.g_00690
OG0001257	Praj.g_00475	Praz.g_01846
OG0001258	Praj.g_00490	Praz.g_01830
OG0001259	Praj.g_00577	Praz.g_01740
OG0001260	Praj.g_00982, Praj.g_01392	Praz.g_01568
OG0001261	Praj.g_00805	Praz.g_01477
OG0001262	Praj.g_01326	Praz.g_01461
OG0001263	Praj.g_00864	Praz.g_01440
OG0001264	Praj.g_00886	Praz.g_01409
OG0001265	Praj.g_00997	Praz.g_01301
OG0001267	Praj.g_01477	Praz.g_00008
OG0001268	Praj.g_01463	Praz.g_00758
OG0001269	Praj.g_01547	Praz.g_01156
OG0001270	Praj.g_01673	Praz.g_01001
OG0001271	Praj.g_01685	Praz.g_00990
OG0001272	Praj.g_00851, Praj.g_01327	Praz.g_00948
OG0001273	Praj.g_00510	Praz.g_00947
OG0001274	Praj.g_01723	Praz.g_00942
OG0001275	Praj.g_01041	Praz.g_00924, Praz.g_00925
OG0001276	Praj.g_01726	Praz.g_00914
OG0001277	Praj.g_01735, Praj.g_01844	Praz.g_00903
OG0001278	Praj.g_01761	Praz.g_00885
OG0001279	Praj.g_01765	Praz.g_00881
OG0001280	Praj.g_01767	Praz.g_00878
OG0001281	Praj.g_01872	Praz.g_00332
OG0001282	Praj.g_01236	Praz.g_00307
OG0001283	Praj.g_01993	Praz.g_00224
OG0001284	Praj.g_02024	Praz.g_00195
OG0001285	Praj.g_02079	Praz.g_00163
OG0001286	Praj.g_02138	Praz.g_00118
OG0001288	Praj.g_00431	Praz.g_01891
OG0001290	Praj.g_00030	Praz.g_00395
OG0001291	Praj.g_00109	Praz.g_00431
OG0001292	Praj.g_00112	Praz.g_00434
OG0001293	Praj.g_00114	Praz.g_00436
OG0001294	Praj.g_00131	Praz.g_00453
OG0001295	Praj.g_00159	Praz.g_00479
OG0001296	Praj.g_00166	Praz.g_00485
OG0001297	Praj.g_00239	Praz.g_00559
OG0001298	Praj.g_00284	Praz.g_00603
OG0001299	Praj.g_00291	Praz.g_00612
OG0001300	Praj.g_01031	Praz.g_00801
OG0001301	Praj.g_00625	Praz.g_01693
OG0001302	Praj.g_01745	Praz.g_01564
OG0001303	Praj.g_00740	Praz.g_01560
OG0001304	Praj.g_01015	Praz.g_01285
OG0001305	Praj.g_01020	Praz.g_01280
OG0001306	Praj.g_02123	Praz.g_00098
OG0001307	Praj.g_00895	Praz.g_00107
OG0001308	Praj.g_01025	Praz.g_00048
OG0001309	Praj.g_02081	Praz.g_00046
OG0001310	Praj.g_01205	Praz.g_00035
OG0001311	Praj.g_01429	Praz.g_00726
OG0001312	Praj.g_01548	Praz.g_01155
OG0001313	Praj.g_00744	Praz.g_00944
OG0001314	Praj.g_01789	Praz.g_00854
OG0001315	Praj.g_01824	Praz.g_00820
OG0001316	Praj.g_01989	Praz.g_00228
OG0001318	Praj.g_00182	Praz.g_00501
OG0001319	Praj.g_00278	Praz.g_00598
OG0001320	Praj.g_01485	Praz.g_01861
OG0001322	Praj.g_00733	Praz.g_01531
OG0001323	Praj.g_00876	Praz.g_00082
OG0001324	Praj.g_01378	Praz.g_00115
OG0001325	Praj.g_01277	Praz.g_00042
OG0001326	Praj.g_01165	Praz.g_01208
OG0001327	Praj.g_01521	Praz.g_01206
OG0001328	Praj.g_01533	Praz.g_01175
OG0001329	Praj.g_02132	Praz.g_01119
OG0001330	Praj.g_01719	Praz.g_00951
OG0001333	Praj.g_01956	Praz.g_00259
OG0001334	Praj.g_02014	Praz.g_00203
OG0001335	Praj.g_02077	Praz.g_00165
OG0001336	Praj.g_00169	Praz.g_00488
OG0001338	Praj.g_01059	Praz.g_00504
OG0001344	Praj.g_01497, Praj.g_01564	Praz.g_00796
OG0001348	Praj.g_00496	Praz.g_01824
OG0001349	Praj.g_00501	Praz.g_01819
OG0001350	Praj.g_00506	Praz.g_01814
OG0001352	Praj.g_00674	Praz.g_01648
OG0001356	Praj.g_00867	Praz.g_01426
OG0001359	Praj.g_01837	Praz.g_00021
OG0001360	Praj.g_01838	Praz.g_00020
OG0001362	Praj.g_01155	Praz.g_01236
OG0001364	Praj.g_01705	Praz.g_00971
OG0001365	Praj.g_00910	Praz.g_00337
OG0001368	Praj.g_02023	Praz.g_00196
OG0001369	Praj.g_00998	Praz.g_01300
OG0001371	Praj.g_00105	Praz.g_00427
OG0001372	Praj.g_00106	Praz.g_00428
OG0001373	Praj.g_00113	Praz.g_00435
OG0001374	Praj.g_00125	Praz.g_00447
OG0001376	Praj.g_00274	Praz.g_00594
OG0001377	Praj.g_00295	Praz.g_00616
OG0001379	Praj.g_01671	Praz.g_00813
OG0001381	Praj.g_00448	Praz.g_01874
OG0001382	Praj.g_00456	Praz.g_01868
OG0001383	Praj.g_00503	Praz.g_01817
OG0001385	Praj.g_00655	Praz.g_01664
OG0001386	Praj.g_00665	Praz.g_01656
OG0001387	Praj.g_00667	Praz.g_01654
OG0001388	Praj.g_00679	Praz.g_01644
OG0001389	Praj.g_00703	Praz.g_01602
OG0001390	Praj.g_00069	Praz.g_01569
OG0001391	Praj.g_00912	Praz.g_01526
OG0001392	Praj.g_00866	Praz.g_01427
OG0001393	Praj.g_00868	Praz.g_01425
OG0001394	Praj.g_00892	Praz.g_01403
OG0001395	Praj.g_00896	Praz.g_01400
OG0001396	Praj.g_01344	Praz.g_01318
OG0001397	Praj.g_01006	Praz.g_01291
OG0001398	Praj.g_00842	Praz.g_00070
OG0001399	Praj.g_00865	Praz.g_00080
OG0001400	Praj.g_00858	Praz.g_00088
OG0001401	Praj.g_01094	Praz.g_00095
OG0001402	Praj.g_01475	Praz.g_00006
OG0001403	Praj.g_01529	Praz.g_01179
OG0001404	Praj.g_01073	Praz.g_01148
OG0001405	Praj.g_01576	Praz.g_01138
OG0001406	Praj.g_01672	Praz.g_01002
OG0001407	Praj.g_01676	Praz.g_00999
OG0001408	Praj.g_01720	Praz.g_00950
OG0001409	Praj.g_01096	Praz.g_00936
OG0001411	Praj.g_01199	Praz.g_00911
OG0001412	Praj.g_00924	Praz.g_01369
OG0001414	Praj.g_01974	Praz.g_00422
OG0001415	Praj.g_00361	Praz.g_00683
OG0001416	Praj.g_00513	Praz.g_01807
OG0001417	Praj.g_00666	Praz.g_01655
OG0001418	Praj.g_01138	Praz.g_01557
OG0001419	Praj.g_00916	Praz.g_01522
OG0001420	Praj.g_01858	Praz.g_01423
OG0001421	Praj.g_00873	Praz.g_01419
OG0001422	Praj.g_00725	Praz.g_00085
OG0001423	Praj.g_01181	Praz.g_00019
OG0001424	Praj.g_01840	Praz.g_01938
OG0001426	Praj.g_02133	Praz.g_00122
OG0001427	Praj.g_01741	Praz.g_00802
OG0001429	Praj.g_00956	Praz.g_01340
OG0001430	Praj.g_01056	Praz.g_01309
OG0001431	Praj.g_00857	Praz.g_00086
OG0001432	Praj.g_00736	Praz.g_00089
OG0001433	Praj.g_01146	Praz.g_01233
OG0001435	Praj.g_01069	Praz.g_00938
OG0001436	Praj.g_01119	Praz.g_01548
OG0001438	Praj.g_00608	Praz.g_01710
OG0001441	Praj.g_01319	Praz.g_00055
OG0001442	Praj.g_01727	Praz.g_00032
OG0001443	Praj.g_01478	Praz.g_00009
OG0001444	Praj.g_01441	Praz.g_00735
OG0001445	Praj.g_01570	Praz.g_01248
OG0001446	Praj.g_01571	Praz.g_01246
OG0001447	Praj.g_01572	Praz.g_01245
OG0001448	Praj.g_00717	Praz.g_00917
OG0001452	Praj.g_02098	Praz.g_00145
OG0001453	Praj.g_01322	Praz.g_00906
OG0001455	Praj.g_01068	Praz.g_01913
OG0001458	Praj.g_01230	Praz.g_01570
OG0001459	Praj.g_00098	Praz.g_01533
OG0001461	Praj.g_00759	Praz.g_01377
OG0001464	Praj.g_01394, Praj.g_00977	Praz.g_00084
OG0001465	Praj.g_00856	Praz.g_01211
OG0001467	Praj.g_01629	Praz.g_01044
OG0001472	Praj.g_00837	Praz.g_01450
OG0001473	Praj.g_00911	Praz.g_01441
OG0001474	Praj.g_01846	Praz.g_01439
OG0001475	Praj.g_00853	Praz.g_00075
OG0001476	Praj.g_00854	Praz.g_00076
OG0001477	Praj.g_00855	Praz.g_00077
OG0001478	Praj.g_01600	Praz.g_00083
OG0001479	Praj.g_01439	Praz.g_00110
OG0001480	Praj.g_00428	Praz.g_00061
OG0001482	Praj.g_00453	Praz.g_00892
OG0001486	Praj.g_00908	Praz.g_01389
OG0001487	Praj.g_00612	Praz.g_01553
OG0001491	Praj.g_01061	Praz.g_01536
OG0001492	Praj.g_00803	Praz.g_01479
OG0001493	Praj.g_01847	Praz.g_01438
OG0001494	Praj.g_01848	Praz.g_01437
OG0001495	Praj.g_01849	Praz.g_01436
OG0001496	Praj.g_01850	Praz.g_01435
OG0001497	Praj.g_01851	Praz.g_01434
OG0001498	Praj.g_01852	Praz.g_01433
OG0001499	Praj.g_01853	Praz.g_01432
OG0001500	Praj.g_01854	Praz.g_01431
OG0001501	Praj.g_01855	Praz.g_01430
OG0001502	Praj.g_01856	Praz.g_01429
OG0001503	Praj.g_01857	Praz.g_01428
OG0001507	Praj.g_01479	Praz.g_00010
OG0001508	Praj.g_00060, Praj.g_01760	Praz.g_00939
OG0001510	Praj.g_01973	Praz.g_00243
OG0001511	Praj.g_01287	Praz.g_00887
OG0001515	Praj.g_01733, Praj.g_01295	Praz.g_01566
OG0001516	Praj.g_00967	Praz.g_01328
OG0001517	Praj.g_00082	Praz.g_00093
OG0001518	Praj.g_01256, Praj.g_01258, Praj.g_01252	Praz.g_00897
OG0001520	Praj.g_01118	Praz.g_01549
OG0001523	Praj.g_00093	Praz.g_00421
OG0001524	Praj.g_01207	Praz.g_00798
OG0001527	Praj.g_01270	Praz.g_00057
OG0001528	Praj.g_01738	Praz.g_01235
OG0001529	Praj.g_01260	Praz.g_01232
OG0001530	Praj.g_01117	Praz.g_01550
OG0001533	Praj.g_01208	Praz.g_00770
OG0001535	Praj.g_00834	Praz.g_01453
OG0001536	Praj.g_01052	Praz.g_00059
OG0001538	Praj.g_01544	Praz.g_01209
OG0001539	Praj.g_01219	Praz.g_01194
OG0001541	Praj.g_02050	Praz.g_01106
OG0001543	Praj.g_01215	Praz.g_00923
OG0001549	Praj.g_00167	Praz.g_00486
OG0001550	Praj.g_00342	Praz.g_00664
OG0001552	Praj.g_01173	Praz.g_00806
OG0001553	Praj.g_01225	Praz.g_00783
OG0001554	Praj.g_01034	Praz.g_00782
OG0001555	Praj.g_01044	Praz.g_01871
OG0001556	Praj.g_01496	Praz.g_01859
OG0001557	Praj.g_00668	Praz.g_01653
OG0001559	Praj.g_01150	Praz.g_01565
OG0001560	Praj.g_00983	Praz.g_01544
OG0001561	Praj.g_01299	Praz.g_01448
OG0001562	Praj.g_00729	Praz.g_01311
OG0001563	Praj.g_00092	Praz.g_00091
OG0001564	Praj.g_01028	Praz.g_00092
OG0001565	Praj.g_00737	Praz.g_00094
OG0001566	Praj.g_01043	Praz.g_00097
OG0001567	Praj.g_01237	Praz.g_00103
OG0001568	Praj.g_00081	Praz.g_00062
OG0001569	Praj.g_01137	Praz.g_00058
OG0001570	Praj.g_01142	Praz.g_00052
OG0001571	Praj.g_01172	Praz.g_00039
OG0001572	Praj.g_01216	Praz.g_00029
OG0001573	Praj.g_01058	Praz.g_00026
OG0001575	Praj.g_01296	Praz.g_01214
OG0001576	Praj.g_01164	Praz.g_01203
OG0001577	Praj.g_01866	Praz.g_01142
OG0001578	Praj.g_01574	Praz.g_01140
OG0001582	Praj.g_00988	Praz.g_00958
OG0001583	Praj.g_00745	Praz.g_00956
OG0001584	Praj.g_01498	Praz.g_00955
OG0001585	Praj.g_01724	Praz.g_00945
OG0001586	Praj.g_01560	Praz.g_00186
OG0001591	Praj.g_01095	Praz.g_00812
OG0001594	Praj.g_01494	Praz.g_01860
OG0001595	Praj.g_01241	Praz.g_01624
OG0001597	Praj.g_01350	Praz.g_01446
OG0001599	Praj.g_01843	Praz.g_00016
OG0001600	Praj.g_01503	Praz.g_00015
OG0001601	Praj.g_01502	Praz.g_00014
OG0001602	Praj.g_01501	Praz.g_00013
OG0001603	Praj.g_01140	Praz.g_00902
OG0001604	Praj.g_01349	Praz.g_00864
OG0001606	Praj.g_00385	Praz.g_00342
OG0001609	Praj.g_01740	Praz.g_00807
OG0001612	Praj.g_00741	Praz.g_01535
OG0001615	Praj.g_01123	Praz.g_01222
OG0001616	Praj.g_01330	Praz.g_01217
OG0001618	Praj.g_01169	Praz.g_01163
OG0001626	Praj.g_01124	Praz.g_01221
OG0001646	Praj.g_01125, Praj.g_01233	Praz.g_01267
OG0001695	Praj.g_02052	Praz.g_01105
OG0001699	Praj.g_01251	Praz.g_01623
OG0001705	Praj.g_01284	Praz.g_00049
OG0001713	Praj.g_02053	Praz.g_01117
OG0001794	Praj.g_01353	Praz.g_00908
OG0001816	Praj.g_00863	Praz.g_00073
OG0001819	Praj.g_01567	Praz.g_01922
OG0001829	Praj.g_01292	Praz.g_00912
OG0001866	Praj.g_01157	Praz.g_01234
OG0001867	Praj.g_01122	Praz.g_01223
OG0001877	Praj.g_01385	Praz.g_00779
OG0002199	Praj.g_01739	Praz.g_00900
