Orthogroup	Prbk	Prau
OG0001127	Prbk.g_00067	Prau.g_01079
OG0001128	Prbk.g_00064	Prau.g_01081
OG0001129	Prbk.g_00063	Prau.g_01082
OG0001130	Prbk.g_00062	Prau.g_01083
OG0001131	Prbk.g_00627	Prau.g_01118
OG0001132	Prbk.g_02595	Prau.g_01127
OG0001133	Prbk.g_02613	Prau.g_01160
OG0001134	Prbk.g_02195	Prau.g_01174
OG0001135	Prbk.g_02197	Prau.g_01177
OG0001136	Prbk.g_01021	Prau.g_01204
OG0001137	Prbk.g_00155	Prau.g_01214
OG0001138	Prbk.g_00137	Prau.g_01232
OG0001139	Prbk.g_00135	Prau.g_01233
OG0001140	Prbk.g_00134	Prau.g_01234
OG0001141	Prbk.g_00133	Prau.g_01235
OG0001142	Prbk.g_00132	Prau.g_01236
OG0001143	Prbk.g_01504	Prau.g_01243
OG0001144	Prbk.g_00188	Prau.g_01248
OG0001145	Prbk.g_01194	Prau.g_01362
OG0001146	Prbk.g_01178	Prau.g_01375
OG0001147	Prbk.g_02120	Prau.g_01395
OG0001148	Prbk.g_02051	Prau.g_01411
OG0001149	Prbk.g_02050	Prau.g_01412
OG0001150	Prbk.g_02049	Prau.g_01413
OG0001151	Prbk.g_02037	Prau.g_01424
OG0001152	Prbk.g_02036	Prau.g_01425
OG0001153	Prbk.g_01217	Prau.g_01563
OG0001154	Prbk.g_01216	Prau.g_01564
OG0001155	Prbk.g_02004	Prau.g_01576
OG0001156	Prbk.g_02001	Prau.g_01579
OG0001157	Prbk.g_02596	Prau.g_01580
OG0001158	Prbk.g_02000	Prau.g_01581
OG0001159	Prbk.g_01999	Prau.g_01582
OG0001160	Prbk.g_00934	Prau.g_01606
OG0001161	Prbk.g_02593	Prau.g_01619
OG0001162	Prbk.g_01788	Prau.g_01630
OG0001163	Prbk.g_00920	Prau.g_01724
OG0001164	Prbk.g_00915	Prau.g_01728
OG0001165	Prbk.g_00912	Prau.g_01731
OG0001166	Prbk.g_01438	Prau.g_01751
OG0001167	Prbk.g_01417	Prau.g_01768
OG0001168	Prbk.g_01415	Prau.g_01770
OG0001169	Prbk.g_01413	Prau.g_01772
OG0001170	Prbk.g_01411	Prau.g_01774
OG0001171	Prbk.g_01401	Prau.g_01783
OG0001172	Prbk.g_01908	Prau.g_01797
OG0001173	Prbk.g_01909	Prau.g_01798
OG0001174	Prbk.g_01917	Prau.g_01806
OG0001175	Prbk.g_01918	Prau.g_01807
OG0001176	Prbk.g_00991	Prau.g_01814
OG0001177	Prbk.g_00993	Prau.g_01817
OG0001178	Prbk.g_00901	Prau.g_01822
OG0001179	Prbk.g_00962	Prau.g_01853
OG0001180	Prbk.g_00804	Prau.g_01875
OG0001181	Prbk.g_00808	Prau.g_01879
OG0001182	Prbk.g_00817	Prau.g_01886
OG0001183	Prbk.g_00845	Prau.g_01890
OG0001184	Prbk.g_00521	Prau.g_01906
OG0001185	Prbk.g_00231	Prau.g_01920
OG0001186	Prbk.g_01568	Prau.g_01943
OG0001187	Prbk.g_01572	Prau.g_01947
OG0001188	Prbk.g_01576	Prau.g_01950
OG0001189	Prbk.g_01598	Prau.g_01967
OG0001190	Prbk.g_02160	Prau.g_01971
OG0001191	Prbk.g_02173	Prau.g_01981
OG0001192	Prbk.g_02180	Prau.g_01985
OG0001193	Prbk.g_02218	Prau.g_01995
OG0001194	Prbk.g_02224	Prau.g_01996
OG0001195	Prbk.g_02225	Prau.g_01997
OG0001196	Prbk.g_02261	Prau.g_02010
OG0001197	Prbk.g_02263	Prau.g_02011
OG0001198	Prbk.g_02275	Prau.g_02019
OG0001199	Prbk.g_01314	Prau.g_00075
OG0001200	Prbk.g_01312	Prau.g_00077
OG0001201	Prbk.g_00010	Prau.g_00109
OG0001202	Prbk.g_01254	Prau.g_00200
OG0001203	Prbk.g_01519	Prau.g_00239
OG0001204	Prbk.g_01013	Prau.g_00245
OG0001205	Prbk.g_00318	Prau.g_00486
OG0001206	Prbk.g_02089	Prau.g_00504
OG0001207	Prbk.g_02053	Prau.g_00518
OG0001208	Prbk.g_02063	Prau.g_00523
OG0001209	Prbk.g_01083	Prau.g_00575
OG0001210	Prbk.g_01095	Prau.g_00580
OG0001211	Prbk.g_01892	Prau.g_00590
OG0001212	Prbk.g_01140	Prau.g_00634
OG0001213	Prbk.g_02623	Prau.g_00669
OG0001214	Prbk.g_02633	Prau.g_00677
OG0001215	Prbk.g_01816	Prau.g_00730
OG0001216	Prbk.g_00616	Prau.g_00757
OG0001217	Prbk.g_01872	Prau.g_00800
OG0001218	Prbk.g_01205	Prau.g_00809
OG0001219	Prbk.g_02367	Prau.g_00843
OG0001220	Prbk.g_02559	Prau.g_00906
OG0001221	Prbk.g_02420	Prau.g_00967
OG0001222	Prbk.g_02189	Prau.g_01007
OG0001223	Prbk.g_02299	Prau.g_01033
OG0001224	Prbk.g_00060	Prau.g_01085
OG0001225	Prbk.g_00058	Prau.g_01087
OG0001226	Prbk.g_01682	Prau.g_01112
OG0001227	Prbk.g_02022	Prau.g_01130
OG0001228	Prbk.g_00183	Prau.g_01251
OG0001229	Prbk.g_00923	Prau.g_01407
OG0001230	Prbk.g_00249	Prau.g_01520
OG0001231	Prbk.g_01637	Prau.g_01628
OG0001232	Prbk.g_01433	Prau.g_01755
OG0001233	Prbk.g_01410	Prau.g_01775
OG0001234	Prbk.g_01921	Prau.g_01809
OG0001235	Prbk.g_00996	Prau.g_01819
OG0001236	Prbk.g_00517	Prau.g_01903
OG0001237	Prbk.g_00524	Prau.g_01907
OG0001238	Prbk.g_02174	Prau.g_01982
OG0001240	Prbk.g_00027	Prau.g_00094
OG0001241	Prbk.g_00017	Prau.g_00102
OG0001242	Prbk.g_00200	Prau.g_00120
OG0001243	Prbk.g_00541	Prau.g_00126
OG0001245	Prbk.g_01693	Prau.g_00383
OG0001246	Prbk.g_01044	Prau.g_00545
OG0001247	Prbk.g_02509	Prau.g_00723
OG0001248	Prbk.g_01805	Prau.g_00725
OG0001249	Prbk.g_00865	Prau.g_00832
OG0001250	Prbk.g_02538	Prau.g_00894
OG0001252	Prbk.g_00065	Prau.g_01080
OG0001253	Prbk.g_01700	Prau.g_01131
OG0001254	Prbk.g_02196	Prau.g_01176
OG0001255	Prbk.g_01776	Prau.g_01191
OG0001258	Prbk.g_00914	Prau.g_01729
OG0001259	Prbk.g_01412	Prau.g_01773
OG0001260	Prbk.g_01382	Prau.g_01789
OG0001261	Prbk.g_00953	Prau.g_01861
OG0001262	Prbk.g_01595	Prau.g_01965
OG0001263	Prbk.g_00543	Prau.g_00129
OG0001265	Prbk.g_00198	Prau.g_00119
OG0001266	Prbk.g_01250	Prau.g_00204
OG0001267	Prbk.g_00417	Prau.g_00282
OG0001268	Prbk.g_00877	Prau.g_00341
OG0001269	Prbk.g_02556	Prau.g_00361
OG0001270	Prbk.g_00330	Prau.g_00475
OG0001271	Prbk.g_02110	Prau.g_00513
OG0001272	Prbk.g_02067	Prau.g_00527
OG0001273	Prbk.g_02626	Prau.g_00671
OG0001274	Prbk.g_00651	Prau.g_00743
OG0001275	Prbk.g_00570	Prau.g_01043
OG0001276	Prbk.g_00587	Prau.g_01064
OG0001277	Prbk.g_02247	Prau.g_01120
OG0001278	Prbk.g_00176	Prau.g_01256
OG0001279	Prbk.g_01933	Prau.g_01320
OG0001280	Prbk.g_01186	Prau.g_01370
OG0001281	Prbk.g_01177	Prau.g_01376
OG0001283	Prbk.g_02256	Prau.g_01429
OG0001285	Prbk.g_01429	Prau.g_01758
OG0001286	Prbk.g_00802	Prau.g_01873
OG0001288	Prbk.g_01534	Prau.g_01936
OG0001290	Prbk.g_00018	Prau.g_00101
OG0001291	Prbk.g_00553	Prau.g_00136
OG0001292	Prbk.g_01007	Prau.g_00250
OG0001293	Prbk.g_00381	Prau.g_00263
OG0001294	Prbk.g_00707	Prau.g_00381
OG0001295	Prbk.g_01098	Prau.g_00509
OG0001297	Prbk.g_01053	Prau.g_00555
OG0001298	Prbk.g_01114	Prau.g_00616
OG0001300	Prbk.g_01801	Prau.g_00733
OG0001301	Prbk.g_01761	Prau.g_00736
OG0001302	Prbk.g_01455	Prau.g_00841
OG0001303	Prbk.g_02365	Prau.g_01047
OG0001307	Prbk.g_01198	Prau.g_01392
OG0001308	Prbk.g_00277	Prau.g_01541
OG0001309	Prbk.g_01059	Prau.g_01625
OG0001310	Prbk.g_01444	Prau.g_01744
OG0001311	Prbk.g_00589	Prau.g_01066
OG0001313	Prbk.g_02099, Prbk.g_02097	Prau.g_00752
OG0001316	Prbk.g_00560	Prau.g_00141
OG0001319	Prbk.g_00407	Prau.g_00274
OG0001321	Prbk.g_00309	Prau.g_00492
OG0001322	Prbk.g_00308	Prau.g_00493
OG0001323	Prbk.g_01062	Prau.g_00560
OG0001324	Prbk.g_01800	Prau.g_00734
OG0001326	Prbk.g_02231	Prau.g_00931
OG0001328	Prbk.g_02413	Prau.g_01129
OG0001329	Prbk.g_01661	Prau.g_01168
OG0001330	Prbk.g_01193	Prau.g_01345
OG0001331	Prbk.g_02047	Prau.g_01415
OG0001332	Prbk.g_02016	Prau.g_01574
OG0001333	Prbk.g_01416	Prau.g_01769
OG0001334	Prbk.g_00849	Prau.g_01893
OG0001335	Prbk.g_00850	Prau.g_01894
OG0001336	Prbk.g_02257	Prau.g_02007
OG0001339	Prbk.g_00015	Prau.g_00104
OG0001340	Prbk.g_00860	Prau.g_00330
OG0001341	Prbk.g_02519	Prau.g_00798
OG0001344	Prbk.g_00142	Prau.g_01210
OG0001351	Prbk.g_00300	Prau.g_00495
OG0001352	Prbk.g_01767	Prau.g_00720
OG0001355	Prbk.g_02424	Prau.g_01657, Prau.g_01309
OG0001358	Prbk.g_02607	Prau.g_00660
OG0001360	Prbk.g_00123	Prau.g_01132
OG0001361	Prbk.g_00102	Prau.g_01222
OG0001362	Prbk.g_00281	Prau.g_01545
OG0001363	Prbk.g_00283	Prau.g_01547
OG0001365	Prbk.g_02165	Prau.g_01975
OG0001369	Prbk.g_00028	Prau.g_00093
OG0001370	Prbk.g_02516	Prau.g_00501
OG0001371	Prbk.g_01361	Prau.g_00719
OG0001372	Prbk.g_01468	Prau.g_00808
OG0001373	Prbk.g_02230	Prau.g_00930
OG0001374	Prbk.g_02238	Prau.g_00938
OG0001376	Prbk.g_02183	Prau.g_01098
OG0001377	Prbk.g_02182	Prau.g_01099
OG0001378	Prbk.g_00337	Prau.g_01141
OG0001380	Prbk.g_02564	Prau.g_01397
OG0001381	Prbk.g_00629	Prau.g_01403
OG0001382	Prbk.g_00623	Prau.g_01640
OG0001385	Prbk.g_02227	Prau.g_00927
OG0001386	Prbk.g_02228	Prau.g_00928
OG0001387	Prbk.g_02229	Prau.g_00929
OG0001388	Prbk.g_02232	Prau.g_00932
OG0001389	Prbk.g_02233	Prau.g_00933
OG0001390	Prbk.g_02234	Prau.g_00934
OG0001391	Prbk.g_02235	Prau.g_00935
OG0001392	Prbk.g_02236	Prau.g_00936
OG0001393	Prbk.g_02237	Prau.g_00937
OG0001394	Prbk.g_02437	Prau.g_00971
OG0001395	Prbk.g_00600	Prau.g_01076
OG0001397	Prbk.g_00282	Prau.g_01546
OG0001398	Prbk.g_01694	Prau.g_01653
OG0001399	Prbk.g_00834, Prbk.g_00821	Prau.g_01811
OG0001405	Prbk.g_00852	Prau.g_00328
OG0001406	Prbk.g_02184	Prau.g_01097
OG0001409	Prbk.g_00153	Prau.g_01213
OG0001410	Prbk.g_01197	Prau.g_01393
OG0001414	Prbk.g_01364	Prau.g_00230
OG0001415	Prbk.g_01135	Prau.g_00232
OG0001416	Prbk.g_01180	Prau.g_00500
OG0001418	Prbk.g_01925	Prau.g_00724
OG0001422	Prbk.g_02082	Prau.g_01645
OG0001431	Prbk.g_01737	Prau.g_01344
OG0001434	Prbk.g_02441	Prau.g_00976
OG0001436	Prbk.g_00496, Prbk.g_00497	Prau.g_01480
OG0001437	Prbk.g_01136	Prau.g_00231
OG0001438	Prbk.g_00432	Prau.g_00295
OG0001441	Prbk.g_01064	Prau.g_00562
OG0001442	Prbk.g_02445	Prau.g_00791
OG0001446	Prbk.g_01665	Prau.g_00080
OG0001449	Prbk.g_01465	Prau.g_00405
OG0001450	Prbk.g_01827	Prau.g_00727
OG0001451	Prbk.g_00598	Prau.g_00915
OG0001455	Prbk.g_00694	Prau.g_01162, Prau.g_00749
OG0001462	Prbk.g_01611	Prau.g_00033
OG0001463	Prbk.g_00425	Prau.g_00288
OG0001464	Prbk.g_00861	Prau.g_00331
OG0001470	Prbk.g_01566	Prau.g_01463, Prau.g_01472
OG0001472	Prbk.g_01841	Prau.g_01624
OG0001474	Prbk.g_00878	Prau.g_00342
OG0001475	Prbk.g_01564	Prau.g_01474
OG0001479	Prbk.g_00875	Prau.g_00339
OG0001481	Prbk.g_00303	Prau.g_00376
OG0001484	Prbk.g_00625	Prau.g_01709
OG0001485	Prbk.g_02012	Prau.g_01658
OG0001491	Prbk.g_01642	Prau.g_00839
OG0001494	Prbk.g_00095	Prau.g_01503
OG0001495	Prbk.g_00994	Prau.g_01816
OG0001500	Prbk.g_01365	Prau.g_00265
OG0001501	Prbk.g_00169	Prau.g_00745
OG0001503	Prbk.g_01456	Prau.g_01181
OG0001506	Prbk.g_01654	Prau.g_01572
OG0001508	Prbk.g_01567	Prau.g_01462
OG0001525	Prbk.g_02665	Prau.g_01633
OG0001528	Prbk.g_01570	Prau.g_01473, Prau.g_01464
OG0001550	Prbk.g_01692	Prau.g_01165
OG0001553	Prbk.g_00256	Prau.g_01525
OG0001555	Prbk.g_01476	Prau.g_01637
OG0001565	Prbk.g_02513	Prau.g_00457, Prau.g_00431
OG0001569	Prbk.g_02659	Prau.g_01137
OG0001572	Prbk.g_01332	Prau.g_01308
OG0001605	Prbk.g_01656	Prau.g_01057
OG0001627	Prbk.g_02008	Prau.g_00805
OG0001661	Prbk.g_01663, Prbk.g_01668	Prau.g_00440
OG0001684	Prbk.g_01128	Prau.g_01674
OG0001696	Prbk.g_01828	Prau.g_00916
OG0001698	Prbk.g_01771	Prau.g_01105
OG0001712	Prbk.g_02521	Prau.g_00418
OG0001726	Prbk.g_02377	Prau.g_00415
OG0001746	Prbk.g_00357	Prau.g_01296
OG0001897	Prbk.g_00880	Prau.g_01280
OG0001992	Prbk.g_00832	Prau.g_00815
OG0002001	Prbk.g_01670, Prbk.g_00108	Prau.g_01712
OG0002063	Prbk.g_01792	Prau.g_01671
OG0003812	Prbk.g_02673	Prau.g_01714
