Orthogroup	Pral	Prag
OG0001162	Pral.g_00294	Prag.g_01850
OG0001163	Pral.g_00295	Prag.g_01851
OG0001164	Pral.g_00296	Prag.g_01852
OG0001165	Pral.g_00297	Prag.g_01853
OG0001166	Pral.g_00298	Prag.g_01854
OG0001167	Pral.g_00300	Prag.g_01855
OG0001168	Pral.g_00301	Prag.g_01856
OG0001169	Pral.g_00302	Prag.g_01857
OG0001170	Pral.g_00303	Prag.g_01859
OG0001171	Pral.g_00304	Prag.g_01860
OG0001172	Pral.g_00306	Prag.g_01862
OG0001173	Pral.g_00308	Prag.g_01864
OG0001174	Pral.g_00309	Prag.g_01865
OG0001175	Pral.g_00310	Prag.g_01866
OG0001176	Pral.g_00312	Prag.g_01867
OG0001177	Pral.g_00314	Prag.g_01869
OG0001178	Pral.g_00317	Prag.g_01872
OG0001179	Pral.g_00318	Prag.g_01873
OG0001180	Pral.g_00319	Prag.g_01874
OG0001181	Pral.g_00320	Prag.g_01875
OG0001182	Pral.g_00321	Prag.g_01876
OG0001183	Pral.g_00322	Prag.g_01877
OG0001184	Pral.g_00324	Prag.g_01879
OG0001185	Pral.g_00326	Prag.g_01882
OG0001186	Pral.g_00327	Prag.g_01883
OG0001187	Pral.g_00328	Prag.g_01884
OG0001188	Pral.g_00329	Prag.g_01885
OG0001189	Pral.g_00330	Prag.g_01886
OG0001190	Pral.g_00331	Prag.g_01887
OG0001191	Pral.g_00332	Prag.g_01888
OG0001192	Pral.g_00333	Prag.g_01889
OG0001193	Pral.g_00334	Prag.g_01890
OG0001194	Pral.g_00335	Prag.g_01891
OG0001195	Pral.g_00336	Prag.g_01892
OG0001196	Pral.g_00337	Prag.g_01893
OG0001197	Pral.g_00338	Prag.g_01894
OG0001198	Pral.g_00339	Prag.g_01895
OG0001199	Pral.g_00340	Prag.g_01896
OG0001200	Pral.g_00341	Prag.g_01897
OG0001201	Pral.g_00342	Prag.g_01898
OG0001202	Pral.g_00343	Prag.g_01899
OG0001203	Pral.g_00345	Prag.g_01901
OG0001204	Pral.g_00347	Prag.g_01903
OG0001205	Pral.g_00349	Prag.g_01904
OG0001206	Pral.g_00350	Prag.g_01905
OG0001207	Pral.g_00351	Prag.g_01906
OG0001208	Pral.g_00352	Prag.g_01907
OG0001209	Pral.g_00353	Prag.g_01908
OG0001210	Pral.g_00354	Prag.g_01909
OG0001211	Pral.g_00355	Prag.g_01910
OG0001212	Pral.g_00356	Prag.g_01911
OG0001213	Pral.g_00357	Prag.g_01912
OG0001214	Pral.g_00359	Prag.g_01914
OG0001215	Pral.g_00360	Prag.g_01915
OG0001216	Pral.g_00361	Prag.g_01916
OG0001217	Pral.g_00362	Prag.g_01917
OG0001218	Pral.g_00363	Prag.g_01918
OG0001219	Pral.g_00366	Prag.g_01921
OG0001220	Pral.g_00367	Prag.g_01922
OG0001221	Pral.g_00373	Prag.g_01925
OG0001222	Pral.g_00374	Prag.g_01926
OG0001223	Pral.g_00375	Prag.g_01927
OG0001224	Pral.g_00377	Prag.g_01928
OG0001225	Pral.g_00378	Prag.g_01929
OG0001226	Pral.g_00379	Prag.g_01930
OG0001227	Pral.g_00380	Prag.g_01931
OG0001228	Pral.g_00381	Prag.g_01932
OG0001229	Pral.g_00382	Prag.g_01933
OG0001230	Pral.g_00383	Prag.g_01934
OG0001231	Pral.g_00384	Prag.g_01935
OG0001232	Pral.g_00386	Prag.g_01936
OG0001233	Pral.g_00387	Prag.g_01937
OG0001234	Pral.g_00388	Prag.g_01938
OG0001235	Pral.g_00389	Prag.g_01939
OG0001236	Pral.g_00391	Prag.g_01941
OG0001237	Pral.g_00392	Prag.g_01942
OG0001238	Pral.g_00396	Prag.g_01944
OG0001239	Pral.g_00397	Prag.g_01945
OG0001240	Pral.g_00398	Prag.g_01946
OG0001241	Pral.g_00401	Prag.g_01948
OG0001242	Pral.g_00402	Prag.g_01949
OG0001243	Pral.g_00403	Prag.g_01950
OG0001244	Pral.g_00404	Prag.g_01951
OG0001245	Pral.g_00405	Prag.g_01952
OG0001246	Pral.g_00406	Prag.g_01953
OG0001247	Pral.g_00407	Prag.g_01954
OG0001248	Pral.g_00408	Prag.g_01955
OG0001249	Pral.g_00409	Prag.g_01956
OG0001250	Pral.g_00410	Prag.g_01957
OG0001252	Pral.g_00907	Prag.g_00131
OG0001253	Pral.g_00895	Prag.g_00143
OG0001254	Pral.g_00758	Prag.g_00272
OG0001255	Pral.g_00699	Prag.g_00328
OG0001257	Pral.g_00609	Prag.g_00461
OG0001259	Pral.g_00499	Prag.g_00568
OG0001260	Pral.g_01689	Prag.g_00743
OG0001262	Pral.g_01539	Prag.g_00855
OG0001263	Pral.g_01347	Prag.g_00876
OG0001264	Pral.g_01800	Prag.g_00905
OG0001265	Pral.g_01598	Prag.g_01012
OG0001266	Pral.g_00967, Pral.g_01320	Prag.g_01060
OG0001268	Pral.g_01364	Prag.g_01150
OG0001269	Pral.g_01238	Prag.g_01372
OG0001270	Pral.g_01116	Prag.g_01530
OG0001271	Pral.g_01102	Prag.g_01541
OG0001273	Pral.g_00572	Prag.g_01582
OG0001276	Pral.g_01040	Prag.g_01616
OG0001278	Pral.g_00098	Prag.g_01661
OG0001279	Pral.g_00102	Prag.g_01665
OG0001280	Pral.g_00105	Prag.g_01668
OG0001281	Pral.g_00175	Prag.g_01735
OG0001282	Pral.g_00112	Prag.g_01759
OG0001283	Pral.g_00285	Prag.g_01842
OG0001284	Pral.g_00316	Prag.g_01871
OG0001285	Pral.g_00346	Prag.g_01902
OG0001286	Pral.g_00400	Prag.g_01947
OG0001287	Pral.g_01891	Prag.g_01637
OG0001288	Pral.g_00657	Prag.g_00416
OG0001290	Pral.g_01013	Prag.g_00030
OG0001291	Pral.g_00976	Prag.g_00065
OG0001293	Pral.g_00971	Prag.g_00070
OG0001295	Pral.g_00926	Prag.g_00112
OG0001296	Pral.g_00919	Prag.g_00118
OG0001300	Pral.g_00671	Prag.g_00367
OG0001301	Pral.g_01438	Prag.g_00615
OG0001302	Pral.g_01890	Prag.g_00748
OG0001303	Pral.g_01308	Prag.g_00752
OG0001305	Pral.g_01565	Prag.g_01032
OG0001306	Pral.g_01703	Prag.g_01068
OG0001308	Pral.g_01038	Prag.g_01100
OG0001309	Pral.g_00348	Prag.g_01102
OG0001310	Pral.g_01701	Prag.g_01111
OG0001312	Pral.g_01237	Prag.g_01373
OG0001314	Pral.g_00130	Prag.g_01692
OG0001315	Pral.g_00166	Prag.g_01727
OG0001316	Pral.g_00281	Prag.g_01838
OG0001318	Pral.g_00904	Prag.g_00134
OG0001319	Pral.g_00802	Prag.g_00231
OG0001321	Pral.g_00451	Prag.g_00754
OG0001322	Pral.g_01670	Prag.g_00787
OG0001323	Pral.g_01810	Prag.g_01051
OG0001325	Pral.g_00034	Prag.g_01104
OG0001326	Pral.g_00046	Prag.g_01325
OG0001327	Pral.g_01047	Prag.g_01327
OG0001328	Pral.g_01276	Prag.g_01360
OG0001330	Pral.g_01069	Prag.g_01578
OG0001331	Pral.g_00103	Prag.g_01666
OG0001332	Pral.g_00155	Prag.g_01716
OG0001333	Pral.g_00247	Prag.g_01808
OG0001334	Pral.g_00307	Prag.g_01863
OG0001335	Pral.g_00344	Prag.g_01900
OG0001336	Pral.g_00917	Prag.g_00121
OG0001337	Pral.g_00927	Prag.g_00111
OG0001338	Pral.g_00670	Prag.g_00137
OG0001339	Pral.g_00841	Prag.g_00196
OG0001340	Pral.g_00791	Prag.g_00241
OG0001341	Pral.g_00778	Prag.g_00252
OG0001342	Pral.g_00759	Prag.g_00271
OG0001343	Pral.g_00693	Prag.g_00334
OG0001344	Pral.g_00025	Prag.g_00371
OG0001345	Pral.g_00660	Prag.g_00413
OG0001346	Pral.g_00620	Prag.g_00451
OG0001347	Pral.g_00605	Prag.g_00465
OG0001348	Pral.g_00586, Pral.g_00016	Prag.g_00483
OG0001349	Pral.g_00581	Prag.g_00488
OG0001350	Pral.g_00576	Prag.g_00493
OG0001351	Pral.g_00511	Prag.g_00555
OG0001352	Pral.g_01760	Prag.g_00660
OG0001353	Pral.g_00818	Prag.g_00681
OG0001354	Pral.g_01666	Prag.g_00790
OG0001355	Pral.g_01529	Prag.g_00845
OG0001356	Pral.g_01822	Prag.g_00890
OG0001357	Pral.g_01585	Prag.g_00992
OG0001358	Pral.g_01597	Prag.g_01011
OG0001359	Pral.g_00073	Prag.g_01124
OG0001360	Pral.g_00072	Prag.g_01125
OG0001361	Pral.g_01425	Prag.g_01203
OG0001362	Pral.g_00024	Prag.g_01302
OG0001363	Pral.g_01263	Prag.g_01427
OG0001364	Pral.g_01082	Prag.g_01560
OG0001365	Pral.g_01055	Prag.g_01422
OG0001366	Pral.g_00144	Prag.g_01706
OG0001368	Pral.g_00315	Prag.g_01870
OG0001371	Pral.g_00981	Prag.g_00061
OG0001372	Pral.g_00979	Prag.g_00062
OG0001373	Pral.g_00972	Prag.g_00069
OG0001374	Pral.g_00960	Prag.g_00081
OG0001375	Pral.g_00909	Prag.g_00128
OG0001376	Pral.g_00806	Prag.g_00227
OG0001377	Pral.g_00782	Prag.g_00248
OG0001378	Pral.g_00766	Prag.g_00263
OG0001379	Pral.g_01119	Prag.g_00356
OG0001380	Pral.g_01744	Prag.g_01272, Prag.g_01640
OG0001381	Pral.g_00634	Prag.g_00433
OG0001382	Pral.g_00628	Prag.g_00439
OG0001383	Pral.g_00579	Prag.g_00490
OG0001384	Pral.g_00570	Prag.g_00498
OG0001385	Pral.g_01468	Prag.g_00644
OG0001386	Pral.g_01768	Prag.g_00652
OG0001387	Pral.g_01767	Prag.g_00654
OG0001388	Pral.g_01755	Prag.g_00664
OG0001389	Pral.g_01724	Prag.g_00697
OG0001390	Pral.g_01304	Prag.g_00742
OG0001391	Pral.g_01664	Prag.g_00792
OG0001392	Pral.g_01823	Prag.g_00889
OG0001393	Pral.g_01821	Prag.g_00891
OG0001394	Pral.g_01794	Prag.g_00911
OG0001395	Pral.g_01791	Prag.g_00914
OG0001397	Pral.g_01577	Prag.g_01021
OG0001398	Pral.g_01557	Prag.g_01040
OG0001399	Pral.g_01834	Prag.g_01049
OG0001400	Pral.g_00051	Prag.g_01058
OG0001401	Pral.g_01855	Prag.g_01065
OG0001402	Pral.g_01352	Prag.g_01139
OG0001403	Pral.g_01280	Prag.g_01356
OG0001404	Pral.g_01693	Prag.g_01380
OG0001405	Pral.g_01221	Prag.g_01390
OG0001406	Pral.g_01117	Prag.g_01529
OG0001407	Pral.g_01113	Prag.g_01532
OG0001408	Pral.g_01068	Prag.g_01579
OG0001409	Pral.g_01862	Prag.g_01592
OG0001410	Pral.g_01303	Prag.g_01606
OG0001412	Pral.g_01651	Prag.g_00945
OG0001414	Pral.g_01326	Prag.g_00055
OG0001415	Pral.g_00713	Prag.g_00317
OG0001416	Pral.g_00568	Prag.g_00500
OG0001419	Pral.g_01659	Prag.g_00796
OG0001420	Pral.g_01819	Prag.g_00893
OG0001421	Pral.g_01814	Prag.g_00896
OG0001423	Pral.g_01892	Prag.g_01126
OG0001424	Pral.g_01067	Prag.g_01217
OG0001426	Pral.g_00395	Prag.g_01943
OG0001427	Pral.g_00087, Pral.g_01294	Prag.g_00366
OG0001429	Pral.g_01617	Prag.g_00974
OG0001430	Pral.g_01844	Prag.g_01004
OG0001432	Pral.g_00052	Prag.g_01059
OG0001433	Pral.g_01843	Prag.g_01625, Prag.g_01304, Prag.g_01247
OG0001434	Pral.g_00441, Pral.g_00060	Prag.g_01628
OG0001435	Pral.g_01863	Prag.g_01590
OG0001437	Pral.g_01673	Prag.g_01293, Prag.g_01251, Prag.g_01295
OG0001438	Pral.g_00467	Prag.g_00598
OG0001439	Pral.g_01520	Prag.g_00837
OG0001440	Pral.g_01602	Prag.g_01015
OG0001441	Pral.g_00426	Prag.g_01096
OG0001443	Pral.g_01349	Prag.g_01136
OG0001444	Pral.g_01389	Prag.g_01172
OG0001445	Pral.g_00054	Prag.g_01268
OG0001446	Pral.g_00053	Prag.g_01270
OG0001447	Pral.g_01329	Prag.g_01271
OG0001448	Pral.g_01710	Prag.g_01612
OG0001452	Pral.g_00365	Prag.g_01920
OG0001453	Pral.g_00070	Prag.g_01623
OG0001454	Pral.g_01851	Prag.g_00361
OG0001456	Pral.g_00500	Prag.g_00567
OG0001457	Pral.g_01735	Prag.g_00680
OG0001459	Pral.g_01223	Prag.g_00785
OG0001460	Pral.g_00448	Prag.g_00867
OG0001462	Pral.g_01330	Prag.g_01003
OG0001463	Pral.g_00630	Prag.g_01048
OG0001464	Pral.g_00428	Prag.g_01053
OG0001465	Pral.g_01309	Prag.g_01322
OG0001467	Pral.g_01168	Prag.g_01485
OG0001468	Pral.g_00273	Prag.g_01831
OG0001469	Pral.g_01365	Prag.g_01151
OG0001470	Pral.g_00719	Prag.g_00311
OG0001471	Pral.g_01872	Prag.g_00395
OG0001481	Pral.g_01386	Prag.g_01169
OG0001483	Pral.g_01287	Prag.g_01349
OG0001484	Pral.g_01264	Prag.g_01426
OG0001485	Pral.g_00168	Prag.g_01729
OG0001486	Pral.g_01779	Prag.g_00925
OG0001487	Pral.g_00463	Prag.g_00759
OG0001491	Pral.g_01858	Prag.g_00782
OG0001505	Pral.g_00425	Prag.g_00716
OG0001506	Pral.g_01325	Prag.g_01073
OG0001507	Pral.g_01348	Prag.g_01135
OG0001510	Pral.g_00265	Prag.g_01823
OG0001516	Pral.g_00989	Prag.g_00986
OG0001519	Pral.g_00035	Prag.g_00381
OG0001523	Pral.g_01846	Prag.g_00054
OG0001524	Pral.g_01880	Prag.g_00369
OG0001527	Pral.g_00047	Prag.g_01094
OG0001528	Pral.g_01690	Prag.g_01303
OG0001538	Pral.g_01866	Prag.g_01324
OG0001541	Pral.g_00638	Prag.g_01417
OG0001546	Pral.g_01672	Prag.g_01280
OG0001551	Pral.g_01523	Prag.g_00322
OG0001557	Pral.g_01766	Prag.g_00655
OG0001588	Pral.g_01300	Prag.g_01652
OG0001589	Pral.g_01057	Prag.g_01218, Prag.g_00686
OG0001590	Pral.g_00745	Prag.g_00284
OG0001598	Pral.g_01817	Prag.g_00894
OG0001608	Pral.g_01049	Prag.g_01642
OG0001610	Pral.g_01736	Prag.g_00679
OG0001613	Pral.g_01061	Prag.g_00874
OG0001614	Pral.g_01583	Prag.g_00990
OG0001630	Pral.g_01045, Pral.g_01248	Prag.g_00326
OG0001632	Pral.g_01048	Prag.g_01643
OG0001675	Pral.g_00017	Prag.g_01105
OG0001729	Pral.g_01260	Prag.g_01463
OG0001834	Pral.g_01734	Prag.g_01260
OG0001851	Pral.g_00667	Prag.g_01283
OG0001860	Pral.g_00666	Prag.g_00407
OG0001874	Pral.g_01842	Prag.g_01347
OG0001916	Pral.g_01678	Prag.g_01281
OG0001917	Pral.g_01677	Prag.g_01282
OG0001918	Pral.g_01685	Prag.g_01288
OG0002155	Pral.g_01889	Prag.g_01226
OG0002346	Pral.g_00263	Prag.g_01409
OG0003184	Pral.g_01845	Prag.g_00053
